"pl_target","pl_cue","pl_fake_cue","pl_fake_target","en_cue","en_target"
"zapamiętaj","zapominać","zapomistwie","zapamięmiesz","forget","remember"
"zapewniać","włączać","żarczać","zapewstów","enable","provide"
"zapisać","ratować","ratościo","zapiścia","rescue","save"
"zapytać się","pytanie","pytastro","zapytaćprzód","question","ask"
"żart","sztuczka","wszechka","birt","trick","joke"
"zastąpić","wymienić","wystarnić","zastąstów","replace","substitute"
"zastrzyk","dawka","porka","zastrial","dose","injection"
"zatrzymać","zapobiec","zapozłam","zaskłamać","prevent","stop"
"zaufanie","poszanowanie","pośmiertnowanie","zakrewnie","respect","confidence"
"zawalić się","jesień","jeskaj","zawalićbiesz","fall","collapse"
"zawartość","zawierać","zawiekiej","zawarkins","contain","content"
"zawsze","nigdy","dlady","zascue","never","ever"
"zbawiciel","bohater","bohaskim","zbawignąć","hero","savior"
"zbieg","uchodźca","ucieczca","wrieg","refugee","fugitive"
"zbroja","tarcza","plecza","zmiaja","shield","armor"
"zbrojownia","arsenał","arseczyc","szyjjownia","arsenal","armory"
"zbudować","budowa","pierdowa","skardować","construction","build"
"zdarzyć","zdarzać się","zdarzaćspol","płyrzyć","occur","happen"
"zdjęcie","zdjęcie","szujcie","znokcie","picture","photo"
"zdrajca","szpieg","szpiuj","uzdroca","spy","traitor"
"że","co","dą","rę","what","that"
"zebrać","zebrać","zebert","zebert","collect","gather"
"zepsuć","rozbić","rozczy","zepłem","smash","break"
"zespół","objaw","obleb","zescig","symptom","syndrome"
"zespół","liga","liski","zescig","league","team"
"zespół muzyczny","orkiestra","orkiemień","zechcieć muzyczny","orchestra","band"
"zewnętrzny","wewnętrzny","westrzenny","zestrzenny","internal","external"
"zima","lato","lacyj","terma","summer","winter"
"złapać","złapać","złakuj","złakuj","grab","catch"
"zły","dobry","donac","uty","good","bad"
"zły","zazdrosny","zachwysny","uty","jealous","angry"
"zmuszać","siła","rzyła","cieszać","strength","force"
"znaczenie","oznaczający","zwiękczający","przyczenie","meaning","importance"
"znajdować","szukaj","szulii","okredować","search","find"
"zniszczenie","kreacja","krebacz","współczenie","creation","destruction"
"żółty","czerwony","wpływony","penty","red","yellow"
"żółw","ślimak","ślidlu","żóźo","snail","turtle"
"żona","mąż","ójż","styna","husband","wife"
"żonaty","pojedynczy","pojewieszczy","oznanaty","single","married"
"zorganizować","zorganizować","umieszganizować","umieszganizować","arrange","organize"
"żuć","łyk","iuk","eać","swallow","chew"
"zwariowany","paranoidalny","paranoszczwany","mieszriowany","paranoid","crazy"
"zweryfikować","sprawdzać","sprawwiam","briarcryfikować","check","verify"
"zwierzę","bestia","beskaj","zwieler","beast","animal"
"zwłoki","ciało","twoło","tworki","body","corpse"
"zwolnienie","rezygnacja","rezyskrypcja","rycznienie","resignation","dismissal"
"zwycięzca","przegrany","szwagrany","zwystepca","loser","winner"
"zwykle","normalnie","wielmalnie","zwyżeń","normally","usually"
"zwykły","zwyczajny","zwyobrony","zwymar","ordinary","usual"
"życzenie","pragnienie","praspłynie","żywasznie","desire","wish"
