"pl_cue","pl_target","type","cue_type","target_type","pl_cosine"
"bathompsować","analiza","nonword","nonword","word",NA
"kalenmiać","nieprzyjemny","nonword","nonword","word",NA
"izd","ręcznik","nonword","nonword","word",NA
"kokalach","morderca","nonword","nonword","word",NA
"aihu","piosenka","nonword","nonword","word",NA
"tłuszczujący","profesjonalny","nonword","nonword","word",NA
"rąbczyk","zwłoki","nonword","nonword","word",NA
"dziewilej","wanilia","nonword","nonword","word",NA
"basem","dawać","nonword","nonword","word",NA
"błoał","zawsze","nonword","nonword","word",NA
"oszules","przeszkadzać","nonword","nonword","word",NA
"perma","sygnał","nonword","nonword","word",NA
"dynaball","szef","nonword","nonword","word",NA
"poszłybiać","torba","nonword","nonword","word",NA
"dziejęcie","dolar","nonword","nonword","word",NA
"kurkłaś","słynny","nonword","nonword","word",NA
"milba","pigułka","nonword","nonword","word",NA
"wilio","żółty","nonword","nonword","word",NA
"tywne","urzędnik","nonword","nonword","word",NA
"kundło","śliczny","nonword","nonword","word",NA
"poręczny","kartel","nonword","nonword","word",NA
"indiachrować","obrabować","nonword","nonword","word",NA
"narzętach","film","nonword","nonword","word",NA
"mąmuj","trzymać","nonword","nonword","word",NA
"instrict","tył","nonword","nonword","word",NA
"osobiciem","publiczność","nonword","nonword","word",NA
"banrzej","dobrowolnie","nonword","nonword","word",NA
"fiexcuse","łaska","nonword","nonword","word",NA
"hienia","iść","nonword","nonword","word",NA
"ignodzić","przeciwnie","nonword","nonword","word",NA
"ogólmowy","hojny","nonword","nonword","word",NA
"gruszdo","julia","nonword","nonword","word",NA
"kność","informacja","nonword","nonword","word",NA
"pobrok","powierzchnia","nonword","nonword","word",NA
"żanek","snajper","nonword","nonword","word",NA
"prowariat","misja","nonword","nonword","word",NA
"pomniawa","protokół","nonword","nonword","word",NA
"karchi","pokojówka","nonword","nonword","word",NA
"wiołem","sport","nonword","nonword","word",NA
"gruka","ogólnie","nonword","nonword","word",NA
"romógl","dodatkowy","nonword","nonword","word",NA
"senand","świetnie","nonword","nonword","word",NA
"yoś","fantazja","nonword","nonword","word",NA
"głup","pismo","nonword","nonword","word",NA
"kałą","piękno","nonword","nonword","word",NA
"anarashi","pracownik","nonword","nonword","word",NA
"dotknęca","materiał wybuchowy","nonword","nonword","word",NA
"koich","powrót","nonword","nonword","word",NA
"komścij","przyjemny","nonword","nonword","word",NA
"bisizm","długi","nonword","nonword","word",NA
"maszu","las","nonword","nonword","word",NA
"filidziecka","poświęcenie","nonword","nonword","word",NA
"współmówienie","rano","nonword","nonword","word",NA
"pacik","syn","nonword","nonword","word",NA
"ofiner","miłość","nonword","nonword","word",NA
"todnik","alibi","nonword","nonword","word",NA
"pasatrow","tak","nonword","nonword","word",NA
"kłatra","aktor","nonword","nonword","word",NA
"typochod","lotnisko","nonword","nonword","word",NA
"sierociskasz","spacerować","nonword","nonword","word",NA
"wkłatynia","choroba","nonword","nonword","word",NA
"lopment","matematyka","nonword","nonword","word",NA
"pachand","nowotwór","nonword","nonword","word",NA
"wspatal","ciąża","nonword","nonword","word",NA
"bucwa","martwy","nonword","nonword","word",NA
"koniutka","rodzina","nonword","nonword","word",NA
"razek","kaplica","nonword","nonword","word",NA
"drakin","informator","nonword","nonword","word",NA
"inproctor","wiersz","nonword","nonword","word",NA
"zamadłem","problem","nonword","nonword","word",NA
"śmietkowity","eksplodować","nonword","nonword","word",NA
"grzeszgramowanie","zwykle","nonword","nonword","word",NA
"nawigabriel","pomarańczowy","nonword","nonword","word",NA
"rasidziejski","mutacja","nonword","nonword","word",NA
"oskół","wybierz","nonword","nonword","word",NA
"centarł","wynik","nonword","nonword","word",NA
"wyrzyszka","podejrzany","nonword","nonword","word",NA
"alm","kwiat","nonword","nonword","word",NA
"kovich","lot","nonword","nonword","word",NA
"spluga","kobieta","nonword","nonword","word",NA
"zerwo","obserwować","nonword","nonword","word",NA
"badajesz","wenus","nonword","nonword","word",NA
"kontynustrze","kreatywność","nonword","nonword","word",NA
"uczciginalny","morderca","nonword","nonword","word",NA
"szanka","hasło","nonword","nonword","word",NA
"piął","cesarz","nonword","nonword","word",NA
"roxbu","wydarzenie","nonword","nonword","word",NA
"poriów","wsparcie","nonword","nonword","word",NA
"wyomdlenia","światowy","nonword","nonword","word",NA
"ustalowa","że","nonword","nonword","word",NA
"króchiński","zniszczenie","nonword","nonword","word",NA
"rps","definicja","nonword","nonword","word",NA
"fałeś","nagi","nonword","nonword","word",NA
"tysie","zamrażać","nonword","nonword","word",NA
"złodrzeć","rozbój","nonword","nonword","word",NA
"sytutwił","klinika","nonword","nonword","word",NA
"styz","fotograf","nonword","nonword","word",NA
"skromniczka","grudzień","nonword","nonword","word",NA
"biliot","sługa","nonword","nonword","word",NA
"piekarsten","nos","nonword","nonword","word",NA
"reklama w telechlebstw","zachodni","nonword","nonword","word",NA
"współdawca","prawny","nonword","nonword","word",NA
"kochwila","opcja","nonword","nonword","word",NA
"wzroczny","zabawka","nonword","nonword","word",NA
"gnoza","wentylacja","nonword","nonword","word",NA
"zakiet","jeść","nonword","nonword","word",NA
"załazien","klejnot","nonword","nonword","word",NA
"dżuntow","głuchy","nonword","nonword","word",NA
"współbaczenie","młody","nonword","nonword","word",NA
"groźt","elegancki","nonword","nonword","word",NA
"niedzielliwy","metr","nonword","nonword","word",NA
"opryszczkabina prysznicowa","mgła","nonword","nonword","word",NA
"teradach","obracać się","nonword","nonword","word",NA
"zęt","sieć","nonword","nonword","word",NA
"alkonież","kontyntynuj","nonword","nonword","word",NA
"chikong","żona","nonword","nonword","word",NA
"unieność","element","nonword","nonword","word",NA
"smat","królik","nonword","nonword","word",NA
"prawiuczciwy","pensja","nonword","nonword","word",NA
"konserwachlarzny","połączenie","nonword","nonword","word",NA
"ścionek","wiarygodny","nonword","nonword","word",NA
"tadaż","skromny","nonword","nonword","word",NA
"łańłęcz","pułkownik","nonword","nonword","word",NA
"oczywiec","inwestor","nonword","nonword","word",NA
"teleslie","tata","nonword","nonword","word",NA
"rzonka","wyznać","nonword","nonword","word",NA
"ośać","tkanka","nonword","nonword","word",NA
"skunk podwodna","sędzia","nonword","nonword","word",NA
"miejrio","teoria","nonword","nonword","word",NA
"regiostyczny","kemping","nonword","nonword","word",NA
"lądowarzysz","atmosfera","nonword","nonword","word",NA
"skonminal","niepowodzenie","nonword","nonword","word",NA
"socze","przenosić","nonword","nonword","word",NA
"populations","mechaniczny","nonword","nonword","word",NA
"odbistym","wampir","nonword","nonword","word",NA
"upićć","blisko","nonword","nonword","word",NA
"kedruk","impreza","nonword","nonword","word",NA
"gralno","nauczać","nonword","nonword","word",NA
"ministwa","inwestować","nonword","nonword","word",NA
"artyścią","polityka","nonword","nonword","word",NA
"marań","alfa","nonword","nonword","word",NA
"rozneś","marynarz","nonword","nonword","word",NA
"konxwella","zima","nonword","nonword","word",NA
"komfon","malarz","nonword","nonword","word",NA
"regresma","wyposażyć","nonword","nonword","word",NA
"stowy","potrzebować","nonword","nonword","word",NA
"lijski","podział","nonword","nonword","word",NA
"piłom","statua","nonword","nonword","word",NA
"bunga","talent","nonword","nonword","word",NA
"koprzynie","klasztor","nonword","nonword","word",NA
"roels","latać","nonword","nonword","word",NA
"fiplotka","armia","nonword","nonword","word",NA
"pańba","nieszczęście","nonword","nonword","word",NA
"bieczewka","odnieść sukces","nonword","nonword","word",NA
"chroniczny","wyrażenie","nonword","nonword","word",NA
"katniej","gorączka","nonword","nonword","word",NA
"troleźc","współczucie","nonword","nonword","word",NA
"arteboya","próba","nonword","nonword","word",NA
"żelarium","sałatka","nonword","nonword","word",NA
"kilozłam","sztuka","nonword","nonword","word",NA
"pseura","sugerować","nonword","nonword","word",NA
"życzlica","założenie","nonword","nonword","word",NA
"newo","stacja","nonword","nonword","word",NA
"mięso wieprzstarcz","góra","nonword","nonword","word",NA
"połąsłusznie","śnić","nonword","nonword","word",NA
"kamedycz","śmieci","nonword","nonword","word",NA
"teleczen","słodki","nonword","nonword","word",NA
"tafey","osobowość","nonword","nonword","word",NA
"mipiać","but","nonword","nonword","word",NA
"nienawicjusz","górny","nonword","nonword","word",NA
"ambasachach","aprobata","nonword","nonword","word",NA
"strzebasada","limuzyna","nonword","nonword","word",NA
"dzus","działać","nonword","nonword","word",NA
"terga","żałosne","nonword","nonword","word",NA
"zadarzyć","porucznik","nonword","nonword","word",NA
"konkurenfield","pocisk","nonword","nonword","word",NA
"rozry","kryminalista","nonword","nonword","word",NA
"rej","wybór","nonword","nonword","word",NA
"krts","patrol","nonword","nonword","word",NA
"suelo","funkcjonalny","nonword","nonword","word",NA
"sung.","ciasto","nonword","nonword","word",NA
"wnran","senat","nonword","nonword","word",NA
"zaznawca","śniadanie","nonword","nonword","word",NA
"naczynnik","przestraszyć","nonword","nonword","word",NA
"samobójdzisz","brak","nonword","nonword","word",NA
"kingryna","intymny","nonword","nonword","word",NA
"hosco","chirurgia","nonword","nonword","word",NA
"alarmowa","drapieżnik","nonword","nonword","word",NA
"mókl","remis","nonword","nonword","word",NA
"charsa","pył","nonword","nonword","word",NA
"świńczoła","federacja","nonword","nonword","word",NA
"odżeczka","nóż","nonword","nonword","word",NA
"niemlucja","wiedzieć","nonword","nonword","word",NA
"biczwarteka","pisać","nonword","nonword","word",NA
"piosenling","penis","nonword","nonword","word",NA
"jacu","uniwersytet","nonword","nonword","word",NA
"czyter","orbita","nonword","nonword","word",NA
"rozwakiem","ogrodzenie","nonword","nonword","word",NA
"opargły","zwariowany","nonword","nonword","word",NA
"gwiazny","godny","nonword","nonword","word",NA
"przysing","gra","nonword","nonword","word",NA
"channik","kurtka","nonword","nonword","word",NA
"zyż","perfumy","nonword","nonword","word",NA
"nałeś","pożyczka","nonword","nonword","word",NA
"słane","towarzyszyć","nonword","nonword","word",NA
"naśpiewać","prawdziwy","nonword","nonword","word",NA
"nofers","psychologiczny","nonword","nonword","word",NA
"presor","obwód","nonword","nonword","word",NA
"filów","usunąć","nonword","nonword","word",NA
"uwięra","reputacja","nonword","nonword","word",NA
"napraczył","ciężko","nonword","nonword","word",NA
"fakprzenie","produkt","nonword","nonword","word",NA
"krtt","efektywny","nonword","nonword","word",NA
"nastostrzeni","świadectwo","nonword","nonword","word",NA
"pierrview","wygórowanie","nonword","nonword","word",NA
"uczyćthią","fałszywe","nonword","nonword","word",NA
"studżać","satelita","nonword","nonword","word",NA
"dziewnologia","bezsilny","nonword","nonword","word",NA
"gesiądz","wysłać","nonword","nonword","word",NA
"strazwisko","dzielnica","nonword","nonword","word",NA
"pozydzialny","komedia","nonword","nonword","word",NA
"zmarnialny","wierny","nonword","nonword","word",NA
"ryzybliczny","jakość","nonword","nonword","word",NA
"arabo","odcisk palca","nonword","nonword","word",NA
"paszzowy","diabeł","nonword","nonword","word",NA
"socmenta","czasopismo","nonword","nonword","word",NA
"nierozpieczny","chory","nonword","nonword","word",NA
"lekwa","bić się","nonword","nonword","word",NA
"sukbom","lokalny","nonword","nonword","word",NA
"niewystrzeny","tydzień","nonword","nonword","word",NA
"robi wrażtrzysz","mózgowy","nonword","nonword","word",NA
"napek","naszyjnik","nonword","nonword","word",NA
"niegrzeczwiedliwość","naprawdę","nonword","nonword","word",NA
"nieforgrzywny","wędkarstwo","nonword","nonword","word",NA
"slestwo","żółw","nonword","nonword","word",NA
"niemożkach","przysięga","nonword","nonword","word",NA
"uśmienimowy","nadal","nonword","nonword","word",NA
"wystrzekowy","wideo","nonword","nonword","word",NA
"zrzuwy","na około","nonword","nonword","word",NA
"zyta","ryba","nonword","nonword","word",NA
"ksz","naprawa","nonword","nonword","word",NA
"miłyz","trwać","nonword","nonword","word",NA
"na zespiesz","szybki","nonword","nonword","word",NA
"ufcp","elektryczność","nonword","nonword","word",NA
"niczkąska","schron","nonword","nonword","word",NA
"czujrancja","pociągać","nonword","nonword","word",NA
"licjan","fajny","nonword","nonword","word",NA
"odpowieostrożność","przechadzka","nonword","nonword","word",NA
"heraść","błąd","nonword","nonword","word",NA
"spóźcać","kolano","nonword","nonword","word",NA
"cjona","rodzic","nonword","nonword","word",NA
"nadawaga","ceremonia","nonword","nonword","word",NA
"wzruny","przyjazny","nonword","nonword","word",NA
"postrzę","witamina","nonword","nonword","word",NA
"prociął","zły","nonword","nonword","word",NA
"mogra","pieniądze","nonword","nonword","word",NA
"obserwaszyng","teatr","nonword","nonword","word",NA
"czeles","dynamit","nonword","nonword","word",NA
"wyczynnie","wilk","nonword","nonword","word",NA
"dndb","zaufanie","nonword","nonword","word",NA
"zarzących","paszport","nonword","nonword","word",NA
"odpodziec","dziecko","nonword","nonword","word",NA
"schoży","rozwój","nonword","nonword","word",NA
"ignochetny","agencja","nonword","nonword","word",NA
"natuschronie","kazanie","nonword","nonword","word",NA
"shinna","poznać","nonword","nonword","word",NA
"malii","owad","nonword","nonword","word",NA
"mco","mięso","nonword","nonword","word",NA
"wskatalny","zbawiciel","nonword","nonword","word",NA
"poryskam","zdarzyć","nonword","nonword","word",NA
"dupel","minuta","nonword","nonword","word",NA
"węnizm","życzenie","nonword","nonword","word",NA
"wypin","napastnik","nonword","nonword","word",NA
"proved","obrażenia","nonword","nonword","word",NA
"opij","oczywiście","nonword","nonword","word",NA
"wychocych","książę","nonword","nonword","word",NA
"miczneta","silnik","nonword","nonword","word",NA
"nadwrażwiek","wesoły","nonword","nonword","word",NA
"dzwoga","aleja","nonword","nonword","word",NA
"polter","nauczyciel","nonword","nonword","word",NA
"głaszcie","kapłan","nonword","nonword","word",NA
"anoko","planowanie","nonword","nonword","word",NA
"komenować","drzwi","nonword","nonword","word",NA
"spicho","poinformować","nonword","nonword","word",NA
"pęles","kreatura","nonword","nonword","word",NA
"paglu","kot","nonword","nonword","word",NA
"czołko","nagranie","nonword","nonword","word",NA
"czrać","potwierdzać","nonword","nonword","word",NA
"kochajta","kamień","nonword","nonword","word",NA
"etz","samuraj","nonword","nonword","word",NA
"frismłody","atlantycki","nonword","nonword","word",NA
"tydya","świnia","nonword","nonword","word",NA
"nadświetlrodzony","lizać","nonword","nonword","word",NA
"entupłacz","sklep","nonword","nonword","word",NA
"bisje","uczucie","nonword","nonword","word",NA
"atlannik","depresja","nonword","nonword","word",NA
"wrzeszla","praca","nonword","nonword","word",NA
"puter","francuski","nonword","nonword","word",NA
"pocież","słońce","nonword","nonword","word",NA
"otwarrytura","tradycyjny","nonword","nonword","word",NA
"pochwęka","wejście","nonword","nonword","word",NA
"pogers","czarodziej","nonword","nonword","word",NA
"minto","pomidor","nonword","nonword","word",NA
"nij","łódź","nonword","nonword","word",NA
"czcz","gwizdać","nonword","nonword","word",NA
"wotny","wojownik","nonword","nonword","word",NA
"godzieka","jajko","nonword","nonword","word",NA
"taliot","atak","nonword","nonword","word",NA
"orienwy","bracie","nonword","nonword","word",NA
"koszyczłonka","zwykły","nonword","nonword","word",NA
"sprzynauta","gazeta","nonword","nonword","word",NA
"alńor","faks","nonword","nonword","word",NA
"czygów","wizja","nonword","nonword","word",NA
"pomię","klasyczny","nonword","nonword","word",NA
"zmietanie","wódka","nonword","nonword","word",NA
"karaznać","sztuczny","nonword","nonword","word",NA
"skink","blizna","nonword","nonword","word",NA
"stwiergotowanie","test","nonword","nonword","word",NA
"celand","idiota","nonword","nonword","word",NA
"ogroczyzna","nagroda","nonword","nonword","word",NA
"śwień","mecz","nonword","nonword","word",NA
"płeż","monitor","nonword","nonword","word",NA
"trupić","dziwne","nonword","nonword","word",NA
"małga","stale","nonword","nonword","word",NA
"kaliscie","gabinet","nonword","nonword","word",NA
"rasparta","zorganizować","nonword","nonword","word",NA
"wątpliśnie","harmonogram","nonword","nonword","word",NA
"syjny","dziedziczyć","nonword","nonword","word",NA
"bliczek","płeć żeńska","nonword","nonword","word",NA
"formusial","demokracja","nonword","nonword","word",NA
"wienny","uważać","nonword","nonword","word",NA
"jedtaczka","uścisk","nonword","nonword","word",NA
"zrzęna","tron","nonword","nonword","word",NA
"kosme","ząb","nonword","nonword","word",NA
"rament","biologiczny","nonword","nonword","word",NA
"harzak","halucynacja","nonword","nonword","word",NA
"rujnia","całkowicie","nonword","nonword","word",NA
"zwycięciem","wąż","nonword","nonword","word",NA
"konlatw","samolubny","nonword","nonword","word",NA
"mnona","czarownica","nonword","nonword","word",NA
"kroga","brat","nonword","nonword","word",NA
"kryciemny","mikrofon","nonword","nonword","word",NA
"polichwiaka","temperatura","nonword","nonword","word",NA
"aresznikarstwo","asystent","nonword","nonword","word",NA
"połuprzę","kuchenka","nonword","nonword","word",NA
"środek nstiel","cztery","nonword","nonword","word",NA
"urząlony","efekt","nonword","nonword","word",NA
"ziemczaj","myśleć","nonword","nonword","word",NA
"rietta","reaktor","nonword","nonword","word",NA
"kontkasz","ucieczka","nonword","nonword","word",NA
"zatowiec","promieniowanie","nonword","nonword","word",NA
"kiekiet","komisja","nonword","nonword","word",NA
"sierthan","dyrektor","nonword","nonword","word",NA
"cardzić","bar","nonword","nonword","word",NA
"jechalnie","biznes","nonword","nonword","word",NA
"connia","posiłek","nonword","nonword","word",NA
"wciąność","ordynans","nonword","nonword","word",NA
"ponialnie","pokonać","nonword","nonword","word",NA
"niesienny","czwarty","nonword","nonword","word",NA
"pouszkodzenie","dziennikarz","nonword","nonword","word",NA
"mózgo","szybko","nonword","nonword","word",NA
"leństwa","niebezpieczny","nonword","nonword","word",NA
"pośpiesztulować","kryzys","nonword","nonword","word",NA
"wawcy","nauki ścisłe","nonword","nonword","word",NA
"zobastia","zapisać","nonword","nonword","word",NA
"zośpiewać","batalion","nonword","nonword","word",NA
"dopuszkiej","radość","nonword","nonword","word",NA
"stabla","ucho","nonword","nonword","word",NA
"krekos","heroina","nonword","nonword","word",NA
"stanowiczysz","dywan","nonword","nonword","word",NA
"zninik","technika","nonword","nonword","word",NA
"icód","szantaż","nonword","nonword","word",NA
"domiernie","pogrzeb","nonword","nonword","word",NA
"uśmiechdopodobieństwo","galaktyka","nonword","nonword","word",NA
"moson","pakiet","nonword","nonword","word",NA
"charda","utrzymywać","nonword","nonword","word",NA
"mco","podpisać","nonword","nonword","word",NA
"nieletryczny","nagroda","nonword","nonword","word",NA
"dyplant","otwór","nonword","nonword","word",NA
"kompledłeś","piasek","nonword","nonword","word",NA
"kancbasz","zbieg","nonword","nonword","word",NA
"szkobować","świat","nonword","nonword","word",NA
"trwapoty","wyrok","nonword","nonword","word",NA
"probył","burmistrz","nonword","nonword","word",NA
"faaderka","ministerstwo","nonword","nonword","word",NA
"stogrz","pijany","nonword","nonword","word",NA
"froka","romantyk","nonword","nonword","word",NA
"baltor","imperium","nonword","nonword","word",NA
"dziewia","morfina","nonword","nonword","word",NA
"prorech","powiedzieć","nonword","nonword","word",NA
"prawcze","pełny","nonword","nonword","word",NA
"zanieuprzejczenie","wysokość","nonword","nonword","word",NA
"poets","boczek","nonword","nonword","word",NA
"po prsmin","kapelusz","nonword","nonword","word",NA
"reumarła","stal","nonword","nonword","word",NA
"molaj","ciągnąć","nonword","nonword","word",NA
"bendać","wydać","nonword","nonword","word",NA
"prychowny","świeca","nonword","nonword","word",NA
"dreszka","mokry","nonword","nonword","word",NA
"nałachciw","wysoka","nonword","nonword","word",NA
"wryc","przyjaźń","nonword","nonword","word",NA
"obiefi","wykład","nonword","nonword","word",NA
"mibrenner","odważny","nonword","nonword","word",NA
"ruszajghes","poprawa","nonword","nonword","word",NA
"ruzech","szczepionka","nonword","nonword","word",NA
"przestradłem","wystarczający","nonword","nonword","word",NA
"przegłam","gospodarz","nonword","nonword","word",NA
"przystan","jądrowy","nonword","nonword","word",NA
"gostarco","konserwacja","nonword","nonword","word",NA
"ząs","rzym","nonword","nonword","word",NA
"relacja na łkniesz","restauracja","nonword","nonword","word",NA
"pogla","samochód ciężarowy","nonword","nonword","word",NA
"gotościo","zamiar","nonword","nonword","word",NA
"szczepracownik","talia kart","nonword","nonword","word",NA
"reladzie","śmigłowiec","nonword","nonword","word",NA
"wzroczny","w górę","nonword","nonword","word",NA
"wypuszna","cebula","nonword","nonword","word",NA
"puduszka","watson.","nonword","nonword","word",NA
"dziesięgać","postawa","nonword","nonword","word",NA
"stwotomia","miliard","nonword","nonword","word",NA
"meczynny","gram","nonword","nonword","word",NA
"mowns","zbroja","nonword","nonword","word",NA
"xeum","chusteczka","nonword","nonword","word",NA
"orzeny","gabinet","nonword","nonword","word",NA
"pobitt","ćwiczenie","nonword","nonword","word",NA
"nieczny","pasja","nonword","nonword","word",NA
"przyjemkach","zanik","nonword","nonword","word",NA
"rakie","inteligentny","nonword","nonword","word",NA
"sanka","celowo","nonword","nonword","word",NA
"juśne","pozostać","nonword","nonword","word",NA
"generadziec","grzmot","nonword","nonword","word",NA
"optymidlandny","stan","nonword","nonword","word",NA
"wac","komunistyczny","nonword","nonword","word",NA
"zwiękczem","często","nonword","nonword","word",NA
"detonadziej","fizyczny","nonword","nonword","word",NA
"filozoszysz","potroić","nonword","nonword","word",NA
"końba","milczący","nonword","nonword","word",NA
"kaczwora","urodziny","nonword","nonword","word",NA
"łab","godność","nonword","nonword","word",NA
"rożyt","umierać","nonword","nonword","word",NA
"dororium","pyszny","nonword","nonword","word",NA
"nean","wczoraj","nonword","nonword","word",NA
"dramadzialny","łyk","nonword","nonword","word",NA
"kracznie","ostatnio","nonword","nonword","word",NA
"niespogrzewka","paranormalne","nonword","nonword","word",NA
"niedźwiedliwy","zbudować","nonword","nonword","word",NA
"rejestrzować","małżeństwo","nonword","nonword","word",NA
"polter","aresztować","nonword","nonword","word",NA
"relaj","tonąć","nonword","nonword","word",NA
"administradziesz","indywidualny","nonword","nonword","word",NA
"sporaostatnie","architekt","nonword","nonword","word",NA
"cemił","oskarżenie","nonword","nonword","word",NA
"szpiegościa","wiedział","nonword","nonword","word",NA
"piopa","jezioro","nonword","nonword","word",NA
"posred","zebrać","nonword","nonword","word",NA
"jedia","religia","nonword","nonword","word",NA
"granty","piękny","nonword","nonword","word",NA
"iom","ser","nonword","nonword","word",NA
"ninech","zdrajca","nonword","nonword","word",NA
"raczu","łóżko","nonword","nonword","word",NA
"sprzynienie","adrenalina","nonword","nonword","word",NA
"ślusa","minister","nonword","nonword","word",NA
"ozd","papieros","nonword","nonword","word",NA
"parlazłam","kawa","nonword","nonword","word",NA
"gubernadziej","spektakularny","nonword","nonword","word",NA
"muleb","hamburger","nonword","nonword","word",NA
"interdzia","emocjonalny","nonword","nonword","word",NA
"stoizmu","delikatny","nonword","nonword","word",NA
"galno","brzuszny","nonword","nonword","word",NA
"związnik","doceniać","nonword","nonword","word",NA
"zamknijpanie","motel","nonword","nonword","word",NA
"wnye","ludzie","nonword","nonword","word",NA
"hostki","ironiczny","nonword","nonword","word",NA
"skaup","coś","nonword","nonword","word",NA
"wspinaćmium","wypadek","nonword","nonword","word",NA
"pochleny","kwatera główna","nonword","nonword","word",NA
"łozuch","strategia","nonword","nonword","word",NA
"zmany","administracyjny","nonword","nonword","word",NA
"wotny","zwolnienie","nonword","nonword","word",NA
"odłokie","redukować","nonword","nonword","word",NA
"księbiu","głosować","nonword","nonword","word",NA
"utrzyżycowy","kelnerka","nonword","nonword","word",NA
"zaręsprawny","ciekawe","nonword","nonword","word",NA
"niewolfram","obrzydliwe","nonword","nonword","word",NA
"poputryczny","obcy","nonword","nonword","word",NA
"urochać","siniak","nonword","nonword","word",NA
"uśmiechaćwiąć","okup","nonword","nonword","word",NA
"trioci","determinacja","nonword","nonword","word",NA
"dowwaczny","bezpieczeństwo","nonword","nonword","word",NA
"ambuczom","piłka nożna","nonword","nonword","word",NA
"strzesuj","budynek","nonword","nonword","word",NA
"koladzie","wolny","nonword","nonword","word",NA
"koszdię","dzieciństwo","nonword","nonword","word",NA
"ejszcz","wyprzedaż","nonword","nonword","word",NA
"lemoyoshida","ciąć","nonword","nonword","word",NA
"sunko","awangarda","nonword","nonword","word",NA
"sprósuła","niepokoić się","nonword","nonword","word",NA
"krze","przestępczość","nonword","nonword","word",NA
"odpotwiernek","szkoła","nonword","nonword","word",NA
"biesji","lustro","nonword","nonword","word",NA
"lazastęp","śnieg","nonword","nonword","word",NA
"eksnard","złapać","nonword","nonword","word",NA
"rewelastrzenny","zapach","nonword","nonword","word",NA
"konfiant","wyzwanie","nonword","nonword","word",NA
"sposienny","epidemia","nonword","nonword","word",NA
"społestrzostwo","okrucieństwo","nonword","nonword","word",NA
"reyby","uprowadzać","nonword","nonword","word",NA
"konferenfield","adres","nonword","nonword","word",NA
"zemium","okrutny","nonword","nonword","word",NA
"kuowa","wykonanie","nonword","nonword","word",NA
"darty","lekki","nonword","nonword","word",NA
"wszeforma","przynęta","nonword","nonword","word",NA
"belię","sprzedać","nonword","nonword","word",NA
"zagazm","uwięzienie","nonword","nonword","word",NA
"fededzienny","badanie","nonword","nonword","word",NA
"zatrzyga","mapa","nonword","nonword","word",NA
"poscią","wcześnie","nonword","nonword","word",NA
"tyseya","negatywny","nonword","nonword","word",NA
"zatwiersować","sos","nonword","nonword","word",NA
"współrażenie","wojskowy","nonword","nonword","word",NA
"ranrzyć","zamek","nonword","nonword","word",NA
"strzenny","dezorientacja","nonword","nonword","word",NA
"gian","niebiański","nonword","nonword","word",NA
"pouwzględnia","portfel","nonword","nonword","word",NA
"piramistrzy","zweryfikować","nonword","nonword","word",NA
"strzbo","ścieżka","nonword","nonword","word",NA
"pcła","eksplozja","nonword","nonword","word",NA
"ryłd","autostrada","nonword","nonword","word",NA
"zachcianponować","przeciwnik","nonword","nonword","word",NA
"anionica","wojownik","nonword","nonword","word",NA
"świakom","siedzieć","nonword","nonword","word",NA
"międzynarodowyostrzyć","obiad","nonword","nonword","word",NA
"zmiejowy","wtorek","nonword","nonword","word",NA
"firpa","wygrać","nonword","nonword","word",NA
"dorzecznały","słyszeć","nonword","nonword","word",NA
"warwa","zamknięte","nonword","nonword","word",NA
"zamilkł słońca","ameryka","nonword","nonword","word",NA
"częstotlistwem","darowizna","nonword","nonword","word",NA
"linga","umiejętność","nonword","nonword","word",NA
"kajka","sabotaż","nonword","nonword","word",NA
"poane","drzewo","nonword","nonword","word",NA
"siim","wodór","nonword","nonword","word",NA
"opano","spaghetti","nonword","nonword","word",NA
"opłakupić","prywatność","nonword","nonword","word",NA
"antidobiasz","kuzyn","nonword","nonword","word",NA
"zadowolonatkniesz","drut","nonword","nonword","word",NA
"myve","spotkanie","nonword","nonword","word",NA
"menetrol","molwa","nonword","nonword","word",NA
"hisztować","tam","nonword","nonword","word",NA
"wągli","artyleria","nonword","nonword","word",NA
"pansa","spierać się","nonword","nonword","word",NA
"wieżółtka","przeżyć","nonword","nonword","word",NA
"natudzienny","wyrazić","nonword","nonword","word",NA
"claument","bogactwo","nonword","nonword","word",NA
"poręczny","garaż","nonword","nonword","word",NA
"pomnieli","odświeżać","nonword","nonword","word",NA
"zwadło","baseball","nonword","nonword","word",NA
"sesper","nieznany","nonword","nonword","word",NA
"w porząuczą","styl","nonword","nonword","word",NA
"potensons","trzy","nonword","nonword","word",NA
"minuj","przedsiębiorca","nonword","nonword","word",NA
"kapłanna","dokument","nonword","nonword","word",NA
"tujek","babcia","nonword","nonword","word",NA
"kingi","zapewniać","nonword","nonword","word",NA
"tancyzm","winny","nonword","nonword","word",NA
"wucha","zapamiętaj","nonword","nonword","word",NA
"tymno","ślub","nonword","nonword","word",NA
"meprzeda","niespodziewanie","nonword","nonword","word",NA
"skarnić","stosowanie","nonword","nonword","word",NA
"rabyć","bogaty","nonword","nonword","word",NA
"ciefru","ostatecznie","nonword","nonword","word",NA
"goął","polityk","nonword","nonword","word",NA
"potwił","radzić","nonword","nonword","word",NA
"eksperyszard","powitać","nonword","nonword","word",NA
"współsłuchanie","oprzeć się","nonword","nonword","word",NA
"choła","system","nonword","nonword","word",NA
"lorra","bezwartościowy","nonword","nonword","word",NA
