target_word_unique,word_combo_related,cue_word_related,word_combo_unrelated,cue_word_unrelated
leikkaus,operoidaleikkaus,operoida,rasistinenleikkaus,rasistinen
viranomainen,toimivaltaviranomainen,toimivalta,ruutiviranomainen,ruuti
minuutti,sekuntiminuutti,sekunti,hyväntekeväisyysminuutti,hyväntekeväisyys
parantaa,toipuaparantaa,toipua,yhdistelmäparantaa,yhdistelmä
ensisijainen,toissijainenensisijainen,toissijainen,tonnikalaensisijainen,tonnikala
usko,toivousko,toivo,ajoneuvousko,ajoneuvo
hummeri,tonnikalahummeri,tonnikala,raamattuhummeri,raamattu
kävellä.1,torkutkävellä,torkut,fysiikkakävellä,fysiikka
rakennus,tornirakennus,torni,lämminrakennus,lämmin
todellinen,tottatodellinen,totta,prosessitodellinen,prosessi
mitali,pokaalimitali,pokaali,terveysmitali,terveys
sata,tuhatsata,tuhat,varastaasata,varastaa
pöly,tuhkapöly,tuhka,ihanapöly,ihana
apu,tukiapu,tuki,juuriapu,juuri
menneisyys,tulevaisuusmenneisyys,tulevaisuus,neromenneisyys,nero
mennä,saapuamennä,saapua,määrämennä,määrä
lopputulos,tuloslopputulos,tulos,kiellettylopputulos,kielletty
tiesi,tunnistaatiesi,tunnistaa,ohjelmistotiesi,ohjelmisto
lähettää,tuodalähettää,tuoda,oikealähettää,oikea
tuomari,tuomioistuintuomari,tuomioistuin,kivatuomari,kiva
virkistää,tuorevirkistää,tuore,eroaminenvirkistää,eroaminen
ohjaaja,tuottajaohjaaja,tuottaja,punainenohjaaja,punainen
savuke,tupakkasavuke,tupakka,aasisavuke,aasi
ottelu,turnausottelu,turnaus,avutonottelu,avuton
pitävä,turvallinenpitävä,turvallinen,oikeastaanpitävä,oikeastaan
varmuus,turvallisuusvarmuus,turvallisuus,bravovarmuus,bravo
suoja,turvapaikkasuoja,turvapaikka,hiilisuoja,hiili
satelliitti,tutkasatelliitti,tutka,imeäsatelliitti,imeä
tutkia,tarkastellatutkia,tarkastella,sohvatutkia,sohva
tarkastus,tutkiminentarkastus,tutkiminen,köyhätarkastus,köyhä
tutkija.1,tutkimustutkija,tutkimus,varjotutkija,varjo
valmistua,tutkintotodistusvalmistua,tutkintotodistus,arsenaalivalmistua,arsenaali
myrsky,tuulimyrsky,tuuli,etuoikeusmyrsky,etuoikeus
täysi,tyhjätäysi,tyhjä,puhetäysi,puhe
väline,työkaluväline,työkalu,rantaväline,ranta
vetää,työntäävetää,työntää,turnausvetää,turnaus
autotalli,työpajaautotalli,työpaja,sormiautotalli,sormi
poika,tytärpoika,tytär,samanlainenpoika,samanlainen
poika.1,tyttöpoika,tyttö,epämukavapoika,epämukava
atlantin,tyynenmerenatlantin,tyynenmeren,julkkisatlantin,julkkis
klassinen,tyypillinenklassinen,tyypillinen,taloklassinen,talo
onnellinen,tyytyväinenonnellinen,tyytyväinen,alkoholionnellinen,alkoholi
muukalainen,ufomuukalainen,ufo,taskumuukalainen,tasku
hyökkääjä,uhrihyökkääjä,uhri,konferenssihyökkääjä,konferenssi
sisällä,ulkopuolellasisällä,ulkopuolella,loukkaussisällä,loukkaus
ympäriinsä,ulkonaympäriinsä,ulkona,harrastusympäriinsä,harrastus
muistaa,unohtaamuistaa,unohtaa,kiireellinenmuistaa,kiireellinen
maine,uramaine,ura,pääkaupunkimaine,pääkaupunki
naaras,urosnaaras,uros,murskatanaaras,murskata
uskollinen,lojaaliuskollinen,lojaali,uhriuskollinen,uhri
omistautuminen,uskollisuusomistautuminen,uskollisuus,varasomistautuminen,varas
rehellisyys,uskollisuusrehellisyys,uskollisuus,pankkiirirehellisyys,pankkiiri
liesi,uuniliesi,uuni,tulosliesi,tulos
oikea,vääräoikea,väärä,anonyymioikea,anonyymi
väärä,väärennösväärä,väärennös,alueväärä,alue
ihmiset,väestöihmiset,väestö,ansaihmiset,ansa
penis,vaginapenis,vagina,vaihtaapenis,vaihtaa
pieni,vähänpieni,vähän,vaistopieni,vaisto
tarkoituksellisesti,vahingossatarkoituksellisesti,vahingossa,siltatarkoituksellisesti,silta
heikko,vahvaheikko,vahva,pelästyttääheikko,pelästyttää
vahvistaa,vahvistusvahvistaa,vahvistus,eläkevahvistaa,eläke
pakottaa,vahvuuspakottaa,vahvuus,silkkipakottaa,silkki
ajanjakso,vaiheajanjakso,vaihe,nättiajanjakso,nätti
tunne,vaikutelmatunne,vaikutelma,piknikkitunne,piknikki
hämmästyttävä,vaikuttavahämmästyttävä,vaikuttava,kiivetähämmästyttävä,kiivetä
seuraus,vaikutusseuraus,vaikutus,kerrosseuraus,kerros
äskettäin,juuriäskettäin,juuri,zombieäskettäin,zombie
hullu,vainoharhainenhullu,vainoharhainen,peitehullu,peite
intuitio,vaistointuitio,vaisto,kaksinkertainenintuitio,kaksinkertainen
ongelma,vaivaongelma,vaiva,kuolemaongelma,kuolema
yleisö,väkijoukkoyleisö,väkijoukko,varoitusyleisö,varoitus
sabotaasi,vakoilusabotaasi,vakoilu,torkutsabotaasi,torkut
petturi,vakoojapetturi,vakooja,mainontapetturi,mainonta
valehtelija,valehdellavalehtelija,valehdella,saapuavalehtelija,saapua
vaihtoehto,valintavaihtoehto,valinta,luonnevaihtoehto,luonne
lounas,välipalalounas,välipala,tutkalounas,tutka
valikoida,valitavalikoida,valita,sähkevalikoida,sähke
epäonni,valitettavaepäonni,valitettava,fiksuepäonni,fiksu
syytös,valitussyytös,valitus,turvallinensyytös,turvallinen
musta,valkoinenmusta,valkoinen,vakoilumusta,vakoilu
sipuli,valkosipulisipuli,valkosipuli,toimivaltasipuli,toimivalta
pelaaja,valmentajapelaaja,valmentaja,uunipelaaja,uuni
valmistella,valmisvalmistella,valmis,todennäköisyysvalmistella,todennäköisyys
suunnittelu,valmistautuminensuunnittelu,valmistautuminen,seriffisuunnittelu,seriffi
tarve,välttämätöntarve,välttämätön,vieraanvaraisuustarve,vieraanvaraisuus
manipuloida,valvontamanipuloida,valvonta,seinämanipuloida,seinä
nuori,vanhanuori,vanha,hulluusnuori,hulluus
juniori,vanhempijuniori,vanhempi,tekijäjuniori,tekijä
vala,vannoavala,vannoa,vakoojavala,vakooja
vapaaehtoisesti,vapaaehtoinenvapaaehtoisesti,vapaaehtoinen,nokkelavapaaehtoisesti,nokkela
vapaa,vapaastivapaa,vapaasti,viehätysvapaa,viehätys
demokratia,vapausdemokratia,vapaus,jätkädemokratia,jätkä
rikollinen,varasrikollinen,varas,muuallerikollinen,muualle
ryöstää,varastaaryöstää,varastaa,ehdottomastiryöstää,ehdottomasti
tumma,varjotumma,varjo,kemiatumma,kemia
ryöstö,varkausryöstö,varkaus,turvallisuusryöstö,turvallisuus
viesti,varoitusviesti,varoitus,köyhyysviesti,köyhyys
partio,vartijapartio,vartija,kääntääpartio,kääntää
toimisto,vastaanottotoimisto,vastaanotto,yhtäkkiätoimisto,yhtäkkiä
juhla,vastaanottojuhla,vastaanotto,kirurgijuhla,kirurgi
rokote,vastalääkerokote,vastalääke,vahvuusrokote,vahvuus
päinvastainen,vastapäätäpäinvastainen,vastapäätä,orpokotipäinvastainen,orpokoti
vastata,vastausvastata,vastaus,silmävastata,silmä
vastustaa,vastusvastustaa,vastus,puolivastustaa,puoli
velvollisuus,vastuullisuusvelvollisuus,vastuullisuus,ampujavelvollisuus,ampuja
nälkäinen,väsynytnälkäinen,väsynyt,etäisyysnälkäinen,etäisyys
rinta,vatsarinta,vatsa,operatiivinenrinta,operatiivinen
lapsi,vauvalapsi,vauva,kyvyttömyyslapsi,kyvyttömyys
ilmanvaihto,venttiiliilmanvaihto,venttiili,virallisestiilmanvaihto,virallisesti
virtsa,verivirtsa,veri,kirjastovirtsa,kirjasto
järjestelmä,verkostojärjestelmä,verkosto,kuujärjestelmä,kuu
syyllinen,syytönsyyllinen,syytön,yllätyssyyllinen,yllätys
hurmaava,viehättävähurmaava,viehättävä,kärsiähurmaava,kärsiä
kauneus,viehätyskauneus,viehätys,olkapääkauneus,olkapää
kiitollisuus,vieraanvaraisuuskiitollisuus,vieraanvaraisuus,johtopäätöskiitollisuus,johtopäätös
rakkaus,viharakkaus,viha,agenttirakkaus,agentti
vastustaja,vihollinenvastustaja,vihollinen,naarmuvastustaja,naarmu
oranssi,vihreäoranssi,vihreä,estääoranssi,estää
metsä,viidakkometsä,viidakko,puhelumetsä,puhelu
samppanja,viinisamppanja,viini,lähelläsamppanja,lähellä
jauhot,viljajauhot,vilja,hiljainenjauhot,hiljainen
työntekijä,viljelijätyöntekijä,viljelijä,eliminoidatyöntekijä,eliminoida
pyyhe,vilttipyyhe,viltti,merisotilaallinenpyyhe,merisotilaallinen
virallinen,virallisestivirallinen,virallisesti,persevirallinen,perse
erehdys,virheerehdys,virhe,eteläinenerehdys,eteläinen
infektio,virusinfektio,virus,komentajainfektio,komentaja
vodka,viskivodka,viski,eksperttivodka,ekspertti
todennäköisesti.1,ehkätodennäköisesti,ehkä,johtotodennäköisesti,johto
hampurilainen,voileipähampurilainen,voileipä,käytäntöhampurilainen,käytäntö
energia,voimaenergia,voima,kokkienergia,kokki
tappio,voittotappio,voitto,alastontappio,alaston
tulo,voittotulo,voitto,makeatulo,makea
vuokranantaja,vuokralainenvuokranantaja,vuokralainen,saattaavuokranantaja,saattaa
vuokrata,vuokrausvuokrata,vuokraus,vihavuokrata,viha
kiertää,kääntääkiertää,kääntää,legioonakiertää,legioona
syntymäpäivä,vuosipäiväsyntymäpäivä,vuosipäivä,ruosteinensyntymäpäivä,ruosteinen
vuosikymmen,vuosisatavuosikymmen,vuosisata,kipeävuosikymmen,kipeä
boston,washingtonboston,washington,portaaliboston,portaali
pesuallas,wcpesuallas,wc,ufopesuallas,ufo
seos,yhdistelmäseos,yhdistelmä,oikeudenmukainenseos,oikeudenmukainen
yllättäen,yhtäkkiäyllättäen,yhtäkkiä,tiedostoyllättäen,tiedosto
yhteisö,yhteiskuntayhteisö,yhteiskunta,hyödytönyhteisö,hyödytön
yhtymä,yhtiöyhtymä,yhtiö,lämpöyhtymä,lämpö
kolme,yksikolme,yksi,tyypillinenkolme,tyypillinen
osasto,yksikköosasto,yksikkö,luonnollisestiosasto,luonnollisesti
yksinäinen,yksinyksinäinen,yksin,taajuusyksinäinen,taajuus
yksinkertainen,yksinkertaisestiyksinkertainen,yksinkertaisesti,komissioyksinkertainen,komissio
naimisissa,sinkkunaimisissa,sinkku,filosofianaimisissa,filosofia
yksityisyys,yksityinenyksityisyys,yksityinen,hiiriyksityisyys,hiiri
yleensä,normaalistiyleensä,normaalisti,robottiyleensä,robotti
eversti,kenraalieversti,kenraali,konfliktieversti,konflikti
paranormaali,yliluonnollinenparanormaali,yliluonnollinen,hymyparanormaali,hymy
täydentävä,ylimääräinentäydentävä,ylimääräinen,arkkutäydentävä,arkku
pettymys,yllätyspettymys,yllätys,todistaapettymys,todistaa
innoissaan,ylpeäinnoissaan,ylpeä,teini-ikäinnoissaan,teini-ikä
arvokkuus,ylpeysarvokkuus,ylpeys,vihreäarvokkuus,vihreä
ymmärtää,tajutaymmärtää,tajuta,kampanjaymmärtää,kampanja
ilmapiiri,ympäristöilmapiiri,ympäristö,arvokasilmapiiri,arvokas
kolmio,ympyräkolmio,ympyrä,kiertuekolmio,kiertue
ilta,yöilta,yö,valvontailta,valvonta
koettaa,yrittääkoettaa,yrittää,perävaunukoettaa,perävaunu
virasto,yritysvirasto,yritys,paronivirasto,paroni
kuume,yskäkuume,yskä,syykuume,syy
vampyyri,zombievampyyri,zombie,avaaminenvampyyri,avaaminen
