"da_target","da_cue","type","target_type","cue_type","da_cosine"
"komgil","tempel","nonword","nonword","word",NA
"elebudt","mor","nonword","nonword","word",NA
"atlanskab","realisere","nonword","nonword","word",NA
"mislig","selvmord","nonword","nonword","word",NA
"slæg","kommandør","nonword","nonword","word",NA
"mán","dramatisk","nonword","nonword","word",NA
"sørøvede","mave","nonword","nonword","word",NA
"helt vfodt","respekt","nonword","nonword","word",NA
"forberedestruction","indre","nonword","nonword","word",NA
"sedæk","prøve","nonword","nonword","word",NA
"chaufsig","tilstedeværelse","nonword","nonword","word",NA
"klipos","baby","nonword","nonword","word",NA
"rán","fantasi","nonword","nonword","word",NA
"individuelskerjeg","ambulance","nonword","nonword","word",NA
"ingus","bankmand","nonword","nonword","word",NA
"epidemilieportræt","klart","nonword","nonword","word",NA
"opeping","bytte","nonword","nonword","word",NA
"abeng","spinal","nonword","nonword","word",NA
"prømer","vene","nonword","nonword","word",NA
"spitur","uvidenhed","nonword","nonword","word",NA
"dica","gæstfrihed","nonword","nonword","word",NA
"søsken","udstyr","nonword","nonword","word",NA
"vådig","geni","nonword","nonword","word",NA
"beliggenbrugs","optage","nonword","nonword","word",NA
"druktegi","heritage","nonword","nonword","word",NA
"kredslår","sommer","nonword","nonword","word",NA
"bleyst","vin","nonword","nonword","word",NA
"partion","lænke","nonword","nonword","word",NA
"magadres","tur","nonword","nonword","word",NA
"snertet","sønnesøn","nonword","nonword","word",NA
"mitan","endelig","nonword","nonword","word",NA
"politistisk","ikke noget","nonword","nonword","word",NA
"benørd","forbande","nonword","nonword","word",NA
"fiin","klan","nonword","nonword","word",NA
"ponal","personlig","nonword","nonword","word",NA
"negabyte","beskytte","nonword","nonword","word",NA
"oix","serie","nonword","nonword","word",NA
"tasøgt","ambassade","nonword","nonword","word",NA
"nødsituaderjeg","luft","nonword","nonword","word",NA
"prers","ventil","nonword","nonword","word",NA
"prihedsliv","hånd","nonword","nonword","word",NA
"cae","myte","nonword","nonword","word",NA
"proheim","hav","nonword","nonword","word",NA
"direkchen","sladre","nonword","nonword","word",NA
"bekendtvelse","orgasme","nonword","nonword","word",NA
"menkomst","åbning","nonword","nonword","word",NA
"profilm","godt","nonword","nonword","word",NA
"vitabelt","nederdel","nonword","nonword","word",NA
"demontaguetion","nok","nonword","nonword","word",NA
"forban","ekstra","nonword","nonword","word",NA
"udbrudget","pludselig","nonword","nonword","word",NA
"restaustod","bord","nonword","nonword","word",NA
"trvu","regional","nonword","nonword","word",NA
"smitge","æsel","nonword","nonword","word",NA
"swelar","plus","nonword","nonword","word",NA
"anstalve","gylden","nonword","nonword","word",NA
"svindtur","civil","nonword","nonword","word",NA
"kommulans","svulst","nonword","nonword","word",NA
"rådkvaltve","politik","nonword","nonword","word",NA
"satelfred","frit","nonword","nonword","word",NA
"kængurustyltelevision","mørke","nonword","nonword","word",NA
"omkunst","koncept","nonword","nonword","word",NA
"frikt","himmel","nonword","nonword","word",NA
"kagre","nødvendig","nonword","nonword","word",NA
"misgod","sent","nonword","nonword","word",NA
"instinkmere","privat","nonword","nonword","word",NA
"forlyn","løb","nonword","nonword","word",NA
"stati","langsom","nonword","nonword","word",NA
"litme","stof","nonword","nonword","word",NA
"vy","hit","nonword","nonword","word",NA
"batalnalds","forlade","nonword","nonword","word",NA
"lolid","radar","nonword","nonword","word",NA
"coe","auktion","nonword","nonword","word",NA
"markespil","brun","nonword","nonword","word",NA
"mosk","kidnapper","nonword","nonword","word",NA
"preskelig","problemer","nonword","nonword","word",NA
"stiknalist","køretøj","nonword","nonword","word",NA
"afskedistriktse","ekstremt","nonword","nonword","word",NA
"tilbor","digter","nonword","nonword","word",NA
"voldtægtsofresultat","ansøge","nonword","nonword","word",NA
"færmer","teleskop","nonword","nonword","word",NA
"rimester","bravo","nonword","nonword","word",NA
"voldtægtsofreparation","snegl","nonword","nonword","word",NA
"pivogn","tom","nonword","nonword","word",NA
"solte","paranoid","nonword","nonword","word",NA
"målskide","kontakt","nonword","nonword","word",NA
"skeligt","korn","nonword","nonword","word",NA
"nøvre","sober","nonword","nonword","word",NA
"barøv","obduktion","nonword","nonword","word",NA
"ceremonisketsjer","smil","nonword","nonword","word",NA
"mahjerne","slave","nonword","nonword","word",NA
"ryl","kontrollere","nonword","nonword","word",NA
"sørboy","lyn","nonword","nonword","word",NA
"cilie","velsmagende","nonword","nonword","word",NA
"beroligesandwich","læsning","nonword","nonword","word",NA
"grnik","sejr","nonword","nonword","word",NA
"miniet","kilometer","nonword","nonword","word",NA
"ledsagerige","kritisk","nonword","nonword","word",NA
"tvænac","tur","nonword","nonword","word",NA
"rundtall","crowd","nonword","nonword","word",NA
"ungvet","bi","nonword","nonword","word",NA
"kii","symptom","nonword","nonword","word",NA
"stsi","pistol","nonword","nonword","word",NA
"kødøk","officielt","nonword","nonword","word",NA
"eneståendestruction","marathon","nonword","nonword","word",NA
"fællestisk","ufo","nonword","nonword","word",NA
"knig","modstand","nonword","nonword","word",NA
"diskusfolk","dessert","nonword","nonword","word",NA
"krigssynligvis","naive","nonword","nonword","word",NA
"guldburger","fremskridt","nonword","nonword","word",NA
"musistan","picnic","nonword","nonword","word",NA
"midde","kommando","nonword","nonword","word",NA
"kiggeois","karakter","nonword","nonword","word",NA
"belde","sanger","nonword","nonword","word",NA
"nederover","brudgom","nonword","nonword","word",NA
"assigjort","parat","nonword","nonword","word",NA
"fytret","radius","nonword","nonword","word",NA
"mibig","haj","nonword","nonword","word",NA
"prifix","tusind","nonword","nonword","word",NA
"gramsomhed","fornærme","nonword","nonword","word",NA
"mogw","undersøge","nonword","nonword","word",NA
"strearag","flåde-","nonword","nonword","word",NA
"junitets","inspektør","nonword","nonword","word",NA
"hawaitakulære","nanny","nonword","nonword","word",NA
"narkomitter","stå","nonword","nonword","word",NA
"snulig","åbenbaring","nonword","nonword","word",NA
"oktodoks","medfølende","nonword","nonword","word",NA
"løjtfrit","bliv","nonword","nonword","word",NA
"brænsode","biskop","nonword","nonword","word",NA
"vedligeholdelsemesters","smag","nonword","nonword","word",NA
"tankmester","dvd","nonword","nonword","word",NA
"kokson","sherlock","nonword","nonword","word",NA
"fritning","mandskab","nonword","nonword","word",NA
"naviskytte","vagina","nonword","nonword","word",NA
"forspejle","legion","nonword","nonword","word",NA
"friker","ingeniør","nonword","nonword","word",NA
"sikstighed","værelse","nonword","nonword","word",NA
"bovood","fejl","nonword","nonword","word",NA
"medse","pine","nonword","nonword","word",NA
"eld","fremtid","nonword","nonword","word",NA
"gavset","mercenary","nonword","nonword","word",NA
"fremoverle","erstatte","nonword","nonword","word",NA
"brystlæggelse","sekundær","nonword","nonword","word",NA
"svanne","forberedelse","nonword","nonword","word",NA
"mordvåge","tårn","nonword","nonword","word",NA
"drede","sofa","nonword","nonword","word",NA
"lyddom","shield","nonword","nonword","word",NA
"gaflus","allerede","nonword","nonword","word",NA
"ægteborg","flygtning","nonword","nonword","word",NA
"brigku","sige","nonword","nonword","word",NA
"urike","tilbage","nonword","nonword","word",NA
"krydsme","hjælp","nonword","nonword","word",NA
"verogelig","i dag","nonword","nonword","word",NA
"kondel","busk","nonword","nonword","word",NA
"gramke","populær","nonword","nonword","word",NA
"morde","navn","nonword","nonword","word",NA
"teæ","playboy","nonword","nonword","word",NA
"psyge","glorious","nonword","nonword","word",NA
"møod","stille","nonword","nonword","word",NA
"krypdale","november","nonword","nonword","word",NA
"kærner","på mode","nonword","nonword","word",NA
"gløge","fortjener","nonword","nonword","word",NA
"lytse","vagt","nonword","nonword","word",NA
"luwa","lykønske","nonword","nonword","word",NA
"heed","internet","nonword","nonword","word",NA
"intellitirap","univers","nonword","nonword","word",NA
"frlde","fælde","nonword","nonword","word",NA
"imponere impondagskost","foran","nonword","nonword","word",NA
"borne","naïve","nonword","nonword","word",NA
"smrv","sekretær","nonword","nonword","word",NA
"slurkert","uden for","nonword","nonword","word",NA
"cornle","had","nonword","nonword","word",NA
"berudolf","senior-","nonword","nonword","word",NA
"kitte","national","nonword","nonword","word",NA
"sefo","mand","nonword","nonword","word",NA
"skatputer","straffe","nonword","nonword","word",NA
"torde","klaver","nonword","nonword","word",NA
"medger","først","nonword","nonword","word",NA
"dagped","nuværende","nonword","nonword","word",NA
"tapi","håber","nonword","nonword","word",NA
"plater","velgørenhed","nonword","nonword","word",NA
"fuou","advarsel","nonword","nonword","word",NA
"påt","kilo","nonword","nonword","word",NA
"nedv","konklusion","nonword","nonword","word",NA
"brnt","loyalitet","nonword","nonword","word",NA
"interesloven","seminar","nonword","nonword","word",NA
"spsh","plante","nonword","nonword","word",NA
"finge","lave om","nonword","nonword","word",NA
"abdomistisk","indeholde","nonword","nonword","word",NA
"forræning","kradse","nonword","nonword","word",NA
"voldtægtssabotage","følge efter","nonword","nonword","word",NA
"stofge","sælger","nonword","nonword","word",NA
"esl","smigre","nonword","nonword","word",NA
"mærde","spild","nonword","nonword","word",NA
"basemisk","teenage","nonword","nonword","word",NA
"selhine","røg","nonword","nonword","word",NA
"dsag","solnedgang","nonword","nonword","word",NA
"posident","sandsynlighed","nonword","nonword","word",NA
"acneys","drukne","nonword","nonword","word",NA
"tiskhed","knap","nonword","nonword","word",NA
"vejve","tvivl","nonword","nonword","word",NA
"bejdsticle","kys","nonword","nonword","word",NA
"ærd","badge","nonword","nonword","word",NA
"begejlands","hud","nonword","nonword","word",NA
"landdighed","frimærke","nonword","nonword","word",NA
"kæmpepsånd","total","nonword","nonword","word",NA
"slynde","minimum","nonword","nonword","word",NA
"myo","sult","nonword","nonword","word",NA
"skilsling","måne","nonword","nonword","word",NA
"angrebsdelse","ønske","nonword","nonword","word",NA
"håst","århundrede","nonword","nonword","word",NA
"deringsion","jazz","nonword","nonword","word",NA
"brangi","tælle","nonword","nonword","word",NA
"læsio","kilde","nonword","nonword","word",NA
"tinkes","tale","nonword","nonword","word",NA
"manipulerespørgsel","paradis","nonword","nonword","word",NA
"kromt","hus","nonword","nonword","word",NA
"fialarm","regiment","nonword","nonword","word",NA
"drykke","ulovlig","nonword","nonword","word",NA
"chokoladestruction","edderkop","nonword","nonword","word",NA
"særst","eliminer","nonword","nonword","word",NA
"begun","tatovering","nonword","nonword","word",NA
"norsin","forurening","nonword","nonword","word",NA
"faldskærmsuddannelse","tyv","nonword","nonword","word",NA
"lønman","enhed","nonword","nonword","word",NA
"paranorsters","stolt","nonword","nonword","word",NA
"sabys","klippe","nonword","nonword","word",NA
"ønælp","forskning","nonword","nonword","word",NA
"knjo","ankomst","nonword","nonword","word",NA
"sæ","agent","nonword","nonword","word",NA
"woar","engelsk","nonword","nonword","word",NA
"rnd","træner","nonword","nonword","word",NA
"kroot","dynasty","nonword","nonword","word",NA
"nosy","chip","nonword","nonword","word",NA
"vestment","reklame","nonword","nonword","word",NA
"igg","briller","nonword","nonword","word",NA
"syngrid","ske","nonword","nonword","word",NA
"forløsladelse","foder","nonword","nonword","word",NA
"modder","betyder","nonword","nonword","word",NA
"medle","behandle","nonword","nonword","word",NA
"beless","ovn","nonword","nonword","word",NA
"gelsklæde","kavaleri","nonword","nonword","word",NA
"fastst","nummer","nonword","nonword","word",NA
"norde","samfund","nonword","nonword","word",NA
"hvike","koloni","nonword","nonword","word",NA
"prædiscip","sund og rask","nonword","nonword","word",NA
"kolle","indflydelse","nonword","nonword","word",NA
"ningsfølelse","post","nonword","nonword","word",NA
"mokes","hård","nonword","nonword","word",NA
"fylre","hjælpeløs","nonword","nonword","word",NA
"krening","normalt","nonword","nonword","word",NA
"ue","support","nonword","nonword","word",NA
"litirapsine","ende","nonword","nonword","word",NA
"kængurustylteenager","journalistik","nonword","nonword","word",NA
"mekatens","prinsesse","nonword","nonword","word",NA
"videntisk","resignation","nonword","nonword","word",NA
"algt","tillid","nonword","nonword","word",NA
"brvo","illusion","nonword","nonword","word",NA
"mifrokost","arrange","nonword","nonword","word",NA
"virster","forhindre","nonword","nonword","word",NA
"beskytling","boks","nonword","nonword","word",NA
"luftgeon","drikke","nonword","nonword","word",NA
"vandtårlbage","skabelse","nonword","nonword","word",NA
"bagve","tåre","nonword","nonword","word",NA
"sæ","lur","nonword","nonword","word",NA
"smugkelig","narre","nonword","nonword","word",NA
"undbremsning","dobbelt","nonword","nonword","word",NA
"løslahjertighed","tablet","nonword","nonword","word",NA
"narkokendelse","racist","nonword","nonword","word",NA
"troskt","terminal","nonword","nonword","word",NA
"frarus","mental","nonword","nonword","word",NA
"strømmerende","plan","nonword","nonword","word",NA
"servitricestatsankla","risikabel","nonword","nonword","word",NA
"skere","glas","nonword","nonword","word",NA
"cigation","mil","nonword","nonword","word",NA
"øbs","rapport","nonword","nonword","word",NA
"hånddrik","skubbe","nonword","nonword","word",NA
"fume","tag fat","nonword","nonword","word",NA
"busi","aktivér","nonword","nonword","word",NA
"æld","taber","nonword","nonword","word",NA
"kombudt","kylling","nonword","nonword","word",NA
"renve","her","nonword","nonword","word",NA
"landler","køre","nonword","nonword","word",NA
"neuten","sum","nonword","nonword","word",NA
"elekde","teknologi","nonword","nonword","word",NA
"likke","tilflugt","nonword","nonword","word",NA
"tragark","vægt","nonword","nonword","word",NA
"meligtje","syg","nonword","nonword","word",NA
"hengivenskabs","kommerciel","nonword","nonword","word",NA
"dræmer","gas","nonword","nonword","word",NA
"tubet","projekt","nonword","nonword","word",NA
"konchip","ring","nonword","nonword","word",NA
"snittere","studerende","nonword","nonword","word",NA
"petch","stærk","nonword","nonword","word",NA
"tidsrede","kapacitet","nonword","nonword","word",NA
"forpids","kul","nonword","nonword","word",NA
"ørk","forfærdeligt","nonword","nonword","word",NA
"clasbos","særlig","nonword","nonword","word",NA
"krimirisk","ansvar","nonword","nonword","word",NA
"spilveri","industri","nonword","nonword","word",NA
"brandhagelig","hobby","nonword","nonword","word",NA
"værdicher","forening","nonword","nonword","word",NA
"ue","uskyldig","nonword","nonword","word",NA
"infor","undersøgelse","nonword","nonword","word",NA
"aktidigt","ligge","nonword","nonword","word",NA
"perhedstiv","konkurrence","nonword","nonword","word",NA
"udbrudre","søster","nonword","nonword","word",NA
"moontion","i morgen","nonword","nonword","word",NA
"uopen","riffel","nonword","nonword","word",NA
"smerke","størrelse","nonword","nonword","word",NA
"vælig","banan","nonword","nonword","word",NA
"virkdige","skud","nonword","nonword","word",NA
"ght","to","nonword","nonword","word",NA
"unklandsøge","ret","nonword","nonword","word",NA
"inputation","utilsigtet hændelse","nonword","nonword","word",NA
"æld","blød","nonword","nonword","word",NA
"vanddrive","overraskelse","nonword","nonword","word",NA
"åbendom","mafia","nonword","nonword","word",NA
"gafredse","måske","nonword","nonword","word",NA
"størmelig","basketball","nonword","nonword","word",NA
"uanstænlig","hvidløg","nonword","nonword","word",NA
"spejkelig","roman","nonword","nonword","word",NA
"stifdig","falsk","nonword","nonword","word",NA
"smerke","raket","nonword","nonword","word",NA
"arrogancestatsankla","kultur","nonword","nonword","word",NA
"heme","pund","nonword","nonword","word",NA
"chade","beskrive","nonword","nonword","word",NA
"væiv","manglende evne","nonword","nonword","word",NA
"stis","modsat","nonword","nonword","word",NA
"cultig","vente","nonword","nonword","word",NA
"fredsværelse","teknisk","nonword","nonword","word",NA
"neutrage","diamant","nonword","nonword","word",NA
"infragment","jern","nonword","nonword","word",NA
"værei","sød","nonword","nonword","word",NA
"pefra","nål","nonword","nonword","word",NA
"pasmedje","terapi","nonword","nonword","word",NA
"muskelhed","punkt","nonword","nonword","word",NA
"fedtelsk","succes","nonword","nonword","word",NA
"brændperatur","onkel","nonword","nonword","word",NA
"med virarm","champion","nonword","nonword","word",NA
"sekhway","forbudt","nonword","nonword","word",NA
"donaster","gud","nonword","nonword","word",NA
"sygker","mars","nonword","nonword","word",NA
"allsåre","nyre","nonword","nonword","word",NA
"forbløfter","analytiker","nonword","nonword","word",NA
"ventilaments","provision","nonword","nonword","word",NA
"vidneshrow","troskab","nonword","nonword","word",NA
"fantations","kampagne","nonword","nonword","word",NA
"nikslagne","fysik","nonword","nonword","word",NA
"gaorm","radio","nonword","nonword","word",NA
"ilr","berømthed","nonword","nonword","word",NA
"hjemtasi","bruser","nonword","nonword","word",NA
"infekster","karneval","nonword","nonword","word",NA
"sjnn","supernatural","nonword","nonword","word",NA
"forælling","tør","nonword","nonword","word",NA
"stelseri","final","nonword","nonword","word",NA
"boskab","generel","nonword","nonword","word",NA
"adt","aspirin","nonword","nonword","word",NA
"dapka","adelig","nonword","nonword","word",NA
"betragden","smuk","nonword","nonword","word",NA
"hundsage","åben","nonword","nonword","word",NA
"festpire","mareridt","nonword","nonword","word",NA
"cirled","butik","nonword","nonword","word",NA
"imperium","sle","nonword","word","nonword",NA
"overdrive","pæen","nonword","word","nonword",NA
"far","drikbaring","nonword","word","nonword",NA
"fodbold","åbligt","nonword","word","nonword",NA
"trofast","absotøjs","nonword","word","nonword",NA
"inde","vaclig","nonword","word","nonword",NA
"frugt","adminikangsttion","nonword","word","nonword",NA
"division","adfilmsel","nonword","word","nonword",NA
"port","jesle","nonword","word","nonword",NA
"missil","dlel","nonword","word","nonword",NA
"døv","afspærde","nonword","word","nonword",NA
"forventer","afskyd","nonword","word","nonword",NA
"kuffert","britka","nonword","word","nonword",NA
"slot","afstad","nonword","word","nonword",NA
"finansiel","aftist","nonword","word","nonword",NA
"donation","afspejderæ","nonword","word","nonword",NA
"vidnesbyrd","afplads","nonword","word","nonword",NA
"traditionel","afgiftmad","nonword","word","nonword",NA
"dyrke motion","agust","nonword","word","nonword",NA
"interessant","aith","nonword","word","nonword",NA
"digt","akken","nonword","word","nonword",NA
"cirkus","akvisor","nonword","word","nonword",NA
"djævel","alhey","nonword","word","nonword",NA
"skade","alslog","nonword","word","nonword",NA
"øst","digne","nonword","word","nonword",NA
"talent","bjert","nonword","word","nonword",NA
"våben","alkoflig","nonword","word","nonword",NA
"udstyre","alleredestruction","nonword","word","nonword",NA
"fingeraftryk","alfredsdelig","nonword","word","nonword",NA
"medfølelse","alkre","nonword","word","nonword",NA
"epidemi","amaeld","nonword","word","nonword",NA
"hummer","ambassadestruction","nonword","word","nonword",NA
"lastbil","ambassations","nonword","word","nonword",NA
"gemme","ambulancestatsankla","nonword","word","nonword",NA
"indrømme","stjerlytiker","nonword","word","nonword",NA
"slentre","bradki","nonword","word","nonword",NA
"negativ","anatomilieportræt","nonword","word","nonword",NA
"alfa","andre stnovas","nonword","word","nonword",NA
"bekymre","anspørger","nonword","word","nonword",NA
"sport","ansva","nonword","word","nonword",NA
"mekanisk","angrebme","nonword","word","nonword",NA
"kvalme","andring","nonword","word","nonword",NA
"juliet","anolut","nonword","word","nonword",NA
"behandling","anfaldge","nonword","word","nonword",NA
"individuel","anfalddig","nonword","word","nonword",NA
"kort","anstæn","nonword","word","nonword",NA
"sø","ancen","nonword","word","nonword",NA
"fotograf","flæal","nonword","word","nonword",NA
"ydeevne","gelna","nonword","word","nonword",NA
"television","årtietsrede","nonword","word","nonword",NA
"informant","arbejdge","nonword","word","nonword",NA
"ost","arsefest","nonword","word","nonword",NA
"tirsdag","artihundect","nonword","word","nonword",NA
"baseball","artidigt","nonword","word","nonword",NA
"forblive","imke","nonword","word","nonword",NA
"idiot","seivrin","nonword","word","nonword",NA
"computer","hts","nonword","word","nonword",NA
"sølv","astrobilt","nonword","word","nonword",NA
"modsætning","at vjons","nonword","word","nonword",NA
"direkte","mudmar","nonword","word","nonword",NA
"nakke","meition","nonword","word","nonword",NA
"stadig","autopert","nonword","word","nonword",NA
"paranormal","rynnue","nonword","word","nonword",NA
"privatliv","tilby","nonword","word","nonword",NA
"reb","aukge","nonword","word","nonword",NA
"bil","løgke","nonword","word","nonword",NA
"chokolade","balancestatsankla","nonword","word","nonword",NA
"helt vildt","bafly","nonword","word","nonword",NA
"udstilling","tride","nonword","word","nonword",NA
"kvarter","baraing","nonword","word","nonword",NA
"gift","franmand","nonword","word","nonword",NA
"sne","basti","nonword","word","nonword",NA
"barn","basketlets","nonword","word","nonword",NA
"leje","bedstetin","nonword","word","nonword",NA
"hiv","bestøbning","nonword","word","nonword",NA
"grusomhed","beskytle","nonword","word","nonword",NA
"civilisation","bestilpe","nonword","word","nonword",NA
"uddannelse","besplittelse","nonword","word","nonword",NA
"diskussion","betrosret","nonword","word","nonword",NA
"dæk","bekymster","nonword","word","nonword",NA
"dame","betolkning","nonword","word","nonword",NA
"lever","begrunhed","nonword","word","nonword",NA
"blive ved","betaltve","nonword","word","nonword",NA
"sygdom","beplante","nonword","word","nonword",NA
"betydning","beligtke","nonword","word","nonword",NA
"vinter","besvæ","nonword","word","nonword",NA
"modstander","betypisk","nonword","word","nonword",NA
"fysisk","beunsens","nonword","word","nonword",NA
"lejlighed","bevægepeños","nonword","word","nonword",NA
"højde","betjenre","nonword","word","nonword",NA
"vinder","bevining","nonword","word","nonword",NA
"bryllup","ue","nonword","word","nonword",NA
"sang","bitio","nonword","word","nonword",NA
"energi","biblioligst","nonword","word","nonword",NA
"mikroskop","hjerlede","nonword","word","nonword",NA
"skæbne","terlet","nonword","word","nonword",NA
"let","leode","nonword","word","nonword",NA
"arm","biobånd","nonword","word","nonword",NA
"forræder","bizhou","nonword","word","nonword",NA
"ærlighed","bjien","nonword","word","nonword",NA
"borgmester","leind","nonword","word","nonword",NA
"batman","bllg","nonword","word","nonword",NA
"ulykke","blrk","nonword","word","nonword",NA
"kriminel","blim","nonword","word","nonword",NA
"fugl","bogstaveligtkidéer","nonword","word","nonword",NA
"modig","boso","nonword","word","nonword",NA
"svar","pasbe","nonword","word","nonword",NA
"skræmme","boons","nonword","word","nonword",NA
"soveværelse","rard","nonword","word","nonword",NA
"firben","fervo","nonword","word","nonword",NA
"kredsløb","sheller","nonword","word","nonword",NA
"begravelse","meo","nonword","word","nonword",NA
"affald","brob","nonword","word","nonword",NA
"kopi","blodåom","nonword","word","nonword",NA
"trække","foun","nonword","word","nonword",NA
"spaghetti","sesser","nonword","word","nonword",NA
"lille","brpkal","nonword","word","nonword",NA
"professor","hemget","nonword","word","nonword",NA
"angreb","møgt","nonword","word","nonword",NA
"oberst","buddt","nonword","word","nonword",NA
"predator","buta","nonword","word","nonword",NA
"regering","buham","nonword","word","nonword",NA
"svømme","vrite","nonword","word","nonword",NA
"venus","cationar","nonword","word","nonword",NA
"dollar","calistik","nonword","word","nonword",NA
"fare","lykle","nonword","word","nonword",NA
"kvalitet","ceders","nonword","word","nonword",NA
"værdiløs","shinpion","nonword","word","nonword",NA
"kjole","prakce","nonword","word","nonword",NA
"servitrice","presme","nonword","word","nonword",NA
"musiker","chur","nonword","word","nonword",NA
"opretholde","rødkel","nonword","word","nonword",NA
"dejlig","ciart","nonword","word","nonword",NA
"middag","coundret","nonword","word","nonword",NA
"ly","væowd","nonword","word","nonword",NA
"afslut","mukdy","nonword","word","nonword",NA
"lokal","dækkebilee","nonword","word","nonword",NA
"vision","skillige","nonword","word","nonword",NA
"kunstig","belser","nonword","word","nonword",NA
"ønske","komta","nonword","word","nonword",NA
"grusom","initer","nonword","word","nonword",NA
"hold op","demio","nonword","word","nonword",NA
"indkomst","deliansk","nonword","word","nonword",NA
"angriber","desbeau","nonword","word","nonword",NA
"kamp","detonatordenskjold","nonword","word","nonword",NA
"måler","diatøjs","nonword","word","nonword",NA
"distrikt","diartand","nonword","word","nonword",NA
"videnskab","kerter","nonword","word","nonword",NA
"skønhed","dibustion","nonword","word","nonword",NA
"pas","dikvante","nonword","word","nonword",NA
"brug for","dikvante","nonword","word","nonword",NA
"kød","ova","nonword","word","nonword",NA
"medaljong","doblets","nonword","word","nonword",NA
"mesterskab","udd","nonword","word","nonword",NA
"badeværelse","døderens","nonword","word","nonword",NA
"belønning","dober","nonword","word","nonword",NA
"arrogance","pavbe","nonword","word","nonword",NA
"ægteskab","renma","nonword","word","nonword",NA
"trekant","dramaskin","nonword","word","nonword",NA
"våd","hjælge","nonword","word","nonword",NA
"vred","flytke","nonword","word","nonword",NA
"sædvanlig","sortning","nonword","word","nonword",NA
"for evigt","skudne","nonword","word","nonword",NA
"vinde","vamke","nonword","word","nonword",NA
"hjælp","ggd","nonword","word","nonword",NA
"magtesløs","dynagua","nonword","word","nonword",NA
"olie","xer","nonword","word","nonword",NA
"tro","wert","nonword","word","nonword",NA
"frivilligt","edderbind","nonword","word","nonword",NA
"gaffel","efterfejl","nonword","word","nonword",NA
"rustning","eftersprøjtet","nonword","word","nonword",NA
"piger","chern","nonword","word","nonword",NA
"drøm","ejenrat","nonword","word","nonword",NA
"undersøgelse","eksaskridtbevis","nonword","word","nonword",NA
"kartel","eksperistisk","nonword","word","nonword",NA
"religion","eksbens","nonword","word","nonword",NA
"ilt","ektrix","nonword","word","nonword",NA
"juice","eksprøjt","nonword","word","nonword",NA
"brug","gryndig","nonword","word","nonword",NA
"reducere","atomminer","nonword","word","nonword",NA
"biologi","sæ","nonword","word","nonword",NA
"lærer","marde","nonword","word","nonword",NA
"kigge på","enderens","nonword","word","nonword",NA
"museum","eneståendestruction","nonword","word","nonword",NA
"metal","engagestrøm","nonword","word","nonword",NA
"ude af stand","entos","nonword","word","nonword",NA
"dreng","enpepik","nonword","word","nonword",NA
"følelsesmæssig","endor","nonword","word","nonword",NA
"takke","værke","nonword","word","nonword",NA
"ånd","enchat","nonword","word","nonword",NA
"teenager","entusiasmeligstemp","nonword","word","nonword",NA
"signal","erfastan","nonword","word","nonword",NA
"beruset","eradopte","nonword","word","nonword",NA
"and","espladstere","nonword","word","nonword",NA
"meddelelse","imoge","nonword","word","nonword",NA
"vaskebjørn","evar","nonword","word","nonword",NA
"slagmark","excelkarl","nonword","word","nonword",NA
"maler","fablad","nonword","word","nonword",NA
"champagne","tende","nonword","word","nonword",NA
"væsen","fænomehjælp","nonword","word","nonword",NA
"hold","tæntor","nonword","word","nonword",NA
"pulsåre","facak","nonword","word","nonword",NA
"charmerende","hjemtasi","nonword","word","nonword",NA
"overførsel","tikse","nonword","word","nonword",NA
"rom","erst","nonword","word","nonword",NA
"depression","tromtigdom","nonword","word","nonword",NA
"alarmer","skæftige","nonword","word","nonword",NA
"sjældent","feba","nonword","word","nonword",NA
"dumhed","esl","nonword","word","nonword",NA
"fighter","filosofiredoblet","nonword","word","nonword",NA
"gram","filis","nonword","word","nonword",NA
"kardinal","finansiereceptblok","nonword","word","nonword",NA
"lukning","torger","nonword","word","nonword",NA
"kongerige","patma","nonword","word","nonword",NA
"skyldig","hjørde","nonword","word","nonword",NA
"sejle","hofde","nonword","word","nonword",NA
"praktisk talt","flpy","nonword","word","nonword",NA
"lommetørklæde","forvtal","nonword","word","nonword",NA
"sætter pris på","leod","nonword","word","nonword",NA
"udmelding","boyde","nonword","word","nonword",NA
"søndag","egypte","nonword","word","nonword",NA
"afskedigelse","plantning","nonword","word","nonword",NA
"tråd","fonop","nonword","word","nonword",NA
"motor","fødesvindle","nonword","word","nonword",NA
"gade","kansel","nonword","word","nonword",NA
"uansvarlig","foråd","nonword","word","nonword",NA
"urin","følge emodig","nonword","word","nonword",NA
"konge","blyan","nonword","word","nonword",NA
"tillid","vedår","nonword","word","nonword",NA
"hjælpe","forskerde","nonword","word","nonword",NA
"fornærme","voldtægtsforberedelse","nonword","word","nonword",NA
"beregn","forkørt","nonword","word","nonword",NA
"vitamin","foretægtsme","nonword","word","nonword",NA
"slikke","foreskyt","nonword","word","nonword",NA
"imponere imponere","forehæng","nonword","word","nonword",NA
"ulv","forfærdestruk","nonword","word","nonword",NA
"håndvask","forpunkter","nonword","word","nonword",NA
"hoppe","forsøgsdre","nonword","word","nonword",NA
"sti","forplig","nonword","word","nonword",NA
"detektiv","forkrøb","nonword","word","nonword",NA
"tørst","forklagers","nonword","word","nonword",NA
"kalkun","stellade","nonword","word","nonword",NA
"bortføre","fowl","nonword","word","nonword",NA
"aften","forlog","nonword","word","nonword",NA
