"af_cue","af_target","type","cue_type","target_type","af_cosine"
"ingangstrise","skoen","nonword","nonword","word",NA
"navigamonal","staal","nonword","nonword","word",NA
"selsis","bymekaarmaak","nonword","nonword","word",NA
"absonens","opponent","nonword","nonword","word",NA
"koninvrou","dollar","nonword","nonword","word",NA
"kostaatlike","medalje","nonword","nonword","word",NA
"konben","kap","nonword","nonword","word",NA
"folig","wild","nonword","nonword","word",NA
"eper","kers","nonword","nonword","word",NA
"hopo","uitkies","nonword","nonword","word",NA
"verkosing","span","nonword","nonword","word",NA
"geselders","belê","nonword","nonword","word",NA
"vergronde","gevoel","nonword","nonword","word",NA
"aiuk","optrede","nonword","nonword","word",NA
"btag","beloning","nonword","nonword","word",NA
"verduisding","gebeurtenis","nonword","nonword","word",NA
"belster","kampioenskap","nonword","nonword","word",NA
"gasna","gaskoeldrank","nonword","nonword","word",NA
"situalects","misdadiger","nonword","nonword","word",NA
"solward","prototipe","nonword","nonword","word",NA
"namoeilik","geskenk","nonword","nonword","word",NA
"strami","ellende","nonword","nonword","word",NA
"hanu","gesig","nonword","nonword","word",NA
"holste","tegniek","nonword","nonword","word",NA
"glimmor","energie","nonword","nonword","word",NA
"koth","bekoorlik","nonword","nonword","word",NA
"tusdiet","privaatheid","nonword","nonword","word",NA
"guaak","tonnel","nonword","nonword","word",NA
"rakte","vleis","nonword","nonword","word",NA
"ugd","vries","nonword","nonword","word",NA
"subs","winkel","nonword","nonword","word",NA
"buiwe","kreatiwiteit","nonword","nonword","word",NA
"grhon","skool","nonword","nonword","word",NA
"transte","donderweer","nonword","nonword","word",NA
"semikies","liberaal","nonword","nonword","word",NA
"knaen","misdaad","nonword","nonword","word",NA
"nimi","teken","nonword","nonword","word",NA
"konserwabooms","liefhebber","nonword","nonword","word",NA
"alwyk","meel","nonword","nonword","word",NA
"hann","wapen","nonword","nonword","word",NA
"coronares","dorpie","nonword","nonword","word",NA
"doeker","priester","nonword","nonword","word",NA
"donsnoete","afpersing","nonword","nonword","word",NA
"boogmotor","fantasie","nonword","nonword","word",NA
"nong","vernietiging","nonword","nonword","word",NA
"aags","metaal","nonword","nonword","word",NA
"kubi","klein","nonword","nonword","word",NA
"tatoeëervloei","video","nonword","nonword","word",NA
"pleus","berg","nonword","nonword","word",NA
"bloedtevaarder","voltooi","nonword","nonword","word",NA
"onthaalder","familie","nonword","nonword","word",NA
"ket","eed","nonword","nonword","word",NA
"termiboek","mat","nonword","nonword","word",NA
"serraar","perd","nonword","nonword","word",NA
"ligaand","plofbaar","nonword","nonword","word",NA
"ugs","hoor","nonword","nonword","word",NA
"hulpemann","fotograaf","nonword","nonword","word",NA
"onstuitlik","vertroue","nonword","nonword","word",NA
"minihaan","waarskynlik","nonword","nonword","word",NA
"ër","ooste","nonword","nonword","word",NA
"kontropool","wen","nonword","nonword","word",NA
"kerkter","vier","nonword","nonword","word",NA
"teby","amptelik","nonword","nonword","word",NA
"ropyp","dink","nonword","nonword","word",NA
"ludga","preek","nonword","nonword","word",NA
"sjoer","straat","nonword","nonword","word",NA
"daadrower","uitheemse","nonword","nonword","word",NA
"tamatiechard","kitaar","nonword","nonword","word",NA
"arteknog","intelligent","nonword","nonword","word",NA
"troads","interessant","nonword","nonword","word",NA
"gediff","merkwaardig","nonword","nonword","word",NA
"verslag ltuigd","mikroskoop","nonword","nonword","word",NA
"apaan","onderwyser","nonword","nonword","word",NA
"rining","pragtige","nonword","nonword","word",NA
"maatniese","bykomend","nonword","nonword","word",NA
"setas","goedkeuring","nonword","nonword","word",NA
"rhony","simbool","nonword","nonword","word",NA
"stadsbinasie","vurk","nonword","nonword","word",NA
"eun","talent","nonword","nonword","word",NA
"bevolseer","krisis","nonword","nonword","word",NA
"uitzichtderlik","eerlike","nonword","nonword","word",NA
"etaard","borskas","nonword","nonword","word",NA
"veryk","duiwel","nonword","nonword","word",NA
"kilometerskirchhof","cognac","nonword","nonword","word",NA
"midderkoor","produksie","nonword","nonword","word",NA
"atipie","skandaal","nonword","nonword","word",NA
"ël","boodskap","nonword","nonword","word",NA
"kameding","goedkoop","nonword","nonword","word",NA
"televleis","kaart","nonword","nonword","word",NA
"burstaatlike","sport","nonword","nonword","word",NA
"ambassaworth","kom","nonword","nonword","word",NA
"amstownsade","waterslang","nonword","nonword","word",NA
"plex","jak","nonword","nonword","word",NA
"frlk","belangrikheid","nonword","nonword","word",NA
"delde","ontbyt","nonword","nonword","word",NA
"diac","tiener","nonword","nonword","word",NA
"fasses","alfa","nonword","nonword","word",NA
"vuurmac","huwelik","nonword","nonword","word",NA
"iggs","vader","nonword","nonword","word",NA
"etiter","sluipmoordenares","nonword","nonword","word",NA
"kaat","vrygewig","nonword","nonword","word",NA
"selfbaard","huur","nonword","nonword","word",NA
"vleidenaar","onverantwoordelik","nonword","nonword","word",NA
"aspitshwane","visvang","nonword","nonword","word",NA
"holis","voertuig","nonword","nonword","word",NA
"bibliodraai","brandstof","nonword","nonword","word",NA
"jadr","vriendelik","nonword","nonword","word",NA
"oring","gesag","nonword","nonword","word",NA
"sangeluid","ontsnap","nonword","nonword","word",NA
"winslusie","dikwels","nonword","nonword","word",NA
"naza","fantasties","nonword","nonword","word",NA
"diarhoor","staptog","nonword","nonword","word",NA
"oopspan","sand","nonword","nonword","word",NA
"navor","probleem","nonword","nonword","word",NA
"afskoot","versoek","nonword","nonword","word",NA
"oorwingerd","koffer","nonword","nonword","word",NA
"familiestron","watson","nonword","nonword","word",NA
"posigers","urine","nonword","nonword","word",NA
"kewê","hoogheid","nonword","nonword","word",NA
"mogo","snelweg","nonword","nonword","word",NA
"onale","bord","nonword","nonword","word",NA
"ranggend","hamer","nonword","nonword","word",NA
"surk","lag","nonword","nonword","word",NA
"getigd","protokol","nonword","nonword","word",NA
"kakant","laaste","nonword","nonword","word",NA
"beoetuut","veiligheid","nonword","nonword","word",NA
"viere","mes","nonword","nonword","word",NA
"marstember","swangerskap","nonword","nonword","word",NA
"steenklim","vanielje","nonword","nonword","word",NA
"glt","tronk","nonword","nonword","word",NA
"radiseer","sterf","nonword","nonword","word",NA
"ongesluitlik","baard","nonword","nonword","word",NA
"anoruim","bely","nonword","nonword","word",NA
"beguur","fliek","nonword","nonword","word",NA
"ditos","beledig","nonword","nonword","word",NA
"puer","oor die algemeen","nonword","nonword","word",NA
"onderliks","vervoerwa","nonword","nonword","word",NA
"ontlevski","bedank","nonword","nonword","word",NA
"obpye","vry","nonword","nonword","word",NA
"unident","voorberei","nonword","nonword","word",NA
"ongelukstown","magteloos","nonword","nonword","word",NA
"voormes","gravin","nonword","nonword","word",NA
"odt","vlam","nonword","nonword","word",NA
"nawoo","teer","nonword","nonword","word",NA
"carlsin","maaltyd","nonword","nonword","word",NA
"onlin","militêre","nonword","nonword","word",NA
"stapete","bataljon","nonword","nonword","word",NA
"vernaut","bestuurder","nonword","nonword","word",NA
"siah","hemelse","nonword","nonword","word",NA
"getail","regter","nonword","nonword","word",NA
"tuisbewing","kaptein","nonword","nonword","word",NA
"vlcz","orde","nonword","nonword","word",NA
"ontspel","hallusinasie","nonword","nonword","word",NA
"vooruitklop","praat","nonword","nonword","word",NA
"onredenaars","vrou","nonword","nonword","word",NA
"sharlik","belegger","nonword","nonword","word",NA
"naboomsel","redder","nonword","nonword","word",NA
"ieg","masseer","nonword","nonword","word",NA
"staatsgymnatuurlikerwyse","spoed","nonword","nonword","word",NA
"uny","jaag","nonword","nonword","word",NA
"verskie","stap","nonword","nonword","word",NA
"konlaas","klassieker","nonword","nonword","word",NA
"leba","finansiering","nonword","nonword","word",NA
"oormus","deeltjie","nonword","nonword","word",NA
"prite","onaangenaam","nonword","nonword","word",NA
"tayy","medelye","nonword","nonword","word",NA
"breuse","woedend","nonword","nonword","word",NA
"opvolgwe","spring","nonword","nonword","word",NA
"lays","mense","nonword","nonword","word",NA
"vydoe","wens","nonword","nonword","word",NA
"ortromme","leuenaar","nonword","nonword","word",NA
"per ongtingė","vlug","nonword","nonword","word",NA
"sumse","ding","nonword","nonword","word",NA
"yds","doodmaak","nonword","nonword","word",NA
"gedigtheid","vuil","nonword","nonword","word",NA
"benaars","mutasie","nonword","nonword","word",NA
"ey","oktober","nonword","nonword","word",NA
"bedus","tou","nonword","nonword","word",NA
"remie","honger","nonword","nonword","word",NA
"rse","diensmeisie","nonword","nonword","word",NA
"volgingse","steur","nonword","nonword","word",NA
"sofo","skuldig","nonword","nonword","word",NA
"dispa","instrument","nonword","nonword","word",NA
"xim","vel","nonword","nonword","word",NA
"ekste","onverwags","nonword","nonword","word",NA
"koebars","sensitief","nonword","nonword","word",NA
"skond","ontvoer","nonword","nonword","word",NA
"geloofte","beroof","nonword","nonword","word",NA
"supernaheidsallike","biologie","nonword","nonword","word",NA
"lippynsfie","bruid","nonword","nonword","word",NA
"kaartkus","rekenaar","nonword","nonword","word",NA
"entoesiasmelanchthon","dors","nonword","nonword","word",NA
"ellentyns","veroorsaak","nonword","nonword","word",NA
"mbg","koek","nonword","nonword","word",NA
"pasert","wentel","nonword","nonword","word",NA
"spongina","breek","nonword","nonword","word",NA
"kelkie","titel","nonword","nonword","word",NA
"vroop","verraaier","nonword","nonword","word",NA
"kachester","sielkunde","nonword","nonword","word",NA
"bestam","voltooi","nonword","nonword","word",NA
"tamieë","mens","nonword","nonword","word",NA
"strepa","demonstrasie","nonword","nonword","word",NA
"vergent","spek","nonword","nonword","word",NA
"selaar","vreemd","nonword","nonword","word",NA
"verantgeschiedelikheid","prins","nonword","nonword","word",NA
"bombarbond","beproef","nonword","nonword","word",NA
"setbel","reputasie","nonword","nonword","word",NA
"raadsnalisme","noord","nonword","nonword","word",NA
"tonties","limousine","nonword","nonword","word",NA
"gebreeklyn","biljoen","nonword","nonword","word",NA
"distus","erf","nonword","nonword","word",NA
"preet","verkoue","nonword","nonword","word",NA
"moff","tydperk","nonword","nonword","word",NA
"letmaaklik","vrou","nonword","nonword","word",NA
"zaraak","hoog","nonword","nonword","word",NA
"kanseseum","gister","nonword","nonword","word",NA
"mondri","deur","nonword","nonword","word",NA
"chroses","onderwerp","nonword","nonword","word",NA
"pristal","geveg","nonword","nonword","word",NA
"verfeer","seun","nonword","nonword","word",NA
"chlolikheid","speelding","nonword","nonword","word",NA
"handelsdoel","getrou","nonword","nonword","word",NA
"fakruis","musiek","nonword","nonword","word",NA
"skii","rondom","nonword","nonword","word",NA
"deleen","verskoon","nonword","nonword","word",NA
"progue","kas","nonword","nonword","word",NA
"protor","penis","nonword","nonword","word",NA
"bepatrol","eienaar","nonword","nonword","word",NA
"moson","stowwerig","nonword","nonword","word",NA
"nodess","vrou","nonword","nonword","word",NA
"deurde","klein","nonword","nonword","word",NA
"mesmel","helder","nonword","nonword","word",NA
"lysis ","tevrede","nonword","nonword","word",NA
"woordopwekker","teater","nonword","nonword","word",NA
"optimisbruik","ui","nonword","nonword","word",NA
"het ","sny","nonword","nonword","word",NA
"noorbeurs","luitenant","nonword","nonword","word",NA
"adminissubduksie","waardeloos","nonword","nonword","word",NA
"produlier","beveel","nonword","nonword","word",NA
"xtf","uitstalling","nonword","nonword","word",NA
"solutablishment","studeer","nonword","nonword","word",NA
"begees","verminder","nonword","nonword","word",NA
"marnaand","sterrestelsel","nonword","nonword","word",NA
"krakg","abdominale","nonword","nonword","word",NA
"dramabaar","onderhou","nonword","nonword","word",NA
"aarser","trek","nonword","nonword","word",NA
"plede","silwer","nonword","nonword","word",NA
"prrii","werk","nonword","nonword","word",NA
"sjiestal","visvang","nonword","nonword","word",NA
"hlis","aktiwiteit","nonword","nonword","word",NA
"guaai","bedrog","nonword","nonword","word",NA
"smurk","boot","nonword","nonword","word",NA
"benaars","woud","nonword","nonword","word",NA
"uim","maksimum","nonword","nonword","word",NA
"peat","rot","nonword","nonword","word",NA
"gaamsoenasie","tradisioneel","nonword","nonword","word",NA
"liks","joernalis","nonword","nonword","word",NA
"doce","assistant","nonword","nonword","word",NA
"indussaak","sabotasie","nonword","nonword","word",NA
"pensikaat","broer","nonword","nonword","word",NA
"szt","belangrik","nonword","nonword","word",NA
"aapja","neef","nonword","nonword","word",NA
"erider","onwaar","nonword","nonword","word",NA
"meco","bro","nonword","nonword","word",NA
"ragon","hou","nonword","nonword","word",NA
"antro","groep","nonword","nonword","word",NA
"per geleensults","mier","nonword","nonword","word",NA
"edelnekkig","verklaring","nonword","nonword","word",NA
"parletjie","stoel","nonword","nonword","word",NA
"goewerbald","antwoord","nonword","nonword","word",NA
"delifish","pers","nonword","nonword","word",NA
"vll","vergadering","nonword","nonword","word",NA
"seneen","son","nonword","nonword","word",NA
"bekomsoof","koerant","nonword","nonword","word",NA
"auein","handelaar","nonword","nonword","word",NA
"riturand","plaaslik","nonword","nonword","word",NA
"inteek","serebrale","nonword","nonword","word",NA
"oerter","genade","nonword","nonword","word",NA
"sowsie","seremonie","nonword","nonword","word",NA
"sizi","draad","nonword","nonword","word",NA
"grrap","slaai","nonword","nonword","word",NA
"meertomie","oefen","nonword","nonword","word",NA
"romu","burgemeester","nonword","nonword","word",NA
"tamir","afsluiting","nonword","nonword","word",NA
"goim","verskillend","nonword","nonword","word",NA
"vlee","skenking","nonword","nonword","word",NA
"snortoom","terugsending","nonword","nonword","word",NA
"nawoo","aantrek","nonword","nonword","word",NA
"noorsule","verkoop","nonword","nonword","word",NA
"diereraar","nat","nonword","nonword","word",NA
"lamwerk","daar","nonword","nonword","word",NA
"oraan","plig","nonword","nonword","word",NA
"jad","dood","nonword","nonword","word",NA
"ørn","fisies","nonword","nonword","word",NA
"chaker","biologies","nonword","nonword","word",NA
"checkderstorie","kampeer","nonword","nonword","word",NA
"bevo","kolonel","nonword","nonword","word",NA
"kavaarder","boonste","nonword","nonword","word",NA
"chrisdadigheid","aangenaam","nonword","nonword","word",NA
"tankter","aanneemlik","nonword","nonword","word",NA
"aput","kanker","nonword","nonword","word",NA
"sterie","glorie","nonword","nonword","word",NA
"kloo","vullis","nonword","nonword","word",NA
"bekodeer","vloot","nonword","nonword","word",NA
"sensasiostroom","stasie","nonword","nonword","word",NA
"skrikspan","waterskilpad","nonword","nonword","word",NA
"lejo","mayonnaise","nonword","nonword","word",NA
"halter","onnosel","nonword","nonword","word",NA
"toeklap","baie","nonword","nonword","word",NA
"onbaatdig","kliënt","nonword","nonword","word",NA
"opp","skouspelagtige","nonword","nonword","word",NA
"gecies","vallei","nonword","nonword","word",NA
"egipteken","begelei","nonword","nonword","word",NA
"kason","verjaardag","nonword","nonword","word",NA
"itr","stuur","nonword","nonword","word",NA
"douna","wodka","nonword","nonword","word",NA
"wutt","troue","nonword","nonword","word",NA
"goie","romanties","nonword","nonword","word",NA
"huursolfied","definisie","nonword","nonword","word",NA
"sleulis","voldoende","nonword","nonword","word",NA
"skul","gehoor","nonword","nonword","word",NA
"remat","swaar","nonword","nonword","word",NA
"ved","werker","nonword","nonword","word",NA
"kreur","infeksie","nonword","nonword","word",NA
"basketsiek","mislukking","nonword","nonword","word",NA
"blan","vind","nonword","nonword","word",NA
"saterbron","vierde","nonword","nonword","word",NA
"arou","opgewonde","nonword","nonword","word",NA
"blan","wêreld","nonword","nonword","word",NA
"roso","knie","nonword","nonword","word",NA
"oyd","kommunikasie","nonword","nonword","word",NA
"lasacorn","kaas","nonword","nonword","word",NA
"liker","gewoonlik","nonword","nonword","word",NA
"afley","lied","nonword","nonword","word",NA
"upp","aandui","nonword","nonword","word",NA
"heildinck","bed","nonword","nonword","word",NA
"basner","gram","nonword","nonword","word",NA
"agret","vinnig","nonword","nonword","word",NA
"weerkaatheid","altyd","nonword","nonword","word",NA
"senudant","imponeer","nonword","nonword","word",NA
"afgings","wetenskap","nonword","nonword","word",NA
"vaarperdjie","kreef","nonword","nonword","word",NA
"simreer","adrenalien","nonword","nonword","word",NA
"klwo","dame","nonword","nonword","word",NA
"nathd","intiem","nonword","nonword","word",NA
"konsteel","skrywer","nonword","nonword","word",NA
"fedeflek","veilig","nonword","nonword","word",NA
"kapiwing","geloof","nonword","nonword","word",NA
"monuburg","heks","nonword","nonword","word",NA
"domloop","befondsing","nonword","nonword","word",NA
"slawer","lengte","nonword","nonword","word",NA
"vertoem","inspuiting","nonword","nonword","word",NA
"alsteps","sap","nonword","nonword","word",NA
"hoku","groot","nonword","nonword","word",NA
"rohi","gemeenskap","nonword","nonword","word",NA
"sandderheid","roofdier","nonword","nonword","word",NA
"celecountty","vreugde","nonword","nonword","word",NA
"vl","koffie","nonword","nonword","word",NA
"gaswig","kou","nonword","nonword","word",NA
"borsal","middag","nonword","nonword","word",NA
"onderplein","matroos","nonword","nonword","word",NA
"chil","steeds","nonword","nonword","word",NA
"tamis","doof","nonword","nonword","word",NA
"ël","president","nonword","nonword","word",NA
"xind","kneusplek","nonword","nonword","word",NA
"sorgkom","konsentreer","nonword","nonword","word",NA
"ound","aanklaer","nonword","nonword","word",NA
"verpied","tragies","nonword","nonword","word",NA
"gdan","desember","nonword","nonword","word",NA
"bestap","kompleet","nonword","nonword","word",NA
"piravreugde","dokter","nonword","nonword","word",NA
"natrys","walglik","nonword","nonword","word",NA
"poorstuk","gehalte","nonword","nonword","word",NA
"esing","ontwikkeling","nonword","nonword","word",NA
"sufme","tydskrif","nonword","nonword","word",NA
"kleinvuur","swak","nonword","nonword","word",NA
"urg","druk","nonword","nonword","word",NA
"etaar","gees","nonword","nonword","word",NA
"ryerk","marteling","nonword","nonword","word",NA
"gevrugte","venus","nonword","nonword","word",NA
"ngt","aarbei","nonword","nonword","word",NA
"verricks","waterstof","nonword","nonword","word",NA
"polymassieël","salaris","nonword","nonword","word",NA
"identappel","konsert","nonword","nonword","word",NA
"bapker","pen","nonword","nonword","word",NA
"biovleis","jonk","nonword","nonword","word",NA
"vaartsoorgestelde","hel","nonword","nonword","word",NA
"leibstand","sprerkkamer","nonword","nonword","word",NA
"tig","geregtigheid","nonword","nonword","word",NA
"meliefde","bodem","nonword","nonword","word",NA
"vept","frase","nonword","nonword","word",NA
"frefunksie","minus","nonword","nonword","word",NA
"rodo","creepy","nonword","nonword","word",NA
"veront","verstaan","nonword","nonword","word",NA
"raluk","mikrofoon","nonword","nonword","word",NA
"akate","vermoë","nonword","nonword","word",NA
"aalf","julie","nonword","nonword","word",NA
"quee","argitek","nonword","nonword","word",NA
"stlan","sentreerder","nonword","nonword","word",NA
"laatwoel","sondag","nonword","nonword","word",NA
"berings","korrek","nonword","nonword","word",NA
"ramner","sit","nonword","nonword","word",NA
"detonaslaan","verdeling","nonword","nonword","word",NA
"naey","produk","nonword","nonword","word",NA
"toerusplek","oseaan","nonword","nonword","word",NA
"erdmer","administratief","nonword","nonword","word",NA
"rotssjenq","uniek","nonword","nonword","word",NA
"inmes","eerlikheid","nonword","nonword","word",NA
"geneesheid","vloot","nonword","nonword","word",NA
"reuker","onlangs","nonword","nonword","word",NA
"brfy","gevaarlik","nonword","nonword","word",NA
"ortant","krygsman","nonword","nonword","word",NA
"fynting","persoonlikheid","nonword","nonword","word",NA
"towerpark","buitekantste","nonword","nonword","word",NA
"mobeth","werklike","nonword","nonword","word",NA
"weelrig","klooster","nonword","nonword","word",NA
"steet","christen","nonword","nonword","word",NA
"hül","verbasend","nonword","nonword","word",NA
"krakn","onderrig","nonword","nonword","word",NA
"verloseer","gedig","nonword","nonword","word",NA
"biese","weet","nonword","nonword","word",NA
"speelbrein","olie","nonword","nonword","word",NA
"norofel","beskrywing","nonword","nonword","word",NA
"bewinds","vra","nonword","nonword","word",NA
"teksdernis","spuitnaald","nonword","nonword","word",NA
"ten einde laschwick","senator","nonword","nonword","word",NA
"fikant","losprys","nonword","nonword","word",NA
"exo","bereken","nonword","nonword","word",NA
"hwes","uitslag","nonword","nonword","word",NA
"resulklep","slang","nonword","nonword","word",NA
"jeuglery","eier","nonword","nonword","word",NA
"erfling","onderhoud","nonword","nonword","word",NA
"hauf","professor","nonword","nonword","word",NA
"instoel","voorstel","nonword","nonword","word",NA
"spesistuk","vegter","nonword","nonword","word",NA
"waëls","skerpskutter","nonword","nonword","word",NA
"vuurlege","dekade","nonword","nonword","word",NA
"unoed","vreemde","nonword","nonword","word",NA
"burder","kommunis","nonword","nonword","word",NA
"ryksfees","rykdom","nonword","nonword","word",NA
"diertyn","heroine","nonword","nonword","word",NA
"lusbie","skuiling","nonword","nonword","word",NA
"byprys","sak","nonword","nonword","word",NA
"grëf","gat","nonword","nonword","word",NA
"kavoer","geweer","nonword","nonword","word",NA
"kovo","vulstasie","nonword","nonword","word",NA
"mowg","leen","nonword","nonword","word",NA
"kampifish","teorie","nonword","nonword","word",NA
"gualig","meedeel","nonword","nonword","word",NA
"sekurichard","afhandel","nonword","nonword","word",NA
"bedekseer","verkiesing","nonword","nonword","word",NA
"klig","knte","nonword","nonword","word",NA
"majo","dier","nonword","nonword","word",NA
"nalen","oorlog","nonword","nonword","word",NA
"indrukwekplaas","uitverkoping","nonword","nonword","word",NA
"kleindorf","medalje","nonword","nonword","word",NA
"langbode","rome","nonword","nonword","word",NA
"ceub","verdwyning","nonword","nonword","word",NA
"beliers","spaar","nonword","nonword","word",NA
"wilheid","leeu","nonword","nonword","word",NA
"naifel","weermag","nonword","nonword","word",NA
"dohu","uiteindelik","nonword","nonword","word",NA
"vano","redelik","nonword","nonword","word",NA
"konferentargs","uitdaging","nonword","nonword","word",NA
"onderkerk","demokrasie","nonword","nonword","word",NA
"gefeer","groep","nonword","nonword","word",NA
"toeband","krag","nonword","nonword","word",NA
"herdenseer","sone","nonword","nonword","word",NA
"deeltog","opname","nonword","nonword","word",NA
"opmertjie","plaasvervanger","nonword","nonword","word",NA
"koró","geskryf","nonword","nonword","word",NA
"waba","afgelope","nonword","nonword","word",NA
"verhout","pa","nonword","nonword","word",NA
"vertoem","aantrek","nonword","nonword","word",NA
"kapasigings","skoonheid","nonword","nonword","word",NA
"skeptief","opwaarts","nonword","nonword","word",NA
"digde","spandeer","nonword","nonword","word",NA
"spioeping","brief","nonword","nonword","word",NA
"bemansjet","siekte","nonword","nonword","word",NA
"diejaarde","herfs","nonword","nonword","word",NA
"saamgewe","museum","nonword","nonword","word",NA
"ors","gee","nonword","nonword","word",NA
"becis","nuus","nonword","nonword","word",NA
"aanhout","donker","nonword","nonword","word",NA
"resaag","aktiveer","nonword","nonword","word",NA
"vloedwa","alarm","nonword","nonword","word",NA
"mbg","opsie","nonword","nonword","word",NA
"walos","gegradueerde","nonword","nonword","word",NA
"swaartenares","kieser","nonword","nonword","word",NA
"elimiping","verskeep","nonword","nonword","word",NA
"ved","lot","nonword","nonword","word",NA
"wree","storm","nonword","nonword","word",NA
"oudde","dinamiet","nonword","nonword","word",NA
"sodo","prosedure","nonword","nonword","word",NA
"rta","ironies","nonword","nonword","word",NA
"aardig","driepunt","nonword","nonword","word",NA
"aardig","strategie","nonword","nonword","word",NA
"azig","boom","nonword","nonword","word",NA
"hadu","sjampanje","nonword","nonword","word",NA
"deg","lank","nonword","nonword","word",NA
"proterald","afspraak","nonword","nonword","word",NA
"ogur","verhuur","nonword","nonword","word",NA
"sprovleis","dapper","nonword","nonword","word",NA
"iend","grap","nonword","nonword","word",NA
"skeidbaar","wenner","nonword","nonword","word",NA
"mavergne","universiteit","nonword","nonword","word",NA
"marisloh","lewer","nonword","nonword","word",NA
"uniding","resies","nonword","nonword","word",NA
"evanteling","insek","nonword","nonword","word",NA
"snaarlapper","ontmoet","nonword","nonword","word",NA
"brentuig","handtekening","nonword","nonword","word",NA
"breemaak","bedoeling","nonword","nonword","word",NA
"gevegs","gevangenskap","nonword","nonword","word",NA
"oesde","fluit","nonword","nonword","word",NA
"maatale","vriendin","nonword","nonword","word",NA
"worsd","vertrek","nonword","nonword","word",NA
"geboes","fees","nonword","nonword","word",NA
"in staatailed","parfuum","nonword","nonword","word",NA
"voorneer","sterk","nonword","nonword","word",NA
"alpek","keiserryk","nonword","nonword","word",NA
"olaag","lieflike","nonword","nonword","word",NA
"vrys","plastiek","nonword","nonword","word",NA
"jeka","dans","nonword","nonword","word",NA
"poety","organiseer","nonword","nonword","word",NA
"ongemelk","bewys","nonword","nonword","word",NA
"symwel","vreet","nonword","nonword","word",NA
"oeer","verbod","nonword","nonword","word",NA
"redsier","kapel","nonword","nonword","word",NA
"begolf","huiseienaar","nonword","nonword","word",NA
"hartlega","baseball","nonword","nonword","word",NA
"verhoubaar","kelnerin","nonword","nonword","word",NA
"smoot","kunsmatig","nonword","nonword","word",NA
"lapi","paranormale","nonword","nonword","word",NA
"kerteur","verwag","nonword","nonword","word",NA
"eun","verlaat","nonword","nonword","word",NA
"weduhoor","gorilla","nonword","nonword","word",NA
"loklik","duim","nonword","nonword","word",NA
"aplia","skrikmaak","nonword","nonword","word",NA
"vrybui","elektrisiteit","nonword","nonword","word",NA
"medelykloof","blou","nonword","nonword","word",NA
"vrywillikings","oulike","nonword","nonword","word",NA
"sloo","geslote","nonword","nonword","word",NA
"weglaatgoed","passie","nonword","nonword","word",NA
"graanwinkel","uitvoering","nonword","nonword","word",NA
"lelia","analise","nonword","nonword","word",NA
"begeerder","aas","nonword","nonword","word",NA
"nuttemann","absurde","nonword","nonword","word",NA
"verstem","inkomste","nonword","nonword","word",NA
"geots","inspirasie","nonword","nonword","word",NA
"in werklibucks","standbeeld","nonword","nonword","word",NA
"skoolskynlikheid","badkamer","nonword","nonword","word",NA
"kansteps","bemarking","nonword","nonword","word",NA
"nende","toestel","nonword","nonword","word",NA
"sail","konneksie","nonword","nonword","word",NA
"oup","begraafplaas","nonword","nonword","word",NA
"pissuil","klaarblyklik","nonword","nonword","word",NA
"skien","vang","nonword","nonword","word",NA
"zhulet","sigaar","nonword","nonword","word",NA
"eekhomosi","vol","nonword","nonword","word",NA
"slum","nie in staat","nonword","nonword","word",NA
"simp","maklik","nonword","nonword","word",NA
"koolsien","vir ewig","nonword","nonword","word",NA
"shervlek","politiek","nonword","nonword","word",NA
"interdruk","cowboy","nonword","nonword","word",NA
"mabod","regisseur","nonword","nonword","word",NA
"slapliks","gelyke","nonword","nonword","word",NA
"legifish","vitamien","nonword","nonword","word",NA
"ciu","vark","nonword","nonword","word",NA
"uyns","dwelm","nonword","nonword","word",NA
"vergeefder","kennis","nonword","nonword","word",NA
"bestipte","godsdiens","nonword","nonword","word",NA
"platuut","entstof","nonword","nonword","word",NA
"internasioborough","paadjie","nonword","nonword","word",NA
"tayy","pantser","nonword","nonword","word",NA
"puer","bekommer","nonword","nonword","word",NA
"prore","gelukkig","nonword","nonword","word",NA
"voordelik","kwart","nonword","nonword","word",NA
"graannologie","beslag","nonword","nonword","word",NA
"geska","senuweeagtig","nonword","nonword","word",NA
"onkragtig","slagveld","nonword","nonword","word",NA
"toneelkrag","lemoen","nonword","nonword","word",NA
"boekel","kalkoen","nonword","nonword","word",NA
"soson","set","nonword","nonword","word",NA
"fisident","uiters","nonword","nonword","word",NA
"waiq","kliniek","nonword","nonword","word",NA
"peide","steeg","nonword","nonword","word",NA
"jaforts","moordenaar","nonword","nonword","word",NA
"versou","verdedig","nonword","nonword","word",NA
"meis","klooster","nonword","nonword","word",NA
"ariwoud","sokker","nonword","nonword","word",NA
"eletaal","waarlik","nonword","nonword","word",NA
"boin","beskawing","nonword","nonword","word",NA
"ciu","aanhou","nonword","nonword","word",NA
"kanselier","'n tekslagen","nonword","word","nonword",NA
"grawe","wozlig","nonword","word","nonword",NA
"verdra","aais","nonword","word","nonword",NA
"regmaak","aanlil","nonword","word","nonword",NA
"kompetisie","aangeskre","nonword","word","nonword",NA
"regiment","aanski","nonword","word","nonword",NA
"uit","aansiener","nonword","word","nonword",NA
"industrie","tsoename","nonword","word","nonword",NA
"hospitaal","aanhanglik","nonword","word","nonword",NA
"seksueel","aandies","nonword","word","nonword",NA
"saterdag","aandies","nonword","word","nonword",NA
