"gl_target","gl_cue","type","target_type","cue_type","gl_cosine"
"unipouquísidade","casco","nonword","nonword","word",NA
"federatocys","espionaje","nonword","nonword","word",NA
"capibrar","task","nonword","nonword","word",NA
"chade","calor","nonword","nonword","word",NA
"fiunt","nada","nonword","nonword","word",NA
"apretura","resposta","nonword","nonword","word",NA
"declarabuñar","sociedade","nonword","nonword","word",NA
"alzheimerciante","tenant","nonword","nonword","word",NA
"comichen","número","nonword","nonword","word",NA
"inundable","adulto","nonword","nonword","word",NA
"prehisporation","vítima","nonword","nonword","word",NA
"ocúpa","escolta","nonword","nonword","word",NA
"xerakharoso","renuncia","nonword","nonword","word",NA
"deshonpionato","diante","nonword","nonword","word",NA
"giek","caracol","nonword","nonword","word",NA
"quider","deixar","nonword","nonword","word",NA
"casaquiñoto","aviso","nonword","nonword","word",NA
"definirough","refuxio","nonword","nonword","word",NA
"painción","respecto","nonword","nonword","word",NA
"apalro","aquí","nonword","nonword","word",NA
"disaposto","consello","nonword","nonword","word",NA
"agracular","punish","nonword","nonword","word",NA
"rilou","complemento","nonword","nonword","word",NA
"reurity","stick","nonword","nonword","word",NA
"conqueimar","orgulloso","nonword","nonword","word",NA
"atraputa","paint","nonword","nonword","word",NA
"adboumse","spider","nonword","nonword","word",NA
"libeches","secreto","nonword","nonword","word",NA
"axusas","tour","nonword","nonword","word",NA
"atarde","evil","nonword","nonword","word",NA
"constróns","safe","nonword","nonword","word",NA
"conegués","política","nonword","nonword","word",NA
"radiapoñer","espera","nonword","nonword","word",NA
"substido","ola","nonword","nonword","word",NA
"afecdo","desk","nonword","nonword","word",NA
"manipuchiña","residuos","nonword","nonword","word",NA
"discubríu","filla","nonword","nonword","word",NA
"xeris","fame","nonword","nonword","word",NA
"cadia","golf","nonword","nonword","word",NA
"determinatrañas","bomb","nonword","nonword","word",NA
"algar","pump","nonword","nonword","word",NA
"cóanse","contrato","nonword","nonword","word",NA
"reparabuñar","rapaza","nonword","nonword","word",NA
"sínco","inxenuo","nonword","nonword","word",NA
"azule","desire","nonword","nonword","word",NA
"destrurías","stand","nonword","nonword","word",NA
"produlóns","smash","nonword","nonword","word",NA
"alontamo","illusion","nonword","nonword","word",NA
"chosa","valor","nonword","nonword","word",NA
"poatractica","pantalla","nonword","nonword","word",NA
"biuno","nadal","nonword","nonword","word",NA
"focá","bo","nonword","nonword","word",NA
"civilizatrañar","banana","nonword","nonword","word",NA
"amañartricidade","sexual","nonword","nonword","word",NA
"rerch","gas","nonword","nonword","word",NA
"lope","estrada","nonword","nonword","word",NA
"lym","finalmente","nonword","nonword","word",NA
"semaleshermente","kilo","nonword","nonword","word",NA
"gloza","divorcio","nonword","nonword","word",NA
"roz","plataforma","nonword","nonword","word",NA
"informadahas","rolda","nonword","nonword","word",NA
"racett","similar","nonword","nonword","word",NA
"asusgante","eterno","nonword","nonword","word",NA
"hollywoperadamente","dicionario","nonword","nonword","word",NA
"revron","concrete","nonword","nonword","word",NA
"profedían","relación","nonword","nonword","word",NA
"hoamonto","sensacional","nonword","nonword","word",NA
"resgar","sopa","nonword","nonword","word",NA
"ofredonar","out","nonword","nonword","word",NA
"espeters","aluguer","nonword","nonword","word",NA
"sensírían","impotente","nonword","nonword","word",NA
"amañarlicitude","seminario","nonword","nonword","word",NA
"esfounda","gobernador","nonword","nonword","word",NA
"desameáza","darkness","nonword","nonword","word",NA
"subar","teña en conta","nonword","nonword","word",NA
"queno","vendedora","nonword","nonword","word",NA
"exfröst","perfil","nonword","nonword","word",NA
"gualey","vagina","nonword","nonword","word",NA
"wilá","pataca","nonword","nonword","word",NA
"froncina","voz","nonword","nonword","word",NA
"tious","sobre","nonword","nonword","word",NA
"ditéñano","formulario","nonword","nonword","word",NA
"xotu","pano","nonword","nonword","word",NA
"atkis","regra","nonword","nonword","word",NA
"críaseas","daddy","nonword","nonword","word",NA
"lense","sheriff","nonword","nonword","word",NA
"congre","west","nonword","nonword","word",NA
"buko","banca","nonword","nonword","word",NA
"qnly","diploma","nonword","nonword","word",NA
"impechen","spy","nonword","nonword","word",NA
"esquéduado","invasion","nonword","nonword","word",NA
"diexhaustamente","ler","nonword","nonword","word",NA
"retransnante","oven","nonword","nonword","word",NA
"sernés","estrés","nonword","nonword","word",NA
"cuáed","mentira","nonword","nonword","word",NA
"matrimocrats","suicidio","nonword","nonword","word",NA
"tricis","propiedade","nonword","nonword","word",NA
"bacte","dinastía","nonword","nonword","word",NA
"ilt","circle","nonword","nonword","word",NA
"xoríante","especialista","nonword","nonword","word",NA
"careillo","empresa","nonword","nonword","word",NA
"eclección","felicitar","nonword","nonword","word",NA
"ceiver","roman","nonword","nonword","word",NA
"liver","calendario","nonword","nonword","word",NA
"cometerl","software","nonword","nonword","word",NA
"roatractico","adn","nonword","nonword","word",NA
"epp","escudo","nonword","nonword","word",NA
"cacen","agora","nonword","nonword","word",NA
"tranpeito","útil","nonword","nonword","word",NA
"bast","valioso","nonword","nonword","word",NA
"jeo","proteína","nonword","nonword","word",NA
"vinov","atún","nonword","nonword","word",NA
"opches","óso","nonword","nonword","word",NA
"ventar","probabilidade","nonword","nonword","word",NA
"mifayetterio","autopsia","nonword","nonword","word",NA
"mifayetterio","informe","nonword","nonword","word",NA
"broncia","idea","nonword","nonword","word",NA
"tinen","war","nonword","nonword","word",NA
"realcoholte","cea","nonword","nonword","word",NA
"beavanza","lealdade","nonword","nonword","word",NA
"franmoo","xeralmente","nonword","nonword","word",NA
"heia","axuda","nonword","nonword","word",NA
"inoxón","cable","nonword","nonword","word",NA
"arquiafronto","preocupación","nonword","nonword","word",NA
"equinoc","excelente","nonword","nonword","word",NA
"aprenvocado","land","nonword","nonword","word",NA
"esquentar","secundaria","nonword","nonword","word",NA
"sedast","xuño","nonword","nonword","word",NA
"acomdahas","saudable","nonword","nonword","word",NA
"armaciónsra","nacemento","nonword","nonword","word",NA
"plantelo","paradise","nonword","nonword","word",NA
"tisco","dvd","nonword","nonword","word",NA
"especialistatuíñas","chegada","nonword","nonword","word",NA
"espechou","reféns","nonword","nonword","word",NA
"ck","branco","nonword","nonword","word",NA
"abdomisións","tribunal","nonword","nonword","word",NA
"sabotaxerarquías","diamond","nonword","nonword","word",NA
"lemdeu","lento","nonword","nonword","word",NA
"basenets","novembro","nonword","nonword","word",NA
"posinarl","produtor","nonword","nonword","word",NA
"hes","influencia","nonword","nonword","word",NA
"hitoway","pasaxeiro","nonword","nonword","word",NA
"antra","futuro","nonword","nonword","word",NA
"depregunt","nai","nonword","nonword","word",NA
"profedían","submarino","nonword","nonword","word",NA
"para sequeña","oferta","nonword","nonword","word",NA
"prrp","incómodo","nonword","nonword","word",NA
"crufroy","live","nonword","nonword","word",NA
"mutaríal","fair","nonword","nonword","word",NA
"inspectral","crear","nonword","nonword","word",NA
"investicións","cabina","nonword","nonword","word",NA
"caiat","fuxir","nonword","nonword","word",NA
"destacamiñan","ruído","nonword","nonword","word",NA
"aconcaso","optimista","nonword","nonword","word",NA
"transcemento","razoable","nonword","nonword","word",NA
"teve","ambiente","nonword","nonword","word",NA
"godssible","pracer","nonword","nonword","word",NA
"straccional","tesouro","nonword","nonword","word",NA
"ánr","senior","nonword","nonword","word",NA
"produrant","significado","nonword","nonword","word",NA
"pi","base","nonword","nonword","word",NA
"asusmento","compasivo","nonword","nonword","word",NA
"razoacións","cocaine","nonword","nonword","word",NA
"onoso","síntoma","nonword","nonword","word",NA
"másak","eye","nonword","nonword","word",NA
"funde","millonario","nonword","nonword","word",NA
"traballacións","inspire","nonword","nonword","word",NA
"pesiñado","night","nonword","nonword","word",NA
"practino","boca","nonword","nonword","word",NA
"frontado","feed","nonword","nonword","word",NA
"covan","membro","nonword","nonword","word",NA
"epido","aspirina","nonword","nonword","word",NA
"sáelto","admit","nonword","nonword","word",NA
"letrans","facer","nonword","nonword","word",NA
"docubríasto","técnico","nonword","nonword","word",NA
"devonets","delicate","nonword","nonword","word",NA
"guelo","mito","nonword","nonword","word",NA
"relifort","estadio","nonword","nonword","word",NA
"consbado","firmemente","nonword","nonword","word",NA
"prohitimate","agradable","nonword","nonword","word",NA
"fitriónmente","revelación","nonword","nonword","word",NA
"invesríao","dúas","nonword","nonword","word",NA
"hollywonanciamento","talleres","nonword","nonword","word",NA
"téñentemente","orquestra","nonword","nonword","word",NA
"matemátilowicz","marabilloso","nonword","nonword","word",NA
"imgroms","genius","nonword","nonword","word",NA
"entrañasmidade","fox","nonword","nonword","word",NA
"concensiónsdo","conservador","nonword","nonword","word",NA
"diuse","english","nonword","nonword","word",NA
"insnellmante","zombie","nonword","nonword","word",NA
"clauota","embaixador","nonword","nonword","word",NA
"dengan","concepto","nonword","nonword","word",NA
"sikx","sofá","nonword","nonword","word",NA
"dérov","torre","nonword","nonword","word",NA
"senza","reporter","nonword","nonword","word",NA
"raboyi","ming","nonword","nonword","word",NA
"perán","dramática","nonword","nonword","word",NA
"siqui","frog","nonword","nonword","word",NA
"democrawleys","chain","nonword","nonword","word",NA
"reaforcar","inxenioso","nonword","nonword","word",NA
"lapresto","poeta","nonword","nonword","word",NA
"queinado","window","nonword","nonword","word",NA
"pasación","rara","nonword","nonword","word",NA
"escaperohollywo","clan","nonword","nonword","word",NA
"cloché","ambulancia","nonword","nonword","word",NA
"galór","lesbiana","nonword","nonword","word",NA
"exposiseñor","worm","nonword","nonword","word",NA
"poche","ficheiro","nonword","nonword","word",NA
"rocpo","fenómeno","nonword","nonword","word",NA
"dufe","tose","nonword","nonword","word",NA
"chesmesa","mercenarios","nonword","nonword","word",NA
"pachesla","zoo","nonword","nonword","word",NA
"compañeitible","torneo","nonword","nonword","word",NA
"ciengruñanfica","diarrea","nonword","nonword","word",NA
"testo","iron","nonword","nonword","word",NA
"bocharla","ombreiro","nonword","nonword","word",NA
"ceiria","cirujano","nonword","nonword","word",NA
"senaches","tumor","nonword","nonword","word",NA
"tesía","construción","nonword","nonword","word",NA
"negli","skirt","nonword","nonword","word",NA
"faríal","chicken","nonword","nonword","word",NA
"cemitepoñen","orzamento","nonword","nonword","word",NA
"steva","avanzar","nonword","nonword","word",NA
"ofenrar","escoitar","nonword","nonword","word",NA
"triciñatre","multitude","nonword","nonword","word",NA
"salvareil","chan","nonword","nonword","word",NA
"shafke","stay","nonword","nonword","word",NA
"deseñate","ioga","nonword","nonword","word",NA
"frater","man","nonword","nonword","word",NA
"deutsnalina","positivo","nonword","nonword","word",NA
"criátle","carácter","nonword","nonword","word",NA
"drado","bico","nonword","nonword","word",NA
"unirnica","recoller","nonword","nonword","word",NA
"atlántitude","outeiro","nonword","nonword","word",NA
"coch","cell","nonword","nonword","word",NA
"monán","cultura","nonword","nonword","word",NA
"prohitamento","artigo","nonword","nonword","word",NA
"frute","persoal","nonword","nonword","word",NA
"moleëv","soldier","nonword","nonword","word",NA
"teopold","nightmare","nonword","nonword","word",NA
"peramisto","antidoto","nonword","nonword","word",NA
"arrobertscia","comentario","nonword","nonword","word",NA
"cariñola","esquece","nonword","nonword","word",NA
"leteu","marido","nonword","nonword","word",NA
"entruímo","copa","nonword","nonword","word",NA
"alucinabeshi","ilegal","nonword","nonword","word",NA
"marto","doce","nonword","nonword","word",NA
"hollywoatividade","princesa","nonword","nonword","word",NA
"emperacións","obstáculo","nonword","nonword","word",NA
"triuntícula","católica","nonword","nonword","word",NA
"fáfos","bush","nonword","nonword","word",NA
"impobriñote","groom","nonword","nonword","word",NA
"sentiguiñato","publicidade","nonword","nonword","word",NA
"amalenc","caro","nonword","nonword","word",NA
"non é viñei","xestionar","nonword","nonword","word",NA
"accipiñoste","espada","nonword","nonword","word",NA
"desagradarezhan","experimento","nonword","nonword","word",NA
"negodardsos","anchor","nonword","nonword","word",NA
"guento","río","nonword","nonword","word",NA
"inqueimar","ridículo","nonword","nonword","word",NA
"evansitor","praia","nonword","nonword","word",NA
"culpapeis","smoke","nonword","nonword","word",NA
"ott","cego","nonword","nonword","word",NA
"comisaxewar","temple","nonword","nonword","word",NA
"inspiraflops","gesture","nonword","nonword","word",NA
"intuirías","sinxelamente","nonword","nonword","word",NA
"cheider","lúa","nonword","nonword","word",NA
"flrld","gusto","nonword","nonword","word",NA
"aib","active","nonword","nonword","word",NA
"excluíno","odiar","nonword","nonword","word",NA
"mofrontar","saúde","nonword","nonword","word",NA
"sen vbeño","punto","nonword","nonword","word",NA
"calque","federal","nonword","nonword","word",NA
"conny","noutro lugar","nonword","nonword","word",NA
"címoslco","arranxar","nonword","nonword","word",NA
"intrento","ritual","nonword","nonword","word",NA
"masación","foco","nonword","nonword","word",NA
"berge","accidentalmente","nonword","nonword","word",NA
"melei","colega","nonword","nonword","word",NA
"usarnico","caixa","nonword","nonword","word",NA
"coinsica","xuventude","nonword","nonword","word",NA
"cadern","rodeo","nonword","nonword","word",NA
"tratruílo","curse","nonword","nonword","word",NA
"forand","ás veces","nonword","nonword","word",NA
"remuiñartemente","deserto","nonword","nonword","word",NA
"esquéonesa","scratch","nonword","nonword","word",NA
"secuessións","sin","nonword","nonword","word",NA
"rangiz","playboy","nonword","nonword","word",NA
"grot","atómica","nonword","nonword","word",NA
"crimicros","ritmo","nonword","nonword","word",NA
"canmuk","confirmación","nonword","nonword","word",NA
"woy","pregunta","nonword","nonword","word",NA
"svashenti","mínimo","nonword","nonword","word",NA
"constitunheim","tenda","nonword","nonword","word",NA
"sutransficie","césar","nonword","nonword","word",NA
"fixés","peto","nonword","nonword","word",NA
"hospaghettidade","de volta","nonword","nonword","word",NA
"gósting","autor","nonword","nonword","word",NA
"trumcito","tank","nonword","nonword","word",NA
"córme","explicación","nonword","nonword","word",NA
"rapidaalíñaste","igrexa","nonword","nonword","word",NA
"fanc","limonada","nonword","nonword","word",NA
"gotte","gambling","nonword","nonword","word",NA
"nly","crack","nonword","nonword","word",NA
"dómen","astronauta","nonword","nonword","word",NA
"frii","gang","nonword","nonword","word",NA
"tenha","brain","nonword","nonword","word",NA
"biuno","fluza","nonword","nonword","word",NA
"sopór","moderno","nonword","nonword","word",NA
"lasen","portada","nonword","nonword","word",NA
"fecis","beber","nonword","nonword","word",NA
"hatsfume","xurar","nonword","nonword","word",NA
"gaulda","método","nonword","nonword","word",NA
"deshonticamente","estado","nonword","nonword","word",NA
"petéñano","mistress","nonword","nonword","word",NA
"sobrevipoñen","operativo","nonword","nonword","word",NA
"yan","fate","nonword","nonword","word",NA
"localizatrañas","fóra","nonword","nonword","word",NA
"reume","urxente","nonword","nonword","word",NA
"sovié","regimiento","nonword","nonword","word",NA
"sontes","contaminación","nonword","nonword","word",NA
"carpio","corrección","nonword","nonword","word",NA
"vailtrico","lectura","nonword","nonword","word",NA
"rox","college","nonword","nonword","word",NA
"volas","pan","nonword","nonword","word",NA
"metin","liga","nonword","nonword","word",NA
"superiquiño","decano","nonword","nonword","word",NA
"alavanza","dancer","nonword","nonword","word",NA
"coramonto","ash","nonword","nonword","word",NA
"fereo","bowl","nonword","nonword","word",NA
"maquilta","midnight","nonword","nonword","word",NA
"evizo","importa","nonword","nonword","word",NA
"humación","pride","nonword","nonword","word",NA
"maús","sister","nonword","nonword","word",NA
"fanraquítico","lip","nonword","nonword","word",NA
"truireira","inserir","nonword","nonword","word",NA
"glánduto","monstro","nonword","nonword","word",NA
"esquersa","trophy","nonword","nonword","word",NA
"mareil","tour","nonword","nonword","word",NA
"velow","hit","nonword","nonword","word",NA
"wiraña","follow","nonword","nonword","word",NA
"prénto","civil","nonword","nonword","word",NA
"viñateiga","half","nonword","nonword","word",NA
"xeses","million","nonword","nonword","word",NA
"lítan","blanket","nonword","nonword","word",NA
"triuncional","dude","nonword","nonword","word",NA
"atractireiro","insulto","nonword","nonword","word",NA
"subssino","realidade","nonword","nonword","word",NA
"ranna","dog","nonword","nonword","word",NA
"afirmana","parlamento","nonword","nonword","word",NA
"dinlnica","ver","nonword","nonword","word",NA
"amañarcolóxico","responsabilidade","nonword","nonword","word",NA
"medionuill","washington","nonword","nonword","word",NA
"centímesións","un","nonword","nonword","word",NA
"acrílions","maletín","nonword","nonword","word",NA
"empresaxewar","frecuencia","nonword","nonword","word",NA
"lior","conteñen","nonword","nonword","word",NA
"máximonastyrsky","nenos","nonword","nonword","word",NA
"súbch","furacán","nonword","nonword","word",NA
"paciónstico","mile","nonword","nonword","word",NA
"acépte","garda","nonword","nonword","word",NA
"lekets","viño","nonword","nonword","word",NA
"riñentotipo","micrárricas","nonword","nonword","word",NA
"tradicioquiños","dourado","nonword","nonword","word",NA
"lii","enter","nonword","nonword","word",NA
"goaquela","chegar","nonword","nonword","word",NA
"amañaatura","taxi","nonword","nonword","word",NA
"estagard","profit","nonword","nonword","word",NA
"sapoñéndote","conferencia","nonword","nonword","word",NA
"faqui","papel","nonword","nonword","word",NA
"desapariqueños","virus","nonword","nonword","word",NA
"barbi","bolboreta","nonword","nonword","word",NA
"aplauferencia","sandwich","nonword","nonword","word",NA
"samu","conversa","nonword","nonword","word",NA
"audienxeñei","open","nonword","nonword","word",NA
"embaracións","big","nonword","nonword","word",NA
"mongo","fragmento","nonword","nonword","word",NA
"holichón","cow","nonword","nonword","word",NA
"paciu","banqueiro","nonword","nonword","word",NA
"nii","gain","nonword","nonword","word",NA
"varte","kidnapper","nonword","nonword","word",NA
"esinhóspido","swallow","nonword","nonword","word",NA
"maar","anatomía","nonword","nonword","word",NA
"silbal","libremente","nonword","nonword","word",NA
"artificiallegheny","baixo","nonword","nonword","word",NA
"xeraltruírte","carbón","nonword","nonword","word",NA
"tásta","smart","nonword","nonword","word",NA
"comunicatrañas","aprender","nonword","nonword","word",NA
"necesilenskyde","curto","nonword","nonword","word",NA
"nemer","pobreza","nonword","nonword","word",NA
"musseo","glorioso","nonword","nonword","word",NA
"échew","conflito","nonword","nonword","word",NA
"tromtema","hoxe","nonword","nonword","word",NA
"igualido","revenge","nonword","nonword","word",NA
"á novro","original","nonword","nonword","word",NA
"puram","nai","nonword","nonword","word",NA
"samuquel","prohibido","nonword","nonword","word",NA
"óug","substituír","nonword","nonword","word",NA
"pregos","artista","nonword","nonword","word",NA
"vatriste","dicir","nonword","nonword","word",NA
"acontulo","propósito","nonword","nonword","word",NA
"nalgún lkills","sección","nonword","nonword","word",NA
"debrosbro","sala","nonword","nonword","word",NA
"nacok","art","nonword","nonword","word",NA
"enderetrans","inocente","nonword","nonword","word",NA
"grupre","delgado","nonword","nonword","word",NA
"avaliabourg","química","nonword","nonword","word",NA
"desaness","anónimo","nonword","nonword","word",NA
"teron","camareiro","nonword","nonword","word",NA
"ocorxan","bay","nonword","nonword","word",NA
"neor","bee","nonword","nonword","word",NA
"yor","current","nonword","nonword","word",NA
"abrícial","radio","nonword","nonword","word",NA
"ry","tentar","nonword","nonword","word",NA
"adwás","corpo","nonword","nonword","word",NA
"beizo","unidade","nonword","nonword","word",NA
"xeciónlo","vein","nonword","nonword","word",NA
"sulto","candidato","nonword","nonword","word",NA
"cisiónxía","lipstick","nonword","nonword","word",NA
"funciosións","terapia","nonword","nonword","word",NA
"actiaprende","subestimar","nonword","nonword","word",NA
"posibilidadelahaye","little","nonword","nonword","word",NA
"ao contrlunya","evolution","nonword","nonword","word",NA
"reaoyangta","mail","nonword","nonword","word",NA
"habiciónsal","recepción","nonword","nonword","word",NA
"conamisto","encanto","nonword","nonword","word",NA
"stepción","sergento","nonword","nonword","word",NA
"sandwicionado","south","nonword","nonword","word",NA
"copiches","especial","nonword","nonword","word",NA
"batá","primeira","nonword","nonword","word",NA
"hollywonanciamento","cook","nonword","nonword","word",NA
"glull","fábrica","nonword","nonword","word",NA
"abdót","naturalmente","nonword","nonword","word",NA
"mountrol","permiso","nonword","nonword","word",NA
"idive","suscar","nonword","nonword","word",NA
"compaiseis","turno","nonword","nonword","word",NA
"atroenta","fonte","nonword","nonword","word",NA
"achaitico","carbón","nonword","nonword","word",NA
"drfu","texto","nonword","nonword","word",NA
"naches","layer","nonword","nonword","word",NA
"casmoi","xa","nonword","nonword","word",NA
"abáixo","nobre","nonword","nonword","word",NA
"parán","tráiler","nonword","nonword","word",NA
"monitoriqueños","leal","nonword","nonword","word",NA
"jnn","conspiración","nonword","nonword","word",NA
"inalumno","nunca","nonword","nonword","word",NA
"piazy","ping","nonword","nonword","word",NA
"sesióndo","lentamente","nonword","nonword","word",NA
"amañadutora","suck","nonword","nonword","word",NA
"tomación","abaixo","nonword","nonword","word",NA
"goudar","horn","nonword","nonword","word",NA
"aliba","terremoto","nonword","nonword","word",NA
"encarceramenbayashi","tabaco","nonword","nonword","word",NA
"salachas","desafortunado","nonword","nonword","word",NA
"ganaches","alma","nonword","nonword","word",NA
"desexaspe","soft","nonword","nonword","word",NA
"mesty","comercial","nonword","nonword","word",NA
"describles","royal","nonword","nonword","word",NA
"aprobamosl","horror","nonword","nonword","word",NA
"ilt","shooter","nonword","nonword","word",NA
"individuallegheny","marca","nonword","nonword","word",NA
"íntimonastyrsky","xurisdicción","nonword","nonword","word",NA
"sólto","inxustiza","nonword","nonword","word",NA
"alcohóra","refuxiado","nonword","nonword","word",NA
"epideseño","imposible","nonword","nonword","word",NA
"asusteira","dúbida","nonword","nonword","word",NA
"abortarra","rexional","nonword","nonword","word",NA
"cammáns","biblioteca","nonword","nonword","word",NA
"dipu","que","nonword","nonword","word",NA
"marakharo","discurso","nonword","nonword","word",NA
"arqui","naïve","nonword","nonword","word",NA
"estratemuñou","kidnap","nonword","nonword","word",NA
"ininbita","sombra","nonword","nonword","word",NA
"flacer","agarrar","nonword","nonword","word",NA
"estareil","permitir","nonword","nonword","word",NA
"magajohanne","compromiso","nonword","nonword","word",NA
"tromsoas","nervio","nonword","nonword","word",NA
"ridas","nobel","nonword","nonword","word",NA
"miseault","imperial","nonword","nonword","word",NA
"probabletrañarte","pulso","nonword","nonword","word",NA
"aporxía","victory","nonword","nonword","word",NA
"eselector","motivo","nonword","nonword","word",NA
"tull","anarquía","nonword","nonword","word",NA
"podricktico","exame","nonword","nonword","word",NA
"frienchín","nickname","nonword","nonword","word",NA
"mclennamite","robot","nonword","nonword","word",NA
"tútoa","pensións","nonword","nonword","word",NA
"quismoso","hospital","nonword","nonword","word",NA
"megra","crown","nonword","nonword","word",NA
"pecharlcula","silk","nonword","nonword","word",NA
"berde","ass","nonword","nonword","word",NA
"ronte","badge","nonword","nonword","word",NA
"neatlántivo","brown","nonword","nonword","word",NA
"caxas","só","nonword","nonword","word",NA
"taríaoto","tecnoloxía","nonword","nonword","word",NA
"quida","situación","nonword","nonword","word",NA
"alepras","septiembre","nonword","nonword","word",NA
"anuncicio","estudante","nonword","nonword","word",NA
"panta","southern","nonword","nonword","word",NA
"solicidiños","dobre","nonword","nonword","word",NA
"preocupavlovsk","sida","nonword","nonword","word",NA
"apuñavioso","house","nonword","nonword","word",NA
"planificatrañar","terceiro","nonword","nonword","word",NA
"abrañace","pyramid","nonword","nonword","word",NA
"frater","universo","nonword","nonword","word",NA
"stsí","carga","nonword","nonword","word",NA
"deinquédador","chemical","nonword","nonword","word",NA
"prohínidade","álbum","nonword","nonword","word",NA
"o últlowe","potencial","nonword","nonword","word",NA
"beiscipe","finance","nonword","nonword","word",NA
"deshonvacidade","vista","nonword","nonword","word",NA
"hopra","camisa","nonword","nonword","word",NA
"probamosl","boot","nonword","nonword","word",NA
"procedelahayeto","colgado","nonword","nonword","word",NA
"direcbles","describir","nonword","nonword","word",NA
"indoñosos","top","nonword","nonword","word",NA
"desenvolvemenbayashi","orfanato","nonword","nonword","word",NA
"deshabido","serie","nonword","nonword","word",NA
"propietatuíñas","melt","nonword","nonword","word",NA
"suxemosl","bear","nonword","nonword","word",NA
"intendría","just","nonword","nonword","word",NA
"vitaríanlna","mazá","nonword","nonword","word",NA
"demostrabourg","hot","nonword","nonword","word",NA
"defenglin","rain","nonword","nonword","word",NA
"proafirma","en realidade","nonword","nonword","word",NA
"restaupoñerte","maioría","nonword","nonword","word",NA
"márkegres","presenza","nonword","nonword","word",NA
"clusión","luns","nonword","nonword","word",NA
"manteñara","satisfeito","nonword","nonword","word",NA
"aramonto","experiencia","nonword","nonword","word",NA
"indireil","polito","nonword","nonword","word",NA
"espiñastura","lunar","nonword","nonword","word",NA
"uwe","palacio","nonword","nonword","word",NA
"kiko","daily","nonword","nonword","word",NA
"ackinshasation","recoñecer","nonword","nonword","word",NA
"meque","instinto","nonword","nonword","word",NA
"biolosións","cambio","nonword","nonword","word",NA
"comuaguanta","data","nonword","nonword","word",NA
"saqueillite","sunset","nonword","nonword","word",NA
"perímesións","single","nonword","nonword","word",NA
"televitebsk","orgasmo","nonword","nonword","word",NA
"aqow","hobby","nonword","nonword","word",NA
"emy","corner","nonword","nonword","word",NA
"estañas","tío","nonword","nonword","word",NA
"uit","ganso","nonword","nonword","word",NA
"irresponsagorsky","seguridade","nonword","nonword","word",NA
"utisa","drop","nonword","nonword","word",NA
"equipare","baleiro","nonword","nonword","word",NA
"fantamont","arsenal","nonword","nonword","word",NA
"ferky","glass","nonword","nonword","word",NA
"inaunense","brutal","nonword","nonword","word",NA
"salet","comandante","nonword","nonword","word",NA
"teira","tren","nonword","nonword","word",NA
"deshonsioneiro","perdedor","nonword","nonword","word",NA
"estriclo","beast","nonword","nonword","word",NA
"fumááántive","caridade","nonword","nonword","word",NA
"refumont","xornalismo","nonword","nonword","word",NA
"baciónlón","mafia","nonword","nonword","word",NA
"gañentocolo","erro","nonword","nonword","word",NA
"ocorzade","filosofía","nonword","nonword","word",NA
"prengado","túbulo","nonword","nonword","word",NA
"dimicros","capital","nonword","nonword","word",NA
"amañanalista","agulla","nonword","nonword","word",NA
"preve","ignorancia","nonword","nonword","word",NA
"esmiñado","naval","nonword","nonword","word",NA
"vérto","hotel","nonword","nonword","word",NA
"resisríao","descanso","nonword","nonword","word",NA
"smithfianza","wail","nonword","nonword","word",NA
"detri","vermello","nonword","nonword","word",NA
"responchos","arriscado","nonword","nonword","word",NA
"reafrontado","traer","nonword","nonword","word",NA
"visinarl","activar","nonword","nonword","word",NA
"chartiza","prevención","nonword","nonword","word",NA
"treitar","company","nonword","nonword","word",NA
"lonos","esperanza","nonword","nonword","word",NA
"gravareil","considerar","nonword","nonword","word",NA
"estrañedalo","entusiasmo","nonword","nonword","word",NA
"abpañado","segundo","nonword","nonword","word",NA
"iln","sea","nonword","nonword","word",NA
"laras","empurrón","nonword","nonword","word",NA
"esager","proceso","nonword","nonword","word",NA
"estiches","razón","nonword","nonword","word",NA
"cerimoorhen","peso","nonword","nonword","word",NA
"madrasne","estreito","nonword","nonword","word",NA
"peren","cine","nonword","nonword","word",NA
"misigual","postre","nonword","nonword","word",NA
"ansboy","saldo","nonword","nonword","word",NA
"arreflic","ducha","nonword","nonword","word",NA
"paigo","observación","nonword","nonword","word",NA
"julicías","pobre","nonword","nonword","word",NA
"umb","admire","nonword","nonword","word",NA
"pérbo","ruta","nonword","nonword","word",NA
"posno","poison","nonword","nonword","word",NA
"ryn","digusting","nonword","nonword","word",NA
"cogjia","national","nonword","nonword","word",NA
"waiz","cantidade","nonword","nonword","word",NA
"nasty","anel","nonword","nonword","word",NA
"cacíon","shark","nonword","nonword","word",NA
"deliciosobriñiña","radio","nonword","nonword","word",NA
"amarxico","contactar","nonword","nonword","word",NA
"seaborre","embaixada","nonword","nonword","word",NA
"enguinda","cámara","nonword","nonword","word",NA
"amañamitorio","inimigo","nonword","nonword","word",NA
"clismonía","país","nonword","nonword","word",NA
"triunburguesa","clase","nonword","nonword","word",NA
"oíune","rifle","nonword","nonword","word",NA
"fecol","pacífico","nonword","nonword","word",NA
"doabrigo","avogado","nonword","nonword","word",NA
"frimal","oportunidade","nonword","nonword","word",NA
"educables","área","nonword","nonword","word",NA
"acátaña","deus","nonword","nonword","word",NA
"acríno","compás","nonword","nonword","word",NA
