sl_cue,sl_target,type,cue_type,target_type,sl_cosine
tedljiva,izbrati,nonword,nonword,word,
predpite,osamljen,nonword,nonword,word,
fronba,zdravljenje,nonword,nonword,word,
debim,zmeda,nonword,nonword,word,
prošekt,slišati,nonword,nonword,word,
atlanrite,proizvajati,nonword,nonword,word,
tostvena,sporočilo,nonword,nonword,word,
obrampraševanje,volk,nonword,nonword,word,
prolja,znesek,nonword,nonword,word,
prostoobrazca,ljudje,nonword,nonword,word,
dljivilo,raca,nonword,nonword,word,
mosto,sočutje,nonword,nonword,word,
želotnim,vodik,nonword,nonword,word,
duk,stavba,nonword,nonword,word,
obljumovanje,poznati,nonword,nonword,word,
ustretomija,sto,nonword,nonword,word,
medivsko,delo,nonword,nonword,word,
metuster,zahteva,nonword,nonword,word,
duplokoš,specialist,nonword,nonword,word,
doustrelite,potrditi,nonword,nonword,word,
ogrovi,načrtovanje,nonword,nonword,word,
marapevt,skupina,nonword,nonword,word,
softverema,lizanje,nonword,nonword,word,
tumrt,agencija,nonword,nonword,word,
kerket,funkcionalen,nonword,nonword,word,
vednostrica,zvok,nonword,nonword,word,
ugrabiškem,župan,nonword,nonword,word,
presenežina,debel,nonword,nonword,word,
gaustvarija,ženska,nonword,nonword,word,
zavedalčkati,pisanje,nonword,nonword,word,
nazadnjašteno,stol,nonword,nonword,word,
naprevost,pomota,nonword,nonword,word,
generabljen,štiri,nonword,nonword,word,
prucilen,nemočen,nonword,nonword,word,
optistoj,primaren,nonword,nonword,word,
občastično,koncert,nonword,nonword,word,
filozoustvarja,kriv,nonword,nonword,word,
pravzastru,včeraj,nonword,nonword,word,
gokrona,normalen,nonword,nonword,word,
morskinanc,glasbenik,nonword,nonword,word,
bov,december,nonword,nonword,word,
parbo,sever,nonword,nonword,word,
vozabiti,uloviti,nonword,nonword,word,
cedez,nasprotnik,nonword,nonword,word,
krunja,hitro,nonword,nonword,word,
startnica,pomemben,nonword,nonword,word,
dlap,impresionirati,nonword,nonword,word,
ognjematično,ogromen,nonword,nonword,word,
pirja,močno,nonword,nonword,word,
skrča,eksploziven,nonword,nonword,word,
ohrovonage,motor,nonword,nonword,word,
jabonce,sebičen,nonword,nonword,word,
sivov,napadalec,nonword,nonword,word,
pirablja,mravlja,nonword,nonword,word,
trof,špageti,nonword,nonword,word,
temfon,svet,nonword,nonword,word,
sirotaljon,igra,nonword,nonword,word,
nison,meso,nonword,nonword,word,
halto,možnost,nonword,nonword,word,
ramem,hamburger,nonword,nonword,word,
brezavljanje,obala,nonword,nonword,word,
blečno,sestanek,nonword,nonword,word,
sfe,objem,nonword,nonword,word,
trbavm,obdobje,nonword,nonword,word,
fahen,poškodba,nonword,nonword,word,
bafa,mornar,nonword,nonword,word,
upraviškem,srečati,nonword,nonword,word,
parladnom,sprejeti,nonword,nonword,word,
guverstni,sonda,nonword,nonword,word,
gotes,jahati,nonword,nonword,word,
konfevljavca,čoln,nonword,nonword,word,
stotaminacija,kakovost,nonword,nonword,word,
juf,učinkovit,nonword,nonword,word,
merel,grški,nonword,nonword,word,
reševastvom,poraz,nonword,nonword,word,
tvočen,ocean,nonword,nonword,word,
fregrica,zanimivo,nonword,nonword,word,
čoč,jastog,nonword,nonword,word,
ožito,ugled,nonword,nonword,word,
dnjaka,služabnik,nonword,nonword,word,
sči,princ,nonword,nonword,word,
živčtom,skrivnost,nonword,nonword,word,
paplja,teorija,nonword,nonword,word,
spoko,satelit,nonword,nonword,word,
netrost,težko,nonword,nonword,word,
stačiti,razumen,nonword,nonword,word,
porbeti,čustven,nonword,nonword,word,
poznom,instrument,nonword,nonword,word,
zdravnost,minuta,nonword,nonword,word,
ponišnic,izboljšava,nonword,nonword,word,
tolbližji,miren,nonword,nonword,word,
čištvo,krožnik,nonword,nonword,word,
doblesav,mornarica,nonword,nonword,word,
ozeska,denarnica,nonword,nonword,word,
tosut,lice,nonword,nonword,word,
klosno,psihološki,nonword,nonword,word,
sijasten,grozen,nonword,nonword,word,
popuvstveno,megla,nonword,nonword,word,
rantnik,erekcija,nonword,nonword,word,
cvetual,minus,nonword,nonword,word,
suming,sedeti,nonword,nonword,word,
varubens,politika,nonword,nonword,word,
nastol,orbita,nonword,nonword,word,
nujeten,zgradba,nonword,nonword,word,
mlahovit,zvest,nonword,nonword,word,
smeniki,gram,nonword,nonword,word,
zav,posameznik,nonword,nonword,word,
orž,preiskovalec,nonword,nonword,word,
klisneti,let,nonword,nonword,word,
vljulec,definicija,nonword,nonword,word,
potrpežljistljiv,sadje,nonword,nonword,word,
limobravnada,postopek,nonword,nonword,word,
soditelj,vonj,nonword,nonword,word,
udoko,umreti,nonword,nonword,word,
rahlep,federacija,nonword,nonword,word,
ludeš,desetletje,nonword,nonword,word,
juješ,prati,nonword,nonword,word,
lurta,znanje,nonword,nonword,word,
željsula,paranormalen,nonword,nonword,word,
hruft,slabost,nonword,nonword,word,
lazaplem,simbol,nonword,nonword,word,
sobasa,zakopati,nonword,nonword,word,
teladec,talent,nonword,nonword,word,
počidnih,bejzbol,nonword,nonword,word,
strokovsnil,položaj,nonword,nonword,word,
senzaški,največ,nonword,nonword,word,
rejša,namera,nonword,nonword,word,
grh,telovaditi,nonword,nonword,word,
konfajst,študija,nonword,nonword,word,
poosvoba,halucinacija,nonword,nonword,word,
ščega,poročnik,nonword,nonword,word,
opozoščilo,dogodek,nonword,nonword,word,
hobec,nepričakovano,nonword,nonword,word,
placiteta,duhovnik,nonword,nonword,word,
drefro,prezračevanje,nonword,nonword,word,
zastični,elektrika,nonword,nonword,word,
kremstvo,goljufija,nonword,nonword,word,
lenet,poln,nonword,nonword,word,
grindeti,perspektiva,nonword,nonword,word,
zadovičen,verjeti,nonword,nonword,word,
odranjen,uiti,nonword,nonword,word,
stavp,enostavno,nonword,nonword,word,
dvajseda,veselje,nonword,nonword,word,
slolek,masaža,nonword,nonword,word,
ket,torba,nonword,nonword,word,
pečihta,neznan,nonword,nonword,word,
žerjarec,watson,nonword,nonword,word,
gma,ključavnica,nonword,nonword,word,
titun,plača,nonword,nonword,word,
čreza,informacije,nonword,nonword,word,
navduševskih,vojaški,nonword,nonword,word,
naprk,ekipa,nonword,nonword,word,
avesak,verjetno,nonword,nonword,word,
ropri,zahodni,nonword,nonword,word,
menter,mehanski,nonword,nonword,word,
piramišljen,občutljiv,nonword,nonword,word,
razičanka,pisarna,nonword,nonword,word,
riraj,vizija,nonword,nonword,word,
trivično,predpostavka,nonword,nonword,word,
sveznačka,izračunati,nonword,nonword,word,
nasham,oddajnik,nonword,nonword,word,
krableta,reaktor,nonword,nonword,word,
potenet,politik,nonword,nonword,word,
tumom,meter,nonword,nonword,word,
metuj,podpis,nonword,nonword,word,
hčerno,nadomestiti,nonword,nonword,word,
mesklada,leteti,nonword,nonword,word,
pomebči,jesen,nonword,nonword,word,
racma,knjiga,nonword,nonword,word,
shalež,srebrn,nonword,nonword,word,
vročetka,brisača,nonword,nonword,word,
gogi,oranžna,nonword,nonword,word,
stija,razočaranje,nonword,nonword,word,
poseln,privlačiti,nonword,nonword,word,
čajko,pero,nonword,nonword,word,
upoštestinkte,truplo,nonword,nonword,word,
tidek,dirka,nonword,nonword,word,
kočje,realističen,nonword,nonword,word,
alj,pričakovati,nonword,nonword,word,
škaljo,nekje,nonword,nonword,word,
zadeljek,nuja,nonword,nonword,word,
vglavricane,film,nonword,nonword,word,
loler,smeti,nonword,nonword,word,
zdravetnik,kapitalizem,nonword,nonword,word,
žaderen,božanski,nonword,nonword,word,
ozd,tožilec,nonword,nonword,word,
trgončica,epizoda,nonword,nonword,word,
eca,dragulj,nonword,nonword,word,
zazmanjšanje,gledališče,nonword,nonword,word,
ljog,kisik,nonword,nonword,word,
dvostra,komunist,nonword,nonword,word,
jeho,postaja,nonword,nonword,word,
mork,podgana,nonword,nonword,word,
golž,dejanje,nonword,nonword,word,
beguglal,usoden,nonword,nonword,word,
storp,občinstvo,nonword,nonword,word,
uporva,veličastnost,nonword,nonword,word,
koriščem,izraziti,nonword,nonword,word,
učisliti,obseg,nonword,nonword,word,
štunes,konjak,nonword,nonword,word,
kariednjič,milijarda,nonword,nonword,word,
iko,zemljevid,nonword,nonword,word,
turgus,univerza,nonword,nonword,word,
osvebi,osvežiti,nonword,nonword,word,
končist,vrata,nonword,nonword,word,
naške,ogledalo,nonword,nonword,word,
naveljni,sindrom,nonword,nonword,word,
samoščaš,aktivnost,nonword,nonword,word,
luteranje,skrbeti,nonword,nonword,word,
vračka,moka,nonword,nonword,word,
osvalege,streljati,nonword,nonword,word,
odporščak,braniti,nonword,nonword,word,
naneliti,izstrelek,nonword,nonword,word,
kljuvljanje,edinstven,nonword,nonword,word,
neden,kupec,nonword,nonword,word,
njeva,francoščina,nonword,nonword,word,
koleljev,starš,nonword,nonword,word,
smrtonovljen,vera,nonword,nonword,word,
klapravljati,dostojanstvo,nonword,nonword,word,
zagij,skromen,nonword,nonword,word,
prevključiti,cesar,nonword,nonword,word,
domiscarja,imperij,nonword,nonword,word,
panc,duh,nonword,nonword,word,
pramet,pokrovček,nonword,nonword,word,
rečbi,okoli,nonword,nonword,word,
cifum,prijatelj,nonword,nonword,word,
sebnost,teden,nonword,nonword,word,
plamp,poročen,nonword,nonword,word,
vranes,temen,nonword,nonword,word,
šrč,izziv,nonword,nonword,word,
prepostripti,jagoda,nonword,nonword,word,
zdač,zasebnost,nonword,nonword,word,
zaročuten,stil,nonword,nonword,word,
čars,chef,nonword,nonword,word,
očam,jakna,nonword,nonword,word,
zaupatricij,upraven,nonword,nonword,word,
verjecljal,žica,nonword,nonword,word,
čemda,mutacija,nonword,nonword,word,
pojamčilo,pozdraviti,nonword,nonword,word,
škotek,kardinal,nonword,nonword,word,
iztru,orožarna,nonword,nonword,word,
nud,nafta,nonword,nonword,word,
utap,škandal,nonword,nonword,word,
veličavljen,znak,nonword,nonword,word,
beljakobran,kava,nonword,nonword,word,
razoderoč,zabava,nonword,nonword,word,
upracija,motel,nonword,nonword,word,
ogljibon,posojilo,nonword,nonword,word,
zdiski,depresija,nonword,nonword,word,
cipredno,mama,nonword,nonword,word,
legistru,trženje,nonword,nonword,word,
dropanja,nos,nonword,nonword,word,
kandiking,bojišče,nonword,nonword,word,
okurt,koleno,nonword,nonword,word,
zbotnik,ceniti,nonword,nonword,word,
osvošanje,vzrok,nonword,nonword,word,
nelo,pristanišče,nonword,nonword,word,
irno,dolžina,nonword,nonword,word,
vhornic,paluba,nonword,nonword,word,
zahvalži,posnetek,nonword,nonword,word,
ustrezovanje,prašen,nonword,nonword,word,
brizaj,izvrsten,nonword,nonword,word,
karold,umor,nonword,nonword,word,
veriščih,šala,nonword,nonword,word,
obljubujejo,vleči,nonword,nonword,word,
kljuvice,grmenje,nonword,nonword,word,
raflji,vaba,nonword,nonword,word,
vobol,moker,nonword,nonword,word,
potraj,cirkus,nonword,nonword,word,
šerkom,vrata,nonword,nonword,word,
interhand,eleganten,nonword,nonword,word,
hružni,praznik,nonword,nonword,word,
cog,ujetništvo,nonword,nonword,word,
zgledved,bend,nonword,nonword,word,
mednazen,poceni,nonword,nonword,word,
uslužberite,limuzina,nonword,nonword,word,
arina,zadosten,nonword,nonword,word,
restrukcija,klobuk,nonword,nonword,word,
frast,žival,nonword,nonword,word,
najpnih,vzdrževati,nonword,nonword,word,
znangoči,gluh,nonword,nonword,word,
lisistič,oktober,nonword,nonword,word,
veštaja,okužba,nonword,nonword,word,
kljusk,sprehod,nonword,nonword,word,
odpirastlin,zaščiten,nonword,nonword,word,
gedno,zlomiti,nonword,nonword,word,
ožigopati,bar,nonword,nonword,word,
razburlažno,možnost,nonword,nonword,word,
pozaklju,pričanje,nonword,nonword,word,
vljalica,hvala,nonword,nonword,word,
ščazen,ljubimec,nonword,nonword,word,
hruca,financiranje,nonword,nonword,word,
odstanto,lokacija,nonword,nonword,word,
zakleskrivno,povezava,nonword,nonword,word,
doklet,solata,nonword,nonword,word,
žalicist,zdraviti,nonword,nonword,word,
zagnjeno,ples,nonword,nonword,word,
sposkrivanje,nezgoda,nonword,nonword,word,
zatočistost,eksplodirati,nonword,nonword,word,
turat,spanje,nonword,nonword,word,
aspirite,vodja,nonword,nonword,word,
alkošlji,intuicija,nonword,nonword,word,
terabljenja,strast,nonword,nonword,word,
kirust,skriti,nonword,nonword,word,
laspekta,majhen,nonword,nonword,word,
ževec,lepota,nonword,nonword,word,
mnolo,video,nonword,nonword,word,
kombob,komunikacija,nonword,nonword,word,
což,kosilo,nonword,nonword,word,
casva,pošten,nonword,nonword,word,
morom,revija,nonword,nonword,word,
popal,pogreb,nonword,nonword,word,
berje,večer,nonword,nonword,word,
kasih,otroštvo,nonword,nonword,word,
polening,fotograf,nonword,nonword,word,
hrer,nabrati,nonword,nonword,word,
jukne,odziv,nonword,nonword,word,
grec,nevihta,nonword,nonword,word,
dosenek,topništvo,nonword,nonword,word,
floba,liberalen,nonword,nonword,word,
požanj,delavec,nonword,nonword,word,
sekos,atmosfera,nonword,nonword,word,
ustvarbinacija,dolina,nonword,nonword,word,
zablika,gorila,nonword,nonword,word,
izkuljiv,riba,nonword,nonword,word,
tehnognoza,navdušen,nonword,nonword,word,
genigold,glasba,nonword,nonword,word,
rinta,senat,nonword,nonword,word,
nabru,hitrost,nonword,nonword,word,
sohod,neodgovorno,nonword,nonword,word,
nobljenje,zgodnji,nonword,nonword,word,
šecaš,grad,nonword,nonword,word,
bonek,prašič,nonword,nonword,word,
pogocvreti,postelja,nonword,nonword,word,
vajalen,običajno,nonword,nonword,word,
žlezdnik,štab,nonword,nonword,word,
servis,tovice,nonword,word,nonword,
piknik,trebušišče,nonword,word,nonword,
ključ,abniti,nonword,word,nonword,
sladkor,abugledno,nonword,word,nonword,
zvestoba,opornalin,nonword,word,nonword,
pirat,travcija,nonword,word,nonword,
fantje,aktivesti,nonword,word,nonword,
krava,aladivo,nonword,word,nonword,
dobrodelnost,rodbi,nonword,word,nonword,
vprašanje,vesor,nonword,word,nonword,
pečica,alšim,nonword,word,nonword,
trgati,alirnost,nonword,word,nonword,
načrt,ogrorika,nonword,word,nonword,
limonada,stroliza,nonword,word,nonword,
aspirin,splotma,nonword,word,nonword,
lezbijka,obljutirati,nonword,word,nonword,
notranji,arhenec,nonword,word,nonword,
moden,armuda,nonword,word,nonword,
pogum,prevzednjice,nonword,word,nonword,
gostilna,vzcveterija,nonword,word,nonword,
washington,topilerija,nonword,word,nonword,
snov,atlastika,nonword,word,nonword,
škof,obljumosfera,nonword,word,nonword,
varuška,sleto,nonword,word,nonword,
krilo,avtožnic,nonword,word,nonword,
klic,avtocepljen,nonword,word,nonword,
poletje,babistve,nonword,word,nonword,
umetnost,bavk,nonword,word,nonword,
predlagati,lor,nonword,word,nonword,
polovica,bejzir,nonword,word,nonword,
protistrup,bataver,nonword,word,nonword,
oseben,evoman,nonword,word,nonword,
duhovit,bojarna,nonword,word,nonword,
nagnusen,idigon,nonword,word,nonword,
vagina,zges,nonword,word,nonword,
piramida,bijovenje,nonword,word,nonword,
članek,bijaški,nonword,word,nonword,
metoda,bidal,nonword,word,nonword,
dlan,zetka,nonword,word,nonword,
sam,bogemlje,nonword,word,nonword,
odrasel,škretep,nonword,word,nonword,
plaža,malehen,nonword,word,nonword,
najemnik,bolarina,nonword,word,nonword,
škorenj,bolenjav,nonword,word,nonword,
ime,zambaž,nonword,word,nonword,
verjetnost,knjine,nonword,word,nonword,
žrtev,bočar,nonword,word,nonword,
dedek,botost,nonword,word,nonword,
lep,boskanski,nonword,word,nonword,
norec,braled,nonword,word,nonword,
kolonija,upoda,nonword,word,nonword,
jasno,veljniti,nonword,word,nonword,
kraljica,vurat,nonword,word,nonword,
konferenca,elektranec,nonword,word,nonword,
iluzija,regumen,nonword,word,nonword,
množica,zavgotina,nonword,word,nonword,
nobelova,ničveržen,nonword,word,nonword,
stres,žardor,nonword,word,nonword,
slediti,usposača,nonword,word,nonword,
faza,brihle,nonword,word,nonword,
pokojnina,ogladrica,nonword,word,nonword,
znamka,kroglet,nonword,word,nonword,
ubijalec,zadoba,nonword,word,nonword,
kemijski,čladijo,nonword,word,nonword,
strokovnjak,torun,nonword,word,nonword,
pripravljen,zdavček,nonword,word,nonword,
pepel,kardiplom,nonword,word,nonword,
milijon,blovnica,nonword,word,nonword,
banana,čaveljnik,nonword,word,nonword,
palica,prepromil,nonword,word,nonword,
hrbteničen,časoment,nonword,word,nonword,
november,čajparica,nonword,word,nonword,
mladost,rist,nonword,word,nonword,
ustnica,čebrala,nonword,word,nonword,
lov,torna,nonword,word,nonword,
prodajalec,cepriti,nonword,word,nonword,
noht,obljutimeter,nonword,word,nonword,
toast,strupivo,nonword,word,nonword,
greh,čebranski,nonword,word,nonword,
svetilka,cenij,nonword,word,nonword,
hiša,četrden,nonword,word,nonword,
konec,četobjektina,nonword,word,nonword,
privilegij,četraj,nonword,word,nonword,
ločitev,stev,nonword,word,nonword,
prekiniti,osmanjec,nonword,word,nonword,
trdno,dirce,nonword,word,nonword,
regijski,ugrasur,nonword,word,nonword,
baza,učistjan,nonword,word,nonword,
rastlina,cistu,nonword,word,nonword,
knjižnica,cigarekla,nonword,word,nonword,
pozornost,cinišnjič,nonword,word,nonword,
krompir,cirljic,nonword,word,nonword,
podjetje,civilizaturja,nonword,word,nonword,
telegram,klazirčen,nonword,word,nonword,
golf,člotaš,nonword,word,nonword,
optimističen,konjurt,nonword,word,nonword,
učiti,igralkolada,nonword,word,nonword,
narobe,čorp,nonword,word,nonword,
preveriti,coske,nonword,word,nonword,
neudobno,sivarpacija,nonword,word,nonword,
vir,ščuplo,nonword,word,nonword,
hotel,nospaz,nonword,word,nonword,
napredovati,zlismo,nonword,word,nonword,
prepovedano,pačna,nonword,word,nonword,
samomor,čusta,nonword,word,nonword,
spoštovanje,čuvščen,nonword,word,nonword,
svila,ihezati,nonword,word,nonword,
nevednost,zvet,nonword,word,nonword,
jug,črati,nonword,word,nonword,
prikolica,vzleč,nonword,word,nonword,
nižji,dalju,nonword,word,nonword,
značka,daristič,nonword,word,nonword,
član,dešljal,nonword,word,nonword,
trpinčenje,princetje,nonword,word,nonword,
jutri,decelen,nonword,word,nonword,
živ,prosivnost,nonword,word,nonword,
kazati,dezrihta,nonword,word,nonword,
predmet,delastnež,nonword,word,nonword,
sloj,iplec,nonword,word,nonword,
svoboda,detalo,nonword,word,nonword,
finančno,deluškan,nonword,word,nonword,
internet,ustvarmokracija,nonword,word,nonword,
gol,demonstroka,nonword,word,nonword,
suh,desil,nonword,word,nonword,
celica,deključnica,nonword,word,nonword,
vročina,desmanija,nonword,word,nonword,
avenija,fortača,nonword,word,nonword,
zasebno,detekman,nonword,word,nonword,
duševen,uhneti,nonword,word,nonword,
milja,zvec,nonword,word,nonword,
artefakt,diplokant,nonword,word,nonword,
pojav,ustviser,nonword,word,nonword,
vroč,diskureja,nonword,word,nonword,
premakniti,gromočje,nonword,word,nonword,
atomsko,delkun,nonword,word,nonword,
ena,nagreti,nonword,word,nonword,
veleposlanik,dodačno,nonword,word,nonword,
ovira,zgodpeti,nonword,word,nonword,
ženin,dogostom,nonword,word,nonword,
trgovina,dohovost,nonword,word,nonword,
kombinacija,dokalp,nonword,word,nonword,
luna,dokustos,nonword,word,nonword,
dovoljenje,dodes,nonword,word,nonword,
stoletje,tekolg,nonword,word,nonword,
najmanj,dolovica,nonword,word,nonword,
tajnost,brezžina,nonword,word,nonword,
vozovnica,dolžig,nonword,word,nonword,
živalski vrt,obravnacija,nonword,word,nonword,
podatki,dostoljstvo,nonword,word,nonword,
civilen,zadokrast,nonword,word,nonword,
gripa,draškaj,nonword,word,nonword,
privlačen,ridrati,nonword,word,nonword,
radio,blanje,nonword,word,nonword,
hči,stevo,nonword,word,nonword,
pojasnilo,drugapav,nonword,word,nonword,
topiti se,osvežina,nonword,word,nonword,
nikoli,držoga,nonword,word,nonword,
žig,ravto,nonword,word,nonword,
nemogoče,duzračnik,nonword,word,nonword,
datoteka,praščeč,nonword,word,nonword,
kmet,člamit,nonword,word,nonword,
kritičen,vzhojica,nonword,word,nonword,
prestolnica,enospolzko,nonword,word,nonword,
skleda,edirčen,nonword,word,nonword,
ozek,pinpa,nonword,word,nonword,
urgenten,eksplobati,nonword,word,nonword,
naloga,eksplizika,nonword,word,nonword,
prvi,eksplodrast,nonword,word,nonword,
očala,elegrd,nonword,word,nonword,
desna,eleksast,nonword,word,nonword,
pomagati,zmiktrika,nonword,word,nonword,
bomba,stiment,nonword,word,nonword,
dekle,impiščal,nonword,word,nonword,
maščevanje,zglegija,nonword,word,nonword,
funt,enočljivo,nonword,word,nonword,
tvegano,podježak,nonword,word,nonword,
igla,astrodemija,nonword,word,nonword,
okus,astrozoda,nonword,word,nonword,
nebo,erekvarij,nonword,word,nonword,
plus,izruhati,nonword,word,nonword,
spolen,fakel,nonword,word,nonword,
proces,drsačen,nonword,word,nonword,
delikaten,falček,nonword,word,nonword,
juha,fantamatično,nonword,word,nonword,
moderen,krantazija,nonword,word,nonword,
maraton,ustvaracija,nonword,word,nonword,
moč,festičnost,nonword,word,nonword,
držati,filjar,nonword,word,nonword,
virus,finanov,nonword,word,nonword,
pogovor,finajliranje,nonword,word,nonword,
samski,finavijanje,nonword,word,nonword,
kratek,cilček,nonword,word,nonword,
krona,fizupen,nonword,word,nonword,
ljubosumen,štota,nonword,word,nonword,
blizu,mlekoče,nonword,word,nonword,
prstan,letrditi,nonword,word,nonword,
pregledati,brutografija,nonword,word,nonword,
sobota,fotocent,nonword,word,nonword,
zaslon,pecoščina,nonword,word,nonword,
zdrav,zamraščati,nonword,word,nonword,
zaključek,galakvarel,nonword,word,nonword,
čebela,garastika,nonword,word,nonword,
aktiven,jerg,nonword,word,nonword,
pozen,gedro,nonword,word,nonword,
kot,agraba,nonword,word,nonword,
zbrati,strubenik,nonword,word,nonword,
količina,glavru,nonword,word,nonword,
džungla,zmanjdališče,nonword,word,nonword,
tih,svegiben,nonword,word,nonword,
tek,glab,nonword,word,nonword,
kampanja,goljuba,nonword,word,nonword,
tobak,zir,nonword,word,nonword,
nerazumno,predorila,nonword,word,nonword,
krog,goriščaj,nonword,word,nonword,
čip,proriti,nonword,word,nonword,
filozofija,gokel,nonword,word,nonword,
velik,hrad,nonword,word,nonword,
novinarstvo,paraditi,nonword,word,nonword,
izjemen,grin,nonword,word,nonword,
morda,grpek,nonword,word,nonword,
najeti,grsteč,nonword,word,nonword,
predstava,grmestni,nonword,word,nonword,
stražiti,grobrn,nonword,word,nonword,
norost,grospreden,nonword,word,nonword,
občasno,preljupen,nonword,word,nonword,
dim,kitilka,nonword,word,nonword,
krpa,halucistka,nonword,word,nonword,
božič,slaburger,nonword,word,nonword,
turneja,bradivo,nonword,word,nonword,
politika,oglejmonija,nonword,word,nonword,
brati,zdrajati,nonword,word,nonword,
NLP,vlekopter,nonword,word,nonword,
kri,pekodil,nonword,word,nonword,
lunin,heroga,nonword,word,nonword,
stari,visotrajen,nonword,word,nonword,
alkohol,hitalen,nonword,word,nonword,
vtis,hitočen,nonword,word,nonword,
varen,hitkanost,nonword,word,nonword,
terapija,rav,nonword,word,nonword,
spremstvo,berdno,nonword,word,nonword,
trener,jahod,nonword,word,nonword,
miza,peljaniti,nonword,word,nonword,
priprava,hupje,nonword,word,nonword,
prispeti,ptila,nonword,word,nonword,
nenavaden,hvalatnina,nonword,word,nonword,
živec,zura,nonword,word,nonword,
revščina,stača,nonword,word,nonword,
odpuščanje,splalec,nonword,word,nonword,
biblija,igražar,nonword,word,nonword,
tuna,impreskati,nonword,word,nonword,
sekunda,obvepevati,nonword,word,nonword,
spredaj,instinktmacije,nonword,word,nonword,
dnevno,obveščastnik,nonword,word,nonword,
naiven,šiviljekcija,nonword,word,nonword,
prekletstvo,inšprava,nonword,word,nonword,
afrika,instrušnja,nonword,word,nonword,
vozilo,inteligeniten,nonword,word,nonword,
veter,intimenjen,nonword,word,nonword,
Romeo,rastlicija,nonword,word,nonword,
nočna mora,inveskati,nonword,word,nonword,
slika,investisk,nonword,word,nonword,
osel,odliničen,nonword,word,nonword,
potres,izbotirati,nonword,word,nonword,
igrati,izstrelšava,nonword,word,nonword,
žila,izdajaznež,nonword,word,nonword,
liga,izdeskar,nonword,word,nonword,
razlog,izginodnost,nonword,word,nonword,
kariera,grozid,nonword,word,nonword,
mnenje,tvarjava,nonword,word,nonword,
čar,izjevski,nonword,word,nonword,
študent,izobravanje,nonword,word,nonword,
strelec,račutiti,nonword,word,nonword,
prihodnost,izsičanje,nonword,word,nonword,
tehničen,plovedba,nonword,word,nonword,
topel,nastih,nonword,word,nonword,
raketa,izaba,nonword,word,nonword,
opozorilo,črz,nonword,word,nonword,
priznati,spregoda,nonword,word,nonword,
tuš,snoce,nonword,word,nonword,
poslušati,jakalnica,nonword,word,nonword,
vohun,javžig,nonword,word,nonword,
tumor,jedaren,nonword,word,nonword,
utrujen,jekno,nonword,word,nonword,
poročevalec,jedal,nonword,word,nonword,
peron,jesipati,nonword,word,nonword,
namen,jevit,nonword,word,nonword,
moč,jezoren,nonword,word,nonword,
detonator,jezemlje,nonword,word,nonword,
naraven,julisnih,nonword,word,nonword,
cesta,julon,nonword,word,nonword,
komercialen,skobariti,nonword,word,nonword,
telo,kakostim,nonword,word,nonword,
zadeti,kamotka,nonword,word,nonword,
potrditev,strelpiranje,nonword,word,nonword,
zelena,strupela,nonword,word,nonword,
tekočina,kapitalistnost,nonword,word,nonword,
džip,kapiljev,nonword,word,nonword,
junak,dletel,nonword,word,nonword,
kaplja,njava,nonword,word,nonword,
govor,kavzla,nonword,word,nonword,
opisati,efaj,nonword,word,nonword,
žito,olp,nonword,word,nonword,
veličasten,kisip,nonword,word,nonword,
tipičen,pralinika,nonword,word,nonword,
zvezen,klodnik,nonword,word,nonword,
lazanja,koleče,nonword,word,nonword,
radar,stambi,nonword,word,nonword,
podpora,sprejmedija,nonword,word,nonword,
palača,komižnež,nonword,word,nonword,
magija,komišljija,nonword,word,nonword,
amater,komunikalnica,nonword,word,nonword,
dobiček,komustan,nonword,word,nonword,
umazan,koncebo,nonword,word,nonword,
jamstvo,kozg,nonword,word,nonword,
poskus,kostrojnica,nonword,word,nonword,
prostovoljec,kopsiha,nonword,word,nonword,
vez,plos,nonword,word,nonword,
zlat,kopljelo,nonword,word,nonword,
arzenal,rirček,nonword,word,nonword,
oditi,kobljena,nonword,word,nonword,
gos,zgalj,nonword,word,nonword,
zadovoljen,gnestvo,nonword,word,nonword,
priča,mlezati,nonword,word,nonword,
pomlad,kriminajstnik,nonword,word,nonword,
prisotnost,kraz,nonword,word,nonword,
napredek,krica,nonword,word,nonword,
kečap,svut,nonword,word,nonword,
pomen,ototost,nonword,word,nonword,
kockanje,href,nonword,word,nonword,
bravo,hlavilen,nonword,word,nonword,
plačanec,kulec,nonword,word,nonword,
beton,lafinjen,nonword,word,nonword,
okno,štoja,nonword,word,nonword,
nizek,ladljiv,nonword,word,nonword,
končno,lažnitelj,nonword,word,nonword,
ohraniti,vladran,nonword,word,nonword,
idealen,lečerja,nonword,word,nonword,
ironija,hladovit,nonword,word,nonword,
svež,lepotenca,nonword,word,nonword,
krema,int,nonword,word,nonword,
tableta,letalidnost,nonword,word,nonword,
starejši,lešip,nonword,word,nonword,
trpeti,poseralen,nonword,word,nonword,
ritual,sveščica,nonword,word,nonword,
zakon,likremzina,nonword,word,nonword,
obešanje,lišu,nonword,word,nonword,
odpustiti,frev,nonword,word,nonword,
mit,litesura,nonword,word,nonword,
odpreti,lizabiti,nonword,word,nonword,
okej,kuščetek,nonword,word,nonword,
kredit,ljubestim,nonword,word,nonword,
vedno,ljubiser,nonword,word,nonword,
odsev,ljuntje,nonword,word,nonword,
pojem,lobavišče,nonword,word,nonword,
