"sl_cue","sl_target","type","cue_type","target_type","sl_cosine"
"fiogabno","hitro","nonword","nonword","word",NA
"proraskat","finish","nonword","nonword","word",NA
"kotle","tovor","nonword","nonword","word",NA
"hvalno","turtle","nonword","nonword","word",NA
"nasom","višina","nonword","nonword","word",NA
"tekoobravna","zakon","nonword","nonword","word",NA
"zeoprošče","krut","nonword","nonword","word",NA
"valka","pokopališče","nonword","nonword","word",NA
"avtošnja","plamen","nonword","nonword","word",NA
"angležnjevna","intimate","nonword","nonword","word",NA
"tany","scandal","nonword","nonword","word",NA
"uniphonse","ujemanje","nonword","nonword","word",NA
"deoskrunica","sebično","nonword","nonword","word",NA
"trajbijka","odhod","nonword","nonword","word",NA
"sanda","pozdravi","nonword","nonword","word",NA
"jamb","sin","nonword","nonword","word",NA
"sinsna","urnik","nonword","nonword","word",NA
"oblačina","prstni odtis","nonword","nonword","word",NA
"rabno","venus","nonword","nonword","word",NA
"natiobljen","politika","nonword","nonword","word",NA
"reep","problem","nonword","nonword","word",NA
"zaatenta","kravata","nonword","nonword","word",NA
"nal","delavec","nonword","nonword","word",NA
"ranca","die","nonword","nonword","word",NA
"rps","proizvajajo","nonword","nonword","word",NA
"pogodnji","motiti","nonword","nonword","word",NA
"amygle","čudno","nonword","nonword","word",NA
"palavske","načrtovanje","nonword","nonword","word",NA
"grasnil","lastnik","nonword","nonword","word",NA
"kilovšči","strokovnjak","nonword","nonword","word",NA
"dinišč","župan","nonword","nonword","word",NA
"rotne","izračunajte","nonword","nonword","word",NA
"lighknjam","minus","nonword","nonword","word",NA
"bamal","cigareta","nonword","nonword","word",NA
"strasprevo","sever","nonword","nonword","word",NA
"grosel","šport","nonword","nonword","word",NA
"klaroj","butt","nonword","nonword","word",NA
"strezija","gay","nonword","nonword","word",NA
"burdwich","sevanje","nonword","nonword","word",NA
"črick","učitelj","nonword","nonword","word",NA
"ravnostnihje","očitno","nonword","nonword","word",NA
"skrivnoviti","delujoč","nonword","nonword","word",NA
"ambustrelce","ostanite","nonword","nonword","word",NA
"enj","western","nonword","nonword","word",NA
"kokastri","slabost","nonword","nonword","word",NA
"počka","ciničen","nonword","nonword","word",NA
"počanjem","obdobje","nonword","nonword","word",NA
"počanjem","skrbi","nonword","nonword","word",NA
"skladalja","uniforma","nonword","nonword","word",NA
"aibi","izobraževanje","nonword","nonword","word",NA
"zmrče","označuje","nonword","nonword","word",NA
"orn","črka","nonword","nonword","word",NA
"hone","modra","nonword","nonword","word",NA
"anvan","prodaja","nonword","nonword","word",NA
"učinležen","hell","nonword","nonword","word",NA
"gostoskrajnost","učinek","nonword","nonword","word",NA
"zura","rich","nonword","nonword","word",NA
"kerka","gledališče","nonword","nonword","word",NA
"avvil","kakovost","nonword","nonword","word",NA
"trevan","arhitekt","nonword","nonword","word",NA
"ladel","religija","nonword","nonword","word",NA
"poroastrolo","šef","nonword","nonword","word",NA
"pomenčki","parfum","nonword","nonword","word",NA
"lor","odstrani","nonword","nonword","word",NA
"odmeglje","žeja","nonword","nonword","word",NA
"prečjem","absurdno","nonword","nonword","word",NA
"srajje","tradicionalno","nonword","nonword","word",NA
"udart","specialist","nonword","nonword","word",NA
"hstana","denar","nonword","nonword","word",NA
"nanes","drugačen","nonword","nonword","word",NA
"fistrice","bes","nonword","nonword","word",NA
"porker","mravlja","nonword","nonword","word",NA
"psičnija","delce","nonword","nonword","word",NA
"izustvarite","orožje","nonword","nonword","word",NA
"plazmeni","ljudje","nonword","nonword","word",NA
"ary","classic","nonword","nonword","word",NA
"brzod","jagoda","nonword","nonword","word",NA
"errt","smešno","nonword","nonword","word",NA
"rezulcher","vampire","nonword","nonword","word",NA
"komenščen","neverjetno","nonword","nonword","word",NA
"izjevski","fant","nonword","nonword","word",NA
"zkrižje","race","nonword","nonword","word",NA
"coščo","vprašaj","nonword","nonword","word",NA
"podkuskrajne","donacija","nonword","nonword","word",NA
"krajšanje","vojska","nonword","nonword","word",NA
"pozdruži","cheese","nonword","nonword","word",NA
"ovrl","senat","nonword","nonword","word",NA
"femedu","čarovnik","nonword","nonword","word",NA
"bapljena","brave","nonword","nonword","word",NA
"obrzda","popolnoma","nonword","nonword","word",NA
"macevtca","spodaj","nonword","nonword","word",NA
"tuber","tabletke","nonword","nonword","word",NA
"abrasko","sestanek","nonword","nonword","word",NA
"bekord","aretirati","nonword","nonword","word",NA
"poblin","samostan","nonword","nonword","word",NA
"feniš","bombaž","nonword","nonword","word",NA
"kineš","zima","nonword","nonword","word",NA
"ljubosustvom","prost","nonword","nonword","word",NA
"dnika","pogosto","nonword","nonword","word",NA
"roslm","leader","nonword","nonword","word",NA
"jukes","sonda","nonword","nonword","word",NA
"ostronjati se","učite","nonword","nonword","word",NA
"koliobravna","sprejmi","nonword","nonword","word",NA
"roal","reaktor","nonword","nonword","word",NA
"pibris","hladno","nonword","nonword","word",NA
"cerbir","jezen","nonword","nonword","word",NA
"ostuhija","zmede","nonword","nonword","word",NA
"postvenik","nevarno","nonword","nonword","word",NA
"matvarja","arogance","nonword","nonword","word",NA
"polin","operacija","nonword","nonword","word",NA
"rourt","vanilija","nonword","nonword","word",NA
"kratkoli","šala","nonword","nonword","word",NA
"spomeljev","smeh","nonword","nonword","word",NA
"olak","orbit","nonword","nonword","word",NA
"bolnistrelca","zaupanje","nonword","nonword","word",NA
"čelažniv","ultimate","nonword","nonword","word",NA
"ranja","konj","nonword","nonword","word",NA
"hardler","organ","nonword","nonword","word",NA
"verma","ubežnik","nonword","nonword","word",NA
"indvajtor","stavke","nonword","nonword","word",NA
"ognjevizija","govoriti","nonword","nonword","word",NA
"nagnjenjgacija","microfon","nonword","nonword","word",NA
"ravent","lačen","nonword","nonword","word",NA
"tovil","upram","nonword","nonword","word",NA
"donria","kosilo","nonword","nonword","word",NA
"voš","minister","nonword","nonword","word",NA
"spodginal","nogomet","nonword","nonword","word",NA
"dromom","vaba","nonword","nonword","word",NA
"prigriščal","pošlji","nonword","nonword","word",NA
"akdarhka","zunanji","nonword","nonword","word",NA
"okon","žival","nonword","nonword","word",NA
"ekien","heroin","nonword","nonword","word",NA
"rowie","put","nonword","nonword","word",NA
"velju","šola","nonword","nonword","word",NA
"pfeef","prijatelj","nonword","nonword","word",NA
"nesljižen","tkivo","nonword","nonword","word",NA
"beckettuacija","poldneva","nonword","nonword","word",NA
"spatal","zdravljenje","nonword","nonword","word",NA
"peo","robček","nonword","nonword","word",NA
"cočaš","vitamin","nonword","nonword","word",NA
"togis","največje","nonword","nonword","word",NA
"prodajaznost","politično","nonword","nonword","word",NA
"igrajen","redko","nonword","nonword","word",NA
"požnivka","truck","nonword","nonword","word",NA
"lajajčna","ministrstvo","nonword","nonword","word",NA
"orž","napaka","nonword","nonword","word",NA
"ltan","motel","nonword","nonword","word",NA
"oft","šibka","nonword","nonword","word",NA
"leste","pomembnost","nonword","nonword","word",NA
"eir","mučenje","nonword","nonword","word",NA
"pristaštva","orange","nonword","nonword","word",NA
"oglaminal","žica","nonword","nonword","word",NA
"pryc","verjetno","nonword","nonword","word",NA
"konzervaobrambni","gorila","nonword","nonword","word",NA
"telje","eleganten","nonword","nonword","word",NA
"tajač","slikar","nonword","nonword","word",NA
"mige","pomoč","nonword","nonword","word",NA
"drarit","skrivnost","nonword","nonword","word",NA
"rantnost","moka","nonword","nonword","word",NA
"sual","prepovedati","nonword","nonword","word",NA
"žalje","na splošno","nonword","nonword","word",NA
"sovratnik","težko","nonword","nonword","word",NA
"strebica","prenos","nonword","nonword","word",NA
"prebivalkyrie","verjetno","nonword","nonword","word",NA
"kolum","lizard","nonword","nonword","word",NA
"krrs","posojilo","nonword","nonword","word",NA
"regiobljen","ubiti","nonword","nonword","word",NA
"opradite","poškodbe","nonword","nonword","word",NA
"lenic","test","nonword","nonword","word",NA
"spack","letališče","nonword","nonword","word",NA
"ons","zelo","nonword","nonword","word",NA
"playnay","jezero","nonword","nonword","word",NA
"magne","prijateljstvo","nonword","nonword","word",NA
"ketcprov","naslov","nonword","nonword","word",NA
"gavka","starš","nonword","nonword","word",NA
"nadggs","financial","nonword","nonword","word",NA
"ustreševanje","investitor","nonword","nonword","word",NA
"hovat","draw","nonword","nonword","word",NA
"fiprečka","ogromen","nonword","nonword","word",NA
"trodač","zasebnost","nonword","nonword","word",NA
"artesleč","erekcijo","nonword","nonword","word",NA
"dulak","uporaba","nonword","nonword","word",NA
"technižnost","juliet","nonword","nonword","word",NA
"trgoobravna","tenis","nonword","nonword","word",NA
"kilomeghann","warrior","nonword","nonword","word",NA
"stlinska","medaljon","nonword","nonword","word",NA
"glavnega mchcock","motor","nonword","nonword","word",NA
"telefort","prototip","nonword","nonword","word",NA
"spremera","izvedba","nonword","nonword","word",NA
"miligneš","cepivo","nonword","nonword","word",NA
"odpuoskrunje","epidemija","nonword","nonword","word",NA
"veleposlastwood","ljubitelj","nonword","nonword","word",NA
"veleposlanigraphic","minuto","nonword","nonword","word",NA
"tius","komisar","nonword","nonword","word",NA
"drucrt","east","nonword","nonword","word",NA
"lch","kupec","nonword","nonword","word",NA
"razmirenc","popravilo","nonword","nonword","word",NA
"resnejna","razstava","nonword","nonword","word",NA
"grice","sočutje","nonword","nonword","word",NA
"nastnega","nečak","nonword","nonword","word",NA
"staljubši","legenda","nonword","nonword","word",NA
"črar","berka","nonword","nonword","word",NA
"čajko","zvezda","nonword","nonword","word",NA
"trtle","uspeh","nonword","nonword","word",NA
"vlav","priimek","nonword","nonword","word",NA
"žigaš","psihologija","nonword","nonword","word",NA
"oprha","paradižnik","nonword","nonword","word",NA
"zafren","pritisnite","nonword","nonword","word",NA
"aspivel","duck","nonword","nonword","word",NA
"vljincenary","roka","nonword","nonword","word",NA
"mabljene","simbol","nonword","nonword","word",NA
"hodne","cona","nonword","nonword","word",NA
"prekinižnost","sedež","nonword","nonword","word",NA
"tary","znesek","nonword","nonword","word",NA
"hick","puran","nonword","nonword","word",NA
"priložljiv","penis","nonword","nonword","word",NA
"izkljura","skupina","nonword","nonword","word",NA
"gradbela","rakun","nonword","nonword","word",NA
"jav","poroka","nonword","nonword","word",NA
"mučevelj","poštenost","nonword","nonword","word",NA
"pasler","orožje","nonword","nonword","word",NA
"ogljilution","dolžnost","nonword","nonword","word",NA
"zvezžnica","uradnik","nonword","nonword","word",NA
"nastično","varnost","nonword","nonword","word",NA
"primljiva","trgovina","nonword","nonword","word",NA
"nadastinkte","atmosfera","nonword","nonword","word",NA
"zamestripti","injection","nonword","nonword","word",NA
"njas","wolf","nonword","nonword","word",NA
"bogne","abduct","nonword","nonword","word",NA
"noson","perfect","nonword","nonword","word",NA
"najeklen","biološki","nonword","nonword","word",NA
"najegral","champagne","nonword","nonword","word",NA
"najdrobce","ride","nonword","nonword","word",NA
"iskastri","lizanje","nonword","nonword","word",NA
"miništvomno","neprijetno","nonword","nonword","word",NA
"alade","osebnost","nonword","nonword","word",NA
"napot","triangle","nonword","nonword","word",NA
"naastrono","naročnik","nonword","nonword","word",NA
"invabljenje","teorija","nonword","nonword","word",NA
"žrral","easy","nonword","nonword","word",NA
"našminka","še vedno","nonword","nonword","word",NA
"chei","fantastično","nonword","nonword","word",NA
"špaz","harmonija","nonword","nonword","word",NA
"pernik","strategija","nonword","nonword","word",NA
"ple","štiri","nonword","nonword","word",NA
"štežgečka","širok","nonword","nonword","word",NA
"sovrastal","write","nonword","nonword","word",NA
"navzletno","študija","nonword","nonword","word",NA
"natablet","kampiranje","nonword","nonword","word",NA
"drdljiva","prijazno","nonword","nonword","word",NA
"infarkre","površina","nonword","nonword","word",NA
"ponovlje","spanje","nonword","nonword","word",NA
"asy","analiza","nonword","nonword","word",NA
"nluk","dolina","nonword","nonword","word",NA
"premo","vodik","nonword","nonword","word",NA
"kljubota","silver","nonword","nonword","word",NA
"poziključno","potni list","nonword","nonword","word",NA
"ršč","kovina","nonword","nonword","word",NA
"druleg","učinkovito","nonword","nonword","word",NA
"negljena","naročilo","nonword","nonword","word",NA
"nespalno","slovesnost","nonword","nonword","word",NA
"nerazubljen","dekleta","nonword","nonword","word",NA
"dišcev","prah","nonword","nonword","word",NA
"ne krmjan","potreba","nonword","nonword","word",NA
"nenaapartma","povej","nonword","nonword","word",NA
"neupljivno","vlada","nonword","nonword","word",NA
"zaskrstvom","pritisk","nonword","nonword","word",NA
"neobrzda","sodnik","nonword","nonword","word",NA
"žalograf","nasprotnik","nonword","nonword","word",NA
"naibach","bolan","nonword","nonword","word",NA
"nosnet","povezava","nonword","nonword","word",NA
"znangano","vreden","nonword","nonword","word",NA
"znanganje","biologija","nonword","nonword","word",NA
"impreključno","fizično","nonword","nonword","word",NA
"žebljena","babica","nonword","nonword","word",NA
"abnd","normalno","nonword","nonword","word",NA
"trako","obleka","nonword","nonword","word",NA
"skrbnimno","triple","nonword","nonword","word",NA
"nezmostnih","dama","nonword","nonword","word",NA
"koprička","cut","nonword","nonword","word",NA
"tljavo","temno","nonword","nonword","word",NA
"uslu","močno","nonword","nonword","word",NA
"filstvo","okužbe","nonword","nonword","word",NA
"zuziš","neznano","nonword","nonword","word",NA
"kapni","zanimivo","nonword","nonword","word",NA
"rednihter","bogastvo","nonword","nonword","word",NA
"ašč","nation","nonword","nonword","word",NA
"preklistripti","cigar","nonword","nonword","word",NA
"mneža","nepričakovano","nonword","nonword","word",NA
"niščnive","slasten","nonword","nonword","word",NA
"ksis","poceni","nonword","nonword","word",NA
"občujeffovo","odobritev","nonword","nonword","word",NA
"fanje","avto","nonword","nonword","word",NA
"obidnevno","mesto","nonword","nonword","word",NA
"briddanji","vhod","nonword","nonword","word",NA
"požnju","flota","nonword","nonword","word",NA
"ekolo","izziv","nonword","nonword","word",NA
"činstvo","kdaj","nonword","nonword","word",NA
"gibne","kolena","nonword","nonword","word",NA
"poldru","čebula","nonword","nonword","word",NA
"prispevba","služabnik","nonword","nonword","word",NA
"privladlji","stroj","nonword","nonword","word",NA
"stiti","praktično","nonword","nonword","word",NA
"horic","cenim","nonword","nonword","word",NA
"skuje","epizoda","nonword","nonword","word",NA
"očigle","čarovnica","nonword","nonword","word",NA
"senpin","paket","nonword","nonword","word",NA
"odgodnji","sporazum","nonword","nonword","word",NA
"prippy","global","nonword","nonword","word",NA
"poxby","spektakularno","nonword","nonword","word",NA
"mnevah","medaljo","nonword","nonword","word",NA
"dovoljestvih","zakop","nonword","nonword","word",NA
"usmuh","morilec","nonword","nonword","word",NA
"jufie","diplomant","nonword","nonword","word",NA
"prisobljen","občutek","nonword","nonword","word",NA
"poorozje","zmagovalec","nonword","nonword","word",NA
"odključnite","zapora","nonword","nonword","word",NA
"odpravpi","alpha","nonword","nonword","word",NA
"deee","skupnost","nonword","nonword","word",NA
"sklezano","shrani","nonword","nonword","word",NA
"eud","hitro","nonword","nonword","word",NA
"riza","whistle","nonword","nonword","word",NA
"oog","nedavno","nonword","nonword","word",NA
"dnevniti","nebeško","nonword","nonword","word",NA
"vljamoga","strast","nonword","nonword","word",NA
"upaeld","guitar","nonword","nonword","word",NA
"winga","bratranec","nonword","nonword","word",NA
"otretember","ribe","nonword","nonword","word",NA
"vizer","web","nonword","nonword","word",NA
"tolma","december","nonword","nonword","word",NA
"kabitvah","ribolov","nonword","nonword","word",NA
"deusmerjejo","mountain","nonword","nonword","word",NA
"proers","mehansko","nonword","nonword","word",NA
"konfast","street","nonword","nonword","word",NA
"strama","demokracijo","nonword","nonword","word",NA
"pljustite","izdelek","nonword","nonword","word",NA
"zestična","obseg","nonword","nonword","word",NA
"plašil","ulov","nonword","nonword","word",NA
"pribljenost","počitnice","nonword","nonword","word",NA
"abuddite","preteklost","nonword","nonword","word",NA
"ksual","gorivo","nonword","nonword","word",NA
"pidrov","pobeg","nonword","nonword","word",NA
"pem","namerno","nonword","nonword","word",NA
"quak","sistem","nonword","nonword","word",NA
"fovid","hitrost","nonword","nonword","word",NA
"vščinite","proizvodnja","nonword","nonword","word",NA
"ohom","torba","nonword","nonword","word",NA
"svax","nekaj","nonword","nonword","word",NA
"banec","satellite","nonword","nonword","word",NA
"spedi","slavni","nonword","nonword","word",NA
"ralka","ustavi","nonword","nonword","word",NA
"membnico","nesreča","nonword","nonword","word",NA
"tnarstom","klobuk","nonword","nonword","word",NA
"zdrobina","predmet","nonword","nonword","word",NA
"kromnez","think","nonword","nonword","word",NA
"ključnaravno","steklenica","nonword","nonword","word",NA
"okenka","mišice","nonword","nonword","word",NA
"strasia","postaja","nonword","nonword","word",NA
"vaknjena","trial","nonword","nonword","word",NA
"učinalno","informator","nonword","nonword","word",NA
"parey","osamljen","nonword","nonword","word",NA
"posten","microcope","nonword","nonword","word",NA
"alcvo","oddajnik","nonword","nonword","word",NA
"besežnjevlo","vrnite se","nonword","nonword","word",NA
"trepom","predpostavka","nonword","nonword","word",NA
"astrošanj","žvečiti","nonword","nonword","word",NA
"mahnje","komunist","nonword","nonword","word",NA
"petnež","zavrti","nonword","nonword","word",NA
"rixas","sporočilo","nonword","nonword","word",NA
"pijasnje","žarnica","nonword","nonword","word",NA
"okrazion","razočaranje","nonword","nonword","word",NA
"brenj","morfij","nonword","nonword","word",NA
"celand","fotograf","nonword","nonword","word",NA
"bodum","detektiv","nonword","nonword","word",NA
"vamnil","restavracija","nonword","nonword","word",NA
"žven","bar","nonword","nonword","word",NA
"plesanjar","oprostite","nonword","nonword","word",NA
"posprati","do","nonword","nonword","word",NA
"vergo","film","nonword","nonword","word",NA
"bodol","dragulj","nonword","nonword","word",NA
"dedickensna","brez vrednosti","nonword","nonword","word",NA
"minij","ironična","nonword","nonword","word",NA
"edg","zmanjšaj","nonword","nonword","word",NA
"kadsih","dream","nonword","nonword","word",NA
"krnel","pero","nonword","nonword","word",NA
"mô","brat","nonword","nonword","word",NA
"esposite","običajno","nonword","nonword","word",NA
"iger na sstonj","grozno","nonword","nonword","word",NA
"gruh","nepravičen","nonword","nonword","word",NA
"breznoči","vodka","nonword","nonword","word",NA
"krivljeno","kovček","nonword","nonword","word",NA
"polispletka","tri","nonword","nonword","word",NA
"novinarvljen","temperatura","nonword","nonword","word",NA
"geneslji","potrdite","nonword","nonword","word",NA
"pradla","fantasy","nonword","nonword","word",NA
"tuhnje","spirit","nonword","nonword","word",NA
"obljugocena","cevi","nonword","nonword","word",NA
"posprani","elektrika","nonword","nonword","word",NA
"neključen","mrtev","nonword","nonword","word",NA
"poklu","poslovanje","nonword","nonword","word",NA
"brezpora","corporation","nonword","nonword","word",NA
"sekrednim","style","nonword","nonword","word",NA
"skugne","pomilovanja vreden","nonword","nonword","word",NA
"poskrivnoma","ogrlica","nonword","nonword","word",NA
"pomembvi","entrepreneur","nonword","nonword","word",NA
"odstreki","žuželka","nonword","nonword","word",NA
"vicdost","predavanje","nonword","nonword","word",NA
"pem","priznava","nonword","nonword","word",NA
"narester","luknja","nonword","nonword","word",NA
"ločiklub","objem","nonword","nonword","word",NA
"zagotavljastwood","monitor","nonword","nonword","word",NA
"disba","cap","nonword","nonword","word",NA
"tična","ženska","nonword","nonword","word",NA
"poexcelsite","spremljati","nonword","nonword","word",NA
"vljenesi","cheek","nonword","nonword","word",NA
"induvzburja","volitev","nonword","nonword","word",NA
"poslustne","demonstracija","nonword","nonword","word",NA
"kretni","televizija","nonword","nonword","word",NA
"oporforma","cirkus","nonword","nonword","word",NA
"kaaą","drevo","nonword","nonword","word",NA
"donjalnik","organizirajte","nonword","nonword","word",NA
"zvebrazba","igralec","nonword","nonword","word",NA
"postoting","psihološki","nonword","nonword","word",NA
"irt","pravilno","nonword","nonword","word",NA
"potivljajte","cognac","nonword","nonword","word",NA
"vovljalnice","najemodajalec","nonword","nonword","word",NA
"potrdivščin","preveri","nonword","nonword","word",NA
"postavno","halucinacija","nonword","nonword","word",NA
"rekon","majhna","nonword","nonword","word",NA
"konflot","izjemno","nonword","nonword","word",NA
"lachi","štedilnik","nonword","nonword","word",NA
"čestilwellte","sneg","nonword","nonword","word",NA
"pešaš","cake","nonword","nonword","word",NA
"dobesegljiv","porabite","nonword","nonword","word",NA
"čilja","vročina","nonword","nonword","word",NA
"tvova","zavetišče","nonword","nonword","word",NA
"nezakobecketto","obala","nonword","nonword","word",NA
"narokrat","poročen","nonword","nonword","word",NA
"mastljivanje","faks","nonword","nonword","word",NA
"fitzwillity","nož","nonword","nonword","word",NA
"semiljem","nežen","nonword","nonword","word",NA
"prešnjega","pretirano","nonword","nonword","word",NA
"preddie","prvenstvo","nonword","nonword","word",NA
"zaobroček","izdajalec","nonword","nonword","word",NA
"tavzarla","izvedba","nonword","nonword","word",NA
"kanzlic","naglas","nonword","nonword","word",NA
"prerokbidati","snake","nonword","nonword","word",NA
"analikšne","mokra","nonword","nonword","word",NA
"phish","kralj","nonword","nonword","word",NA
"premagram","zadnja","nonword","nonword","word",NA
"ustvarpovedano","pijan","nonword","nonword","word",NA
"jimwn","slava","nonword","nonword","word",NA
"prerokbošiti","samurai","nonword","nonword","word",NA
"prihoggett","kriza","nonword","nonword","word",NA
"lawrencenjevati","zadaj","nonword","nonword","word",NA
"stljaverite","maslo","nonword","nonword","word",NA
"dravi","prodaj","nonword","nonword","word",NA
"ptitil","debela","nonword","nonword","word",NA
"xon","geslo","nonword","nonword","word",NA
"pospletkati","sonce","nonword","nonword","word",NA
"upoča","veselje","nonword","nonword","word",NA
"prippy","kava","nonword","nonword","word",NA
"ozonvek","pridi","nonword","nonword","word",NA
"sodelastnik","misija","nonword","nonword","word",NA
"odbek","jeklo","nonword","nonword","word",NA
"uličdni","empire","nonword","nonword","word",NA
"trebno","dogaja","nonword","nonword","word",NA
"sekunključno","sprehod","nonword","nonword","word",NA
"osvecesa","hamburger","nonword","nonword","word",NA
"pripravšnji","soda","nonword","nonword","word",NA
"zapem","obljuba","nonword","nonword","word",NA
"veise","rak","nonword","nonword","word",NA
"guzz","corpse","nonword","nonword","word",NA
"pozorstvo","energija","nonword","nonword","word",NA
"pribelj","nosečnost","nonword","nonword","word",NA
"tedljiva","glasba","nonword","nonword","word",NA
"predpite","inform","nonword","nonword","word",NA
"fronba","ransom","nonword","nonword","word",NA
"debim","glasbenik","nonword","nonword","word",NA
"prošetk","najti","nonword","nonword","word",NA
"atlanrite","vrednotenje","nonword","nonword","word",NA
"tostvena","klinika","nonword","nonword","word",NA
"obrambpraševanje","milijarde","nonword","nonword","word",NA
"prolja","zora","nonword","nonword","word",NA
"prostoobrazca","črna","nonword","nonword","word",NA
"dljivilo","financiranje","nonword","nonword","word",NA
"mosto","pripravite se","nonword","nonword","word",NA
"želotnim","mama","nonword","nonword","word",NA
"yea","levo","nonword","nonword","word",NA
"obljumovanje","gor","nonword","nonword","word",NA
"ustretomija","teden","nonword","nonword","word",NA
"medivsko","eksplozije","nonword","nonword","word",NA
"butterjard","zemljevid","nonword","nonword","word",NA
"chiclin","mirno","nonword","nonword","word",NA
"doustrelite","mirror","nonword","nonword","word",NA
"ogrovi","skromna","nonword","nonword","word",NA
"marapevt","nekje","nonword","nonword","word",NA
"programska oprlystock","naked","nonword","nonword","word",NA
"turii","skrij","nonword","nonword","word",NA
"kerket","zaključek","nonword","nonword","word",NA
"vednostrica","alley","nonword","nonword","word",NA
"ugrabiškem","stavba","nonword","nonword","word",NA
"presenečesworth","poslušajte","nonword","nonword","word",NA
"gaustvarija","neposredno","nonword","nonword","word",NA
"se zavedaksnost","financiranje","nonword","nonword","word",NA
"popravno","patrol","nonword","nonword","word",NA
"naprevost","najstnik","nonword","nonword","word",NA
"generabljen","nesreča","nonword","nonword","word",NA
"pryc","pustiti","nonword","nonword","word",NA
"optistoj","uničenje","nonword","nonword","word",NA
"občanjem","preživeli","nonword","nonword","word",NA
"filozoustvarja","mlajši","nonword","nonword","word",NA
"pravzastru","pesem","nonword","nonword","word",NA
"gookrona","fluid","nonword","nonword","word",NA
"morskinanc","borec","nonword","nonword","word",NA
"šev","opremiti","nonword","nonword","word",NA
"parbo","kul","nonword","nonword","word",NA
"watve","četrtič","nonword","nonword","word",NA
"cedez","dolga","nonword","nonword","word",NA
"učilnina","to","nonword","nonword","word",NA
"startnica","torek","nonword","nonword","word",NA
"dnika","tunel","nonword","nonword","word",NA
"ognjematično","sto","nonword","nonword","word",NA
"pirja","pištolo","nonword","nonword","word",NA
"skrča","verjeti","nonword","nonword","word",NA
"ohrovonage","postopek","nonword","nonword","word",NA
"myple","izberite","nonword","nonword","word",NA
"sivov","kriv","nonword","nonword","word",NA
"pirablja","politik","nonword","nonword","word",NA
"trum","oče","nonword","nonword","word",NA
"temfon","zapomni si","nonword","nonword","word",NA
"sirotilawrenca","poker","nonword","nonword","word",NA
"nison","spalnica","nonword","nonword","word",NA
"hunto","dejavnost","nonword","nonword","word",NA
"ramem","kriminalec","nonword","nonword","word",NA
"brezvljanje","plate","nonword","nonword","word",NA
"vlačno","depresija","nonword","nonword","word",NA
"dy","koncert","nonword","nonword","word",NA
"trbaum","rop","nonword","nonword","word",NA
"hof","verjetno","nonword","nonword","word",NA
"bavar","nadaljujte","nonword","nonword","word",NA
"upraviškem","država","nonword","nonword","word",NA
"parladnom","plenilec","nonword","nonword","word",NA
"guverstni","lokalno","nonword","nonword","word",NA
"gotes","slanina","nonword","nonword","word",NA
"konfevljavca","let","nonword","nonword","word",NA
"graystotaminacija","goljufije","nonword","nonword","word",NA
"upano","preiskovalec","nonword","nonword","word",NA
"merel","crazy","nonword","nonword","word",NA
"reševastvom","nenehno","nonword","nonword","word",NA
"karna","bataljon","nonword","nonword","word",NA
"freigrica","band","nonword","nonword","word",NA
"ršč","delo","nonword","nonword","word",NA
"ožito","baseball","nonword","nonword","word",NA
"dnjaka","festival","nonword","nonword","word",NA
"wri","kapela","nonword","nonword","word",NA
"živčtom","želja","nonword","nonword","word",NA
"pajan","položaj","nonword","nonword","word",NA
"spoko","vedel","nonword","nonword","word",NA
"netrost","pošten","nonword","nonword","word",NA
"neand","popoln","nonword","nonword","word",NA
"skxi","sadje","nonword","nonword","word",NA
"poznom","predanost","nonword","nonword","word",NA
"zdravnost","dusty","nonword","nonword","word",NA
"ponišnic","izginotje","nonword","nonword","word",NA
"tolbližji","armory","nonword","nonword","word",NA
"čništvo","helikopter","nonword","nonword","word",NA
"dotič","tam","nonword","nonword","word",NA
"ozeska","ni mogoče","nonword","nonword","word",NA
"tosut","ekipa","nonword","nonword","word",NA
"klosno","vedeti","nonword","nonword","word",NA
"klinno","znanstvenik","nonword","nonword","word",NA
"popuvstveno","investirajte","nonword","nonword","word",NA
"rantnik","vaja","nonword","nonword","word",NA
"ritualbuquerque","christian","nonword","nonword","word",NA
"suming","limuzina","nonword","nonword","word",NA
"varubens","novice","nonword","nonword","word",NA
"nasexa","point","nonword","nonword","word",NA
"grano","diskusija","nonword","nonword","word",NA
"ihaty","časovnik","nonword","nonword","word",NA
"glish","ljubezen","nonword","nonword","word",NA
"zav","eksplozivno","nonword","nonword","word",NA
"orž","kavboj","nonword","nonword","word",NA
"reclja","julij","nonword","nonword","word",NA
"vljalec","odvrnitev","nonword","nonword","word",NA
"potrpežljistljiv","kuhar","nonword","nonword","word",NA
"liobravnada","dovolj","nonword","nonword","word",NA
"soditelj","gozd","nonword","nonword","word",NA
"udoko","bright","nonword","nonword","word",NA
"rahlep","umor","nonword","nonword","word",NA
"ludeš","pravosodje","nonword","nonword","word",NA
"juješ","predsednik","nonword","nonword","word",NA
"žična","lažnivec","nonword","nonword","word",NA
"željsula","instrument","nonword","nonword","word",NA
"ioup","intuition","nonword","nonword","word",NA
"lazaplem","shoot","nonword","nonword","word",NA
"sonom","ugled","nonword","nonword","word",NA
"pajan","meso","nonword","nonword","word",NA
"počidnih","pomembno","nonword","nonword","word",NA
"strokovsnil","dostojanstvo","nonword","nonword","word",NA
"senzacionalnagravžno","čokolada","nonword","nonword","word",NA
