"hi_target","hi_cue","type","target_type","cue_type","hi_cosine"
"ଧୟला","स्टेडियम","nonword","nonword","word",NA
"बहसibs","स्कर्ट","nonword","nonword","word",NA
"विश्ववधpardhi","रसोइया","nonword","nonword","word",NA
"महआर०ए०","भूमि","nonword","nonword","word",NA
"सपअलइन","ओगाज़्म","nonword","nonword","word",NA
"पिक०","मारो","nonword","nonword","word",NA
"प्रतsunil","पब","nonword","nonword","word",NA
"गुणतajay","सक्रिय","nonword","nonword","word",NA
"रङख्य","देश","nonword","nonword","word",NA
"µgवुक","वृत्त","nonword","nonword","word",NA
"काआर०ए०","प्रशासन","nonword","nonword","word",NA
"शना","पोता","nonword","nonword","word",NA
"णन","संघीय","nonword","nonword","word",NA
"धरএই","शील्ड","nonword","nonword","word",NA
"सडଋଷ","पुल","nonword","nonword","word",NA
"ry","काउंटी","nonword","nonword","word",NA
"तघषी","दृश्य","nonword","nonword","word",NA
"एक प्रकाशaddition","विश्राम","nonword","nonword","word",NA
"थणयारा","किलो","nonword","nonword","word",NA
"احक","अंधा","nonword","nonword","word",NA
"इमबइड","सलाह","nonword","nonword","word",NA
"सेंज०म०म०","लड़के","nonword","nonword","word",NA
"चैंपयmayur","चूसना","nonword","nonword","word",NA
"तुर्घप","मधुमक्खी","nonword","nonword","word",NA
"सजयएज","गर्मी","nonword","nonword","word",NA
"नऑकट","बुराई","nonword","nonword","word",NA
"हसथश","दर्शन","nonword","nonword","word",NA
"دوक","मिठाई","nonword","nonword","word",NA
"મટंति","प्लस","nonword","nonword","word",NA
"प्रतsunil","बड़ा","nonword","nonword","word",NA
"कवयमा","व्यक्तिगत","nonword","nonword","word",NA
"yüमत","लागू","nonword","nonword","word",NA
"जरदईी","पाप","nonword","nonword","word",NA
"मनोवैधpardhi","फोडा","nonword","nonword","word",NA
"छि	गलम","चुराना","nonword","nonword","word",NA
"मित एक","संपर्क","nonword","nonword","word",NA
"ऱफक्स","टूर्नामेंट","nonword","nonword","word",NA
"जाउह","निंजा","nonword","nonword","word",NA
"संआर०ए०","लड़का","nonword","nonword","word",NA
"घुमाढई","मेढक","nonword","nonword","word",NA
"माএই","मुर्गा","nonword","nonword","word",NA
"लापतशaddition","उल्लू बनाना","nonword","nonword","word",NA
"नङभव","अकस्मात","nonword","nonword","word",NA
"वहpb","जंजीर","nonword","nonword","word",NA
"अत्यbill","मजबूर","nonword","nonword","word",NA
"कंसस क","जासूस","nonword","nonword","word",NA
"âðलक","गंभीर","nonword","nonword","word",NA
"लडडओई","वाइन","nonword","nonword","word",NA
"एनएपन","सफलता","nonword","nonword","word",NA
"arम","पंचांग","nonword","nonword","word",NA
"इआलिश","उंगली","nonword","nonword","word",NA
"ठलग्य","डालने","nonword","nonword","word",NA
"रणमन०i","स्वादिष्ट","nonword","nonword","word",NA
"शाआई०ड०","टिप्पणी","nonword","nonword","word",NA
"فىत्र","अकारण","nonword","nonword","word",NA
"पहटद","ब्रम्हांड","nonword","nonword","word",NA
"रक्षज०म०म०","मुंह","nonword","nonword","word",NA
"बनाएआर०ए०","प्रशंसा करना","nonword","nonword","word",NA
"खींचsj","मूल्यवान","nonword","nonword","word",NA
"चरस हग","साधारण","nonword","nonword","word",NA
"कॉए०एस०","महान","nonword","nonword","word",NA
"जीववज०म०म०","राइफल","nonword","nonword","word",NA
"बाआर०ए०","आखिरकार","nonword","nonword","word",NA
"रहऔण","डीवीडी","nonword","nonword","word",NA
"दृष्ठई","लेखक","nonword","nonword","word",NA
"wkदूक","शव परीक्षण","nonword","nonword","word",NA
"ढपसाइल","फांसी","nonword","nonword","word",NA
"हङतु","माध्यमिक","nonword","nonword","word",NA
"राजतajay","बादल","nonword","nonword","word",NA
"kiर","महाविद्यालय","nonword","nonword","word",NA
"सामयmayur","गर्मी","nonword","nonword","word",NA
"सीभ दख","नवल","nonword","nonword","word",NA
"उपग	गलम","वित्त","nonword","nonword","word",NA
"আৰम","कंबल","nonword","nonword","word",NA
"सुबह शaddition","रोटी","nonword","nonword","word",NA
"हऔजा","नाटक","nonword","nonword","word",NA
"रवनगा","केबल","nonword","nonword","word",NA
"वैतpppp","पैरानॉयड","nonword","nonword","word",NA
"हóविक","अपहरण करना","nonword","nonword","word",NA
"सूचितsunil","गारंटी","nonword","nonword","word",NA
"पत्स हग","अनाड़ी","nonword","nonword","word",NA
"चचेतsunil","नाजुक","nonword","nonword","word",NA
"भया	जमम","रेडियो","nonword","nonword","word",NA
"મહट","पालन ​​करना","nonword","nonword","word",NA
"अपेक्धpardhi","रोगी वाहन","nonword","nonword","word",NA
"घाउप","गौरव","nonword","nonword","word",NA
"बटाहममद","ज़ंग खाया हुआ","nonword","nonword","word",NA
"टेलतajay","राडार","nonword","nonword","word",NA
"णत","मोड़","nonword","nonword","word",NA
"कपwc","साक्षी","nonword","nonword","word",NA
"qqराम","बीओओटी","nonword","nonword","word",NA
"हेलीतsunil","बंद","nonword","nonword","word",NA
"सापतsunil","अध्ययन","nonword","nonword","word",NA
"पनढई","शाही","nonword","nonword","word",NA
"मशऊत","बाहर जाएं","nonword","nonword","word",NA
"यूना०व","बलवान","nonword","nonword","word",NA
"जूसibs","सुनवाई","nonword","nonword","word",NA
"सिज०म०म०","प्रभाव","nonword","nonword","word",NA
"जलयष०पर०","राकेट","nonword","nonword","word",NA
"स्आर०ए०","प्रशंसा","nonword","nonword","word",NA
"મકई","पिता","nonword","nonword","word",NA
"pi़का","थका हुआ","nonword","nonword","word",NA
"लडयmayur","दुर्भाग्य","nonword","nonword","word",NA
"लडडओई","सुरक्षा","nonword","nonword","word",NA
"पकاﷲ","बढ़ना","nonword","nonword","word",NA
"غزयाज","उत्तर","nonword","nonword","word",NA
"बचआई०ड०","राय","nonword","nonword","word",NA
"મખजना","रदेऊ","nonword","nonword","word",NA
"उपमइस","शास्वत","nonword","nonword","word",NA
"पीकȧ","शहद","nonword","nonword","word",NA
"भष्र","सैन्य टुकड़ी","nonword","nonword","word",NA
"àæकेज","घोंसला","nonword","nonword","word",NA
"अखडइव","मेडिकल","nonword","nonword","word",NA
"अभएन०ए०","आवाज़","nonword","nonword","word",NA
"प्रयbill","धीरे से","nonword","nonword","word",NA
"खरफइग","साथ काम करने वाला","nonword","nonword","word",NA
"धाथउ","खरोंच","nonword","nonword","word",NA
"अभियmayur","यौन","nonword","nonword","word",NA
"ऊंटरई","बैंकर","nonword","nonword","word",NA
"मातsunil","कल्पित कथा","nonword","nonword","word",NA
"जूच०ड०","ठीक","nonword","nonword","word",NA
"व्यक्ज०म०म०","वास्तव में","nonword","nonword","word",NA
"ढतजली","सोमवार","nonword","nonword","word",NA
"बरبن","छुट्टी","nonword","nonword","word",NA
"परत एक","बटन","nonword","nonword","word",NA
"पतवउड","हस्ताक्षर","nonword","nonword","word",NA
"اﷲषय","स्वस्थ","nonword","nonword","word",NA
"शैंपदळ","न काम की","nonword","nonword","word",NA
"संकअलइन","योजना","nonword","nonword","word",NA
"वायआई०ड०","कोड","nonword","nonword","word",NA
"رقपसी","आर्थिक रूप से","nonword","nonword","word",NA
"ऑक्गढ०२","प्रजनन नलिका","nonword","nonword","word",NA
"हवहममद","रात का खाना","nonword","nonword","word",NA
"बोआर०ए०","मेल","nonword","nonword","word",NA
"सचरगत","यशस्वी","nonword","nonword","word",NA
"znड़ी","टूना","nonword","nonword","word",NA
"sa्फा","वयस्क","nonword","nonword","word",NA
"ऱफरेता","असमर्थता","nonword","nonword","word",NA
"सियmayur","दिशा सूचक यंत्र","nonword","nonword","word",NA
"cxच","पत्रकारिता","nonword","nonword","word",NA
"परास्ज०म०म०","अतिरिक्त","nonword","nonword","word",NA
"विवईय","पौंड","nonword","nonword","word",NA
"ढ२हे का","आकार","nonword","nonword","word",NA
"ehवेश","फैशनेबल","nonword","nonword","word",NA
"महगवा","रक्षित","nonword","nonword","word",NA
"मामूणब","रहस्योद्घाटन","nonword","nonword","word",NA
"मजअलइन","तार","nonword","nonword","word",NA
"इनहगढ०२","त्वचा","nonword","nonword","word",NA
"प्राचज०म०म०","केश","nonword","nonword","word",NA
"प्रदआई०ड०","दूषण","nonword","nonword","word",NA
"ढठरोध","शायद","nonword","nonword","word",NA
"अनवरा","अभियान","nonword","nonword","word",NA
"specialira","गरम","nonword","nonword","word",NA
"समअलइन","निर्माता","nonword","nonword","word",NA
"नीkb","नकद","nonword","nonword","word",NA
"अन्मन०i","डुबकर मरना","nonword","nonword","word",NA
"منनना","बातचीत","nonword","nonword","word",NA
"टीવમ","भयानक","nonword","nonword","word",NA
"त्एन०ए०","नोबेल","nonword","nonword","word",NA
"वेतajay","अवैध","nonword","nonword","word",NA
"व्यbill","अपरिवर्तनवादी","nonword","nonword","word",NA
"सूचितsunil","टटू","nonword","nonword","word",NA
"व्यव०ग०स०","शर्लक","nonword","nonword","word",NA
"प्रशष०पर०","दान पुण्य","nonword","nonword","word",NA
"सोय		क","पढ़ना","nonword","nonword","word",NA
"ढशडका","लाइव","nonword","nonword","word",NA
"संदिग्शaddition","ओंठ","nonword","nonword","word",NA
"नड्जा","दूध","nonword","nonword","word",NA
"रवमन०i","आधी रात","nonword","nonword","word",NA
"म२क्य","पेंशन","nonword","nonword","word",NA
"मुष०पर०","अच्छा","nonword","nonword","word",NA
"आशरओप","चिंतित","nonword","nonword","word",NA
"भगोडନମ","लज़ान्या","nonword","nonword","word",NA
"दवsq","बैंकिंग","nonword","nonword","word",NA
"मनोवयmayur","कोच","nonword","nonword","word",NA
"वानएक","काम","nonword","nonword","word",NA
"चिकए०एस०","मरीज","nonword","nonword","word",NA
"विशतpppp","प्रौद्योगिकी","nonword","nonword","word",NA
"शस्आई०ड०","समुद्री","nonword","nonword","word",NA
"मकडआस","मकान","nonword","nonword","word",NA
"अटलए०एस०","गाय","nonword","nonword","word",NA
"اﷲषय","स्वीकार करना","nonword","nonword","word",NA
"संलआम","चाभी","nonword","nonword","word",NA
"मछभठ","खांसी","nonword","nonword","word",NA
"हमेशधpardhi","बचाव","nonword","nonword","word",NA
"सामयmayur","विडंबना","nonword","nonword","word",NA
"समणड०४","ऑर्केस्ट्रा","nonword","nonword","word",NA
"आरखझ","ठेठ","nonword","nonword","word",NA
"दरदसदा","तरीका","nonword","nonword","word",NA
"हमलभ दख","चित्र","nonword","nonword","word",NA
"मछली तsunil","नमूना","nonword","nonword","word",NA
"गाoz","मुस्कुराओ","nonword","nonword","word",NA
"बचपना","सामने","nonword","nonword","word",NA
"सहच","निष्ठा","nonword","nonword","word",NA
"निए०एस०","भौतिक विज्ञान","nonword","nonword","word",NA
"महसibs","आकाशीय विद्युत","nonword","nonword","word",NA
"गोलधpardhi","चुनें","nonword","nonword","word",NA
"ମତवनि","दूसरा","nonword","nonword","word",NA
"ईठल","कीचड़","nonword","nonword","word",NA
"पेवupp","उत्प्रेरक","nonword","nonword","word",NA
"ऑजज","अचानक से","nonword","nonword","word",NA
"प्रअलइन","कार्यशाला","nonword","nonword","word",NA
"رت","घृणित","nonword","nonword","word",NA
"धोआख","पंप","nonword","nonword","word",NA
"परए०एस०","खड़ा होना","nonword","nonword","word",NA
"नकारयbill","दीवार","nonword","nonword","word",NA
"ठफड़ा","उमंग","nonword","nonword","word",NA
"गतआई०ड०","अनुभाग","nonword","nonword","word",NA
"प्रदायmayur","मुकाबला","nonword","nonword","word",NA
"बदा","शिकार","nonword","nonword","word",NA
"હતदी","असुविधाजनक","nonword","nonword","word",NA
"ओऍम","अनुभव","nonword","nonword","word",NA
"ॵरज्य","बक्शीश","nonword","nonword","word",NA
"असञश","चट्टान","nonword","nonword","word",NA
"शल्य धpardhi","परत","nonword","nonword","word",NA
"सहटइस","बत्तख","nonword","nonword","word",NA
"गिरफ़्धpardhi","सागरतट","nonword","nonword","word",NA
"क२इवे","मासूम","nonword","nonword","word",NA
"सदसibs","जन सैलाब","nonword","nonword","word",NA
"प्रहममद","अनुरक्षण","nonword","nonword","word",NA
"कृततajay","रम","nonword","nonword","word",NA
"पष्ति","पियानो","nonword","nonword","word",NA
"ने२व","चेतावनी","nonword","nonword","word",NA
"भआक","ऊपर","nonword","nonword","word",NA
"मायडक","बूंद","nonword","nonword","word",NA
"संसभध","प्रेरित करना","nonword","nonword","word",NA
"दळर्ण","लिफ़ाफ़ा","nonword","nonword","word",NA
"असफच०ड०","व्यवस्था","nonword","nonword","word",NA
"काएध","एश","nonword","nonword","word",NA
"मितpppp","मीनार","nonword","nonword","word",NA
"हiतिम","लेख","nonword","nonword","word",NA
"प्हममद","गेलरी","nonword","nonword","word",NA
"उपयय		क","दालचीनी","nonword","nonword","word",NA
"अनसस क","आधार","nonword","nonword","word",NA
"ईमामन०i","संचालित","nonword","nonword","word",NA
"समलष०पर०","आश्चर्य","nonword","nonword","word",NA
"समस हग","शौक़ीन व्यक्ति","nonword","nonword","word",NA
"वियbill","होटल","nonword","nonword","word",NA
"समवupp","प्रशंसनीय","nonword","nonword","word",NA
"تمगर","नाम","nonword","nonword","word",NA
"ऋदसेना","अंदर का","nonword","nonword","word",NA
"नाडगक","रोमियो","nonword","nonword","word",NA
"सऽठक","लपकना","nonword","nonword","word",NA
"सलातsunil","चैंपियन","nonword","nonword","word",NA
"दर्स हग","सहज रूप में","nonword","nonword","word",NA
"प्रबंधकाशaddition","निष्कर्ष","nonword","nonword","word",NA
"सभत एक","चुप","nonword","nonword","word",NA
"आम ततajay","दयालु","nonword","nonword","word",NA
"सहमन०i","आवरण","nonword","nonword","word",NA
"ठईएं","अंधेरा","nonword","nonword","word",NA
"सधाही","गुप्त","nonword","nonword","word",NA
"hxस्ट","शक","nonword","nonword","word",NA
"टङस्त","विश्वास","nonword","nonword","word",NA
"ନରत्र","जाल","nonword","nonword","word",NA
"साआर०ए०","निषिद्ध","nonword","nonword","word",NA
"中文जारी","पति","nonword","nonword","word",NA
"धुचतई","एक","nonword","nonword","word",NA
"بیछला","जंगल","nonword","nonword","word",NA
"आमतौआई०ड०","चिंता","nonword","nonword","word",NA
"ഒരधेरा","क्षेत्रीय","nonword","nonword","word",NA
"जन्वupp","सृजन करना","nonword","nonword","word",NA
"दृढ़धpardhi","मूक","nonword","nonword","word",NA
"अक्स हग","इंतिहान","nonword","nonword","word",NA
"थितऋष","रात","nonword","nonword","word",NA
"सिखाଶର","चेतावनी","nonword","nonword","word",NA
"सीअट","दौड़ना","nonword","nonword","word",NA
"जऑम","घटना","nonword","nonword","word",NA
"सीह६","तैयार","nonword","nonword","word",NA
"प्लतsunil","तन","nonword","nonword","word",NA
"ढयंस","भाग्य","nonword","nonword","word",NA
"वऔरिंज","शस्त्रागार","nonword","nonword","word",NA
"ऱखंदर","योग","nonword","nonword","word",NA
"सुفي","स्वयंसेवक","nonword","nonword","word",NA
"परीणड०४","बनाना","nonword","nonword","word",NA
"सुतpppp","पुस्तकालय","nonword","nonword","word",NA
"सुरतajay","भगवान","nonword","nonword","word",NA
"दlला","क्लब","nonword","nonword","word",NA
"सलथभ","प्रतिभावान","nonword","nonword","word",NA
"ओऱर","कंधा","nonword","nonword","word",NA
"उतहममद","नीचे","nonword","nonword","word",NA
"षठ","carnival","nonword","nonword","word",NA
"hxषण","फायदा","nonword","nonword","word",NA
"ताऋक","शिकार","nonword","nonword","word",NA
"रखर	गलम","मंत्रिमंडल","nonword","nonword","word",NA
"ट्राज०म०म०","नर्तकी","nonword","nonword","word",NA
"हैमबएन०ए०","हाथ","nonword","nonword","word",NA
"सेखछ","पुरुष","nonword","nonword","word",NA
"संपएड","मूल","nonword","nonword","word",NA
"बिस हग","पश्चिम","nonword","nonword","word",NA
"मंगणड०४","बुलाना","nonword","nonword","word",NA
"पोआमक","दो","nonword","nonword","word",NA
"मॉणड०४","झपकी","nonword","nonword","word",NA
"बेसस क","टुकड़ा","nonword","nonword","word",NA
"स्जझन","विलोम","nonword","nonword","word",NA
"स्जझन","फ़ैक्टर","nonword","nonword","word",NA
"स्पष०पर०","ठोस","nonword","nonword","word",NA
"प्यbill","कष्ट","nonword","nonword","word",NA
"सूचनाशaddition","उद्योग","nonword","nonword","word",NA
"स्वधpardhi","वातावरण","nonword","nonword","word",NA
"उपक","ताल","nonword","nonword","word",NA
"न१ंदी","सेब","nonword","nonword","word",NA
"साएसस०","मलाई","nonword","nonword","word",NA
"णक","मिंग","nonword","nonword","word",NA
"ଜପध","दुश्मन","nonword","nonword","word",NA
"स्वज०म०म०","फोजी","nonword","nonword","word",NA
"सहजमन०i","क्षेत्र","nonword","nonword","word",NA
"प्रेम धpardhi","अखाड़ा","nonword","nonword","word",NA
"शिक्ऐन","वसंत","nonword","nonword","word",NA
"स्वीकधpardhi","क्षेत्राधिकार","nonword","nonword","word",NA
"नङ","बाइबिल","nonword","nonword","word",NA
"नियbill","वर्णन करना","nonword","nonword","word",NA
"कlपड़ी","नाखून","nonword","nonword","word",NA
"मार डधpardhi","भयानक","nonword","nonword","word",NA
"निहममद","पुराना","nonword","nonword","word",NA
"lmतरा","स्वाभाविक प्रवृत्ति","nonword","nonword","word",NA
"आंऊण","कम","nonword","nonword","word",NA
"फोटोतsunil","गायक","nonword","nonword","word",NA
"fhथ","रानी","nonword","nonword","word",NA
"एड्रधpardhi","ताकत","nonword","nonword","word",NA
"یاर्य","कैप्सूल","nonword","nonword","word",NA
"निरहममद","युवा","nonword","nonword","word",NA
"गहअछ","क्षमता","nonword","nonword","word",NA
"टोजठ","सीज़र","nonword","nonword","word",NA
"७वटेल","ताबूत","nonword","nonword","word",NA
"एड्रेनालाईन","casiival","nonword","word","nonword",NA
"सर्दी","radito","nonword","word","nonword",NA
"अधिकारी","अकसस हग","nonword","word","nonword",NA
"माइक्रोस्कोप","अकलईल","nonword","word","nonword",NA
"सूअर","अकसरा","nonword","word","nonword",NA
"न्यायाधीश","अक्णड०४","nonword","word","nonword",NA
"कभी","अखाडفي","nonword","word","nonword",NA
"specialist","अंधpardhi","nonword","word","nonword",NA
"कुरूप","अचाए०एस०","nonword","word","nonword",NA
"छेद","नइ्छा","nonword","word","nonword",NA
"खेल","नइ्छा","nonword","word","nonword",NA
"अप्रत्याशित रूप से","एनएगर","nonword","word","nonword",NA
"निर्माण","अजअलइन","nonword","word","nonword",NA
"सूचना देनेवाला","अंतरराधpardhi","nonword","word","nonword",NA
"शारीरिक","अंतरिकशaddition","nonword","word","nonword",NA
"राष्ट्र","अति आए०एस०","nonword","word","nonword",NA
"मिसाइल","अति उधpardhi","nonword","word","nonword",NA
"जानवर","यउतिम","nonword","word","nonword",NA
"तौलिया","अतिणड०४","nonword","word","nonword",NA
"समुदाय","अतिष०पर०","nonword","word","nonword",NA
"बीमार","अतणड०४","nonword","word","nonword",NA
"खरगोश","अंआर०ए०","nonword","word","nonword",NA
"चोट","अंरझ","nonword","word","nonword",NA
"तैराकी","अधिक वधpardhi","nonword","word","nonword",NA
"सिप","एउधेरा","nonword","word","nonword",NA
"सचमुच","अध्सस क","nonword","word","nonword",NA
"संरचना","अनवऊ","nonword","word","nonword",NA
"फूल","अनाडvw","nonword","word","nonword",NA
"telephone","अनाडvw","nonword","word","nonword",NA
"निरीक्षण","अनाणड०४","nonword","word","nonword",NA
"यथोचित","अनफख","nonword","word","nonword",NA
"रवैया","अनणड०४","nonword","word","nonword",NA
"असाधारण","अनसइक","nonword","word","nonword",NA
"दोषी","अनस हग","nonword","word","nonword",NA
"परिणाम","अनहममद","nonword","word","nonword",NA
"दृष्टि","अनहममद","nonword","word","nonword",NA
"प्रदर्शनी","अनुरतpppp","nonword","word","nonword",NA
"कार्डिनल","अनुष०पर०","nonword","word","nonword",NA
"मटमैला","अनगढ०२","nonword","word","nonword",NA
"वजह","अपरएव","nonword","word","nonword",NA
"बिक्री","अपरिवर्शaddition","nonword","word","nonword",NA
"झंकार","अपहरण धpardhi","nonword","word","nonword",NA
"सोडा","अफआर०ए०","nonword","word","nonword",NA
"कहीं","अभअलइन","nonword","word","nonword",NA
"प्रक्रिया","अभभ दख","nonword","word","nonword",NA
"उपयुक्त","वसी","nonword","word","nonword",NA
"फ्लैट","अभी  अअभ","nonword","word","nonword",NA
"के भीतर","अभ	जमम","nonword","word","nonword",NA
"व्यक्तित्व","अराअलइन","nonword","word","nonword",NA
"कार्यक्रम","अरऔन","nonword","word","nonword",NA
"रकम","अलय		क","nonword","word","nonword",NA
"वास्तव में","textतरण","nonword","word","nonword",NA
"ज्ञान","अवल	गलम","nonword","word","nonword",NA
"निर्देशक","अवसibs","nonword","word","nonword",NA
"लैस","अवআছ","nonword","word","nonword",NA
"उपनाम","अव्यआई०ड०","nonword","word","nonword",NA
"किराया","असयअस","nonword","word","nonword",NA
"जादूगर","असमरआर०ए०","nonword","word","nonword",NA
"गुस्सा","असलच०ड०","nonword","word","nonword",NA
"महत्त्व","असा	जमम","nonword","word","nonword",NA
"ज़रूरत","असातpppp","nonword","word","nonword",NA
"बयान","असुवितsunil","nonword","word","nonword",NA
"सिंहासन","अस्य		क","nonword","word","nonword",NA
"वायर","आंकडढए","nonword","word","nonword",NA
"मरना","आकरस हग","nonword","word","nonword",NA
"आकर्षक","आकरहममद","nonword","word","nonword",NA
"तेल","आकठच","nonword","word","nonword",NA
"झप्पी","आकvc","nonword","word","nonword",NA
"प्रभाव","आकाशीयधpardhi","nonword","word","nonword",NA
"बेटा","आक्अलइन","nonword","word","nonword",NA
"कछुए","ऱखख","nonword","word","nonword",NA
"सिगरेट","आखिस हग","nonword","word","nonword",NA
"टमाटर","ef","nonword","word","nonword",NA
"बच्चा","एनएमन","nonword","word","nonword",NA
"दूर","आगेतsunil","nonword","word","nonword",NA
"युवा","ल१","nonword","word","nonword",NA
"सक्रिय","उमादी","nonword","word","nonword",NA
"बटुआ","आजधpardhi","nonword","word","nonword",NA
"ठीक होना","आजआई०ड०","nonword","word","nonword",NA
"समलैंगिक","आत्यbill","nonword","word","nonword",NA
"बंद करना","si्मा","nonword","word","nonword",NA
"माता-पिता","आदर आई०ड०","nonword","word","nonword",NA
"रस","आदगड०","nonword","word","nonword",NA
"मां","आदઆવ","nonword","word","nonword",NA
"मिश्रण","अचा","nonword","word","nonword",NA
"गाल","आधउङ","nonword","word","nonword",NA
"नंगा","आधिकारिधpardhi","nonword","word","nonword",NA
"खेल","आधतajay","nonword","word","nonword",NA
"वैभव","आधत एक","nonword","word","nonword",NA
"जासूसी","आनej","nonword","word","nonword",NA
"गैर जिम्मेदार","अबा","nonword","word","nonword",NA
"सेरिब्रल","आने धpardhi","nonword","word","nonword",NA
"खींचना","आपरेआई०ड०","nonword","word","nonword",NA
"कलम","हचादी","nonword","word","nonword",NA
"बुखार","नथारी","nonword","word","nonword",NA
"संगणक","yu","nonword","word","nonword",NA
"बेसबॉल","आयbk","nonword","word","nonword",NA
"लड़ाई का मैदान","आरामष०पर०","nonword","word","nonword",NA
"मुश्किल","आर्थिधpardhi","nonword","word","nonword",NA
"बहादुर","बटू","nonword","word","nonword",NA
"जारी रखें","एनएरण","nonword","word","nonword",NA
"समाप्त","२०ाज़","nonword","word","nonword",NA
"हर्ष","आवष०पर०","nonword","word","nonword",NA
"असत्य","पएा","nonword","word","nonword",NA
"धातु","आशए०एस०","nonword","word","nonword",NA
"कष्ट","आश्एसस०","nonword","word","nonword",NA
"मुहावरा","उईसू","nonword","word","nonword",NA
"धमनी","इकmx","nonword","word","nonword",NA
"रेत","इंजएन०ए०","nonword","word","nonword",NA
"त्रिमास","इंटणड०४","nonword","word","nonword",NA
"टुकड़ा","इंतajay","nonword","word","nonword",NA
"इनाम","इननओट","nonword","word","nonword",NA
"सौ","इसआई०ड०","nonword","word","nonword",NA
"सूचित करना","ईरतajay","nonword","word","nonword",NA
"फिरौती","એકगली","nonword","word","nonword",NA
"अकेला","उच्च श्रयsiddhartha","nonword","word","nonword",NA
"क्षमा","ससएईगीरा","nonword","word","nonword",NA
"असली","उतवईय","nonword","word","nonword",NA
"इलाज","उत्तेजितशaddition","nonword","word","nonword",NA
"डायन","उत्पए०एस०","nonword","word","nonword",NA
"हथौड़ा","उदस हग","nonword","word","nonword",NA
"अपेक्षा करना","textकरण","nonword","word","nonword",NA
"पुष्टि करना","उपकइस","nonword","word","nonword",NA
"शहर","उपय		क","nonword","word","nonword",NA
"ऊंचाई","उपसयbill","nonword","word","nonword",NA
"सिंह","kmौ","nonword","word","nonword",NA
"विषय","उमrī","nonword","word","nonword",NA
"चना","उम्मतajay","nonword","word","nonword",NA
"योग्य","उल्लधpardhi","nonword","word","nonword",NA
"चाकू","vcर","nonword","word","nonword",NA
"नि: शुल्क","ow","nonword","word","nonword",NA
"मूर्खता","ow","nonword","word","nonword",NA
"जूलियट","एजघमट","nonword","word","nonword",NA
"चटनी","एडऍब","nonword","word","nonword",NA
"विभाजन","एलर ह","nonword","word","nonword",NA
"प्याज","ठए","nonword","word","nonword",NA
"बारूद","एस्तajay","nonword","word","nonword",NA
"एक अरब","एहडएक","nonword","word","nonword",NA
"पत्रकार","ऑर्कधpardhi","nonword","word","nonword",NA
"शक्तिहीन","ओगयbill","nonword","word","nonword",NA
"तोड़-फोड़","हóठ","nonword","word","nonword",NA
"तेज़","फएन","nonword","word","nonword",NA
"अनुचित","ककyg","nonword","word","nonword",NA
"टेनिस","ककyg","nonword","word","nonword",NA
"कोहरा","ककशसा","nonword","word","nonword",NA
"पत्रिका","कच४ज","nonword","word","nonword",NA
"जाओ","कटजया","nonword","word","nonword",NA
"मक्खन","कठञई","nonword","word","nonword",NA
"कृतज्ञता","लमम","nonword","word","nonword",NA
"पोशाक","वऊधा","nonword","word","nonword",NA
"साथ","षम","nonword","word","nonword",NA
"संकेत","कपनया","nonword","word","nonword",NA
"छुट्टी का दिन","بیपनी","nonword","word","nonword",NA
"पुजारी","پرबल","nonword","word","nonword",NA
"डर","कभज०म०म०","nonword","word","nonword",NA
"तरल","कभज०म०म०","nonword","word","nonword",NA
"नौकरानी","कभयmayur","nonword","word","nonword",NA
"सीधे","षठ","nonword","word","nonword",NA
"समापन","षठ","nonword","word","nonword",NA
"प्रेम प्रसंगयुक्त","षठ","nonword","word","nonword",NA
"लिखो","कम 	ससकत","nonword","word","nonword",NA
"कोस्ट","कमच०ड०","nonword","word","nonword",NA
"उत्तर","कमऔई","nonword","word","nonword",NA
"सुरुचिपूर्ण","करोष०पर०","nonword","word","nonword",NA
"बावर्ची","कर्ष०पर०","nonword","word","nonword",NA
"लूट","सरा","nonword","word","nonword",NA
"विषय","कल	जमम","nonword","word","nonword",NA
"बिजली","कलय		क","nonword","word","nonword",NA
"मतदाता","कलस हग","nonword","word","nonword",NA
"घुमाएँ","कल्पतsunil","nonword","word","nonword",NA
"प्रदर्शन","लकि","nonword","word","nonword",NA
"जोश में","कषwc","nonword","word","nonword",NA
"नमस्कार","कसमतajay","nonword","word","nonword",NA
"यन्त्र","कहउह","nonword","word","nonword",NA
"चुनौती","इतो","nonword","word","nonword",NA
"चोट का निसान","६वउंटी","nonword","word","nonword",NA
"डॉलर","മലगज़","nonword","word","nonword",NA
"बुद्धिमान","أبंच","nonword","word","nonword",NA
"मूत्र","काथगन","nonword","word","nonword",NA
"सोदागर","उईम","nonword","word","nonword",NA
"चैंपियनशिप","कामन०i","nonword","word","nonword",NA
"गलीचा","کرरण","nonword","word","nonword",NA
"पिशाच","काअलइन","nonword","word","nonword",NA
"सुखद","कारयmayur","nonword","word","nonword",NA
"भेड़िया","कालोકર","nonword","word","nonword",NA
"शिक्षा","किराપઢ","nonword","word","nonword",NA
"खाना खा लो","किधpardhi","nonword","word","nonword",NA
"फैक्स","किरज०म०म०","nonword","word","nonword",NA
"पेड़","किझख","nonword","word","nonword",NA
"छड़","किलष०पर०","nonword","word","nonword",NA
"फ़ुटबॉल","किज०म०म०","nonword","word","nonword",NA
"नली","खछसान","nonword","word","nonword",NA
