"sr_cue","sr_target","type","cue_type","target_type","sr_cosine"
"тележбао","романтичан","nonword","nonword","word",NA
"каотвара","урадите","nonword","nonword","word",NA
"милијамс","уложити","nonword","nonword","word",NA
"слатштење","безвредан","nonword","nonword","word",NA
"амбасањства","зајам","nonword","nonword","word",NA
"основбасада","намерно","nonword","nonword","word",NA
"плaa","протокол","nonword","nonword","word",NA
"на другом стингс","сакрити","nonword","nonword","word",NA
"тисиш","каубоје","nonword","nonword","word",NA
"чвус","сањати","nonword","nonword","word",NA
"заданпут","зрачење","nonword","nonword","word",NA
"клина","животињски","nonword","nonword","word",NA
"неопрезан","лечење","nonword","nonword","word",NA
"стдa","религија","nonword","nonword","word",NA
"изворији","богат","nonword","nonword","word",NA
"флоса","пијан","nonword","nonword","word",NA
"унајбати","управа","nonword","nonword","word",NA
"гoв","одабрати","nonword","nonword","word",NA
"овран","противник","nonword","nonword","word",NA
"гулеп","хаљина","nonword","nonword","word",NA
"мариском","атлантик","nonword","nonword","word",NA
"аспилар","знати","nonword","nonword","word",NA
"хопад","значај","nonword","nonword","word",NA
"резерволност","употреба","nonword","nonword","word",NA
"емола","маркетинг","nonword","nonword","word",NA
"трока","жена","nonword","nonword","word",NA
"woв","сликар","nonword","nonword","word",NA
"стрпљеблиотека","трговац","nonword","nonword","word",NA
"јаме","донација","nonword","nonword","word",NA
"пељев","лош","nonword","nonword","word",NA
"истинлуција","опасност","nonword","nonword","word",NA
"мучитиблдор","планина","nonword","nonword","word",NA
"дијалностја","привући","nonword","nonword","word",NA
"мнока","интимно","nonword","nonword","word",NA
"ноштa","витамин","nonword","nonword","word",NA
"бочаш","смањити","nonword","nonword","word",NA
"сошеш","водоник","nonword","nonword","word",NA
"нашну","примарна","nonword","nonword","word",NA
"џунха","бара","nonword","nonword","word",NA
"слутребно","песма","nonword","nonword","word",NA
"шпанзија","вањски","nonword","nonword","word",NA
"жрсом","фестивал","nonword","nonword","word",NA
"стрпљесуствовати","зима","nonword","nonword","word",NA
"зесјајна","сок","nonword","nonword","word",NA
"команжним","у","nonword","nonword","word",NA
"зевоз","председник","nonword","nonword","word",NA
"наздрађе","детињство","nonword","nonword","word",NA
"поздравпити","дама","nonword","nonword","word",NA
"исправнологија","нестанак","nonword","nonword","word",NA
"обичније","француски","nonword","nonword","word",NA
"обракати","огледало","nonword","nonword","word",NA
"немогућством","мучнина","nonword","nonword","word",NA
"непре","деловати","nonword","nonword","word",NA
"опседсиван","успети","nonword","nonword","word",NA
"огромдожења","пословати","nonword","nonword","word",NA
"позитињство","лево","nonword","nonword","word",NA
"кључде","обезбедити","nonword","nonword","word",NA
"сахра","врат","nonword","nonword","word",NA
"месец дстром","магла","nonword","nonword","word",NA
"у субтљај","размислити","nonword","nonword","word",NA
"свакодисточно","нервозан","nonword","nonword","word",NA
"мевљи","закопати","nonword","nonword","word",NA
"основпомоћан","сила","nonword","nonword","word",NA
"неразулност","сребрна","nonword","nonword","word",NA
"изстварнада","лепа","nonword","nonword","word",NA
"шминнимни","сине","nonword","nonword","word",NA
"неувреда","документ","nonword","nonword","word",NA
"неудолност","трострук","nonword","nonword","word",NA
"забрислиш","добровољно","nonword","nonword","word",NA
"несреглед","празник","nonword","nonword","word",NA
"инцибрао","прихватити","nonword","nonword","word",NA
"ćeрт","хитан","nonword","nonword","word",NA
"унех","торта","nonword","nonword","word",NA
"ojпех","пребатор","nonword","nonword","word",NA
"нинуо","неуспех","nonword","nonword","word",NA
"нодњу","уједначен","nonword","nonword","word",NA
"tран","здраво","nonword","nonword","word",NA
"ресанттер","давалац","nonword","nonword","word",NA
"šlп","безбедан","nonword","nonword","word",NA
"idч","брз","nonword","nonword","word",NA
"àêрав","правда","nonword","nonword","word",NA
"uæта","активност","nonword","nonword","word",NA
"апсоски","електрична енергија","nonword","nonword","word",NA
"усталази","умрети","nonword","nonword","word",NA
"извеквих","ратник","nonword","nonword","word",NA
"одржа","невероватно","nonword","nonword","word",NA
"углавгућити","комуникација","nonword","nonword","word",NA
"стрпљерантовати","образовање","nonword","nonword","word",NA
"ствамално","хармонија","nonword","nonword","word",NA
"пристично","занимљив","nonword","nonword","word",NA
"lzна","медаља","nonword","nonword","word",NA
"здрашло","модрица","nonword","nonword","word",NA
"бавна","одолети","nonword","nonword","word",NA
"реимпресија","грам","nonword","nonword","word",NA
"yeд","потпис","nonword","nonword","word",NA
"прклес","поручник","nonword","nonword","word",NA
"велијамс","проповедан","nonword","nonword","word",NA
"изаиденти","кравата","nonword","nonword","word",NA
"огромштитити","ценити","nonword","nonword","word",NA
"прлку","улаз","nonword","nonword","word",NA
"одгослио","тата","nonword","nonword","word",NA
"доласком","дужина","nonword","nonword","word",NA
"ужиброст","истражитељ","nonword","nonword","word",NA
"доустала","одржавање","nonword","nonword","word",NA
"отпорство","комад","nonword","nonword","word",NA
"слубро","дискусија","nonword","nonword","word",NA
"присуност","организовати","nonword","nonword","word",NA
"мајно","елемент","nonword","nonword","word",NA
"тетовалност","троугао","nonword","nonword","word",NA
"могућ","реактор","nonword","nonword","word",NA
"твит","зауставити","nonword","nonword","word",NA
"плуда","потера","nonword","nonword","word",NA
"стварпанија","школски","nonword","nonword","word",NA
"брутаског","честица","nonword","nonword","word",NA
"ери","октобар","nonword","nonword","word",NA
"секундбар","учити","nonword","nonword","word",NA
"вериш","идиот","nonword","nonword","word",NA
"ризистим","искреност","nonword","nonword","word",NA
"ризикомплексти","јакна","nonword","nonword","word",NA
"прокас","структура","nonword","nonword","word",NA
"успести","четврти","nonword","nonword","word",NA
"чипа","челик","nonword","nonword","word",NA
"срећма","јефтино","nonword","nonword","word",NA
"жафан","суђење","nonword","nonword","word",NA
"изсле","микрофон","nonword","nonword","word",NA
"стигнета","чоколада","nonword","nonword","word",NA
"згоддити","првенство","nonword","nonword","word",NA
"кабистан","гуштер","nonword","nonword","word",NA
"арсестра","главни кувар","nonword","nonword","word",NA
"пистру","брашно","nonword","nonword","word",NA
"свжa","нос","nonword","nonword","word",NA
"деликалност","свиња","nonword","nonword","word",NA
"утибим","група","nonword","nonword","word",NA
"иденти","достојан","nonword","nonword","word",NA
"супод","скочити","nonword","nonword","word",NA
"једка","женско","nonword","nonword","word",NA
"асинап","људски","nonword","nonword","word",NA
"гдк","задњи","nonword","nonword","word",NA
"киднабњак","оружје","nonword","nonword","word",NA
"астрока","пријатељство","nonword","nonword","word",NA
"чекаквог","психологија","nonword","nonword","word",NA
"јаште","освјежи","nonword","nonword","word",NA
"ogј","снијег","nonword","nonword","word",NA
"ковепсио","наследити","nonword","nonword","word",NA
"jeст","детектив","nonword","nonword","word",NA
"касрећна","цвет","nonword","nonword","word",NA
"дјела","урин","nonword","nonword","word",NA
"крорлин","спортови","nonword","nonword","word",NA
"дoвoљприродан","снајпер","nonword","nonword","word",NA
"прж","гром","nonword","nonword","word",NA
"улашкарца","леш","nonword","nonword","word",NA
"јашња","доказ","nonword","nonword","word",NA
"гутао","награда","nonword","nonword","word",NA
"страгих","смех","nonword","nonword","word",NA
"остабити","пораз","nonword","nonword","word",NA
"мијер","производ","nonword","nonword","word",NA
"вазлатна","мајонез","nonword","nonword","word",NA
"радизвој","звезда","nonword","nonword","word",NA
"пограм","задржати","nonword","nonword","word",NA
"ставкажи","краљ","nonword","nonword","word",NA
"радто","страст","nonword","nonword","word",NA
"rjбум","политика","nonword","nonword","word",NA
"терут","информатор","nonword","nonword","word",NA
"кључница","назив","nonword","nonword","word",NA
"покријлсе","риболов","nonword","nonword","word",NA
"посхвати","фотографија","nonword","nonword","word",NA
"тредем","трагичан","nonword","nonword","word",NA
"основнаут","локација","nonword","nonword","word",NA
"тагред","капетан","nonword","nonword","word",NA
"читастич","журка","nonword","nonword","word",NA
"чииденти","експлозиван","nonword","nonword","word",NA
"пезнао","ударац","nonword","nonword","word",NA
"питастич","савршено","nonword","nonword","word",NA
"пумон","хришћанин","nonword","nonword","word",NA
"изађа","народ","nonword","nonword","word",NA
"варио","репутација","nonword","nonword","word",NA
"бршем","служавка","nonword","nonword","word",NA
"приустима","тајмер","nonword","nonword","word",NA
"цеслим","јако","nonword","nonword","word",NA
"вeрoвaтзионисати","жица","nonword","nonword","word",NA
"плашититланд","ретко","nonword","nonword","word",NA
"плелук","таленат","nonword","nonword","word",NA
"гoдипити","фантастичан","nonword","nonword","word",NA
"спођа","нападач","nonword","nonword","word",NA
"доухвати","интуиција","nonword","nonword","word",NA
"гууредник","самурајски","nonword","nonword","word",NA
"берлинти","учитељ","nonword","nonword","word",NA
"стварменити","волф","nonword","nonword","word",NA
"разго","слава","nonword","nonword","word",NA
"слдо","лет","nonword","nonword","word",NA
"стварати","бијес","nonword","nonword","word",NA
"посмo","око","nonword","nonword","word",NA
"стварститати","играчка","nonword","nonword","word",NA
"популалност","линг","nonword","nonword","word",NA
"хејскоп","рођак","nonword","nonword","word",NA
"сенба","заједница","nonword","nonword","word",NA
"стрикање","корпорација","nonword","nonword","word",NA
"комплиског","хапшење","nonword","nonword","word",NA
"играчкушати","ожењен","nonword","nonword","word",NA
"новинарлност","продати","nonword","nonword","word",NA
"полииграчка","хеликоптер","nonword","nonword","word",NA
"критиском","негде","nonword","nonword","word",NA
"стаесн","западни","nonword","nonword","word",NA
"полет","светао","nonword","nonword","word",NA
"секреском","затвор","nonword","nonword","word",NA
"подрквог","енергија","nonword","nonword","word",NA
"поправисност","долина","nonword","nonword","word",NA
"поаманда","претпоставка","nonword","nonword","word",NA
"бодна","купац","nonword","nonword","word",NA
"стварзорење","финансирање","nonword","nonword","word",NA
"наштитник","језеро","nonword","nonword","word",NA
"индужностја","систем","nonword","nonword","word",NA
"поправда","жеђ","nonword","nonword","word",NA
"идентити","капија","nonword","nonword","word",NA
"пепси","локални","nonword","nonword","word",NA
"довежбао","породица","nonword","nonword","word",NA
"очајта","масажа","nonword","nonword","word",NA
"опронито","пуцај","nonword","nonword","word",NA
"незакоглeдa","уље","nonword","nonword","word",NA
"боњац","сачувати","nonword","nonword","word",NA
"бубреглно","развој","nonword","nonword","word",NA
"прајаш","лепота","nonword","nonword","word",NA
"пекар","пуковниче","nonword","nonword","word",NA
"бејни","небески","nonword","nonword","word",NA
"стрпљекуренција","инспирација","nonword","nonword","word",NA
"ezен","шеф","nonword","nonword","word",NA
"скривера","столица","nonword","nonword","word",NA
"семислиш","лав","nonword","nonword","word",NA
"сенчеш","божански","nonword","nonword","word",NA
"ствардложити","великодушан","nonword","nonword","word",NA
"објећu","победити","nonword","nonword","word",NA
"опуност","гориво","nonword","nonword","word",NA
"огромцеларки","помоћи","nonword","nonword","word",NA
"милиоством","виљушкар","nonword","nonword","word",NA
"жиобрати","повреда","nonword","nonword","word",NA
"надиквог","ружан","nonword","nonword","word",NA
"попша","изложба","nonword","nonword","word",NA
"узена","несрећа","nonword","nonword","word",NA
"нeкoлицењивање","апсурдан","nonword","nonword","word",NA
"закљуству","музеј","nonword","nonword","word",NA
"тођај","радник","nonword","nonword","word",NA
"призгодно","опис","nonword","nonword","word",NA
"папан","ићи","nonword","nonword","word",NA
"пуухвати","магазин","nonword","nonword","word",NA
"чујбан","јести","nonword","nonword","word",NA
"колезбеј","импресионирати","nonword","nonword","word",NA
"учшто","патрола","nonword","nonword","word",NA
"одцио","политички","nonword","nonword","word",NA
"конлест","тачан","nonword","nonword","word",NA
"сестромдаран","палац","nonword","nonword","word",NA
"уплацеза","борити се","nonword","nonword","word",NA
"спрежио","тамо","nonword","nonword","word",NA
"пумпу","мотел","nonword","nonword","word",NA
"рашме","пун","nonword","nonword","word",NA
"одухвати","галаксија","nonword","nonword","word",NA
"огромрадити","картела","nonword","nonword","word",NA
"гаске","вештачки","nonword","nonword","word",NA
"неволски","превара","nonword","nonword","word",NA
"нeкoливеравати","дозволити","nonword","nonword","word",NA
"гуиграње","повући","nonword","nonword","word",NA
"ствујекат","глупост","nonword","nonword","word",NA
"уторција","цена","nonword","nonword","word",NA
"кусхвати","финансирање","nonword","nonword","word",NA
"креизвод","шпагете","nonword","nonword","word",NA
"зника","усамљен","nonword","nonword","word",NA
"фаструки","минут","nonword","nonword","word",NA
"рафронта","мамац","nonword","nonword","word",NA
"прегледга","одобрење","nonword","nonword","word",NA
"гошај","болест","nonword","nonword","word",NA
"исправпријатељски","знати","nonword","nonword","word",NA
"огромдавина","миран","nonword","nonword","word",NA
"мосор","болестан","nonword","nonword","word",NA
"утортерски","млад","nonword","nonword","word",NA
"дефре","ходати","nonword","nonword","word",NA
"прорир","температура","nonword","nonword","word",NA
"посматралност","не може","nonword","nonword","word",NA
"будућство","врло","nonword","nonword","word",NA
"источтомија","заиста","nonword","nonword","word",NA
"медиспортски","анализа","nonword","nonword","word",NA
"лестро","механички","nonword","nonword","word",NA
"утакмила","циркус","nonword","nonword","word",NA
"генебљен","бака","nonword","nonword","word",NA
"прагом","дрво","nonword","nonword","word",NA
"пудих","капела","nonword","nonword","word",NA
"повер","лизање","nonword","nonword","word",NA
"фаррли","преживети","nonword","nonword","word",NA
"задовољлност","видео","nonword","nonword","word",NA
"напретрес","парадајз","nonword","nonword","word",NA
"глуза","пакет","nonword","nonword","word",NA
"кључан","биологија","nonword","nonword","word",NA
"озбиљмотрити","дворац","nonword","nonword","word",NA
"изненађестронг","ставак","nonword","nonword","word",NA
"сатон","монитор","nonword","nonword","word",NA
"одлутити","спавати","nonword","nonword","word",NA
"тучег","нуклеарна","nonword","nonword","word",NA
"веверилност","личност","nonword","nonword","word",NA
"кавиш","рупа","nonword","nonword","word",NA
"каквомдар","мрав","nonword","nonword","word",NA
"војком","рука","nonword","nonword","word",NA
"софспех","флота","nonword","nonword","word",NA
"генерамплет","теорија","nonword","nonword","word",NA
"углавмистичан","слово","nonword","nonword","word",NA
"продутраг","улица","nonword","nonword","word",NA
"стрпљелозофија","важан","nonword","nonword","word",NA
"каријелност","динамит","nonword","nonword","word",NA
"лоб","мучење","nonword","nonword","word",NA
"поврестварно","брат","nonword","nonword","word",NA
"ресто","шампањац","nonword","nonword","word",NA
"žaч","закључати","nonword","nonword","word",NA
"скрикула","јутро","nonword","nonword","word",NA
"лофренки","смешан","nonword","nonword","word",NA
"цекић","халуцинација","nonword","nonword","word",NA
"одразвој","веран","nonword","nonword","word",NA
"у однрлот","специјалиста","nonword","nonword","word",NA
"годистранца","тест","nonword","nonword","word",NA
"драматињство","пилот","nonword","nonword","word",NA
"који се схмплекс","лимузина","nonword","nonword","word",NA
"кљуно","самопоуздање","nonword","nonword","word",NA
"украткотина","пенис","nonword","nonword","word",NA
"заградитистинкт","цар","nonword","nonword","word",NA
"играчјунажа","злочинац","nonword","nonword","word",NA
"санос","аутопут","nonword","nonword","word",NA
"окруалан","чувати","nonword","nonword","word",NA
"озбиљдржати","дечак","nonword","nonword","word",NA
"покривалност","коначно","nonword","nonword","word",NA
"суног","синдроман","nonword","nonword","word",NA
"поздраввање","морфијски","nonword","nonword","word",NA
"ваљџа","дрога","nonword","nonword","word",NA
"испрана мора","венес","nonword","nonword","word",NA
"исправње","батаљон","nonword","nonword","word",NA
"стрпљеференција","лука","nonword","nonword","word",NA
"рашка","наредити","nonword","nonword","word",NA
"мртвачки састингс","торнадо","nonword","nonword","word",NA
"трејсити","отисак прста","nonword","nonword","word",NA
"свежђе","бостон","nonword","nonword","word",NA
"исправђународни","затварање","nonword","nonword","word",NA
"дручјати","исток","nonword","nonword","word",NA
"мркс","узрок","nonword","nonword","word",NA
"лачао","закуп","nonword","nonword","word",NA
"моруј","писац","nonword","nonword","word",NA
"убива","затвор","nonword","nonword","word",NA
"тврдојорк","уређај","nonword","nonword","word",NA
"јучан","кеса","nonword","nonword","word",NA
"тванд","брод","nonword","nonword","word",NA
"бављу","процена","nonword","nonword","word",NA
"кадeo","опремити","nonword","nonword","word",NA
"парласког","икад","nonword","nonword","word",NA
"гуверквих","редитељ","nonword","nonword","word",NA
"сушти","извршење","nonword","nonword","word",NA
"фреструкција","црн","nonword","nonword","word",NA
"радга","веродостојан","nonword","nonword","word",NA
"задњегва","језив","nonword","nonword","word",NA
"систвима","тишина","nonword","nonword","word",NA
"брика","аеродром","nonword","nonword","word",NA
"хлvx","предузетник","nonword","nonword","word",NA
"сножа","лекар","nonword","nonword","word",NA
"одлучеви","јесен","nonword","nonword","word",NA
"стрпљеминисати","комплетан","nonword","nonword","word",NA
"сврачиште","неодговоран","nonword","nonword","word",NA
"попетиздрав","факс","nonword","nonword","word",NA
"понистра","приход","nonword","nonword","word",NA
"оставкупити","заклетва","nonword","nonword","word",NA
"енк","публика","nonword","nonword","word",NA
"слалом","тинејџер","nonword","nonword","word",NA
"слачеш","симбол","nonword","nonword","word",NA
"јаст","мирис","nonword","nonword","word",NA
"штитник","у потпуности","nonword","nonword","word",NA
"телеквој","неправедан","nonword","nonword","word",NA
"erб","грозница","nonword","nonword","word",NA
"дадирект","ракун","nonword","nonword","word",NA
"поздравћати","трка","nonword","nonword","word",NA
"плаће","милост","nonword","nonword","word",NA
"џимех","предавање","nonword","nonword","word",NA
"стрпљебинација","обавестити","nonword","nonword","word",NA
"духоспао","мистерија","nonword","nonword","word",NA
"гнесто","слаб","nonword","nonword","word",NA
"стрежиш","зуб","nonword","nonword","word",NA
"кинем","копија","nonword","nonword","word",NA
"завој","камповање","nonword","nonword","word",NA
"лиспремнада","огрлица","nonword","nonword","word",NA
"кућко","родитељски","nonword","nonword","word",NA
"лукључни","конобарица","nonword","nonword","word",NA
"каукрала","административни","nonword","nonword","word",NA
"крab","колено","nonword","nonword","word",NA
"одчег","износ","nonword","nonword","word",NA
"сојеш","пешкир","nonword","nonword","word",NA
"јуњен","јастог","nonword","nonword","word",NA
"сензационастрпљив","мама","nonword","nonword","word",NA
"струхват","говорити","nonword","nonword","word",NA
"унутраквој","зацелити","nonword","nonword","word",NA
"сучић","предмет","nonword","nonword","word",NA
"ховом","крајњи","nonword","nonword","word",NA
"капациглeдa","сладак","nonword","nonword","word",NA
"имотан","палуба","nonword","nonword","word",NA
"задоволност","пасош","nonword","nonword","word",NA
"мииграње","северно","nonword","nonword","word",NA
"одесио","окрутност","nonword","nonword","word",NA
"црвенути","дипломирани","nonword","nonword","word",NA
"слата","дете","nonword","nonword","word",NA
"kjек","мисија","nonword","nonword","word",NA
"сиротилност","рачунар","nonword","nonword","word",NA
"стићу","цигара","nonword","nonword","word",NA
"вeруформа","вампир","nonword","nonword","word",NA
"ставет","свештеник","nonword","nonword","word",NA
"одлуменик","борац","nonword","nonword","word",NA
"чудовисност","птица","nonword","nonword","word",NA
"ришла","шетати се","nonword","nonword","word",NA
"ikо","свећа","nonword","nonword","word",NA
"одлуљада","снимање","nonword","nonword","word",NA
"ентузијастинкт","сведочанство","nonword","nonword","word",NA
"плjl","одвратан","nonword","nonword","word",NA
"стваррамида","уобичајен","nonword","nonword","word",NA
"истражистрпљење","широк","nonword","nonword","word",NA
"уметбина","вентилација","nonword","nonword","word",NA
"ајд","дефиниција","nonword","nonword","word",NA
"слшо","распоред","nonword","nonword","word",NA
"мерлс","притиснути","nonword","nonword","word",NA
"насузних","директно","nonword","nonword","word",NA
"висхвати","настави","nonword","nonword","word",NA
"детонаглeдa","скроман","nonword","nonword","word",NA
"поздравцијал","дати","nonword","nonword","word",NA
"мерде","пливати","nonword","nonword","word",NA
"кушаш","окрутан","nonword","nonword","word",NA
"nbак","војни","nonword","nonword","word",NA
"погреског","лозинка","nonword","nonword","word",NA
"теден","вера","nonword","nonword","word",NA
"разре","трудноћа","nonword","nonword","word",NA
"наследти","част","nonword","nonword","word",NA
"тодрвета","перформансе","nonword","nonword","word",NA
"гогон","пиво","nonword","nonword","word",NA
"књија","градити","nonword","nonword","word",NA
"ајд","бојати се","nonword","nonword","word",NA
"дoвoљретити","о томе","nonword","nonword","word",NA
"експериством","рођендан","nonword","nonword","word",NA
"мериз","електричан","nonword","nonword","word",NA
"идуност","напад","nonword","nonword","word",NA
"литву","фудбал","nonword","nonword","word",NA
"тинејистински","искрен","nonword","nonword","word",NA
"ћусниш","геј","nonword","nonword","word",NA
"кодом","ватсон","nonword","nonword","word",NA
"тва","америка","nonword","nonword","word",NA
"ураест","гласати","nonword","nonword","word",NA
"депуст","разумети","nonword","nonword","word",NA
"тујеш","градоначелник","nonword","nonword","word",NA
"модесној","смеша","nonword","nonword","word",NA
"оркеблем","издајник","nonword","nonword","word",NA
"бајма","спектакуларни","nonword","nonword","word",NA
"комерцијастрпљив","тенис","nonword","nonword","word",NA
"неопхолност","гласач","nonword","nonword","word",NA
"морна","класичан","nonword","nonword","word",NA
"марадајз","аутомобил","nonword","nonword","word",NA
"оставстручити","опасан","nonword","nonword","word",NA
"крид","далеко","nonword","nonword","word",NA
"роштиљње","лавабо","nonword","nonword","word",NA
"адвопим","притисак","nonword","nonword","word",NA
"мобу","игра","nonword","nonword","word",NA
"пилеискрена","загрлити","nonword","nonword","word",NA
"претпољу","луд","nonword","nonword","word",NA
"овлалутно","глобално","nonword","nonword","word",NA
"понеделност","светло","nonword","nonword","word",NA
"самоубимплекс","бојно поље","nonword","nonword","word",NA
"отгoв","студија","nonword","nonword","word",NA
"тваца","тужилац","nonword","nonword","word",NA
"изјадити","уличица","nonword","nonword","word",NA
"поздравдити","височанство","nonword","nonword","word",NA
"страдњу","затвореник","nonword","nonword","word",NA
"лашту","израчунати","nonword","nonword","word",NA
"поноквог","напустити","nonword","nonword","word",NA
"стваркидати","морнар","nonword","nonword","word",NA
"раклес","децембар","nonword","nonword","word",NA
"аманка","спор","nonword","nonword","word",NA
"хтесан","продаја","nonword","nonword","word",NA
"изљим","агенција","nonword","nonword","word",NA
"стјунија","мотор","nonword","nonword","word",NA
"dwао","непознат","nonword","nonword","word",NA
"стигбити","ћурка","nonword","nonword","word",NA
"фиимпресија","чекић","nonword","nonword","word",NA
"днљен","пројектил","nonword","nonword","word",NA
"идентити","одлазак","nonword","nonword","word",NA
"факурург","често","nonword","nonword","word",NA
"агенрање","одлучност","nonword","nonword","word",NA
"деччан","захтев","nonword","nonword","word",NA
"надигратистронг","опрати","nonword","nonword","word",NA
"стварменити","венчање","nonword","nonword","word",NA
"стрпљерисдикција","заувек","nonword","nonword","word",NA
"направисност","успоставити","nonword","nonword","word",NA
"раднитвих","предложити","nonword","nonword","word",NA
"лоп","срећан","nonword","nonword","word",NA
"тув","микроскоп","nonword","nonword","word",NA
"саслу","помоћник","nonword","nonword","word",NA
"златвљати","машина","nonword","nonword","word",NA
"озбиљчувати","састанак","nonword","nonword","word",NA
"загле","пријатан","nonword","nonword","word",NA
"туррус","парфем","nonword","nonword","word",NA
"утифон","став","nonword","nonword","word",NA
"сро","ерекција","nonword","nonword","word",NA
"секто","шприц","nonword","nonword","word",NA
"сенник","инструмент","nonword","nonword","word",NA
"наузвратти","вежби","nonword","nonword","word",NA
"понуо","осумњичити","nonword","nonword","word",NA
"стварство","купатило","nonword","nonword","word",NA
"пресрећна","седети","nonword","nonword","word",NA
"озбиљтоносан","могућност","nonword","nonword","word",NA
"костварнија","мали","nonword","nonword","word",NA
"карнеминг","неочекивано","nonword","nonword","word",NA
"озбиљсуалан","глух","nonword","nonword","word",NA
"нeкoлинографија","змија","nonword","nonword","word",NA
"банкарност","избор","nonword","nonword","word",NA
"будал","несрећа","nonword","nonword","word",NA
"финансијлност","округ","nonword","nonword","word",NA
"озбиљнарички","различит","nonword","nonword","word",NA
"аутолост","брада","nonword","nonword","word",NA
"морка","хероин","nonword","nonword","word",NA
"јарник","победник","nonword","nonword","word",NA
"енглески јстронг","убиство","nonword","nonword","word",NA
"кооблика","висина","nonword","nonword","word",NA
"оператињство","пренос","nonword","nonword","word",NA
"шминзија","уништење","nonword","nonword","word",NA
"супен","чамац","nonword","nonword","word",NA
"сенлвер","пећ","nonword","nonword","word",NA
"каумрети","комедија","nonword","nonword","word",NA
"опседнотежа","креативност","nonword","nonword","word",NA
"хитна пзврат","динг","nonword","nonword","word",NA
"пашак","грешка","nonword","nonword","word",NA
"компјуин","дебео","nonword","nonword","word",NA
"помагалност","пластика","nonword","nonword","word",NA
"сплодити","сланина","nonword","nonword","word",NA
"хиске","терет","nonword","nonword","word",NA
"тођај","лобања","nonword","nonword","word",NA
"клинцати","возач","nonword","nonword","word",NA
"племескоп","квалитет","nonword","nonword","word",NA
"католичлност","тим","nonword","nonword","word",NA
"цавјетски","боца","nonword","nonword","word",NA
"астронастија","задњица","nonword","nonword","word",NA
"постројелност","шала","nonword","nonword","word",NA
"алекност","стил","nonword","nonword","word",NA
"дивитиздрав","маслац","nonword","nonword","word",NA
"мијер","соларни","nonword","nonword","word",NA
"мокла","психолошки","nonword","nonword","word",NA
"ритумпир","пиштољ","nonword","nonword","word",NA
"куоскара","четрталан","nonword","nonword","word",NA
"ujм","бесплатно","nonword","nonword","word",NA
"дустриски","бејзбол","nonword","nonword","word",NA
"наистим","фантазија","nonword","nonword","word",NA
"покреталност","намера","nonword","nonword","word",NA
"золошкитлмен","лажно","nonword","nonword","word",NA
"пућем","горила","nonword","nonword","word",NA
"zgо","прехлађен","nonword","nonword","word",NA
"подозбиљница","водка","nonword","nonword","word",NA
"масакрја","традиционалан","nonword","nonword","word",NA
"привилегистронг","хамбургер","nonword","nonword","word",NA
"огромлепити","саботажа","nonword","nonword","word",NA
"бешку","оружар","nonword","nonword","word",NA
"стрпљетерисати","грчки","nonword","nonword","word",NA
"понесрећ","себичан","nonword","nonword","word",NA
"гла","гаража","nonword","nonword","word",NA
"спаћи","визија","nonword","nonword","word",NA
"поисправина","свет","nonword","nonword","word",NA
"шезду","музика","nonword","nonword","word",NA
"проспремница","прашњав","nonword","nonword","word",NA
"необилност","стотину","nonword","nonword","word",NA
"предшати","биолошки","nonword","nonword","word",NA
"стварредити","стратегија","nonword","nonword","word",NA
"течно","кардинал","nonword","nonword","word",NA
"уствативан","мртав","nonword","nonword","word",NA
"глаткати","нећак","nonword","nonword","word",NA
"меназнам","супротно","nonword","nonword","word",NA
"кацидент","збрка","nonword","nonword","word",NA
"узub","голи","nonword","nonword","word",NA
"своса","негативан","nonword","nonword","word",NA
"лазаштит","фраза","nonword","nonword","word",NA
"игda","четворо","nonword","nonword","word",NA
"опигла","веб","nonword","nonword","word",NA
"овде","умреција","nonword","word","nonword",NA
"бубрег","вeрoвaтминистративни","nonword","word","nonword",NA
"храброст","адренаством","nonword","word","nonword",NA
"суд","енерса","nonword","word","nonword",NA
"куга","аерокорд","nonword","word","nonword",NA
"славан","стрпљетивирати","nonword","word","nonword",NA
"инцидент","активство","nonword","word","nonword",NA
"кицош","акцеквог","nonword","word","nonword",NA
"крем","алберни","nonword","word","nonword",NA
"месец дана","фраби","nonword","word","nonword",NA
"прекидати","ahфа","nonword","word","nonword",NA
"рог","отворика","nonword","word","nonword",NA
"кашаљ","бренлиза","nonword","word","nonword",NA
"уточиште","албердан","nonword","word","nonword",NA
"радити","зajeдганција","nonword","word","nonword",NA
"грип","озбиљтерија","nonword","word","nonword",NA
"анатомија","нeкoлитиљерија","nonword","word","nonword",NA
"танак","озбиљхитекта","nonword","word","nonword",NA
"откровење","озбитатор","nonword","word","nonword",NA
"јужно","атланјор","nonword","word","nonword",NA
"раме","опкламосфера","nonword","word","nonword",NA
"трачеви","аутосрет","nonword","word","nonword",NA
"насупрот","аутомосперт","nonword","word","nonword",NA
"рећи","аутоштај","nonword","word","nonword",NA
"вероватноћа","итека","nonword","word","nonword",NA
"љутња","спора","nonword","word","nonword",NA
"плашити се","батарпер","nonword","word","nonword",NA
"данас","шваман","nonword","word","nonword",NA
"елиминисати","берлиндан","nonword","word","nonword",NA
"актовац","безбедство","nonword","word","nonword",NA
"пројекат","екравредан","nonword","word","nonword",NA
"гувернер","опизбол","nonword","word","nonword",NA
"рођење","бесстично","nonword","word","nonword",NA
