sr_cue,sr_target,type,cue_type,target_type,sr_cosine
дугме,слоти,nonword,word,nonword,0.584710982607377
ученик,тлао,nonword,word,nonword,0.584710982607377
мајмун,знасту,nonword,word,nonword,0.584710982607377
генератор,вљена,nonword,word,nonword,0.584710982607377
стражар,линдчење,nonword,word,nonword,0.584710982607377
прекрити,лоб,nonword,word,nonword,0.584710982607377
сукоб,сура,nonword,word,nonword,0.584710982607377
месец,онрач,nonword,word,nonword,0.584710982607377
учити,источка,nonword,word,nonword,0.584710982607377
чврсто,ценот,nonword,word,nonword,0.584710982607377
под,изадва,nonword,word,nonword,0.584710982607377
ђубре,изжњу,nonword,word,nonword,0.584710982607377
банда,изглeдaредан,nonword,word,nonword,0.584710982607377
мито,погледашење,nonword,word,nonword,0.584710982607377
новинарство,изгослио,nonword,word,nonword,0.584710982607377
бензин,изуметник,nonword,word,nonword,0.584710982607377
дремка,облава,nonword,word,nonword,0.584710982607377
лепо,огрожба,nonword,word,nonword,0.584710982607377
залив,изљан,nonword,word,nonword,0.584710982607377
политика,изглeдaзити,nonword,word,nonword,0.584710982607377
поноћ,стрпљерачунати,nonword,word,nonword,0.584710982607377
сладак,икео,nonword,word,nonword,0.584710982607377
младожења,вeрoвaтсионирати,nonword,word,nonword,0.584710982607377
рум,врлиститор,nonword,word,nonword,0.584710982607377
стакло,инпост,nonword,word,nonword,0.584710982607377
огреботина,стварспекција,nonword,word,nonword,0.584710982607377
снимак,стрпљеспирација,nonword,word,nonword,0.584710982607377
магија,инструстиш,nonword,word,nonword,0.584710982607377
шећер,интелигенмплекс,nonword,word,nonword,0.584710982607377
излаз,инуметно,nonword,word,nonword,0.584710982607377
уметник,стрпљетуиција,nonword,word,nonword,0.584710982607377
песник,инстранција,nonword,word,nonword,0.584710982607377
тврдоглав,доумада,nonword,word,nonword,0.584710982607377
чинија,инстинктмација,nonword,word,nonword,0.584710982607377
пошта,удобција,nonword,word,nonword,0.584710982607377
зомби,ироникaдa,nonword,word,nonword,0.584710982607377
факултет,исален,nonword,word,nonword,0.584710982607377
днк,спрумност,nonword,word,nonword,0.584710982607377
дозволити,вуток,nonword,word,nonword,0.584710982607377
сијати,истражилност,nonword,word,nonword,0.584710982607377
долазак,ствартражити,nonword,word,nonword,0.584710982607377
принцеза,исјаш,nonword,word,nonword,0.584710982607377
пепео,жаи,nonword,word,nonword,0.584710982607377
слобода,јастукда,nonword,word,nonword,0.584710982607377
одраз,лода,nonword,word,nonword,0.584710982607377
преглед,свије,nonword,word,nonword,0.584710982607377
другде,лимна,nonword,word,nonword,0.584710982607377
пиштољ,јатар,nonword,word,nonword,0.584710982607377
бетон,јахтев,nonword,word,nonword,0.584710982607377
прозор,јединсперт,nonword,word,nonword,0.584710982607377
пацифик,стварноставан,nonword,word,nonword,0.584710982607377
вашингтон,јесвое,nonword,word,nonword,0.584710982607377
потврда,јеускоро,nonword,word,nonword,0.584710982607377
ок,јекар,nonword,word,nonword,0.584710982607377
активан,језац,nonword,word,nonword,0.584710982607377
доза,јевре,nonword,word,nonword,0.584710982607377
забринут,оједин,nonword,word,nonword,0.584710982607377
неожењен,ознатино,nonword,word,nonword,0.584710982607377
протест,још прот,nonword,word,nonword,0.584710982607377
џунгла,рил,nonword,word,nonword,0.584710982607377
шоу,јулизнао,nonword,word,nonword,0.584710982607377
кошуља,јујли,nonword,word,nonword,0.584710982607377
мишљење,јукит,nonword,word,nonword,0.584710982607377
жупанија,каших,nonword,word,nonword,0.584710982607377
анђео,камислиo,nonword,word,nonword,0.584710982607377
изненада,озбиљмповање,nonword,word,nonword,0.584710982607377
финансијски,канум,nonword,word,nonword,0.584710982607377
бројати,капесник,nonword,word,nonword,0.584710982607377
утисак,капешкир,nonword,word,nonword,0.584710982607377
зарђао,капиштoљ,nonword,word,nonword,0.584710982607377
тумор,капиталимплекс,nonword,word,nonword,0.584710982607377
завезати,ухвадинал,nonword,word,nonword,0.584710982607377
позитиван,агентела,nonword,word,nonword,0.584710982607377
вежбање,каузвратје,nonword,word,nonword,0.584710982607377
генерал,катом,nonword,word,nonword,0.584710982607377
роб,априлитет,nonword,word,nonword,0.584710982607377
одговор,удаса,nonword,word,nonword,0.584710982607377
саосећајан,кисеоством,nonword,word,nonword,0.584710982607377
виски,успесичан,nonword,word,nonword,0.584710982607377
патња,увејент,nonword,word,nonword,0.584710982607377
пролеће,ствоника,nonword,word,nonword,0.584710982607377
новембар,битга,nonword,word,nonword,0.584710982607377
кампања,срушискуп,nonword,word,nonword,0.584710982607377
изузетно,костојно,nonword,word,nonword,0.584710982607377
ризичан,дедва,nonword,word,nonword,0.584710982607377
развод,комедилност,nonword,word,nonword,0.584710982607377
уста,комебрих,nonword,word,nonword,0.584710982607377
сиротиште,комисник,nonword,word,nonword,0.584710982607377
гнездо,полинстан,nonword,word,nonword,0.584710982607377
оркестар,комуникацијалност,nonword,word,nonword,0.584710982607377
хормон,комунилберт,nonword,word,nonword,0.584710982607377
кокаин,најрећно,nonword,word,nonword,0.584710982607377
такмичење,исправнобарица,nonword,word,nonword,0.584710982607377
буквално,концензнуост,nonword,word,nonword,0.584710982607377
продавац,конхват,nonword,word,nonword,0.584710982607377
речник,копис,nonword,word,nonword,0.584710982607377
животна средина,кокуп,nonword,word,nonword,0.584710982607377
скупо,кодлакја,nonword,word,nonword,0.584710982607377
вентил,комплича,nonword,word,nonword,0.584710982607377
сутра,корпорацимплекс,nonword,word,nonword,0.584710982607377
течност,кокол,nonword,word,nonword,0.584710982607377
дечаци,орновата,nonword,word,nonword,0.584710982607377
хорор,крарек,nonword,word,nonword,0.584710982607377
кабина,краг,nonword,word,nonword,0.584710982607377
спасити,краљевност,nonword,word,nonword,0.584710982607377
закон,креативством,nonword,word,nonword,0.584710982607377
оперисати,крхо,nonword,word,nonword,0.584710982607377
акт ташна,убрза,nonword,word,nonword,0.584710982607377
невин,купатињства,nonword,word,nonword,0.584710982607377
библија,кумен,nonword,word,nonword,0.584710982607377
избор,рав,nonword,word,nonword,0.584710982607377
узак,лажнимбо,nonword,word,nonword,0.584710982607377
кредит,нешашен,nonword,word,nonword,0.584710982607377
плашити,лазен,nonword,word,nonword,0.584710982607377
камп,бук,nonword,word,nonword,0.584710982607377
конобар,дљиво,nonword,word,nonword,0.584710982607377
уклонити,леувреда,nonword,word,nonword,0.584710982607377
главни град,летро,nonword,word,nonword,0.584710982607377
најам,леног,nonword,word,nonword,0.584710982607377
замка,лепослом,nonword,word,nonword,0.584710982607377
лаж,ејт,nonword,word,nonword,0.584710982607377
сестра,летејлор,nonword,word,nonword,0.584710982607377
посматрати,лестамње,nonword,word,nonword,0.584710982607377
губитник,диш,nonword,word,nonword,0.584710982607377
званично,либераством,nonword,word,nonword,0.584710982607377
остати,лизаклон,nonword,word,nonword,0.584710982607377
критички,лимуосновна,nonword,word,nonword,0.584710982607377
мржња,лилк,nonword,word,nonword,0.584710982607377
стадион,стрпљетурност,nonword,word,nonword,0.584710982607377
бог,спуност,nonword,word,nonword,0.584710982607377
ноћ,лоизвиња,nonword,word,nonword,0.584710982607377
несрећан,лопљачка,nonword,word,nonword,0.584710982607377
тих,локаквој,nonword,word,nonword,0.584710982607377
ћелија,играчкација,nonword,word,nonword,0.584710982607377
међународни,пеш,nonword,word,nonword,0.584710982607377
друштво,енд,nonword,word,nonword,0.584710982607377
барон,чок,nonword,word,nonword,0.584710982607377
духовит,бњака,nonword,word,nonword,0.584710982607377
шпијунажа,љугуљ,nonword,word,nonword,0.584710982607377
нездрав,љумутеник,nonword,word,nonword,0.584710982607377
сиромаштво,уподи,nonword,word,nonword,0.584710982607377
коначно,нетски,nonword,word,nonword,0.584710982607377
кичмени,љубљу,nonword,word,nonword,0.584710982607377
радни сто,ејт,nonword,word,nonword,0.584710982607377
противотров,магабрао,nonword,word,nonword,0.584710982607377
арена,мазао,nonword,word,nonword,0.584710982607377
стручњак,мајобром,nonword,word,nonword,0.584710982607377
лутка,максислао,nonword,word,nonword,0.584710982607377
кап,околи,nonword,word,nonword,0.584710982607377
видети,мални,nonword,word,nonword,0.584710982607377
топао,магло,nonword,word,nonword,0.584710982607377
киднаповати,маназвао,nonword,word,nonword,0.584710982607377
поносан,вeрoвaтнипулирати,nonword,word,nonword,0.584710982607377
позната личност,маним,nonword,word,nonword,0.584710982607377
једноставно,марастранца,nonword,word,nonword,0.584710982607377
продуцент,маркестри,nonword,word,nonword,0.584710982607377
технологија,масасвим,nonword,word,nonword,0.584710982607377
јабука,масмен,nonword,word,nonword,0.584710982607377
славан,стрпљетематика,nonword,word,nonword,0.584710982607377
немогуће,беска,nonword,word,nonword,0.584710982607377
банкар,масрећна,nonword,word,nonword,0.584710982607377
рат,меданпут,nonword,word,nonword,0.584710982607377
пољубац,медаслао,nonword,word,nonword,0.584710982607377
украсти,метав,nonword,word,nonword,0.584710982607377
фреквенција,меске,nonword,word,nonword,0.584710982607377
коментар,месма,nonword,word,nonword,0.584710982607377
чип,мекла,nonword,word,nonword,0.584710982607377
ритам,механичлост,nonword,word,nonword,0.584710982607377
царски,микроцикл,nonword,word,nonword,0.584710982607377
нинџа,микрознај,nonword,word,nonword,0.584710982607377
честитати,милиопкладе,nonword,word,nonword,0.584710982607377
можда,мизнат,nonword,word,nonword,0.584710982607377
упозорење,минидрум,nonword,word,nonword,0.584710982607377
сенка,министарлност,nonword,word,nonword,0.584710982607377
кацига,мижби,nonword,word,nonword,0.584710982607377
укусан,мишег,nonword,word,nonword,0.584710982607377
заборавити,митиш,nonword,word,nonword,0.584710982607377
застава,миљак,nonword,word,nonword,0.584710982607377
алат,мишљаоја,nonword,word,nonword,0.584710982607377
хранити,стварстерија,nonword,word,nonword,0.584710982607377
ризик,миђег,nonword,word,nonword,0.584710982607377
штап,сјад,nonword,word,nonword,0.584710982607377
лунарни,брођиор,nonword,word,nonword,0.584710982607377
лептир,могућсвот,nonword,word,nonword,0.584710982607377
протеин,мошкарца,nonword,word,nonword,0.584710982607377
контролисати,мошле,nonword,word,nonword,0.584710982607377
минг,моникaдa,nonword,word,nonword,0.584710982607377
крв,морсок,nonword,word,nonword,0.584710982607377
тежак,озбиљнарица,nonword,word,nonword,0.584710982607377
инцидент,слатфијум,nonword,word,nonword,0.584710982607377
касно,мозив,nonword,word,nonword,0.584710982607377
стрелац,морим,nonword,word,nonword,0.584710982607377
змај,мрпa,nonword,word,nonword,0.584710982607377
самоубиство,мруб,nonword,word,nonword,0.584710982607377
низак,мрћих,nonword,word,nonword,0.584710982607377
овде,мумпе,nonword,word,nonword,0.584710982607377
команда,муадвока,nonword,word,nonword,0.584710982607377
милосрђе,музишком,nonword,word,nonword,0.584710982607377
кувар,мудростиција,nonword,word,nonword,0.584710982607377
филозофија,старчење,nonword,word,nonword,0.584710982607377
материја,осјенина,nonword,word,nonword,0.584710982607377
вечни,навежмаб,nonword,word,nonword,0.584710982607377
фајл,надлесда,nonword,word,nonword,0.584710982607377
стићи,надлесда,nonword,word,nonword,0.584710982607377
чудовиште,креквих,nonword,word,nonword,0.584710982607377
уредити,нампу,nonword,word,nonword,0.584710982607377
златни,навотара,nonword,word,nonword,0.584710982607377
поштовање,нављамно,nonword,word,nonword,0.584710982607377
секундаран,насле,nonword,word,nonword,0.584710982607377
плејбој,напастор,nonword,word,nonword,0.584710982607377
родео,огромпустити,nonword,word,nonword,0.584710982607377
разбити,наранџаблдор,nonword,word,nonword,0.584710982607377
марка,огромређење,nonword,word,nonword,0.584710982607377
бука,надич,nonword,word,nonword,0.584710982607377
деда,озбиљследити,nonword,word,nonword,0.584710982607377
нежан,најпреви,nonword,word,nonword,0.584710982607377
возило,науспех,nonword,word,nonword,0.584710982607377
грм,научство,nonword,word,nonword,0.584710982607377
календар,озбиљцртати,nonword,word,nonword,0.584710982607377
коса,немрдум,nonword,word,nonword,0.584710982607377
еволуција,небезбед,nonword,word,nonword,0.584710982607377
стена,испрарвероватан,nonword,word,nonword,0.584710982607377
семинар,невезник,nonword,word,nonword,0.584710982607377
милион,негатињство,nonword,word,nonword,0.584710982607377
напољу,небад,nonword,word,nonword,0.584710982607377
одмор,некретно,nonword,word,nonword,0.584710982607377
већина,недесној,nonword,word,nonword,0.584710982607377
наиван,недесној,nonword,word,nonword,0.584710982607377
вредност,нечљукни,nonword,word,nonword,0.584710982607377
менаџер,неспо,nonword,word,nonword,0.584710982607377
гостопримство,немопред,nonword,word,nonword,0.584710982607377
шерлок,неодговомплекс,nonword,word,nonword,0.584710982607377
реч,вeрoвaточекивано,nonword,word,nonword,0.584710982607377
плесач,непослов,nonword,word,nonword,0.584710982607377
утицај,неправелност,nonword,word,nonword,0.584710982607377
оставка,непријалност,nonword,word,nonword,0.584710982607377
анатомија,неопрозан,nonword,word,nonword,0.584710982607377
одрасла особа,незгодћа,nonword,word,nonword,0.584710982607377
колега,незгодћа,nonword,word,nonword,0.584710982607377
барут,нестаског,nonword,word,nonword,0.584710982607377
ући,нејеа,nonword,word,nonword,0.584710982607377
пушка,неузбол,nonword,word,nonword,0.584710982607377
стомак,нељан,nonword,word,nonword,0.584710982607377
осмех,нојом,nonword,word,nonword,0.584710982607377
штит,оставина,nonword,word,nonword,0.584710982607377
карневал,новиштен,nonword,word,nonword,0.584710982607377
објашњење,принчаник,nonword,word,nonword,0.584710982607377
круна,зож,nonword,word,nonword,0.584710982607377
пинг,агенмалан,nonword,word,nonword,0.584710982607377
сродник,сис,nonword,word,nonword,0.584710982607377
ентузијазам,нуклеозбиљна,nonword,word,nonword,0.584710982607377
драма,окотјем,nonword,word,nonword,0.584710982607377
полако,спремвисати,nonword,word,nonword,0.584710982607377
аналитичар,звола,nonword,word,nonword,0.584710982607377
наслеђе,искребедити,nonword,word,nonword,0.584710982607377
оптимистичан,играћање,nonword,word,nonword,0.584710982607377
инспектор,оптуно,nonword,word,nonword,0.584710982607377
свемир,гепетуно,nonword,word,nonword,0.584710982607377
посебан,обмин,nonword,word,nonword,0.584710982607377
удобан,источзовање,nonword,word,nonword,0.584710982607377
двоструки,жерок,nonword,word,nonword,0.584710982607377
избеглица,клиндало,nonword,word,nonword,0.584710982607377
прст,гробда,nonword,word,nonword,0.584710982607377
мајка,опклаца,nonword,word,nonword,0.584710982607377
грип,озбиман,nonword,word,nonword,0.584710982607377
закључак,успебрати,nonword,word,nonword,0.584710982607377
ромео,одосновнити,nonword,word,nonword,0.584710982607377
ништа,одмплетан,nonword,word,nonword,0.584710982607377
савет,стрпљеговорити,nonword,word,nonword,0.584710982607377
предлагати,одлашла,nonword,word,nonword,0.584710982607377
цемент,окритност,nonword,word,nonword,0.584710982607377
геније,спрабрење,nonword,word,nonword,0.584710982607377
телескоп,функлирати,nonword,word,nonword,0.584710982607377
веридба,источжавање,nonword,word,nonword,0.584710982607377
симптом,одсупруг,nonword,word,nonword,0.584710982607377
зграбити,ожебар,nonword,word,nonword,0.584710982607377
певач,џонљак,nonword,word,nonword,0.584710982607377
грађевина,заман,nonword,word,nonword,0.584710982607377
магнетни,гулоп,nonword,word,nonword,0.584710982607377
сумња,укрем,nonword,word,nonword,0.584710982607377
потенцијал,туруг,nonword,word,nonword,0.584710982607377
воз,обичтан,nonword,word,nonword,0.584710982607377
нобел,остатност,nonword,word,nonword,0.584710982607377
рај,октослим,nonword,word,nonword,0.584710982607377
ћебе,ураја,nonword,word,nonword,0.584710982607377
љутња,кансан,nonword,word,nonword,0.584710982607377
читање,грусност,nonword,word,nonword,0.584710982607377
узбудљив,опхи,nonword,word,nonword,0.584710982607377
спречити,странкати,nonword,word,nonword,0.584710982607377
мач,бранти,nonword,word,nonword,0.584710982607377
разлог,истомити,nonword,word,nonword,0.584710982607377
кола хитне помоћи,оптубро,nonword,word,nonword,0.584710982607377
усна,страја,nonword,word,nonword,0.584710982607377
истинит,ухвабити,nonword,word,nonword,0.584710982607377
тренер,организоватињства,nonword,word,nonword,0.584710982607377
искуство,орсоа,nonword,word,nonword,0.584710982607377
раме,орудре,nonword,word,nonword,0.584710982607377
импресиван,осроје,nonword,word,nonword,0.584710982607377
кратак,остатжи,nonword,word,nonword,0.584710982607377
аспирин,осебрио,nonword,word,nonword,0.584710982607377
облак,осесту,nonword,word,nonword,0.584710982607377
завера,преиденти,nonword,word,nonword,0.584710982607377
квантитет,страмњичени,nonword,word,nonword,0.584710982607377
модеран,отзa,nonword,word,nonword,0.584710982607377
беба,трити,nonword,word,nonword,0.584710982607377
библиотека,отисак пглeдa,nonword,word,nonword,0.584710982607377
век,откуастрона,nonword,word,nonword,0.584710982607377
дневни,отпустрпљење,nonword,word,nonword,0.584710982607377
гроб,стваркивати,nonword,word,nonword,0.584710982607377
турнеја,очимрачно,nonword,word,nonword,0.584710982607377
блато,панеш,nonword,word,nonword,0.584710982607377
господин,пацам,nonword,word,nonword,0.584710982607377
лов,пароб,nonword,word,nonword,0.584710982607377
разговор,палудост,nonword,word,nonword,0.584710982607377
хаос,пабеш,nonword,word,nonword,0.584710982607377
заклети се,парасној,nonword,word,nonword,0.584710982607377
вероватноћа,паранормастрпљив,nonword,word,nonword,0.584710982607377
препрека,паржву,nonword,word,nonword,0.584710982607377
направити,пацир,nonword,word,nonword,0.584710982607377
популација,патетињство,nonword,word,nonword,0.584710982607377
шифра,дигка,nonword,word,nonword,0.584710982607377
пилетина,пажљивла,nonword,word,nonword,0.584710982607377
сведок,сломиспех,nonword,word,nonword,0.584710982607377
помоћи,паћим,nonword,word,nonword,0.584710982607377
надлежност,пешаш,nonword,word,nonword,0.584710982607377
напредак,опер,nonword,word,nonword,0.584710982607377
увек,остваспектива,nonword,word,nonword,0.584710982607377
банкарски,оствафодба,nonword,word,nonword,0.584710982607377
понос,петон,nonword,word,nonword,0.584710982607377
уточиште,педог,nonword,word,nonword,0.584710982607377
бескористан,педог,nonword,word,nonword,0.584710982607377
сведочанство,ушрет,nonword,word,nonword,0.584710982607377
пацијент,пекорд,nonword,word,nonword,0.584710982607377
јак,угово,nonword,word,nonword,0.584710982607377
инжењер,пиној,nonword,word,nonword,0.584710982607377
цепати,пишал,nonword,word,nonword,0.584710982607377
сендвич,пилудост,nonword,word,nonword,0.584710982607377
врх,писастан,nonword,word,nonword,0.584710982607377
капсула,пирденти,nonword,word,nonword,0.584710982607377
тинејџерски,пипте,nonword,word,nonword,0.584710982607377
мало,пилденти,nonword,word,nonword,0.584710982607377
инвазија,пишним,nonword,word,nonword,0.584710982607377
сида,урови,nonword,word,nonword,0.584710982607377
цимет,плапом,nonword,word,nonword,0.584710982607377
клуб,истинина,nonword,word,nonword,0.584710982607377
безбедност,огромнирање,nonword,word,nonword,0.584710982607377
супермен,одвестика,nonword,word,nonword,0.584710982607377
финансирати,лтета,nonword,word,nonword,0.584710982607377
задовољство,плашитиблдор,nonword,word,nonword,0.584710982607377
необичан,ствосати,nonword,word,nonword,0.584710982607377
камера,утаквати,nonword,word,nonword,0.584710982607377
задовољан,стаска,nonword,word,nonword,0.584710982607377
заслужити,поздравдити,nonword,word,nonword,0.584710982607377
станар,подручник,nonword,word,nonword,0.584710982607377
голф,познаоћи,nonword,word,nonword,0.584710982607377
посматрање,поздравшање,nonword,word,nonword,0.584710982607377
клан,поаманда,nonword,word,nonword,0.584710982607377
снаћи се,повросновна,nonword,word,nonword,0.584710982607377
страшан,вуздраћи,nonword,word,nonword,0.584710982607377
држати,броне,nonword,word,nonword,0.584710982607377
вешање,поздрависност,nonword,word,nonword,0.584710982607377
оригинал,поиденти,nonword,word,nonword,0.584710982607377
бруталан,позорилност,nonword,word,nonword,0.584710982607377
биљка,поједиством,nonword,word,nonword,0.584710982607377
зид,попим,nonword,word,nonword,0.584710982607377
погрешан,поглас,nonword,word,nonword,0.584710982607377
незнање,покуслио,nonword,word,nonword,0.584710982607377
хотел,полиопљачка,nonword,word,nonword,0.584710982607377
тражити,политисност,nonword,word,nonword,0.584710982607377
телеграм,поздравтички,nonword,word,nonword,0.584710982607377
обдукција,полојент,nonword,word,nonword,0.584710982607377
болница,припоскву,nonword,word,nonword,0.584710982607377
монах,поуредник,nonword,word,nonword,0.584710982607377
атрактиван,поуред,nonword,word,nonword,0.584710982607377
управо,поправисност,nonword,word,nonword,0.584710982607377
оперативан,поџер,nonword,word,nonword,0.584710982607377
стар,поространца,nonword,word,nonword,0.584710982607377
крем,поручист,nonword,word,nonword,0.584710982607377
никада,поуметник,nonword,word,nonword,0.584710982607377
комплимент,поздрамвати,nonword,word,nonword,0.584710982607377
продужити,посклади,nonword,word,nonword,0.584710982607377
прљав,подручра,nonword,word,nonword,0.584710982607377
торањ,потнет,nonword,word,nonword,0.584710982607377
опростити,посларлост,nonword,word,nonword,0.584710982607377
федерација,ствада,nonword,word,nonword,0.584710982607377
јужни,свеви,nonword,word,nonword,0.584710982607377
одбити,окранит,nonword,word,nonword,0.584710982607377
католик,праклин,nonword,word,nonword,0.584710982607377
жалба,ускотично,nonword,word,nonword,0.584710982607377
крава,убијтити,nonword,word,nonword,0.584710982607377
кеш,отвошина,nonword,word,nonword,0.584710982607377
успех,праграф,nonword,word,nonword,0.584710982607377
понедељак,прeвиство,nonword,word,nonword,0.584710982607377
талац,пребављаш,nonword,word,nonword,0.584710982607377
туна,изјавара,nonword,word,nonword,0.584710982607377
окидач,ствардавање,nonword,word,nonword,0.584710982607377
медицински,преуметник,nonword,word,nonword,0.584710982607377
ураган,ствардложити,nonword,word,nonword,0.584710982607377
чизма,субзне,nonword,word,nonword,0.584710982607377
миш,предобњак,nonword,word,nonword,0.584710982607377
разговор,страседник,nonword,word,nonword,0.584710982607377
муж,предупуравник,nonword,word,nonword,0.584710982607377
компас,стварживети,nonword,word,nonword,0.584710982607377
донети,услузиме,nonword,word,nonword,0.584710982607377
трик,прецио,nonword,word,nonword,0.584710982607377
беспомоћан,прешком,nonword,word,nonword,0.584710982607377
незаконит,нeкoлитеривати,nonword,word,nonword,0.584710982607377
сума,стварпоставка,nonword,word,nonword,0.584710982607377
храм,претресђен,nonword,word,nonword,0.584710982607377
бели лук,приватство,nonword,word,nonword,0.584710982607377
отворен,основући,nonword,word,nonword,0.584710982607377
први,пристојти,nonword,word,nonword,0.584710982607377
канал,пријасниш,nonword,word,nonword,0.584710982607377
играти,пријаслио,nonword,word,nonword,0.584710982607377
образац,пријаспортски,nonword,word,nonword,0.584710982607377
гадан,прилајтељаност,nonword,word,nonword,0.584710982607377
наредник,вељу,nonword,word,nonword,0.584710982607377
сам,примтупна,nonword,word,nonword,0.584710982607377
апсолутно,првaц,nonword,word,nonword,0.584710982607377
ветар,стварпремити,nonword,word,nonword,0.584710982607377
слушати,притиквог,nonword,word,nonword,0.584710982607377
амбасадор,ствартиснути,nonword,word,nonword,0.584710982607377
појам,ствархватити,nonword,word,nonword,0.584710982607377
пас,привин,nonword,word,nonword,0.584710982607377
укус,пркуд,nonword,word,nonword,0.584710982607377
предиван,проброј,nonword,word,nonword,0.584710982607377
девојчица,стварвердити,nonword,word,nonword,0.584710982607377
понизан,стварводити,nonword,word,nonword,0.584710982607377
већ,проквим,nonword,word,nonword,0.584710982607377
дивити се,огледаја,nonword,word,nonword,0.584710982607377
средити,окледати,nonword,word,nonword,0.584710982607377
потцењивати,произвеглeдa,nonword,word,nonword,0.584710982607377
јадан,проитрик,nonword,word,nonword,0.584710982607377
сликати,произволност,nonword,word,nonword,0.584710982607377
шарм,пројеквреј,nonword,word,nonword,0.584710982607377
пући,гладнаћи,nonword,word,nonword,0.584710982607377
два,проповелност,nonword,word,nonword,0.584710982607377
плен,проследник,nonword,word,nonword,0.584710982607377
пријем,пратолтер,nonword,word,nonword,0.584710982607377
каријера,протобром,nonword,word,nonword,0.584710982607377
морнарички,професионастрпљив,nonword,word,nonword,0.584710982607377
доста,профеминг,nonword,word,nonword,0.584710982607377
изван,стварцедура,nonword,word,nonword,0.584710982607377
радар,клинцена,nonword,word,nonword,0.584710982607377
тата,протлмен,nonword,word,nonword,0.584710982607377
изненађење,вeрoвaтхологија,nonword,word,nonword,0.584710982607377
област,огромхолошки,nonword,word,nonword,0.584710982607377
палата,тврца,nonword,word,nonword,0.584710982607377
глад,пуистока,nonword,word,nonword,0.584710982607377
невоља,пуспремник,nonword,word,nonword,0.584710982607377
свињетина,овн,nonword,word,nonword,0.584710982607377
детонатор,пуборити,nonword,word,nonword,0.584710982607377
захвалан,орд,nonword,word,nonword,0.584710982607377
смешан,бланик,nonword,word,nonword,0.584710982607377
бонус,разнат,nonword,word,nonword,0.584710982607377
говор,рајвид,nonword,word,nonword,0.584710982607377
душа,перислов,nonword,word,nonword,0.584710982607377
заправо,разлископ,nonword,word,nonword,0.584710982607377
вирус,озбиљмислити,nonword,word,nonword,0.584710982607377
тетоважа,нeкoлизочарање,nonword,word,nonword,0.584710982607377
игла,разуском,nonword,word,nonword,0.584710982607377
надимак,озбиљзумети,nonword,word,nonword,0.584710982607377
један,орк,nonword,word,nonword,0.584710982607377
задатак,радич,nonword,word,nonword,0.584710982607377
храброст,равам,nonword,word,nonword,0.584710982607377
победа,распорнај,nonword,word,nonword,0.584710982607377
римски,тврник,nonword,word,nonword,0.584710982607377
крађа,рачуштен,nonword,word,nonword,0.584710982607377
танак,реаквљам,nonword,word,nonword,0.584710982607377
круг,реалистимплекс,nonword,word,nonword,0.584710982607377
подморница,редислио,nonword,word,nonword,0.584710982607377
гусар,религилберт,nonword,word,nonword,0.584710982607377
одвратан,нeкoлипутација,nonword,word,nonword,0.584710982607377
јунак,рестостио,nonword,word,nonword,0.584710982607377
буџет,убрко,nonword,word,nonword,0.584710982607377
сензор,шкарзати,nonword,word,nonword,0.584710982607377
аутограм,реосновница,nonword,word,nonword,0.584710982607377
култура,рарба,nonword,word,nonword,0.584710982607377
лазање,рибоминг,nonword,word,nonword,0.584710982607377
мртвачки сандук,пем,nonword,word,nonword,0.584710982607377
управа,родиспортски,nonword,word,nonword,0.584710982607377
зелена,ролта,nonword,word,nonword,0.584710982607377
анонимни,робњакдан,nonword,word,nonword,0.584710982607377
пирамида,романтињство,nonword,word,nonword,0.584710982607377
регионални,рујиб,nonword,word,nonword,0.584710982607377
пролив,спака,nonword,word,nonword,0.584710982607377
пуцањ,руним,nonword,word,nonword,0.584710982607377
љубавница,рушке,nonword,word,nonword,0.584710982607377
отмичар,саботалност,nonword,word,nonword,0.584710982607377
небо,нeкoливетовати,nonword,word,nonword,0.584710982607377
истраживање,саврствар,nonword,word,nonword,0.584710982607377
спор,садрстер,nonword,word,nonword,0.584710982607377
витрина,саиденти,nonword,word,nonword,0.584710982607377
аукција,асагента,nonword,word,nonword,0.584710982607377
галерија,вeрoвaтмопоуздање,nonword,word,nonword,0.584710982607377
фрагмент,самуспорт,nonword,word,nonword,0.584710982607377
субота,сао,nonword,word,nonword,0.584710982607377
популаран,саосестрпљење,nonword,word,nonword,0.584710982607377
младост,састастиш,nonword,word,nonword,0.584710982607377
смртоносан,сатеспао,nonword,word,nonword,0.584710982607377
смрт,саобична,nonword,word,nonword,0.584710982607377
сутон,огромчувати,nonword,word,nonword,0.584710982607377
одред,сведочанлност,nonword,word,nonword,0.584710982607377
растојање,двет,nonword,word,nonword,0.584710982607377
јун,свешен,nonword,word,nonword,0.584710982607377
гаранција,свешња,nonword,word,nonword,0.584710982607377
објекат,крића,nonword,word,nonword,0.584710982607377
супа,светломник,nonword,word,nonword,0.584710982607377
трезан,пшења,nonword,word,nonword,0.584710982607377
случајно,себицикл,nonword,word,nonword,0.584710982607377
навигација,сепход,nonword,word,nonword,0.584710982607377
дим,украдети,nonword,word,nonword,0.584710982607377
кћерка,седирект,nonword,word,nonword,0.584710982607377
слика,себан,nonword,word,nonword,0.584710982607377
јединица,сетон,nonword,word,nonword,0.584710982607377
освета,сенаглас,nonword,word,nonword,0.584710982607377
клавир,сегао,nonword,word,nonword,0.584710982607377
