"ca_target,"ca_cue","type","target_type","cue_type","ca_cosine"
"idava","palau","nonword","nonword","word",NA
"minus","actiu","nonword","nonword","word",NA
"fegulla","tiradora","nonword","nonword","word",NA
"psnyològic","marcar","nonword","nonword","word",NA
"mantusa","granger","nonword","nonword","word",NA
"adder","tancada","nonword","nonword","word",NA
"metear","biblioteca","nonword","nonword","word",NA
"embrional","intern","nonword","nonword","word",NA
"fantobtic","col·lisionar","nonword","nonword","word",NA
"assaatí","victòria","nonword","nonword","word",NA
"merigíri","qüestió","nonword","nonword","word",NA
"aicidental","admirar","nonword","nonword","word",NA
"sersana","esgarrapar","nonword","nonword","word",NA
"merns","refugi","nonword","nonword","word",NA
"matarior","escollir","nonword","nonword","word",NA
"tiroica","car","nonword","nonword","word",NA
"proposarse","avui","nonword","nonword","word",NA
"nant","comprar","nonword","nonword","word",NA
"centàgetre","patiment","nonword","nonword","word",NA
"birró","governador","nonword","nonword","word",NA
"empraçari","campament","nonword","nonword","word",NA
"limiü","tren","nonword","nonword","word",NA
"màcum","ignorància","nonword","nonword","word",NA
"miure","ambulància","nonword","nonword","word",NA
"panotic","guany","nonword","nonword","word",NA
"mantenerent","subasta","nonword","nonword","word",NA
"llegenge","davall","nonword","nonword","word",NA
"qubat","desig","nonword","nonword","word",NA
"miahia","dutxa","nonword","nonword","word",NA
"elacant","nit","nonword","nonword","word",NA
"protiuip","tumor","nonword","nonword","word",NA
"tríficional","viu","nonword","nonword","word",NA
"capetrà","fàbrica","nonword","nonword","word",NA
"criaiira","membre","nonword","nonword","word",NA
"estàbla","pare","nonword","nonword","word",NA
"desanimació","plaga","nonword","nonword","word",NA
"rstal","garantitzar","nonword","nonword","word",NA
"byibi","preparació","nonword","nonword","word",NA
"tranyeerir","pal","nonword","nonword","word",NA
"audigiri","ase","nonword","nonword","word",NA
"gldual","entrenador","nonword","nonword","word",NA
"ferea","superior","nonword","nonword","word",NA
"xin","esperança","nonword","nonword","word",NA
"embalcs","llegir","nonword","nonword","word",NA
"lissa","net","nonword","nonword","word",NA
"lltificial","aterratge","nonword","nonword","word",NA
"enweeneral","contenir","nonword","nonword","word",NA
"atota","preservar","nonword","nonword","word",NA
"comunicaptó","mainava","nonword","nonword","word",NA
"picessitar","abella","nonword","nonword","word",NA
"múscho","esquirol","nonword","nonword","word",NA
"regiat","final","nonword","nonword","word",NA
"nealt","química","nonword","nonword","word",NA
"jollna","construcció","nonword","nonword","word",NA
"samutii","opinió","nonword","nonword","word",NA
"talta","injustícia","nonword","nonword","word",NA
"ik","menjar","nonword","nonword","word",NA
"prlei","sud","nonword","nonword","word",NA
"vantnt","ocórrer","nonword","nonword","word",NA
"noess","paranoica","nonword","nonword","word",NA
"uri","orgullós","nonword","nonword","word",NA
"bitol","piano","nonword","nonword","word",NA
"tireça","dedicar-se","nonword","nonword","word",NA
"generaurent","pacient","nonword","nonword","word",NA
"cl","via","nonword","nonword","word",NA
"svira","agraida","nonword","nonword","word",NA
"tabia","tasca","nonword","nonword","word",NA
"clauràra","símptoma","nonword","nonword","word",NA
"assictatura","milla","nonword","nonword","word",NA
"enrecoctar","romana","nonword","nonword","word",NA
"vambració","càstig","nonword","nonword","word",NA
"desaritzant","home","nonword","nonword","word",NA
"yuec","clau","nonword","nonword","word",NA
"ret","hormona","nonword","nonword","word",NA
"ocesrer","davant de","nonword","nonword","word",NA
"tjor","fresc","nonword","nonword","word",NA
"finar","suïcidi","nonword","nonword","word",NA
"dricial","golf","nonword","nonword","word",NA
"fold","gerent","nonword","nonword","word",NA
"pareajustament","irraonable","nonword","nonword","word",NA
"rancional","empenta","nonword","nonword","word",NA
"fotitud","hospitalitat","nonword","nonword","word",NA
"possafilitat","brillar","nonword","nonword","word",NA
"reasigna","combinació","nonword","nonword","word",NA
"orarnitzar","habitual","nonword","nonword","word",NA
"cospent","propòsit","nonword","nonword","word",NA
"ertsció","necessari","nonword","nonword","word",NA
"diiritat","positiu","nonword","nonword","word",NA
"expatat","sensacional","nonword","nonword","word",NA
"depia","nacional","nonword","nonword","word",NA
"lera","col·lega","nonword","nonword","word",NA
"calaaura","programari","nonword","nonword","word",NA
"ades","mar","nonword","nonword","word",NA
"estransmr","desertar","nonword","nonword","word",NA
"formatxi","fase","nonword","nonword","word",NA
"comptasió","romandre","nonword","nonword","word",NA
"clemnta","ingènual","nonword","nonword","word",NA
"atsóntic","sobrenatural","nonword","nonword","word",NA
"martifl","enginyós","nonword","nonword","word",NA
"castavl","anatomia","nonword","nonword","word",NA
"obseaiar","mercenari","nonword","nonword","word",NA
"ocinl","nadal","nonword","nonword","word",NA
"bomcgraf","examinar","nonword","nonword","word",NA
"infeta","publicitat","nonword","nonword","word",NA
"bolq","adolescent","nonword","nonword","word",NA
"gesse","brúixola","nonword","nonword","word",NA
"mareajustament","brut","nonword","nonword","word",NA
"cooh","correu","nonword","nonword","word",NA
"tabia","secció","nonword","nonword","word",NA
"segot","sopa","nonword","nonword","word",NA
"condantora","sofrir","nonword","nonword","word",NA
"toloquet","societat","nonword","nonword","word",NA
"arl","ambaixada","nonword","nonword","word",NA
"herestr","somriure","nonword","nonword","word",NA
"crat","taula","nonword","nonword","word",NA
"teixíc","sempre","nonword","nonword","word",NA
"execalió","lleialtat","nonword","nonword","word",NA
"mmu","fondre","nonword","nonword","word",NA
"tractador","considerar","nonword","nonword","word",NA
"grbries","rescat","nonword","nonword","word",NA
"exelsar","àliar","nonword","nonword","word",NA
"descritiió","obstacle","nonword","nonword","word",NA
"perilloa","advertència","nonword","nonword","word",NA
"pilotaca","imperial","nonword","nonword","word",NA
"periclista","seda","nonword","nonword","word",NA
"aprobaneó","déu","nonword","nonword","word",NA
"indiviseal","cuc","nonword","nonword","word",NA
"betim","taüt","nonword","nonword","word",NA
"petionalitat","eliminar","nonword","nonword","word",NA
"allyra","lent","nonword","nonword","word",NA
"foivament","catòlic","nonword","nonword","word",NA
"peert","bomba","nonword","nonword","word",NA
"emparada","submarí","nonword","nonword","word",NA
"onitarra","mare","nonword","nonword","word",NA
"dird","original","nonword","nonword","word",NA
"caióament","concedir","nonword","nonword","word",NA
"esbuixar","codi","nonword","nonword","word",NA
"estrtatura","respecte","nonword","nonword","word",NA
"marimar","ànima","nonword","nonword","word",NA
"catieg","gest","nonword","nonword","word",NA
"llma","fermament","nonword","nonword","word",NA
"alviria","permissió","nonword","nonword","word",NA
"epetèmia","postres","nonword","nonword","word",NA
"estratòtia","finestra","nonword","nonword","word",NA
"cúbita","baró","nonword","nonword","word",NA
"acor","corva","nonword","nonword","word",NA
"maduota","ciment","nonword","nonword","word",NA
"rasta","hotel","nonword","nonword","word",NA
"revidea","digusting","nonword","nonword","word",NA
"taràar","anònim","nonword","nonword","word",NA
"vont","espectacle","nonword","nonword","word",NA
"flc","mil","nonword","nonword","word",NA
"mierria","copejar","nonword","nonword","word",NA
"escrngtor","robatori","nonword","nonword","word",NA
"gallófindi","whisky","nonword","nonword","word",NA
"adessió","taula","nonword","nonword","word",NA
"louita","lliura","nonword","nonword","word",NA
"dànel","filosofia","nonword","nonword","word",NA
"falus","monjo","nonword","nonword","word",NA
"peónlícula","paraula","nonword","nonword","word",NA
"poega","administració","nonword","nonword","word",NA
"enarar","caritat","nonword","nonword","word",NA
"nerstiu","posta de sol","nonword","nonword","word",NA
"alfi","vell","nonword","nonword","word",NA
"pastoc","major","nonword","nonword","word",NA
"prgualment","final","nonword","nonword","word",NA
"tamant","excel · lent","nonword","nonword","word",NA
"exerisci","venjança","nonword","nonword","word",NA
"nesoiós","vagina","nonword","nonword","word",NA
"plananicació","vena","nonword","nonword","word",NA
"procrriment","tornar a col·locar","nonword","nonword","word",NA
"pedregador","washington","nonword","nonword","word",NA
"abigncia","rum","nonword","nonword","word",NA
"mantenro","terminal","nonword","nonword","word",NA
"finallament","estòmac","nonword","nonword","word",NA
"brura","església","nonword","nonword","word",NA
"esops","jazz","nonword","nonword","word",NA
"petóacabar","espinal","nonword","nonword","word",NA
"prémcep","grip","nonword","nonword","word",NA
"ortimitat","a fora","nonword","nonword","word",NA
"hoeir","zoològic","nonword","nonword","word",NA
"prinable","espasa","nonword","nonword","word",NA
"probletr","mètode","nonword","nonword","word",NA
"continlir","dosi","nonword","nonword","word",NA
"diretoor","pell","nonword","nonword","word",NA
"amainador","res","nonword","nonword","word",NA
"desemplaçaments","hola","nonword","nonword","word",NA
"prrribit","penjant","nonword","nonword","word",NA
"prforama","casc","nonword","nonword","word",NA
"prseietari","ombra","nonword","nonword","word",NA
"sumírir","petó","nonword","nonword","word",NA
"intessió","orgasme","nonword","nonword","word",NA
"defeblre","espantar","nonword","nonword","word",NA
"vitatgna","enginyer","nonword","nonword","word",NA
"mabufestació","influència","nonword","nonword","word",NA
"efrqueting","caixa forta","nonword","nonword","word",NA
"muntanso","remolc","nonword","nonword","word",NA
"indirer","cirurgià","nonword","nonword","word",NA
"quititat","refusar","nonword","nonword","word",NA
"ure","tanc","nonword","nonword","word",NA
"sevee","ridícul","nonword","nonword","word",NA
"acclació","simi","nonword","nonword","word",NA
"partènula","mite","nonword","nonword","word",NA
"prapuntar","curt","nonword","nonword","word",NA
"grli","inserir","nonword","nonword","word",NA
"actre","pis","nonword","nonword","word",NA
"birdogia","valorar","nonword","nonword","word",NA
"coltnista","deixar","nonword","nonword","word",NA
"saitl·lit","reial","nonword","nonword","word",NA
"peammetre","més baix","nonword","nonword","word",NA
"telejasió","bravo","nonword","nonword","word",NA
"cailar","problema","nonword","nonword","word",NA
"raige","elecció","nonword","nonword","word",NA
"lota","terratrèmol","nonword","nonword","word",NA
"fantfria","colònia","nonword","nonword","word",NA
"entempre","maratí","nonword","nonword","word",NA
"retiment","descans","nonword","nonword","word",NA
"ferea","mèdic","nonword","nonword","word",NA
"estutuar","afalagar","nonword","nonword","word",NA
"somolicitar","aterrar","nonword","nonword","word",NA
"defiora","sèrie","nonword","nonword","word",NA
"cuinr","oferta","nonword","nonword","word",NA
"verall","cos","nonword","nonword","word",NA
"refupa","invasió","nonword","nonword","word",NA
"fuletiu","tonyina","nonword","nonword","word",NA
"acceedar","cantonada","nonword","nonword","word",NA
"bachlló","aficionat","nonword","nonword","word",NA
"iscal","banquera","nonword","nonword","word",NA
"rerde","mal","nonword","nonword","word",NA
"lai","gra","nonword","nonword","word",NA
"kristat","plor","nonword","nonword","word",NA
"vàpiula","guillot","nonword","nonword","word",NA
"destitotió","bandera","nonword","nonword","word",NA
"alguna crin","adult","nonword","nonword","word",NA
"estaèsiar","sorpresa","nonword","nonword","word",NA
"posistir","artista","nonword","nonword","word",NA
"coeniança","bíblia","nonword","nonword","word",NA
"regirata","candidat","nonword","nonword","word",NA
"dretcède duana","pical","nonword","nonword","word",NA
"resuccat","mil·lió","nonword","nonword","word",NA
"íssió","anglès","nonword","nonword","word",NA
"ablird","boig","nonword","nonword","word",NA
"armayee foc","dolent","nonword","nonword","word",NA
"pecull","oblidar","nonword","nonword","word",NA
"esill","nervi","nonword","nonword","word",NA
"cerimòcra","situació","nonword","nonword","word",NA
"llun","antídot","nonword","nonword","word",NA
"roher","atenció","nonword","nonword","word",NA
"robankri","pa","nonword","nonword","word",NA
"iaquina","gust","nonword","nonword","word",NA
"pelda","divisa","nonword","nonword","word",NA
"collrnet","base","nonword","nonword","word",NA
"cosíoy","urgent","nonword","nonword","word",NA
"alkioltant","humil","nonword","nonword","word",NA
"cjec","ja","nonword","nonword","word",NA
"sobret","marina","nonword","nonword","word",NA
"julima","aprendre","nonword","nonword","word",NA
"femle","canvi","nonword","nonword","word",NA
"porrós","ferro","nonword","nonword","word",NA
"copu","motiu","nonword","nonword","word",NA
"caán","optimista","nonword","nonword","word",NA
"nomial","cobrir","nonword","nonword","word",NA
"amainasa","gratificació","nonword","nonword","word",NA
"educiaió","espatlla","nonword","nonword","word",NA
"ambarassasa","alimentar","nonword","nonword","word",NA
"ortia","lliurement","nonword","nonword","word",NA
"fegaç","extra","nonword","nonword","word",NA
"gimit","terra","nonword","nonword","word",NA
"paràgrht","tela","nonword","nonword","word",NA
"vesteri","mitjanit","nonword","nonword","word",NA
"wiudant","recerca","nonword","nonword","word",NA
"primoiia","incapaç","nonword","nonword","word",NA
"coda","multitud","nonword","nonword","word",NA
"fiïda","model","nonword","nonword","word",NA
"aclada","mirada","nonword","nonword","word",NA
"peert","sopar","nonword","nonword","word",NA
"plleiar","tecnologia","nonword","nonword","word",NA
"persecalió","compromís","nonword","nonword","word",NA
"corperència","tatuar-se","nonword","nonword","word",NA
"constantasnt","tard","nonword","nonword","word",NA
"trangrissor","força","nonword","nonword","word",NA
"espectacrear","sucre","nonword","nonword","word",NA
"ulo","contenir","nonword","nonword","word",NA
"sespora","solament","nonword","nonword","word",NA
"cegantiri","trampa","nonword","nonword","word",NA
"llocklnent","nua","nonword","nonword","word",NA
"episusi","conversa","nonword","nonword","word",NA
"octuice","dir","nonword","nonword","word",NA
"ètsic","federal","nonword","nonword","word",NA
"waiaon","atòmic","nonword","nonword","word",NA
"importuàcia","capital","nonword","nonword","word",NA
"sileobi","obert","nonword","nonword","word",NA
"goriñola","perillós","nonword","nonword","word",NA
"diferegi","nét","nonword","nonword","word",NA
"prmpiós","discreció","nonword","nonword","word",NA
"simpar","governar","nonword","nonword","word",NA
"síbarome","virus","nonword","nonword","word",NA
"cruli","miserable","nonword","nonword","word",NA
"pandet","de tant en tant","nonword","nonword","word",NA
"paranormon","lavabo","nonword","nonword","word",NA
"embrvic","ovni","nonword","nonword","word",NA
"coltnitat","arribada","nonword","nonword","word",NA
"arit","art","nonword","nonword","word",NA
"dirir","xèrif","nonword","nonword","word",NA
"nalitari","proposar","nonword","nonword","word",NA
"guerçar","segrestar","nonword","nonword","word",NA
"catst","il·legal","nonword","nonword","word",NA
"rigie","tassa","nonword","nonword","word",NA
"amanèma","compliment","nonword","nonword","word",NA
"esmolear","lluna","nonword","nonword","word",NA
"ré","visió","nonword","nonword","word",NA
"desvpció","fira","nonword","nonword","word",NA
"ritzada","moda","nonword","nonword","word",NA
"regnixa","campió","nonword","nonword","word",NA
"exagireu","perfil","nonword","nonword","word",NA
"vabrell","jugar","nonword","nonword","word",NA
"feaexantatge","vista","nonword","nonword","word",NA
"ítològic","castigar","nonword","nonword","word",NA
"aecolata","boca","nonword","nonword","word",NA
"nose","platja","nonword","nonword","word",NA
"cificient","brutal","nonword","nonword","word",NA
"aslessinat","habitació","nonword","nonword","word",NA
"quantiràt","segle","nonword","nonword","word",NA
"cans","àncora","nonword","nonword","word",NA
"gítman","clau","nonword","nonword","word",NA
"arop","vehicle","nonword","nonword","word",NA
"cillr","creació","nonword","nonword","word",NA
"garasse","banca","nonword","nonword","word",NA
"llutiada","cavalleria","nonword","nonword","word",NA
"ector","típic","nonword","nonword","word",NA
"tancil","prohibit","nonword","nonword","word",NA
"anticilit","llogar","nonword","nonword","word",NA
"vessió","coratge","nonword","nonword","word",NA
"cair","portal","nonword","nonword","word",NA
"rmat","mes","nonword","nonword","word",NA
"cicacaiu","presència","nonword","nonword","word",NA
"cadimo","entrepà","nonword","nonword","word",NA
"ubndola","població","nonword","nonword","word",NA
"dricina","gloriosa","nonword","nonword","word",NA
"perjar","conferència","nonword","nonword","word",NA
"agneral","empassar","nonword","nonword","word",NA
"somusina","dna","nonword","nonword","word",NA
"mesenic","càpsula","nonword","nonword","word",NA
"cinacia","vi","nonword","nonword","word",NA
"excudor","casa","nonword","nonword","word",NA
"canaa","víctima","nonword","nonword","word",NA
"microscotí","parent","nonword","nonword","word",NA
"movesteri","malson","nonword","nonword","word",NA
"egmysta","ioga","nonword","nonword","word",NA
"trostament","finances","nonword","nonword","word",NA
"qubat","anomenada","nonword","nonword","word",NA
"krroport","esquena","nonword","nonword","word",NA
"lasca","tova","nonword","nonword","word",NA
"exploser","cambrer","nonword","nonword","word",NA
"hoohible","amant","nonword","nonword","word",NA
"testosoni","cacera","nonword","nonword","word",NA
"mpema","reina","nonword","nonword","word",NA
"clàsrec","pícnic","nonword","nonword","word",NA
"passsiort","nombre","nonword","nonword","word",NA
"assassinador","noble","nonword","nonword","word",NA
"beure a glnas","cadena","nonword","nonword","word",NA
"llagacta","proteïna","nonword","nonword","word",NA
"substingir","dirigir","nonword","nonword","word",NA
"apstellar","capa","nonword","nonword","word",NA
"cavallada","mil·lionari","nonword","nonword","word",NA
"edifani","lesbiana","nonword","nonword","word",NA
"feixe","núvol","nonword","nonword","word",NA
"compart","huracà","nonword","nonword","word",NA
"nsable","secretari","nonword","nonword","word",NA
"encenill","distància","nonword","nonword","word",NA
"desmagnetitzase","crític","nonword","nonword","word",NA
"trebtal","secret","nonword","nonword","word",NA
"autosps","segell","nonword","nonword","word",NA
"hou","dubte","nonword","nonword","word",NA
"sabet","explicació","nonword","nonword","word",NA
"juolar","pujol","nonword","nonword","word",NA
"vabrell","conservador","nonword","nonword","word",NA
"truoic","dolç","nonword","nonword","word",NA
"meuplla","cec","nonword","nonword","word",NA
"càrter","cable","nonword","nonword","word",NA
"tortenar","llei","nonword","nonword","word",NA
"ntes","perdó","nonword","nonword","word",NA
"ornela","escalar","nonword","nonword","word",NA
"orrra","examen","nonword","nonword","word",NA
"coemata","protegir","nonword","nonword","word",NA
"diíssió","bomba","nonword","nonword","word",NA
"galàsha","calor","nonword","nonword","word",NA
"emeronncia","magnètic","nonword","nonword","word",NA
"flectiva","contacte","nonword","nonword","word",NA
"poté","acompanyar","nonword","nonword","word",NA
"tanis","mart","nonword","nonword","word",NA
"imposcant","beure","nonword","nonword","word",NA
"ineu","cruixit","nonword","nonword","word",NA
"ventspació","ull","nonword","nonword","word",NA
"conoe","historial","nonword","nonword","word",NA
"joow","foc","nonword","nonword","word",NA
"aragria","propietat","nonword","nonword","word",NA
"tractador","llavi","nonword","nonword","word",NA
"justèria","estret","nonword","nonword","word",NA
"teclestat","insult","nonword","nonword","word",NA
"tarobua","geni","nonword","nonword","word",NA
"aslessinar","ajut","nonword","nonword","word",NA
"gruia","cabanya","nonword","nonword","word",NA
"aconnt","finalment","nonword","nonword","word",NA
"trompase","majoria","nonword","nonword","word",NA
"irmpany","taxi","nonword","nonword","word",NA
"situciió","bala","nonword","nonword","word",NA
"atrxant","seny","nonword","nonword","word",NA
"derrlmar","desafortunat","nonword","nonword","word",NA
"grna","realment","nonword","nonword","word",NA
"ineacció","divorciar","nonword","nonword","word",NA
"persibctiva","classificar","nonword","nonword","word",NA
"jusoci","revelació","nonword","nonword","word",NA
"sobrevsare","calent","nonword","nonword","word",NA
"modo","escut","nonword","nonword","word",NA
"puluntàriament","persona","nonword","nonword","word",NA
"infàgiia","estiu","nonword","nonword","word",NA
"bodaon","ninja","nonword","nonword","word",NA
"voyva","comuna","nonword","nonword","word",NA
"sistada","colla","nonword","nonword","word",NA
"alcaove","torneig","nonword","nonword","word",NA
"eskandol","arrabassar","nonword","nonword","word",NA
"pagnar","funcionar","nonword","nonword","word",NA
"arepar","sandvitx","nonword","nonword","word",NA
"anbil","dencent","nonword","nonword","word",NA
"cioy","impossible","nonword","nonword","word",NA
"tràgic","qmfora","nonword","word","nonword",NA
"vestir-se","vævegades","nonword","word","nonword",NA
"estrella","abusla","nonword","word","nonword",NA
"amant","abralutament","nonword","word","nonword",NA
"dir","accidentallunt","nonword","word","nonword",NA
"president","acompatiar","nonword","word","nonword",NA
"feliç","acueu","nonword","word","nonword",NA
"xiulet","actaular","nonword","word","nonword",NA
"culpable","dimetre","nonword","word","nonword",NA
"reunir","adonnistració","nonword","word","nonword",NA
"treball","adonrar","nonword","word","nonword",NA
"biològic","prolescent","nonword","word","nonword",NA
"anticipat","adett","nonword","word","nonword",NA
"cirurgia","advertíccia","nonword","word","nonword",NA
"martell","adlecat","nonword","word","nonword",NA
"enfonsar-se","afaldear","nonword","word","nonword",NA
"acceptar","piició","nonword","word","nonword",NA
"estúpid","òricionat","nonword","word","nonword",NA
"flor","louica","nonword","word","nonword",NA
"nerviós","mpent","nonword","word","nonword",NA
"humit","agragoa","nonword","word","nonword",NA
"trobar","agenla","nonword","word","nonword",NA
"àvia","etre","nonword","word","nonword",NA
"vàlvula","ajeurefm","nonword","word","nonword",NA
"cervesa","ajilar","nonword","word","nonword",NA
"ciència","wiut","nonword","word","nonword",NA
"diferent","fruts","nonword","word","nonword",NA
"construir","axbum","nonword","word","nonword",NA
"príncep","alcombl","nonword","word","nonword",NA
"mariner","cherta","nonword","word","nonword",NA
"trobar-se","byiar","nonword","word","nonword",NA
"religió","alarentar","nonword","word","nonword",NA
"investigador","exl","nonword","word","nonword",NA
"bany","rrant","nonword","word","nonword",NA
"ministeri","esbrinada","nonword","word","nonword",NA
"salut","encaixador","nonword","word","nonword",NA
"plata","amislància","nonword","word","nonword",NA
"mantenir","rialista","nonword","word","nonword",NA
"trencar","mbarquia","nonword","word","nonword",NA
"galàxia","antoomia","nonword","word","nonword",NA
"famolenc","ghcora","nonword","word","nonword",NA
"submergir","anfiisatre","nonword","word","nonword",NA
"propietari","àndul","nonword","word","nonword",NA
"celestial","anglat","nonword","word","nonword",NA
"massatge","tòima","nonword","word","nonword",NA
"fax","aniverieri","nonword","word","nonword",NA
"abdominal","riaparada","nonword","word","nonword",NA
"districte","anudim","nonword","word","nonword",NA
"malaltia","ancudot","nonword","word","nonword",NA
"justícia","apetitir","nonword","word","nonword",NA
"partícula","aprempre","nonword","word","nonword",NA
"cosí","aptip","nonword","word","nonword",NA
"fill","aqrk","nonword","word","nonword",NA
"tranquilitzar-se","pía","nonword","word","nonword",NA
"sugerir","rcanya","nonword","word","nonword",NA
"refredat","archst","nonword","word","nonword",NA
"reactor","whea","nonword","word","nonword",NA
"genoll","llrabassar","nonword","word","nonword",NA
"escàndol","agradada","nonword","word","nonword",NA
"corda","llribar","nonword","word","nonword",NA
"cafè","pasenal","nonword","word","nonword",NA
"interessant","llt","nonword","word","nonword",NA
"orina","artertcte","nonword","word","nonword",NA
"pilot","artifue","nonword","word","nonword",NA
"graduat","lltista","nonword","word","nonword",NA
"mare","ize","nonword","word","nonword",NA
"maleta","aslerina","nonword","word","nonword",NA
"exercici","assaatí","nonword","word","nonword",NA
"amanida","assudite","nonword","word","nonword",NA
"sempre","astronpèta","nonword","word","nonword",NA
"alcalde","brenció","nonword","word","nonword",NA
"sou","brerrar","nonword","word","nonword",NA
"paquet","nverratge","nonword","word","nonword",NA
"pare","atgaic","nonword","word","nonword",NA
"senat","brractiva","nonword","word","nonword",NA
"tro","auraentar","nonword","word","nonword",NA
"artificial","autògrgh","nonword","word","nonword",NA
"inesperadament","autòrmia","nonword","word","nonword",NA
"qualitat","nator","nonword","word","nonword",NA
"pastís","rsi","nonword","word","nonword",NA
"físic","avelguda","nonword","word","nonword",NA
"petit","ecui","nonword","word","nonword",NA
"dur","etdia","nonword","word","nonword",NA
"mosca","bato","nonword","word","nonword",NA
"medalló","pula","nonword","word","nonword",NA
"repugnant","ballrtí","nonword","word","nonword",NA
"constantment","badaa","nonword","word","nonword",NA
"tres","fundera","nonword","word","nonword",NA
"assignatura","linquera","nonword","word","nonword",NA
"voluntàriament","lunya","nonword","word","nonword",NA
"tanca","rir","nonword","word","nonword",NA
"ciutat","baww","nonword","word","nonword",NA
"recompensa","baras","nonword","word","nonword",NA
"preocupar-se","stsquet","nonword","word","nonword",NA
"escola","td","nonword","word","nonword",NA
"primària","tàstia","nonword","word","nonword",NA
"cap","besae","nonword","word","nonword",NA
"intuició","bíemia","nonword","word","nonword",NA
"pany","biblioroca","nonword","word","nonword",NA
"altitud","bitue","nonword","word","nonword",NA
"triomfar","blrec","nonword","word","nonword",NA
"catifa","blaskamar","nonword","word","nonword",NA
"fidel","op","nonword","word","nonword",NA
"funeral","iaca","nonword","word","nonword",NA
"bro","bogenda","nonword","word","nonword",NA
"utilitzar","oxig","nonword","word","nonword",NA
"divina","bouia","nonword","word","nonword",NA
"oficina","bouia","nonword","word","nonword",NA
"extraordinari","tànic","nonword","word","nonword",NA
"atrapar","bori","nonword","word","nonword",NA
"tallar","basaga","nonword","word","nonword",NA
"valorar","bodh","nonword","word","nonword",NA
"escoltar","breso","nonword","word","nonword",NA
"recentment","bratlar","nonword","word","nonword",NA
"nen","brcca","nonword","word","nonword",NA
"visió","brúislla","nonword","word","nonword",NA
"honor","atut","nonword","word","nonword",NA
"comissió","atut","nonword","word","nonword",NA
"errada","atutal","nonword","word","nonword",NA
"proba","ocit","nonword","word","nonword",NA
"roma","buefaca","nonword","word","nonword",NA
"oficial","capenya","nonword","word","nonword",NA
"seguretat","cargll","nonword","word","nonword",NA
"líder","catie","nonword","word","nonword",NA
"probable","carpra","nonword","word","nonword",NA
"ràpid","cadesg","nonword","word","nonword",NA
"lleó","calca","nonword","word","nonword",NA
"col·lapsar","caixmiforta","nonword","word","nonword",NA
"calavera","carnndari","nonword","word","nonword",NA
"amistat","carnnt","nonword","word","nonword",NA
"testimoni","carnnt","nonword","word","nonword",NA
"bonic","capobre","nonword","word","nonword",NA
"triple","caear","nonword","word","nonword",NA
"verificar","caurrer","nonword","word","nonword",NA
"futbol","tumera","nonword","word","nonword",NA
"artilleria","mítisa","nonword","word","nonword",NA
"teoria","caoe","nonword","word","nonword",NA
"negatiu","capaament","nonword","word","nonword",NA
"món","capaanya","nonword","word","nonword",NA
"nebot","caerió","nonword","word","nonword",NA
"espantar","cartl","nonword","word","nonword",NA
"enrecordar","carveller","nonword","word","nonword",NA
"batalla","candènat","nonword","word","nonword",NA
"excèrcit","carè","nonword","word","nonword",NA
"boira","caedat","nonword","word","nonword",NA
"cumplir","carrant","nonword","word","nonword",NA
"fatal","consolada","nonword","word","nonword",NA
"menjar","caumi","nonword","word","nonword",NA
"plagiar","castiar","nonword","word","nonword",NA
"diumenge","caunella","nonword","word","nonword",NA
"agradable","camo","nonword","word","nonword",NA
"pel·lícula","caticitar","nonword","word","nonword",NA
"contrairi","campcitat","nonword","word","nonword",NA
"endins","capiall","nonword","word","nonword",NA
"crisi","càíbula","nonword","word","nonword",NA
"helicòpter","inr","nonword","word","nonword",NA
"càncer","caneoni","nonword","word","nonword",NA
"ding","cargsi","nonword","word","nonword",NA
"talent","seritat","nonword","word","nonword",NA
"fetge","carn dcoporc","nonword","word","nonword",NA
"aniversari","carnestoltre","nonword","word","nonword",NA
"fer","carrular","nonword","word","nonword",NA
"assassí","caguera","nonword","word","nonword",NA
"gat","carrivera","nonword","word","nonword",NA
"peça","caibera","nonword","word","nonword",NA
"descripció","aristocrøticasa","nonword","word","nonword",NA
"nàusea","catà","nonword","word","nonword",NA
"amagar","càstat","nonword","word","nonword",NA
"menys","castatar","nonword","word","nonword",NA
"refugi","cauclic","nonword","word","nonword",NA
"director","capde","nonword","word","nonword",NA
"guanyador","caenlleria","nonword","word","nonword",NA
"criada","caser","nonword","word","nonword",NA
"acord","huc","nonword","word","nonword",NA
"set","oll","nonword","word","nonword",NA
"transferir","celeetitat","nonword","word","nonword",NA
"simple","cedlla","nonword","word","nonword",NA
"cotxe","cedera","nonword","word","nonword",NA
"equip","ceama","nonword","word","nonword",NA
"explotar","cevele","nonword","word","nonword",NA
"estalviar","cencell","nonword","word","nonword",NA
"imperi","ulsar","nonword","word","nonword",NA
"notícies","chíss","nonword","word","nonword",NA
"vall","gement","nonword","word","nonword",NA
"crueltat","cikoma","nonword","word","nonword",NA
"sobrar","cisargià","nonword","word","nonword",NA
"votant","cieal","nonword","word","nonword",NA
"proporcionar","cles","nonword","word","nonword",NA
"possibilitat","clasràficar","nonword","word","nonword",NA
"tovallola","unau","nonword","word","nonword",NA
"venir","unau","nonword","word","nonword",NA
"símbol","unau","nonword","word","nonword",NA
"metge","clbà","nonword","word","nonword",NA
"correcte","cobrun","nonword","word","nonword",NA
"tempestat","coulïna","nonword","word","nonword",NA
