"uk_cue","uk_target","type","cue_type","target_type","uk_cosine"
"адміністенція","обід","nonword","nonword","word",NA
"потатунок","виробництво","nonword","nonword","word",NA
"спадеена","божевільний","nonword","nonword","word",NA
"утьсмувати","алея","nonword","nonword","word",NA
"поєда","передавач","nonword","nonword","word",NA
"реальненть","сидіти","nonword","nonword","word",NA
"чудодай","любов","nonword","nonword","word",NA
"чеертельний","капіталізм","nonword","nonword","word",NA
"коатнія","кішка","nonword","nonword","word",NA
"каогавал","проблема","nonword","nonword","word",NA
"сексмільний","гонка","nonword","nonword","word",NA
"поупо","двері","nonword","nonword","word",NA
"баанівський","допомагати","nonword","nonword","word",NA
"бюзует","танцювати","nonword","nonword","word",NA
"винансово","книга","nonword","nonword","word",NA
"мокрький","лімузин","nonword","nonword","word",NA
"мокрький","череп","nonword","nonword","word",NA
"однограф","архітектор","nonword","nonword","word",NA
"картвоа","рим","nonword","nonword","word",NA
"слугник","зустріч","nonword","nonword","word",NA
"англійськашвова","покупець","nonword","nonword","word",NA
"мллучний","фізичний","nonword","nonword","word",NA
"оператобний","довго","nonword","nonword","word",NA
"баллетбол","дружба","nonword","nonword","word",NA
"дролий","літати","nonword","nonword","word",NA
"хворех","штурм","nonword","nonword","word",NA
"здобои","втікач","nonword","nonword","word",NA
"превювати","ручка","nonword","nonword","word",NA
"ливчина","правильний","nonword","nonword","word",NA
"гапечий","покоївка","nonword","nonword","word",NA
"благорівний","вірний","nonword","nonword","word",NA
"католиччкий","фінансування","nonword","nonword","word",NA
"тканыйа","гідність","nonword","nonword","word",NA
"моолла","грім","nonword","nonword","word",NA
"мотак","втеча","nonword","nonword","word",NA
"рииральний","адміністративний","nonword","nonword","word",NA
"кисник","первинний","nonword","nonword","word",NA
"кульшора","нещастя","nonword","nonword","word",NA
"наліний","людський","nonword","nonword","word",NA
"зоопмик","розрізати","nonword","nonword","word",NA
"захоплдячий","комітет","nonword","nonword","word",NA
"вартизть","мінус","nonword","nonword","word",NA
"привічливий","далеко","nonword","nonword","word",NA
"маоля","брехун","nonword","nonword","word",NA
"матеття","сода","nonword","nonword","word",NA
"інмні","сир","nonword","nonword","word",NA
"конкуррація","нещастя","nonword","nonword","word",NA
"стебетний","короля","nonword","nonword","word",NA
"учстка","вказувати","nonword","nonword","word",NA
"раітик","запит","nonword","nonword","word",NA
"придвійний","депресія","nonword","nonword","word",NA
"фіяльність","прогулянка","nonword","nonword","word",NA
"привмрей","свисток","nonword","nonword","word",NA
"трвсій","дитинство","nonword","nonword","word",NA
"підответственно","чарівний","nonword","nonword","word",NA
"еслий","кришка","nonword","nonword","word",NA
"ёра","кардинал","nonword","nonword","word",NA
"вичітковий","новини","nonword","nonword","word",NA
"приєіший","документ","nonword","nonword","word",NA
"iї","коханець","nonword","nonword","word",NA
"еллікатний","гітара","nonword","nonword","word",NA
"винорозмтво","жалюгідний","nonword","nonword","word",NA
"рыбар","пісня","nonword","nonword","word",NA
"каткнет","подія","nonword","nonword","word",NA
"жеагання","вгору","nonword","nonword","word",NA
"погольний","квартира","nonword","nonword","word",NA
"відглянь","галактика","nonword","nonword","word",NA
"повільку","провал","nonword","nonword","word",NA
"гоховати","робітник","nonword","nonword","word",NA
"гояно","мертвий","nonword","nonword","word",NA
"вуаткий","фрукти","nonword","nonword","word",NA
"кляю","сніг","nonword","nonword","word",NA
"найтс","князь","nonword","nonword","word",NA
"рознесення","пластик","nonword","nonword","word",NA
"фрнумент","електрика","nonword","nonword","word",NA
"ушкор","пожертвування","nonword","nonword","word",NA
"дорози","камінь","nonword","nonword","word",NA
"силка","концентрат","nonword","nonword","word",NA
"татускання","черепаха","nonword","nonword","word",NA
"бами","факс","nonword","nonword","word",NA
"віртр","релігія","nonword","nonword","word",NA
"прирівний","романтичний","nonword","nonword","word",NA
"захвволений","судити","nonword","nonword","word",NA
"кне","від'їзд","nonword","nonword","word",NA
"співсунути","висота","nonword","nonword","word",NA
"яб","мокрий","nonword","nonword","word",NA
"гуще","північний","nonword","nonword","word",NA
"ніss","прототип","nonword","nonword","word",NA
"щороя","група","nonword","nonword","word",NA
"ідомний","полуниця","nonword","nonword","word",NA
"гнаддо","процедура","nonword","nonword","word",NA
"кірокість","поліпшення","nonword","nonword","word",NA
"блчак","федерація","nonword","nonword","word",NA
"жамн","прізвище","nonword","nonword","word",NA
"зло","абсуахний","nonword","word","nonword",NA
"падіння","аварби","nonword","word","nonword",NA
"усвідомлювати","автокас","nonword","word","nonword",NA
"бонус","кбентство","nonword","word","nonword",NA
"мінімальний","офміністративний","nonword","word","nonword",NA
"необхідний","адтоналін","nonword","word","nonword",NA
"всесвіт","шуреса","nonword","word","nonword",NA
"профіль","жщропорт","nonword","word","nonword",NA
"компас","чёт","nonword","word","nonword",NA
"підтвердження","язтивувати","nonword","word","nonword",NA
"загальний","умтор","nonword","word","nonword",NA
"кишеньковий","аккунт","nonword","word","nonword",NA
"тихоокеанський","алаш","nonword","word","nonword",NA
"оголений","алугі","nonword","word","nonword",NA
"гвинтівка","алега","nonword","word","nonword",NA
"оригінальний","сперика","nonword","word","nonword",NA
"коробка","антиіз","nonword","word","nonword",NA
"губернатор","арaют","nonword","word","nonword",NA
"попит","арагя","nonword","word","nonword",NA
"агент","артеття","nonword","word","nonword",NA
"сиріт","аровлерія","nonword","word","nonword",NA
"колонія","арейтектор","nonword","word","nonword",NA
"піратський","ідакувати","nonword","word","nonword",NA
"плече","ввлантичний","nonword","word","nonword",NA
"вдячний","атмосекла","nonword","word","nonword",NA
"розлучення","cтдиторія","nonword","word","nonword",NA
"хірург","бабуту","nonword","word","nonword",NA
"плюс","ривовна","nonword","word","nonword",NA
"кошмар","пугатий","nonword","word","nonword",NA
"керівництво","багаєштво","nonword","word","nonword",NA
"робити","бажаєтя","nonword","word","nonword",NA
"образливість","кюр","nonword","word","nonword",NA
"співчувати","бататийон","nonword","word","nonword",NA
"дідусь","баатко","nonword","word","nonword",NA
"повітря","баатко","nonword","word","nonword",NA
"старший","ничення","nonword","word","nonword",NA
"порятунок","безвідповідданное","nonword","word","nonword",NA
"народження","безрыва","nonword","word","nonword",NA
"рідина","безважний","nonword","word","nonword",NA
"добрий","безпространял","nonword","word","nonword",NA
"тост","бездовий","nonword","word","nonword",NA
"жити","бейссел","nonword","word","nonword",NA
"форма","беней","nonword","word","nonword",NA
"потенціал","бегрен","nonword","word","nonword",NA
"собака","чотва","nonword","word","nonword",NA
"портал","біллес","nonword","word","nonword",NA
"танцівниця","маль","nonword","word","nonword",NA
"виникнути","біоробітний","nonword","word","nonword",NA
"фунт","біолягає","nonword","word","nonword",NA
"неможливий","близнаий","nonword","word","nonword",NA
"особистий","боцивільний","nonword","word","nonword",NA
"враження","божествеприй","nonword","word","nonword",NA
"яблучний","бороят","nonword","word","nonword",NA
"турист","боробуся","nonword","word","nonword",NA
"ураган","бородро","nonword","word","nonword",NA
"дна","тус","nonword","word","nonword",NA
"вільно","боджон","nonword","word","nonword",NA
"грип","брию","nonword","word","nonword",NA
"туалет","брию","nonword","word","nonword",NA
"жертва","бртаун","nonword","word","nonword",NA
"банківський","брчiя","nonword","word","nonword",NA
"карнавал","брланий","nonword","word","nonword",NA
"природно","будійня","nonword","word","nonword",NA
"термінал","ходувати","nonword","word","nonword",NA
"короткий","бупна","nonword","word","nonword",NA
"сестра","їxязниця","nonword","word","nonword",NA
"назва","вагіршість","nonword","word","nonword",NA
"конференція","важливно","nonword","word","nonword",NA
"море","важливнать","nonword","word","nonword",NA
"кінець","вачіина","nonword","word","nonword",NA
"описувати","валією","nonword","word","nonword",NA
"закуска","вампбе","nonword","word","nonword",NA
"інженер","лін","nonword","word","nonword",NA
"спадщина","ватiль","nonword","word","nonword",NA
"слух","ванновкімната","nonword","word","nonword",NA
"пожежа","ванттр","nonword","word","nonword",NA
"відносини","вантаженка","nonword","word","nonword",NA
"голод","сятсон","nonword","word","nonword",NA
"проспект","вбившиво","nonword","word","nonword",NA
"площа","ппивця","nonword","word","nonword",NA
"жалюгідний","ппивця","nonword","word","nonword",NA
"баланс","neору","nonword","word","nonword",NA
"нерозумний","величкй","nonword","word","nonword",NA
"відносний","великитепалець","nonword","word","nonword",NA
"внутрішній","величеячий","nonword","word","nonword",NA
"заборонений","вещара","nonword","word","nonword",NA
"зараз","веджиляція","nonword","word","nonword",NA
"чаша","вертикіт","nonword","word","nonword",NA
"миша","верхжил","nonword","word","nonword",NA
"заручниця","весірия","nonword","word","nonword",NA
"рухатися","веьор","nonword","word","nonword",NA
"банда","взутро","nonword","word","nonword",NA
"шар","губирати","nonword","word","nonword",NA
"кабель","вибочк","nonword","word","nonword",NA
"відбиток","викарця","nonword","word","nonword",NA
"кар'єра","вигах","nonword","word","nonword",NA
"вихід","вигахнути","nonword","word","nonword",NA
"дядько","вилаховий","nonword","word","nonword",NA
"проковтнути","вивчасно","nonword","word","nonword",NA
"блиск","висяати","nonword","word","nonword",NA
"повільний","виставь","nonword","word","nonword",NA
"вершина","видакати","nonword","word","nonword",NA
"місяць","вистти","nonword","word","nonword",NA
"розрив","вистачання","nonword","word","nonword",NA
"орендар","викладпя","nonword","word","nonword",NA
"мистецтво","виерик","nonword","word","nonword",NA
"остаточний","вичинання","nonword","word","nonword",NA
"ювілей","використійно","nonword","word","nonword",NA
"гордий","сткуп","nonword","word","nonword",NA
"сухий","виїда","nonword","word","nonword",NA
"калібр","йоловити","nonword","word","nonword",NA
"часник","винилевач","nonword","word","nonword",NA
"чекати","виерим","nonword","word","nonword",NA
"хмара","великодання","nonword","word","nonword",NA
"білий","випропонованих","nonword","word","nonword",NA
"дозволяти","випулиник","nonword","word","nonword",NA
"ідея","вироблони","nonword","word","nonword",NA
"кандидат","виропоицтво","nonword","word","nonword",NA
"комісія","вислуглювати","nonword","word","nonword",NA
"біля","випикий","nonword","word","nonword",NA
"кільце","винькість","nonword","word","nonword",NA
"відповідальність","випата","nonword","word","nonword",NA
"тренер","виймають","nonword","word","nonword",NA
"спочатку","витротати","nonword","word","nonword",NA
"розділ","витад","nonword","word","nonword",NA
"натовп","вічіорок","nonword","word","nonword",NA
"осел","віддоза","nonword","word","nonword",NA
"голос","відстерігаються","nonword","word","nonword",NA
"вена","відданство","nonword","word","nonword",NA
"консервативний","віздоровий","nonword","word","nonword",NA
"доля","відтворяться","nonword","word","nonword",NA
"насправді","відчувавати","nonword","word","nonword",NA
"вікно","відйманість","nonword","word","nonword",NA
"зелений","відності","nonword","word","nonword",NA
"мавпа","відною","nonword","word","nonword",NA
"читання","військійий","nonword","word","nonword",NA
"купувати","гел","nonword","word","nonword",NA
"перешкода","тольний","nonword","word","nonword",NA
"земля","вікр","nonword","word","nonword",NA
"англійська мова","марити","nonword","word","nonword",NA
"ложка","журний","nonword","word","nonword",NA
"колега","вітайлн","nonword","word","nonword",NA
"семінар","віетило","nonword","word","nonword",NA
"вибухнути","вкирувати","nonword","word","nonword",NA
"зрідка","влита","nonword","word","nonword",NA
"планета","властлк","nonword","word","nonword",NA
"пристойний","вотна","nonword","word","nonword",NA
"галерея","волюй","nonword","word","nonword",NA
"антидот","вораевий","nonword","word","nonword",NA
"завжди","воey","nonword","word","nonword",NA
"корисний","строта","nonword","word","nonword",NA
"увага","вптива","nonword","word","nonword",NA
"природний","вручати","nonword","word","nonword",NA
"кориця","чиажаючий","nonword","word","nonword",NA
"прибуток","рдередині","nonword","word","nonword",NA
"клітина","втаса","nonword","word","nonword",NA
"пити","втікll","nonword","word","nonword",NA
"століття","вулиін","nonword","word","nonword",NA
"покривати","вудк","nonword","word","nonword",NA
"паб","вчорий","nonword","word","nonword",NA
"експерт","вчена","nonword","word","nonword",NA
"стояти","кивань","nonword","word","nonword",NA
"ніколи","гасота","nonword","word","nonword",NA
"пізно","галаарика","nonword","word","nonword",NA
"слідувати","гавскування","nonword","word","nonword",NA
"династія","гамаршць","nonword","word","nonword",NA
"захоплюватися","галаургер","nonword","word","nonword",NA
"кістка","гайдж","nonword","word","nonword",NA
"відходи","гармонок","nonword","word","nonword",NA
"смішний","гальий","nonword","word","nonword",NA
"хімічний","жій","nonword","word","nonword",NA
"фінансування","героrd","nonword","word","nonword",NA
"створювати","авдний","nonword","word","nonword",NA
"психічний","твдність","nonword","word","nonword",NA
"збирати","интара","nonword","word","nonword",NA
"клуб","глежальний","nonword","word","nonword",NA
"волосся","глявий","nonword","word","nonword",NA
"пасажирський","жалий","nonword","word","nonword",NA
"гарантія","голосяий","nonword","word","nonword",NA
"клас","голомывати","nonword","word","nonword",NA
"стрес","годаа","nonword","word","nonword",NA
"бюджет","адра","nonword","word","nonword",NA
"більшість","гонала","nonword","word","nonword",NA
"нарешті","говолка","nonword","word","nonword",NA
"гарячий","уба","nonword","word","nonword",NA
"брудний","грснувати","nonword","word","nonword",NA
"корова","ювавець","nonword","word","nonword",NA
"ракета","грлі","nonword","word","nonword",NA
"показати","графчая","nonword","word","nonword",NA
"датчик","овецький","nonword","word","nonword",NA
"нормально","грює","nonword","word","nonword",NA
"спокійно","гріпі","nonword","word","nonword",NA
"прогрес","неудень","nonword","word","nonword",NA
"підтримка","грїти","nonword","word","nonword",NA
"сильний","грйза","nonword","word","nonword",NA
"вже","грйза","nonword","word","nonword",NA
"дракон","зовати","nonword","word","nonword",NA
"заважати","далене","nonword","word","nonword",NA
"конкуренція","атр","nonword","word","nonword",NA
"гормон","двжні","nonword","word","nonword",NA
"другий","двиглы","nonword","word","nonword",NA
"гарний","демократьт","nonword","word","nonword",NA
"душ","демонстревія","nonword","word","nonword",NA
"вуглець","дегресує","nonword","word","nonword",NA
"замикання","деребя","nonword","word","nonword",NA
"падіння","держзла","nonword","word","nonword",NA
"свинина","делб","nonword","word","nonword",NA
"хребетний","десяейліття","nonword","word","nonword",NA
"чашка","нитектив","nonword","word","nonword",NA
"лисиця","детермарація","nonword","word","nonword",NA
"прокляття","деодвий","nonword","word","nonword",NA
"магія","джульєума","nonword","word","nonword",NA
"ніч","вмеркало","nonword","word","nonword",NA
"генератор","диактися","nonword","word","nonword",NA
"гральний","зовний","nonword","word","nonword",NA
"мільйон","дицивижний","nonword","word","nonword",NA
"повільно","динайгт","nonword","word","nonword",NA
"око","боректор","nonword","word","nonword",NA
"юрист","дитиск","nonword","word","nonword",NA
"думка","дитижнтво","nonword","word","nonword",NA
"монах","диявпу","nonword","word","nonword",NA
"бджола","діидата","nonword","word","nonword",NA
"джип","діяльницть","nonword","word","nonword",NA
"солодкий","рсо","nonword","word","nonword",NA
"утримувати","доїхобачення","nonword","word","nonword",NA
"пропозиція","добровжиьно","nonword","word","nonword",NA
"незаконний","дорло","nonword","word","nonword",NA
"назовні","довжньа","nonword","word","nonword",NA
"популярний","дофора","nonword","word","nonword",NA
"аспірин","довитковий","nonword","word","nonword",NA
"офіційно","домовляв","nonword","word","nonword",NA
"склянка","ліказ","nonword","word","nonword",NA
"папір","дочнор","nonword","word","nonword",NA
"управляти","домімент","nonword","word","nonword",NA
"мільйонер","доабр","nonword","word","nonword",NA
"аматорський","доличи","nonword","word","nonword",NA
"снід","рiля","nonword","word","nonword",NA
"бутерброд","доподдгати","nonword","word","nonword",NA
"білок","допомонт","nonword","word","nonword",NA
"відмовляти","ндріжка","nonword","word","nonword",NA
"палець","досконпpий","nonword","word","nonword",NA
"щодня","дослерник","nonword","word","nonword",NA
"чіп","досталла","nonword","word","nonword",NA
"родео","досягати спіхом","nonword","word","nonword",NA
"стіна","чехід","nonword","word","nonword",NA
"інтернет","дровний","nonword","word","nonword",NA
"плітки","yміт","nonword","word","nonword",NA
"кола","дрve","nonword","word","nonword",NA
"словник","дрсуба","nonword","word","nonword",NA
"посольство","дрклина","nonword","word","nonword",NA
"посла","дрозній","nonword","word","nonword",NA
"джунглі","думо","nonword","word","nonword",NA
"убивця","пимати","nonword","word","nonword",NA
"пульс","думксть","nonword","word","nonword",NA
"розмір","дурнул","nonword","word","nonword",NA
"визнавати","спх","nonword","word","nonword",NA
"привітати","боєїстичний","nonword","word","nonword",NA
"буквально","ельзантний","nonword","word","nonword",NA
"шкіра","елековика","nonword","word","nonword",NA
"інспектор","електренний","nonword","word","nonword",NA
"нервовий","елвлент","nonword","word","nonword",NA
"сумний","емшнійний","nonword","word","nonword",NA
"марний","енервая","nonword","word","nonword",NA
"ілюзія","епгаемія","nonword","word","nonword",NA
"визнавати","spізод","nonword","word","nonword",NA
"порох","мaект","nonword","word","nonword",NA
"додатковий","дйективний","nonword","word","nonword",NA
"концепція","целюгідний","nonword","word","nonword",NA
"зручний","церт","nonword","word","nonword",NA
"оптимістичний","жахливно","nonword","word","nonword",NA
"радіус","живоюєс","nonword","word","nonword",NA
"платформа","винка","nonword","word","nonword",NA
"благодійність","жіновуй","nonword","word","nonword",NA
"дитина","жовтаєь","nonword","word","nonword",NA
"труна","жоцний","nonword","word","nonword",NA
"відчинено","жорсючий","nonword","word","nonword",NA
"реальність","жорсавкий","nonword","word","nonword",NA
"викрадач","жорстолпсть","nonword","word","nonword",NA
"лояльний","озвати","nonword","word","nonword",NA
"половина","жухвал","nonword","word","nonword",NA
"артефакт","вірналіст","nonword","word","nonword",NA
"з","забарбий","nonword","word","nonword",NA
"метелик","забодиняти","nonword","word","nonword",NA
"поважання","загаррм","nonword","word","nonword",NA
"спокійний","заціловок","nonword","word","nonword",NA
"екран","загодкатися","nonword","word","nonword",NA
"крадіжка","зазволяй","nonword","word","nonword",NA
"організувати","закіорити","nonword","word","nonword",NA
"ритм","заненний","nonword","word","nonword",NA
"смак","закритич","nonword","word","nonword",NA
"оперативний","залиісти","nonword","word","nonword",NA
"монстр","задичати","nonword","word","nonword",NA
"супермен","затонник","nonword","word","nonword",NA
"технічний","заожу","nonword","word","nonword",NA
"просто","защик","nonword","word","nonword",NA
"делікатний","заморопивати","nonword","word","nonword",NA
"переривати","запапыятати","nonword","word","nonword",NA
"насос","заоих","nonword","word","nonword",NA
"чемпіон","запичивання","nonword","word","nonword",NA
"надприродливий","зарут","nonword","word","nonword",NA
"значок","заратувати","nonword","word","nonword",NA
"усмішка","томозумілість","nonword","word","nonword",NA
"скарга","зарпкета","nonword","word","nonword",NA
"третій","затвергоення","nonword","word","nonword",NA
"полювання","захвораяання","nonword","word","nonword",NA
"тепло","захиегти","nonword","word","nonword",NA
"детонатор","завядний","nonword","word","nonword",NA
"річка","занынено","nonword","word","nonword",NA
"процес","заыта","nonword","word","nonword",NA
"шпигун","люирати","nonword","word","nonword",NA
"хліб","пирою","nonword","word","nonword",NA
"бог","збдая","nonword","word","nonword",NA
"морський","збсюжений","nonword","word","nonword",NA
"оркестр","звичткний","nonword","word","nonword",NA
"політика","звілймення","nonword","word","nonword",NA
"швидка допомога","звсб","nonword","word","nonword",NA
"терапія","здатласть","nonword","word","nonword",NA
"бібліотека","оюаду","nonword","word","nonword",NA
"спостереження","ннма","nonword","word","nonword",NA
"башта","зізначити","nonword","word","nonword",NA
"вторинний","зікаа","nonword","word","nonword",NA
"смертельний","юкомка","nonword","word","nonword",NA
"пастка","ежий","nonword","word","nonword",NA
"ввічливий","злвaмисник","nonword","word","nonword",NA
"бідний","злочсиність","nonword","word","nonword",NA
"упертий","змрят","nonword","word","nonword",NA
"чарівність","ерія","nonword","word","nonword",NA
"пінг","учав","nonword","word","nonword",NA
"рай","знрт","nonword","word","nonword",NA
"мін","знаменитки","nonword","word","nonword",NA
"корона","евання","nonword","word","nonword",NA
"двійник","евання","nonword","word","nonword",NA
"могила","знесодження","nonword","word","nonword",NA
"заслуговувати","знтонення","nonword","word","nonword",NA
"зосереджувати","зовновній","nonword","word","nonword",NA
"вивчати","орна","nonword","word","nonword",NA
"кількість","минд","nonword","word","nonword",NA
"плейбой","кіадник","nonword","word","nonword",NA
"два","кіештою","nonword","word","nonword",NA
"інцидент","зрочувати","nonword","word","nonword",NA
"зомбі","удбний","nonword","word","nonword",NA
"кокаїн","зусталь","nonword","word","nonword",NA
"успіх","зуволікатися","nonword","word","nonword",NA
"морський","ігращиа","nonword","word","nonword",NA
"бігти","ідміт","nonword","word","nonword",NA
"гніздо","зга","nonword","word","nonword",NA
"фізика","cвдити","nonword","word","nonword",NA
"розумний","імпепотор","nonword","word","nonword",NA
"майбутнє","імпетия","nonword","word","nonword",NA
"ризик","іннекція","nonword","word","nonword",NA
"позитивний","вывестор","nonword","word","nonword",NA
"запитання","інвестадати","nonword","word","nonword",NA
"захопити","індивіслальний","nonword","word","nonword",NA
"стурбований","іншочка","nonword","word","nonword",NA
"віскі","іналекція","nonword","word","nonword",NA
"лесбійський","інструмеси","nonword","word","nonword",NA
"слухати","іннюмний","nonword","word","nonword",NA
"завдання","інтуарія","nonword","word","nonword",NA
"дорочий","тофекція","nonword","word","nonword",NA
"кут","інфомнатор","nonword","word","nonword",NA
"працювати","інформерія","nonword","word","nonword",NA
"задоволення","фаший","nonword","word","nonword",NA
"тут","пионічний","nonword","word","nonword",NA
"терміновий","южти","nonword","word","nonword",NA
"солдат","въовірно","nonword","word","nonword",NA
"чистий","лoи","nonword","word","nonword",NA
"привабливий","капе","nonword","word","nonword",NA
"окуляри","каміша","nonword","word","nonword",NA
"сорочка","кажалюх","nonword","word","nonword",NA
"студент","кареталізм","nonword","word","nonword",NA
"страшний","кажитан","nonword","word","nonword",NA
"канал","капляйя","nonword","word","nonword",NA
"м'який","кайтинал","nonword","word","nonword",NA
"присутність","каска","nonword","word","nonword",NA
"кашель","картирь","nonword","word","nonword",NA
"цукор","естування","nonword","word","nonword",NA
"шервок","кафееба","nonword","word","nonword",NA
"тріщина","кадеа","nonword","word","nonword",NA
"космонавт","удартал","nonword","word","nonword",NA
"ревнивий","квектира","nonword","word","nonword",NA
"пагорб","квзыка","nonword","word","nonword",NA
"готівка","кеббінг","nonword","word","nonword",NA
"розмова","айлимок","nonword","word","nonword",NA
"біженець","китынь","nonword","word","nonword",NA
"шпигунство","ишнь","nonword","word","nonword",NA
"імперський","зршка","nonword","word","nonword",NA
"тінь","клуличний","nonword","word","nonword",NA
"діарея","смієнт","nonword","word","nonword",NA
"низький","кламіка","nonword","word","nonword",NA
"герой","клеива","nonword","word","nonword",NA
"палиця","кнїда","nonword","word","nonword",NA
"кінотеатр","стязь","nonword","word","nonword",NA
"поцілунок","копіойський","nonword","word","nonword",NA
"чума","коклок","nonword","word","nonword",NA
"командування","колинебїль","nonword","word","nonword",NA
"ангел","коивна","nonword","word","nonword",NA
"порожній","комаьна","nonword","word","nonword",NA
"марафон","комайб","nonword","word","nonword",NA
"модний","кородія","nonword","word","nonword",NA
"лояльність","коміґер","nonword","word","nonword",NA
"пенальті","косутет","nonword","word","nonword",NA
"забути","компнітер","nonword","word","nonword",NA
"алкоголь","комуніве","nonword","word","nonword",NA
"кабінет","конставився","nonword","word","nonword",NA
"піхва","консулихувати","nonword","word","nonword",NA
"командувач","ковхіденційність","nonword","word","nonword",NA
"турнір","коясентрат","nonword","word","nonword",NA
"заповідник","коимерт","nonword","word","nonword",NA
"дощ","ковдяк","nonword","word","nonword",NA
"божевілля","котиювати","nonword","word","nonword",NA
"хворий","коровавство","nonword","word","nonword",NA
"меч","корожк","nonword","word","nonword",NA
"скарбниця","кофлорація","nonword","word","nonword",NA
"картопля","кояянець","nonword","word","nonword",NA
"штовхати","коштовоксть","nonword","word","nonword",NA
"банкір","кравтяка","nonword","word","nonword",NA
"свідок","кріда","nonword","word","nonword",NA
"пропонувати","кредым","nonword","word","nonword",NA
"вибирати","крдра","nonword","word","nonword",NA
"рана","крстінальний","nonword","word","nonword",NA
"блискавка","кражка","nonword","word","nonword",NA
"бомба","кролів","nonword","word","nonword",NA
"молодь","куанн","nonword","word","nonword",NA
"судовий","атля","nonword","word","nonword",NA
"онук","куртац","nonword","word","nonword",NA
"вузький","бoв","nonword","word","nonword",NA
"комерційний","легеица","nonword","word","nonword",NA
"довідка","легков","nonword","word","nonword",NA
"викрадати","легков","nonword","word","nonword",NA
"капітал","лесл","nonword","word","nonword",NA
"подвійний","легоенант","nonword","word","nonword",NA
"таксі","лекцны","nonword","word","nonword",NA
"філософія","лизапе","nonword","word","nonword",NA
"расист","лишінь","nonword","word","nonword",NA
"відповідь","лилеманка","nonword","word","nonword",NA
"фаза","лізоральний","nonword","word","nonword",NA
"член","ліпшруч","nonword","word","nonword",NA
"залізо","ліндр","nonword","word","nonword",NA
"звичайний","лісна","nonword","word","nonword",NA
"молочний","дски","nonword","word","nonword",NA
"темрява","літавання","nonword","word","nonword",NA
"конверт","лірізин","nonword","word","nonword",NA
"сьогодні","усн","nonword","word","nonword",NA
"вражаючий","анс","nonword","word","nonword",NA
"таблиця","лірити","nonword","word","nonword",NA
"приносити","літепитура","nonword","word","nonword",NA
"банан","одбстер","nonword","word","nonword",NA
"захід сонця","люсив","nonword","word","nonword",NA
"практика","люсь","nonword","word","nonword",NA
"посадка","люолький","nonword","word","nonword",NA
"королівський","четь","nonword","word","nonword",NA
"сенсаційний","янкати","nonword","word","nonword",NA
"гостинність","м'ws","nonword","word","nonword",NA
"виступ","м'ґпо","nonword","word","nonword",NA
"жест","майать","nonword","word","nonword",NA
"незвичайний","магасан","nonword","word","nonword",NA
"матерія","маранез","nonword","word","nonword",NA
"завтра","малаимальний","nonword","word","nonword",NA
"ручний","жилий","nonword","word","nonword",NA
"довіра","вклювати","nonword","word","nonword",NA
"трюк","авма","nonword","word","nonword",NA
"хобі","манізалювати","nonword","word","nonword",NA
"шовк","маждетинг","nonword","word","nonword",NA
"вага","матож","nonword","word","nonword",NA
"транспортний засіб","дісло","nonword","word","nonword",NA
"програмне забезпечення","дісло","nonword","word","nonword",NA
"шум","матеманька","nonword","word","nonword",NA
"захищати","острос","nonword","word","nonword",NA
"клан","марп","nonword","word","nonword",NA
"іноді","маріна","nonword","word","nonword",NA
"характер","маріна","nonword","word","nonword",NA
"підліток","меркль","nonword","word","nonword",NA
"королева","меткльйон","nonword","word","nonword",NA
"землетрус","меть","nonword","word","nonword",NA
"населення","мертатй","nonword","word","nonword",NA
"фактор","метанувий","nonword","word","nonword",NA
"доповідь","меin","nonword","word","nonword",NA
"сучасний","меатнічний","nonword","word","nonword",NA
"вірус","халий","nonword","word","nonword",NA
"налякати","милосепья","nonword","word","nonword",NA
"суп","миасле","nonword","word","nonword",NA
"губа","ояти","nonword","word","nonword",NA
"технологія","мікропсон","nonword","word","nonword",NA
"ентузіазм","мікриєон","nonword","word","nonword",NA
"потужність","мількуд","nonword","word","nonword",NA
"може бути","міністердиво","nonword","word","nonword",NA
"стаття","мінінор","nonword","word","nonword",NA
"псевдонім","міекс","nonword","word","nonword",NA
"автор","міжня","nonword","word","nonword",NA
"ризикований","мітко","nonword","word","nonword",NA
"одиночний","місцяний","nonword","word","nonword",NA
"іржавий","мізек","nonword","word","nonword",NA
"залишати","моккання","nonword","word","nonword",NA
"клапан","можлчність","nonword","word","nonword",NA
"відмінний","мокзал","nonword","word","nonword",NA
"пояснення","молофбй","nonword","word","nonword",NA
"секретар","молоящий","nonword","word","nonword",NA
"бідність","моловнк","nonword","word","nonword",NA
"місце","монастзо","nonword","word","nonword",NA
"католицький","монастзо","nonword","word","nonword",NA
"цвях","моніжкр","nonword","word","nonword",NA
"західний","монтлa","nonword","word","nonword",NA
"культура","модіін","nonword","word","nonword",NA
"співак","мойкль","nonword","word","nonword",NA
"великий","моторобаий","nonword","word","nonword",NA
"застосовувати","мотуиса","nonword","word","nonword",NA
"абсолютно","мрди","nonword","word","nonword",NA
"дим","мунбй","nonword","word","nonword",NA
"хлопчики","муечка","nonword","word","nonword",NA
"що","ризикант","nonword","word","nonword",NA
"золотий","мурайоа","nonword","word","nonword",NA
"присягати","октація","nonword","word","nonword",NA
"неприємність","наніоло","nonword","word","nonword",NA
"одкровення","навмиску","nonword","word","nonword",NA
