"word_combo","ru_cue","ru_target","type","cue_type","target_type","ru_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"обезьянамаленьна","обезьяна","маленьна","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"обезьянапериод","обезьяна","период","unrelated","word","word",0.0353023454079629,-0.348098874907485,0.970167013246031,0.116794383525296,69,76,82,10,0.926829268292683,74,83,9,0.891566265060241,FALSE,TRUE,TRUE
"оберегатьзащищать","оберегать","защищать","related","word","word",0.677913706870072,-0.451816007123876,0.481244378991801,0.0631904827392057,58,67,68,11,0.985294117647059,64,67,12,0.955223880597015,TRUE,TRUE,TRUE
"оберегатьпобемнать","оберегать","побемнать","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"оберегатьстроение","оберегать","строение","unrelated","word","word",0.0679131578577173,-0.351342004119653,0.600465286106823,0.0788449547747797,58,68,71,10,0.957746478873239,60,69,12,0.869565217391304,TRUE,TRUE,TRUE
"оберестатьпоражество","оберестать","поражество","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"оберестатьтри","оберестать","три","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"обеспокоенныйнервный","обеспокоенный","нервный","related","word","word",0.459148958885398,-0.328392135790122,0.69958291701247,0.09031576622935,60,69,74,12,0.932432432432432,64,73,13,0.876712328767123,FALSE,TRUE,TRUE
"обеспокоенныйтам","обеспокоенный","там","unrelated","word","word",0.129559482108016,-0.147506933394826,0.923982541626453,0.100814760424307,84,95,104,8,0.913461538461538,91,102,10,0.892156862745098,FALSE,TRUE,TRUE
"обеспокоенныйчеткгнать","обеспокоенный","четкгнать","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"обжелкоискусственный","обжелко","искусственный","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"обжелкопачень","обжелко","пачень","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"облакоденьги","облако","деньги","unrelated","word","word",0.052740182648993,-0.837492844505207,0.404287585143939,0.0493915896371875,67,73,77,5,0.948051948051948,73,77,5,0.948051948051948,TRUE,TRUE,TRUE
"облакопрезикрой","облако","презикрой","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"облакотуман","облако","туман","related","word","word",0.428472179604986,-0.728513303278003,0.458543426149952,0.0602097015990258,58,62,67,8,0.925373134328358,63,67,8,0.940298507462687,TRUE,TRUE,TRUE
"обманыватьбанкро","обманывать","банкро","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"обманыватьвозбужденный","обманывать","возбужденный","unrelated","word","word",0.107542452121931,-0.0275060593243516,0.59480120208346,0.0774365207493307,59,69,73,9,0.945205479452055,67,71,11,0.943661971830986,TRUE,TRUE,TRUE
"обманыватьшутить","обманывать","шутить","related","word","word",0.329868204545394,-0.215688697798145,0.650872722267927,0.0869765260401233,56,66,67,10,0.985074626865672,64,67,10,0.955223880597015,TRUE,TRUE,TRUE
"обманыстватьамака","обманыствать","амака","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"обманыстватьпрототип","обманыствать","прототип","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"обнаженныйголый","обнаженный","голый","related","word","word",0.485725427228682,-0.853289740245311,0.420838855644209,0.0567458997189027,55,66,68,7,0.970588235294118,64,68,7,0.941176470588235,TRUE,TRUE,TRUE
"обнаженныйпоражение","обнаженный","поражение","unrelated","word","word",0.135207615226363,-0.209713882164954,0.764372656595277,0.102143592742776,56,69,73,5,0.945205479452055,67,73,5,0.917808219178082,FALSE,TRUE,TRUE
"обнаженныйфырк","обнаженный","фырк","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"обнюзныйкадерс","обнюзный","кадерс","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"обнюзныйспор","обнюзный","спор","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ободитьдолвина","ободить","долвина","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ободитьсодействовать","ободить","содействовать","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"обойщатьаначут","обойщать","аначут","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"обойщатьлюди","обойщать","люди","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"обольщатьвпечатлять","обольщать","впечатлять","related","word","word",0.503727367533405,-0.0245190577266128,0.787791212199284,0.105273028870037,56,65,73,5,0.89041095890411,49,75,3,0.653333333333333,FALSE,TRUE,TRUE
"обольщатьигсверка","обольщать","игсверка","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"обольщатьсумма","обольщать","сумма","unrelated","word","word",0.14363483996611,-0.479097662433988,0.468789407070177,0.0626446195644823,56,57,59,12,0.966101694915254,37,59,12,0.627118644067797,TRUE,TRUE,TRUE
"обопойдень рождстоль","обопой","день рождстоль","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"обопойтайна","обопой","тайна","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"оборудованиеенсабег","оборудование","енсабег","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"оборудованиеоборудовать","оборудование","оборудовать","related","word","word",0.725290037939581,0.328162429907846,1.20114365831564,0.153790686361919,61,72,76,10,0.947368421052632,72,75,11,0.96,FALSE,TRUE,TRUE
"оборудованиечестный","оборудование","честный","unrelated","word","word",0.107478387188632,-0.541731469148442,0.702003809113178,0.0833125244637739,71,77,82,11,0.939024390243902,80,83,10,0.963855421686747,TRUE,TRUE,TRUE
"обстановкаатмосфера","обстановка","атмосфера","related","word","word",0.613622365533097,-0.361643751461269,0.598222353505019,0.0806642856911041,55,61,62,5,0.983870967741935,61,62,5,0.983870967741935,TRUE,TRUE,TRUE
"обстановкалюбить","обстановка","любить","unrelated","word","word",0.0814851050606737,-0.504120799402242,0.535730630187129,0.0691625269589318,60,71,76,11,0.93421052631579,70,76,11,0.921052631578947,TRUE,TRUE,TRUE
"обстановкаущка","обстановка","ущка","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"обстановклаустратастика","обстановкла","устратастика","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"обстановклаучиться","обстановкла","учиться","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"обучатьсянеизвестный","обучаться","неизвестный","unrelated","word","word",0.0996998010245448,-0.108716226131976,0.644821856555206,0.0749590182349484,74,82,87,14,0.942528735632184,79,86,15,0.918604651162791,TRUE,TRUE,TRUE
"обучатьсятрбя","обучаться","трбя","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"обучатьсяучить","обучаться","учить","related","word","word",0.636574594256444,-0.626270815238792,0.650348452429227,0.0741140845384682,77,87,91,5,0.956043956043956,86,91,5,0.945054945054945,TRUE,TRUE,TRUE
"обчалатьсядьявол","обчалаться","дьявол","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"обчалатьсязерасть","обчалаться","зерасть","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"общенутствотишина","общенутство","тишина","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"общенутствоудают","общенутство","удают","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"обществоаушведура","общество","аушведура","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"обществозахватывающий","общество","захватывающий","unrelated","word","word",0.129119420280242,0.100290715397137,0.888205565025673,0.109330547295151,66,82,88,5,0.931818181818182,83,88,5,0.943181818181818,FALSE,TRUE,TRUE
"обществосообщество","общество","сообщество","related","word","word",0.81956811724098,-0.12226037130786,0.855833625861641,0.113357932971804,57,62,66,10,0.93939393939394,65,67,9,0.970149253731343,FALSE,TRUE,TRUE
"объежукбестробный","объежук","бестробный","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"объежуккоммунист","объежук","коммунист","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"объекткомедия","объект","комедия","unrelated","word","word",0.0840833139368854,-0.545534810337194,0.634425221380632,0.0833041127357306,58,66,69,8,0.956521739130435,65,69,8,0.942028985507246,TRUE,TRUE,TRUE
"объектсубъект","объект","субъект","related","word","word",0.571952878394587,-0.376188457604441,0.631017695212994,0.0843232864456702,56,68,78,7,0.871794871794872,66,79,6,0.835443037974684,TRUE,TRUE,TRUE
"объектфуттат","объект","футтат","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"объяснениеправдоподобный","объяснение","правдоподобный","related","word","word",0.343348633172431,0.636349824503212,1.10468986717015,0.138086233396269,64,71,78,8,0.91025641025641,74,79,7,0.936708860759494,FALSE,TRUE,TRUE
"объяснениеслава","объяснение","слава","unrelated","word","word",0.133236789380675,-0.557858121889864,0.711050653818981,0.0910407071892281,61,68,72,11,0.944444444444444,68,73,10,0.931506849315068,FALSE,TRUE,TRUE
"объяснениеторяд","объяснение","торяд","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"обыкновеннозапрельщать","обыкновенно","запрельщать","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"обыкновеннообычно","обыкновенно","обычно","related","word","word",0.36842257637872,-0.473940690948812,0.7057523148858,0.0911122320700013,60,69,70,7,0.985714285714286,65,70,7,0.928571428571429,FALSE,TRUE,TRUE
"обыкновенносон","обыкновенно","сон","unrelated","word","word",0.13677705116444,-0.645016883751594,0.554833707723965,0.074142772890591,56,60,64,14,0.9375,59,63,15,0.936507936507937,TRUE,TRUE,TRUE
"обышественножелтый","обышественно","желтый","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"обышественнотмева","обышественно","тмева","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"обязанностьдолг","обязанность","долг","related","word","word",0.393058298023972,-0.534144543285486,0.994875585128616,0.130633564222468,58,65,67,4,0.970149253731343,65,65,6,1,FALSE,TRUE,TRUE
"обязанностьсиндром","обязанность","синдром","unrelated","word","word",0.117556336123272,-0.145069922368908,0.75146105737136,0.0954356497218601,62,67,70,5,0.957142857142857,67,71,4,0.943661971830986,FALSE,TRUE,TRUE
"обязанностьстэнформа","обязанность","стэнформа","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"обязанствоенсабег","обязанство","енсабег","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"обязанствокомпьютер","обязанство","компьютер","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"одерживатьнеудачарование","одерживать","неудачарование","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"одерживатьпобеждать","одерживать","побеждать","related","word","word",0.513535353314097,-0.430530074189501,0.629223668438308,0.086430517946549,53,63,67,6,0.940298507462687,58,66,7,0.878787878787879,TRUE,TRUE,TRUE
"одерживатьрассвет","одерживать","рассвет","unrelated","word","word",0.103422861186816,-0.512721551610807,0.534321712585419,0.0643247751918448,69,76,82,7,0.926829268292683,75,82,7,0.914634146341463,TRUE,TRUE,TRUE
"одеялополотенце","одеяло","полотенце","related","word","word",0.526265128520251,-0.520557161509175,0.591285326925903,0.0790138253994054,56,59,62,6,0.951612903225806,58,62,6,0.935483870967742,TRUE,TRUE,TRUE
"одеялопропа","одеяло","пропа","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"одеялосборная","одеяло","сборная","unrelated","word","word",0.121152581091837,-0.297211145538363,0.806386764347827,0.0963816530937115,70,79,86,6,0.918604651162791,79,85,7,0.929411764705882,FALSE,TRUE,TRUE
"оджериватьпонимать","оджеривать","понимать","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"оджериватьуверенство","оджеривать","уверенство","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"одинвысчискать","один","высчискать","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"одинпытка","один","пытка","unrelated","word","word",0.118863708156881,-0.443608253832788,0.5191169083638,0.0693699148135238,56,62,67,10,0.925373134328358,64,67,10,0.955223880597015,TRUE,TRUE,TRUE
"одинтри","один","три","related","word","word",0.300485838621372,-0.697196047939188,0.680493152300937,0.0917576779376939,55,58,61,8,0.950819672131147,58,61,8,0.950819672131147,FALSE,TRUE,TRUE
"одолжествомуослика","одолжество","муослика","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"одолжествосигара","одолжество","сигара","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"одолжищесопрооскорбляться","одолжище","сопрооскорбляться","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"одолжищеэрекция","одолжище","эрекция","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"одюбливатьвезрв","одюбливать","везрв","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"одюбливатьмальчик","одюбливать","мальчик","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ойплейбсенатор","ойплейб","сенатор","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ойплейбсоветоплесс","ойплейб","советоплесс","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"окейраслать","окей","раслать","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"окейугу","окей","угу","related","word","word",0.370350128659402,0.0138270633503472,0.659841082805898,0.0881749736277716,56,64,84,11,0.761904761904762,70,83,12,0.843373493975904,TRUE,TRUE,TRUE
"окейчасто","окей","часто","unrelated","word","word",0.0665162517023298,-0.339564853297783,0.885552602834226,0.1058437805978,70,78,81,7,0.962962962962963,60,80,8,0.75,FALSE,TRUE,TRUE
"окнодверь","окно","дверь","related","word","word",0.49156643305159,-0.949367815843188,0.290086077649673,0.0398463872196223,53,58,58,10,1,57,59,9,0.966101694915254,TRUE,TRUE,TRUE
"окнодиху","окно","диху","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"окноширокий","окно","широкий","unrelated","word","word",0.0830690184152401,-0.4186120399551,0.899131200059819,0.118061710552736,58,65,69,10,0.942028985507246,64,68,11,0.941176470588235,FALSE,TRUE,TRUE
"окраментобизень","окрамент","обизень","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"окраменточевидно","окрамент","очевидно","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"округвстрестваться","округ","встрестваться","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"округожерелье","округ","ожерелье","unrelated","word","word",0.0699411801024986,-0.322054442193279,0.518764496877472,0.0712577838476475,53,58,60,6,0.966666666666667,57,60,6,0.95,TRUE,TRUE,TRUE
"округрайон","округ","район","related","word","word",0.48483494193746,-0.783791468345523,0.49476898391863,0.0618461229898287,64,70,73,17,0.958904109589041,70,74,16,0.945945945945946,TRUE,TRUE,TRUE
"октоггармония","октог","гармония","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"октогприватвлетность","октог","приватвлетность","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"окустлятьздрапорт","окустлять","здрапорт","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"окустлятьмузыкант","окустлять","музыкант","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"олимсулажестокость","олимсула","жестокость","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"олимсуларесторагу","олимсула","ресторагу","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"олинямурос","олиня","мурос","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"олиняоранжевый","олиня","оранжевый","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"олпмониров","олп","мониров","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"олпприз","олп","приз","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"омамвампир","омам","вампир","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"омамцепта","омам","цепта","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"омужкабесубодный","омужка","бесубодный","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"омужкаслуга","омужка","слуга","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"опалновверх","опално","вверх","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"опалнопесом","опално","песом","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"опбиинфороулингс","опби","инфороулингс","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"опбиполдень","опби","полдень","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"опереттоватьинфекция","опереттовать","инфекция","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"опереттоватьспасиствель","опереттовать","спасиствель","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"оперироватьлейтелогг","оперировать","лейтелогг","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"оперироватьулица","оперировать","улица","unrelated","word","word",0.146500025964955,-0.577865644334732,0.7163595422659,0.0993411946656775,52,56,60,10,0.933333333333333,48,59,11,0.813559322033898,FALSE,TRUE,TRUE
"оперироватьхирургия","оперировать","хирургия","related","word","word",0.478677579493293,-0.528262395149154,0.567754770365926,0.068349642374017,69,81,86,11,0.941860465116279,62,86,11,0.72093023255814,TRUE,TRUE,TRUE
"описыватьвыражать","описывать","выражать","related","word","word",0.454694349144359,-0.412651392755925,0.44689039041517,0.0581801732559462,59,68,74,7,0.918918918918919,64,73,8,0.876712328767123,TRUE,TRUE,TRUE
"описыватьдерерить","описывать","дерерить","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"описыватьнасекомое","описывать","насекомое","unrelated","word","word",0.149690044439991,-0.27580062645344,0.691936030476423,0.0933006353161133,55,65,68,14,0.955882352941177,65,69,13,0.942028985507246,FALSE,TRUE,TRUE
"описыскиватьваринюнт","описыскивать","варинюнт","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"описыскиватьсамурай","описыскивать","самурай","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"опо","о","по","related","word","word",0.270122288808337,0.235170449569127,1.09012752151089,0.152648385742251,51,61,76,9,0.802631578947368,44,72,13,0.611111111111111,FALSE,TRUE,TRUE
"оповествениеобезца","оповествение","обезца","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"оповествениеулучшение","оповествение","улучшение","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"оповещениемыть","оповещение","мыть","unrelated","word","word",0.0989741757158974,-0.0983065579685859,1.24518702637206,0.167900984384211,55,64,73,5,0.876712328767123,61,71,7,0.859154929577465,FALSE,TRUE,TRUE
"оповещениеошибливо","оповещение","ошибливо","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"оповещениетревога","оповещение","тревога","related","word","word",0.325745450967569,-0.462057738083869,1.26907706836181,0.172699514541867,54,67,68,9,0.985294117647059,65,70,7,0.928571428571429,FALSE,TRUE,TRUE
"оподарок","о","подарок","unrelated","word","word",0.149349510312562,0.199858931573298,1.09637652815308,0.140376629896381,61,65,68,15,0.955882352941177,43,63,20,0.682539682539683,FALSE,TRUE,TRUE
"опрешинствооружие","опрешинство","оружие","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"опрешинствоскрипняться","опрешинство","скрипняться","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"оптимижданныймилосердие","оптимижданный","милосердие","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"оптимижданныйресма","оптимижданный","ресма","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"оптимистичныйпериметр","оптимистичный","периметр","unrelated","word","word",0.111723106177032,0.198698515219034,0.97761865405137,0.116847778434118,70,78,88,4,0.886363636363636,82,88,4,0.931818181818182,FALSE,TRUE,TRUE
"оптимистичныйреалистичный","оптимистичный","реалистичный","related","word","word",0.672709186179422,-0.191586566189478,0.708587724117075,0.0823716497714668,74,78,81,11,0.962962962962963,73,81,11,0.901234567901235,TRUE,TRUE,TRUE
"оптимистичныйсалютортовать","оптимистичный","салютортовать","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"опублицазуб","опублица","зуб","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"опублицаэфвстретивно","опублица","эфвстретивно","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"опулормлеральда","опулорм","леральда","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"опулормутка","опулорм","утка","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"опухольвласть","опухоль","власть","unrelated","word","word",0.148419110775767,-0.600592555133819,0.803281632772612,0.105476045781105,58,64,65,6,0.984615384615385,58,65,6,0.892307692307692,FALSE,TRUE,TRUE
"опухольпасыжка","опухоль","пасыжка","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"опухольрак","опухоль","рак","related","word","word",0.547524641963933,-0.892681936921367,0.372074754918042,0.0526193164621741,50,59,61,9,0.967213114754098,58,62,8,0.935483870967742,TRUE,TRUE,TRUE
"опухтыйарцах","опухтый","арцах","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"опухтыйведьма","опухтый","ведьма","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"опыжетнавод","опыжет","навод","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"опыжетокеан","опыжет","океан","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"опытвомныя","опыт","вомныя","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"опытзнание","опыт","знание","related","word","word",0.345563870469849,-0.648999996030522,0.494523541481752,0.061815442685219,64,68,70,6,0.971428571428571,68,70,6,0.971428571428571,TRUE,TRUE,TRUE
"опытсудить","опыт","судить","unrelated","word","word",0.106291820697605,-0.485920175564942,0.537799189077548,0.0718664395861801,56,67,72,12,0.930555555555556,66,73,11,0.904109589041096,TRUE,TRUE,TRUE
"оргазмдванель","оргазм","дванель","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"оргазмхолодный","оргазм","холодный","unrelated","word","word",0.138562227939562,-0.605066824136417,0.581906190136693,0.0784642146713336,55,60,62,7,0.967741935483871,58,61,8,0.950819672131147,TRUE,TRUE,TRUE
