"word_combo","cs_cue","cs_target","type","cue_type","target_type","cs_cosine","M_Z","SD_Z","SE_Z","sampleN","done_both","done","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_totalN"
"pondělíauto","pondělí","auto","unrelated","word","word",0.148089059516247,-0.750068551915086,0.543419732788726,0.0654200481154115,69,TRUE,TRUE,74,76,5,0.973684210526316,74,77,4,0.961038961038961,TRUE
"pondělíkouuznána","pondělí","kouuznána","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pondělíúterý","pondělí","úterý","related","word","word",0.741960644989788,-0.775090966385643,0.456515961109881,0.0545640937336318,70,TRUE,TRUE,75,76,4,0.986842105263158,73,75,5,0.973333333333333,TRUE
"poneslibovatgay","poneslibovat","gay","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poneslibovatpldát","poneslibovat","pldát","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poneslyšenípokoustat","poneslyšení","pokoustat","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poneslyšenístroj","poneslyšení","stroj","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ponížitfantashou","ponížit","fantashou","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ponížitsdělení","ponížit","sdělení","unrelated","word","word",0.135860506518394,-0.402125681674494,0.593881202540111,0.0699895709225556,72,TRUE,TRUE,80,83,4,0.963855421686747,81,83,4,0.975903614457831,TRUE
"ponížitskromný","ponížit","skromný","related","word","word",0.221644531664572,-0.43007353111538,0.798238783270916,0.0876180893408029,83,TRUE,TRUE,88,89,1,0.98876404494382,82,88,2,0.931818181818182,TRUE
"ponorkačlun","ponorka","člun","related","word","word",0.440737439709806,-0.602367330476392,0.448335062826174,0.0483452131488842,86,TRUE,TRUE,88,88,6,1,86,87,7,0.988505747126437,TRUE
"ponorkamorfium","ponorka","morfium","unrelated","word","word",0.131301678349986,0.449933101411415,0.757560354358766,0.0954436333692982,63,FALSE,TRUE,69,87,4,0.793103448275862,84,87,4,0.96551724137931,TRUE
"ponorkavýslechal","ponorka","výslechal","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ponyjitkvalita","ponyjit","kvalita","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ponyjitrychkačka","ponyjit","rychkačka","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poøáťdélka","poøáť","délka","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poøáťpříchu","poøáť","příchu","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"popeldoznatčit","popel","doznatčit","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"popelněco","popel","něco","unrelated","word","word",0.0938335517104076,-0.588069274215429,0.831171186175799,0.0941116045549579,78,FALSE,TRUE,84,87,2,0.96551724137931,83,87,2,0.954022988505747,TRUE
"popelprach","popel","prach","related","word","word",0.663969773951243,-0.662437677652083,0.606788615959675,0.0730487651750387,69,TRUE,TRUE,78,81,7,0.962962962962963,78,81,7,0.962962962962963,TRUE
"poplachalarm","poplach","alarm","related","word","word",0.5852914279503,-0.352956977583986,0.5841082225042,0.0724497083496827,65,TRUE,TRUE,70,71,4,0.985915492957746,70,71,4,0.985915492957746,TRUE
"poplachsopad","poplach","sopad","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poplachumýt","poplach","umýt","unrelated","word","word",0.0604515166214797,-0.436825171028077,1.41138771061857,0.162973014931312,75,FALSE,TRUE,86,90,3,0.955555555555556,88,91,2,0.967032967032967,TRUE
"popsatsprávspirace","popsat","správspirace","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"popsattalent","popsat","talent","unrelated","word","word",0.105962677372522,-0.454217014581275,0.624324272171397,0.0757104387882217,68,TRUE,TRUE,74,77,2,0.961038961038961,73,77,2,0.948051948051948,TRUE
"popsatvyjádřit","popsat","vyjádřit","related","word","word",0.506582217739287,-0.564172934885032,0.41619404183401,0.0459609431829882,82,TRUE,TRUE,88,91,4,0.967032967032967,87,92,3,0.945652173913043,TRUE
"populacelidé","populace","lidé","related","word","word",0.242204948253278,-0.846465525219974,0.33651446205931,0.0405115805907088,69,TRUE,TRUE,75,79,2,0.949367088607595,77,79,2,0.974683544303797,TRUE
"populacezachránce","populace","zachránce","unrelated","word","word",0.107883219159985,-0.218985618206622,1.09412448921588,0.128943807631137,72,FALSE,TRUE,73,74,3,0.986486486486487,71,74,3,0.959459459459459,TRUE
"populacezapomelisy","populace","zapomelisy","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"porčouintelektuální","porčou","intelektuální","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"porčouobáltina","porčou","obáltina","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poříšdro","poříš","dro","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poříšmedailon","poříš","medailon","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pornoakatá","porno","akatá","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pornofilm","porno","film","related","word","word",0.501590604626909,-0.741186941723732,0.398045041959173,0.0453614424385681,77,TRUE,TRUE,81,82,3,0.98780487804878,82,83,2,0.987951807228916,TRUE
"pornopřítel","porno","přítel","unrelated","word","word",0.144426263739515,-0.721514558621365,0.41831744424037,0.0438515833733446,91,TRUE,TRUE,97,100,2,0.97,95,100,2,0.95,TRUE
"portálbrána","portál","brána","related","word","word",0.528712579955919,-0.681783568465714,0.522281828069741,0.0642884489285159,66,TRUE,TRUE,71,71,4,1,64,70,5,0.914285714285714,TRUE
"portálslabý","portál","slabý","unrelated","word","word",0.10015209408455,-0.706342980295869,0.402846907714873,0.0442181927144581,83,TRUE,TRUE,89,90,1,0.988888888888889,86,90,1,0.955555555555556,TRUE
"portáluchána","portál","uchána","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"portěnkakristý","portěnka","kristý","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"portěnkasnídaně","portěnka","snídaně","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"posádkahlekop","posádka","hlekop","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"posádkaloď","posádka","loď","related","word","word",0.541514332389607,-0.469281622104661,0.648600705713026,0.0780823492692945,69,TRUE,TRUE,76,79,1,0.962025316455696,73,79,1,0.924050632911392,TRUE
"posádkanástroj","posádka","nástroj","unrelated","word","word",0.0514247606095096,-0.625442717385823,0.641963001057304,0.0796257104522344,65,TRUE,TRUE,71,72,7,0.986111111111111,71,71,8,1,TRUE
"posistkaosud","posistka","osud","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"posistkavzpomální","posistka","vzpomální","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poškrábatoponent","poškrábat","oponent","unrelated","word","word",0.0526102144377722,0.392847713141209,0.865642643366235,0.100628913287283,74,FALSE,TRUE,79,93,4,0.849462365591398,89,92,5,0.967391304347826,TRUE
"poškrábatpohmoždit","poškrábat","pohmoždit","related","word","word",0.506012264934407,0.277471883599076,1.0460508914731,0.116952045062905,80,FALSE,TRUE,87,91,3,0.956043956043956,86,91,3,0.945054945054945,TRUE
"poškrábatptátvit","poškrábat","ptátvit","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poslechčovatodměna","poslechčovat","odměna","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poslechčovatosort","poslechčovat","osort","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poslechlenítkáň","poslechlení","tkáň","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poslechlenížvýty","poslechlení","žvýty","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poslechzenívysvit","poslechzení","vysvit","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poslechzenízemřít","poslechzení","zemřít","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poslouchatslyšet","poslouchat","slyšet","related","word","word",0.548058189026052,-0.541528836353335,0.548236609760853,0.0655268080670667,70,TRUE,TRUE,76,79,5,0.962025316455696,77,79,5,0.974683544303797,TRUE
"poslouchatsonda","poslouchat","sonda","unrelated","word","word",0.0741330066075607,-0.112426773339046,0.864389757680632,0.109777609003104,62,FALSE,TRUE,66,76,4,0.868421052631579,72,76,4,0.947368421052632,TRUE
"poslouchatstřelnout","poslouchat","střelnout","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poslouskýmalibi","poslouským","alibi","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poslouskýmvzkvétahovat","poslouským","vzkvétahovat","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"posmímfrandený","posmím","frandený","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"posmímvěděl","posmím","věděl","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poštafax","pošta","fax","related","word","word",0.361564365321082,-0.34462891929886,0.493821560309278,0.0607852321362094,66,TRUE,TRUE,75,76,5,0.986842105263158,73,76,5,0.960526315789474,TRUE
"poštakámen","pošta","kámen","unrelated","word","word",0.0783764107188893,-0.559936676770327,0.762441707556388,0.0960586260656019,63,FALSE,TRUE,65,65,4,1,64,65,4,0.984615384615385,TRUE
"poštapoddia","pošta","poddia","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"postaveníelekbrný","postavení","elekbrný","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"postavenípozice","postavení","pozice","related","word","word",0.535610261747724,-0.57178718148971,0.919245284613569,0.111474864832727,68,FALSE,TRUE,73,76,3,0.960526315789474,72,76,3,0.947368421052632,TRUE
"postaveníšpinavý","postavení","špinavý","unrelated","word","word",0.0447906610345204,-0.410564066343371,0.571208797270735,0.0697842613739991,67,TRUE,TRUE,73,75,4,0.973333333333333,74,75,4,0.986666666666667,TRUE
"postehnovce","posteh","novce","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"postehsetkání","posteh","setkání","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"postupovatijď","postupovat","ijď","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"postupovatmajonéza","postupovat","majonéza","unrelated","word","word",0.13068742814172,-0.324613260478016,0.597930907502469,0.0709613433891136,71,TRUE,TRUE,77,78,2,0.987179487179487,76,78,2,0.974358974358974,TRUE
"postupovatpokračovat","postupovat","pokračovat","related","word","word",0.483440794174522,-0.537773428424619,0.580151702459131,0.0656892449014363,78,TRUE,TRUE,85,86,6,0.988372093023256,83,86,6,0.965116279069767,TRUE
"posvětluarchienix","posvětlu","archienix","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"posvětluprodej","posvětlu","prodej","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"potektgesři","potekt","gesři","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"potektšéf","potekt","šéf","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"potenciálinstrace","potenciál","instrace","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"potenciálpaže","potenciál","paže","unrelated","word","word",0.0840177355936244,-0.315299767099691,0.776002541682888,0.0941041307384211,68,FALSE,TRUE,73,74,5,0.986486486486487,70,74,5,0.945945945945946,TRUE
"potenciáltalent","potenciál","talent","related","word","word",0.550534965535223,-0.500472044852565,0.455446398437934,0.054051543195659,71,TRUE,TRUE,73,74,10,0.986486486486487,72,75,9,0.96,TRUE
"potěšeníinrenční","potěšení","inrenční","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"potěšenímístní","potěšení","místní","unrelated","word","word",0.110281597972307,-0.411054323177773,0.594364291144899,0.0672985036779001,78,TRUE,TRUE,86,88,1,0.977272727272727,85,88,1,0.965909090909091,TRUE
"potěšeníradost","potěšení","radost","related","word","word",0.590651777420573,-0.60764590399451,0.714479091679062,0.0808988266884693,78,TRUE,TRUE,83,84,1,0.988095238095238,83,84,1,0.988095238095238,TRUE
"potížnathačit","potíž","nathačit","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"potížproblém","potíž","problém","related","word","word",0.557167096504113,-0.584729435526031,0.497660951837142,0.0586499056292992,72,TRUE,TRUE,75,78,5,0.961538461538462,67,78,5,0.858974358974359,TRUE
"potížsenátor","potíž","senátor","unrelated","word","word",0.0443775276469197,-0.479120871481679,0.567892872354774,0.0669268168382612,72,TRUE,TRUE,82,83,0,0.987951807228916,78,83,0,0.939759036144578,TRUE
"potrestatsevladní","potrestat","sevladní","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"potrestatzatknout","potrestat","zatknout","related","word","word",0.524766220999798,-0.309002993586204,0.664977637929483,0.0824803248283422,65,TRUE,TRUE,71,74,3,0.959459459459459,72,74,3,0.972972972972973,TRUE
"potrestatzávod","potrestat","závod","unrelated","word","word",0.0274866168646811,-0.367423790871073,1.06797576549019,0.123319219138751,75,FALSE,TRUE,82,84,3,0.976190476190476,76,80,7,0.95,TRUE
"potvrzeníelegantní","potvrzení","elegantní","unrelated","word","word",0.0279019370727875,-0.296357571970764,0.587763582832585,0.0707584203320489,69,TRUE,TRUE,74,77,1,0.961038961038961,74,77,1,0.961038961038961,TRUE
"potvrzenílatel","potvrzení","latel","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"potvrzenípotvrdit","potvrzení","potvrdit","related","word","word",0.558894085929006,-0.373947756683858,0.772953664602345,0.0917327231783787,71,FALSE,TRUE,76,78,3,0.974358974358974,77,78,3,0.987179487179487,TRUE
"poušťfinancování","poušť","financování","unrelated","word","word",0.0761210088296776,-0.20544635442582,0.395176053358327,0.0456310001567448,75,TRUE,TRUE,87,89,4,0.97752808988764,82,89,4,0.921348314606742,TRUE
"poušťronér","poušť","ronér","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poušťúdolí","poušť","údolí","related","word","word",0.437105074835812,-0.531829212225805,0.577233387873545,0.0710525183564061,66,TRUE,TRUE,72,74,0,0.972972972972973,66,74,0,0.891891891891892,TRUE
"povajnětspravedlnost","povajnět","spravedlnost","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"povajnětzakárech","povajnět","zakárech","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pověšeníchutnáška","pověšení","chutnáška","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pověšenípodnikatel","pověšení","podnikatel","unrelated","word","word",0.00795188312754369,-0.397830841422457,0.597605139000447,0.0690054975742024,75,TRUE,TRUE,84,85,3,0.988235294117647,77,81,7,0.950617283950617,TRUE
"pověšenípoprava","pověšení","poprava","related","word","word",0.448552218694969,-0.328380677510354,0.63787725618385,0.0803649803260335,63,TRUE,TRUE,65,67,3,0.970149253731343,65,67,3,0.970149253731343,TRUE
"povíchodcart","povíchod","cart","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"povíchodkolaps","povíchod","kolaps","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"povídatatentání","povídat","atentání","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"povídatmluvit","povídat","mluvit","related","word","word",0.65926389690865,-0.762697958400925,0.546609200964503,0.0586026576011715,87,TRUE,TRUE,91,92,2,0.989130434782609,90,92,2,0.978260869565217,TRUE
"povídatupír","povídat","upír","unrelated","word","word",0.138469463948525,-0.442005496734137,0.484329828577766,0.0574793757072266,71,TRUE,TRUE,75,77,3,0.974025974025974,76,77,3,0.987012987012987,TRUE
"povolenícynický","povolení","cynický","unrelated","word","word",0.0863285515583684,0.0980285190605581,0.746306343292243,0.0905029377194821,68,FALSE,TRUE,71,88,5,0.806818181818182,86,89,4,0.966292134831461,TRUE
"povoleníschválení","povolení","schválení","related","word","word",0.53246050201551,-0.465878196910862,0.674682287109521,0.0850019783653368,63,TRUE,TRUE,69,71,1,0.971830985915493,67,69,3,0.971014492753623,TRUE
"povolenísmarva","povolení","smarva","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"požadavekkuja","požadavek","kuja","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"požadaveklev","požadavek","lev","unrelated","word","word",0.144585218889608,-0.517658278066076,0.692525383066905,0.0784130586808845,78,TRUE,TRUE,82,84,3,0.976190476190476,83,85,2,0.976470588235294,TRUE
"požadavekžádost","požadavek","žádost","related","word","word",0.576398942248733,-0.647750857952218,0.575780080330598,0.0678563332123168,72,TRUE,TRUE,81,85,5,0.952941176470588,80,86,4,0.930232558139535,TRUE
"pozděbrzy","pozdě","brzy","related","word","word",0.435408205457736,-0.718497170601954,0.437442811069657,0.0522844162738114,70,TRUE,TRUE,78,80,6,0.975,78,80,6,0.975,TRUE
"pozděvlk","pozdě","vlk","unrelated","word","word",0.083692901873566,-0.590813996314977,0.50686116468458,0.0597341611114297,72,TRUE,TRUE,79,81,3,0.975308641975309,77,81,3,0.950617283950617,TRUE
"pozdězrcachat","pozdě","zrcachat","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pozdrapřiměřenýlegrační","pozdrapřiměřený","legrační","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pozdrapřiměřenýprazkumník","pozdrapřiměřený","prazkumník","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pozhroutikanágram","pozhroutika","nágram","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pozhroutikavíčko","pozhroutika","víčko","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pozitivnínegativní","pozitivní","negativní","related","word","word",0.77148373494007,-0.415464085482295,0.612720164655015,0.0676636228396846,82,TRUE,TRUE,92,94,3,0.978723404255319,90,93,4,0.967741935483871,TRUE
"pozitivnípraštit","pozitivní","praštit","unrelated","word","word",0.0580197004456916,-0.0558837479100901,0.901962113968833,0.107805092315128,70,FALSE,TRUE,75,78,1,0.961538461538462,75,78,1,0.961538461538462,TRUE
"pozitivnízkutor","pozitivní","zkutor","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pozivlastnídopis","pozivlastní","dopis","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pozivlastnívýkypr","pozivlastní","výkypr","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poznakpovrch","poznak","povrch","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poznakšekzat","poznak","šekzat","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poznatbatprakticky","poznatbat","prakticky","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poznatbatzoříň","poznatbat","zoříň","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pozornostpodzim","pozornost","podzim","unrelated","word","word",0.0373516189271132,-0.561118623312984,0.84590560454838,0.095779948908433,78,FALSE,TRUE,84,87,3,0.96551724137931,86,88,2,0.977272727272727,TRUE
"pozornostpřitahovat","pozornost","přitahovat","related","word","word",0.353516880270161,-0.235404029062376,0.660897401391232,0.077887505698718,72,TRUE,TRUE,79,81,4,0.975308641975309,78,81,4,0.962962962962963,TRUE
"pozornostsuh","pozornost","suh","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pozorováníhodnocení","pozorování","hodnocení","related","word","word",0.447779899321261,-0.424551519591759,0.59506883942491,0.0716378698789264,69,TRUE,TRUE,71,74,2,0.959459459459459,71,74,2,0.959459459459459,TRUE
"pozorovánítrůn","pozorování","trůn","unrelated","word","word",0.0412076753025638,-0.417822967880089,0.597329263326624,0.0758608923034114,62,TRUE,TRUE,66,67,3,0.985074626865672,65,67,3,0.970149253731343,TRUE
"pozorovánívěhlavní","pozorování","věhlavní","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pozorstvístaken","pozorství","staken","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pozorstvízranění","pozorství","zranění","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pozůstaciálpozorutrestaný","pozůstaciál","pozorutrestaný","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pozůstaciálzáměr","pozůstaciál","záměr","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pralesdoltit","prales","doltit","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pralesles","prales","les","related","word","word",0.514700929742189,-0.744677383453157,0.752580166031649,0.0874856672666107,74,TRUE,TRUE,79,82,4,0.963414634146341,73,82,4,0.890243902439024,TRUE
"praleszranění","prales","zranění","unrelated","word","word",0.0616063637697583,-0.204405941092059,0.743635259785879,0.0858676034832549,75,TRUE,TRUE,78,79,6,0.987341772151899,74,79,6,0.936708860759494,TRUE
"pranikasischař","pranik","asischař","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pranikúplný","pranik","úplný","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"přanmovým","přan","movým","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pranosever","prano","sever","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pranovtip se","prano","vtip se","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"přansdělit","přan","sdělit","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"prasklinadíra","prasklina","díra","related","word","word",0.567324495901996,-0.580706654507218,0.573506316838858,0.0680626777682669,71,TRUE,TRUE,76,79,6,0.962025316455696,74,78,7,0.948717948717949,TRUE
"prasklinaneustájmout","prasklina","neustájmout","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"prasklinapsychologie","prasklina","psychologie","unrelated","word","word",0.10512133471736,-0.174636296311532,0.555222342891722,0.0658927692763314,71,TRUE,TRUE,76,76,5,1,74,76,5,0.973684210526316,TRUE
"prasknoutexplodovat","prasknout","explodovat","related","word","word",0.579445309888239,0.0275963433493335,0.660619355816637,0.0757782371618857,76,TRUE,TRUE,84,87,3,0.96551724137931,83,87,3,0.954022988505747,TRUE
"prasknoutgalaxie","prasknout","galaxie","unrelated","word","word",0.13368409271053,-0.23452751814717,0.522330441589304,0.0628811958033949,69,TRUE,TRUE,78,83,3,0.939759036144578,75,82,4,0.914634146341463,TRUE
"prasknoutprositost","prasknout","prositost","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"prasknýtmr","praskný","tmr","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"prasknývážit si","praskný","vážit si","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"prastýanglatačtina","prastý","anglatačtina","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"prastýpravděpodobně","prastý","pravděpodobně","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
