"word_combo","ja_cue","ja_target","type","cue_type","target_type","ja_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"外部備えつける","外部","備えつける","unrelated","word","word",0,0.355828163185087,0.74191147821634,0.100039323314671,55,60,65,4,0.923076923076923,62,65,4,0.953846153846154,FALSE,TRUE,TRUE
"外部内部","外部","内部","related","word","word",0.608724463950689,-0.670427452012597,0.542372001931858,0.0688813131266935,62,69,71,8,0.971830985915493,61,71,8,0.859154929577465,TRUE,TRUE,TRUE
"夜ホース","夜","ホース","unrelated","word","word",0.710592533202416,-0.177200247321515,0.833303201671497,0.100317916812326,69,78,81,4,0.962962962962963,75,82,3,0.914634146341463,FALSE,TRUE,TRUE
"夜中正午","夜中","正午","related","word","word",0,-0.390348211218056,0.793111867006527,0.0976253222232357,66,72,73,2,0.986301369863014,71,73,2,0.972602739726027,FALSE,TRUE,TRUE
"夜中送る","夜中","送る","unrelated","word","word",0,-0.683958792962378,0.459912709556206,0.0593744754940105,60,68,70,0,0.971428571428571,68,70,0,0.971428571428571,TRUE,TRUE,TRUE
"夜中閮久","夜中","閮久","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"夜晩","夜","晩","related","word","word",0.866413405685678,-0.61360964015209,0.662903244955208,0.0855804409286126,60,68,69,1,0.985507246376812,68,69,1,0.985507246376812,TRUE,TRUE,TRUE
"夜浩発セージ","夜","浩発セージ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"大きい巨大な","大きい","巨大な","related","word","word",0.698722823090703,-0.506359910564083,0.527454268180644,0.0544027538631399,94,103,108,2,0.953703703703704,105,109,1,0.963302752293578,TRUE,TRUE,TRUE
"大きい教育","大きい","教育","unrelated","word","word",0.779962106907629,-0.761925974507047,0.467101851124506,0.0608114813150264,59,66,69,1,0.956521739130435,65,69,1,0.942028985507246,TRUE,TRUE,TRUE
"大きい膝妬な","大きい","膝妬な","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"大人チ二","大人","チ二","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"大人海洋","大人","海洋","unrelated","word","word",0.942127195149554,-0.134191321941782,0.91570487812485,0.120237941098821,58,61,69,0,0.884057971014493,64,68,1,0.941176470588235,FALSE,TRUE,TRUE
"大人親","大人","親","related","word","word",0.933807448295648,-0.73328619469854,0.462573474127966,0.0602219368453362,59,63,64,1,0.984375,63,64,1,0.984375,TRUE,TRUE,TRUE
"大使パーティ","大使","パーティ","unrelated","word","word",0.848843739155272,-0.328548945980687,0.741921750966842,0.0920240674671331,65,72,79,2,0.911392405063291,76,79,2,0.962025316455696,FALSE,TRUE,TRUE
"大使大臣","大使","大臣","related","word","word",0.954383623218682,-0.208075995738043,0.752054764342018,0.0792735326833986,90,100,103,1,0.970873786407767,94,103,1,0.912621359223301,TRUE,TRUE,TRUE
"大使忘ら","大使","忘ら","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"大使館乗ト組","大使館","乗ト組","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"大使館省","大使館","省","related","word","word",0.802017721252438,0.0205251477577683,1.17863509500288,0.138903478036831,72,83,91,1,0.912087912087912,86,90,2,0.955555555555556,FALSE,TRUE,TRUE
"大使館覚えておく","大使館","覚えておく","unrelated","word","word",0.835314151726743,-0.252112524939588,0.631616786729133,0.0648025149997676,95,99,105,3,0.942857142857143,100,105,3,0.952380952380952,TRUE,TRUE,TRUE
"大多数キャンプ","大多数","キャンプ","unrelated","word","word",0,-0.471855316099126,1.25930157416228,0.158657085279312,63,70,74,11,0.945945945945946,69,74,11,0.932432432432432,FALSE,TRUE,TRUE
"大多数投票","大多数","投票","related","word","word",0,-0.57150178664147,0.582447280156324,0.0536186182375825,118,128,136,7,0.941176470588235,128,137,6,0.934306569343066,TRUE,TRUE,TRUE
"大多数歪直の","大多数","歪直の","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"大富豪ゾーン","大富豪","ゾーン","unrelated","word","word",0.727711736855864,-0.239856735929392,0.787632700486794,0.0928234039330808,72,76,81,1,0.938271604938272,75,81,1,0.925925925925926,FALSE,TRUE,TRUE
"大富豪起業家","大富豪","起業家","related","word","word",0.922988143599115,-0.269449372223935,1.10951068921349,0.136571324992796,66,72,74,5,0.972972972972973,70,74,5,0.945945945945946,FALSE,TRUE,TRUE
"大富豪音視白","大富豪","音視白","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"大将大佐","大将","大佐","related","word","word",0.942750367586197,-0.303429330328924,0.543296455051766,0.061914377206177,77,82,89,1,0.921348314606742,82,89,1,0.921348314606742,TRUE,TRUE,TRUE
"大将決是る","大将","決是る","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"大将自信","大将","自信","unrelated","word","word",0.908761389119833,-0.491862711423252,0.561748436434216,0.0620347371055894,82,93,97,1,0.958762886597938,89,96,2,0.927083333333333,TRUE,TRUE,TRUE
"大毎センシテ学圴","大毎","センシテ学圴","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"大毎代わりの","大毎","代わりの","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"大通りトカゲ","大通り","トカゲ","unrelated","word","word",0.911184718762206,-0.0723464436937205,1.07847000599837,0.126225366718668,73,79,81,1,0.975308641975309,79,81,1,0.975308641975309,FALSE,TRUE,TRUE
"大通り救むぬ","大通り","救むぬ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"大通り街","大通り","街","related","word","word",0.8809000153002,-0.555719303972244,0.857026825396317,0.106301094823864,65,72,77,6,0.935064935064935,70,78,5,0.897435897435897,FALSE,TRUE,TRUE
"天使トンネル","天使","トンネル","unrelated","word","word",0.883067694387236,-0.624422521216066,0.848575425930945,0.107769186862471,62,64,68,8,0.941176470588235,64,69,7,0.927536231884058,FALSE,TRUE,TRUE
"天使害れの","天使","害れの","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"天使悪魔","天使","悪魔","related","word","word",0.963201989735103,-0.568306113044919,0.503116420447559,0.0475400331791876,112,122,124,5,0.983870967741935,121,124,5,0.975806451612903,TRUE,TRUE,TRUE
"天岁楼弸り","天岁楼","弸り","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"天岁楼控えめ","天岁楼","控えめ","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"天才屏見会","天才","屏見会","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"天才混乱","天才","混乱","unrelated","word","word",0.868130052850295,-0.518913587946184,0.422958649368899,0.0560222416789635,57,62,67,0,0.925373134328358,64,67,0,0.955223880597015,TRUE,TRUE,TRUE
"天才科学者","天才","科学者","related","word","word",0.923838106898178,-0.534634365241413,0.94938201621173,0.114292163925937,69,75,76,3,0.986842105263158,73,76,3,0.960526315789474,FALSE,TRUE,TRUE
"天皇艦歪直の","天皇艦","歪直の","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"天皇艦金属","天皇艦","金属","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"太平洋の大西洋の","太平洋の","大西洋の","related","word","word",0,-0.274140716203056,0.885207257455884,0.11623340731807,58,62,63,3,0.984126984126984,59,63,3,0.936507936507937,FALSE,TRUE,TRUE
"太平洋の憲法","太平洋の","憲法","unrelated","word","word",0,-0.236071313100847,0.647741471711376,0.0758124049356094,73,87,90,4,0.966666666666667,85,90,4,0.944444444444444,TRUE,TRUE,TRUE
"太平洋の鳴駿沙","太平洋の","鳴駿沙","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"太通借り断","太通","借り断","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"太通閉じた","太通","閉じた","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"夫噛む","夫","噛む","unrelated","word","word",0.841872231417685,-0.0207843688320692,0.679021503764226,0.086235817213917,62,72,79,1,0.911392405063291,71,78,2,0.91025641025641,TRUE,TRUE,TRUE
"夫妻","夫","妻","related","word","word",0.84161253802899,-1.02977432975827,0.310287859479266,0.041839206436987,55,61,64,1,0.953125,61,64,1,0.953125,TRUE,TRUE,TRUE
"夫尋き","夫","尋き","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"夬さり同行する","夬さり","同行する","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"夬さり炡苻","夬さり","炡苻","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"夬らな","夬","らな","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"夬創造性","夬","創造性","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"夭干汗ぬボに","夭干汗ぬ","ボに","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"夭干汗ぬ大佐","夭干汗ぬ","大佐","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"夭漑ごれ曝楽","夭漑","ごれ曝楽","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"夭漑青色","夭漑","青色","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"夭速づぜ","夭速","づぜ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"夭速逮捕する","夭速","逮捕する","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"央語ンダーお内トラン","央語ンダー","お内トラン","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"央語ンダー商人","央語ンダー","商人","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"奇せフの","奇せ","フの","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"奇せ鎧","奇せ","鎧","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"奇子ひオプション","奇子ひ","オプション","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"奇子ひ浦倉考","奇子ひ","浦倉考","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"契約おも密朴","契約","おも密朴","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"契約合意","契約","合意","related","word","word",0.874070597248429,-0.436135330623702,0.973636269461846,0.135019057430622,52,61,64,2,0.953125,58,64,2,0.90625,FALSE,TRUE,TRUE
"契約尋ねる","契約","尋ねる","unrelated","word","word",0,-0.0218821248786872,0.53876332894247,0.0668253665117776,65,74,81,3,0.91358024691358,77,81,3,0.950617283950617,TRUE,TRUE,TRUE
"奕北パッ鏡","奕北","パッ鏡","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"奕北小さい","奕北","小さい","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"奨紂プレーヤー","奨紂","プレーヤー","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"奨紂藤丼日","奨紂","藤丼日","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"女の子ケーな","女の子","ケーな","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"女の子男の子","女の子","男の子","related","word","word",0.986203659613287,-0.72737125552889,0.641209310359158,0.0726026576199369,78,85,90,0,0.944444444444444,85,90,0,0.944444444444444,TRUE,TRUE,TRUE
"女の子鏡","女の子","鏡","unrelated","word","word",0.762033224142438,-0.626361968284852,0.49235935413949,0.0620314479394986,63,70,77,2,0.909090909090909,71,78,1,0.91025641025641,TRUE,TRUE,TRUE
"女主人じゃさわしい","女主人","じゃさわしい","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"女主人恋人","女主人","恋人","related","word","word",0,-0.350112714483825,1.24156974133917,0.155196217667396,64,70,75,3,0.933333333333333,55,75,3,0.733333333333333,FALSE,TRUE,TRUE
"女主人粒子","女主人","粒子","unrelated","word","word",0,-0.350971139784189,0.599907367340611,0.075581223983749,63,65,70,0,0.928571428571429,54,70,0,0.771428571428571,TRUE,TRUE,TRUE
"女王キング","女王","キング","related","word","word",0.782478180138577,-0.356007972196385,0.690006949920425,0.0752859304299036,84,88,96,5,0.916666666666667,90,96,5,0.9375,TRUE,TRUE,TRUE
"女王癸けそぬ","女王","癸けそぬ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"女王陛下","女王","陛下","unrelated","word","word",0.945285624248238,-0.63929734627502,0.461215754601128,0.0610895190557365,57,63,66,3,0.954545454545455,63,66,3,0.954545454545455,TRUE,TRUE,TRUE
"奴隷サーバント","奴隷","サーバント","related","word","word",0,0.505404259075188,1.02271634465956,0.14320893290367,51,60,139,7,0.431654676258993,130,142,4,0.915492957746479,FALSE,TRUE,TRUE
"奴隷ドアバイス","奴隷","ドアバイス","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"奴隷酔っ払い","奴隷","酔っ払い","unrelated","word","word",0.936973428369195,0.00938560944134201,0.694920872835765,0.0904709916523318,59,67,76,3,0.881578947368421,62,76,3,0.81578947368421,FALSE,TRUE,TRUE
"妄想インヌピレーダーン","妄想","インヌピレーダーン","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"妄想クレイジー","妄想","クレイジー","related","word","word",0.844364172853462,-0.364530722590353,0.598129563510352,0.074766195438794,64,68,72,2,0.944444444444444,69,72,2,0.958333333333333,TRUE,TRUE,TRUE
"妄想関係","妄想","関係","unrelated","word","word",0.801458476086908,-0.765466123856945,0.553563921385471,0.0733213325578866,57,65,68,4,0.955882352941177,60,67,5,0.895522388059702,TRUE,TRUE,TRUE
"妥宝卜仔蛾","妥宝卜","仔蛾","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"妥宝卜親指","妥宝卜","親指","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"姉妹ここイマグ","姉妹","ここイマグ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"姉妹兄弟","姉妹","兄弟","related","word","word",0.964105437150378,-0.609960780488085,0.611842824487169,0.0631067688547056,94,101,106,0,0.952830188679245,99,106,0,0.933962264150943,TRUE,TRUE,TRUE
"姉妹軌道","姉妹","軌道","unrelated","word","word",0.906360988140855,0.0328826661459136,1.35969089465011,0.174090579824167,61,67,72,3,0.930555555555556,69,72,3,0.958333333333333,FALSE,TRUE,TRUE
"始動させるオプション","始動させる","オプション","unrelated","word","word",0,-0.34220295238113,0.66049032734517,0.0806917362944735,67,74,76,6,0.973684210526316,74,76,6,0.973684210526316,TRUE,TRUE,TRUE
"始動させるしぱ","始動させる","しぱ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"始動させる起動する","始動させる","起動する","related","word","word",0,-0.544427823537798,0.569647393397086,0.0717688256154698,63,71,74,1,0.959459459459459,65,74,1,0.878378378378378,TRUE,TRUE,TRUE
"委任状委員会","委任状","委員会","related","word","word",0,-0.568859436543483,0.4649709776447,0.0590513732122797,62,67,68,5,0.985294117647059,65,67,6,0.970149253731343,TRUE,TRUE,TRUE
"委任状帝国","委任状","帝国","unrelated","word","word",0,-0.469362648933608,0.585989198038048,0.0685848479829137,73,87,97,2,0.896907216494845,87,97,2,0.896907216494845,TRUE,TRUE,TRUE
"委任状移働グーリン","委任状","移働グーリン","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"姥始梨せ病気の","姥始梨せ","病気の","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"姥始梨せ盛葵","姥始梨せ","盛葵","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"娘カハ","娘","カハ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"娘パスワード","娘","パスワード","unrelated","word","word",0.822055817825077,0.0247262259417372,0.837562249067633,0.0967133579924532,75,90,96,3,0.9375,94,97,2,0.969072164948454,FALSE,TRUE,TRUE
"娘佛むき個人","娘佛むき","個人","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"娘佛むき商点","娘佛むき","商点","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"娘息子","娘","息子","related","word","word",0.878184296977492,-0.657793004371111,0.37229449151497,0.0472814477038726,62,73,75,4,0.973333333333333,72,75,4,0.96,TRUE,TRUE,TRUE
"娘桁貫パスワード","娘桁貫","パスワード","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"娘桁貫原平材の","娘桁貫","原平材の","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"婚約式典","婚約","式典","unrelated","word","word",0.626637946908486,-0.370274080217115,0.613050029479997,0.0834255421680099,54,57,61,2,0.934426229508197,59,62,1,0.951612903225806,TRUE,TRUE,TRUE
"婚約格ちター","婚約","格ちター","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"婚約結婚式","婚約","結婚式","related","word","word",0.856684729661926,-0.553665289166691,0.684230174379361,0.0906285005645721,57,65,66,3,0.984848484848485,64,66,3,0.96969696969697,FALSE,TRUE,TRUE
"媌ノチ","媌","ノチ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"媌皿","媌","皿","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"嫉妬深いボタ","嫉妬深い","ボタ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"嫉妬深い腹を立てて","嫉妬深い","腹を立てて","related","word","word",0,0.06504156476327,0.873416101711385,0.115686788789834,57,63,66,3,0.954545454545455,58,64,5,0.90625,FALSE,TRUE,TRUE
"嫉妬深い説教","嫉妬深い","説教","unrelated","word","word",0,-0.492914965326761,0.771957703325034,0.0996593109651461,60,68,73,6,0.931506849315068,65,73,6,0.89041095890411,FALSE,TRUE,TRUE
"嫉石館妥怯","嫉石館","妥怯","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"嫉石館正午","嫉石館","正午","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"嫌悪スタイル","嫌悪","スタイル","unrelated","word","word",0.746501849857872,-0.326034937846226,0.620362395977001,0.074682856262023,69,73,78,1,0.935897435897436,66,76,3,0.868421052631579,TRUE,TRUE,TRUE
"嫌悪愛情","嫌悪","愛情","related","word","word",0.933475129996552,-0.379722855068051,0.89459079544444,0.1109603318789,65,69,72,5,0.958333333333333,66,71,6,0.929577464788732,FALSE,TRUE,TRUE
"嫌悪留ま","嫌悪","留ま","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"字ぞ園告","字ぞ","園告","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"字ぞ殺人","字ぞ","殺人","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"字由舶ここイマグ","字由舶","ここイマグ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"字由舶枢機卿","字由舶","枢機卿","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"孝えトッジ偏隼ーク","孝えトッジ","偏隼ーク","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"孝えトッジ銀","孝えトッジ","銀","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"季糾温度","季糾","温度","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"季糾背釟の","季糾","背釟の","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"孤児院命あ","孤児院","命あ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"孤児院女子修道院","孤児院","女子修道院","related","word","word",0,0.988413824068514,1.46668876218925,0.16398078870451,80,90,103,3,0.87378640776699,87,103,3,0.844660194174757,FALSE,TRUE,TRUE
"孤児院湖","孤児院","湖","unrelated","word","word",0.884077328991817,-0.565284852979681,0.389162666104797,0.0515458543417503,57,66,70,7,0.942857142857143,61,70,7,0.871428571428571,TRUE,TRUE,TRUE
"孤立した孤独な","孤立した","孤独な","related","word","word",0,-0.334046318210016,0.557223412743579,0.0696529265929473,64,72,74,3,0.972972972972973,71,74,3,0.959459459459459,TRUE,TRUE,TRUE
"孤立した害危","孤立した","害危","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"孤立した流動体","孤立した","流動体","unrelated","word","word",0,0.135413241365045,0.728975063984831,0.0904182285835098,65,74,83,2,0.891566265060241,77,83,2,0.927710843373494,FALSE,TRUE,TRUE
"学ぬ拷問","学ぬ","拷問","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"学ぬ暖勉","学ぬ","暖勉","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"学ぶ呆護ラ","学ぶ","呆護ラ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"学ぶ意図","学ぶ","意図","unrelated","word","word",0.838871789644014,-0.487639802083869,0.726883973510584,0.0812680988262411,80,89,90,2,0.988888888888889,88,89,3,0.98876404494382,TRUE,TRUE,TRUE
"学ぶ教える","学ぶ","教える","related","word","word",0.855555404751567,-0.588092920005118,0.599523104918543,0.0823508317918801,53,58,62,3,0.935483870967742,57,62,3,0.919354838709677,TRUE,TRUE,TRUE
"学生トイレ","学生","トイレ","unrelated","word","word",0.93943038015823,-0.652109400623639,0.348318742072438,0.0428750732977421,66,72,74,4,0.972972972972973,72,74,4,0.972972972972973,TRUE,TRUE,TRUE
"学生先生","学生","先生","related","word","word",0.959443118704428,-0.731927439708073,0.749809555913183,0.0984548181110927,58,63,68,2,0.926470588235294,62,67,3,0.925373134328358,FALSE,TRUE,TRUE
"学生妖娃","学生","妖娃","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"学級学校","学級","学校","related","word","word",0.910627484988676,-0.560246889675622,0.61969619165273,0.078074381501283,63,68,72,3,0.944444444444444,69,72,3,0.958333333333333,TRUE,TRUE,TRUE
"学級押へ","学級","押へ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"学級栄光","学級","栄光","unrelated","word","word",0.96024474483149,0.0203894655508165,0.901459720961905,0.116377949552075,60,70,78,4,0.897435897435897,70,77,5,0.909090909090909,FALSE,TRUE,TRUE
"学部長教授","学部長","教授","related","word","word",0,-0.541329342910548,0.54741135719812,0.07250640552338,57,66,73,5,0.904109589041096,67,75,3,0.893333333333333,TRUE,TRUE,TRUE
"学部長箏脈ス","学部長","箏脈ス","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"学部長財産","学部長","財産","unrelated","word","word",0,-0.675118252568715,0.479923127932739,0.063567371185078,57,61,66,4,0.924242424242424,57,66,4,0.863636363636364,TRUE,TRUE,TRUE
"孫団以","孫","団以","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"孫大家","孫","大家","unrelated","word","word",0.840432931854261,0.0749055542665116,1.13964087362227,0.143581254072806,63,73,76,3,0.960526315789474,73,76,3,0.960526315789474,FALSE,TRUE,TRUE
"孫市りて評価","孫市りて","評価","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"孫市りて誰展","孫市りて","誰展","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"孫甥","孫","甥","related","word","word",0.856254024888294,0.0159304639873749,0.937996002865289,0.117249500358161,64,70,75,0,0.933333333333333,67,75,0,0.893333333333333,FALSE,TRUE,TRUE
"宇ィミサイル","宇ィ","ミサイル","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
