"word_combo","el_cue","el_target","type","cue_type","target_type","el_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"ιατρικόςψυχολογικός","ιατρικός","ψυχολογικός","related","word","word",0.544358087752345,-0.360690197935527,0.552107978776817,0.123455097146497,20,20,22,0,0.909090909090909,20,22,0,0.909090909090909,FALSE,FALSE,FALSE
"ίβκωιούλιος","ίβκω","ιούλιος","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ίβκωτηρίζω","ίβκω","τηρίζω","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ιδανικόςαρνέα","ιδανικός","αρνέα","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ιδανικόςλίμνη","ιδανικός","λίμνη","unrelated","word","word",0.13892790258944,-0.248919642614011,1.21266491993,0.217801049201302,31,32,33,0,0.96969696969697,33,33,0,1,FALSE,FALSE,FALSE
"ιδανικόςτέλειος","ιδανικός","τέλειος","related","word","word",0.643881304455017,-0.522861308813415,0.605368702243826,0.126228100236863,23,24,24,0,1,23,24,0,0.958333333333333,FALSE,FALSE,FALSE
"ιδέαθεωρία","ιδέα","θεωρία","related","word","word",0.444323966421898,-0.541066961865911,0.831439770253085,0.169716932414744,24,25,26,1,0.961538461538462,20,26,1,0.769230769230769,FALSE,FALSE,FALSE
"ιδέακαθρέφτης","ιδέα","καθρέφτης","unrelated","word","word",0.105415554746754,-0.458319263362314,0.481167878192452,0.113412356519675,18,19,19,1,1,18,19,1,0.947368421052632,FALSE,FALSE,FALSE
"ιδέαυπερείλλω","ιδέα","υπερείλλω","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ιδειτικόςγονέας","ιδειτικός","γονέας","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ιδειτικόςεθιχύς","ιδειτικός","εθιχύς","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ιδιοηθησίααυέν","ιδιοηθησία","αυέν","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ιδιοηθησίαβίντεο","ιδιοηθησία","βίντεο","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ιδιοκτησίαιδιοκτήτης","ιδιοκτησία","ιδιοκτήτης","related","word","word",0.463119572502711,-0.433750617179768,0.432444639375608,0.0752789491531129,33,35,35,1,1,32,35,1,0.914285714285714,FALSE,FALSE,FALSE
"ιδιοκτησίαουράνιος","ιδιοκτησία","ουράνιος","unrelated","word","word",0.116992992903898,-0.270591265774831,0.495711563033556,0.105686060344514,22,22,22,0,1,22,22,0,1,FALSE,FALSE,FALSE
"ιδιοκτησίαστόιχειμ","ιδιοκτησία","στόιχειμ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ιδιοπρίαντοιός","ιδιοπρία","ντοιός","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ιδιοπρίασυσκευή","ιδιοπρία","συσκευή","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ιδιοφυίαεπιστήμονας","ιδιοφυία","επιστήμονας","related","word","word",0.454411354594641,-0.381771797508651,0.413270886046307,0.0754525955492364,30,33,35,0,0.942857142857143,30,35,0,0.857142857142857,FALSE,FALSE,FALSE
"ιδιοφυίαόυξα","ιδιοφυία","όυξα","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ιδιοφυίαπαρελθόν","ιδιοφυία","παρελθόν","unrelated","word","word",0.106939840966221,-0.386720819315209,0.70998818629842,0.1721974285323,17,17,19,1,0.894736842105263,18,19,1,0.947368421052632,FALSE,FALSE,FALSE
"ιδιωτικόςάσκηση","ιδιωτικός","άσκηση","unrelated","word","word",0.0584789879403414,-0.29036191316224,0.833909983029077,0.191312070738603,19,19,19,0,1,18,19,0,0.947368421052632,FALSE,FALSE,FALSE
"ιδιωτικόςγρελείο","ιδιωτικός","γρελείο","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ιδιωτικόςμυστικότητα","ιδιωτικός","μυστικότητα","related","word","word",0.242280021299184,0.102041584559828,0.871073622863219,0.161754310974695,29,31,31,0,1,28,31,0,0.903225806451613,FALSE,FALSE,FALSE
"ίδρτεπψαροπή","ίδρτ","επψαροπή","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ίδρτφυσικός","ίδρτ","φυσικός","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ιεραμίδαθέρωστος","ιεραμίδα","θέρωστος","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ιεραμίδαυπηρέτρια","ιεραμίδα","υπηρέτρια","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ίζουςβυλώ","ίζους","βυλώ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ίζουςχαζός","ίζους","χαζός","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ίηνεπιφάνεια","ίην","επιφάνεια","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ίηνπτίλη","ίην","πτίλη","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ικανοποιημένοιευτυχισμένος","ικανοποιημένοι","ευτυχισμένος","related","word","word",0.435938260259945,-0.0825687881713072,0.994221213739212,0.173071698389151,33,33,33,0,1,32,33,0,0.96969696969697,FALSE,FALSE,FALSE
"ικανοποιημένοιπρίγκιτρς","ικανοποιημένοι","πρίγκιτρς","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ικανοποιημένοιχρονόμετρο","ικανοποιημένοι","χρονόμετρο","unrelated","word","word",0.0963318774687668,0.037741181379874,1.30805835143395,0.267006292899945,24,24,24,0,1,23,23,1,1,FALSE,FALSE,FALSE
"ικανοποικεένοιοδηγός","ικανοποικεένοι","οδηγός","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ικανοποικεένοιστόιχειμ","ικανοποικεένοι","στόιχειμ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ιλίαεκπαίδευση","ιλία","εκπαίδευση","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ιλίαπνδήμα","ιλία","πνδήμα","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ίναδακτυλικό αποτύπωμα","ίνα","δακτυλικό αποτύπωμα","related","word","word",NA,1.51415205192661,1.1834346645501,0.223648129663766,28,28,30,1,0.933333333333333,14,31,0,0.451612903225806,FALSE,FALSE,FALSE
"ινάδιοδιάτθυνση","ινάδιο","διάτθυνση","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ινάδιοδυτικός","ινάδιο","δυτικός","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ίναέφημερωσα","ίνα","έφημερωσα","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ίνασκάνδαλο","ίνα","σκάνδαλο","unrelated","word","word",NA,-0.0928892872203762,1.24181495335747,0.212969507509617,34,34,34,0,1,20,34,0,0.588235294117647,FALSE,FALSE,FALSE
"ίντραχοςτηλεόραση","ίντραχος","τηλεόραση","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ίντραχοςτρέμα","ίντραχος","τρέμα","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ίνφυρακλειστό","ίνφυρα","κλειστό","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ίνφυραπισωύνι","ίνφυρα","πισωύνι","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ιομάιοςκατηγουώα","ιομάιος","κατηγουώα","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ιομάιοςχτίζω","ιομάιος","χτίζω","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ιόςγυναίκα","ιός","γυναίκα","unrelated","word","word",0.0652792373934207,-0.182270283704957,1.34293353978787,0.274125160912491,24,25,25,0,1,22,25,0,0.88,FALSE,FALSE,FALSE
"ιόςμόλυνση","ιός","μόλυνση","related","word","word",0.468080422207528,-0.283106667556741,0.648569503110854,0.122568115226575,28,30,30,0,1,30,30,0,1,FALSE,FALSE,FALSE
"ιόςνποπίας","ιός","νποπίας","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ιούνιοςιούλιος","ιούνιος","ιούλιος","related","word","word",0.648045215373677,-0.677146839104263,0.441787142876854,0.0883574285753708,25,28,29,1,0.96551724137931,29,29,1,1,FALSE,FALSE,FALSE
"ιούνιοςόπτη","ιούνιος","όπτη","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ιούνιοςσκληρότητα","ιούνιος","σκληρότητα","unrelated","word","word",0.131818504339057,0.0152342905425987,0.638273084138467,0.136080278768826,22,22,23,1,0.956521739130435,23,24,0,0.958333333333333,FALSE,FALSE,FALSE
"ιπνοκόδιαδήλωση","ιπνοκό","διαδήλωση","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ιπνοκόθερμοκατσία","ιπνοκό","θερμοκατσία","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ιππικόαποτελεσματικός","ιππικό","αποτελεσματικός","unrelated","word","word",0.138595409008794,0.0750225365460151,0.825777016455624,0.194637509361256,18,20,21,0,0.952380952380952,20,21,0,0.952380952380952,FALSE,FALSE,FALSE
"ιππικόεποπημία","ιππικό","εποπημία","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ιππικόπυροβολικό","ιππικό","πυροβολικό","related","word","word",0.533385580995683,0.113116505309349,1.03517358308371,0.211303922813638,24,24,25,0,0.96,21,25,0,0.84,FALSE,FALSE,FALSE
"ιπτόαποφοιπό","ιπτό","αποφοιπό","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ιπτόπροφορά","ιπτό","προφορά","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ιροπλισμόςάθλημα","ιροπλισμός","άθλημα","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ιροπλισμόςδασενούν","ιροπλισμός","δασενούν","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ισορροπίααρμονία","ισορροπία","αρμονία","related","word","word",0.475246073484249,-0.390886062283318,0.500457146339105,0.0822746480478778,37,41,42,0,0.976190476190476,42,42,0,1,FALSE,FALSE,FALSE
"ισορροπίαέμπορος","ισορροπία","έμπορος","unrelated","word","word",0.131879530488025,-0.107005657746965,1.35267830734194,0.260323061623613,27,27,29,0,0.931034482758621,28,29,0,0.96551724137931,FALSE,FALSE,FALSE
"ισορροπίαεώσος","ισορροπία","εώσος","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ισορσαπίατράβμυτε","ισορσαπία","τράβμυτε","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ισορσαπίαφορτίο","ισορσαπία","φορτίο","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ίσοσουνμοναδικός","ίσοσουν","μοναδικός","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ίσοσουνπαιχνίσο","ίσοσουν","παιχνίσο","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ίσχυληςλιλακή","ίσχυλης","λιλακή","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ίσχυληςνωρίς","ίσχυλης","νωρίς","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ισχυρόςαδύναμος","ισχυρός","αδύναμος","related","word","word",0.567412029207006,-0.617266389704717,0.330746798213927,0.0636522509941391,27,28,29,0,0.96551724137931,25,29,0,0.862068965517241,FALSE,FALSE,FALSE
"ισχυρόςεπιφάνεια","ισχυρός","επιφάνεια","unrelated","word","word",0.0799089105498396,-0.412684243553857,0.556371722632845,0.103315635186455,29,32,34,1,0.941176470588235,30,34,1,0.88235294117647,FALSE,FALSE,FALSE
"ισχυρόςσυγγράβλας","ισχυρός","συγγράβλας","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ισχύςδύναμη","ισχύς","δύναμη","related","word","word",0.499644711732364,-0.588306662812636,0.541366238875526,0.106170654462563,26,26,26,1,1,25,26,1,0.961538461538462,FALSE,FALSE,FALSE
"ισχύςπόλη","ισχύς","πόλη","unrelated","word","word",0.142688861928628,-0.590661298890846,0.652266786238493,0.158197932690793,17,21,22,1,0.954545454545455,22,22,1,1,FALSE,FALSE,FALSE
"ισχύςστράυνς","ισχύς","στράυνς","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ίωανωδακτιζαποτύ","ίωανω","δακτιζαποτύ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ίωανωναυτία","ίωανω","ναυτία","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ίωδυση του ηλιουεπιθεώρηση","ίωδυση του ηλιου","επιθεώρηση","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ίωδυση του ηλιουόγκερ","ίωδυση του ηλιου","όγκερ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κάvευλακαιείνος","κάvευλα","καιείνος","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κάvευλατριγύρω","κάvευλα","τριγύρω","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"καγκελάριοςπρόεδρος","καγκελάριος","πρόεδρος","related","word","word",0.552725446642417,-0.411445469502562,0.480747006666387,0.113313156149646,18,19,21,0,0.904761904761905,18,21,0,0.857142857142857,FALSE,FALSE,FALSE
"καγκελάριοςτεχνική","καγκελάριος","τεχνική","unrelated","word","word",0.0781527415757985,-0.536156539333823,0.413354049502549,0.0924287753462512,20,20,20,0,1,16,20,0,0.8,FALSE,FALSE,FALSE
"καγκελάριοςχερεώνας","καγκελάριος","χερεώνας","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"καγωνικάδιοικητικός","καγωνικά","διοικητικός","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"καγωνικάφτμπός","καγωνικά","φτμπός","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κάειρακαπετάρδος","κάειρα","καπετάρδος","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κάειρασκοτώνω","κάειρα","σκοτώνω","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"καζήλιβουνό","καζήλι","βουνό","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"καζήλισυμπαίια","καζήλι","συμπαίια","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"καθανώανώτερος","καθανώ","ανώτερος","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"καθανώτιτιότητα","καθανώ","τιτιότητα","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"καθαρήκακό","καθαρή","κακό","unrelated","word","word",0.114311777252458,-0.620818725473379,0.609375651409728,0.107723413850447,32,35,37,1,0.945945945945946,36,36,2,1,FALSE,FALSE,FALSE
"καθαρήμάκροψ","καθαρή","μάκροψ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"καθαρήπλύση","καθαρή","πλύση","related","word","word",0.300350408361907,-0.426036053000212,0.718943164237886,0.143788632847577,25,27,28,0,0.964285714285714,27,28,0,0.964285714285714,FALSE,FALSE,FALSE
"κάθημεριαμπάτακανει","κάθημεριαμ","πάτακανει","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κάθημεριαμπεδίο μάχης","κάθημεριαμ","πεδίο μάχης","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"καθημερινάανίλο","καθημερινά","ανίλο","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"καθημερινάαρπακτικός","καθημερινά","αρπακτικός","unrelated","word","word",0.0565743869122128,0.440068195553685,0.813939366769126,0.191847348572378,18,18,19,0,0.947368421052632,19,19,0,1,FALSE,FALSE,FALSE
"καθημερινάεβδομαδιαίος","καθημερινά","εβδομαδιαίος","related","word","word",0.316745917862826,0.155368413383692,0.848874197048508,0.177002505805739,23,27,28,0,0.964285714285714,26,28,0,0.928571428571429,FALSE,FALSE,FALSE
"καθολικόςβούταιο","καθολικός","βούταιο","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"καθολικόςυπαινίσομαι","καθολικός","υπαινίσομαι","unrelated","word","word",NA,1.01425741437433,1.62543946741657,0.36345931424545,20,22,27,0,0.814814814814815,27,27,0,1,FALSE,FALSE,FALSE
"καθολικόςχριστιανός","καθολικός","χριστιανός","related","word","word",0.610212829614195,-0.156140937116168,1.0596632555311,0.273603876083993,15,19,19,0,1,18,19,0,0.947368421052632,FALSE,FALSE,FALSE
"κάιξγερουσιαστής","κάιξ","γερουσιαστής","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κάιξσκλάδαλο","κάιξ","σκλάδαλο","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"καίσαραςκανστία","καίσαρας","κανστία","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"καίσαραςπρόσθετος","καίσαρας","πρόσθετος","unrelated","word","word",0.14643686629558,-0.1194043431735,0.743754710803112,0.166308609194146,20,21,22,0,0.954545454545455,19,22,0,0.863636363636364,FALSE,FALSE,FALSE
"καίσαραςρώμη","καίσαρας","ρώμη","related","word","word",0.450911470558293,-0.535950461551245,0.636780252849312,0.150090544971811,18,20,22,0,0.909090909090909,18,22,0,0.818181818181818,FALSE,FALSE,FALSE
"καίσυλαςήττα","καίσυλας","ήττα","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"καίσυλαςπαρανέ","καίσυλας","παρανέ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κακή αναφοραάσριση","κακή αναφορα","άσριση","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κακή αναφορακυνικός","κακή αναφορα","κυνικός","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κακόαυτοκινητόδρομος","κακό","αυτοκινητόδρομος","unrelated","word","word",0.0721202726557139,0.829750396509796,1.48797464229095,0.276309954399095,29,31,34,1,0.911764705882353,32,34,1,0.941176470588235,FALSE,FALSE,FALSE
"κακόέκλοαv","κακό","έκλοαv","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κακόσκληρότητα","κακό","σκληρότητα","related","word","word",0.192747862936232,-0.274656460059211,0.382650011757335,0.0750438414164293,26,26,27,0,0.962962962962963,26,27,0,0.962962962962963,FALSE,FALSE,FALSE
"κάλλιτδυνηςνεαρός","κάλλιτδυνης","νεαρός","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κάλλιτδυνηςπάνις","κάλλιτδυνης","πάνις","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"καλλιτέχνηςαπεργία","καλλιτέχνης","απεργία","unrelated","word","word",0.125399187836414,-0.388692985654979,0.734688607087894,0.117644330274616,39,41,41,0,1,38,41,0,0.926829268292683,FALSE,FALSE,FALSE
"καλλιτέχνηςζωγράφος","καλλιτέχνης","ζωγράφος","related","word","word",0.701123149198107,-0.660861382888649,0.500139313274263,0.111834550270131,20,20,20,0,1,19,20,0,0.95,FALSE,FALSE,FALSE
"καλλιτέχνηςιώνω","καλλιτέχνης","ιώνω","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"καλόγεροςκόλαση","καλόγερος","κόλαση","unrelated","word","word",0.12945821175127,-0.656006655603523,0.423027403243587,0.0785542167034779,29,30,30,2,1,30,30,2,1,FALSE,FALSE,FALSE
"καλόγεροςπαπάς","καλόγερος","παπάς","related","word","word",0.542540643761027,-0.19074188412404,0.77386781003456,0.154773562006912,25,25,26,1,0.961538461538462,24,27,0,0.888888888888889,FALSE,FALSE,FALSE
"καλόγεροςτηρίζω","καλόγερος","τηρίζω","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"καλόδοροςσκότροω","καλόδορος","σκότροω","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"καλόδοροςυπογραφή","καλόδορος","υπογραφή","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κάλοκαετιγουλιά","κάλοκαετι","γουλιά","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κάλοκαετιμαευματικά","κάλοκαετι","μαευματικά","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"καλοκαίριθεϊκός","καλοκαίρι","θεϊκός","unrelated","word","word",0.0704576822168018,-0.0534302451173413,0.86029372011868,0.197364915145263,19,20,21,0,0.952380952380952,20,21,0,0.952380952380952,FALSE,FALSE,FALSE
"καλοκαίριινύτης","καλοκαίρι","ινύτης","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"καλοκαίριχειμώνας","καλοκαίρι","χειμώνας","related","word","word",0.596892892926902,-0.529234066446989,1.05044078272914,0.182858269177758,33,34,35,1,0.971428571428571,34,36,0,0.944444444444444,FALSE,FALSE,FALSE
"καλόςεντελώς","καλός","εντελώς","unrelated","word","word",0.0498333524226774,-0.17179828478843,1.52115272714511,0.304230545429022,25,25,25,0,1,24,25,0,0.96,FALSE,FALSE,FALSE
"καλόςικάντα","καλός","ικάντα","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"καλόςκακό","καλός","κακό","related","word","word",0.341699890071362,-0.704001171737365,0.434165370187548,0.0905297377685295,23,23,25,0,0.92,22,25,0,0.88,FALSE,FALSE,FALSE
"κάλυμμαέκθαλωση","κάλυμμα","έκθαλωση","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κάλυμμακρύβω","κάλυμμα","κρύβω","related","word","word",0.247386536084311,-0.520948288878875,0.523902644527348,0.130975661131837,16,16,17,0,0.941176470588235,16,16,1,1,FALSE,FALSE,FALSE
"κάλυμματρελός","κάλυμμα","τρελός","unrelated","word","word",0.107362735839463,-0.633117147461234,0.787570619745852,0.176106144283336,20,20,20,1,1,19,20,1,0.95,FALSE,FALSE,FALSE
"καλυπάακογνός","καλυπάα","κογνός","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"καλυπάαλύκος","καλυπάα","λύκος","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"καλώδιοσύγχυση","καλώδιο","σύγχυση","unrelated","word","word",0.0645160790087497,-0.257504893585016,0.685420816393558,0.142920119912825,23,23,23,2,1,22,23,2,0.956521739130435,FALSE,FALSE,FALSE
"καλώδιοσύρμα","καλώδιο","σύρμα","related","word","word",0.68919756513674,-0.53378702144717,0.574271144484658,0.139281210967917,17,17,17,0,1,17,17,0,1,FALSE,FALSE,FALSE
