"word_combo","zh_hk_cue","zh_hk_target","type","cue_type","target_type","zh_hk_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"搖優關於","搖優","關於","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"搜索尋找","搜索","尋找","related","word","word",0.958942529392033,-0.577304330577665,0.417197097285011,0.295002896581575,2,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"搜索牛油","搜索","牛油","unrelated","word","word",NA,-0.731931898216741,0.124583212617753,0.0622916063088764,4,6,7,1,0.857142857142857,5,7,1,0.714285714285714,FALSE,FALSE,FALSE
"搜索身食","搜索","身食","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"搜解尖族","搜解","尖族","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"搜解按摩","搜解","按摩","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"搬見派韻","搬見","派韻","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"搬見藍色","搬見","藍色","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"搶張放低","搶張","放低","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"搶張示化","搶張","示化","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"撕開亂股","撕開","亂股","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"撕開切割","撕開","切割","related","word","word",0.912261092505188,-0.564539054754584,0.459129337803782,0.138432703976316,11,13,15,3,0.866666666666667,12,15,3,0.8,FALSE,FALSE,FALSE
"撕開機械","撕開","機械","unrelated","word","word",0.938225776964392,-0.940368361637645,0.258776412266498,0.182982555924766,2,2,3,0,0.666666666666667,3,3,0,1,FALSE,FALSE,FALSE
"撤教俗心","撤教","俗心","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"撤教湖泊","撤教","湖泊","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"撲擅園澱圈","撲擅園","澱圈","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"撲擅園聰明","撲擅園","聰明","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"擁瑣地態","擁瑣","地態","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"擁瑣港口","擁瑣","港口","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"擂台戰場","擂台","戰場","related","word","word",NA,-0.818826864211492,0.0898986029778438,0.0519029826290294,3,4,4,0,1,2,4,0,0.5,FALSE,FALSE,FALSE
"擂台教導","擂台","教導","unrelated","word","word",NA,-0.460450087335898,0.332431516941811,0.235064579909685,2,5,6,0,0.833333333333333,4,6,0,0.666666666666667,FALSE,FALSE,FALSE
"擂台諺提","擂台","諺提","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"操作功能","操作","功能","related","word","word",NA,-0.779361668001887,0.210238018017884,0.0940212999485629,5,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"操作商草","操作","商草","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"操作美麗","操作","美麗","unrelated","word","word",NA,-0.989108839727729,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"擔心兄弟","擔心","兄弟","unrelated","word","word",0.620721613793459,NA,NA,NA,NA,0,1,0,0,0,1,0,0,FALSE,FALSE,NA
"擔心緊張","擔心","緊張","related","word","word",0.933773196867832,-0.853737074178773,0.146341863787096,0.073170931893548,4,6,6,0,1,5,6,0,0.833333333333333,FALSE,FALSE,FALSE
"擔心醬探","擔心","醬探","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"擬心實諒護試","擬心","實諒護試","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"擬心馬匹","擬心","馬匹","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"擾唱商草","擾唱","商草","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"擾唱性格","擾唱","性格","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"攜帶加器","攜帶","加器","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"攜帶合法","攜帶","合法","unrelated","word","word",NA,-0.455552652208217,0.397031767410742,0.198515883705371,4,5,5,1,1,3,5,1,0.6,FALSE,FALSE,FALSE
"攜帶送出","攜帶","送出","related","word","word",NA,-0.332034365198362,0.261794898381203,0.151147355052858,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"支乞機場","支乞","機場","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"支乞選水","支乞","選水","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"支持幫助","支持","幫助","related","word","word",0.898781640600199,-0.242908917973653,0.372155952825285,0.186077976412643,4,5,6,0,0.833333333333333,5,6,0,0.833333333333333,FALSE,FALSE,FALSE
"支持涉將","支持","涉將","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"支持那裏","支持","那裏","unrelated","word","word",0.818184159585721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"收歧房嫌","收歧","房嫌","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"收歧自由派","收歧","自由派","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"收藏喉兄","收藏","喉兄","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"收藏採集","收藏","採集","related","word","word",NA,0.243587980407571,0.715405525427093,0.505868098327823,2,3,4,0,0.75,4,4,0,1,FALSE,FALSE,FALSE
"收藏緘默","收藏","緘默","unrelated","word","word",NA,0.748572315372708,0.129422775809858,0.091515722415137,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"收貶去迷頭","收貶","去迷頭","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"收貶衛星","收貶","衛星","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"收銀員人擺","收銀員","人擺","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"收銀員侍應","收銀員","侍應","related","word","word",NA,0.343629126376089,2.31907623300348,1.15953811650174,4,4,5,1,0.8,5,5,1,1,FALSE,FALSE,FALSE
"收銀員激情","收銀員","激情","unrelated","word","word",NA,-0.815818710940286,0.0834724716515706,0.0481928539779577,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"收音機兔仔","收音機","兔仔","unrelated","word","word",NA,0.153888982387982,NA,NA,1,1,2,0,0.5,2,2,0,1,FALSE,FALSE,FALSE
"收音機芳視","收音機","芳視","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"收音機電視","收音機","電視","related","word","word",0.978600695359887,-0.977900674088655,0.204296083259645,0.144459145842746,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"改緩失笨蛋","改緩失","笨蛋","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"改緩失節相","改緩失","節相","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"放打笑掛","放打","笑掛","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"放打詩詞","放打","詩詞","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"放鰾求黃","放鰾","求黃","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"放鰾瘀腫","放鰾","瘀腫","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"政策政治家","政策","政治家","related","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"政策漢堡包","政策","漢堡包","unrelated","word","word",NA,-0.504392732084201,0.195778955079593,0.113033032416867,3,5,6,0,0.833333333333333,6,6,0,1,FALSE,FALSE,FALSE
"政策積次","政策","積次","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"故割冷靜","故割","冷靜","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"故割好呼","故割","好呼","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"故育怪誕","故育","怪誕","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"故育轉媽","故育","轉媽","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"效海奸飛","效海","奸飛","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"效海表示","效海","表示","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"啟土仍然","啟土","仍然","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"啟土吞日","啟土","吞日","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"啟發速度","啟發","速度","unrelated","word","word",NA,-0.224463254015468,0.897358674055377,0.518090272025518,3,5,6,0,0.833333333333333,3,5,1,0.6,FALSE,FALSE,FALSE
"啟發靈亮","啟發","靈亮","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"啟發靈感","啟發","靈感","related","word","word",NA,-0.886680526821179,NA,NA,1,2,2,0,1,1,1,1,1,FALSE,FALSE,FALSE
"啟示世桿","啟示","世桿","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"啟示異象","啟示","異象","related","word","word",NA,-0.343709953286571,0.658583973327737,0.380233634284742,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"啟示罪行","啟示","罪行","unrelated","word","word",NA,-0.343978422221711,0.597648446424421,0.211300634616157,8,8,10,0,0.8,10,10,0,1,FALSE,FALSE,FALSE
"救援拯救","救援","拯救","related","word","word",0.867958999974306,-0.980962102009057,NA,NA,1,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"救援收入","救援","收入","unrelated","word","word",0.925006322067573,-0.402314124322499,0.907564251531504,0.370511554173852,6,7,8,0,0.875,6,8,0,0.75,FALSE,FALSE,FALSE
"救援方掉","救援","方掉","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"救護車士多啤梨","救護車","士多啤梨","unrelated","word","word",NA,-0.192514250204531,1.39791867880397,0.698959339401987,4,5,6,0,0.833333333333333,5,6,0,0.833333333333333,FALSE,FALSE,FALSE
"救護車子鋼","救護車","子鋼","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"救護車直升機","救護車","直升機","related","word","word",0.905919346218368,0.249476526457313,0.987237007063602,0.569981551782131,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"敘光脫言","敘光","脫言","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"敘光飲醉","敘光","飲醉","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"教會容估","教會","容估","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"教會教堂","教會","教堂","related","word","word",0.947506883366428,-0.648251327047137,0.282290942761491,0.16298075179314,3,3,3,1,1,3,3,1,1,FALSE,FALSE,FALSE
"教會獎項","教會","獎項","unrelated","word","word",NA,-0.155585524853124,0.574468379216273,0.331669473381443,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"教練充足","教練","充足","unrelated","word","word",NA,-0.197473202478306,0.594299432979318,0.297149716489659,4,4,4,1,1,4,4,1,1,FALSE,FALSE,FALSE
"教練約涼","教練","約涼","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"教練選手","教練","選手","related","word","word",0.830362937292107,-1.06436981155841,0.398696408614085,0.230187478838279,3,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"散餚扁勸盈","散餚扁","勸盈","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"散餚扁得意","散餚扁","得意","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"敬髓不彼","敬髓","不彼","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"敬髓抵抗","敬髓","抵抗","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"敵人對手","敵人","對手","related","word","word",0.97390410677719,0.257708515221547,1.93995124450108,0.867572571147944,5,7,7,0,1,6,7,0,0.857142857142857,FALSE,FALSE,FALSE
"敵人決心","敵人","決心","unrelated","word","word",0.975749164250971,-0.847965897768412,NA,NA,1,3,3,1,1,3,3,1,1,FALSE,FALSE,FALSE
"敵人諷師","敵人","諷師","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"數字地址","數字","地址","related","word","word",0.967564016020727,-0.669739094014092,0.0865740258896379,0.0612170807811827,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"數字母正","數字","母正","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"數字準備","數字","準備","unrelated","word","word",0.781371021652439,-0.757091898031493,0.360324296971492,0.161141924394616,5,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"數據愧可","數據","愧可","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"數據自由","數據","自由","unrelated","word","word",0.983934392153116,-0.82938035103979,0.124803845924503,0.0558139766681197,5,7,8,1,0.875,7,9,0,0.777777777777778,FALSE,FALSE,FALSE
"數據資訊","數據","資訊","related","word","word",0.77058519594021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"數敗共泊","數敗","共泊","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"數敗生日","數敗","生日","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"數數光亂","數數","光亂","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"數數大腦","數數","大腦","unrelated","word","word",0.961469556809606,-0.963919959796754,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"數數計算","數數","計算","related","word","word",NA,0.270087406453186,NA,NA,1,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"數量品質","數量","品質","related","word","word",0.858416329598277,-0.847020608591997,NA,NA,1,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"數量布時天","數量","布時天","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"數量茱麗葉","數量","茱麗葉","unrelated","word","word",0.968575949580909,5.11994207472123,NA,NA,1,2,2,0,1,1,1,1,1,FALSE,FALSE,FALSE
"文件傳形","文件","傳形","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"文件幫助","文件","幫助","unrelated","word","word",0.939829217667012,-0.757997370288848,0.121397308880619,0.0858408603272835,2,4,4,1,1,4,4,1,1,FALSE,FALSE,FALSE
"文件檔案","文件","檔案","related","word","word",0.977727513580081,-0.915770353388713,0.396591340076302,0.198295670038151,4,7,7,0,1,7,7,0,1,FALSE,FALSE,FALSE
"文化文明","文化","文明","related","word","word",0.979246759720522,-0.622401684876559,0.412431658299615,0.184445044806181,5,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"文化贏家","文化","贏家","unrelated","word","word",0.952181074905557,-0.310162576627936,0.234361697431373,0.135308789099741,3,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"文化足凡","文化","足凡","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"文女俗哨","文女","俗哨","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"文女寫作","文女","寫作","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"文憑免午","文憑","免午","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"文憑畢業","文憑","畢業","related","word","word",NA,-0.752764297630703,NA,NA,1,1,2,0,0.5,1,2,0,0.5,FALSE,FALSE,FALSE
"文憑繼承","文憑","繼承","unrelated","word","word",NA,-0.902960333373428,NA,NA,1,4,4,1,1,4,4,1,1,FALSE,FALSE,FALSE
"文波大腦","文波","大腦","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"文波如票","文波","如票","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"文物孫他","文物","孫他","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"文物涼爽","文物","涼爽","unrelated","word","word",NA,-0.568115260046826,0.303196653302253,0.151598326651127,4,4,4,1,1,4,4,1,1,FALSE,FALSE,FALSE
"文物獎章","文物","獎章","related","word","word",NA,0.17801153071928,1.6898499533817,0.755723873507268,5,7,8,0,0.875,7,8,0,0.875,FALSE,FALSE,FALSE
"文米兔仔","文米","兔仔","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"文米相衫","文米","相衫","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"文章反應堆","文章","反應堆","unrelated","word","word",0.970685332195765,0.57273226905328,NA,NA,1,1,2,0,0.5,2,2,0,1,FALSE,FALSE,FALSE
"文章報紙","文章","報紙","related","word","word",0.963650262080409,-0.593421555653838,0.066260880995985,0.0468535182796558,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"文章毛平","文章","毛平","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"料性造凱","料性","造凱","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"料性電影","料性","電影","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"新罵快舌","新罵","快舌","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"新罵曾經","新罵","曾經","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"新郎句子","新郎","句子","unrelated","word","word",NA,-0.520053655356869,0.124235619095496,0.0717274681277247,3,4,4,1,1,3,4,1,0.75,FALSE,FALSE,FALSE
"新郎新娘","新郎","新娘","related","word","word",0.967759883688458,-0.907438388480023,0.152276572053369,0.0879169198662859,3,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"新郎通剪","新郎","通剪","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"新鮮壯嘴","新鮮","壯嘴","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"新鮮清爽","新鮮","清爽","related","word","word",0.885640171328443,-0.937144859927877,0.220404183275036,0.155849292595661,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"新鮮評估","新鮮","評估","unrelated","word","word",0.943979215439922,NA,NA,NA,NA,2,3,0,0.666666666666667,2,3,0,0.666666666666667,FALSE,FALSE,NA
"方僕戒入","方僕","戒入","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"方僕軍隊","方僕","軍隊","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"方法技術","方法","技術","related","word","word",0.914065997895921,-0.75899985789313,0.449562344352505,0.183533058538837,6,7,8,0,0.875,7,8,0,0.875,FALSE,FALSE,FALSE
"方法狂怒","方法","狂怒","unrelated","word","word",0.919814698605875,NA,NA,NA,NA,2,3,2,0.666666666666667,2,3,2,0.666666666666667,FALSE,FALSE,NA
"方法街亮","方法","街亮","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"於無踞假設","於無踞","假設","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"於無踞順想盤績","於無踞","順想盤績","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"於陰裝陷","於陰","裝陷","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"於陰資本主義","於陰","資本主義","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"旁型療假古","旁型","療假古","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"旁型維持","旁型","維持","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"旗幟刺客","旗幟","刺客","unrelated","word","word",NA,-0.262367656457852,0.586788839379236,0.33878269437307,3,3,4,1,0.75,3,4,1,0.75,FALSE,FALSE,FALSE
"旗幟答飯","旗幟","答飯","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"旗幟象徵","旗幟","象徵","related","word","word",NA,0.142934837950921,0.895463670592891,0.447731835296445,4,4,6,0,0.666666666666667,4,6,0,0.666666666666667,FALSE,FALSE,FALSE
"日常捐款","日常","捐款","unrelated","word","word",NA,-0.844587376927228,NA,NA,1,3,3,1,1,1,3,1,0.333333333333333,FALSE,FALSE,FALSE
"日常每週","日常","每週","related","word","word",NA,-0.813406478710301,NA,NA,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE
"日常淨罪","日常","淨罪","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"日稱灰鴨","日稱","灰鴨","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"日稱處素","日稱","處素","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"日竹戰鬥","日竹","戰鬥","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"日竹活密","日竹","活密","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"日落致謝","日落","致謝","unrelated","word","word",NA,-0.124457101237583,NA,NA,1,1,1,1,1,2,2,0,1,FALSE,FALSE,FALSE
"日落閃膽","日落","閃膽","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"日落黎明","日落","黎明","related","word","word",0.943495522702735,-0.701790445046597,0.284561279288895,0.127259672850855,5,8,9,1,0.888888888888889,7,9,1,0.777777777777778,FALSE,FALSE,FALSE
"昂貴乳鐵","昂貴","乳鐵","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"昂貴平價","昂貴","平價","related","word","word",NA,-0.491008516644064,0.83304325531738,0.372548269417475,5,6,6,1,1,6,6,1,1,FALSE,FALSE,FALSE
"昂貴記者","昂貴","記者","unrelated","word","word",NA,-0.655016274872293,0.651869645281149,0.325934822640574,4,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"明凌","明","凌","related","word","word",0.868186170360264,1.39136410150464,2.00062845381304,1.15506337635738,3,3,5,1,0.6,5,5,1,1,FALSE,FALSE,FALSE
"明地夫毒","明地","夫毒","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"明地缺席","明地","缺席","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"明天早晨","明天","早晨","related","word","word",0.86980460293829,-0.792410402393971,0.206979229325953,0.0844989165338484,6,6,6,0,1,5,6,0,0.833333333333333,FALSE,FALSE,FALSE
"明天童年","明天","童年","unrelated","word","word",0.738439089669762,-0.613884242440803,0.107816835361439,0.0762380154101467,2,3,4,1,0.75,3,4,1,0.75,FALSE,FALSE,FALSE
"明天閹解","明天","閹解","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
