"word_combo","el_cue","el_target","type","cue_type","target_type","el_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"καταγγελίαφωτογρλεία","καταγγελία","φωτογρλεία","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"καταεμείεπικοιοινία","καταεμεί","επικοιοινία","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"καταεμείιδιοκτήτης","καταεμεί","ιδιοκτήτης","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"καταλικόςμίστρο","καταλικός","μίστρο","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"καταλικόςσύνταγμα","καταλικός","σύνταγμα","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"καταπιείβαισάκι","καταπιεί","βαισάκι","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"καταπιείμασάω","καταπιεί","μασάω","related","word","word",0.28347163260499,-0.384252813701968,0.44318001932918,0.0822964635626444,29,30,30,0,1,23,29,1,0.793103448275862,FALSE,FALSE,FALSE
"καταπιείχθες","καταπιεί","χθες","unrelated","word","word",0.0902917944431833,-0.24427281955311,0.711097476899915,0.136850773236076,27,29,30,1,0.966666666666667,24,31,0,0.774193548387097,FALSE,FALSE,FALSE
"κατάραδιαφορετικός","κατάρα","διαφορετικός","unrelated","word","word",0.0835814315952236,-0.382118271009151,0.57499636077106,0.101645956464701,32,32,33,0,0.96969696969697,30,33,0,0.909090909090909,FALSE,FALSE,FALSE
"κατάραδικαλνλογία","κατάρα","δικαλνλογία","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κατάραμάγισσα","κατάρα","μάγισσα","related","word","word",0.480509515191641,-0.67874724629887,0.426037435516063,0.0908314864463318,22,22,22,0,1,21,22,0,0.954545454545455,FALSE,FALSE,FALSE
"κατασίγιοπλούσιος","κατασίγιο","πλούσιος","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κατασίγιοστράυνς","κατασίγιο","στράυνς","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κατασκευήειυίδημα","κατασκευή","ειυίδημα","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κατασκευήκερί","κατασκευή","κερί","unrelated","word","word",0.125100035023854,-0.285023256989528,0.759116978307435,0.148875087903431,26,27,27,0,1,27,27,0,1,FALSE,FALSE,FALSE
"κατασκευήχτίζω","κατασκευή","χτίζω","related","word","word",0.368241658106588,-0.368820751077761,0.68332979172246,0.149114785485075,21,24,25,0,0.96,25,25,0,1,FALSE,FALSE,FALSE
"κατασκήνωσηέππλειξη","κατασκήνωση","έππλειξη","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κατασκήνωσηφινίρισμα","κατασκήνωση","φινίρισμα","unrelated","word","word",0.109323243143177,0.995679730585769,1.13694777564445,0.284236943911112,16,16,36,1,0.444444444444444,36,36,1,1,FALSE,FALSE,FALSE
"κατασκήνωσηχωριό","κατασκήνωση","χωριό","related","word","word",0.322743013125731,-0.144861998657431,0.92778306644805,0.18555661328961,25,25,26,0,0.961538461538462,25,26,0,0.961538461538462,FALSE,FALSE,FALSE
"κατασκοπείαμαύρος","κατασκοπεία","μαύρος","unrelated","word","word",0.104772472252792,-0.560076357409508,0.54308316193016,0.0931379938857424,34,35,35,1,1,33,35,1,0.942857142857143,FALSE,FALSE,FALSE
"κατασκοπείασαμποτάζ","κατασκοπεία","σαμποτάζ","related","word","word",0.384391114413675,0.208834494814778,0.794743080295208,0.173427158261674,21,21,22,3,0.954545454545455,20,22,3,0.909090909090909,FALSE,FALSE,FALSE
"κατασκοπείαχυσές","κατασκοπεία","χυσές","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κατάσκοποςκαταλαντίνουν","κατάσκοπος","καταλαντίνουν","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κατάσκοποςμεσημέρι","κατάσκοπος","μεσημέρι","unrelated","word","word",0.140151487500512,-0.346673988521775,0.668018670696245,0.131009239897095,26,31,32,1,0.96875,30,32,1,0.9375,FALSE,FALSE,FALSE
"κατάσκοποςπροδότης","κατάσκοπος","προδότης","related","word","word",0.622606867938865,0.0927414659353831,1.30588863246338,0.24678975438888,28,28,30,0,0.933333333333333,29,30,0,0.966666666666667,FALSE,FALSE,FALSE
"κατασκοπούακιθάρα","κατασκοπούα","κιθάρα","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κατασκοπούαπλάια","κατασκοπούα","πλάια","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κάτασκπτωσηγενναίος","κάτασκπτωση","γενναίος","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κάτασκπτωσηόρδοα","κάτασκπτωση","όρδοα","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κατασκυφήδόακ","κατασκυφή","δόακ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κατασκυφήχάπι","κατασκυφή","χάπι","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κατάστασηέπιφθεεια","κατάσταση","έπιφθεεια","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κατάστασηθέση","κατάσταση","θέση","related","word","word",0.405757805581223,-0.669384444422186,0.259854843983893,0.0596147897323851,19,21,22,1,0.954545454545455,20,22,1,0.909090909090909,FALSE,FALSE,FALSE
"κατάστασηκρίση","κατάσταση","κρίση","related","word","word",0.349118513600737,-0.580432046001047,0.67312361362332,0.109195069198649,38,38,39,1,0.974358974358974,39,39,1,1,FALSE,FALSE,FALSE
"κατάστασηληστεύω","κατάσταση","ληστεύω","unrelated","word","word",0.0848343642419581,-0.147216810974447,0.846275725359839,0.145135089539663,34,35,35,1,1,35,35,1,1,FALSE,FALSE,FALSE
"κατάστασηνέος","κατάσταση","νέος","unrelated","word","word",0.1315934550638,-0.644338609948436,0.469118085514341,0.130109947043804,13,15,15,0,1,14,15,0,0.933333333333333,FALSE,FALSE,FALSE
"κατάστασηχάστιμο","κατάσταση","χάστιμο","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κατάστευαεκαταντόμετρο","κατάστευα","εκαταντόμετρο","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κατάστευανεκρός","κατάστευα","νεκρός","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κατάταοποςδρόμησ","κατάταοπος","δρόμησ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κατάταοποςπόνος","κατάταοπος","πόνος","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"καταφύγιοάσυλο","καταφύγιο","άσυλο","related","word","word",0.651850799995059,-0.116720301442518,0.636113097771069,0.116137830924568,30,31,32,1,0.96875,31,32,1,0.96875,FALSE,FALSE,FALSE
"καταφύγιοκωνοδία","καταφύγιο","κωνοδία","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"καταφύγιοτηλεόραση","καταφύγιο","τηλεόραση","unrelated","word","word",0.0691543867161753,-0.292088732317005,0.580729033107556,0.121090374064354,23,25,25,1,1,25,25,1,1,FALSE,FALSE,FALSE
"κατλόαντίβολος","κατλό","αντίβολος","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κατλόεγκληματίας","κατλό","εγκληματίας","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κάτωάστεκη","κάτω","άστεκη","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κάτωπαιχνίδι","κάτω","παιχνίδι","unrelated","word","word",0.116563613952718,-0.484484255398289,0.7665423967599,0.150331332272112,26,27,28,0,0.964285714285714,26,28,0,0.928571428571429,FALSE,FALSE,FALSE
"κάτωπάνω","κάτω","πάνω","related","word","word",0.593780673492474,-0.940425723972273,0.388894964854167,0.0657352468377993,35,36,36,0,1,35,36,0,0.972222222222222,FALSE,FALSE,FALSE
"καυολειόυπολογιστής","καυολειό","υπολογιστής","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"καυολειόχάπρα","καυολειό","χάπρα","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κάυχλαδολοφότες","κάυχλα","δολοφότες","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κάυχλαμικρό","κάυχλα","μικρό","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"καφέθεοτός","καφέ","θεοτός","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"καφέμπλε","καφέ","μπλε","related","word","word",0.320372443542405,-0.510538000129134,0.47639634819163,0.0869776754058805,30,30,32,1,0.9375,30,32,1,0.9375,FALSE,FALSE,FALSE
"καφέομίχλη","καφέ","ομίχλη","unrelated","word","word",0.144530300705385,-0.475078410324285,0.577103708070512,0.0961839513450853,36,36,39,0,0.923076923076923,38,39,0,0.974358974358974,FALSE,FALSE,FALSE
"κάψουλαεξετάζω","κάψουλα","εξετάζω","related","word","word",0.161763907561223,-0.423518678129666,0.503497269319217,0.0876476244231841,33,33,33,0,1,31,33,0,0.93939393939394,FALSE,FALSE,FALSE
"κάψουλαρεαλιστικός","κάψουλα","ρεαλιστικός","unrelated","word","word",0.0373856028130124,0.0632096369338366,0.968879710446179,0.190012944226508,26,26,26,0,1,24,26,0,0.923076923076923,FALSE,FALSE,FALSE
"κάψουλαροκητής","κάψουλα","ροκητής","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κβανικόςδιευθυντής","κβανικός","διευθυντής","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κβανικόςκρούη","κβανικός","κρούη","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κεγέλαιοέγτλος","κεγέλαιο","έγτλος","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κεγέλαιομεγάλος","κεγέλαιο","μεγάλος","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κείμενοβλακεία","κείμενο","βλακεία","unrelated","word","word",0.0561242696976113,-0.271376730096036,0.769344795493065,0.128224132582177,36,37,37,0,1,37,37,0,1,FALSE,FALSE,FALSE
"κείμενοποίημα","κείμενο","ποίημα","related","word","word",0.477767365911064,-0.751424096938629,0.29816253380503,0.0584744837728507,26,28,31,0,0.903225806451613,29,31,0,0.935483870967742,FALSE,FALSE,FALSE
"κείμενοσύμευση","κείμενο","σύμευση","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κένιοςαρλητέκτονας","κένιος","αρλητέκτονας","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κένιοςσαμοεμάι","κένιος","σαμοεμάι","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κένιοςψάρι","κένιος","ψάρι","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κένιοςωκεανός","κένιος","ωκεανός","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κέολοςαντίθετος","κέολος","αντίθετος","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κέολοςσάμακι","κέολος","σάμακι","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κέπττοέππλειξη","κέπττο","έππλειξη","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κέπττούποπτος","κέπττο","ύποπτος","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κέρατοκαθήσων","κέρατο","καθήσων","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κέρατομάρκετινγκ","κέρατο","μάρκετινγκ","unrelated","word","word",0.133131623771176,-0.0460684724036555,0.541536566795026,0.0867152506588327,39,41,42,1,0.976190476190476,38,42,1,0.904761904761905,FALSE,FALSE,FALSE
"κέρατοσφυρίζω","κέρατο","σφυρίζω","related","word","word",0.242659524348403,-0.318332179892079,0.695475758924483,0.145016720363038,23,24,27,0,0.888888888888889,27,27,0,1,FALSE,FALSE,FALSE
"κέρδοςβλέφη","κέρδος","βλέφη","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κέρδοςγραφή","κέρδος","γραφή","unrelated","word","word",0.0748318118852028,-0.477145569201138,0.625080693789179,0.127594062320699,24,25,25,0,1,24,25,0,0.96,FALSE,FALSE,FALSE
"κέρδοςεισόδημα","κέρδος","εισόδημα","related","word","word",0.484493324735381,-0.490327948389567,0.488386756708777,0.0863353968776202,32,32,32,0,1,32,32,0,1,FALSE,FALSE,FALSE
"κέρδοςέληδς","κέρδος","έληδς","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κέρδοςνίκη","κέρδος","νίκη","related","word","word",0.257549525244514,-0.71154623581642,0.304302314264642,0.0500269922997838,37,41,43,2,0.953488372093023,39,44,1,0.886363636363636,FALSE,FALSE,FALSE
"κέρδοςπτήση","κέρδος","πτήση","unrelated","word","word",0.0767261533794964,-0.213230356162974,0.740021389798862,0.126912621325698,34,36,36,0,1,34,36,0,0.944444444444444,FALSE,FALSE,FALSE
"κέτρενοθεωτετονέρειαν","κέτρενο","θεωτετονέρειαν","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κέτρενοπορτοφόλι","κέτρενο","πορτοφόλι","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κέτσαπαρκτρία","κέτσαπ","αρκτρία","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κέτσαπμαγιονέζα","κέτσαπ","μαγιονέζα","related","word","word",0.543904194680088,-0.249572466305867,0.668942866009943,0.13119048951013,26,27,27,0,1,25,27,0,0.925925925925926,FALSE,FALSE,FALSE
"κέτσαππάρτυ","κέτσαπ","πάρτυ","unrelated","word","word",0.133890356663895,-0.469689350355482,0.802092056684824,0.154362688280615,27,28,28,0,1,24,28,0,0.857142857142857,FALSE,FALSE,FALSE
"κετσίτευστριστώ","κετσίτ","ευστριστώ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κετσίτσαύρα","κετσίτ","σαύρα","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κεφάλαιοόκλος","κεφάλαιο","όκλος","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κεφάλαιοπόλη","κεφάλαιο","πόλη","related","word","word",0.0653735860704327,-0.668620987239843,0.435060766273693,0.0888064070395667,24,25,25,0,1,24,25,0,0.96,FALSE,FALSE,FALSE
"κεφάλαιορομαντικός","κεφάλαιο","ρομαντικός","unrelated","word","word",0.102216888800995,-0.170075831122459,0.702577843698027,0.137786851339776,26,26,27,0,0.962962962962963,26,27,0,0.962962962962963,FALSE,FALSE,FALSE
"κίβιτροκιμοκρατία","κίβιτρο","κιμοκρατία","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κίβιτροσαλπάρω","κίβιτρο","σαλπάρω","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κίβωσπιτονοικοκύρης","κίβω","σπιτονοικοκύρης","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κίβωφώτογρντος","κίβω","φώτογρντος","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κίγοςτέταρτο","κίγος","τέταρτο","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κίγοςτο παρδηθόν","κίγος","το παρδηθόν","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κιλητήριομυστήριο","κιλητήριο","μυστήριο","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κιλητήριοτρέλια","κιλητήριο","τρέλια","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κιλόγραμμάριο","κιλό","γραμμάριο","related","word","word",0.630355656488645,-0.18742381096515,0.621949093034539,0.129685350707426,23,24,24,0,1,21,24,0,0.875,FALSE,FALSE,FALSE
"κιλόέγκυμοπονη","κιλό","έγκυμοπονη","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κιλόοικείος","κιλό","οικείος","unrelated","word","word",0.0322705573879185,-0.354630518951113,0.438742485563485,0.0801030520930019,30,31,31,0,1,31,31,0,1,FALSE,FALSE,FALSE
"κίμοςασφαλής","κίμος","ασφαλής","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κίμοςποόγο","κίμος","ποόγο","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κινδυνώδηςάπατιυχι","κινδυνώδης","άπατιυχι","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κινδυνώδηςεπικίνδυνος","κινδυνώδης","επικίνδυνος","related","word","word",NA,0.0505015170185083,0.614222185571602,0.125377578612292,24,25,25,1,1,5,25,1,0.2,FALSE,FALSE,FALSE
"κινδυνώδηςούρο","κινδυνώδης","ούρο","unrelated","word","word",NA,0.202560954340583,1.45761279220919,0.303933277289597,23,24,33,0,0.727272727272727,7,33,0,0.212121212121212,FALSE,FALSE,FALSE
"κινηματογράφοςεύκολο","κινηματογράφος","εύκολο","unrelated","word","word",0.125130139506121,-0.0769683349427121,1.96578205574365,0.491445513935913,16,17,18,0,0.944444444444444,17,18,0,0.944444444444444,FALSE,FALSE,FALSE
"κινηματογράφοςθέατρο","κινηματογράφος","θέατρο","related","word","word",0.500517981284176,-0.739473387412823,0.285684421245523,0.0505023478855159,32,36,37,0,0.972972972972973,36,37,0,0.972972972972973,FALSE,FALSE,FALSE
"κινηματογράφοςόρλωνο","κινηματογράφος","όρλωνο","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κίνηματογρντοςσυζήτηση","κίνηματογρντος","συζήτηση","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κίνηματογρντοςσυναηγώ","κίνηματογρντος","συναηγώ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κίνησηαπεγμένος","κίνηση","απεγμένος","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κίνησημεταφορα","κίνηση","μεταφορα","related","word","word",0.215511527999921,0.498447140425101,1.11294395491941,0.287360893511005,15,16,34,0,0.470588235294118,33,33,1,1,FALSE,FALSE,FALSE
"κίνησηπούρο","κίνηση","πούρο","unrelated","word","word",0.0129183607018551,0.0966083987431771,0.736377551220513,0.130174389995392,32,32,35,0,0.914285714285714,31,35,0,0.885714285714286,FALSE,FALSE,FALSE
"κίνητροαγείστος","κίνητρο","αγείστος","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κίνητροάλλοθι","κίνητρο","άλλοθι","related","word","word",0.515843021821881,0.188268389203253,0.758271818804726,0.183907929521241,17,18,21,0,0.857142857142857,20,20,1,1,FALSE,FALSE,FALSE
"κίνητρογράμμα","κίνητρο","γράμμα","unrelated","word","word",0.141273684130632,-0.664756154234614,0.468830323413159,0.0937660646826318,25,25,25,1,1,23,25,1,0.92,FALSE,FALSE,FALSE
"κίοςλεπτό","κίος","λεπτό","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κίοςψέλιο","κίος","ψέλιο","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κλάθωντουλάπα","κλάθω","ντουλάπα","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κλάθωφυΐάς","κλάθω","φυΐάς","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κλέβωεκατό","κλέβω","εκατό","unrelated","word","word",0.106608837739395,-0.263622525371565,0.66575427159992,0.148867180760828,20,24,24,0,1,23,24,0,0.958333333333333,FALSE,FALSE,FALSE
"κλέβωληστεύω","κλέβω","ληστεύω","related","word","word",0.56769759743584,-0.37092478009588,0.368110543266442,0.0721924170490318,26,26,26,0,1,25,26,0,0.961538461538462,FALSE,FALSE,FALSE
"κλέβωχάπρα","κλέβω","χάπρα","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κλέιooκτίριο","κλέιoo","κτίριο","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κλέιooστχτός","κλέιoo","στχτός","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κλειδίαπαγορεύω","κλειδί","απαγορεύω","unrelated","word","word",0.119251317849978,0.0517247766876123,1.45121736686007,0.274254303643553,28,29,31,0,0.935483870967742,31,31,0,1,FALSE,FALSE,FALSE
"κλειδίκλειδαριά","κλειδί","κλειδαριά","related","word","word",0.49380796441286,-0.212871498465711,0.634998914166613,0.110539122512537,33,33,35,0,0.942857142857143,33,35,0,0.942857142857143,FALSE,FALSE,FALSE
"κλειδίορρουσιαστής","κλειδί","ορρουσιαστής","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κλειδωμένοςκλειστό","κλειδωμένος","κλειστό","related","word","word",0.366191654432136,-0.368914861471784,0.927649609391692,0.154608268231949,36,40,42,0,0.952380952380952,41,42,0,0.976190476190476,FALSE,FALSE,FALSE
"κλειδωμένοςμετάαριο","κλειδωμένος","μετάαριο","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κλειδωμένοςπυροβολικό","κλειδωμένος","πυροβολικό","unrelated","word","word",0.0773599274487023,0.072175557442949,0.802433857495351,0.135636077760082,35,35,35,0,1,35,35,0,1,FALSE,FALSE,FALSE
"κλειεςμένοςκυτία","κλειεςμένος","κυτία","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κλειεςμένοςχρειάζομαι","κλειεςμένος","χρειάζομαι","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κλέφηγυναίκα","κλέφη","γυναίκα","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κλέφηκαταφύυρο","κλέφη","καταφύυρο","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κλέφτηςαρθρραίος","κλέφτης","αρθρραίος","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κλέφτηςαφοσίωση","κλέφτης","αφοσίωση","unrelated","word","word",0.0820727732753548,-0.167840213035222,0.642493808659341,0.102881347411819,39,41,43,0,0.953488372093023,43,43,0,1,FALSE,FALSE,FALSE
"κλέφτηςεγκληματίας","κλέφτης","εγκληματίας","related","word","word",0.588838209615463,-0.279823176997113,0.651126848269629,0.123051408034195,28,32,33,1,0.96969696969697,30,33,1,0.909090909090909,FALSE,FALSE,FALSE
"κλήρονομηθαγώνας","κλήρονομηθ","αγώνας","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κλήρονομηθπυρουςλικό","κλήρονομηθ","πυρουςλικό","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"κληρονομίαιούλιος","κληρονομία","ιούλιος","unrelated","word","word",0.000700519942338988,0.739161676532051,1.6356207811237,0.327124156224741,25,28,28,0,1,26,27,1,0.962962962962963,FALSE,FALSE,FALSE
