"word_combo","sr_cue","sr_target","type","cue_type","target_type","sr_cosine","M_Z","SD_Z","sr_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"откровењетелевизија","откровење","телевизија","unrelated","word","word",0.481606461288203,-0.344048519943178,0.734769668372992,0.196375454088946,14,15,15,1,1,11,14,2,0.785714285714286,FALSE,FALSE,FALSE
"отмибњакозбиљтиметар","отмибњак","озбиљтиметар","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"отмибњакпакет","отмибњак","пакет","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"отмичардете","отмичар","дете","unrelated","word","word",0.451618557261637,-0.967824199756584,0.356967052282572,0.118989017427524,9,9,9,1,1,8,9,1,0.888888888888889,FALSE,FALSE,FALSE
"отмичароткупнина","отмичар","откупнина","related","word","word",0.567222633957476,0.607727589042466,1.02189162272782,0.217868026003369,22,25,28,2,0.892857142857143,27,29,1,0.931034482758621,FALSE,FALSE,FALSE
"отмичарсаботалност","отмичар","саботалност","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"отпородлуњити","отпор","одлуњити","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"отпородупирати се","отпор","одупирати се","related","word","word",NA,0.305460829014647,0.79433182861976,0.173337415788702,21,22,22,0,1,19,21,1,0.904761904761905,FALSE,FALSE,FALSE
"отпорометати","отпор","ометати","unrelated","word","word",0.433057858110726,0.0689932886151745,1.15254167001853,0.297584979586124,15,15,15,0,1,14,15,0,0.933333333333333,FALSE,FALSE,FALSE
"отпорствокупац","отпорство","купац","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"отпорстволибераством","отпорство","либераством","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"отровзатвор","отров","затвор","unrelated","word","word",0.386659005924439,-0.664179141174199,0.717492728953432,0.160436251530171,20,21,21,1,1,21,21,1,1,FALSE,FALSE,FALSE
"отровубити","отров","убити","related","word","word",0.413012605552564,-0.709513693766997,0.473503987576046,0.103327041187174,21,21,22,0,0.954545454545455,22,22,0,1,FALSE,FALSE,FALSE
"отровчерер","отров","черер","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"очајтаизглeдaредан","очајта","изглeдaредан","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"очајтакраљевство","очајта","краљевство","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"очебажеђ","очеба","жеђ","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"очебапажљивла","очеба","пажљивла","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"очибнијеодбранити","очибније","одбранити","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"очибнијепроизвеглeдa","очибније","произвеглeдa","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пабвeрoвaтвилизација","паб","вeрoвaтвилизација","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пабвласник","паб","власник","unrelated","word","word",0.384373725296911,-0.653367276592715,0.645962258011184,0.126683621486288,26,29,31,1,0.935483870967742,22,30,2,0.733333333333333,FALSE,FALSE,FALSE
"пабресторан","паб","ресторан","related","word","word",0.488132039838376,-0.380884278892347,0.58954690337211,0.138957537733983,18,20,20,0,1,10,20,0,0.5,FALSE,FALSE,FALSE
"пажњајуниор","пажња","јуниор","unrelated","word","word",0.359305891150664,-0.113754812158632,1.00664354585449,0.244146921582609,17,18,19,1,0.947368421052632,19,19,1,1,FALSE,FALSE,FALSE
"пажњапривући","пажња","привући","related","word","word",0.501456664324696,-0.119917889466233,0.685122662715206,0.190018837723238,13,15,15,0,1,14,15,0,0.933333333333333,FALSE,FALSE,FALSE
"пажњачезео","пажња","чезео","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"палажнимамерика","палажним","америка","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"палажнимдруца","палажним","друца","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"палатагром","палата","гром","unrelated","word","word",0.451567222203842,-0.737304262546569,0.587422349082936,0.195807449694312,9,9,10,0,0.9,7,10,0,0.7,FALSE,FALSE,FALSE
"палатадворац","палата","дворац","related","word","word",0.55307576303638,-0.446399103204246,0.695778657517512,0.284050447472766,6,7,7,0,1,7,7,0,1,FALSE,FALSE,FALSE
"палататврца","палата","тврца","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"паметанинтелигентан","паметан","интелигентан","related","word","word",0.638895712842875,-0.371853680903325,0.303567239959356,0.107327226960672,8,9,9,0,1,9,9,0,1,FALSE,FALSE,FALSE
"паметанкупац","паметан","купац","unrelated","word","word",0.421151990245074,-0.677819919911593,0.413546188664676,0.114697076000246,13,14,17,2,0.823529411764706,16,17,2,0.941176470588235,FALSE,FALSE,FALSE
"паметансодневни","паметан","содневни","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"панамсепход","панам","сепход","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"панамстотина","панам","стотина","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"папанпарфем","папан","парфем","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"папанумрза","папан","умрза","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"папиргладан","папир","гладан","unrelated","word","word",0.360526253219501,-0.896415191189792,0.289424458263717,0.096474819421239,9,9,9,0,1,9,9,0,1,FALSE,FALSE,FALSE
"папиркриће","папир","криће","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"папирхемијска оловка","папир","хемијска оловка","related","word","word",NA,-0.406055930448835,0.272196318885482,0.121729894450629,5,7,7,0,1,7,7,0,1,FALSE,FALSE,FALSE
"параноимплексераб","параноимплекс","ераб","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"параноимплексзадржати","параноимплекс","задржати","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"параноичандоруству","параноичан","доруству","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"параноичанлуд","параноичан","луд","related","word","word",0.561132302913752,-0.321067493498711,0.776940811501304,0.207646166174285,14,15,16,0,0.9375,13,16,0,0.8125,FALSE,FALSE,FALSE
"параноичанпроизвод","параноичан","производ","unrelated","word","word",0.443721036239652,-0.179017885231209,0.998554094001123,0.203829000905825,24,25,25,0,1,25,25,0,1,FALSE,FALSE,FALSE
"парламентлечење","парламент","лечење","unrelated","word","word",0.412382866617689,-0.456609069183538,0.718515849643597,0.19928044139412,13,13,13,0,1,13,13,0,1,FALSE,FALSE,FALSE
"парламентопизбол","парламент","опизбол","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"парламентсенат","парламент","сенат","related","word","word",0.552021692910313,-0.384937283138801,0.456464615963051,0.121995300151363,14,14,15,0,0.933333333333333,15,15,0,1,FALSE,FALSE,FALSE
"парласкогглумац","парласког","глумац","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"парласкогогромпетити","парласког","огромпетити","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"парсосјенина","парс","осјенина","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"парсстан","парс","стан","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"парткаостатжи","партка","остатжи","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"парткарадост","партка","радост","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"партрањеактивство","партрање","активство","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"партрањеконобарица","партрање","конобарица","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пасдефиниција","пас","дефиниција","unrelated","word","word",0.355932011531162,0.0522239625439359,0.541630904442439,0.13540772611061,16,17,18,0,0.944444444444444,18,18,0,1,FALSE,FALSE,FALSE
"пасмачка","пас","мачка","related","word","word",0.451190640922086,-1.08287616423598,0.303893284037327,0.0716283339666146,18,20,21,0,0.952380952380952,19,21,0,0.904761904761905,FALSE,FALSE,FALSE
"паспривин","пас","привин","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пастисавршен","пасти","савршен","unrelated","word","word",0.342394434699107,-0.099285139391183,0.904897806840293,0.233643609060805,15,17,17,0,1,17,17,0,1,FALSE,FALSE,FALSE
"пастисрушити се","пасти","срушити се","related","word","word",NA,-0.353414806744244,0.770661167358019,0.186912787916407,17,17,17,0,1,17,17,0,1,FALSE,FALSE,FALSE
"паститваца","пасти","тваца","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"патдорнебезбед","патдор","небезбед","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"патдорунутра","патдор","унутра","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"патитиумрети","патити","умрети","related","word","word",0.574694656960291,-0.718844418496718,0.338096704466566,0.0617277305514987,30,34,34,0,1,32,34,0,0.941176470588235,FALSE,FALSE,FALSE
"патитихтеце","патити","хтеце","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"патитишетња","патити","шетња","unrelated","word","word",0.439506381226911,-0.45471570215972,1.27631652641848,0.292807092559422,19,20,20,0,1,18,20,0,0.9,FALSE,FALSE,FALSE
"патњабол","патња","бол","related","word","word",0.58213046601255,-0.861116935429811,0.456852072096461,0.107681066059511,18,18,19,0,0.947368421052632,16,19,0,0.842105263157895,FALSE,FALSE,FALSE
"патњадатка","патња","датка","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"патњамучење","патња","мучење","related","word","word",0.494975093786171,-0.890504768327491,0.307795889589325,0.0746514684651612,17,20,20,2,1,18,20,2,0.9,FALSE,FALSE,FALSE
"патњаувејент","патња","увејент","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"патњафилм","патња","филм","unrelated","word","word",0.315686942106213,-0.796339079615745,0.438666320992698,0.103394643417364,18,19,20,0,0.95,19,20,0,0.95,FALSE,FALSE,FALSE
"патњаценити","патња","ценити","unrelated","word","word",0.415744573033506,-0.0873280830245479,1.38444187461597,0.383975089755951,13,15,15,0,1,14,15,0,0.933333333333333,FALSE,FALSE,FALSE
"патроиграч","патро","играч","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"патрообјерт","патро","објерт","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"патроогроман","патро","огроман","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"патроуртаниште","патро","уртаниште","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"паукинсект","паук","инсект","related","word","word",0.627002448332943,-0.603339771598152,0.435083204309847,0.105523176900099,17,20,21,0,0.952380952380952,19,21,0,0.904761904761905,FALSE,FALSE,FALSE
"пауккратжити","паук","кратжити","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"паукпливати","паук","пливати","unrelated","word","word",0.499902083274645,-0.616205841046257,0.422547446454567,0.109101281540067,15,15,15,1,1,15,15,1,1,FALSE,FALSE,FALSE
"пацијентклијент","пацијент","клијент","related","word","word",0.68956796166738,-0.512420310298638,0.627702730255788,0.133826671748907,22,22,23,0,0.956521739130435,21,23,0,0.91304347826087,FALSE,FALSE,FALSE
"пацијентпекорд","пацијент","пекорд","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пацијентхладан","пацијент","хладан","unrelated","word","word",0.353337398671022,-0.754946191684929,0.207428902697328,0.0575304265144958,13,15,15,0,1,15,15,0,1,FALSE,FALSE,FALSE
"пацитраозора","пацитрао","зора","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пацитраојанство","пацитрао","јанство","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пацификатлантик","пацифик","атлантик","related","word","word",0.727348037812299,-0.462286912766303,0.334734064989266,0.0788975757493496,18,19,19,0,1,18,19,0,0.947368421052632,FALSE,FALSE,FALSE
"пацификскупити","пацифик","скупити","unrelated","word","word",0.43324224729865,-0.0721914325414608,0.976438967432798,0.19528779348656,25,26,26,0,1,21,26,0,0.807692307692308,FALSE,FALSE,FALSE
"пацификстварноставан","пацифик","стварноставан","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пашакбранти","пашак","бранти","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пашакусамљен","пашак","усамљен","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"певачванземаљски","певач","ванземаљски","unrelated","word","word",0.35129561181874,0.52166682028127,1.03074597737054,0.230481807293499,20,21,23,0,0.91304347826087,22,23,0,0.956521739130435,FALSE,FALSE,FALSE
"певачмузичар","певач","музичар","related","word","word",0.630087259487016,-0.77090909497675,0.475648215542274,0.109121184432854,19,21,21,1,1,21,21,1,1,FALSE,FALSE,FALSE
"певачџонљак","певач","џонљак","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"педбаелегантан","педба","елегантан","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"педбатећој","педба","тећој","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пездрацодлуњити","пездрац","одлуњити","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пездрацсастанак","пездрац","састанак","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пезнаоотвошина","пезнао","отвошина","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пезнаосело","пезнао","село","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пекаружашиш","пекар","ужашиш","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пекархамбургер","пекар","хамбургер","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пељевинпост","пељев","инпост","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пељевлобања","пељев","лобања","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пембеска","пем","беска","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пемзрачење","пем","зрачење","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пензијавефренки","пензија","вефренки","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пензијалав","пензија","лав","unrelated","word","word",0.381634624353115,-0.545154124837855,0.98864043173232,0.239780525046388,17,17,17,0,1,17,17,0,1,FALSE,FALSE,FALSE
"пензијаплата","пензија","плата","related","word","word",0.557582312458404,-1.01832985827586,0.383223785166929,0.0751563676399638,26,27,28,0,0.964285714285714,27,28,0,0.964285714285714,FALSE,FALSE,FALSE
"пепеожаи","пепео","жаи","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пепеокраљ","пепео","краљ","unrelated","word","word",0.406349589387873,-0.81009211320692,0.519249172286772,0.105991293455425,24,24,25,3,0.96,23,25,3,0.92,FALSE,FALSE,FALSE
"пепеопрашина","пепео","прашина","related","word","word",0.564715500429513,-0.527190740675822,0.550491163496786,0.147124952017966,14,14,15,0,0.933333333333333,13,14,1,0.928571428571429,FALSE,FALSE,FALSE
"пепридечак","пепри","дечак","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пепризнасту","пепри","знасту","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"перонвојска","перон","војска","unrelated","word","word",0.429397947374452,-0.800162464089986,0.405670045998462,0.112512627059022,13,15,15,1,1,12,15,1,0.8,FALSE,FALSE,FALSE
"перонстаница","перон","станица","related","word","word",0.411855143301618,-0.780095149820706,0.38284452335833,0.156295622174491,6,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"перонтетру","перон","тетру","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"песникинстранција","песник","инстранција","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"песникнесрећа","песник","несрећа","unrelated","word","word",0.344439138131499,-0.588112526837845,0.386900692390965,0.0911933677451406,18,20,20,0,1,20,20,0,1,FALSE,FALSE,FALSE
"песникписац","песник","писац","related","word","word",0.559039677193689,-0.541577139524729,0.950689726279022,0.274440484691503,12,12,12,0,1,12,12,0,1,FALSE,FALSE,FALSE
"печатвисочанство","печат","височанство","unrelated","word","word",0.439607724564684,0.333155775304177,0.596852425925902,0.225589012629362,7,7,9,0,0.777777777777778,9,9,0,1,FALSE,FALSE,FALSE
"печатпотпис","печат","потпис","related","word","word",0.568514757517497,-0.885753391901006,0.245529440681327,0.0680976144625014,13,14,14,0,1,14,14,0,1,FALSE,FALSE,FALSE
"печатчеагенти","печат","чеагенти","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пигобојно поље","пиго","бојно поље","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пигодинатрал","пиго","динатрал","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пикникзатвор","пикник","затвор","unrelated","word","word",0.363184068533327,-0.751123875218355,0.35629228919261,0.0988177013643385,13,15,15,0,1,13,15,0,0.866666666666667,FALSE,FALSE,FALSE
"пикниккамповање","пикник","камповање","related","word","word",0.474127179463245,-0.150140616026618,0.813055810867429,0.245145550751402,11,11,11,0,1,10,11,0,0.909090909090909,FALSE,FALSE,FALSE
"пикникумрза","пикник","умрза","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пилеискренамишљаоја","пилеискрена","мишљаоја","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пилеискренапилула","пилеискрена","пилула","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пилетинапажљивла","пилетина","пажљивла","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пилетинапоправити","пилетина","поправити","unrelated","word","word",0.423358457328883,-0.293346056244155,0.539443509962785,0.130834268860617,17,17,17,0,1,16,17,0,0.941176470588235,FALSE,FALSE,FALSE
"пилетинаћурка","пилетина","ћурка","related","word","word",0.640337883660672,-0.655558951299893,0.30653310319412,0.115858622808649,7,8,8,0,1,7,8,0,0.875,FALSE,FALSE,FALSE
"пингагенмалан","пинг","агенмалан","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пингдинг","пинг","динг","related","word","word",0.786961462222027,0.752942712530204,1.57815480202232,0.596486448073347,7,7,27,2,0.259259259259259,9,27,2,0.333333333333333,FALSE,FALSE,FALSE
"пингмаслац","пинг","маслац","unrelated","word","word",0.392737496399984,-0.0686898658825659,0.849930144773055,0.166685015130329,26,28,30,1,0.933333333333333,7,30,1,0.233333333333333,FALSE,FALSE,FALSE
"пирамидаграђевина","пирамида","грађевина","related","word","word",0.613580668361166,-0.592674314860576,0.300173391069049,0.0802247132861778,14,14,14,0,1,13,14,0,0.928571428571429,FALSE,FALSE,FALSE
"пирамидаповратак","пирамида","повратак","unrelated","word","word",0.417878824308756,-0.692605710440147,0.376161170833835,0.091232484682583,17,20,20,0,1,20,20,0,1,FALSE,FALSE,FALSE
"пирамидаромантињство","пирамида","романтињство","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пиструверовати","пистру","веровати","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пиструнедесној","пистру","недесној","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пистсателит","пист","сателит","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пистуниверзиблдор","пист","универзиблдор","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"питањепитати","питање","питати","related","word","word",0.639564846904479,-0.823934340461907,0.292861065641095,0.0756164019987013,15,15,15,0,1,15,15,0,1,FALSE,FALSE,FALSE
"питањесломити","питање","сломити","unrelated","word","word",0.364503056215755,-0.275691759675858,0.650491574036042,0.149233001834095,19,20,20,0,1,19,20,0,0.95,FALSE,FALSE,FALSE
"питањестима","питање","стима","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"питастичзец","питастич","зец","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"питастичукратколада","питастич","укратколада","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"питибегунац","пити","бегунац","unrelated","word","word",0.248307149678387,-0.149439212446645,0.731273943736118,0.167765748462641,19,19,19,0,1,18,19,0,0.947368421052632,FALSE,FALSE,FALSE
"питивеударца","пити","веударца","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"питипиво","пити","пиво","related","word","word",0.528500690227944,-1.0418887550064,0.31138156719068,0.0679490286507271,21,23,23,1,1,23,23,1,1,FALSE,FALSE,FALSE
"пиштољјатар","пиштољ","јатар","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"пиштољнападач","пиштољ","нападач","unrelated","word","word",0.43502204210597,-0.476988276751888,0.43889262499111,0.106447097126056,17,17,17,2,1,17,17,2,1,FALSE,FALSE,FALSE
"пиштољоружје","пиштољ","оружје","related","word","word",0.54699673956297,-0.70738913744098,0.539231264507738,0.123708136272994,19,21,21,0,1,20,21,0,0.952380952380952,FALSE,FALSE,FALSE
"плабрекрајњи","плабре","крајњи","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"плабресатеспао","плабре","сатеспао","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"плажабизнис","плажа","бизнис","unrelated","word","word",0.422348159801423,-0.511007148660628,0.601364619590933,0.166788536245,13,16,16,0,1,16,16,0,1,FALSE,FALSE,FALSE
"плажаобала","плажа","обала","related","word","word",0.506919748536414,-0.964264970119589,0.40836956784116,0.0816739135682321,25,27,27,0,1,27,27,0,1,FALSE,FALSE,FALSE
"плажаогромкопати","плажа","огромкопати","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"плаљда","плаљ","да","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
