"word_combo","ko_cue","ko_target","type","cue_type","target_type","ko_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"쓰진다재킷","쓰진다","재킷","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"쓸모없는가치 없는","쓸모없는","가치 없는","related","word","word",NA,0.0670776606392676,1.7792653523157,0.231640618563894,59,77,79,3,0.974683544303797,72,78,4,0.923076923076923,FALSE,TRUE,TRUE
"쓸모없는매이더하","쓸모없는","매이더하","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"쓸모없는지역 사회","쓸모없는","지역 사회","unrelated","word","word",0,-0.0182399945804815,0.828276842081697,0.111684826602594,55,61,62,2,0.983870967741935,59,62,2,0.951612903225806,FALSE,TRUE,TRUE
"씌우다미친","씌우다","미친","unrelated","word","word",0,-0.581417755159956,0.451767024601839,0.0598380041940135,57,66,70,1,0.942857142857143,55,70,1,0.785714285714286,TRUE,TRUE,TRUE
"씌우다숨다","씌우다","숨다","related","word","word",NA,-0.551523302579823,0.590283478103958,0.0795938079504026,55,57,62,2,0.919354838709677,53,62,2,0.854838709677419,TRUE,TRUE,TRUE
"씌우다출종","씌우다","출종","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"씨두먼트","씨두","먼트","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"씨두변명","씨두","변명","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"아기기할","아기","기할","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"아기어린이","아기","어린이","related","word","word",0.209188651619048,-0.57445398630301,0.432510857772809,0.0572874625902042,57,66,70,2,0.942857142857143,64,70,2,0.914285714285714,TRUE,TRUE,TRUE
"아기재능","아기","재능","unrelated","word","word",0.111082159647278,-0.715407817990247,0.354290981397094,0.0491313192254492,52,52,55,0,0.945454545454545,52,55,0,0.945454545454545,TRUE,TRUE,TRUE
"아난수주 같은","아난","수주 같은","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"아난항상","아난","항상","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"아노고르","아노","고르","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"아노둘레","아노","둘레","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"아래똥키","아래","똥키","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"아래위","아래","위","related","word","word",0.392335175554508,-0.485176831304692,1.66396774656465,0.226437329307342,54,59,61,5,0.967213114754098,58,60,6,0.966666666666667,FALSE,TRUE,TRUE
"아래유명한","아래","유명한","unrelated","word","word",0.115071770465432,-0.548107367369155,0.300795931921634,0.0409331416618306,54,60,61,5,0.983606557377049,58,63,3,0.920634920634921,TRUE,TRUE,TRUE
"아래쪽의레슬에","아래쪽의","레슬에","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"아래쪽의먼지가 자뜩한","아래쪽의","먼지가 자뜩한","unrelated","word","word",0,0.532463481675193,1.06221771708405,0.150220270169325,50,65,146,7,0.445205479452055,133,148,5,0.898648648648649,FALSE,TRUE,TRUE
"아래쪽의위쪽의","아래쪽의","위쪽의","related","word","word",NA,-0.408667837967436,0.938231749877043,0.127677169315407,54,61,62,2,0.983870967741935,56,62,2,0.903225806451613,FALSE,TRUE,TRUE
"아마도마들","아마도","마들","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"아마도아마","아마도","아마","related","word","word",0.5724110625417,-0.248962433135886,1.23822847824869,0.165465240434037,56,63,73,4,0.863013698630137,58,72,5,0.805555555555556,FALSE,TRUE,TRUE
"아마도조수","아마도","조수","unrelated","word","word",0.089559806762905,-0.0476899196721527,1.23885849389187,0.171798762414278,52,57,59,1,0.966101694915254,53,58,2,0.913793103448276,FALSE,TRUE,TRUE
"아마추어뒤쪽","아마추어","뒤쪽","unrelated","word","word",0.120385225106988,-0.384909777603253,0.530345302418355,0.069637749844465,58,64,69,6,0.927536231884058,64,69,6,0.927536231884058,TRUE,TRUE,TRUE
"아마추어전문의","아마추어","전문의","related","word","word",0.336937686919538,-0.57664718277446,0.406458192949663,0.0553119541389103,54,63,63,0,1,60,63,0,0.952380952380952,TRUE,TRUE,TRUE
"아마추어카락","아마추어","카락","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"아무것도 아님리무진","아무것도 아님","리무진","unrelated","word","word",0,0.128277672141673,0.783753113697464,0.0911094488254464,74,85,90,7,0.944444444444444,84,89,8,0.943820224719101,FALSE,TRUE,TRUE
"아무것도 아님무엇","아무것도 아님","무엇","related","word","word",NA,-0.445172783823932,0.722712343429946,0.101199970098617,51,60,62,2,0.967741935483871,59,62,2,0.951612903225806,FALSE,TRUE,TRUE
"아무것도 아님아리회","아무것도 아님","아리회","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"아빠댓가","아빠","댓가","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"아빠생산","아빠","생산","unrelated","word","word",0.107298354749394,-0.759443506419726,0.417462013327875,0.0578915651773878,52,60,61,3,0.983606557377049,58,60,4,0.966666666666667,TRUE,TRUE,TRUE
"아빠엄마","아빠","엄마","related","word","word",0.454837919250059,-0.761287210968959,0.978245383907323,0.125251486764252,61,76,77,4,0.987012987012987,75,75,6,1,FALSE,TRUE,TRUE
"아사분장다","아사","분장다","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"아사치명적인","아사","치명적인","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"아셋적째개선","아셋적째","개선","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"아셋적째즈를","아셋적째","즈를","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"아스피린극적인","아스피린","극적인","unrelated","word","word",0.0924070681397585,-0.392878494436378,0.616749154730487,0.0839289293545847,54,66,68,4,0.970588235294118,67,68,4,0.985294117647059,TRUE,TRUE,TRUE
"아스피린모르핀","아스피린","모르핀","related","word","word",0.332737541299697,0.4249954652199,1.3527935172685,0.179181878604996,57,61,73,0,0.835616438356164,64,72,1,0.888888888888889,FALSE,TRUE,TRUE
"아스피린실마","아스피린","실마","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"아스휠러쓰다","아스휠러","쓰다","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"아스휠러지영의","아스휠러","지영의","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"아이디어공산주의자","아이디어","공산주의자","unrelated","word","word",0.128446521741803,-0.314965919613654,0.578243060229313,0.061640917334275,88,107,108,4,0.990740740740741,104,107,5,0.97196261682243,TRUE,TRUE,TRUE
"아이디어이론","아이디어","이론","related","word","word",0.30175049798157,0.0357344324159273,0.703208190907447,0.0872222413201627,65,71,77,2,0.922077922077922,72,77,2,0.935064935064935,TRUE,TRUE,TRUE
"아이디어쳐들 사람","아이디어","쳐들 사람","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"아이후크가슴","아이후크","가슴","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"아이후크병력게","아이후크","병력게","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"아져골유한","아져","골유한","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"아져악마","아져","악마","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"아주 멋진공항","아주 멋진","공항","unrelated","word","word",0,-0.520666892303661,0.814853857243158,0.111928785366685,53,54,56,2,0.964285714285714,54,57,1,0.947368421052632,FALSE,TRUE,TRUE
"아주 멋진했을게","아주 멋진","했을게","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"아주 멋진환상적인 것","아주 멋진","환상적인 것","related","word","word",NA,-0.209010026913724,0.561758075594843,0.0616609594609005,83,93,97,5,0.958762886597938,92,96,6,0.958333333333333,TRUE,TRUE,TRUE
"아주머니원동","아주머니","원동","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"아주머니중요성","아주머니","중요성","unrelated","word","word",0.125073980608278,-0.510378836348375,0.429547593110728,0.0579201856393339,55,57,58,2,0.982758620689655,56,58,2,0.96551724137931,TRUE,TRUE,TRUE
"아주머니청소부","아주머니","청소부","related","word","word",0.272513227725354,-0.473630669197975,0.52852380184112,0.0712661349019666,55,62,65,0,0.953846153846154,62,65,0,0.953846153846154,TRUE,TRUE,TRUE
"아첨하다감탄시키다","아첨하다","감탄시키다","related","word","word",NA,-0.263804344429097,0.662045488165447,0.0900929795842858,54,63,68,1,0.926470588235294,53,68,1,0.779411764705882,FALSE,TRUE,TRUE
"아첨하다력한","아첨하다","력한","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"아첨하다양","아첨하다","양","unrelated","word","word",0,-0.352729674709204,0.713645292726516,0.0980267198682414,53,59,66,3,0.893939393939394,47,67,2,0.701492537313433,FALSE,TRUE,TRUE
"아티의사격","아티의","사격","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"아티의이틀적인","아티의","이틀적인","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"아티자셜을","아티자","셜을","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"아티자이론","아티자","이론","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"아프리카름수 신끼변","아프리카","름수 신끼변","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"아프리카미국","아프리카","미국","related","word","word",0.265956192505706,-0.530528626281546,0.992258593791655,0.126016967428571,62,67,69,2,0.971014492753623,65,69,2,0.942028985507246,FALSE,TRUE,TRUE
"아프리카옵션","아프리카","옵션","unrelated","word","word",0.113676990322973,-0.546302333747769,0.642235366389543,0.086598999137772,55,61,63,7,0.968253968253968,60,62,8,0.967741935483871,TRUE,TRUE,TRUE
"아프시스인격","아프시스","인격","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"아프시스푸에","아프시스","푸에","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"악몽군대","악몽","군대","unrelated","word","word",0.132752677388432,-0.593356177646748,0.766236416003897,0.105250666220318,53,61,62,1,0.983870967741935,58,62,1,0.935483870967742,FALSE,TRUE,TRUE
"악몽꿈","악몽","꿈","related","word","word",0.552342632973066,-0.779432722074991,0.405197597587602,0.055140408838401,54,63,64,1,0.984375,60,65,0,0.923076923076923,TRUE,TRUE,TRUE
"악몽을위한","악몽","을위한","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"안경들리다","안경","들리다","unrelated","word","word",0,0.0168201476235401,0.924860925087037,0.128255134156707,52,55,61,5,0.901639344262295,58,61,5,0.950819672131147,FALSE,TRUE,TRUE
"안경모자","안경","모자","related","word","word",0.530485077140859,-0.57537783400821,0.919091825930918,0.120682669133518,58,65,67,0,0.970149253731343,65,67,0,0.970149253731343,FALSE,TRUE,TRUE
"안경일어전사다","안경","일어전사다","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"안관선데","안관","선데","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"안관우승자","안관","우승자","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"안녕하세요민주주의","안녕하세요","민주주의","unrelated","word","word",0.159690687031916,-0.590164435778625,0.354948384447745,0.0458236393909781,60,70,71,6,0.985915492957746,72,73,4,0.986301369863014,TRUE,TRUE,TRUE
"안녕하세요안녕히 가십시오","안녕하세요","안녕히 가십시오","related","word","word",NA,0.293466476298375,0.786530237953278,0.10703320834752,54,71,72,2,0.986111111111111,71,73,1,0.972602739726027,FALSE,TRUE,TRUE
"안녕하세요중환","안녕하세요","중환","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"안느사랑하니운","안느","사랑하니운","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"안느헌신","안느","헌신","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"안왔대군적인","안왔","대군적인","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"안왔상해","안왔","상해","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"안전한뚫을 수 없는","안전한","뚫을 수 없는","related","word","word",NA,1.22928908143831,1.48931129120403,0.200818693538942,55,61,67,3,0.91044776119403,66,68,2,0.970588235294118,FALSE,TRUE,TRUE
"안전한레스성","안전한","레스성","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"안전한비난","안전한","비난","unrelated","word","word",0.0687490746159383,-0.39145028065973,0.676592634933361,0.0747171572066926,82,100,102,3,0.980392156862745,100,102,3,0.980392156862745,TRUE,TRUE,TRUE
"안톤인 동캐재나아자","안톤인 동캐재","나아자","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"안톤인 동캐재선물","안톤인 동캐재","선물","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"알림경보","알림","경보","related","word","word",0.625421322040327,-0.565721977397116,0.375050645249817,0.0505718186888354,55,66,68,5,0.970588235294118,67,72,1,0.930555555555556,TRUE,TRUE,TRUE
"알림씻다","알림","씻다","unrelated","word","word",0,-0.173081102569987,0.674064203161236,0.094387867904289,51,55,58,2,0.948275862068966,55,58,2,0.948275862068966,FALSE,TRUE,TRUE
"알림에인","알림","에인","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"알몸로배우","알몸로","배우","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"알몸로통아지길","알몸로","통아지길","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"알았어다이너마이트","알았어","다이너마이트","unrelated","word","word",0.161207151299368,0.81443644300107,1.218363565968,0.153499381048246,63,71,73,1,0.972602739726027,70,73,1,0.958904109589041,FALSE,TRUE,TRUE
"알았어링","알았어","링","unrelated","word","word",0.174682141049351,0.00305605033842999,0.631568476545474,0.0867526021105007,53,60,73,1,0.821917808219178,66,71,3,0.929577464788732,TRUE,TRUE,TRUE
"알았어수도원","알았어","수도원","unrelated","word","word",0.17725858316492,-0.346523782514831,1.05998732507207,0.144246004458012,54,65,66,3,0.984848484848485,64,65,4,0.984615384615385,FALSE,TRUE,TRUE
"알았어응","알았어","응","related","word","word",0.18044154619801,-0.181278567277728,0.951458349363463,0.124932601869516,58,62,64,4,0.96875,62,64,4,0.96875,FALSE,TRUE,TRUE
"알았어입자","알았어","입자","unrelated","word","word",0.107885100264141,-0.170895889081406,0.742652725903871,0.10399218214323,51,57,62,5,0.919354838709677,62,62,5,1,FALSE,TRUE,TRUE
"알았어전시회","알았어","전시회","unrelated","word","word",0.180269395788042,-0.433702890031246,0.409829617131812,0.0538132651058441,58,65,66,7,0.984848484848485,65,68,5,0.955882352941177,TRUE,TRUE,TRUE
"알았어채답령","알았어","채답령","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"알았어판매","알았어","판매","unrelated","word","word",0.148793074064115,-0.620949823442956,0.414916388303352,0.0575385505022332,52,61,65,4,0.938461538461538,62,66,3,0.93939393939394,TRUE,TRUE,TRUE
"알았어행사","알았어","행사","unrelated","word","word",0.104431324871362,-0.487018957892506,0.830717571021555,0.116323727015361,51,57,59,1,0.966101694915254,55,59,1,0.932203389830508,FALSE,TRUE,TRUE
"알현너구리","알현","너구리","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"알현로빈골","알현","로빈골","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"암호비밀번호","암호","비밀번호","related","word","word",0.501726809271135,-0.577001750272947,0.365338179914446,0.0488203678409797,56,72,76,0,0.947368421052632,73,76,0,0.960526315789474,TRUE,TRUE,TRUE
"암호죽다","암호","죽다","unrelated","word","word",0.136614254317164,-0.642006096066239,0.519817116872645,0.071402372323808,53,59,61,3,0.967213114754098,58,61,3,0.950819672131147,TRUE,TRUE,TRUE
"암호지라","암호","지라","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"압에갈리","압에","갈리","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"압에검사","압에","검사","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"앞뒤쪽","앞","뒤쪽","related","word","word",0.480032293295013,-0.320462978043313,0.859704423980203,0.118089484507104,53,63,66,2,0.954545454545455,60,66,2,0.909090909090909,FALSE,TRUE,TRUE
"앞영감","앞","영감","unrelated","word","word",0.178011480001955,-0.285111681328621,0.684294787729551,0.0774811272731021,78,102,104,2,0.980769230769231,97,105,1,0.923809523809524,TRUE,TRUE,TRUE
"앞으금성","앞으","금성","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"앞으몰을","앞으","몰을","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"앞주미","앞","주미","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"애라키건톡색","애라키","건톡색","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"애라키아버지","애라키","아버지","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"애시줄이다","애시","줄이다","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"애시트래적인","애시","트래적인","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"액체건축가","액체","건축가","unrelated","word","word",0.185437877949522,-0.39095347129131,0.400033290578248,0.0554746361950945,52,60,63,1,0.952380952380952,60,62,2,0.967741935483871,TRUE,TRUE,TRUE
"액체냅두적으로","액체","냅두적으로","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"액체체액","액체","체액","related","word","word",0.544019041231149,0.0646182677634108,0.886576003633857,0.10912996215379,66,78,83,3,0.939759036144578,77,83,3,0.927710843373494,FALSE,TRUE,TRUE
"앨라랜타","앨라","랜타","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"앨라무릎","앨라","무릎","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"앨범노래","앨범","노래","related","word","word",0.344988549478936,-0.671038819193161,0.64091445237171,0.0872174098381111,54,60,61,4,0.983606557377049,60,61,4,0.983606557377049,TRUE,TRUE,TRUE
"앨범돋랑","앨범","돋랑","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"앨범예민한","앨범","예민한","unrelated","word","word",0.145225170939572,-0.277621924399574,0.483503614571836,0.06348713490421,58,65,67,2,0.970149253731343,66,67,2,0.985074626865672,TRUE,TRUE,TRUE
"야마바이적인","야마","바이적인","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"야마전염병","야마","전염병","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"야영지마을","야영지","마을","related","word","word",0.325309459989334,-0.591493591558611,0.884172174658827,0.119221751709761,55,64,67,0,0.955223880597015,57,67,0,0.850746268656716,FALSE,TRUE,TRUE
"야영지사촌","야영지","사촌","unrelated","word","word",0.122980200438017,-0.338211086914089,1.125388246889,0.1503863302486,56,63,67,1,0.940298507462687,52,68,0,0.764705882352941,FALSE,TRUE,TRUE
"야영지샌가","야영지","샌가","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"야와취조하다","야와","취조하다","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"야와틱한","야와","틱한","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"약들뒤쪽","약들","뒤쪽","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"약들하냐 조달","약들","하냐 조달","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"약혼비랄만한","약혼","비랄만한","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"약혼혼례","약혼","혼례","related","word","word",NA,-0.47783352448762,0.387008022179381,0.0536683564609101,52,60,63,4,0.952380952380952,58,63,4,0.920634920634921,TRUE,TRUE,TRUE
"약혼환상적인 것","약혼","환상적인 것","unrelated","word","word",0,0.558263219363208,1.03142234377325,0.144428016620717,51,65,69,3,0.942028985507246,66,69,3,0.956521739130435,FALSE,TRUE,TRUE
"얇은두꺼운","얇은","두꺼운","related","word","word",0.557574842891703,-0.427725963808574,0.693097149746338,0.091802960142858,57,74,74,2,1,70,73,3,0.958904109589041,FALSE,TRUE,TRUE
"얇은비밀클린","얇은","비밀클린","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"얇은정보","얇은","정보","unrelated","word","word",0.12033969966357,-0.675361051328369,0.328326069618514,0.045530633810812,52,58,62,4,0.935483870967742,49,62,4,0.790322580645161,TRUE,TRUE,TRUE
"양거본감사하다","양거본","감사하다","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"양거본폐신한","양거본","폐신한","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"양러말운얼씨","양러말운","얼씨","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"양러말운의자","양러말운","의자","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"양육운느낄적인","양육운","느낄적인","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"양육운주스","양육운","주스","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"얘기하다고난리","얘기하다","고난리","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"얘기하다기타","얘기하다","기타","unrelated","word","word",0,-0.295033773504311,0.83570464546593,0.114792861395739,53,62,68,3,0.911764705882353,59,68,3,0.86764705882353,FALSE,TRUE,TRUE
"얘기하다알리다","얘기하다","알리다","related","word","word",NA,0.00896542389474154,1.03324342178375,0.130176435134916,63,69,79,4,0.873417721518987,66,76,7,0.868421052631579,FALSE,TRUE,TRUE
"어감숱이다관중","어감숱이다","관중","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"어감숱이다지내성","어감숱이다","지내성","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"어깨네씨","어깨","네씨","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"어깨무릎","어깨","무릎","related","word","word",0.418679757357394,-0.651382657628842,0.313840743206673,0.0423182771810601,55,65,65,3,1,64,65,3,0.984615384615385,TRUE,TRUE,TRUE
"어깨사기","어깨","사기","unrelated","word","word",0.0804569177992764,-0.384820291705689,0.585244638192762,0.0768463857913705,58,65,68,0,0.955882352941177,65,68,0,0.955882352941177,TRUE,TRUE,TRUE
"어끊적는고마움","어끊적는","고마움","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"어끊적는팅을","어끊적는","팅을","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"어다들요","어다","들요","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"어다실패","어다","실패","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"어둠빛","어둠","빛","related","word","word",0.502110339753932,-0.785126440161845,0.27675055862407,0.0357283434868207,60,69,70,4,0.985714285714286,65,70,4,0.928571428571429,TRUE,TRUE,TRUE
