"word_combo","ar_cue","ar_target","type","cue_type","target_type","ar_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"ظلدراسة","ظل","دراسة","unrelated","word","word",0.13591029476078,-0.608500102525359,NA,NA,1,1,3,0,0.333333333333333,2,3,0,0.666666666666667,FALSE,FALSE,FALSE
"ظلمرائحة","ظلم","رائحة","unrelated","word","word",0.0707392918410196,-0.827448695010599,0.376229714540972,0.113437527101357,11,12,12,0,1,10,12,0,0.833333333333333,FALSE,FALSE,FALSE
"ظلمغير منصف","ظلم","غير منصف","related","word","word",NA,-0.300968350851678,0.434324241828359,0.0996408146768283,19,20,21,1,0.952380952380952,21,21,1,1,FALSE,FALSE,FALSE
"ظلممشجعر","ظلم","مشجعر","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ظوعفئولي","ظوع","فئولي","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ظوعكولونيل","ظوع","كولونيل","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ظيفالشقن","ظيف","الشقن","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ظيفثروة","ظيف","ثروة","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عاجلبكية","عاجل","بكية","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عاجلحالة طوارئ","عاجل","حالة طوارئ","related","word","word",NA,0.468939100812657,0.313954100767182,0.221999073633799,2,4,4,1,1,4,4,1,1,FALSE,FALSE,FALSE
"عاجليتذكر","عاجل","يتذكر","unrelated","word","word",0.0215176894441117,-0.736946844072079,0.495139281101521,0.187145057447704,7,7,7,0,1,7,7,0,1,FALSE,FALSE,FALSE
"عادعإداري","عادع","إداري","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عادعالبركالي","عادع","البركالي","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عادلتؤيب","عادل","تؤيب","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عادلخريطة","عادل","خريطة","unrelated","word","word",0.0647424547684324,-0.658758050792727,0.0905597976596281,0.0522847235565443,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"عادلمعقول","عادل","معقول","related","word","word",0.47858789710286,-0.405617183467037,0.383922976485869,0.171695574709291,5,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"عاديالتوقيع","عادي","التوقيع","unrelated","word","word",0.135301255012616,0.0771027754306053,1.42450715770891,0.637058967814429,5,5,5,0,1,4,5,0,0.8,FALSE,FALSE,FALSE
"عاديبالفظف","عادي","بالفظف","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عاديبتعيل","عادي","بتعيل","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عاديثلاثة","عادي","ثلاثة","unrelated","word","word",0.126557846656919,-0.459054737024381,0.12938187040244,0.0914867979241643,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"عاديكلاسيكي","عادي","كلاسيكي","related","word","word",0.31826726277672,0.0994922346893763,1.06914139488994,0.75599713037392,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"عاديمعتاد","عادي","معتاد","related","word","word",0.316966507004107,-0.625329812902648,0.430438749333665,0.0897526836047692,23,27,27,1,1,27,27,1,1,FALSE,FALSE,FALSE
"عاذيفصاروخ","عاذيف","صاروخ","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عاذيفكتر","عاذيف","كتر","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عارعاري","عار","عاري","related","word","word",0.436095111289148,0.0609496646083413,0.976948642968612,0.690807010314101,2,4,4,0,1,3,4,0,0.75,FALSE,FALSE,FALSE
"عاركنيرة","عار","كنيرة","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عارهزيمة","عار","هزيمة","unrelated","word","word",0.108078594755462,-0.645508550158667,0.204649072531209,0.144708746950355,2,2,3,0,0.666666666666667,3,3,0,1,FALSE,FALSE,FALSE
"عاصمةعصارب","عاصمة","عصارب","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عاصمةمحتمل","عاصمة","محتمل","unrelated","word","word",0.0924885109568469,NA,NA,NA,NA,1,1,0,1,1,1,0,1,FALSE,FALSE,NA
"عاصمةمدينة","عاصمة","مدينة","related","word","word",0.550147332550868,-1.07539000149208,0.133009876596933,0.0940521857064774,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"عاملالأصغر","عامل","الأصغر","unrelated","word","word",0.0877797971764268,-0.24227096162682,1.09718047763319,0.775823755919924,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"عاملسلمراة","عامل","سلمراة","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عاملعنصر","عامل","عنصر","related","word","word",0.331875671398884,-0.314812095479418,0.572609385015032,0.181074986623579,10,10,10,1,1,10,10,1,1,FALSE,FALSE,FALSE
"عاوانلكف","عاوان","لكف","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عاوانهبة","عاوان","هبة","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عاوصيغولة","عاوصي","غولة","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عاوصيمباراة","عاوصي","مباراة","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عاونرقص","عاون","رقص","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عاونطابفي","عاون","طابفي","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عايةأمريرس","عاية","أمريرس","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عايةغبي","عاية","غبي","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عبادةإخلاص","عبادة","إخلاص","related","word","word",0.209592832255226,-0.289526720756035,0.72340406870412,0.255761961259311,8,8,8,0,1,8,8,0,1,FALSE,FALSE,FALSE
"عبادةحساس","عبادة","حساس","unrelated","word","word",0.119254305440808,-1.28902176304297,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"عبادةسرحون","عبادة","سرحون","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عبالانياصة","عبالاني","اصة","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عبالانيشقيق","عبالاني","شقيق","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عبدتقظار","عبد","تقظار","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عبدخادم","عبد","خادم","related","word","word",0.338724978515252,-0.371431852056015,0.409853715631384,0.204926857815692,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"عبدزوبعة","عبد","زوبعة","unrelated","word","word",0.126093887166088,0.494960892737291,0.648517542837917,0.458571152259128,2,3,4,0,0.75,4,4,0,1,FALSE,FALSE,FALSE
"عتيهسيناتور","عتيه","سيناتور","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عتيهمسديد","عتيه","مسديد","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عجارطماطم","عجار","طماطم","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عجارعولف","عجار","عولف","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عجبلةمشاج","عجبلة","مشاج","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عجبلةنظرية","عجبلة","نظرية","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عجزسيارة","عجز","سيارة","unrelated","word","word",0.0809900448857413,-0.738640230733845,0.248346274511093,0.0748792191487181,11,13,13,0,1,12,13,0,0.923076923076923,FALSE,FALSE,FALSE
"عجزشيذين","عجز","شيذين","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عجزغير قادر","عجز","غير قادر","related","word","word",NA,-0.132278108197492,0.772728187704328,0.546401341539722,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"عداطزقاق","عداط","زقاق","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عداطمحاطى","عداط","محاطى","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عدتنبارد","عدتن","بارد","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عدتنسواس","عدتن","سواس","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عدد السكاناشخاص","عدد السكان","اشخاص","related","word","word",NA,-0.726079462883884,0.308187147059861,0.0747463623403277,17,18,18,1,1,17,18,1,0.944444444444444,FALSE,FALSE,FALSE
"عدد السكاناليشن","عدد السكان","اليشن","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عدد السكانسلب","عدد السكان","سلب","unrelated","word","word",NA,-0.667639975093899,0.343290265350777,0.121371437272432,8,8,13,0,0.615384615384615,12,13,0,0.923076923076923,FALSE,FALSE,FALSE
"عديرةفيتوبة","عديرة","فيتوبة","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عديرةمذنب","عديرة","مذنب","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عديرمطفنان","عدير","مطفنان","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عديرمقبرة","عدير","مقبرة","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عديم الفائدةجماعة","عديم الفائدة","جماعة","unrelated","word","word",NA,-0.679420557826194,0.387904039476911,0.146613945859041,7,7,8,1,0.875,8,8,1,1,FALSE,FALSE,FALSE
"عديم الفائدةعديم القيمة","عديم الفائدة","عديم القيمة","related","word","word",NA,-0.497518292358755,NA,NA,1,1,1,1,1,1,2,0,0.5,FALSE,FALSE,FALSE
"عديم الفائدةمدكب","عديم الفائدة","مدكب","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عذابتعذيب","عذاب","تعذيب","related","word","word",0.422328211976727,-0.968316139229601,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"عذابحزل","عذاب","حزل","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عذابمهم","عذاب","مهم","unrelated","word","word",0.0871496384272655,-0.584101060605555,0.454242698709037,0.17168760223585,7,7,7,1,1,7,7,1,1,FALSE,FALSE,FALSE
"عرضأخورات","عرض","أخورات","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عرضأداء","عرض","أداء","related","word","word",0.404940934625067,-1.04165703164662,0.565930399045013,0.400173222844337,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"عرضرئيس","عرض","رئيس","unrelated","word","word",0.126574123739762,-0.742404862187239,0.326560227331812,0.10326741115909,10,10,10,0,1,10,10,0,1,FALSE,FALSE,FALSE
"عروسةذكي","عروسة","ذكي","unrelated","word","word",0.0621266677211884,-0.182894039829416,1.15229221945301,0.384097406484336,9,10,10,0,1,10,10,0,1,FALSE,FALSE,FALSE
"عروسةقوف","عروسة","قوف","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عروسةلعبة","عروسة","لعبة","related","word","word",0.174928564706835,-0.741888857974174,0.00562767977813693,0.00397937053346703,2,3,4,0,0.75,4,4,0,1,FALSE,FALSE,FALSE
"عسلتحديث","عسل","تحديث","unrelated","word","word",0.0954800709750403,-0.42316033346171,0.767263443907981,0.313233989310849,6,8,8,0,1,8,8,0,1,FALSE,FALSE,FALSE
"عسلزبدة","عسل","زبدة","related","word","word",0.305170302668974,-0.76951180355105,0.038513748903475,0.0222359232969229,3,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"عسلهدلص","عسل","هدلص","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عشبيضة","عش","بيضة","related","word","word",0.28156313540377,-0.298771825335064,0.549650802183106,0.245811311513743,5,5,6,1,0.833333333333333,6,6,1,1,FALSE,FALSE,FALSE
"عشتفاء","عش","تفاء","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عشعاحاحظ","عشع","احاحظ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عشعدولاب","عشع","دولاب","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عشلينغ","عش","لينغ","unrelated","word","word",0.132534610559491,NA,NA,NA,NA,0,1,0,0,0,1,0,0,FALSE,FALSE,NA
"عشيركلأريئة","عشيركل","أريئة","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عشيركللهجة","عشيركل","لهجة","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عصابةخيال","عصابة","خيال","unrelated","word","word",0.0312143019102168,-0.833472803514227,0.773598102290434,0.547016464042611,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"عصابةسدس","عصابة","سدس","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عصابةمجموعة","عصابة","مجموعة","related","word","word",0.454150878753175,-0.0822541635580929,1.27772502464166,0.57141600233027,5,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"عصاغابة","عصا","غابة","unrelated","word","word",0.137633197731104,NA,NA,NA,NA,0,2,0,0,0,2,0,0,FALSE,FALSE,NA
"عصامحاقرف","عصا","محاقرف","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عصامطرقة","عصا","مطرقة","related","word","word",0.464996046436542,0.113382626406349,0.574217697892335,0.25679796127414,5,5,6,0,0.833333333333333,5,6,0,0.833333333333333,FALSE,FALSE,FALSE
"عصبعضلة","عصب","عضلة","related","word","word",0.391666423823796,-0.13280626217356,0.647051850324099,0.228767375571736,8,10,12,0,0.833333333333333,12,12,0,1,FALSE,FALSE,FALSE
"عصبفضة","عصب","فضة","unrelated","word","word",0.10666095426381,-0.32863563910902,0.773567179410234,0.292380911303024,7,9,9,0,1,9,9,0,1,FALSE,FALSE,FALSE
"عصبنيب","عصب","نيب","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عصريتقليدي","عصري","تقليدي","related","word","word",0.435933515048201,-1.05058496009319,NA,NA,1,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"عصريطاسة","عصري","طاسة","unrelated","word","word",0.0868297778689953,-0.390437238901117,NA,NA,1,2,6,0,0.333333333333333,4,6,0,0.666666666666667,FALSE,FALSE,FALSE
"عصرييعاعه","عصري","يعاعه","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عصير الليمونأجساوي","عصير الليمون","أجساوي","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عصير الليمونلطيف","عصير الليمون","لطيف","unrelated","word","word",NA,-0.296428816889667,0.297974351760424,0.148987175880212,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"عصير الليمونمشروب غازي","عصير الليمون","مشروب غازي","related","word","word",NA,-0.105955156416016,0.851048416991783,0.143853438120115,35,38,38,1,1,38,38,1,1,FALSE,FALSE,FALSE
"عضوأقصى","عضو","أقصى","unrelated","word","word",0.099050580023459,-0.616943606013528,0.465651180613568,0.147251832588532,10,12,12,1,1,11,12,1,0.916666666666667,FALSE,FALSE,FALSE
"عضوزعيم","عضو","زعيم","related","word","word",0.455068842116574,-0.908124317452352,0.340612662352559,0.139054537115777,6,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"عضومقتور","عضو","مقتور","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عظتمنل","عظ","تمنل","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عظمالرسمية","عظم","الرسمية","unrelated","word","word",-0.0124839980988645,-0.641252828057508,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"عظمجمجمة","عظم","جمجمة","related","word","word",0.456076071892501,-0.836450339669932,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"عظمراقب","عظ","مراقب","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عظمفولز","عظم","فولز","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عقبةتحد","عقبة","تحد","related","word","word",0.327342279704141,0.680520544104174,1.38072042726536,0.521863268664427,7,9,15,1,0.6,14,15,1,0.933333333333333,FALSE,FALSE,FALSE
"عقبةذنيم","عقبة","ذنيم","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عقبةزى موحد","عقبة","زى موحد","unrelated","word","word",NA,-0.0527006807416886,0.656891956987387,0.464492757292683,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"عقداتفاق","عقد","اتفاق","related","word","word",0.570788076874278,-0.831695166661759,0.205183996847886,0.118463035813531,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"عقدلحيتا","عقد","لحيتا","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عقديسأل","عقد","يسأل","unrelated","word","word",0.102943571960512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عقليحارزة","عقلي","حارزة","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عقليحانة","عقلي","حانة","unrelated","word","word",0.0544655340739396,-0.505426393721535,0.334897587318057,0.167448793659028,4,5,7,1,0.714285714285714,7,8,0,0.875,FALSE,FALSE,FALSE
"عقليعاطفي","عقلي","عاطفي","related","word","word",0.288999298535724,-0.532004614604389,0.314788128714839,0.0949121919459291,11,11,11,1,1,11,11,1,1,FALSE,FALSE,FALSE
"عكاءحكبلة","عكاء","حكبلة","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عكاءمتزوج \ متزوجة","عكاء","متزوج \ متزوجة","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"علابطاقة","علاب","طاقة","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"علابكلمعر","علاب","كلمعر","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"علاج نفسيراتب","علاج نفسي","راتب","unrelated","word","word",NA,-0.54814757217824,0.512165259624964,0.117498768899868,19,22,22,0,1,22,22,0,1,FALSE,FALSE,FALSE
"علاج نفسيعلاج","علاج نفسي","علاج","related","word","word",NA,-0.501554702917002,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"علاج نفسيمجنش","علاج نفسي","مجنش","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"علاجبيباستيطار","علاجبي","باستيطار","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"علاجبيصغير","علاجبي","صغير","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"علافرالملازم","علافر","الملازم","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"علافرشمشفى","علافر","شمشفى","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"علاقةصداقة","علاقة","صداقة","related","word","word",0.512167178777283,-0.575654578297454,0.0752514763690995,0.0376257381845497,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"علاقةمكتبير","علاقة","مكتبير","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"علاقةنفط","علاقة","نفط","unrelated","word","word",0.143369184062716,-0.741510226811588,0.0746735249752076,0.0431127797457743,3,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"علامة مرضقرية","علامة مرض","قرية","unrelated","word","word",NA,-0.783071754650728,NA,NA,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE
"علامة مرضكرتا","علامة مرض","كرتا","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"علامة مرضمتلازمة","علامة مرض","متلازمة","related","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"علاوةالأحد","علاوة","الأحد","unrelated","word","word",0.0464917154054286,-0.800855436420463,0.283305286466678,0.0731491104251976,15,16,16,1,1,14,16,1,0.875,FALSE,FALSE,FALSE
"علاوةجائزة","علاوة","جائزة","related","word","word",0.305958773538464,-0.540704415527637,0.800712883734886,0.174729876173404,21,24,25,3,0.96,22,25,3,0.88,FALSE,FALSE,FALSE
"علاوةساتنة","علاوة","ساتنة","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عَلَماعطيف","عَلَم","اعطيف","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عَلَمرمز","عَلَم","رمز","related","word","word",NA,0.0399956317693826,0.912733074992129,0.26348334327249,12,14,15,0,0.933333333333333,11,15,0,0.733333333333333,FALSE,FALSE,FALSE
"عَلَمقاتل","عَلَم","قاتل","unrelated","word","word",NA,-0.468906732619791,0.39282258961751,0.0837500575071191,22,25,25,2,1,25,26,1,0.961538461538462,FALSE,FALSE,FALSE
"علمىةلشيق","علمىة","لشيق","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"علمىةمؤخرة","علمىة","مؤخرة","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"علوالادعة","علوال","ادعة","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"علوالوباء","علوال","وباء","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"على قيد الحياةثتي","على قيد الحياة","ثتي","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"على قيد الحياةسنتيمتر","على قيد الحياة","سنتيمتر","unrelated","word","word",NA,3.88658056998014,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"على قيد الحياةمتوفى","على قيد الحياة","متوفى","related","word","word",NA,-0.434960399810118,0.450569365719713,0.098322296392325,21,22,23,1,0.956521739130435,23,23,1,1,FALSE,FALSE,FALSE
"عمبابا","عم","بابا","related","word","word",0.301881964969051,0.111203205200806,1.17354691067878,0.479098520063762,6,7,7,0,1,6,7,0,0.857142857142857,FALSE,FALSE,FALSE
"عمتشمحاف","عمتش","محاف","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عمتشهيدروجين","عمتش","هيدروجين","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عميدثروة","عميد","ثروة","unrelated","word","word",0.113971803129522,NA,NA,NA,NA,0,0,1,NA,0,0,1,NA,FALSE,FALSE,NA
"عميددكتور جامعى","عميد","دكتور جامعى","related","word","word",NA,-0.362403880533275,0.184188736717247,0.130241104750949,2,3,4,1,0.75,3,4,1,0.75,FALSE,FALSE,FALSE
"عميدناهيا","عميد","ناهيا","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عميراقب","عم","يراقب","unrelated","word","word",0.146537828517803,-0.467172199368333,0.317852396129884,0.142147912911522,5,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"عمينوير","عم","ينوير","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عندقيروماسمي","عندقي","روماسمي","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"عندقيلافت للنظر","عندقي","لافت للنظر","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
