"sv_cue","sv_target","type","cue_type","target_type","sv_cosine"
"krima","hungrig","nonword","nonword","word",NA
"strunka","ödla","nonword","nonword","word",NA
"illumets","uppsägning","nonword","nonword","word",NA
"gratuleravenscroft","lösenord","nonword","nonword","word",NA
"riusa","spelare","nonword","nonword","word",NA
"smörduk","sond","nonword","nonword","word",NA
"hrine","artificiell","nonword","nonword","word",NA
"busk","vampyr","nonword","nonword","word",NA
"infångfa","mening","nonword","nonword","word",NA
"fies","försvinnande","nonword","nonword","word",NA
"fenograf","penis","nonword","nonword","word",NA
"toagnos","innehåll","nonword","nonword","word",NA
"gy","charmig","nonword","nonword","word",NA
"komassassiell","publik","nonword","nonword","word",NA
"kenhet","vanligtvis","nonword","nonword","word",NA
"chff","stil","nonword","nonword","word",NA
"frällig","choklad","nonword","nonword","word",NA
"bagast","ofta","nonword","nonword","word",NA
"genna","mörk","nonword","nonword","word",NA
"diklass","begrava","nonword","nonword","word",NA
"twälm","vanligt","nonword","nonword","word",NA
"ruv","kämpe","nonword","nonword","word",NA
"förhållna","lokal","nonword","nonword","word",NA
"cinlå","blomma","nonword","nonword","word",NA
"ambufilm","väska","nonword","nonword","word",NA
"parabatt","gay","nonword","nonword","word",NA
"vålny","rustning","nonword","nonword","word",NA
"kokainbrottslarm","däck","nonword","nonword","word",NA
"tänmel","evigt","nonword","nonword","word",NA
"åck","stänga","nonword","nonword","word",NA
"aigh","vän","nonword","nonword","word",NA
"ibälp","minska","nonword","nonword","word",NA
"emg","överföra","nonword","nonword","word",NA
"majecyon","barn","nonword","nonword","word",NA
"viil","avrättning","nonword","nonword","word",NA
"fläskra","dödlig","nonword","nonword","word",NA
"fyllna","tumme","nonword","nonword","word",NA
"târ","beräkna","nonword","nonword","word",NA
"hårfisk","perspektiv","nonword","nonword","word",NA
"tutio","rom","nonword","nonword","word",NA
"trckt","slott","nonword","nonword","word",NA
"vts","fyra","nonword","nonword","word",NA
"nedra","biologisk","nonword","nonword","word",NA
"hyresrymd","inuti","nonword","nonword","word",NA
"dxdag","lära","nonword","nonword","word",NA
"grera","präst","nonword","nonword","word",NA
"dicinsre","elektricitet","nonword","nonword","word",NA
"dyzarts","mänsklig","nonword","nonword","word",NA
"michera","systemet","nonword","nonword","word",NA
"vinel","plast","nonword","nonword","word",NA
"bönla","träd","nonword","nonword","word",NA
"dades","omkrets","nonword","nonword","word",NA
"uttryc","legend","nonword","nonword","word",NA
"nus","bomull","nonword","nonword","word",NA
"viert","spegel","nonword","nonword","word",NA
"innetisktla","gata","nonword","nonword","word",NA
"brändel","inspelning","nonword","nonword","word",NA
"undersökfullt","borgmästare","nonword","nonword","word",NA
"speclair","träffa","nonword","nonword","word",NA
"inspireravenscroft","smärta","nonword","nonword","word",NA
"verkkey","keps","nonword","nonword","word",NA
"prilog","hyra","nonword","nonword","word",NA
"âgart","klinik","nonword","nonword","word",NA
"perverklig","procedur","nonword","nonword","word",NA
"bondnande","häxa","nonword","nonword","word",NA
"innastin","larm","nonword","nonword","word",NA
"utanplan","ed","nonword","nonword","word",NA
"finansieravenscroft","kvalitet","nonword","nonword","word",NA
"täckman","utmaning","nonword","nonword","word",NA
"namni","tror","nonword","nonword","word",NA
"okvy","troligt","nonword","nonword","word",NA
"skrävta","döda","nonword","nonword","word",NA
"föue","näsa","nonword","nonword","word",NA
"rekel","donation","nonword","nonword","word",NA
"baley","vodka","nonword","nonword","word",NA
"refönster","samla","nonword","nonword","word",NA
"mjpik","brorson","nonword","nonword","word",NA
"magni","jaga","nonword","nonword","word",NA
"rocus","symbol","nonword","nonword","word",NA
"seratsor","artär","nonword","nonword","word",NA
"dialits","departement","nonword","nonword","word",NA
"komj","brud","nonword","nonword","word",NA
"efterstol","zon","nonword","nonword","word",NA
"tankling","intuition","nonword","nonword","word",NA
"vago","varelse","nonword","nonword","word",NA
"kryptare","frakt","nonword","nonword","word",NA
"poputown","gåva","nonword","nonword","word",NA
"diloth","öra","nonword","nonword","word",NA
"pyv","djur","nonword","nonword","word",NA
"öt","cowboy","nonword","nonword","word",NA
"inträng","hängivenhet","nonword","nonword","word",NA
"delitisk","himmelskt","nonword","nonword","word",NA
"mumka","tjock","nonword","nonword","word",NA
"anläggki","integritet","nonword","nonword","word",NA
"befälhavareklamsnub","kris","nonword","nonword","word",NA
"bisjär","signal","nonword","nonword","word",NA
"retta","grekisk","nonword","nonword","word",NA
"atgs","krigare","nonword","nonword","word",NA
"komneys","servitris","nonword","nonword","word",NA
"makah","prototyp","nonword","nonword","word",NA
"hurs","måltid","nonword","nonword","word",NA
"ouppserlig","direktör","nonword","nonword","word",NA
"trädögon","gryning","nonword","nonword","word",NA
"åupp","fantastisk","nonword","nonword","word",NA
"räddgera","hastighet","nonword","nonword","word",NA
"zsol","explosion","nonword","nonword","word",NA
"tytics","förälder","nonword","nonword","word",NA
"patikräm","företag","nonword","nonword","word",NA
"sjukgat","absurd","nonword","nonword","word",NA
"barnför","program","nonword","nonword","word",NA
"soppel","universitet","nonword","nonword","word",NA
"isoel","handfat","nonword","nonword","word",NA
"svind","kall","nonword","nonword","word",NA
"lagaelsk","löfte","nonword","nonword","word",NA
"bö","snabbt","nonword","nonword","word",NA
"senla","helvete","nonword","nonword","word",NA
"glömma nulom","hundra","nonword","nonword","word",NA
"chima","mördare","nonword","nonword","word",NA
"andersda","kolla på","nonword","nonword","word",NA
"inflamtör","säkerhet","nonword","nonword","word",NA
"navigestalt","baseboll","nonword","nonword","word",NA
"ragott","säkra","nonword","nonword","word",NA
"tonov","använda sig av","nonword","nonword","word",NA
"fomot","damm","nonword","nonword","word",NA
"monné","kram","nonword","nonword","word",NA
"claulig","konsert","nonword","nonword","word",NA
"ygg","attityd","nonword","nonword","word",NA
"skrivlock","gemenskap","nonword","nonword","word",NA
"korda upp","anka","nonword","nonword","word",NA
"tranjare","hyresvärd","nonword","nonword","word",NA
"skärginal","törst","nonword","nonword","word",NA
"naboy","pris","nonword","nonword","word",NA
"ndl","frånvaro","nonword","nonword","word",NA
"fllak","norr","nonword","nonword","word",NA
"efng","sabotage","nonword","nonword","word",NA
"cuss","falsk","nonword","nonword","word",NA
"guldtasi","hjälpa","nonword","nonword","word",NA
"kärdat","läkare","nonword","nonword","word",NA
"tjii","vetenskap","nonword","nonword","word",NA
"situadress","perfekt","nonword","nonword","word",NA
"katress","kaka","nonword","nonword","word",NA
"kalitisk","lopp","nonword","nonword","word",NA
"skrotning","timer","nonword","nonword","word",NA
"erfastolthet","oroa","nonword","nonword","word",NA
"sponting","misstag","nonword","nonword","word",NA
"klättmande","venus","nonword","nonword","word",NA
"strafi","avsikt","nonword","nonword","word",NA
"skägtitet","årtionde","nonword","nonword","word",NA
"naby","flaska","nonword","nonword","word",NA
"zooka","producera","nonword","nonword","word",NA
"manför","plikt","nonword","nonword","word",NA
"grou","cerebral","nonword","nonword","word",NA
"skamman","helikopter","nonword","nonword","word",NA
"synre","spis","nonword","nonword","word",NA
"iós","dal","nonword","nonword","word",NA
"aflys","litteratur","nonword","nonword","word",NA
"ta igefling","billig","nonword","nonword","word",NA
"kitarm","lycklig","nonword","nonword","word",NA
"alkohollingsworth","atmosfär","nonword","nonword","word",NA
"klubbaka","bred","nonword","nonword","word",NA
"krediteravenscroft","mycket","nonword","nonword","word",NA
"kote","hiv","nonword","nonword","word",NA
"mits","pistol","nonword","nonword","word",NA
"sånglek","lön","nonword","nonword","word",NA
"porra","tomat","nonword","nonword","word",NA
"lärajord","överdriva","nonword","nonword","word",NA
"studerandeståndskrav","jordgubbe","nonword","nonword","word",NA
"helna","ersättning","nonword","nonword","word",NA
"topkel","vecka","nonword","nonword","word",NA
"jete","paranormal","nonword","nonword","word",NA
"alrir","pass","nonword","nonword","word",NA
"mordåta","injektion","nonword","nonword","word",NA
"ofrelig","kopiera","nonword","nonword","word",NA
"meddia","förtroende","nonword","nonword","word",NA
"pât","orättvis","nonword","nonword","word",NA
"colke","mekanisk","nonword","nonword","word",NA
"sadka","yta","nonword","nonword","word",NA
"losre","investerare","nonword","nonword","word",NA
"konservanaugh","författare","nonword","nonword","word",NA
"krämp","maximal","nonword","nonword","word",NA
"taur","skalle","nonword","nonword","word",NA
"kotet","modig","nonword","nonword","word",NA
"ljic","handduk","nonword","nonword","word",NA
"sydker","skådespelare","nonword","nonword","word",NA
"myans","full","nonword","nonword","word",NA
"virpa","kristen","nonword","nonword","word",NA
"uppskattsamhet","mjöl","nonword","nonword","word",NA
"gaskepti","klient","nonword","nonword","word",NA
"lörv","åklagare","nonword","nonword","word",NA
"sertellt","religion","nonword","nonword","word",NA
"vitbur","maskin","nonword","nonword","word",NA
"regioterus","angripare","nonword","nonword","word",NA
"penhand","massage","nonword","nonword","word",NA
"marabatt","webb","nonword","nonword","word",NA
"brännnappare","verkligen","nonword","nonword","word",NA
"lända","elände","nonword","nonword","word",NA
"älst","oansvarig","nonword","nonword","word",NA
"smps","spruta","nonword","nonword","word",NA
"meldersmål","tryck","nonword","nonword","word",NA
"stratera","bil","nonword","nonword","word",NA
"ämjd","galen","nonword","nonword","word",NA
"keruhup","lägenhet","nonword","nonword","word",NA
"elektlös","hamburgare","nonword","nonword","word",NA
"konstlit","övning","nonword","nonword","word",NA
"ynt","testa","nonword","nonword","word",NA
"ungpa","protokoll","nonword","nonword","word",NA
"konningslera","fånga","nonword","nonword","word",NA
"bebrytning","festival","nonword","nonword","word",NA
"tán","annorlunda","nonword","nonword","word",NA
"malag","blåmärke","nonword","nonword","word",NA
"rehelm","hejdå","nonword","nonword","word",NA
"rogig","rykte","nonword","nonword","word",NA
"dumga","imponera på","nonword","nonword","word",NA
"konkursion","ämne","nonword","nonword","word",NA
"turneteck","informant","nonword","nonword","word",NA
"fyban","lunch","nonword","nonword","word",NA
"goug","tryck","nonword","nonword","word",NA
"minibiff","skandal","nonword","nonword","word",NA
"inofé","flykting","nonword","nonword","word",NA
"artesync","musiker","nonword","nonword","word",NA
"dömning","visste","nonword","nonword","word",NA
"tålasans","brev","nonword","nonword","word",NA
"brenisk","idiot","nonword","nonword","word",NA
"eed","tugga","nonword","nonword","word",NA
"zern","mästerskap","nonword","nonword","word",NA
"pussmeter","undersöka","nonword","nonword","word",NA
"melab","avresa","nonword","nonword","word",NA
"midtärt","signatur","nonword","nonword","word",NA
"kameravenscroft","urin","nonword","nonword","word",NA
"tedeshow","psykologisk","nonword","nonword","word",NA
"mjao","morgon","nonword","nonword","word",NA
"cipos","höra","nonword","nonword","word",NA
"milche","nederlag","nonword","nonword","word",NA
"ambassaroyan","grymhet","nonword","nonword","word",NA
"gna","lejon","nonword","nonword","word",NA
"irus","förrädare","nonword","nonword","word",NA
"shera","juliet","nonword","nonword","word",NA
"rativ","medkänsla","nonword","nonword","word",NA
"ndl","kandidat","nonword","nonword","word",NA
"slyvel","grym","nonword","nonword","word",NA
"blankmål","försvara","nonword","nonword","word",NA
"ssel","konstitution","nonword","nonword","word",NA
"ovans","pengar","nonword","nonword","word",NA
"självgers","utomjording","nonword","nonword","word",NA
"legolightdat","motsats","nonword","nonword","word",NA
"folkdare","intressant","nonword","nonword","word",NA
"svimrin","graviditet","nonword","nonword","word",NA
"i mopran","staket","nonword","nonword","word",NA
"spetga","tro","nonword","nonword","word",NA
"uppfar","sällan","nonword","nonword","word",NA
"konfebryg","camping","nonword","nonword","word",NA
"hosteg","utskott","nonword","nonword","word",NA
"tasy","reparera","nonword","nonword","word",NA
"öng","tro","nonword","nonword","word",NA
"motfest","plånbok","nonword","nonword","word",NA
"fiendeståndskrav","inspektion","nonword","nonword","word",NA
"bibliobrist","lastbil","nonword","nonword","word",NA
"jaiv","flyg","nonword","nonword","word",NA
"bränare","missil","nonword","nonword","word",NA
"neej","ärm","nonword","nonword","word",NA
"evolustre","nödsituation","nonword","nonword","word",NA
"ytbergs","sista","nonword","nonword","word",NA
"py","politisk","nonword","nonword","word",NA
"misslighet","son","nonword","nonword","word",NA
"hark","kniv","nonword","nonword","word",NA
"döprig","lukt","nonword","nonword","word",NA
"någon annaschild","kom ihåg","nonword","nonword","word",NA
"ridgeting","hitta","nonword","nonword","word",NA
"nator","ge sig på","nonword","nonword","word",NA
"ämn","fara","nonword","nonword","word",NA
"matsa","entreprenör","nonword","nonword","word",NA
"laco","motståndare","nonword","nonword","word",NA
"selan","generös","nonword","nonword","word",NA
"posidans","försök","nonword","nonword","word",NA
"särlig","så småningom","nonword","nonword","word",NA
"överskande","byrå","nonword","nonword","word",NA
"sökas","finansiell","nonword","nonword","word",NA
"karis","abdominal","nonword","nonword","word",NA
"konra","dölj","nonword","nonword","word",NA
"oöpplig","dumhet","nonword","nonword","word",NA
"obekelt","kommunist","nonword","nonword","word",NA
"gne","avsiktligt","nonword","nonword","word",NA
"vecda","förmodligen","nonword","nonword","word",NA
"officitions","löjtnant","nonword","nonword","word",NA
"oförbuya","olycka","nonword","nonword","word",NA
"zoland","juli","nonword","nonword","word",NA
"anoraj","låsa","nonword","nonword","word",NA
"sepvästber","satellit","nonword","nonword","word",NA
"drésk","marknadsföring","nonword","nonword","word",NA
"ãll","underhåll","nonword","nonword","word",NA
"incision","ha kvar","nonword","nonword","word",NA
"checkligt","grupp","nonword","nonword","word",NA
"ramad","locka till sig","nonword","nonword","word",NA
"grukan","partikel","nonword","nonword","word",NA
"äpa","bekänna","nonword","nonword","word",NA
"grud","fiske","nonword","nonword","word",NA
"fransvisa","leksak","nonword","nonword","word",NA
"tiona","nacke","nonword","nonword","word",NA
"ansk","bror","nonword","nonword","word",NA
"ino","följa","nonword","nonword","word",NA
"anledvärk","promenad","nonword","nonword","word",NA
"brnz","fisk","nonword","nonword","word",NA
"inst","slang","nonword","nonword","word",NA
"preusligt","harmoni","nonword","nonword","word",NA
"unfåntrattar","station","nonword","nonword","word",NA
"lantta","film","nonword","nonword","word",NA
"natna","knä","nonword","nonword","word",NA
"lelet","hav","nonword","nonword","word",NA
"nermän","kunskap","nonword","nonword","word",NA
"skram","lång","nonword","nonword","word",NA
"kåa","köpare","nonword","nonword","word",NA
"bräre","rotera","nonword","nonword","word",NA
"kugörs","poker","nonword","nonword","word",NA
"farbaum","museum","nonword","nonword","word",NA
"ruption","emotionell","nonword","nonword","word",NA
"slappnaturlig","antagande","nonword","nonword","word",NA
"värnstift","utveckling","nonword","nonword","word",NA
"mategång","fantastisk","nonword","nonword","word",NA
"billern","smutta","nonword","nonword","word",NA
"entusirengi","cognac","nonword","nonword","word",NA
"kombrottar","orm","nonword","nonword","word",NA
"flocdig","ge","nonword","nonword","word",NA
"vatö","bataljon","nonword","nonword","word",NA
"smältanter","lösen","nonword","nonword","word",NA
"vamarkna","bedöma","nonword","nonword","word",NA
"ungper","plats","nonword","nonword","word",NA
"ideaprov","ljus","nonword","nonword","word",NA
"aks","garderob","nonword","nonword","word",NA
"karakrett","tystnad","nonword","nonword","word",NA
"bö","vittnesbörd","nonword","nonword","word",NA
"blåslagta","säng","nonword","nonword","word",NA
"astrofrey","utställning","nonword","nonword","word",NA
"geang","förbättring","nonword","nonword","word",NA
"stamal","oktober","nonword","nonword","word",NA
"sjaka","funktionell","nonword","nonword","word",NA
"förberevanschse","mild","nonword","nonword","word",NA
"cerats","fortsätta","nonword","nonword","word",NA
"irats","specialist","nonword","nonword","word",NA
"antral","sitta","nonword","nonword","word",NA
"lillka","vitamin","nonword","nonword","word",NA
"spelandeståndskrav","match","nonword","nonword","word",NA
"journaliknapp","kväll","nonword","nonword","word",NA
"poligens","bekämpa","nonword","nonword","word",NA
"cartisk","sol","nonword","nonword","word",NA
"spatal","rik","nonword","nonword","word",NA
"bokegentligen","säga","nonword","nonword","word",NA
"muls","gudomlig","nonword","nonword","word",NA
"rul","primär","nonword","nonword","word",NA
"kvadler","flyga","nonword","nonword","word",NA
"shär","avsluta","nonword","nonword","word",NA
"gottte","rolig","nonword","nonword","word",NA
"sekunstöd","spela teater","nonword","nonword","word",NA
"korssessa","far","nonword","nonword","word",NA
"noria","professionell","nonword","nonword","word",NA
"boibs","kollaps","nonword","nonword","word",NA
"kride","utrusta","nonword","nonword","word",NA
"promans","cigarett","nonword","nonword","word",NA
"bearbetalangscout","patetisk","nonword","nonword","word",NA
"vatpa","lagra","nonword","nonword","word",NA
"varutinåtke","vaccin","nonword","nonword","word",NA
"fatråd","alternativ","nonword","nonword","word",NA
"fastör","komma","nonword","nonword","word",NA
"dekadrag","höghet","nonword","nonword","word",NA
"proseln","negativ","nonword","nonword","word",NA
"gulllur","dörr","nonword","nonword","word",NA
"luringa","begravning","nonword","nonword","word",NA
"reers","ärr","nonword","nonword","word",NA
"mopers","behandling","nonword","nonword","word",NA
"kryptomi","sko","nonword","nonword","word",NA
"medirentz","medalj","nonword","nonword","word",NA
"ljusmassan","tunnel","nonword","nonword","word",NA
"sällte","period","nonword","nonword","word",NA
"skräng","inspiration","nonword","nonword","word",NA
"rpöld","kontor","nonword","nonword","word",NA
"säckla","paragraf","nonword","nonword","word",NA
"barka","upprätthålla","nonword","nonword","word",NA
"eys","lån","nonword","nonword","word",NA
"sjusel","arg","nonword","nonword","word",NA
"vraklig","brottslighet","nonword","nonword","word",NA
"häckd","sås","nonword","nonword","word",NA
"generaments","lady","nonword","nonword","word",NA
"optimisfullt","långt","nonword","nonword","word",NA
"adminitowocsring","starkt","nonword","nonword","word",NA
"filosokväll","storm","nonword","nonword","word",NA
"fräja","penna","nonword","nonword","word",NA
"lyckera","motell","nonword","nonword","word",NA
"umb","manipulera","nonword","nonword","word",NA
"reklamtat","den där","nonword","nonword","word",NA
"portwalk","flickvän","nonword","nonword","word",NA
"târ","by","nonword","nonword","word",NA
"virtig","champagne","nonword","nonword","word",NA
"bomblig","pappa","nonword","nonword","word",NA
"skydt","okänd","nonword","nonword","word",NA
"rättcott","element","nonword","nonword","word",NA
"förklagomå","skägg","nonword","nonword","word",NA
"odick","kriminell","nonword","nonword","word",NA
"hipsar","band","nonword","nonword","word",NA
"dramakers","betydelse","nonword","nonword","word",NA
"majorikansk","rike","nonword","nonword","word",NA
"svagg","tand","nonword","nonword","word",NA
"styrnappa","äcklig","nonword","nonword","word",NA
"klte","gå","nonword","nonword","word",NA
"kvada","bröllop","nonword","nonword","word",NA
"släkda","gitarr","nonword","nonword","word",NA
"karlits","bit","nonword","nonword","word",NA
"tilldelst","råtta","nonword","nonword","word",NA
"spiokorg","värdelös","nonword","nonword","word",NA
"marga","sport","nonword","nonword","word",NA
"säsynthet","president","nonword","nonword","word",NA
"sänas","små","nonword","nonword","word",NA
"prepa","intim","nonword","nonword","word",NA
"buspa","fras","nonword","nonword","word",NA
"zoland","död","nonword","nonword","word",NA
"förla","blå","nonword","nonword","word",NA
"häsja","mördare","nonword","nonword","word",NA
"leten","självklart","nonword","nonword","word",NA
"senträ","hamn","nonword","nonword","word",NA
"åsifa","tallrik","nonword","nonword","word",NA
"snäcde","dålig","nonword","nonword","word",NA
"ramel","ära","nonword","nonword","word",NA
"förwait","epidemi","nonword","nonword","word",NA
"kafröjder","tre","nonword","nonword","word",NA
"stickare","effekt","nonword","nonword","word",NA
"yll","glädje","nonword","nonword","word",NA
"parlagårn","trogen","nonword","nonword","word",NA
"guvergels","militär","nonword","nonword","word",NA
"servirung","tråd","nonword","nonword","word",NA
"frederns","överste","nonword","nonword","word",NA
"stämski","runt om","nonword","nonword","word",NA
"churlene","korrekt","nonword","nonword","word",NA
"friskna","stängning","nonword","nonword","word",NA
"föght","hembiträde","nonword","nonword","word",NA
"nyå","effektiv","nonword","nonword","word",NA
"enten","full","nonword","nonword","word",NA
"byart","efternamn","nonword","nonword","word",NA
"flär","strukturera","nonword","nonword","word",NA
"pisto","långa","nonword","nonword","word",NA
"sjic","skön","nonword","nonword","word",NA
"instinkensa","muskel","nonword","nonword","word",NA
"lör","trollkarl","nonword","nonword","word",NA
"förstärktare","läka","nonword","nonword","word",NA
"lör","insekt","nonword","nonword","word",NA
"lán","mörda","nonword","nonword","word",NA
"grera","badrum","nonword","nonword","word",NA
"skuggler","skrämma","nonword","nonword","word",NA
"kräkler","marin","nonword","nonword","word",NA
"ridik","syre","nonword","nonword","word",NA
"samra","svart","nonword","nonword","word",NA
"skist","slicka","nonword","nonword","word",NA
"yunga","direkt","nonword","nonword","word",NA
"flingel","matematik","nonword","nonword","word",NA
"trass","gram","nonword","nonword","word",NA
"lörgel","rättegång","nonword","nonword","word",NA
"lvt","fantasi","nonword","nonword","word",NA
"pearm","juice","nonword","nonword","word",NA
"skulpma","ge råd","nonword","nonword","word",NA
"leendeståndskrav","atlantisk","nonword","nonword","word",NA
"bassa","temperatur","nonword","nonword","word",NA
"bayning","hummer","nonword","nonword","word",NA
"tillfylld","information","nonword","nonword","word",NA
"spilldig","överge","nonword","nonword","word",NA
"oorna","arbetstagare","nonword","nonword","word",NA
"punc","olycka","nonword","nonword","word",NA
"krym","lök","nonword","nonword","word",NA
"marga","korkad","nonword","nonword","word",NA
"popda","traditionell","nonword","nonword","word",NA
"palong","sömn","nonword","nonword","word",NA
"förstärra","vätska","nonword","nonword","word",NA
"slutsum","uppskatta","nonword","nonword","word",NA
"lians","foto","nonword","nonword","word",NA
"lidandeståndskrav","sköldpadda","nonword","nonword","word",NA
"honaut","rädsla","nonword","nonword","word",NA
"snobpa","division","nonword","nonword","word",NA
"långhus","bränsle","nonword","nonword","word",NA
"långtids","dammig","nonword","nonword","word",NA
"reor","smör","nonword","nonword","word",NA
"otryk","minister","nonword","nonword","word",NA
"citingsajt","förstörelse","nonword","nonword","word",NA
"karne","barmhärtighet","nonword","nonword","word",NA
"afn","nyheter","nonword","nonword","word",NA
"giften","grevinna","nonword","nonword","word",NA
"alater","jacka","nonword","nonword","word",NA
"syssel","ange","nonword","nonword","word",NA
"makdag","stad","nonword","nonword","word",NA
"skdip","telefon","nonword","nonword","word",NA
"ljfå","problem","nonword","nonword","word",NA
"omm","förbereda","nonword","nonword","word",NA
"laanyone","komedi","nonword","nonword","word",NA
"bacda","slips","nonword","nonword","word",NA
"exkast","gaffel","nonword","nonword","word",NA
"restånion","strålning","nonword","nonword","word",NA
"sensatiostånd","gris","nonword","nonword","word",NA
"hemla","skrivning","nonword","nonword","word",NA
"gemi","talang","nonword","nonword","word",NA
"hundnare","känslig","nonword","nonword","word",NA
"avhjäl","förbli","nonword","nonword","word",NA
"mrn","självisk","nonword","nonword","word",NA
"culby","begäran","nonword","nonword","word",NA
"ñol","lämna tillbaka","nonword","nonword","word",NA
"motplats","praktiskt taget","nonword","nonword","word",NA
"huvudlopp","centimeter","nonword","nonword","word",NA
"migg","dikt","nonword","nonword","word",NA
"betrin","bar","nonword","nonword","word",NA
"färtid","uppdrag","nonword","nonword","word",NA
"juv","försäljning","nonword","nonword","word",NA
"öpmar","ljus","nonword","nonword","word",NA
"emst","varg","nonword","nonword","word",NA
"himning","dåtid","nonword","nonword","word",NA
"fata","hoppa","nonword","nonword","word",NA
"elaslig","uttrycka","nonword","nonword","word",NA
"grottform","junior","nonword","nonword","word",NA
"monufull","mikrofon","nonword","nonword","word",NA
"roen","regering","nonword","nonword","word",NA
"ryåg","resväska","nonword","nonword","word",NA
"sovdis","underrätta","nonword","nonword","word",NA
"takarl","accent","nonword","nonword","word",NA
"avundsta","elektrisk","nonword","nonword","word",NA
"pend","demonstration","nonword","nonword","word",NA
"förorerats","rep","nonword","nonword","word",NA
"skonen","vänlig","nonword","nonword","word",NA
"bråkfa","fotograf","nonword","nonword","word",NA
"pyrahett","kirurgi","nonword","nonword","word",NA
"tjänsning","myra","nonword","nonword","word",NA
"stonk","födelsedag","nonword","nonword","word",NA
"utar","do","nonword","nonword","word",NA
"pât","minut","nonword","nonword","word",NA
"pengga","finansiering","nonword","nonword","word",NA
"uppenbalowskise","studie","nonword","nonword","word",NA
"symplah","meter","nonword","nonword","word",NA
"luhe","äktenskap","nonword","nonword","word",NA
"rayverk","besvikelse","nonword","nonword","word",NA
"elimineravenscroft","skjuta","nonword","nonword","word",NA
"känssam","välj","nonword","nonword","word",NA
"ryggfrihet","watson","nonword","nonword","word",NA
"retta","ledare","nonword","nonword","word",NA
"posubrutial","avtal","nonword","nonword","word",NA
"skau","tacksamhet","nonword","nonword","word",NA
"naers","viktig","nonword","nonword","word",NA
"komga","oförmögen","nonword","nonword","word",NA
"peo","härlig","nonword","nonword","word",NA
"närm","restaurang","nonword","nonword","word",NA
"ringsepp","soda","nonword","nonword","word",NA
"disme","upp","nonword","nonword","word",NA
"hälf","tornado","nonword","nonword","word",NA
"rring","dö","nonword","nonword","word",NA
"experimenteravenscroft","extern","nonword","nonword","word",NA
"selö","beställa","nonword","nonword","word",NA
"artilöst","enkel","nonword","nonword","word",NA
"playfie","hög","nonword","nonword","word",NA
"tillgripligt","ost","nonword","nonword","word",NA
"detonamiskt","produktion","nonword","nonword","word",NA
"kapdag","acceptera","nonword","nonword","word",NA
"naab","ljud","nonword","nonword","word",NA
"slho","buss","nonword","nonword","word",NA
"tude","fysisk","nonword","nonword","word",NA
"potagram","äta","nonword","nonword","word",NA
"tonhou","tvätta","nonword","nonword","word",NA
"orget","frivilligt","nonword","nonword","word",NA
"whiter","prestanda","nonword","nonword","word",NA
"tävga","tv","nonword","nonword","word",NA
"karis","spara","nonword","nonword","word",NA
"temke","spel","nonword","nonword","word",NA
"moplan","mutation","nonword","nonword","word",NA
"ñor","gift","nonword","nonword","word",NA
"blåsen","lever","nonword","nonword","word",NA
"årt","rikedom","nonword","nonword","word",NA
"bekick","dra","nonword","nonword","word",NA
"slakel","flotta","nonword","nonword","word",NA
"talbel","väte","nonword","nonword","word",NA
"förtroendeståndskrav","kartell","nonword","nonword","word",NA
"flopas","föreläsning","nonword","nonword","word",NA
"losyssla","fel","nonword","nonword","word",NA
"sannostolthet","skola","nonword","nonword","word",NA
"majen","rättslig","nonword","nonword","word",NA
"gamna","motorväg","nonword","nonword","word",NA
"järnväga","metall","nonword","nonword","word",NA
"knowp","stål","nonword","nonword","word",NA
"puty","distrikt","nonword","nonword","word",NA
"snurja","morfin","nonword","nonword","word",NA
"hårder","utvärdering","nonword","nonword","word",NA
"nao","behöver","nonword","nonword","word",NA
"rakal","ära","nonword","nonword","word",NA
"repre","predikan","nonword","nonword","word",NA
"ekvewire","näsduk","nonword","nonword","word",NA
"klarka","ensam","nonword","nonword","word",NA
"kontyckt","kloster","nonword","nonword","word",NA
"älst","botten","nonword","nonword","word",NA
"servald","triangel","nonword","nonword","word",NA
"rapporteravenscroft","söt","nonword","nonword","word",NA
"undersökazakstans","spaghetti","nonword","nonword","word",NA
"gamtus","professor","nonword","nonword","word",NA
"mobskild","erektion","nonword","nonword","word",NA
"blodskola","federation","nonword","nonword","word",NA
"byr","skydd","nonword","nonword","word",NA
"uppkant","obehaglig","nonword","nonword","word",NA
"hårsk","depression","nonword","nonword","word",NA
"strit","sjuk","nonword","nonword","word",NA
"bevaravenscroft","bra","nonword","nonword","word",NA
"avmans","tala","nonword","nonword","word",NA
"befostra","fri","nonword","nonword","word",NA
"blft","forskare","nonword","nonword","word",NA
"brevlåta","sjö","nonword","nonword","word",NA
"pensa","låt","nonword","nonword","word",NA
"rocder","tragisk","nonword","nonword","word",NA
"mmo","klassisk","nonword","nonword","word",NA
"benta","vissla","nonword","nonword","word",NA
"utteckning","konstig","nonword","nonword","word",NA
"provifall","läderlappen","nonword","nonword","word",NA
"uitt","kalkon","nonword","nonword","word",NA
"stråleri","hallucination","nonword","nonword","word",NA
"bekantva","halsband","nonword","nonword","word",NA
"observarulvs","samuraj","nonword","nonword","word",NA
"frammets","strategi","nonword","nonword","word",NA
"motfart","stat","nonword","nonword","word",NA
"rumä","inkomst","nonword","nonword","word",NA
"kamvänt","staty","nonword","nonword","word",NA
"uppja","skratt","nonword","nonword","word",NA
