observation,duration_demographics,time_run_demographics,time_render_demographics,time_show_demographics,time_end_demographics,time_commit_demographics,timestamp_demographics,time_switch_demographics,please_tell_us_your_gender,which_year_were_you_born,please_tell_us_your_education_level,native_language,duration_consent,time_run_consent,time_render_consent,time_show_consent,time_end_consent,time_commit_consent,timestamp_consent,time_switch_consent,url_lab,meta_labjs_version,meta_location,meta_user_agent,meta_platform,meta_language,meta_locale,meta_time_zone,meta_timezone_offset,meta_screen_width,meta_screen_height,meta_scroll_width,meta_scroll_height,meta_window_inner_width,meta_window_inner_height,meta_device_pixel_ratio,meta_labjs_build_flavor,meta_labjs_build_commit,keep,n_trials,correct
c831e,111561.185000191,14394.3000001907,14375.987,14392.615,125953.800000191,125954.600000381,2022-01-28T09:06:29.834Z,125957.468,male,1992,high school,Norwegian,12765.4500005722,1577,1435.777,1618.95,14384.4000005722,14393.3000001907,2022-01-28T09:04:38.273Z,14392.615,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",Win32,nb-NO,nb,Europe/Oslo,-60,1366,768,1366,577,1366,625,1,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.906976744186047
ccdd2,15881.14,24785,24785.16,24785.86,40667,40667,2022-01-18T23:47:27.744Z,40661.58,female,1990,doctorate,english,23691.24,1071,1078.44,1086.76,24778,24784,2022-01-18T23:47:11.860Z,24785.86,1234,20.2.4,https://psa007.psysciacc.org/en/?lab=1234,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:96.0) Gecko/20100101 Firefox/96.0,MacIntel,en-US,en-US,America/Chicago,360,540,960,1512,770,1512,818,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,100,0.95
cdf7d,15395.103,6939.59999996424,6921.271,6937.897,22333,22333.3999999762,2022-01-28T09:22:19.237Z,22339.441,male,,college,Norsk,5642.77299998808,1248.69999998808,1260.094,1293.427,6936.19999998808,6939.19999998808,2022-01-28T09:22:03.843Z,6937.897,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",Win32,nb-NO,nb,Europe/Oslo,-60,1366,768,1336,578,1336,626,1,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.878737541528239
d3068,7218.85999999999,404191,404190.92,404194.14,411413,411413,2022-01-24T20:07:14.468Z,411418.98,female,1985,college,english,403299.36,845,853.6,878.64,404178,404189,2022-01-24T20:07:07.244Z,404194.14,9999,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9999,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:96.0) Gecko/20100101 Firefox/96.0,MacIntel,en-US,en-US,America/Chicago,360,1260,818,1260,668,1260,716,2.4,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,100,0.94
d8b51,18340.3370000015,10208.6000000015,10186.59,10219.763,28560.1000000015,28560.3000000045,2022-01-28T09:24:59.324Z,28566.169,female,1998,college,Polish,8629.94800000596,1537.10000000149,1421.516,1571.452,10201.400000006,10208,2022-01-28T09:24:40.972Z,10219.763,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Win32,pl-PL,pl,Europe/Warsaw,-60,1536,864,1536,674,1536,722,1.25,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.875415282392027
df11b,22940.31,44233.8000000119,44215.285,44246.69,67187,67187.2000000179,2022-01-28T11:45:30.244Z,67192.683,female,1999,college,Norwegian,42611.5450000119,1598.5,1603.102,1619.755,44231.3000000119,44233.7000000179,2022-01-28T11:45:07.290Z,44246.69,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Win32,nb-NO,nb,Europe/Oslo,-60,1280,720,1422,585,1422,632,1.34999990463257,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.900332225913621
df2d3,44181.298,39945.6999999993,39938.537,39955.202,84136.5,84138,2022-01-28T10:08:28.485Z,84146.884,female,,high school,Norwegian,38311.749,1590.19999999925,1561.065,1627.751,39939.5,39945.299999997,2022-01-28T10:07:44.292Z,39955.202,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (X11; CrOS x86_64 14324.62.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.77 Safari/537.36",Linux x86_64,nb-NO,nb,Europe/Oslo,-60,1366,768,1366,601,1366,649,1,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.930232558139535
e0841,154677,51290,51311,51348,206025,206025,2022-01-28T09:58:27.572Z,206051,female,2001,high school,Norwegian,49697,1503,1521,1889,51218,51290,2022-01-28T09:55:52.832Z,51348,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15",MacIntel,nb-NO,nb-NO,Europe/Oslo,-60,1440,900,1440,749,1440,797,1,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.89202657807309
e912c,24485.4,88538,88538.22,88570.6,113056,113057,2022-01-28T09:13:44.344Z,113062.18,male,2001,high school,Norwegian,85249.7,3186,3199.66,3266.3,88516,88535,2022-01-28T09:13:19.822Z,88570.6,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:96.0) Gecko/20100101 Firefox/96.0,Win32,nb-NO,nb-NO,Europe/Oslo,-60,1280,720,1280,595,1280,595,1.5,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.953488372093023
e9e52,28134.1660000004,86775.2000000002,86750.402,86783.734,114917.9,114918.100000001,2022-01-28T09:24:49.549Z,114914.534,female,1998,high school,Norwegian,84712.4850000007,2013.70000000019,1998.483,2031.815,86744.3000000007,86774.9000000004,2022-01-28T09:24:21.405Z,86783.734,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",MacIntel,nb-NO,nb,Europe/Oslo,-60,1440,900,1440,772,1440,820,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.921926910299003
eb176,26785.257,102054.699999999,102044.076,102060.743,128846,128847.199999999,2022-01-28T09:26:01.562Z,128846.375,female,1999,high school,norwegian,100332.623999999,1680.19999999925,1670.942,1704.276,102036.899999999,102054.099999998,2022-01-28T09:25:34.768Z,102060.743,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",MacIntel,nb-NO,nb,Europe/Oslo,-60,1440,900,1440,667,1440,715,1,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.901993355481727
eb8d7,21647.2779999941,134982.700000018,134978.156,134994.822,156642.099999994,156643.200000018,2022-01-28T11:01:29.974Z,156640.528,female,2000,high school,Norwegian,133314.589,1637.5,1533.249,1649.911,134964.5,134982.400000006,2022-01-28T11:01:08.313Z,134994.822,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36",MacIntel,nb-NO,nb,Europe/Oslo,-60,1440,900,1420,697,1420,745,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.92358803986711
ec927,37707,9740,9766,9805,47512,47513,2022-01-28T11:00:28.258Z,47539,female,2001,high school,Norwegian,8100,1459,1494,1559,9594,9738,2022-01-28T10:59:50.483Z,9805,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",MacIntel,nb-no,nb-NO,Europe/Oslo,-60,1440,900,1440,772,1440,820,1,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.887043189368771
f2077,17602.2910000477,17702.2000000477,17702.243,17718.909,35321.2000000477,35321.5,2022-01-28T09:38:11.616Z,35336.293,female,1998,high school,Norwegian,15817.7369999523,1831.79999995232,1813.899,1880.563,17698.2999999523,17702,2022-01-28T09:37:53.996Z,17718.909,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.55 Safari/537.36",MacIntel,nb-NO,nb,Europe/Oslo,-60,1440,900,1440,773,1440,821,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.910299003322259
