pt_cue,pt_target,type,cue_type,target_type,pt_br_cosine
cameri,reparar,nonword,nonword,word,
blutbate,esposa,nonword,nonword,word,
deivas,estudo,nonword,nonword,word,
ketblum,sobreviver,nonword,nonword,word,
tuire,batalhão,nonword,nonword,word,
pazos,grama,nonword,nonword,word,
tracon,religião,nonword,nonword,word,
guarbear,fatal,nonword,nonword,word,
amadog,sermão,nonword,nonword,word,
contrais,garfo,nonword,nonword,word,
partoutro,política,nonword,nonword,word,
oul,montante,nonword,nonword,word,
presergens,calma,nonword,nonword,word,
tranviço,usual,nonword,nonword,word,
ilíasola,chapéu,nonword,nonword,word,
rotu,peixe,nonword,nonword,word,
marições,retorna,nonword,nonword,word,
piacerta,assaltar,nonword,nonword,word,
uníscio,cientista,nonword,nonword,word,
basqui,dor,nonword,nonword,word,
renga,agência,nonword,nonword,word,
engoethe,carga,nonword,nonword,word,
polig,acontecer,nonword,nonword,word,
anessica,rapidez,nonword,nonword,word,
cea,impressão digital,nonword,nonword,word,
adonimo,chantagem,nonword,nonword,word,
gramnico,determinação,nonword,nonword,word,
tromós,furgão,nonword,nonword,word,
artematos,matar,nonword,nonword,word,
guincool,escândalo,nonword,nonword,word,
horjay,sim,nonword,nonword,word,
meiacrestte,tchau,nonword,nonword,word,
mulherça,manter,nonword,nonword,word,
maye,festa,nonword,nonword,word,
merso,raptar,nonword,nonword,word,
atratira,comunicação,nonword,nonword,word,
susro,pular,nonword,nonword,word,
krishmetro,boston,nonword,nonword,word,
fenômera,documento,nonword,nonword,word,
tetravôcópio,assinatura,nonword,nonword,word,
ciços,inferior,nonword,nonword,word,
empressoda,suco,nonword,nonword,word,
empressodor,substituto,nonword,nonword,word,
seoverdo,esporte,nonword,nonword,word,
poajuiza,finalizar,nonword,nonword,word,
perpen,droga,nonword,nonword,word,
tarelhos,televisão,nonword,nonword,word,
foamorte,manteiga,nonword,nonword,word,
secaindo,construção,nonword,nonword,word,
combafor,diabo,nonword,nonword,word,
huguarde,namorado,nonword,nonword,word,
blico,vender,nonword,nonword,word,
sarme,irmão,nonword,nonword,word,
quila,tentar,nonword,nonword,word,
equilina,recentemente,nonword,nonword,word,
crema,desagradável,nonword,nonword,word,
playmero,lamber,nonword,nonword,word,
baadorna,cebola,nonword,nonword,word,
astronôrina,pedra,nonword,nonword,word,
sovon,mastigar,nonword,nonword,word,
videi,braço,nonword,nonword,word,
chera,medalha,nonword,nonword,word,
cleppora,domingo,nonword,nonword,word,
hoxas,mistura,nonword,nonword,word,
plique,para sempre,nonword,nonword,word,
às vleil,beleza,nonword,nonword,word,
exavarmente,fraude,nonword,nonword,word,
sépva,funcional,nonword,nonword,word,
inshoshannacional,testemunho,nonword,nonword,word,
saívo,leste,nonword,nonword,word,
bibliodlandsca,divisão,nonword,nonword,word,
jaro,meio-dia,nonword,nonword,word,
álvak,convés,nonword,nonword,word,
candei,limusine,nonword,nonword,word,
granlução,vaqueiro,nonword,nonword,word,
papu,watson,nonword,nonword,word,
oligar,teoria,nonword,nonword,word,
ranca,cheiro,nonword,nonword,word,
diarzers,pressione,nonword,nonword,word,
poexaustivo,produção,nonword,nonword,word,
com cialya,pai,nonword,nonword,word,
sandupado,amarelo,nonword,nonword,word,
funva,jaqueta,nonword,nonword,word,
nukin,administrativo,nonword,nonword,word,
talvo,idiota,nonword,nonword,word,
crisdável,filho,nonword,nonword,word,
byl,destino,nonword,nonword,word,
excepciodei,prêmio,nonword,nonword,word,
carás,cronômetro,nonword,nonword,word,
vería,lobo,nonword,nonword,word,
siu,ministério,nonword,nonword,word,
chicmico,presidente,nonword,nonword,word,
indúschar,vodka,nonword,nonword,word,
saphiramente,crânio,nonword,nonword,word,
eir,homicida,nonword,nonword,word,
supõemta,satélite,nonword,nonword,word,
stopa,brilhante,nonword,nonword,word,
inkrypto,júnior,nonword,nonword,word,
leiman,enterrar,nonword,nonword,word,
seqüescialmente,líder,nonword,nonword,word,
cartes,sempre,nonword,nonword,word,
comqueo,preparar,nonword,nonword,word,
hocão,condessa,nonword,nonword,word,
escobrir,porco,nonword,nonword,word,
apermigo,jogo,nonword,nonword,word,
queineta,américa,nonword,nonword,word,
olpy,solar,nonword,nonword,word,
arameijo,champanhe,nonword,nonword,word,
ravenodura,chama,nonword,nonword,word,
unila,psicologia,nonword,nonword,word,
setemlham,autoridade,nonword,nonword,word,
escurun,aceitar,nonword,nonword,word,
nicia,senha,nonword,nonword,word,
ço,resgate,nonword,nonword,word,
envecharpo,ausência,nonword,nonword,word,
trage,quatro,nonword,nonword,word,
causto,comprador,nonword,nonword,word,
eio,vídeo,nonword,nonword,word,
entutankhaasmo,orelha,nonword,nonword,word,
seminálhões,exclusivo,nonword,nonword,word,
puo,semanalmente,nonword,nonword,word,
tresno,dinamite,nonword,nonword,word,
seten,romântico,nonword,nonword,word,
somanganatural,tornado,nonword,nonword,word,
ceptar,exibição,nonword,nonword,word,
imporveis,pato,nonword,nonword,word,
aprogada,desaparecimento,nonword,nonword,word,
tordent,cobra,nonword,nonword,word,
oporturo,execução,nonword,nonword,word,
biinalte,animal,nonword,nonword,word,
hillsboleta,conhecimento,nonword,nonword,word,
diritown,aço,nonword,nonword,word,
thota,comunista,nonword,nonword,word,
miserátrais,queijo,nonword,nonword,word,
busso,mano,nonword,nonword,word,
equida,sentimento,nonword,nonword,word,
quegio,providenciar,nonword,nonword,word,
aquimento,vencedora,nonword,nonword,word,
colhesdo,defender,nonword,nonword,word,
rosel,arma,nonword,nonword,word,
tremmago,dentro,nonword,nonword,word,
tubalhas,charuto,nonword,nonword,word,
fringina,motor,nonword,nonword,word,
considevíeis,fogão,nonword,nonword,word,
pejohnno,professora,nonword,nonword,word,
kraal,amável,nonword,nonword,word,
bavet,manhã,nonword,nonword,word,
perafasta,confusão,nonword,nonword,word,
acico,sugerir,nonword,nonword,word,
artlandcado,encontro,nonword,nonword,word,
raga,atirar,nonword,nonword,word,
estánhar,servo,nonword,nonword,word,
ficos,culpado,nonword,nonword,word,
sebas,patético,nonword,nonword,word,
personatalya,exército,nonword,nonword,word,
vislização,despido,nonword,nonword,word,
intergeistper,porto,nonword,nonword,word,
inesgo,coronel,nonword,nonword,word,
careisdo,inverno,nonword,nonword,word,
gararesta,sinal,nonword,nonword,word,
popudrões,informação,nonword,nonword,word,
digque,velório,nonword,nonword,word,
astroafronta,realmente,nonword,nonword,word,
arplanta,pó,nonword,nonword,word,
changela,estátua,nonword,nonword,word,
preparanhões,emocional,nonword,nonword,word,
cinhosto,batman,nonword,nonword,word,
esfiscação,faminto,nonword,nonword,word,
evizas,glória,nonword,nonword,word,
cluído,sentar,nonword,nonword,word,
tunto,compaixão,nonword,nonword,word,
transgatina,trabalhar,nonword,nonword,word,
aguennalismo,miséria,nonword,nonword,word,
poexaustica,desfecho,nonword,nonword,word,
sheltico,horrível,nonword,nonword,word,
insemann,hematoma,nonword,nonword,word,
burta,atirador de elite,nonword,nonword,word,
roica,efeito,nonword,nonword,word,
bournela,batalha,nonword,nonword,word,
restal,fluido,nonword,nonword,word,
baxá,fé,nonword,nonword,word,
starin,demissão,nonword,nonword,word,
aceice,confessar,nonword,nonword,word,
nheirado,pênis,nonword,nonword,word,
literalatraíste,acima,nonword,nonword,word,
conaguentável,pausa,nonword,nonword,word,
nemouthsário,salada,nonword,nonword,word,
vanes,passado,nonword,nonword,word,
consa,vila,nonword,nonword,word,
amasrife,morango,nonword,nonword,word,
notlev,transmissor,nonword,nonword,word,
pureu,apanhar,nonword,nonword,word,
preocutão,ator,nonword,nonword,word,
bridto,azul,nonword,nonword,word,
tingio,dente,nonword,nonword,word,
elecceler,final,nonword,nonword,word,
gerso,proibir,nonword,nonword,word,
boran,promessa,nonword,nonword,word,
glauco,feio,nonword,nonword,word,
searshadário,frio,nonword,nonword,word,
varativo,sabotar,nonword,nonword,word,
acoscesa,manutenção,nonword,nonword,word,
adoplula,expressar,nonword,nonword,word,
carna,quartel general,nonword,nonword,word,
retuá,mentiroso,nonword,nonword,word,
achavado,alarme,nonword,nonword,word,
difibethesdade,prisão,nonword,nonword,word,
proatrasar,estrutura,nonword,nonword,word,
fácharca,permanecer,nonword,nonword,word,
blica,comer,nonword,nonword,word,
cron,trabalhador,nonword,nonword,word,
sistor,empregada,nonword,nonword,word,
breni,meigo,nonword,nonword,word,
merdor,revista,nonword,nonword,word,
aleijeto,família,nonword,nonword,word,
apalbido,investir,nonword,nonword,word,
garanquei,juramento,nonword,nonword,word,
admillsgado,reino,nonword,nonword,word,
protecçäoedade,fiel,nonword,nonword,word,
exaustinuar,som,nonword,nonword,word,
reneo,predador,nonword,nonword,word,
moderick,campo de batalha,nonword,nonword,word,
cresdência,festival,nonword,nonword,word,
linquabilidade,brinquedo,nonword,nonword,word,
podepeãs,celestial,nonword,nonword,word,
habilivings,manter,nonword,nonword,word,
flectomia,fechado,nonword,nonword,word,
quindico,peça,nonword,nonword,word,
multigues,informante,nonword,nonword,word,
escabrão,bochecha,nonword,nonword,word,
emchilre,físico,nonword,nonword,word,
acrestidade,semana,nonword,nonword,word,
tásse,câncer,nonword,nonword,word,
terburyro,tarde,nonword,nonword,word,
sados,lembrar,nonword,nonword,word,
ewis,almoço,nonword,nonword,word,
jmo,norte,nonword,nonword,word,
contaminocovis,voluntariamente,nonword,nonword,word,
devalium,esquerda,nonword,nonword,word,
displaycia,importância,nonword,nonword,word,
freqüensionalmente,dever,nonword,nonword,word,
gusse,outono,nonword,nonword,word,
lhera,doente,nonword,nonword,word,
verdaliyahro,abrigo,nonword,nonword,word,
erecmista,capitão,nonword,nonword,word,
na realidersham,repugnante,nonword,nonword,word,
geragens,assinar,nonword,nonword,word,
sobroute,montanha,nonword,nonword,word,
bôzei,depressão,nonword,nonword,word,
interbury,pintor,nonword,nonword,word,
aumenções,senhora,nonword,nonword,word,
colhesda,melhoria,nonword,nonword,word,
livinganada,individual,nonword,nonword,word,
brenha,destruição,nonword,nonword,word,
relem,sistema,nonword,nonword,word,
filosomewhe,prender,nonword,nonword,word,
acorminar,estratégia,nonword,nonword,word,
conaceitar,pacote,nonword,nonword,word,
ludos,salvar,nonword,nonword,word,
conadaptar,zona,nonword,nonword,word,
apavoluçäote,preto,nonword,nonword,word,
sudam,nervoso,nonword,nonword,word,
truireira,sonho,nonword,nonword,word,
clante,espaguete,nonword,nonword,word,
sanditrador,notícias,nonword,nonword,word,
sesistnecia,avaliação,nonword,nonword,word,
restruida,gravação,nonword,nonword,word,
aír,especialista,nonword,nonword,word,
varvicado,psicológico,nonword,nonword,word,
de voperd,hiv,nonword,nonword,word,
coleahua,ministro,nonword,nonword,word,
playpoly,prova,nonword,nonword,word,
podez,análise,nonword,nonword,word,
elirir,desconhecido,nonword,nonword,word,
esacorda,pescaria,nonword,nonword,word,
cémia,elegante,nonword,nonword,word,
aguenmático,colapso,nonword,nonword,word,
herbar,comissário,nonword,nonword,word,
bambo,atmosfera,nonword,nonword,word,
ocornida,tomate,nonword,nonword,word,
varonhecer,negócio,nonword,nonword,word,
espionadricks,conteúdo,nonword,nonword,word,
limxa,pensar,nonword,nonword,word,
soker,assistente,nonword,nonword,word,
penlos,rico,nonword,nonword,word,
hebab,fraco,nonword,nonword,word,
obrigate,confiança,nonword,nonword,word,
ninnif,guerreiro,nonword,nonword,word,
tacta,valioso,nonword,nonword,word,
rapri,assassino,nonword,nonword,word,
felicifrões,museu,nonword,nonword,word,
marme,personalidade,nonword,nonword,word,
previlhões,importante,nonword,nonword,word,
protelhar,fúria,nonword,nonword,word,
escobaum,cópia,nonword,nonword,word,
ros,traseiro,nonword,nonword,word,
loirio,guaxinim,nonword,nonword,word,
avoca,opção,nonword,nonword,word,
masarlamento,explosivo,nonword,nonword,word,
gokrishnador,calcular,nonword,nonword,word,
afirdigo,reduzir,nonword,nonword,word,
sechal,lavagem,nonword,nonword,word,
ingramslino,imenso,nonword,nonword,word,
fucir dres,grupo,nonword,nonword,word,
imemulsão,patrulha,nonword,nonword,word,
cislha,cerimônia,nonword,nonword,word,
trola,areia,nonword,nonword,word,
esequívo,paranormal,nonword,nonword,word,
yeur,orifício,nonword,nonword,word,
silenciosomething,dia de nascimento,nonword,nonword,word,
gá,silêncio,nonword,nonword,word,
queideira,pescoço,nonword,nonword,word,
simigualmente,fortuna,nonword,nonword,word,
frequênnho,período,nonword,nonword,word,
queimato,suficiente,nonword,nonword,word,
agratoma,pedido,nonword,nonword,word,
apode,frase,nonword,nonword,word,
equilido,abandono,nonword,nonword,word,
viais,reputação,nonword,nonword,word,
douto,prefeito,nonword,nonword,word,
dya,exercício,nonword,nonword,word,
lutás,marinheiro,nonword,nonword,word,
bengem,programa,nonword,nonword,word,
enedo,modesto,nonword,nonword,word,
somgio,inútil,nonword,nonword,word,
ginssula,clássico,nonword,nonword,word,
pealmôndelo,refrigerante,nonword,nonword,word,
zoz,arrogância,nonword,nonword,word,
sozições,mistério,nonword,nonword,word,
substipert,promotor,nonword,nonword,word,
o suficiegewing,soar,nonword,nonword,word,
prosel,resistir,nonword,nonword,word,
obmeto,livro,nonword,nonword,word,
ocute,engraçado,nonword,nonword,word,
caçõesda,rede,nonword,nonword,word,
sel maixo,armário de roupa,nonword,nonword,word,
congressão,artilharia,nonword,nonword,word,
celen,investidor,nonword,nonword,word,
fragvida,erro,nonword,nonword,word,
posiçäocial,armaria,nonword,nonword,word,
chal,perfeito,nonword,nonword,word,
krate,problema,nonword,nonword,word,
caraguês,constantemente,nonword,nonword,word,
drá,corda,nonword,nonword,word,
ciacalma,formiga,nonword,nonword,word,
pecrar,apreciar,nonword,nonword,word,
prestodo,produzir,nonword,nonword,word,
chares,harmonia,nonword,nonword,word,
rágou,devoção,nonword,nonword,word,
cateu,capela,nonword,nonword,word,
carto,fechar,nonword,nonword,word,
sarcristo,flor,nonword,nonword,word,
sinfe,impotente,nonword,nonword,word,
experichardatar,desapontamento,nonword,nonword,word,
audinhas,poema,nonword,nonword,word,
idrua,descrição,nonword,nonword,word,
geven,julho,nonword,nonword,word,
sebethesdafeira,inspeção,nonword,nonword,word,
expericharestar,usualmente,nonword,nonword,word,
aprontemunha,honestidade,nonword,nonword,word,
nocar,garrafa,nonword,nonword,word,
coberfest,mau,nonword,nonword,word,
baaperta,feminino,nonword,nonword,word,
furabert,indicar,nonword,nonword,word,
torquayto,laranja,nonword,nonword,word,
bitocultor,computador,nonword,nonword,word,
trabakers,notável,nonword,nonword,word,
moaquino,salário,nonword,nonword,word,
fracte,senhorio,nonword,nonword,word,
sarterrubar,rua,nonword,nonword,word,
esging,caminhão,nonword,nonword,word,
perve,voto,nonword,nonword,word,
moris,ajudar,nonword,nonword,word,
senteá,abraço,nonword,nonword,word,
oceâte,receio,nonword,nonword,word,
teragens,bala,nonword,nonword,word,
mè,vigor,nonword,nonword,word,
trasculo,professor,nonword,nonword,word,
meacende,lindo,nonword,nonword,word,
dubet,girar,nonword,nonword,word,
cosad,sede,nonword,nonword,word,
varlampago,traseira,nonword,nonword,word,
auste,literatura,nonword,nonword,word,
disexaustivo,parágrafo,nonword,nonword,word,
uniquíssidade,aconselhar,nonword,nonword,word,
sandar,ótimo,nonword,nonword,word,
aplican,encantador,nonword,nonword,word,
conak,sujeito,nonword,nonword,word,
aguenmalmente,massagem,nonword,nonword,word,
masítodo,mulher,nonword,nonword,word,
deamisto,matemática,nonword,nonword,word,
merequin,qualidade,nonword,nonword,word,
erebi,contrário,nonword,nonword,word,
roflin,prazeroso,nonword,nonword,word,
luminálhões,pessoas,nonword,nonword,word,
frescora,partida,nonword,nonword,word,
caicom,radiação,nonword,nonword,word,
devalium,ir,nonword,nonword,word,
aguencassado,doença,nonword,nonword,word,
comvros,estado,nonword,nonword,word,
cheche,condutor,nonword,nonword,word,
scatvula,cirurgia,nonword,nonword,word,
lette,biológico,nonword,nonword,word,
verichareca,construir,nonword,nonword,word,
saló,título,nonword,nonword,word,
dab,trago,nonword,nonword,word,
triunpamento,completo,nonword,nonword,word,
cevelação,cruel,nonword,nonword,word,
proboiúna,adicional,nonword,nonword,word,
cãique,ainda,nonword,nonword,word,
voluntálhões,lenço,nonword,nonword,word,
fessar,realista,nonword,nonword,word,
aponoria,desenhar,nonword,nonword,word,
sherdacks,mala de viagem,nonword,nonword,word,
cúea,lá,nonword,nonword,word,
dragão,ífientil,nonword,word,nonword,
escutar,quesdono,nonword,word,nonword,
chupar,abdomilhões,nonword,word,nonword,
pessoa,abtucky,nonword,word,nonword,
atual,lhanço,nonword,word,nonword,
quilo,acomgo,nonword,word,nonword,
orgulhoso,abplendo,nonword,word,nonword,
típica,triunpamento,nonword,word,nonword,
pele,quistar,nonword,word,nonword,
milha,exerdente,nonword,word,nonword,
castanho,minma,nonword,word,nonword,
fresco,uto,nonword,word,nonword,
escolher,acomparisa,nonword,word,nonword,
concreto,guartecer,nonword,word,nonword,
quantidade,agrido,nonword,word,nonword,
extra,quesditam,nonword,word,nonword,
nu,gressação,nonword,word,nonword,
pornô,fluêncional,nonword,word,nonword,
jogar,admicistão,nonword,word,nonword,
relativo,adolestruiste,nonword,word,nonword,
ok,oriunnalina,nonword,word,nonword,
armadilha,guataporto,nonword,word,nonword,
ladrão,adordar,nonword,word,nonword,
descanso,avigcia,nonword,word,nonword,
tesouro,standar,nonword,word,nonword,
excepcional,queidecer,nonword,word,nonword,
borboleta,oteda,nonword,word,nonword,
simplesmente,opedar,nonword,word,nonword,
nome,traime,nonword,word,nonword,
colega,aletair,nonword,word,nonword,
agulha,alzer,nonword,word,nonword,
comida,altís,nonword,word,nonword,
miserável,algoliga,nonword,word,nonword,
empurrar,saybi,nonword,word,nonword,
romeu,almozart,nonword,word,nonword,
confiança,altelefô,nonword,word,nonword,
equipamento,trito,nonword,word,nonword,
clube,albertra,nonword,word,nonword,
já,strescinação,nonword,word,nonword,
empresa,alvoretrans,nonword,word,nonword,
probabilidade,namonste,nonword,word,nonword,
contato,ampi,nonword,word,nonword,
unha,ocorrelo,nonword,word,nonword,
chamar,amealistar,nonword,word,nonword,
imperial,eclerica,nonword,word,nonword,
sofá,amigáford,nonword,word,nonword,
impossível,tergo,nonword,word,nonword,
magnético,sforzade,nonword,word,nonword,
apavorante,ammax,nonword,word,nonword,
firmemente,chiplise,nonword,word,nonword,
secretário,antiá,nonword,word,nonword,
ninho,traumado,nonword,word,nonword,
mercenário,quamal,nonword,word,nonword,
serviço,nascomento,nonword,word,nonword,
libra,drinhar,nonword,word,nonword,
companhia,soututamento,nonword,word,nonword,
pintar,tranciar,nonword,word,nonword,
artista,enervação,nonword,word,nonword,
álbum,quille,nonword,word,nonword,
reflexão,matme,nonword,word,nonword,
planeta,mangwaa coberta,nonword,word,nonword,
corpo,arona,nonword,word,nonword,
alerta,arnho,nonword,word,nonword,
calor,arma de rensky,nonword,word,nonword,
vejo,armadunholm,nonword,word,nonword,
habilitar,armário de rblishing,nonword,word,nonword,
seção,armazelhões,nonword,word,nonword,
seguir,merquiteto,nonword,word,nonword,
vírus,arrodrickcia,nonword,word,nonword,
moderno,arsebres,nonword,word,nonword,
nobel,artéções,nonword,word,nonword,
creme,artificiallegheny,nonword,word,nonword,
ganso,arlitisoria,nonword,word,nonword,
leilão,inexvore,nonword,word,nonword,
desperdício,massesinato,nonword,word,nonword,
colina,asnorthsino,nonword,word,nonword,
trevas,honortsida,nonword,word,nonword,
pergunta,asmanganatura,nonword,word,nonword,
lasanha,astronôtência,nonword,word,nonword,
tigela,astronôtente,nonword,word,nonword,
urso,assisguem,nonword,word,nonword,
lendo,assobiliões,nonword,word,nonword,
mel,frescante,nonword,word,nonword,
grátis,barque,nonword,word,nonword,
jurisdição,atirador de echenwald,nonword,word,nonword,
máfia,clarar,nonword,word,nonword,
absolutamente,sumptude,nonword,word,nonword,
cocaína,atorás,nonword,word,nonword,
bíblia,crestvidade,nonword,word,nonword,
personagem,cathetico,nonword,word,nonword,
bebê,attriunfera,nonword,word,nonword,
dados,guo,nonword,word,nonword,
saia,gror,nonword,word,nonword,
tecnologia,atnii,nonword,word,nonword,
telescópio,quesação,nonword,word,nonword,
jazz,kingsalizar,nonword,word,nonword,
clã,auvoircia,nonword,word,nonword,
regra,autoridadelinqüen,nonword,word,nonword,
aniversário,grizzliação,nonword,word,nonword,
pobre,zó,nonword,word,nonword,
frente,azza,nonword,word,nonword,
pena,banus,nonword,word,nonword,
pistola,quila,nonword,word,nonword,
palácio,verda,nonword,word,nonword,
romano,bakersro,nonword,word,nonword,
chave,maratomas,nonword,word,nonword,
mal,apaba,nonword,word,nonword,
sujo,lusco,nonword,word,nonword,
semelhante,lusco,nonword,word,nonword,
arena,reira,nonword,word,nonword,
baía,basenapps,nonword,word,nonword,
de volta,batagens,nonword,word,nonword,
táxi,batabert,nonword,word,nonword,
chuveiro,romônilha,nonword,word,nonword,
herança,plasbado,nonword,word,nonword,
limpar,belun,nonword,word,nonword,
sobremesa,beleques,nonword,word,nonword,
deserto,biquei,nonword,word,nonword,
bravo,biololhões,nonword,word,nonword,
eliminar,naulógico,nonword,word,nonword,
mil,bogrischa,nonword,word,nonword,
templo,deslo,nonword,word,nonword,
burro,bokov,nonword,word,nonword,
conselho,bonitituíam,nonword,word,nonword,
hoje,fruton,nonword,word,nonword,
rapazes,solço,nonword,word,nonword,
quilômetro,briamorte,nonword,word,nonword,
pecado,subsquedo,nonword,word,nonword,
palavra,plexa,nonword,word,nonword,
nacional,pisxo,nonword,word,nonword,
ritual,mitdeiro,nonword,word,nonword,
comboio,cadánais,nonword,word,nonword,
jogatina,calharra,nonword,word,nonword,
masculino,caors,nonword,word,nonword,
amanhã,fade ro tranhã,nonword,word,nonword,
gosto,prescular,nonword,word,nonword,
luminária,inima,nonword,word,nonword,
lealdade,perma,nonword,word,nonword,
examinar,camiquez,nonword,word,nonword,
inferior,camições,nonword,word,nonword,
merecer,campeonatomashevsky,nonword,word,nonword,
setembro,campo de baolworth,nonword,word,nonword,
bota,grecer,nonword,word,nonword,
justo,caplanta,nonword,word,nonword,
motivo,prospela,nonword,word,nonword,
series,capitakehayamo,nonword,word,nonword,
general,capinhal,nonword,word,nonword,
xícara,droideal,nonword,word,nonword,
sofrimento,munga,nonword,word,nonword,
conceito,dioro,nonword,word,nonword,
vingança,jecta,nonword,word,nonword,
voluntário,preiteira,nonword,word,nonword,
oficialmente,carnor,nonword,word,nonword,
numerário,caçõesdo,nonword,word,nonword,
aqui,caçõesdo,nonword,word,nonword,
sensacional,masamento,nonword,word,nonword,
bandeira,aprotelo,nonword,word,nonword,
sherlock,exisa,nonword,word,nonword,
buzina,cavações,nonword,word,nonword,
colher,cecharla,nonword,word,nonword,
robô,dindo,nonword,word,nonword,
dna,ceatractial,nonword,word,nonword,
refugiado,cemitélhões,nonword,word,nonword,
pólvora,centelefô,nonword,word,nonword,
encéfalo,centímebacis,nonword,word,nonword,
lunar,brica,nonword,word,nonword,
agora,cercaxeis,nonword,word,nonword,
coragem,ceredish,nonword,word,nonword,
cantor,ceucrania,nonword,word,nonword,
experimento,tranveja,nonword,word,nonword,
boa,perma,nonword,word,nonword,
incomum,agrepanhe,nonword,word,nonword,
guerra,acertagem,nonword,word,nonword,
multidão,chaguá,nonword,word,nonword,
"apoio, suporte",querruto,nonword,word,nonword,
piano,liffe,nonword,word,nonword,
navegação,chafo de coselati,nonword,word,nonword,
previdência,toeio,nonword,word,nonword,
jipe,apairo,nonword,word,nonword,
terremoto,transcolate,nonword,word,nonword,
mão,cicamiäo,nonword,word,nonword,
mito,presdade,nonword,word,nonword,
sem utilidade,ciênções,nonword,word,nonword,
tribunal,cienglandta,nonword,word,nonword,
gangue,citreiro,nonword,word,nonword,
rachadura,starnico,nonword,word,nonword,
instinto,pulco,nonword,word,nonword,
mês,ciatingia,nonword,word,nonword,
peso,civilizanhar,nonword,word,nonword,
inserir,millsico,nonword,word,nonword,
canto,loweente,nonword,word,nonword,
sanduíche,avernica,nonword,word,nonword,
cultura,cosei,nonword,word,nonword,
dizer,coepera,nonword,word,nonword,
respeito,coemisso,nonword,word,nonword,
perito,cotes,nonword,word,nonword,
naturalmente,famani,nonword,word,nonword,
difícil,descloper,nonword,word,nonword,
vazio,comonuetível,nonword,word,nonword,
devagar,comésões,nonword,word,nonword,
técnico,covia,nonword,word,nonword,
autor,canageiciante,nonword,word,nonword,
guarda,conahansário,nonword,word,nonword,
mãe,comigahl,nonword,word,nonword,
código,compaicões,nonword,word,nonword,
revelação,comeniatamente,nonword,word,nonword,
charme,comkripto,nonword,word,nonword,
gênio,comguildor,nonword,word,nonword,
sobrenatural,transpreendo,nonword,word,nonword,
país,maprimento,nonword,word,nonword,
pessoal,commonwemido,nonword,word,nonword,
lua,computaríeis,nonword,word,nonword,
às vezes,comunicatalyst,nonword,word,nonword,
césar,comulinidade,nonword,word,nonword,
paciente,comuaguenta,nonword,word,nonword,
devagar,contraiatrado,nonword,word,nonword,
óculos,contraísa,nonword,word,nonword,
orgulho,conguções,nonword,word,nonword,
drama,conerius,nonword,word,nonword,
contar,conatrasar,nonword,word,nonword,
propor,kadafiança,nonword,word,nonword,
conflito,nerfidencial,nonword,word,nonword,
jardim zoológico,conaglome,nonword,word,nonword,
cão,confurões,nonword,word,nonword,
fenômeno,congenhei,nonword,word,nonword,
segredo,coquerque,nonword,word,nonword,
gerir,cotrança,nonword,word,nonword,
truque,coprancer,nonword,word,nonword,
diarréia,conhemamento,nonword,word,nonword,
escrivaninha,consenía,nonword,word,nonword,
ninja,stephatantemente,nonword,word,nonword,
ambulância,baquátituição,nonword,word,nonword,
capacete,aprotrução,nonword,word,nonword,
cinema,consríeis,nonword,word,nonword,
bolso,convic,nonword,word,nonword,
colônia,concluíte,nonword,word,nonword,
afogar,concluírio,nonword,word,nonword,
horror,concripto,nonword,word,nonword,
vítima,cópiaratha,nonword,word,nonword,
infeliz,coraagresso,nonword,word,nonword,
financeiramente,lhada,nonword,word,nonword,
garçom,corolhas,nonword,word,nonword,
pacífico,transporação,nonword,word,nonword,
telegrama,truireto,nonword,word,nonword,
verifica,truirida,nonword,word,nonword,
atraente,guntar,nonword,word,nonword,
playboy,neuta,nonword,word,nonword,
pesadelo,rubnio,nonword,word,nonword,
terapia,ishaança,nonword,word,nonword,
foco,criativilinque,nonword,word,nonword,
legião,aguenatura,nonword,word,nonword,
derrubar,marme,nonword,word,nonword,
botão,roquíminoso,nonword,word,nonword,
papel,rêsse,nonword,word,nonword,
atrasado,crisney,nonword,word,nonword,
macaco,calypmetro,nonword,word,nonword,
cobrir,borel,nonword,word,nonword,
senior,rapaeldade,nonword,word,nonword,
cápsula,atrapado,nonword,word,nonword,
sangue,culou,nonword,word,nonword,
total,fraça,nonword,word,nonword,
desamparado,ñor,nonword,word,nonword,
escolta,afircada,nonword,word,nonword,
foguete,desaphiração,nonword,word,nonword,
situação,decal,nonword,word,nonword,
glorioso,destrider,nonword,word,nonword,
esquilo,definichiwa,nonword,word,nonword,
ganho,deimão,nonword,word,nonword,
matéria,deirai,nonword,word,nonword,
xingar,deliciosomething,nonword,word,nonword,
alimentação,denharsão,nonword,word,nonword,
viúva,demofluência,nonword,word,nonword,
maioria,derehamtração,nonword,word,nonword,
injustiça,orite,nonword,word,nonword,
superior,dericksão,nonword,word,nonword,
caixa,serrotal,nonword,word,nonword,
bispo,desaquez,nonword,word,nonword,
dvd,desagrudari,nonword,word,nonword,
distintivo,desapamase,nonword,word,nonword,
o suficiente,mapontamento,nonword,word,nonword,
assassino,descosequêncido,nonword,word,nonword,
paranoico,desinacção,nonword,word,nonword,
jantar,desequem,nonword,word,nonword,
comercial,desequei,nonword,word,nonword,
caracol,masolvimento,nonword,word,nonword,
anarquia,quantino,nonword,word,nonword,
amador,desadopção,nonword,word,nonword,
frango,devonshiminação,nonword,word,nonword,
