"ta_cue","ta_target","type","cue_type","target_type","ta_cosine"
"பயனறவதயம","ஆவணம்","nonword","nonword","word",NA
"ஜகனனருந்தும்","படை","nonword","nonword","word",NA
"குமனiii","தொழில்முறை","nonword","nonword","word",NA
"ivனம்","நரகம்","nonword","nonword","word",NA
"காப்பாரmaathavan","பீர்","nonword","nonword","word",NA
"hzவை","தலைவர்","nonword","nonword","word",NA
"லரனராட்டு","இயக்கி","nonword","nonword","word",NA
"ஔடபல்","புகைப்படக்காரர்","nonword","nonword","word",NA
"துன்பரmaathavan","வணிகர்","nonword","nonword","word",NA
"முன்மொரmaathavan","பேக்கன்","nonword","nonword","word",NA
"படடரு","வெற்றி","nonword","nonword","word",NA
"வலவனனத","மாற்றம்","nonword","nonword","word",NA
"ஒரி","சுவைக்க","nonword","nonword","word",NA
"கல மனனள","தனிப்பட்ட","nonword","nonword","word",NA
"தவuw","குற்றம்","nonword","nonword","word",NA
"ஆபசtnse","கணக்கிட","nonword","nonword","word",NA
"மறி","வா","nonword","nonword","word",NA
"நயஃலைவனம்","ஸ்ட்ராபெரி","nonword","nonword","word",NA
"வர்ரtnse","என்றென்றும்","nonword","nonword","word",NA
"பட்டாரmaathavan","இராணுவம்","nonword","nonword","word",NA
"ளனளியே","பெண்","nonword","nonword","word",NA
"இறை","செனட்டர்","nonword","nonword","word",NA
"மாட்ஓட","விருப்பம்","nonword","nonword","word",NA
"ஆலடனனற","பத்திரிகை","nonword","nonword","word",NA
"μgத்தா","முதன்மை","nonword","nonword","word",NA
"கணமனiii","ஆலி","nonword","nonword","word",NA
"பாதமனiii","பதில்","nonword","nonword","word",NA
"பாதுசtnse","தெய்வீக","nonword","nonword","word",NA
"தயனனதுகாப்பு","பருத்தி","nonword","nonword","word",NA
"தடி","மோசமாக","nonword","nonword","word",NA
"புtw","நேர்த்தியான","nonword","nonword","word",NA
"நவஒம","கிட்டார்","nonword","nonword","word",NA
"ரசிகமனனனத","வைத்து","nonword","nonword","word",NA
"பாஞண","பரலோகத்தில்","nonword","nonword","word",NA
"பலனனளிப்பாடு","உள்ளடக்கம்","nonword","nonword","word",NA
"கூ மனனள","மரபுரிமையாக","nonword","nonword","word",NA
"மேமனiii","மூழ்கி","nonword","nonword","word",NA
"வாஷ மனனள","முழுமை","nonword","nonword","word",NA
"கைப்பமனiii","போர்","nonword","nonword","word",NA
"௦௦வாடை","ஆரம்ப","nonword","nonword","word",NA
"பிரரtnse","கோட்பாடு","nonword","nonword","word",NA
"மஆச்சு","பரிதாபகரமான","nonword","nonword","word",NA
"தொநசtnse","நகரம்","nonword","nonword","word",NA
"ஆங்ரtnse","சோடா","nonword","nonword","word",NA
"அலαβ","நோய்க்குறி","nonword","nonword","word",NA
"மில மனனள","சர்ச்சை","nonword","nonword","word",NA
"எமனயூட்டு","தொலைநகல்","nonword","nonword","word",NA
"ஆண்டரmaathavan","மாவு","nonword","nonword","word",NA
"முஉவ","அநேகமாக","nonword","nonword","word",NA
"குதிரtnse","தொழிலாளி","nonword","nonword","word",NA
"இஆனம்","துரதிர்ஷ்டம்","nonword","nonword","word",NA
"தொழிkr","புரிந்து","nonword","nonword","word",NA
"பிரபசtnse","குழப்பம்","nonword","nonword","word",NA
"ஆட்டமனiii","எப்போதும்","nonword","nonword","word",NA
"படpk","காலை","nonword","nonword","word",NA
"gbதிய","துப்பாக்கி","nonword","nonword","word",NA
"தோண்tl","கடை","nonword","nonword","word",NA
"füற்று","மின்சாரம்","nonword","nonword","word",NA
"தொமனனனத","சென்டிமீட்டர்","nonword","nonword","word",NA
"சநர","மலிவான","nonword","nonword","word",NA
"காலமனனனத","எஃகு","nonword","nonword","word",NA
"வரமறை","சந்தித்தல்","nonword","nonword","word",NA
"கடரகி","நாடு","nonword","nonword","word",NA
"பவை","வாக்களிக்கவும்","nonword","nonword","word",NA
"yfன்க்","மதிப்பிடுதல்","nonword","nonword","word",NA
"சிமனனனத","உறுதியை","nonword","nonword","word",NA
"fxடிவு","மறைவை","nonword","nonword","word",NA
"முரtnse","வேலி","nonword","nonword","word",NA
"நாza","ஹீரோயின்","nonword","nonword","word",NA
"தள்","சிறையில்","nonword","nonword","word",NA
"ஓஊதவை","உடல்","nonword","nonword","word",NA
"இறசனனல","கடத்தப்படுதல்","nonword","nonword","word",NA
"பாய்jr","வாக்கியம்","nonword","nonword","word",NA
"ளம","பகுப்பாய்வு","nonword","nonword","word",NA
"ஈஐரிய","கிறிஸ்துவர்","nonword","nonword","word",NA
"மூpv","சாதாரண","nonword","nonword","word",NA
"புகழமனiii","முக்கோணம்","nonword","nonword","word",NA
"சில நேரmaathavan","அவசரம்","nonword","nonword","word",NA
"	இளேக்","சித்தப்படுத்து","nonword","nonword","word",NA
"வயது சtnse","மூக்கு","nonword","nonword","word",NA
"பதனனற்றுண்டி","தகவல்தொடர்பு","nonword","nonword","word",NA
"மஆச்சு","வழக்கமாக","nonword","nonword","word",NA
"சூப் மனனள","தொற்று","nonword","nonword","word",NA
"ஏகாதிப மனனள","வேலைக்காரன்","nonword","nonword","word",NA
"ஆளமனனனத","ஒப்புதல்","nonword","nonword","word",NA
"டீrw","குறைக்க","nonword","nonword","word",NA
"தொடரமனனனத","உயிரியல்","nonword","nonword","word",NA
"காமனiii","எண்ணம்","nonword","nonword","word",NA
"அரஙயனனம","நெடுஞ்சாலை","nonword","nonword","word",NA
"parapaid","உயிரினம்","nonword","nonword","word",NA
"dwட்டி","தகவல் தெரிவிக்கவும்","nonword","nonword","word",NA
"ஈமஃண்வெளி","செய்தி","nonword","nonword","word",NA
"இயற்கசtnse","தானாகவே","nonword","nonword","word",NA
"பொரtnse","ஆச்சரியமாக","nonword","nonword","word",NA
"pxம்மை","அசிங்கமான","nonword","nonword","word",NA
"ஐஞய்","ஏரி","nonword","nonword","word",NA
"ஜகனனட்டியில்","குழந்தை","nonword","nonword","word",NA
"எஎருள்","பதிவு","nonword","nonword","word",NA
"நியாய மனனள","வேண்டுகோள்","nonword","nonword","word",NA
"உள்ளமனiii","வெறுப்பூட்டும்","nonword","nonword","word",NA
"சூத மனனள","கூட்டமைப்பு","nonword","nonword","word",NA
"அறஇற","நட்சத்திரம்","nonword","nonword","word",NA
"போதுஈச","ஏற்றுக்கொள்ளுங்கள்","nonword","nonword","word",NA
"போpd","குழு","nonword","nonword","word",NA
"சாம மனனள","ஞாயிற்றுக்கிழமை","nonword","nonword","word",NA
"அரடபா","கார்டெல்","nonword","nonword","word",NA
"கனhz","வாரியர்","nonword","nonword","word",NA
"மகpv","பணியாளர்","nonword","nonword","word",NA
"மகி மனனள","தாகம்","nonword","nonword","word",NA
"மக்கசtnse","சிறிய","nonword","nonword","word",NA
"zhகா","சமூக","nonword","nonword","word",NA
"சிமனiii","தாடி","nonword","nonword","word",NA
"	ஒயில்","காற்றோட்டம்","nonword","nonword","word",NA
"மண	மநல","விரும்பும்","nonword","nonword","word",NA
"ஈணறு","இளம்","nonword","nonword","word",NA
"பகபலி","இராணுவம்","nonword","nonword","word",NA
"எல மனனள","இறந்துவிடு","nonword","nonword","word",NA
"தத்மனனனத","சுலபம்","nonword","nonword","word",NA
"கவனசtnse","நீதிபதி","nonword","nonword","word",NA
"பதனனற்றுண்டி","நடிகர்","nonword","nonword","word",NA
"சஙககடட","இயக்குனர்","nonword","nonword","word",NA
"கெடசtnse","வடு","nonword","nonword","word",NA
"fhடிய","அழகு","nonword","nonword","word",NA
"பசஃங்கும்","கொலையாளி","nonword","nonword","word",NA
"பாரம்சtnse","சன்","nonword","nonword","word",NA
"ஜஏஷ்","இழுக்கவும்","nonword","nonword","word",NA
"சிறபரtnse","செறிவு","nonword","nonword","word",NA
"ஆல் மனனள","தொடர்பு","nonword","nonword","word",NA
"wdரன்","பாட்டி","nonword","nonword","word",NA
"ரகசதனனன","விழா","nonword","nonword","word",NA
"விலையமனனனத","சித்திரவதை","nonword","nonword","word",NA
"சதை","நல்ல","nonword","nonword","word",NA
"மூஙவ","ருசியான","nonword","nonword","word",NA
"சுடுஎழ","அழகான","nonword","nonword","word",NA
"மந்தரtnse","உளவியல்","nonword","nonword","word",NA
"மன அழமனனனத","விரும்பத்தகாத","nonword","nonword","word",NA
"மனடனனற","அடுப்பு","nonword","nonword","word",NA
"கணடடர","சாதனம்","nonword","nonword","word",NA
"இலனத்திரை","கடற்படை","nonword","nonword","word",NA
"அனாதைரtnse","இடியட்","nonword","nonword","word",NA
"மாஇட","தூசி","nonword","nonword","word",NA
"விளம்பரபரmaathavan","நீதி","nonword","nonword","word",NA
"ஆஸ் மனனள","சீருடை","nonword","nonword","word",NA
"வயலது","பிளாக்மெயில்","nonword","nonword","word",NA
"கவமனiii","மஞ்சள்","nonword","nonword","word",NA
"ꢒகனிய","பேசு","nonword","nonword","word",NA
"எததத்","லெப்டினென்ட்","nonword","nonword","word",NA
"நகரனனச","சட்ட","nonword","nonword","word",NA
"பரிமனனனத","சிகிச்சையகம்","nonword","nonword","word",NA
"பதமனனக","இராச்சியம்","nonword","nonword","word",NA
"மிரtnse","டிரான்ஸ்மிட்டர்","nonword","nonword","word",NA
"குறைத்தரshrikarsan","கைதி","nonword","nonword","word",NA
"காந் மனனள","சிங்கம்","nonword","nonword","word",NA
"தற் மனனள","பணப்பை","nonword","nonword","word",NA
"சதி","சுயநலமாக","nonword","nonword","word",NA
"கிலோமனiii","பாரம்பரியமாக","nonword","nonword","word",NA
"azறா","விளைவு","nonword","nonword","word",NA
"வேட்றஜ","வெடிக்கும்","nonword","nonword","word",NA
"தங்","வெட்டு","nonword","nonword","word",NA
"எனஃறுவனம்","ஆற்றல்","nonword","nonword","word",NA
"பிக்னிஶர","வாட்சன்","nonword","nonword","word",NA
"அர்மனiii","தொலைபேசி","nonword","nonword","word",NA
"மதிப்மனiii","பொறுப்பற்ற","nonword","nonword","word",NA
"வடதனனன","சிகரெட்","nonword","nonword","word",NA
"இயமனனய","கவசம்","nonword","nonword","word",NA
"அனுபவமரtnse","வருமானம்","nonword","nonword","word",NA
"rxத்து","அணு","nonword","nonword","word",NA
"கூநங","கிருயிர்","nonword","nonword","word",NA
"அராதiii","ஆயுதமே","nonword","nonword","word",NA
"oeதி","புற்றுநோய்","nonword","nonword","word",NA
"வங்கமனiii","தொழில்முனைவோர்","nonword","nonword","word",NA
"இரண்டரmaathavan","பராமரிப்பு","nonword","nonword","word",NA
"அமி","விறைப்பு","nonword","nonword","word",NA
"முமனனனத","பையில்","nonword","nonword","word",NA
"தோளரtnse","உயரம்","nonword","nonword","word",NA
"காசtnse","அழகியரூன்","nonword","nonword","word",NA
"மொரtnse","பிடி","nonword","nonword","word",NA
"ஸ்பூgu","எபிசோடை","nonword","nonword","word",NA
"கரனஃற்றிலும்","துருக்கி","nonword","nonword","word",NA
"மாதிஆற","கம்யூனிஸ்ட்","nonword","nonword","word",NA
"மாரtnse","பொய்யன்","nonword","nonword","word",NA
"பார்ஓர","படைப்பாற்றல்","nonword","nonword","word",NA
"வாdq","அளவு","nonword","nonword","word",NA
"திசtnse","இசைக்குழு","nonword","nonword","word",NA
"பூட்டபரtnse","சேட்டிலைட்","nonword","nonword","word",NA
"தஙகம்","ஒப்புதல்","nonword","nonword","word",NA
"திமனனனத","பணிப்பெண்","nonword","nonword","word",NA
"கழகனனள","நாசவேலை","nonword","nonword","word",NA
"ஒனறகு","டிசம்பர்","nonword","nonword","word",NA
"தொழிரtnse","ஏவுகணை","nonword","nonword","word",NA
"கலைப்ரtnse","கிங்","nonword","nonword","word",NA
"ஐயனனிப்பு","காடு","nonword","nonword","word",NA
"விரtnse","டிரிபிள்","nonword","nonword","word",NA
"விமனiii","இன்னும்","nonword","nonword","word",NA
"மெனமனiii","மிகவும்","nonword","nonword","word",NA
"ஷெரிஉற","பத்திரிகையாளர்","nonword","nonword","word",NA
"குமனனனத","விமான நிலையங்கள்","nonword","nonword","word",NA
"தெற்இங","சாஸ்","nonword","nonword","word",NA
"அட மனனள","பெருவாரியாக பரவும் தொற்று நோய்","nonword","nonword","word",NA
"பணி","போர்","nonword","nonword","word",NA
"நலwd","கொடுமை","nonword","nonword","word",NA
"நம்சtnse","உலகம்","nonword","nonword","word",NA
"கருத்தில்ரshrikarsan","இறந்துவிட்டது","nonword","nonword","word",NA
"அணயச்","அணுகுமுறை","nonword","nonword","word",NA
"திருiq","மாத்திரை","nonword","nonword","word",NA
"சுமனனனத","நோய்","nonword","nonword","word",NA
"தயனனதுகாப்பு","எலி","nonword","nonword","word",NA
"tbசர்","சரி","nonword","nonword","word",NA
"எஜமjpg","டைனமைட்","nonword","nonword","word",NA
"miரஸ","பக்தி","nonword","nonword","word",NA
"வரஃர்ஜென்ட்","துாண்டில்","nonword","nonword","word",NA
"தெற்இங","ஆமை","nonword","nonword","word",NA
"பசனஸை","குளியலறை","nonword","nonword","word",NA
"ஊணளானட்","தொப்பி","nonword","nonword","word",NA
"தொழிkr","எழுது","nonword","nonword","word",NA
"வணிக ரtnse","map","nonword","nonword","word",NA
"முதுரmaathavan","உறுப்பு","nonword","nonword","word",NA
"வணகயனனம","ஈரகரமான","nonword","nonword","word",NA
"ஈஙபம்","மருமூe","nonword","nonword","word",NA
"கதனயிண்ட்","பணம்","nonword","nonword","word",NA
"ntழ்","விஞ்ஞானம்","nonword","nonword","word",NA
"கரமனiii","சரிவு","nonword","nonword","word",NA
"து மனனள","மகிழ்ச்சி","nonword","nonword","word",NA
"உறுமனனனத","திட்டமிடல்","nonword","nonword","word",NA
"இணையசtnse","நீல","nonword","nonword","word",NA
"சாதனனக","டீனேஜர்","nonword","nonword","word",NA
"வழக்கரmaathavan","வெளிப்புற","nonword","nonword","word",NA
"இயகனனள","செஃப்","nonword","nonword","word",NA
"ஃபஃழ்ச்சி","வேகமாக","nonword","nonword","word",NA
"முன்மனiii","குற்றச்சாட்டு","nonword","nonword","word",NA
"சுற்றரmaathavan","கர்ப்பம்","nonword","nonword","word",NA
"வரமறை","வைட்டமின்","nonword","nonword","word",NA
"பெரரmaathavan","வாக்காளர்","nonword","nonword","word",NA
"வேடமனiii","அச்சகம்","nonword","nonword","word",NA
"mvல்","சாம்பியன்ஷிப்","nonword","nonword","word",NA
"உத்தரரmaathavan","அப்பா","nonword","nonword","word",NA
"விற்ப மனனள","படுக்கை","nonword","nonword","word",NA
"ருlh","இலவச","nonword","nonword","word",NA
"ஃபனனப்ஸ்டிக்","வெள்ளி","nonword","nonword","word",NA
"ஞமடகை","பசி","nonword","nonword","word",NA
"நோயாஇற","முழு","nonword","nonword","word",NA
"இலனர்லாக்","வேலைநிறுத்தம்","nonword","nonword","word",NA
"ரறத்து","ரோம்","nonword","nonword","word",NA
"ndம்பை","கையொப்பம்","nonword","nonword","word",NA
"இணைய மனனனத","பரிசு","nonword","nonword","word",NA
"நிகழமனiii","இளவரசன்","nonword","nonword","word",NA
"xkதம்","உடன்படிக்கை","nonword","nonword","word",NA
"திகனனர","செலவு","nonword","nonword","word",NA
"அரஃப்பாய்","ransom","nonword","nonword","word",NA
"எமஃழ்த்து","புறப்பாடு","nonword","nonword","word",NA
"டிர மனனள","நாரி","nonword","nonword","word",NA
"ஆராய மனனள","குறிக்கவும்","nonword","nonword","word",NA
"அசாரனனச","ஹாம்பர்கர்","nonword","nonword","word",NA
"bhம்பு","விற்பனை","nonword","nonword","word",NA
"நம்சtnse","காலாண்டு","nonword","nonword","word",NA
"தொழிலரmaathavan","சூரிய","nonword","nonword","word",NA
"மே௦௦","எதிர்மறை","nonword","nonword","word",NA
"அனமjpg","புராண","nonword","nonword","word",NA
"கிறி மனனள","சுற்றளவு","nonword","nonword","word",NA
"விnl","ஆரஞ்சு","nonword","nonword","word",NA
"சம்தனனக","பட்டதாரி","nonword","nonword","word",NA
"முனைரtnse","மாவட்டம்","nonword","nonword","word",NA
"இறங மனனள","கோபம்","nonword","nonword","word",NA
"தேர்jp","முக்கியத்துவம்","nonword","nonword","word",NA
"சங்கரtnse","கேக்","nonword","nonword","word",NA
"விரமனனனத","புயல்","nonword","nonword","word",NA
"மெரtnse","சிகார்","nonword","nonword","word",NA
"ஔகஸ்ட்","பிரசங்கம்","nonword","nonword","word",NA
"மதசtnse","கடினமான","nonword","nonword","word",NA
"உரைமனனனத","கன்னத்தில்","nonword","nonword","word",NA
"வலஃருவிழா","நட்பு","nonword","nonword","word",NA
"சடடனனற","இரால்","nonword","nonword","word",NA
"பதிபiii","புதைத்துங்கள்","nonword","nonword","word",NA
"பொழுரmaathavan","ரோந்து","nonword","nonword","word",NA
"ஃபனனளையாட்டு","அறிவு","nonword","nonword","word",NA
"விமனனனத","கைக்குட்டை","nonword","nonword","word",NA
"தயனனல்வாக்கு","தவறு","nonword","nonword","word",NA
"உற்சtnse","உதவியாளர்","nonword","nonword","word",NA
"வாறகக","கண்டுபிடிக்க","nonword","nonword","word",NA
"ஏலஆழ","ஜூலியட்","nonword","nonword","word",NA
"ctனஸ்","பேராசிரியர்","nonword","nonword","word",NA
"பூண்kg","பெரிதும்","nonword","nonword","word",NA
"வெமனனனத","நேரடியாக","nonword","nonword","word",NA
"நிலநடசtnse","முன்னோக்கு","nonword","nonword","word",NA
"குண்wl","தொலைக்காட்சி","nonword","nonword","word",NA
"கணமனனனத","வேட்டையாடு","nonword","nonword","word",NA
"இலவங்கபரmaathavan","கண்கவர்","nonword","nonword","word",NA
"rrன்","காது","nonword","nonword","word",NA
"இஏப்ப","டைமர்","nonword","nonword","word",NA
"பயனே போன்ற","உச்சரிப்பு","nonword","nonword","word",NA
"தெமனனனத","சிறுவன்","nonword","nonword","word",NA
"இச்","குமட்டல்","nonword","nonword","word",NA
"கோமனனனத","சிறுநீர்","nonword","nonword","word",NA
"தபனவ்வாய்","உடை","nonword","nonword","word",NA
"அழரtnse","முழங்கால்","nonword","nonword","word",NA
"நிரtnse","சூனியக்காரி","nonword","nonword","word",NA
"ஆதவதயம","மயோனைசே","nonword","nonword","word",NA
"தோல்pu","குடும்பம்","nonword","nonword","word",NA
"மெரtnse","படுக்கையறை","nonword","nonword","word",NA
"யஈரம்","பணக்கார","nonword","nonword","word",NA
"அறிவமனiii","நண்பகல்","nonword","nonword","word",NA
"உற்சtnse","சந்தோஷமாக","nonword","nonword","word",NA
"இரநதை","குடித்துவிட்டு","nonword","nonword","word",NA
"ஏளவை","ராப்","nonword","nonword","word",NA
"தற்சமனiii","நியாயமற்ற","nonword","nonword","word",NA
"lpவர்","ஆம்","nonword","nonword","word",NA
"சதி","நேர்மை","nonword","nonword","word",NA
"உரிமை","உரிமையாளர்","nonword","nonword","word",NA
"ஓளற்றி","எங்காவது","nonword","nonword","word",NA
"னபடி","திரையரங்கம்","nonword","nonword","word",NA
"rgரத","மறைமுகமாக","nonword","nonword","word",NA
"hsருகு","ஓவியர்","nonword","nonword","word",NA
"சுதநரtnse","அபத்தமான","nonword","nonword","word",NA
"அதமனனய","கதவு","nonword","nonword","word",NA
"சடரனை","கூடுதல்","nonword","nonword","word",NA
"ரோமிஓள","பெருமூளைக்குரிய","nonword","nonword","word",NA
"δhன்","புகைப்படம்","nonword","nonword","word",NA
"மூரயத","திறமையான","nonword","nonword","word",NA
"dwழை","உற்பத்தி","nonword","nonword","word",NA
"ssp","லிங்க்","nonword","nonword","word",NA
"fxவடை","நகைச்சுவை","nonword","nonword","word",NA
"தயனனண்ட்விச்","பார்வை","nonword","nonword","word",NA
"வலஃகோயின்","கவிதை","nonword","nonword","word",NA
"மருத்துவ அரshrikarsan","முதலாளித்துவம்","nonword","nonword","word",NA
"காரtnse","கீழே","nonword","nonword","word",NA
"ஓய்வு","aluri","nonword","word","nonword",NA
"பாராட்டு","facbe","nonword","word","nonword",NA
"உருவாக்கம்","ssp","nonword","word","nonword",NA
"ஏகாதிபத்தியது","ஸரtel","nonword","word","nonword",NA
"அம்மா","parakermal","nonword","word","nonword",NA
"நிதி","poweegess","nonword","word","nonword",NA
"அதிர்வெண்","ransel","nonword","word","nonword",NA
"பாக்கெட்","requerosr","nonword","word","nonword",NA
"இருத்தல்","eyrogance","nonword","word","nonword",NA
"தானிய","அக்மனiii","nonword","word","nonword",NA
"சுகாதார","அஙகசு","nonword","word","nonword",NA
"தினசரி","அசிஙமனனனத","nonword","word","nonword",NA
"கேபிள்","அச்தiii","nonword","word","nonword",NA
"புகழ்பெற்ற","அடுக்குமாடரshrikarsan","nonword","word","nonword",NA
"படித்தல்","அடரtnse","nonword","word","nonword",NA
"மகிழ்ச்சி","அடைரtnse","nonword","word","nonword",NA
"நியாயமான","அட்கனனள","nonword","word","nonword",NA
"வெறுப்பு","அட்லரtnse","nonword","word","nonword",NA
"காந்தங்கள்","எனு","nonword","word","nonword",NA
"வருகை","அணு மனனள","nonword","word","nonword",NA
"பம்ப்","அண்ணனமனனனத","nonword","word","nonword",NA
"வெப்ப","அதிகபரmaathavan","nonword","word","nonword",NA
"பார்வை","அதிகாரரtnse","nonword","word","nonword",NA
"எலுமிச்சை பாணம்","அதிமனனனத","nonword","word","nonword",NA
"பிரிவு","அநேயனனர","nonword","word","nonword",NA
"ஆல்கஹால்","அநஈழ","nonword","word","nonword",NA
"பாத்திரம்","அபத்மனiii","nonword","word","nonword",NA
"வெளிப்பாடு","அபபமா","nonword","word","nonword",NA
"சிப்","அபபமா","nonword","word","nonword",NA
"வழக்கறிஞர்","அமெரிக்கரshrikarsan","nonword","word","nonword",NA
"கோயில்","அமைசமனனனத","nonword","word","nonword",NA
"மான்ஸ்டர்","அமைசtnse","nonword","word","nonword",NA
"ரோபோ","அமமணி","nonword","word","nonword",NA
"கழுதை","அமமணி","nonword","word","nonword",NA
"பொருந்தும்","அம மனனள","nonword","word","nonword",NA
"உருகும்","அம மனனள","nonword","word","nonword",NA
"waiter","அமமரா","nonword","word","nonword",NA
"போட்டியில்","அரசியலரmaathavan","nonword","word","nonword",NA
"செயலில்","அரசயனனர","nonword","word","nonword",NA
"பட்ஜெட்","அரசயனனர","nonword","word","nonword",NA
"குறியீடு","அரசியமனiii","nonword","word","nonword",NA
"சிறப்புரிமை","அரஙய","nonword","word","nonword",NA
"வறுமை","அரகதயல","nonword","word","nonword",NA
"மாதிரி","அருங்காரmaathavan","nonword","word","nonword",NA
"சந்தேகம்","அலுவமனiii","nonword","word","nonword",NA
"அராஜகம்","அவசமjpg","nonword","word","nonword",NA
"உற்சாகம்","அழ ஒர","nonword","word","nonword",NA
"பவர்","அழபjs","nonword","word","nonword",NA
"கொலையாளி","அழபjs","nonword","word","nonword",NA
"எதுவும் இல்லை","அழகிசtnse","nonword","word","nonword",NA
"டோஸ்","அழnj","nonword","word","nonword",NA
"வீடு","அழnj","nonword","word","nonword",NA
"சென்சார்","அழிமனனனத","nonword","word","nonword",NA
"தாங்க","அழுசtnse","nonword","word","nonword",NA
"ஆதரவு","அளஞண","nonword","word","nonword",NA
"ஆயா","அறமனனனத","nonword","word","nonword",NA
"நங்கூரம்","அறி மனனள","nonword","word","nonword",NA
"தந்திரம்","அறிவமனனனத","nonword","word","nonword",NA
"வெற்றி","அறதபு","nonword","word","nonword",NA
"பேட்ஜ்","அறுவைரmaathavan","nonword","word","nonword",NA
"பசிபிக்","அற் மனனள","nonword","word","nonword",NA
"பச்சை","அனசtnse","nonword","word","nonword",NA
"கோபுரம்","அன மனனள","nonword","word","nonword",NA
"போர்","ஆக் மனனள","nonword","word","nonword",NA
"தற்செயலாக","ஆசிரtnse","nonword","word","nonword",NA
"கண்ணீர்","ஆச்சரரmaathavan","nonword","word","nonword",NA
"மில்லியன்","ஆட்டகசtnse","nonword","word","nonword",NA
"சிறப்பு","ஆணைமனனனத","nonword","word","nonword",NA
"சனிக்கிழமை","ஆணமனனனத","nonword","word","nonword",NA
"இறைவன்","ஆதகனனள","nonword","word","nonword",NA
"நவீன","ஆத்மனனனத","nonword","word","nonword",NA
"மாசு","ஆபதமனனனத","nonword","word","nonword",NA
"கவனம்","ஆபதனனக","nonword","word","nonword",NA
"மது","opை","nonword","word","nonword",NA
"கீறல்","உந்","nonword","word","nonword",NA
"விதி","ஆயகதயல","nonword","word","nonword",NA
"ரொட்டி","ஆயவதயம","nonword","word","nonword",NA
"கணவன்","ஆயரலு","nonword","word","nonword",NA
"சிறிது","ஆயரலு","nonword","word","nonword",NA
"தைரியம்","ஆயரலு","nonword","word","nonword",NA
"உறுப்பினர்","ஆரறனனம","nonword","word","nonword",NA
"நைட்மேர்","ஆரயலய","nonword","word","nonword",NA
"digusting","ஆராய்சரmaathavan","nonword","word","nonword",NA
"ரசிக்கிறது","ஆர்ப்மனனனத","nonword","word","nonword",NA
"டிரெய்லர்","பவி","nonword","word","nonword",NA
"ஸ்மாஷ்","ஆலோசரtnse","nonword","word","nonword",NA
"துடிப்பு","ஆலலனா","nonword","word","nonword",NA
"பாலம்","ஆவஜனல","nonword","word","nonword",NA
"சுறா","ஒடி","nonword","word","nonword",NA
"பிரபல","ஆளனரை","nonword","word","nonword",NA
"இயக்கி","ஆறதனனன","nonword","word","nonword",NA
"கோடைக்கால","உளை","nonword","word","nonword",NA
"டிராகன்","இசைக்மனiii","nonword","word","nonword",NA
"மூன்றாவது","இசைமனனனத","nonword","word","nonword",NA
"உயிருடன்","இடgc","nonword","word","nonword",NA
"கும்பல்","இடககடட","nonword","word","nonword",NA
"மாநாடு","இணகதனனக","nonword","word","nonword",NA
"அவென்யூ","இணமனiii","nonword","word","nonword",NA
"சரி","இதறனனத","nonword","word","nonword",NA
"dvd","இயகதயல","nonword","word","nonword",NA
"குதிரைப்படை","இயக மனனள","nonword","word","nonword",NA
"உலர்ந்த","இயந்மனiii","nonword","word","nonword",NA
"மாற்றம்","இயந்மனiii","nonword","word","nonword",NA
"நோக்கம்","இரகதனனன","nonword","word","nonword",NA
"கார்பன்","இரட்சரmaathavan","nonword","word","nonword",NA
"முரண்","இராசசtnse","nonword","word","nonword",NA
"ஆண்டு நிறைவு","இரா மனனள","nonword","word","nonword",NA
"இரண்டாவது","இரா மனனள","nonword","word","nonword",NA
"hair","இரஜஜ்","nonword","word","nonword",NA
"தனியார்","இருபசtnse","nonword","word","nonword",NA
"கவுண்டி","இரகவ்","nonword","word","nonword",NA
"சரி","இலக்மனனனத","nonword","word","nonword",NA
"உரை","இலதனல","nonword","word","nonword",NA
"நித்திய","இலைமனiii","nonword","word","nonword",NA
"ஏற்படும்","இல்சtnse","nonword","word","nonword",NA
"குறைந்த","இழவனனத","nonword","word","nonword",NA
"முத்தம்","இழவனனத","nonword","word","nonword",NA
"கட்டளை","இழுகசtnse","nonword","word","nonword",NA
"செயலாளர்","இளfo","nonword","word","nonword",NA
"சுவையான","இளவரரtnse","nonword","word","nonword",NA
"மூல","இறந் மனனள","nonword","word","nonword",NA
"எரிவாயு","இறந்துமனiii","nonword","word","nonword",NA
"அக்கறை","இறகளி","nonword","word","nonword",NA
"திறந்த","இறுதிசtnse","nonword","word","nonword",NA
"வயிற்றுப்போக்கு","இறுரtnse","nonword","word","nonword",NA
"வட்டம்","இறசtnse","nonword","word","nonword",NA
"உதடு","இனcw","nonword","word","nonword",NA
"பழுப்பு","இனிமனனனத","nonword","word","nonword",NA
"nap","இனஃபும்","nonword","word","nonword",NA
"நேரடி","kw","nonword","word","nonword",NA
"பகுதி","ஈரகரசtnse","nonword","word","nonword",NA
"எலும்பு","ஈரணகள","nonword","word","nonword",NA
"மன்னிக்கவும்","ஈரதனனக","nonword","word","nonword",NA
"பெட்டி","ஈர்ரtnse","nonword","word","nonword",NA
"மென்பொருள்","உச்சரtnse","nonword","word","nonword",NA
"ஜாஸ்","உடpb","nonword","word","nonword",NA
"திருப்தி","உடற்பமனனனத","nonword","word","nonword",NA
"மெல்லிய","உடஇள","nonword","word","nonword",NA
"அழைப்பு","உடன்பமனiii","nonword","word","nonword",NA
