"es_cue","es_target","type","cue_type","target_type","es_cosine"
"dereudo","mantener","nonword","nonword","word",NA
"resfriación","trasero","nonword","nonword","word",NA
"destrlo","raza","nonword","nonword","word",NA
"jenación","ministerio","nonword","nonword","word",NA
"udente","brazo","nonword","nonword","word",NA
"evtear","hidrógeno","nonword","nonword","word",NA
"copije","conejo","nonword","nonword","word",NA
"érdelidad","intuición","nonword","nonword","word",NA
"nantura","tratamiento","nonword","nonword","word",NA
"noisembre","calidad","nonword","nonword","word",NA
"clrso","hablar","nonword","nonword","word",NA
"apmilar","universidad","nonword","nonword","word",NA
"figullo","primario","nonword","nonword","word",NA
"póteora","padre","nonword","nonword","word",NA
"dineroacn efectivo","confirmar","nonword","nonword","word",NA
"direduo","el embarazo","nonword","nonword","word",NA
"producmar","legal","nonword","nonword","word",NA
"convertucion","tres","nonword","nonword","word",NA
"disprno","frío","nonword","nonword","word",NA
"chex","salto","nonword","nonword","word",NA
"confrocto","joya","nonword","nonword","word",NA
"predado","empresario","nonword","nonword","word",NA
"egidad","satélite","nonword","nonword","word",NA
"expetrente","contento","nonword","nonword","word",NA
"licía","vela","nonword","nonword","word",NA
"sufreíiento","escapar","nonword","nonword","word",NA
"antado","reparar","nonword","nonword","word",NA
"cariend","ataque","nonword","nonword","word",NA
"descanez","verificar","nonword","nonword","word",NA
"alcousl","infancia","nonword","nonword","word",NA
"inquspino","pensar","nonword","nonword","word",NA
"propjodad","promesa","nonword","nonword","word",NA
"disecil","jalar","nonword","nonword","word",NA
"tonle","ingreso","nonword","nonword","word",NA
"sadvd","capitalismo","nonword","nonword","word",NA
"infllincia","dispositivo","nonword","nonword","word",NA
"cgil","pedazo","nonword","nonword","word",NA
"testargóo","servidor","nonword","nonword","word",NA
"cozcante","circo","nonword","nonword","word",NA
"precioca","canción","nonword","nonword","word",NA
"legias","actuar","nonword","nonword","word",NA
"nacillento","intención","nonword","nonword","word",NA
"cesanto","investigacion","nonword","nonword","word",NA
"camprua","creatividad","nonword","nonword","word",NA
"acchal","adicional","nonword","nonword","word",NA
"talentoco","heroína","nonword","nonword","word",NA
"denvoda","sustituir","nonword","nonword","word",NA
"pector","armada","nonword","nonword","word",NA
"bage","cebolla","nonword","nonword","word",NA
"temporación","obviamente","nonword","nonword","word",NA
"urnante","robar","nonword","nonword","word",NA
"degollaso","camioneta","nonword","nonword","word",NA
"mentso","depredador","nonword","nonword","word",NA
"imperibi","arquitecto","nonword","nonword","word",NA
"maquinario","cigarro","nonword","nonword","word",NA
"fuercude","transmisor","nonword","nonword","word",NA
"atpectivo","champán","nonword","nonword","word",NA
"agradamae","símbolo","nonword","nonword","word",NA
"búsqjida","gorra","nonword","nonword","word",NA
"eneríoa","basura","nonword","nonword","word",NA
"becaso","crimen","nonword","nonword","word",NA
"grede","mamá","nonword","nonword","word",NA
"enfelgo","príncipe","nonword","nonword","word",NA
"asande","mediodía","nonword","nonword","word",NA
"soun","coñac","nonword","nonword","word",NA
"sirender","partido","nonword","nonword","word",NA
"novar","arena","nonword","nonword","word",NA
"polida","brillante","nonword","nonword","word",NA
"trdur","renta","nonword","nonword","word",NA
"pluna","uniforme","nonword","nonword","word",NA
"seeve","destrucción","nonword","nonword","word",NA
"equiit","bostón","nonword","nonword","word",NA
"desga","castillo","nonword","nonword","word",NA
"orgacyo","valiente","nonword","nonword","word",NA
"erhur","hombre murciélago","nonword","nonword","word",NA
"chgime","occidental","nonword","nonword","word",NA
"etir","reunión","nonword","nonword","word",NA
"cuunir","disparo","nonword","nonword","word",NA
"rver","martes","nonword","nonword","word",NA
"lejando","diferente","nonword","nonword","word",NA
"pouna","teniente","nonword","nonword","word",NA
"escuula","fuego","nonword","nonword","word",NA
"lasaiy","morir","nonword","nonword","word",NA
"expeazo","guerrero","nonword","nonword","word",NA
"seapacional","pelear","nonword","nonword","word",NA
"redaexión","espíritu","nonword","nonword","word",NA
"atascador","armadura","nonword","nonword","word",NA
"aluc","hijo","nonword","nonword","word",NA
"topaso","píldora","nonword","nonword","word",NA
"platafasma","salvador","nonword","nonword","word",NA
"auderal","estupendo","nonword","nonword","word",NA
"monuesnto","hace poco","nonword","nonword","word",NA
"gaate","venir","nonword","nonword","word",NA
"rirno","abrazo","nonword","nonword","word",NA
"luan","cocinero","nonword","nonword","word",NA
"celeicidad","ubicación","nonword","nonword","word",NA
"pilemide","tomate","nonword","nonword","word",NA
"sacrificación","solicitud","nonword","nonword","word",NA
"nocelente","dormir","nonword","nonword","word",NA
"pecura","importancia","nonword","nonword","word",NA
"ingeggo","energía","nonword","nonword","word",NA
"sesperación","sueño","nonword","nonword","word",NA
"fenótono","árbol","nonword","nonword","word",NA
"iniestimar","increíble","nonword","nonword","word",NA
"perderar","vuelo","nonword","nonword","word",NA
"terropoto","armario","nonword","nonword","word",NA
"bozca","mezcla","nonword","nonword","word",NA
"explrgar","compasión","nonword","nonword","word",NA
"obliría","foto","nonword","nonword","word",NA
"inteizo","gratis","nonword","nonword","word",NA
"proporcionararo","confesar","nonword","nonword","word",NA
"etni","visión","nonword","nonword","word",NA
"talo","regreso","nonword","nonword","word",NA
"imposicie","prisionero","nonword","nonword","word",NA
"añito","queso","nonword","nonword","word",NA
"fanko","pequeña","nonword","nonword","word",NA
"nian","protocolo","nonword","nonword","word",NA
"posplar","desayuno","nonword","nonword","word",NA
"regridad","vacuna","nonword","nonword","word",NA
"manipularso","ministro","nonword","nonword","word",NA
"moinal","mentiroso","nonword","nonword","word",NA
"corrag","prueba","nonword","nonword","word",NA
"espeler","escribiendo","nonword","nonword","word",NA
"colomba","criatura","nonword","nonword","word",NA
"ferroviado","periódico","nonword","nonword","word",NA
"cantaval","comerciante","nonword","nonword","word",NA
"crs","misil","nonword","nonword","word",NA
"lejí","león","nonword","nonword","word",NA
"nazodad","joven","nonword","nonword","word",NA
"recersión","jugo","nonword","nonword","word",NA
"ficil","adrenalina","nonword","nonword","word",NA
"birlamente","fracaso","nonword","nonword","word",NA
"denunciasmente","largo","nonword","nonword","word",NA
"bañarrio","corte","nonword","nonword","word",NA
"collo","radiación","nonword","nonword","word",NA
"circulario","comité","nonword","nonword","word",NA
"aliñado","donación","nonword","nonword","word",NA
"secaal","cumpleaños","nonword","nonword","word",NA
"plerta","paseo","nonword","nonword","word",NA
"naril","supo","nonword","nonword","word",NA
"cipi","explosión","nonword","nonword","word",NA
"presomuesto","condesa","nonword","nonword","word",NA
"impuen","título","nonword","nonword","word",NA
"ortigrafo","local","nonword","nonword","word",NA
"vincoria","cable","nonword","nonword","word",NA
"inmsés","espejo","nonword","nonword","word",NA
"entedor","aceptar","nonword","nonword","word",NA
"mariconario","síndrome","nonword","nonword","word",NA
"compararción","capilla","nonword","nonword","word",NA
"plhwano","traidor","nonword","nonword","word",NA
"sllido","fuerza","nonword","nonword","word",NA
"cargente","microscopio","nonword","nonword","word",NA
"pinzana","precio","nonword","nonword","word",NA
"fuhro","web","nonword","nonword","word",NA
"yunado","norte","nonword","nonword","word",NA
"fílmimente","instrumento","nonword","nonword","word",NA
"rderza","billón","nonword","nonword","word",NA
"refrigedo","prisión","nonword","nonword","word",NA
"operisional","robo","nonword","nonword","word",NA
"atrnd","señora","nonword","nonword","word",NA
"reajo","tormenta","nonword","nonword","word",NA
"baloncilto","amor","nonword","nonword","word",NA
"rtiverso","votar","nonword","nonword","word",NA
"perdedng","refugio","nonword","nonword","word",NA
"annar","longitud","nonword","nonword","word",NA
"taener","único","nonword","nonword","word",NA
"eis","trabajo","nonword","nonword","word",NA
"desperzacio","lobo","nonword","nonword","word",NA
"pegao","nadar","nonword","nonword","word",NA
"sértico","esconder","nonword","nonword","word",NA
"nordesmente","porque","nonword","nonword","word",NA
"inaguramente","mantenerse","nonword","nonword","word",NA
"compasero","pato","nonword","nonword","word",NA
"tostación","impotente","nonword","nonword","word",NA
"lorar","pasión","nonword","nonword","word",NA
"nacicial","hermano","nonword","nonword","word",NA
"coloraso","alfombra","nonword","nonword","word",NA
"estructuración","asqueroso","nonword","nonword","word",NA
"moal","psicología","nonword","nonword","word",NA
"rantes","pez","nonword","nonword","word",NA
"registen","constantemente","nonword","nonword","word",NA
"agandecido","baño","nonword","nonword","word",NA
"integraso","salvar","nonword","nonword","word",NA
"taploma","metal","nonword","nonword","word",NA
"balo","decir","nonword","nonword","word",NA
"sabromente","sordo","nonword","nonword","word",NA
"hospitididad","líquido","nonword","nonword","word",NA
"romate","suponer","nonword","nonword","word",NA
"sertado","físico","nonword","nonword","word",NA
"pandrela","razonable","nonword","nonword","word",NA
"sertado","sin valor","nonword","nonword","word",NA
"meano","sol","nonword","nonword","word",NA
"quitarción","sentimiento","nonword","nonword","word",NA
"xxmero","cama","nonword","nonword","word",NA
"hautar","cigarrillo","nonword","nonword","word",NA
"cúlo","amante","nonword","nonword","word",NA
"incer","patrulla","nonword","nonword","word",NA
"huesado","perfume","nonword","nonword","word",NA
"sandwitt","encantador","nonword","nonword","word",NA
"muano","creer","nonword","nonword","word",NA
"ambuvencia","pasado","nonword","nonword","word",NA
"agrencia","misericordia","nonword","nonword","word",NA
"deugo","cerrar con llave","nonword","nonword","word",NA
"atrmana","superior","nonword","nonword","word",NA
"bosqto","extremo","nonword","nonword","word",NA
"cocaeya","monitor","nonword","nonword","word",NA
"caarón","emergencia","nonword","nonword","word",NA
"neñón","andar","nonword","nonword","word",NA
"noja","naranja","nonword","nonword","word",NA
"curarhombre","dolor","nonword","nonword","word",NA
"lenatad","notario","nonword","nonword","word",NA
"burgo","párrafo","nonword","nonword","word",NA
"prudilegio","alteza","nonword","nonword","word",NA
"abuca","arriba","nonword","nonword","word",NA
"terrorle","gastar","nonword","nonword","word",NA
"gondear","saludar","nonword","nonword","word",NA
"ãºn","producto","nonword","nonword","word",NA
"fldo","suficiente","nonword","nonword","word",NA
"holore","realista","nonword","nonword","word",NA
"balc","dinamita","nonword","nonword","word",NA
"tocao","arsenal","nonword","nonword","word",NA
"dinagaía","sobre","nonword","nonword","word",NA
"seucido","finalizar","nonword","nonword","word",NA
"baleaso","boda","nonword","nonword","word",NA
"indentnso","convento","nonword","nonword","word",NA
"telagar","tienda","nonword","nonword","word",NA
"infipacidad","devoción","nonword","nonword","word",NA
"impresiopinte","teléfono","nonword","nonword","word",NA
"fanto","voluntariamente","nonword","nonword","word",NA
"petrona","padre","nonword","nonword","word",NA
"delyepente","funeral","nonword","nonword","word",NA
"juventeo","hígado","nonword","nonword","word",NA
"vises","sede","nonword","nonword","word",NA
"párpaso","sensible","nonword","nonword","word",NA
"daves","moretón","nonword","nonword","word",NA
"njente","triple","nonword","nonword","word",NA
"incurme","atmósfera","nonword","nonword","word",NA
"sonancia","papá","nonword","nonword","word",NA
"inmosticia","enviar","nonword","nonword","word",NA
"argra","campo de batalla","nonword","nonword","word",NA
"ídamen","timbre","nonword","nonword","word",NA
"insplvar","roca","nonword","nonword","word",NA
"hentamienta","cuello","nonword","nonword","word",NA
"inapligente","ejército","nonword","nonword","word",NA
"propedito","morfina","nonword","nonword","word",NA
"documentarmente","autoridad","nonword","nonword","word",NA
"trbrar","rey","nonword","nonword","word",NA
"cecitante","vestido","nonword","nonword","word",NA
"rrogado","novia","nonword","nonword","word",NA
"perscial","constitución","nonword","nonword","word",NA
"listinto","resistirse","nonword","nonword","word",NA
"banqorro","comunista","nonword","nonword","word",NA
"finaacas","romántico","nonword","nonword","word",NA
"napsula","inversor","nonword","nonword","word",NA
"andiista","sobrevivir","nonword","nonword","word",NA
"exariana","década","nonword","nonword","word",NA
"eladerano","piloto","nonword","nonword","word",NA
"docas","importante","nonword","nonword","word",NA
"ingrlear","noche","nonword","nonword","word",NA
"ironen","premio","nonword","nonword","word",NA
"irrazonadee","ciencia","nonword","nonword","word",NA
"corrasto","fútbol","nonword","nonword","word",NA
"emanjar","reír","nonword","nonword","word",NA
"agtua","organizar","nonword","nonword","word",NA
"llejo","delicioso","nonword","nonword","word",NA
"dietante","biológico","nonword","nonword","word",NA
"magar","conferencia","nonword","nonword","word",NA
"coome","prensa","nonword","nonword","word",NA
"hollinador","camión","nonword","nonword","word",NA
"leice","comprador","nonword","nonword","word",NA
"muñeme","octubre","nonword","nonword","word",NA
"rotso","agujero","nonword","nonword","word",NA
"mallr","tema","nonword","nonword","word",NA
"larar","especialista","nonword","nonword","word",NA
"verranza","túnel","nonword","nonword","word",NA
"seapridad","falso","nonword","nonword","word",NA
"rald","cartel","nonword","nonword","word",NA
"ogo","preocuparse","nonword","nonword","word",NA
"chomar","activar","nonword","nonword","word",NA
"atoc","amigo","nonword","nonword","word",NA
"pequgro","colapso","nonword","nonword","word",NA
"liadio","galaxia","nonword","nonword","word",NA
"ilegim","seguro","nonword","nonword","word",NA
"cecia","cuatro","nonword","nonword","word",NA
"continner","partícula","nonword","nonword","word",NA
"chrida","enseñar","nonword","nonword","word",NA
"telegreea","médico","nonword","nonword","word",NA
"mism","temperatura","nonword","nonword","word",NA
"continuador","verdadero","nonword","nonword","word",NA
"birnia","nación","nonword","nonword","word",NA
"milfbro","el plastico","nonword","nonword","word",NA
"taag","en el interior","nonword","nonword","word",NA
"falce","encantador","nonword","nonword","word",NA
"naquido","computadora","nonword","nonword","word",NA
"arterrumpirles","elevado","nonword","nonword","word",NA
"túo","peligroso","nonword","nonword","word",NA
"reasonal","ejercicio","nonword","nonword","word",NA
"planteaco","izquierda","nonword","nonword","word",NA
"taina","fantasía","nonword","nonword","word",NA
"aycuridad","aeropuerto","nonword","nonword","word",NA
"maeja","fotógrafo","nonword","nonword","word",NA
"malecon","irónico","nonword","nonword","word",NA
"asen","con frecuencia","nonword","nonword","word",NA
"pací","dar","nonword","nonword","word",NA
"mackna","fiebre","nonword","nonword","word",NA
"bozca","prohibir","nonword","nonword","word",NA
"conttel","individual","nonword","nonword","word",NA
"cabaño","demostración","nonword","nonword","word",NA
"preserber","armonía","nonword","nonword","word",NA
"sostroer","escritor","nonword","nonword","word",NA
"seilicio","confianza","nonword","nonword","word",NA
"brroula","invertir","nonword","nonword","word",NA
"areclla","mapa","nonword","nonword","word",NA
"rosit","ayer","nonword","nonword","word",NA
"carata","trueno","nonword","nonword","word",NA
"pusuicidad","fuertemente","nonword","nonword","word",NA
"ognes","comunidad","nonword","nonword","word",NA
"aflo","biología","nonword","nonword","word",NA
"yorí","enfermedad","nonword","nonword","word",NA
"trular","perímetro","nonword","nonword","word",NA
"vegino","matrimonio","nonword","nonword","word",NA
"mática","helicóptero","nonword","nonword","word",NA
"dignrcio","mantenimiento","nonword","nonword","word",NA
"sinimo","desaparición","nonword","nonword","word",NA
"salsa dedíomate","vaquero","nonword","nonword","word",NA
"atraico","hermano","nonword","nonword","word",NA
"trnteo","ayudar","nonword","nonword","word",NA
"artemocto","poner","nonword","nonword","word",NA
"cirumbno","agresor","nonword","nonword","word",NA
"medianoctt","produce","nonword","nonword","word",NA
"laneo","directamente","nonword","nonword","word",NA
"castiar","dinero","nonword","nonword","word",NA
"rys","gente","nonword","nonword","word",NA
"adelrtencia","atrapar","nonword","nonword","word",NA
"mentel","epidemia","nonword","nonword","word",NA
"jueso","temprano","nonword","nonword","word",NA
"tuanchar","nieve","nonword","nonword","word",NA
"kirámetro","coartada","nonword","nonword","word",NA
"acomodación","construir","nonword","nonword","word",NA
"vayara","diente","nonword","nonword","word",NA
"telescusio","amistoso","nonword","nonword","word",NA
"honsor","teoría","nonword","nonword","word",NA
"cibel","misterio","nonword","nonword","word",NA
"amparada","deporte","nonword","nonword","word",NA
"ensayador","barato","nonword","nonword","word",NA
"seguíao","pedido","nonword","nonword","word",NA
"pobrrca","recordar","nonword","nonword","word",NA
"perdie","concierto","nonword","nonword","word",NA
"colute","semana","nonword","nonword","word",NA
"talba","cámping","nonword","nonword","word",NA
"senoeto","convenio","nonword","nonword","word",NA
"huhalde","invierno","nonword","nonword","word",NA
"osco","retirar","nonword","nonword","word",NA
"inteagrupar","cerrado","nonword","nonword","word",NA
"tebulo","accidente","nonword","nonword","word",NA
"panttala","arrogancia","nonword","nonword","word",NA
"comona","coche","nonword","nonword","word",NA
"suer","salir","nonword","nonword","word",NA
"rasgíbo","funcional","nonword","nonword","word",NA
"aspirido","oficina","nonword","nonword","word",NA
"suhuir","cráneo","nonword","nonword","word",NA
"tinara","elección","nonword","nonword","word",NA
"hobbl","desagradable","nonword","nonword","word",NA
"tacoue","cicatriz","nonword","nonword","word",NA
"maños","borracho","nonword","nonword","word",NA
"virí","abandonar","nonword","nonword","word",NA
"mascrnino","evaluación","nonword","nonword","word",NA
"jio","tenis","nonword","nonword","word",NA
"inteitacional","sombrero","nonword","nonword","word",NA
"neudio","error","nonword","nonword","word",NA
"bibliotení","diciembre","nonword","nonword","word",NA
"jais","egoísta","nonword","nonword","word",NA
"tentante","pistola","nonword","nonword","word",NA
"evolnsión","juliet","nonword","nonword","word",NA
"extraditamente","deber","nonword","nonword","word",NA
"pasq","rápidamente","nonword","nonword","word",NA
"ahsmar","testimonio","nonword","nonword","word",NA
"vejee","valioso","nonword","nonword","word",NA
"boll","extraño","nonword","nonword","word",NA
"dirtrea","mojado","nonword","nonword","word",NA
"ankia","problema","nonword","nonword","word",NA
"delegario","gay","nonword","nonword","word",NA
"poastivo","mañana","nonword","nonword","word",NA
"induceria","martillo","nonword","nonword","word",NA
"blrico","trágico","nonword","nonword","word",NA
"preobiendo","garaje","nonword","nonword","word",NA
"nutt","habla a","nonword","nonword","word",NA
"lláiia","samurai","nonword","nonword","word",NA
"beyl","inspección","nonword","nonword","word",NA
"nosee","arrestar","nonword","nonword","word",NA
"saludalae","casado","nonword","nonword","word",NA
"ntr","irresponsable","nonword","nonword","word",NA
"nocepcional","espectacular","nonword","nonword","word",NA
"inspecmar","deseo","nonword","nonword","word",NA
"tinal","masticar","nonword","nonword","word",NA
"rlicalar","comedia","nonword","nonword","word",NA
"atraíco","sospechar","nonword","nonword","word",NA
"cabremente","utilizar","nonword","nonword","word",NA
"mevadional","prototipo","nonword","nonword","word",NA
"ier","todavía","nonword","nonword","word",NA
"senbiembre","metro","nonword","nonword","word",NA
"insunso","conexión","nonword","nonword","word",NA
"ofrecismente","secuestrar","nonword","nonword","word",NA
"esenitorio","alarma","nonword","nonword","word",NA
"agsto","sistema","nonword","nonword","word",NA
"elecerón","despido","nonword","nonword","word",NA
"palacía","atlántico","nonword","nonword","word",NA
"plpleta","civilización","nonword","nonword","word",NA
"byo","tranquilo","nonword","nonword","word",NA
"arreglig","barba","nonword","nonword","word",NA
"sangto","que","nonword","nonword","word",NA
"cumbra","alfa","nonword","nonword","word",NA
"prcravera","administrativo","nonword","nonword","word",NA
"slre","menos","nonword","nonword","word",NA
"adhito","chaqueta","nonword","nonword","word",NA
"matie","fraude","nonword","nonword","word",NA
"marchása","zona","nonword","nonword","word",NA
"terf","fiscal","nonword","nonword","word",NA
"mno","abdominal","nonword","nonword","word",NA
"soele","comunicación","nonword","nonword","word",NA
"sobrteatural","suposición","nonword","nonword","word",NA
"seveión","clásico","nonword","nonword","word",NA
"impourar","bala","nonword","nonword","word",NA
"tornis","silencio","nonword","nonword","word",NA
"fuforo","náusea","nonword","nonword","word",NA
"tellete","probable","nonword","nonword","word",NA
"conditir","roma","nonword","nonword","word",NA
"rmesta","amanecer","nonword","nonword","word",NA
"entusivamo","asqueroso","nonword","nonword","word",NA
"podere","harina","nonword","nonword","word",NA
"ártirable","júnior","nonword","nonword","word",NA
"gaajo","reino","nonword","nonword","word",NA
"ogrente","permanecer","nonword","nonword","word",NA
"guartaa","firma","nonword","nonword","word",NA
"wello","montaña","nonword","nonword","word",NA
"frrómento","gratitud","nonword","nonword","word",NA
"iéndo","danza","nonword","nonword","word",NA
"pregpita","proveer","nonword","nonword","word",NA
"cochate","periodista","nonword","nonword","word",NA
"cordegrafía","arma","nonword","nonword","word",NA
"rinigo","sacerdote","nonword","nonword","word",NA
"sintegrado","oceano","nonword","nonword","word",NA
"vannna","póker","nonword","nonword","word",NA
"considocar","episodio","nonword","nonword","word",NA
"popu","sonar","nonword","nonword","word",NA
"iditl","comida","nonword","nonword","word",NA
"lápiz labitr","reducir","nonword","nonword","word",NA
"raono","paranormal","nonword","nonword","word",NA
"arezculo","dejar","nonword","nonword","word",NA
"repohiero","posibilidad","nonword","nonword","word",NA
"desse","culpable","nonword","nonword","word",NA
"qulmate","acompañar","nonword","nonword","word",NA
"seucir","rodilla","nonword","nonword","word",NA
"personzae","científico","nonword","nonword","word",NA
"vitaa","lesión","nonword","nonword","word",NA
"beza","profesor","nonword","nonword","word",NA
"caarón","ganador","nonword","nonword","word",NA
"kaburón","misión","nonword","nonword","word",NA
"taggeta","colegio","nonword","nonword","word",NA
"astrntauta","juez","nonword","nonword","word",NA
"artifia","mecánico","nonword","nonword","word",NA
"rimne","capacidad","nonword","nonword","word",NA
"sesperación","pene","nonword","nonword","word",NA
"odiodo","débil","nonword","nonword","word",NA
"caprna","perfecto","nonword","nonword","word",NA
"iel","dignidad","nonword","nonword","word",NA
"vindicación","fuertemente","nonword","nonword","word",NA
"casoro","político","nonword","nonword","word",NA
"teumo","informante","nonword","nonword","word",NA
"jurno","estrategia","nonword","nonword","word",NA
"perirnismo","chocolate","nonword","nonword","word",NA
"costoco","siempre","nonword","nonword","word",NA
"solitaca","defender","nonword","nonword","word",NA
"juniza","investigar","nonword","nonword","word",NA
"mediado","hacer","nonword","nonword","word",NA
"insenaar","curar","nonword","nonword","word",NA
"ralyn","estrella","nonword","nonword","word",NA
"poinal","hambriento","nonword","nonword","word",NA
"oporlenidad","sed","nonword","nonword","word",NA
"cupado","eléctrico","nonword","nonword","word",NA
"lntentamente","zapato","nonword","nonword","word",NA
"vabir","prueba","nonword","nonword","word",NA
"jebel","profesor","nonword","nonword","word",NA
"boicn","centenar","nonword","nonword","word",NA
"especupación","grueso","nonword","nonword","word",NA
"lizao","silbar","nonword","nonword","word",NA
"catailler","información","nonword","nonword","word",NA
"letúmbres","navegar","nonword","nonword","word",NA
"crrlito","rebaja","nonword","nonword","word",NA
"reretivo","capitán","nonword","nonword","word",NA
"degradario","amplio","nonword","nonword","word",NA
"peinarsa","frio","nonword","nonword","word",NA
"mueja","de verdad","nonword","nonword","word",NA
"válula","cuatro","nonword","nonword","word",NA
"redmn","actitud","nonword","nonword","word",NA
"prinabilidad","márketing","nonword","nonword","word",NA
"quizty","enorme","nonword","nonword","word",NA
"problean","hamburguesa","nonword","nonword","word",NA
"procnio","loco","nonword","nonword","word",NA
"cítrica","nervioso","nonword","nonword","word",NA
"critr","asistencia","nonword","nonword","word",NA
"maeza","reunirse","nonword","nonword","word",NA
"ferroviado","guitarra","nonword","nonword","word",NA
"espidiante","equipo","nonword","nonword","word",NA
"decama","préstamo","nonword","nonword","word",NA
"prtrecto","polvo","nonword","nonword","word",NA
"prohchido","duro","nonword","nonword","word",NA
"curantía","muchachas","nonword","nonword","word",NA
"remea","global","nonword","nonword","word",NA
"modeme","efecto","nonword","nonword","word",NA
"hamplitar","músculo","nonword","nonword","word",NA
"álidencia","estilo","nonword","nonword","word",NA
"escumpando","honestidad","nonword","nonword","word",NA
"experiquntar","francés","nonword","nonword","word",NA
"slatomía","descripción","nonword","nonword","word",NA
"ardeco","comprender","nonword","nonword","word",NA
"ackepar","exposición","nonword","nonword","word",NA
"veicana","seguir","nonword","nonword","word",NA
"bagüa","presión","nonword","nonword","word",NA
"undo","estudio","nonword","nonword","word",NA
"nté","cardenal","nonword","nonword","word",NA
"tín","algo","nonword","nonword","word",NA
"obsesionación","sabotaje","nonword","nonword","word",NA
"wendimente","pañuelo","nonword","nonword","word",NA
"descripor","fruta","nonword","nonword","word",NA
"ranto","enfermo","nonword","nonword","word",NA
"eptón","senado","nonword","nonword","word",NA
"maracun","asistente","nonword","nonword","word",NA
"lasto","declaración","nonword","nonword","word",NA
"andarador","financiero","nonword","nonword","word",NA
"optisfsta","francotirador","nonword","nonword","word",NA
"susante","motor","nonword","nonword","word",NA
"recoleilar","gracias","nonword","nonword","word",NA
"prena","escuchar","nonword","nonword","word",NA
"envidar","horrible","nonword","nonword","word",NA
"samento","salsa","nonword","nonword","word",NA
"relegio","abuela","nonword","nonword","word",NA
"cubilido","federación","nonword","nonword","word",NA
"espagea","animal","nonword","nonword","word",NA
"regr","intento","nonword","nonword","word",NA
"sonryor","centímetro","nonword","nonword","word",NA
"filososna","mundo","nonword","nonword","word",NA
"arra","pintor","nonword","nonword","word",NA
"shrn","manguera","nonword","nonword","word",NA
"contnstar","paseo","nonword","nonword","word",NA
"reterar","museo","nonword","nonword","word",NA
"carrerouprofesional","determinación","nonword","nonword","word",NA
"reaccionador","alucinación","nonword","nonword","word",NA
"resistrocia","usual","nonword","nonword","word",NA
"respsider","batallón","nonword","nonword","word",NA
"imb","espeluznante","nonword","nonword","word",NA
"elimpaar","rescate","nonword","nonword","word",NA
"cobrerencia","fax","nonword","nonword","word",NA
"bor","oler","nonword","nonword","word",NA
"plciboy","gracioso","nonword","nonword","word",NA
"inona","líder","nonword","nonword","word",NA
"poice","velocidad","nonword","nonword","word",NA
"rotir","vih","nonword","nonword","word",NA
"huyeo","explosivo","nonword","nonword","word",NA
"rodi","contrario","nonword","nonword","word",NA
"hoduro","desarrollo","nonword","nonword","word",NA
"busar","actualizar","nonword","nonword","word",NA
"grandioco","famoso","nonword","nonword","word",NA
"itora","come","nonword","nonword","word",NA
"esatonaje","nuclear","nonword","nonword","word",NA
"sanje","coronel","nonword","nonword","word",NA
"peución","equipar","nonword","nonword","word",NA
"rrogada","exagerar","nonword","nonword","word",NA
"sahuciado","música","nonword","nonword","word",NA
"crgia","televisión","nonword","nonword","word",NA
"amparada","edificio","nonword","nonword","word",NA
"valicitar","mosca","nonword","nonword","word",NA
"goroe","watson","nonword","nonword","word",NA
"reanate","elemento","nonword","nonword","word",NA
"manja","encontrar","nonword","nonword","word",NA
"ramer","alrededor","nonword","nonword","word",NA
"secuestrul","silla","nonword","nonword","word",NA
"habére","pulgar","nonword","nonword","word",NA
"especializabase","solitario","nonword","nonword","word",NA
"continner","cínico","nonword","nonword","word",NA
"bksalvo","hermosa","nonword","nonword","word",NA
"escordr","conductor","nonword","nonword","word",NA
"gos","oxígeno","nonword","nonword","word",NA
"odiáario","estructura","nonword","nonword","word",NA
"paquamento","injusto","nonword","nonword","word",NA
"hollinador","chantaje","nonword","nonword","word",NA
"freclincia","desnudo","nonword","nonword","word",NA
"diablemente","indicar","nonword","nonword","word",NA
"rubi","inyección","nonword","nonword","word",NA
"sepcr","finalmente","nonword","nonword","word",NA
"solitado","niño","nonword","nonword","word",NA
"pasease","libro","nonword","nonword","word",NA
"impresaln","letra","nonword","nonword","word",NA
"harba","financiación","nonword","nonword","word",NA
"guacno","honor","nonword","nonword","word",NA
"esclijo","jugador","nonword","nonword","word",NA
"burgo","señal","nonword","nonword","word",NA
"nulea","banda","nonword","nonword","word",NA
"smerno","rata","nonword","nonword","word",NA
"zacina","militar","nonword","nonword","word",NA
"sipincio","asesino","nonword","nonword","word",NA
"merán","niebla","nonword","nonword","word",NA
"fundera","tornado","nonword","nonword","word",NA
"inúfoy","pasaporte","nonword","nonword","word",NA
"síntrga","calendario","nonword","nonword","word",NA
"laiked","clínica","nonword","nonword","word",NA
"rdera","america","nonword","nonword","word",NA
"enxxivo","venus","nonword","nonword","word",NA
"rdeto","dólar","nonword","nonword","word",NA
"seminada","si","nonword","nonword","word",NA
"aina","micrófono","nonword","nonword","word",NA
"luccr","girar","nonword","nonword","word",NA
"deannda","bosque","nonword","nonword","word",NA
"sond","cuerda","nonword","nonword","word",NA
"cañoo","costa","nonword","nonword","word",NA
"blido","mayonesa","nonword","nonword","word",NA
"sornar","asesino","nonword","nonword","word",NA
"ciizo","generoso","nonword","nonword","word",NA
