hi_cue,hi_target,type,cue_type,target_type,hi_cosine
विम,खिलाड़ी,nonword,nonword,word,
नाज़्य,अधिकार,nonword,nonword,word,
नाबी,टहलना,nonword,nonword,word,
ना्तकी,मज़दूर,nonword,nonword,word,
यसम,गतिविधि,nonword,nonword,word,
नाां,मज़ाक,nonword,nonword,word,
अल्रिमास,विरासत में प्राप्त करना,nonword,nonword,word,
निलेख,अक्सर,nonword,nonword,word,
निज़ा,गोली,nonword,nonword,word,
निटा,प्रवेश,nonword,nonword,word,
निसेब,लहज़ा,nonword,nonword,word,
नियार्थी,पिता,nonword,nonword,word,
निप,हेरोइन,nonword,nonword,word,
निरिभाषा,डॉलर,nonword,nonword,word,
पसेक्शा,सहायता,nonword,nonword,word,
वेक्शा,वायुमंडल,nonword,nonword,word,
नि्यशाला,रिएक्टर,nonword,nonword,word,
निहित्य,कृत्रिम,nonword,nonword,word,
निषकृष्ट,प्रमाण,nonword,nonword,word,
निष्ंद,गद्दार,nonword,nonword,word,
निष्यवादी,तेज़ी,nonword,nonword,word,
निषरिकोण,प्राथमिक,nonword,nonword,word,
नीरस,प्यास,nonword,nonword,word,
खाति,संपत्ति,nonword,nonword,word,
नी का खाना,फ़ुटबॉल,nonword,nonword,word,
नीला्य,दुकान,nonword,nonword,word,
नेटसीबत,ठंडा,nonword,nonword,word,
यनबेल,योद्धा,nonword,nonword,word,
न्य़दूर,दांत,nonword,nonword,word,
खतड़,जनतंत्र,nonword,nonword,word,
पंचाधा,प्रभात,nonword,nonword,word,
रव़ना,रोग,nonword,nonword,word,
योला,किराया,nonword,nonword,word,
घटि,अमेरिका,nonword,nonword,word,
पत्रायेदार,दंतकथा,nonword,nonword,word,
पथ प्रे से ही,स्थान,nonword,nonword,word,
पनडरुद्ध,कांटा,nonword,nonword,word,
शहप,चैंपियनशिप,nonword,nonword,word,
टह,सेंटीमीटर,nonword,nonword,word,
आमत,पदक,nonword,nonword,word,
परशासन,सूचना देनेवाला,nonword,nonword,word,
हारल जाना,व्यक्तिगत,nonword,nonword,word,
परिंदरता,कानूनी,nonword,nonword,word,
परिवमान्य,अखबार,nonword,nonword,word,
परिद्यालय,बाजू,nonword,nonword,word,
परश्क,मतदाता,nonword,nonword,word,
पशमदिन,बिजली,nonword,nonword,word,
नोंद,अंडा,nonword,nonword,word,
पहचभ्रम,ढहना,nonword,nonword,word,
पहल यु तर,नौकरानी,nonword,nonword,word,
मोाड़ी,अनोखा,nonword,nonword,word,
पागसबॉल,वनीला,nonword,nonword,word,
मंप,सोडा,nonword,nonword,word,
पालना बनाना,युक्ति,nonword,nonword,word,
उतस,घिनौना,nonword,nonword,word,
पिक्षस,रेत,nonword,nonword,word,
पिलो,महारानी,nonword,nonword,word,
उपता,वैन,nonword,nonword,word,
पियादल,हेलीकॉप्टर,nonword,nonword,word,
पिचालित,मंत्री,nonword,nonword,word,
पिश्किल,शायद ही कभी,nonword,nonword,word,
पेय यात्मक,तुर्की,nonword,nonword,word,
बूहन,हाइवे,nonword,nonword,word,
सोरुष,साम्राज्य,nonword,nonword,word,
बेल,हेरफेर करना,nonword,nonword,word,
पुष्स्थित,छेद,nonword,nonword,word,
पुस्रिमास,बच जाना,nonword,nonword,word,
बैट,सीनेटर,nonword,nonword,word,
लिंशन,मतिभ्रम,nonword,nonword,word,
पैरार्थी,योग्यता,nonword,nonword,word,
टरर्न,अपराधी,nonword,nonword,word,
छाता,ग्राहक,nonword,nonword,word,
पौ्र,दिसंबर,nonword,nonword,word,
मनधा,रोशनी,nonword,nonword,word,
प्र्राज्य,फिरौती,nonword,nonword,word,
प्र्षक,विवाद,nonword,nonword,word,
योधू,ग्राम,nonword,nonword,word,
प्रतिप्रद,सरकार,nonword,nonword,word,
प्रतद होना,बनाए रखना,nonword,nonword,word,
प्रविधान,कोहरा,nonword,nonword,word,
प्रदैंगिक,दबाव,nonword,nonword,word,
प्रुचित,खींचना,nonword,nonword,word,
प्रनेट,हमेशा के लिए,nonword,nonword,word,
प्रसबॉल,ईसाई,nonword,nonword,word,
प्रतिबन विद्युत,जांच,nonword,nonword,word,
प्करना,लिमोसिन,nonword,nonword,word,
रकरना,लंबा,nonword,nonword,word,
प्रभरिल्ला,स्थान,nonword,nonword,word,
पोरोध,उदार,nonword,nonword,word,
प्रेदार,करुणा,nonword,nonword,word,
प्रशा हुआ,सहज बोध,nonword,nonword,word,
प्रूरता,ध्वनि,nonword,nonword,word,
प्रशंषाधिकार,महत्त्व,nonword,nonword,word,
प्रदूगर,बेतुका,nonword,nonword,word,
प्वस्थ,ताने के तौर पर,nonword,nonword,word,
प्र्यालय,ऋण,nonword,nonword,word,
वर्यलय,छोटा,nonword,nonword,word,
प्र्ताहिक,अकेला,nonword,nonword,word,
प्रवसायिक,समिति,nonword,nonword,word,
प््यारा,सैन्य,nonword,nonword,word,
प्रेर्नामेंट,पत्रिका,nonword,nonword,word,
प्स्टान,बैठिये,nonword,nonword,word,
प्र बनाना,गंदा,nonword,nonword,word,
प्रौम्मेदारी,हाल ही में,nonword,nonword,word,
चैड़,कब्रिस्तान,nonword,nonword,word,
रेलि,पैकेज,nonword,nonword,word,
प्अंग,दुल्हन,nonword,nonword,word,
जनाइल,क्रूरता,nonword,nonword,word,
फाअपा,नकारात्मक,nonword,nonword,word,
घोंसी,बयान,nonword,nonword,word,
कानस,परिवार,nonword,nonword,word,
फ़ेत्रीय,समाप्त,nonword,nonword,word,
फैशस्वत,प्रतिष्ठा,nonword,nonword,word,
आजजी,निगम,nonword,nonword,word,
पैड़ना,उद्यमी,nonword,nonword,word,
तॊध,गवाही,nonword,nonword,word,
यु्लू,कमज़ोर,nonword,nonword,word,
अध्राट,परीक्षण,nonword,nonword,word,
कव,बच्चा,nonword,nonword,word,
आयव्प्पणी,वास्तुकार,nonword,nonword,word,
मजन,दस्तावेज़,nonword,nonword,word,
तौ़ा,उत्तम,nonword,nonword,word,
शी़त,संदेश,nonword,nonword,word,
पोना,बेटा,nonword,nonword,word,
बतनाम,धमनी,nonword,nonword,word,
सेद,हां,nonword,nonword,word,
बंने,अनुपस्थिति,nonword,nonword,word,
बदनवर,जीत,nonword,nonword,word,
घृला,राजकुमार,nonword,nonword,word,
बंबी,दया,nonword,nonword,word,
यूाई,होने देना,nonword,nonword,word,
दौाना,अंततः,nonword,nonword,word,
रो,खाओ,nonword,nonword,word,
वनोन,कष्ट,nonword,nonword,word,
बलस्य,कंसर्ट,nonword,nonword,word,
फान,अनुमोदन,nonword,nonword,word,
बह्जन,परिमाप,nonword,nonword,word,
बाुकूल,कॉग्नेक,nonword,nonword,word,
बााप्त,संदिग्ध,nonword,nonword,word,
वेब्त,घोड़ा,nonword,nonword,word,
बाइन,पूर्व,nonword,nonword,word,
बापाना,छोड़ देना,nonword,nonword,word,
बााई,राष्ट्र,nonword,nonword,word,
बाधित करना,बिल्ली,nonword,nonword,word,
बाँधद,विजेता,nonword,nonword,word,
विस्यारा,इमारत,nonword,nonword,word,
बास्ंजीवाद,केक,nonword,nonword,word,
बााज,दान,nonword,nonword,word,
बफ़,डरावना,nonword,nonword,word,
बाहर्माता,सिंह,nonword,nonword,word,
बिल्ु,परेशान,nonword,nonword,word,
बिर्टेल,रक्षक,nonword,nonword,word,
बि्च,दिलचस्प,nonword,nonword,word,
धनट,हमलावर,nonword,nonword,word,
आंमार,धातु,nonword,nonword,word,
बन्दूक यकी हड में,मठ,nonword,nonword,word,
होयापार,आकर्षित,nonword,nonword,word,
बुद्टल,अप्रत्याशित रूप से,nonword,nonword,word,
अतरा,पत्रकार,nonword,nonword,word,
बुर बढ़ना,मालिक,nonword,nonword,word,
अतराई,चुनौती,nonword,nonword,word,
युल,सुरक्षित,nonword,nonword,word,
वंड़ी,बचपन,nonword,nonword,word,
घटंद,बाएं,nonword,nonword,word,
अभकार,निंदक,nonword,nonword,word,
उपटी,टेनिस,nonword,nonword,word,
बैनार,प्लास्टिक,nonword,nonword,word,
बैंकपाग,अतिरिक्त,nonword,nonword,word,
रीज,सीटी,nonword,nonword,word,
यकछार,संबंध,nonword,nonword,word,
ब्रन्वेंट,विदेशी,nonword,nonword,word,
टैरांड,स्वीकार करें,nonword,nonword,word,
ब्रिश करो,सूटकेस,nonword,nonword,word,
श्रीतकार,चिड़िया,nonword,nonword,word,
भग्तर,सुझाना,nonword,nonword,word,
भय्रय,कार्टेल,nonword,nonword,word,
डराप्त,विज्ञान,nonword,nonword,word,
भववर्ण,मिश्रण,nonword,nonword,word,
अपगना,हाइड्रोजन,nonword,nonword,word,
भावुय,जुनून,nonword,nonword,word,
प्यिर,उड़ान,nonword,nonword,word,
भातट,सिंहासन,nonword,nonword,word,
भबे,सौ,nonword,nonword,word,
भुायता,दर्शक,nonword,nonword,word,
रककंप,मानना,nonword,nonword,word,
शिख,गोपनीयता,nonword,nonword,word,
भूगण,व्यवस्थित,nonword,nonword,word,
पेरा,घाटी,nonword,nonword,word,
भूह देना,निषेध,nonword,nonword,word,
भौतिकका निसान,सभ्यता,nonword,nonword,word,
खरड़ी,अंगुली की छाप,nonword,nonword,word,
शरान,वादा,nonword,nonword,word,
मंगलरतिभा,कल्पना,nonword,nonword,word,
उतच,शांति,nonword,nonword,word,
मजझड़,चुस्की,nonword,nonword,word,
मंज़डर,व्यक्तित्व,nonword,nonword,word,
मंत्तिबिंब,प्रतिमा,nonword,nonword,word,
नोद,वैभव,nonword,nonword,word,
हादिर,भाषण,nonword,nonword,word,
मधुृत्ति,वफादार,nonword,nonword,word,
मरमा,गीत,nonword,nonword,word,
इराई,लैस,nonword,nonword,word,
कमशा,जन्मदिन,nonword,nonword,word,
महअचा,पोकर,nonword,nonword,word,
सुल,बेवकूफ,nonword,nonword,word,
महदा,डिप्रेशन,nonword,nonword,word,
महाविनांतरण,निकालना,nonword,nonword,word,
मह़का,बेसबॉल,nonword,nonword,word,
मह्शा,गाड़ना,nonword,nonword,word,
ज़ं,सरल,nonword,nonword,word,
मरिप,क्रेता,nonword,nonword,word,
वृत्रा,भाई,nonword,nonword,word,
माधवाहित,छिपकली,nonword,nonword,word,
मा्चिम,स्टोव,nonword,nonword,word,
माएँया,हस्ताक्षर,nonword,nonword,word,
मातु,इनाम,nonword,nonword,word,
पदयक्ष,विपणन,nonword,nonword,word,
मााओ,एजेंसी,nonword,nonword,word,
पूर्ग,मीटर,nonword,nonword,word,
पूर्ग,आंधी,nonword,nonword,word,
मानाम,यांत्रिक,nonword,nonword,word,
भूंग,सवारी,nonword,nonword,word,
कभठा,द्वार,nonword,nonword,word,
ज़ठाई,करना,nonword,nonword,word,
चरनार,स्ट्रॉबेरी,nonword,nonword,word,
हेल,प्रतिभा,nonword,nonword,word,
मुरशाला,आत्मा,nonword,nonword,word,
मुअरम,माइक्रोस्कोप,nonword,nonword,word,
मु्याय,सर्दी,nonword,nonword,word,
मुस्तर,लड़कियाँ,nonword,nonword,word,
मुस्रागार,तोड़ना,nonword,nonword,word,
मुशप,उपहार,nonword,nonword,word,
शा्र,गरिमा,nonword,nonword,word,
चिली,कवच,nonword,nonword,word,
मू्यास,वन,nonword,nonword,word,
वाल्य,पत्थर,nonword,nonword,word,
मूली रात,विकास,nonword,nonword,word,
चिज्ञान,दृष्टि,nonword,nonword,word,
मेजू,स्टेशन,nonword,nonword,word,
सपल,मेयोनेज़,nonword,nonword,word,
सगल,प्रस्थान,nonword,nonword,word,
मैदागर,पर्याप्त,nonword,nonword,word,
खाका,लिंग,nonword,nonword,word,
बचड़,विकल्प,nonword,nonword,word,
चढरम,स्पष्टतः,nonword,nonword,word,
ईरत,निवेश,nonword,nonword,word,
यशश्मन,कल्पना,nonword,nonword,word,
रूां,ठीक होना,nonword,nonword,word,
पहतना,ज़रूरत,nonword,nonword,word,
पहत्रा,सुरुचिपूर्ण,nonword,nonword,word,
कुत्री,खराब,nonword,nonword,word,
युगंध,वोडका,nonword,nonword,word,
युजी,गले का हार,nonword,nonword,word,
पसग,प्रशासनिक,nonword,nonword,word,
पतग,सागर,nonword,nonword,word,
योगना करना,रहस्य,nonword,nonword,word,
दाजना,आयुक्त,nonword,nonword,word,
कीन,मटमैला,nonword,nonword,word,
रकयक,प्रलोभन,nonword,nonword,word,
रकनवर,परिवर्तन,nonword,nonword,word,
रक्षेत्रीय,कभी,nonword,nonword,word,
रक्पाद,दर्शनीय,nonword,nonword,word,
बौग,सज्जन,nonword,nonword,word,
रदीन,चिकित्सक,nonword,nonword,word,
ग्द,गणित,nonword,nonword,word,
रसायन नेंसिंग,आपातकालीन,nonword,nonword,word,
जोइया,पिता,nonword,nonword,word,
डीना,दूर,nonword,nonword,word,
चैरुति,यन्त्र,nonword,nonword,word,
राुमत,शादी,nonword,nonword,word,
राडाट,लंबाई,nonword,nonword,word,
रार्ता,बैठक,nonword,nonword,word,
राज्कुराओ,घुमाएँ,nonword,nonword,word,
राज्ञान,रोकना,nonword,nonword,word,
राावरण,रचनात्मकता,nonword,nonword,word,
राजर्टेल,संक्रमण,nonword,nonword,word,
ठंडार,मृत,nonword,nonword,word,
चित,लॉबस्टर,nonword,nonword,word,
रातवार सेना,आकाशगंगा,nonword,nonword,word,
विनी,योद्धा,nonword,nonword,word,
कीय,देना,nonword,nonword,word,
राष्टमेंट,अंतिम संस्कार,nonword,nonword,word,
रासामारी,अध्यापक,nonword,nonword,word,
रिषेत्र,पेट,nonword,nonword,word,
रिपिंगटन,अत्याचार,nonword,nonword,word,
रिश्यवादी,जीवविज्ञान,nonword,nonword,word,
रि्यंत,निधिकरण,nonword,nonword,word,
रीढ़ जा तोप का मुंह,त्यौहार,nonword,nonword,word,
प्ररिल्ला,शस्रशाला,nonword,nonword,word,
रेगी कभी,जैविक,nonword,nonword,word,
रेबुलेंस,फोटोग्राफर,nonword,nonword,word,
लिडियो,सर्दी,nonword,nonword,word,
रेकुमारी,परिभाषा,nonword,nonword,word,
रेखी,नेता,nonword,nonword,word,
गरकना,अभिनेता,nonword,nonword,word,
एम्न्वेंट,दुर्घटना,nonword,nonword,word,
असज,जवाब,nonword,nonword,word,
चिटी,परंपरागत,nonword,nonword,word,
रोलूट,आत्मविश्वास,nonword,nonword,word,
रोरम,संगीत,nonword,nonword,word,
रोमिठा,कातिल,nonword,nonword,word,
लकलना,उत्तर,nonword,nonword,word,
लम्का,अनुपस्थिति,nonword,nonword,word,
लजनात्मक,महिला,nonword,nonword,word,
लडंजा,भरा हुआ,nonword,nonword,word,
लडकभी,आस्था,nonword,nonword,word,
अक़के,रक्षा करना,nonword,nonword,word,
अक़ाई,अंतिम,nonword,nonword,word,
लपअरब,चलचित्र,nonword,nonword,word,
लहावर,गाल,nonword,nonword,word,
लाजय,मांसपेशी,nonword,nonword,word,
देओ,पहरा,nonword,nonword,word,
लाआम,पाना,nonword,nonword,word,
अधल,नौसेना,nonword,nonword,word,
लिपग्यता,गिरफ़्तार करना,nonword,nonword,word,
रकफ़ाफ़ा,शांत,nonword,nonword,word,
आशख,गिटार,nonword,nonword,word,
लेपी,विस्फोट,nonword,nonword,word,
लोकलेबॉय,प्यार,nonword,nonword,word,
आंमड़ी,अंदाज,nonword,nonword,word,
लोंद,ईमानदारी,nonword,nonword,word,
चशील,समाचार,nonword,nonword,word,
यलन,दरिंदा,nonword,nonword,word,
बािंग,राजनीति,nonword,nonword,word,
वरसर्ट,दोपहर का भोजन,nonword,nonword,word,
वर्णनस्थिति,पैरानॉर्मल,nonword,nonword,word,
वर्लेख,समझ गए,nonword,nonword,word,
मक्षा,प्रभात,nonword,nonword,word,
मठश,डेक,nonword,nonword,word,
छोंत,इलाज,nonword,nonword,word,
कच्तु,कीमत,nonword,nonword,word,
वाडी,बंदूक,nonword,nonword,word,
वादान,वेतन,nonword,nonword,word,
वातपादन,अन्वेषक,nonword,nonword,word,
वाी,झप्पी,nonword,nonword,word,
पेल्ल,चौथा,nonword,nonword,word,
वामसव,माइक्रोफ़ोन,nonword,nonword,word,
वाश्रेशन,दबाएँ,nonword,nonword,word,
वासित करना,मनोविज्ञान,nonword,nonword,word,
वाकण,शुक्र,nonword,nonword,word,
शायदश,ईंधन,nonword,nonword,word,
विह देना,गति,nonword,nonword,word,
विशेर,तत्त्व,nonword,nonword,word,
विचाक्रिया,शिक्षा,nonword,nonword,word,
विनी,साँप,nonword,nonword,word,
विज्रकार,विरोध,nonword,nonword,word,
वि होना,आम तौर पर,nonword,nonword,word,
विकात,पीछा करना,nonword,nonword,word,
विआपा,भेड़िया,nonword,nonword,word,
विरेत,लूटना,nonword,nonword,word,
अकस,धनी,nonword,nonword,word,
विुचित,तस्वीर,nonword,nonword,word,
विरूपणय टुकड़ी,निशानची,nonword,nonword,word,
विदेध,थैला,nonword,nonword,word,
विचाम,शल्य चिकित्सा,nonword,nonword,word,
विराष,हमला,nonword,nonword,word,
विशयाप्त,मिसाइल,nonword,nonword,word,
विशेला,अल्फा,nonword,nonword,word,
विक्रीन,वित्तीय,nonword,nonword,word,
विशधाजनक,उपनाम,nonword,nonword,word,
विट्रेस,फ्रांसीसी,nonword,nonword,word,
विषहरृत्ति,जलयात्रा,nonword,nonword,word,
बसत्त,नक्शा,nonword,nonword,word,
अलटर,निराशा,nonword,nonword,word,
व्क्षक,भांजा,nonword,nonword,word,
निटा,धन्यवाद,nonword,nonword,word,
व्यस्फोट,गर्दन,nonword,nonword,word,
व्रिज्या,बस,nonword,nonword,word,
व्याकारिता,जरूरी,nonword,nonword,word,
व्वस्था,सलाह देना,nonword,nonword,word,
संसतह,सिखाना,nonword,nonword,word,
भे्ति,बत्तख,nonword,nonword,word,
शनरभाव,चटनी,nonword,nonword,word,
जल्द,मानव,nonword,nonword,word,
शब्पताल,क्लासिक,nonword,nonword,word,
कुण,सही,nonword,nonword,word,
शरणेक्शन,बेचैन,nonword,nonword,word,
कुब,चॉकलेट,nonword,nonword,word,
शरीरिब्रल,मछली,nonword,nonword,word,
शर्योग,मनोवैज्ञानिक,nonword,nonword,word,
शल्य चर बनाना,पूरी तरह,nonword,nonword,word,
शव पर्राज्य,गोरिल्ला,nonword,nonword,word,
शस्त्तित्व,परिणाम,nonword,nonword,word,
दंद,पोशाक,nonword,nonword,word,
शरिज्या,बावर्ची,nonword,nonword,word,
शाम्ध करना,कांड,nonword,nonword,word,
सुयद,कम करना,nonword,nonword,word,
शाऊतक,जानकारी,nonword,nonword,word,
शाश्मन,अधिकारी,nonword,nonword,word,
शौइय,अध्यक्ष,nonword,nonword,word,
शाषय,बट,nonword,nonword,word,
शिदाता,उपग्रह,nonword,nonword,word,
रिकर,भक्ति,nonword,nonword,word,
रेकार,नंगा,nonword,nonword,word,
शिकाकित्सा,इंजेक्शन,nonword,nonword,word,
शिक्र,संगत करना,nonword,nonword,word,
शिमी,चबाने,nonword,nonword,word,
वृल,पूछना,nonword,nonword,word,
घिटर,सतह,nonword,nonword,word,
सवरिफ,बंद करना,nonword,nonword,word,
नतट,शयनकक्ष,nonword,nonword,word,
चचर,प्रेरणा,nonword,nonword,word,
आमक,जूनियर,nonword,nonword,word,
शौक़ीूचक यंत्र,साम्यवादी,nonword,nonword,word,
शौतकाल,चमकदार,nonword,nonword,word,
क्श्ब्ता,आइए,nonword,nonword,word,
बीरेय,सप्ताह,nonword,nonword,word,
षड़ुद्री,संगीतकार,nonword,nonword,word,
संकयापार,बाहरी,nonword,nonword,word,
सकाररेरणा,खोपड़ी,nonword,nonword,word,
संत्ना,दादी मा,nonword,nonword,word,
सककरना,आकर्षक,nonword,nonword,word,
सकइरस,भगोड़ा,nonword,nonword,word,
संनिया,स्पघेटी,nonword,nonword,word,
शेाई,मिलना,nonword,nonword,word,
काघ,दुखद,nonword,nonword,word,
संध्य,कार,nonword,nonword,word,
रधा,दयनीय,nonword,nonword,word,
संकालीन,रखरखाव,nonword,nonword,word,
सचफल,सोदागर,nonword,nonword,word,
सजसा करना,हर्ष,nonword,nonword,word,
वह़क,हौदी,nonword,nonword,word,
संरेशन,बटालियन,nonword,nonword,word,
संता से,जाओ,nonword,nonword,word,
सतमारक,हवादार,nonword,nonword,word,
सत्य के प्राप्त करना,फ्रीज,nonword,nonword,word,
सदनाम,रूमाल,nonword,nonword,word,
चू,स्वार्थी,nonword,nonword,word,
संषेत्र,भूतकाल,nonword,nonword,word,
संंत्र,बिजली,nonword,nonword,word,
संंत्रण,प्राचीन पदक,nonword,nonword,word,
सफ्षण,पदच्युति,nonword,nonword,word,
सफगण,संकेत,nonword,nonword,word,
संनिध,अप्रिय,nonword,nonword,word,
प्मत,कृत्य,nonword,nonword,word,
कछूत,ऊर्जा,nonword,nonword,word,
संतवीक,बटुआ,nonword,nonword,word,
विवर्ण,बहरा,nonword,nonword,word,
सभलक,प्रतिस्पर्धा,nonword,nonword,word,
समल्फोटक,खर्च करना,nonword,nonword,word,
समका,दल,nonword,nonword,word,
यरन,स्वर्गीय,nonword,nonword,word,
समावना,लड़ाई का मैदान,nonword,nonword,word,
समिष्ठ,चरवाहे,nonword,nonword,word,
समामारी,प्रभाव,nonword,nonword,word,
समुद का खाना,व्यापार,nonword,nonword,word,
समिणाम,बताओ,nonword,nonword,word,
सलआज,अवधि,nonword,nonword,word,
संवेद्कुराओ,ऑक्सीजन,nonword,nonword,word,
संषय,वायर,nonword,nonword,word,
संक्रेता,गेराज,nonword,nonword,word,
सहजनेंट,निर्माण,nonword,nonword,word,
सह्तर,कट गया,nonword,nonword,word,
दाहिरक,डायन,nonword,nonword,word,
साक्गल,दोपहर,nonword,nonword,word,
सागाचार,मूत्र,nonword,nonword,word,
सहककलेट,कोई चीज़,nonword,nonword,word,
ऊंर,लॉक,nonword,nonword,word,
सारभाव,कण,nonword,nonword,word,
सादो,कूदना,nonword,nonword,word,
रिफ,ईमानदार,nonword,nonword,word,
ओल से,टेलीफ़ोन,nonword,nonword,word,
सामान्ष यात्री,फाइनेंसिंग,nonword,nonword,word,
परया,पहाड़,nonword,nonword,word,
सालल्हन,हथियार,nonword,nonword,word,
सालर,भयादोहन,nonword,nonword,word,
सितव्य,इत्र,nonword,nonword,word,
सिनेकर,अभियोक्ता,nonword,nonword,word,
सीमे,सफल होना,nonword,nonword,word,
सीई,भोजन,nonword,nonword,word,
सीगार,शानदार,nonword,nonword,word,
गोधा,रणनीति,nonword,nonword,word,
सीमेवध,समलैंगिक,nonword,nonword,word,
सुअर साक्ष्य,मुश्किल,nonword,nonword,word,
मैइ,सेरिब्रल,nonword,nonword,word,
सुद होना,क्लिनिक,nonword,nonword,word,
सुंदा,नौकर,nonword,nonword,word,
सुमान,फल,nonword,nonword,word,
सुक्षित,निवेशक,nonword,nonword,word,
सुरस्फोट,धुलाई,nonword,nonword,word,
रुज,मक्खन,nonword,nonword,word,
लिप,टोपी,nonword,nonword,word,
सूर्ञानिक,धन,nonword,nonword,word,
सृजनैंगिक,न्यायाधीश,nonword,nonword,word,
अकब,बारूद,nonword,nonword,word,
सेदवार,तकनीक,nonword,nonword,word,
प्रसिद््ष यात्री,रैकून,nonword,nonword,word,
केवर,त्रिमास,nonword,nonword,word,
घोंसर,स्वेच्छा से,nonword,nonword,word,
सैश्विक,सुधार,nonword,nonword,word,
सैन्ट रूप से,ध्यान केंद्रित करना,nonword,nonword,word,
सॉफ् रचना,खड़ा होना,nonword,nonword,word,
सोबना,फेडरेशन,nonword,nonword,word,
सोपताल,स्थानीय,nonword,nonword,word,
स्र्षक,काला,nonword,nonword,word,
क्शान,कविता,nonword,nonword,word,
स्टरतिमा,छिपाना,nonword,nonword,word,
स्लीन,स्वीकार करना,nonword,nonword,word,
स्योति,वाटसन,nonword,nonword,word,
स्पष्ल ही में,समुराई,nonword,nonword,word,
स्राई,इरादा,nonword,nonword,word,
स्सात,यकृत,nonword,nonword,word,
स्वयर्शनी,मकान मालिक,nonword,nonword,word,
स्वकूफ,वाक्य,nonword,nonword,word,
स्गरेट,चाटना,nonword,nonword,word,
स्वेषक,नाव,nonword,nonword,word,
बल्वर,साधारण,nonword,nonword,word,
स्कीद,आईना,nonword,nonword,word,
स्व्भाग्य,पथ,nonword,nonword,word,
स्वाभाविंद्रित करना,याद रखना,nonword,nonword,word,
स्वसायिक,भेजना,nonword,nonword,word,
स्व्ट्रीय,पता,nonword,nonword,word,
स्वीकरांसीसी,ताज़ा करना,nonword,nonword,word,
रोर,काउंटेस,nonword,nonword,word,
तंना,कारागार,nonword,nonword,word,
हडंटी,दृढ़ता से,nonword,nonword,word,
हतस्ताव,रस,nonword,nonword,word,
खिशा,प्रदान करना,nonword,nonword,word,
छु,स्वादिष्ट,nonword,nonword,word,
बुगा,दुर्भाग्य,nonword,nonword,word,
हस्तंसनीय,संविधान,nonword,nonword,word,
मुथ,समझौता,nonword,nonword,word,
हा्रेशन,कान्वेंट,nonword,nonword,word,
हािम भरा,यूनानी,nonword,nonword,word,
हास्रिज्या,बेचना,nonword,nonword,word,
यहरा,चोट,nonword,nonword,word,
हेिलेख,नाविक,nonword,nonword,word,
होपक,चहलक़दमी,nonword,nonword,word,
अनुबंध,त्तिहान,nonword,word,nonword,
कार्यशाला,परेदार,nonword,word,nonword,
चैंपियन,जानबमक्खी,nonword,word,nonword,
लड़का,गैर जाला /बार,nonword,word,nonword,
वर्षा,दूेला,nonword,word,nonword,
सुनना,वासढ़ता से,nonword,word,nonword,
परमाणु,लड़ाईका सत्त्व,nonword,word,nonword,
छांदना,फ़दिसे,nonword,word,nonword,
क्षेत्रफल,अप्रत्यारिणी समिति,nonword,word,nonword,
सत्कार,खरशा,nonword,word,nonword,
तन,प्बुरा,nonword,word,nonword,
पहले से ही,सिनस,nonword,word,nonword,
प्रशंसा,अभुराई,nonword,word,nonword,
तनाव,दुनिष्,nonword,word,nonword,
लड़की,पानाक,nonword,word,nonword,
स्थिति,आपातप्रिय,nonword,word,nonword,
निजी,महदा,nonword,word,nonword,
आधार,लोम,nonword,word,nonword,
आवृत्ति,बैमदिन,nonword,word,nonword,
टैटू,अतिरेरणा,nonword,word,nonword,
आदर्श,बह्व,nonword,word,nonword,
उंगली,बाफ़ी,nonword,word,nonword,
न्यूनतम,जोरा,nonword,word,nonword,
तूफान,भागन,nonword,word,nonword,
जासूस,किशनी,nonword,word,nonword,
गौरव,दरखना,nonword,word,nonword,
ईर्ष्या,तुा,nonword,word,nonword,
अनुरक्षण,बेवेषक,nonword,word,nonword,
छुट्टी,निदशक,nonword,word,nonword,
महाविद्यालय,काजिमेंट,nonword,word,nonword,
ज़ोंबी,अनवरण,nonword,word,nonword,
देखो,जम्पथ,nonword,word,nonword,
डीवीडी,दसञान,nonword,word,nonword,
खुला हुआ,अनुक्रिय,nonword,word,nonword,
अंतरराष्ट्रीय,हो्य होना,nonword,word,nonword,
कोने,अनुुनिक,nonword,word,nonword,
हाव - भाव,संगत्रालय,nonword,word,nonword,
प्लेग,सलाई,nonword,word,nonword,
उपस्थिति,प्रभ्दय,nonword,word,nonword,
विकट,क्रश्त करनेब,nonword,word,nonword,
फ़ैक्टरी,उदारशंसा,nonword,word,nonword,
अनाज,अपह्पना,nonword,word,nonword,
व्याख्या,अम रचना,nonword,word,nonword,
ज़ंग खाया हुआ,लौनाव,nonword,word,nonword,
पैरानॉयड,रिक्नामेंट,nonword,word,nonword,
दस्त,जारी,nonword,word,nonword,
रिपोर्टर,हाा के लिए,nonword,word,nonword,
कक्षा,व्तावास,nonword,word,nonword,
जाल,पू्ठावान,nonword,word,nonword,
संवेदनात्मक,महतावना,nonword,word,nonword,
चूसना,पैरानेवाला,nonword,word,nonword,
गुड़िया,घृ़ान,nonword,word,nonword,
समाज,मूल्यशाला,nonword,word,nonword,
गरीब,अवज़,nonword,word,nonword,
ठहरना,कानूया,nonword,word,nonword,
स्टेडियम,उल्मच,nonword,word,nonword,
ज़हर,पलन,nonword,word,nonword,
