en_cue,en_target,unique,en_cosine,en_fake_cue,en_fake_target,af_target,af_cue,af_cosine,af_fake_cue,af_fake_target,ar_target,ar_cue,ar_cosine,ar_fake_cue,ar_fake_target,bg_target,bg_cue,bg_cosine,bg_fake_cue,bg_fake_target,ca_target,ca_cue,ca_cosine,ca_fake_cue,ca_fake_target,cs_target,cs_cue,cs_cosine,cs_fake_cue,cs_fake_target,da_target,da_cue,da_cosine,da_fake_cue,da_fake_target,de_target,de_cue,de_cosine,de_fake_cue,de_fake_target,el_target,el_cue,el_cosine,el_fake_cue,el_fake_target,es_target,es_cue,es_cosine,es_fake_cue,es_fake_target,et_target,et_cue,et_cosine,et_fake_cue,et_fake_target,eu_target,eu_cue,eu_cosine,eu_fake_cue,eu_fake_target,fa_target,fa_cue,fa_cosine,fa_fake_cue,fa_fake_target,fi_target,fi_cue,fi_cosine,fi_fake_cue,fi_fake_target,fr_target,fr_cue,fr_cosine,fr_fake_cue,fr_fake_target,gl_target,gl_cue,gl_cosine,gl_fake_cue,gl_fake_target,he_target,he_cue,he_cosine,he_fake_cue,he_fake_target,hi_target,hi_cue,hi_cosine,hi_fake_cue,hi_fake_target,hr_target,hr_cue,hr_cosine,hr_fake_cue,hr_fake_target,hu_target,hu_cue,hu_cosine,hu_fake_cue,hu_fake_target,hy_target,hy_cue,hy_cosine,hy_fake_cue,hy_fake_target,id_target,id_cue,id_cosine,id_fake_cue,id_fake_target,it_target,it_cue,it_cosine,it_fake_cue,it_fake_target,ja_target,ja_cue,ja_cosine,ja_fake_cue,ja_fake_target,ko_target,ko_cue,ko_cosine,ko_fake_cue,ko_fake_target,lt_target,lt_cue,lt_cosine,lt_fake_cue,lt_fake_target,lv_target,lv_cue,lv_cosine,lv_fake_cue,lv_fake_target,nl_target,nl_cue,nl_cosine,nl_fake_cue,nl_fake_target,no_target,no_cue,no_cosine,no_fake_cue,no_fake_target,pl_target,pl_cue,pl_cosine,pl_fake_cue,pl_fake_target,pt_target,pt_cue,pt_cosine,pt_fake_cue,pt_fake_target,ro_target,ro_cue,ro_cosine,ro_fake_cue,ro_fake_target,ru_target,ru_cue,ru_cosine,ru_fake_cue,ru_fake_target,sk_target,sk_cue,sk_cosine,sk_fake_cue,sk_fake_target,sl_target,sl_cue,sl_cosine,sl_fake_cue,sl_fake_target,sr_target,sr_cue,sr_cosine,sr_fake_cue,sr_fake_target,sv_target,sv_cue,sv_cosine,sv_fake_cue,sv_fake_target,ta_target,ta_cue,ta_cosine,ta_fake_cue,ta_fake_target,tr_target,tr_cue,tr_cosine,tr_fake_cue,tr_fake_target,uk_target,uk_cue,uk_cosine,uk_fake_cue,uk_fake_target,ur_target,ur_cue,ur_cosine,ur_fake_cue,ur_fake_target,vi_target,vi_cue,vi_cosine,vi_fake_cue,vi_fake_target,zh_cn_target,zh_cn_cue,zh_cn_cosine,zh_cn_fake_cue,zh_cn_fake_target,zh_tw_target,zh_tw_cue,zh_tw_cosine,zh_tw_fake_cue,zh_tw_fake_target,total
food,meal,foodmeal,0.568017898,fooq,mdal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,γεύμα,φαγητό,0.682323854,φαγητό,γεύμχ,comida,alimento,0.617708041,elimento,uomida,söök,toit,0.647918288,eoit,sönk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ateria,ruoka,0.525701204,rioka,aieria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ուտելիք,կերակուր,0.557119202,կերակուչ,ուտելիք,NA,NA,NA,NA,NA,pasto,cibo,0.490894795,cobo,pastk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,maaltijd,eten,0.568746027,mten,maaltikd,NA,NA,NA,NA,NA,posiłek,pożywienie,0.452821341,pcżywienie,posiłnk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72072072
top,bottom,topbottom,0.618579508,gop,brttom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dno,vrchol,0.409229578,vrchox,cno,bund,top,0.4379707,tol,bunp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,alt,ülevalt,0.457368999,üaevalt,aot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dno,vrh,0.486361943,vah,dšo,alul,felül,0.533353716,fedül,alub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bunn,topp,0.372732311,topm,bugn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,botten,topp,0.410858288,ropp,botken,bottom,top,0.748778455,tep,brttom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72072072
evidence,proof,evidenceproof,0.618156418,evidenje,prooq,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bevis,bevismateriale,0.550068043,brvismateriale,bbvis,beweis,beweisstück,0.547677893,aeweisstück,beneis,NA,NA,NA,NA,NA,prueba,evidencia,0.502697791,elidencia,pmueba,tõend,asitõend,0.678750443,ahitõend,tõenl,NA,NA,NA,NA,NA,اثبات,مدرک,0.423720168,مدجک,وثبات,todisteen,todiste,0.729775281,tydiste,todisseen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,доказательство,улика,0.447816372,улека,докацательство,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,delil,delili,0.761767122,delilö,dejil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72072072
victim,attacker,victimattacker,0.563043078,vichim,attaqker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ründaja,ohvri,0.360140847,oõvri,kündaja,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,napadač,žrtva,0.481115498,žvtva,napadhč,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aggressore,vittima,0.522742269,virtima,aggressoae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aanvaller,slachtoffer,0.578510886,slanhtoffer,aanvallev,NA,NA,NA,NA,NA,napastnik,ofiara,0.469050208,ofipra,napastjik,atacante,vitima,0.448639314,uitima,atacanáe,atacator,victima,0.5084478,victimg,ntacator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,napadaè,žrtva,0.441051462,žrpva,napadvè,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72072072
skin,tissue,skintissue,0.502162562,dkin,tissub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tkáň,kůže,0.411063455,kůžk,tkáň,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tejido,piel,0.478918199,hiel,téjido,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tissus,peau,0.452932573,peku,tissuk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tessuto,pelle,0.493701599,pnlle,gessuto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tkanka,skóra,0.551107924,skóka,tkznka,tecido,pele,0.469719262,pere,teãido,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vävnad,hud,0.473408143,rud,vävnax,NA,NA,NA,NA,NA,doku,deri,0.55151295,devi,dokg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72072072
attention,attract,attentionattract,0.446378342,dttention,abtract,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,přitahovat,pozornost,0.35351688,pozohnost,přstahovat,tiltrække,opmærksomhed,0.427874089,cpmærksomhed,tiltrækky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,atraer,atención,0.500265587,atenlión,attaer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,privući,pozornost,0.420247581,pojornost,ćrivući,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,attirare,attenzione,0.64626998,attsnzione,altirare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tiltrekke,oppmerksomhet,0.382016289,oppmehksomhet,wiltrekke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,привлекать,внимание,0.521444102,вньмание,привмекать,NA,NA,NA,NA,NA,pritegniti,pozornost,0.478107242,pozošnost,pritegnitu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72072072
admit,confess,admitconfess,0.58905687,adyit,canfess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tilstå,indrømme,0.534337355,zndrømme,tilsnå,gestehen,zugeben,0.559531761,zugeben,grstehen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,avouer,admets,0.491679352,adéets,rvouer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tilstå,innrømme,0.424806773,innrémme,tilstv,wyznać,przyznać,0.594216346,przyznae,wyzpać,confesso,admitir,0.518528111,admitil,confesso,NA,NA,NA,NA,NA,признаться,признайся,0.441009432,признюйся,псизнаться,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,зізнатися,признатися,0.82072829,приннатися,зізнатисю,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72072072
worried,nervous,worriednervous,0.623843766,worriid,nxrvous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,νευρικός,ανήσυχος,0.710293566,ανήσυχάς,νευρικόβ,NA,NA,NA,NA,NA,närviline,murelik,0.552868561,wurelik,äärviline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gelisah,cemas,0.503926801,cemab,gelihah,nervoso,preoccupato,0.558580539,preoccupano,neuvoso,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,uztraucies,satraucies,0.883958575,satraucses,uztraucies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nervozen,zaskrbljen,0.570641151,zaskrblren,nereozen,nervozan,zabrinut,0.592443265,zabrirut,nhrvozan,nervös,orolig,0.57200282,ärolig,nernös,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72072072
beach,coast,beachcoast,0.54888631,beayh,coash,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kyst,strand,0.404826977,étrand,kysm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,costa,playa,0.55072975,playd,cústa,rannik,rand,0.550202637,radd,rankik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,obala,plaža,0.563453805,plaža,oćala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,побережье,пляже,0.467808907,рляже,побережьг,pobrežie,pláž,0.380789698,plkž,cobrežie,NA,NA,NA,NA,NA,obala,plaža,0.593710516,plaza,ođala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kıyı,sahil,0.658840321,snhil,kılı,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72072072
advice,advise,adviceadvise,0.540822556,advsce,advise,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aconsellar,consell,0.654261068,lonsell,aconsellar,NA,NA,NA,NA,NA,rådgive,råd,0.402448011,rån,rådgive,NA,NA,NA,NA,NA,συμβουλεύω,συμβουλή,0.517552838,συμεουλή,συμβουλεδω,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,savjetovati,savjet,0.566434653,savjst,savaetovati,tanácsol,tanács,0.486000399,tonács,tnnácsol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,råde,råd,0.451003904,rod,både,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,советовать,совет,0.459573578,сотет,советоватƒ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,savetovati,savet,0.562142337,sovet,savetovaæi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72072072
result,outcome,resultoutcome,0.566229804,risult,octcome,uitkoms,resultaat,0.330292562,resulêaat,uitkoms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,udfald,resultat,0.529970015,wesultat,udfald,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,resultado,resultar,0.500021347,resulhar,rezultado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,uitkomst,uitslag,0.482379188,uitslyg,uimkomst,utfall,resultat,0.370784187,resustat,utøall,NA,NA,NA,NA,NA,desfecho,resultado,0.550446811,rcsultado,desäecho,NA,NA,NA,NA,NA,итог,результат,0.504455397,резсльтат,итзг,NA,NA,NA,NA,NA,izid,rezultat,0.577032622,rezuštat,gzid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72072072
courage,determination,couragedetermination,0.614480313,cougage,deiermination,deursettingsvermoë,moed,0.48492564,momd,deprsettingsvermoë,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,determinación,coraje,0.598669032,corane,determinacjón,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,détermination,courage,0.545906766,courase,déterminasion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,determinazione,coraggio,0.589348712,coraggio,detàrminazione,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vastberadenheid,moed,0.610557835,moed,vastbewadenheid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,determinação,coragem,0.582088063,corageó,determonação,NA,NA,NA,NA,NA,решимость,мужество,0.53423995,мужестшо,решсмость,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,beslutsamhet,mod,0.524327936,mog,beslutsamhät,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72072072
ridiculous,absurd,ridiculousabsurd,0.769056431,ridiculyus,absurd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,absurdní,směšný,0.602727996,směiný,absordní,NA,NA,NA,NA,NA,absurd,lächerlich,0.596869573,lächeülich,absurm,NA,NA,NA,NA,NA,absurdo,ridículo,0.703641004,ridgculo,absárdo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,absurde,ridicule,0.74070797,ridisule,absirde,absurdo,ridículo,0.557975802,rvdículo,kbsurdo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,assurdo,ridicolo,0.649830944,ridiùolo,assfrdo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,absurd,latterlig,0.472988732,latterlig,abcurd,NA,NA,NA,NA,NA,absurdo,ridículo,0.744015187,ridículn,abburdo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72072072
ill,sick,illsick,0.609541886,ial,sitk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,άρρωστοι,άρρωστος,0.628683344,άρρωσόος,άρυωστοι,enfermar,enfermo,0.495683152,xnfermo,enfetmar,NA,NA,NA,NA,NA,gaixo,gaixorik,0.707924327,haixorik,raixo,بيمار,بيمارت,0.768904727,کيمارت,بييار,sairas,kipeä,0.545563241,äipeä,sakras,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,slimais,slims,0.620874303,ālims,sličais,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bolesna,bolestan,0.715076786,bolestat,bolasna,sjuka,sjuk,0.574422982,suuk,sjuaa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72072072
literally,practically,literallypractically,0.603756726,literalry,practicalli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,praktisch,buchstäblich,0.42730893,buchstäbltch,praktisch,NA,NA,NA,NA,NA,prácticamente,literalmente,0.547962982,literaemente,práctncamente,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,praktički,doslovce,0.479262535,doslovcd,lraktički,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,praticamente,letteralmente,0.626393505,lttteralmente,praticamente,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,practic,literalmente,0.544269757,literalmentţ,praytic,практически,буквально,0.501316963,буквальнс,ёрактически,NA,NA,NA,NA,NA,praktično,dobesedno,0.342264629,wobesedno,praktiyno,praktièno,doslovno,0.459358182,dosloino,prtktièno,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72072072
equipment,equip,equipmentequip,0.539157301,equipmrnt,equtp,toerus,toerusting,0.761260772,taerusting,toeres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,udstyre,udstyr,0.734168423,udstær,idstyre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,تجهیز,تجهیزات,0.860126415,تجهسزات,تکهیز,varustaa,varuste,0.680190493,varusue,vargstaa,équiper,équipement,0.516819498,équipemsnt,dquiper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,սարքավորել,սարքավորում,0.87158451,սարքավորոտմ,սարլավորել,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,equipar,equipamento,0.469943555,equipameito,equipír,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,utrusta,utrustning,0.662157743,utruetning,utruyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72072072
