"ru_cue","ru_target","type","cue_type","target_type","ru_cosine"
"вклюлитик","важность","nonword","nonword","word",NA
"сиб","кровать","nonword","nonword","word",NA
"яични","планирование","nonword","nonword","word",NA
"происхогварт","гей","nonword","nonword","word",NA
"слунишь","реактор","nonword","nonword","word",NA
"комбинастрой","соус","nonword","nonword","word",NA
"олимка","как правило","nonword","nonword","word",NA
"сверреть","высота","nonword","nonword","word",NA
"стресил","серебряный","nonword","nonword","word",NA
"дохуь","сын","nonword","nonword","word",NA
"собистов","лекция","nonword","nonword","word",NA
"соять","младший","nonword","nonword","word",NA
"ƒжимко что","длина","nonword","nonword","word",NA
"догобишь","бизнес","nonword","nonword","word",NA
"лимовьях","музыкант","nonword","nonword","word",NA
"неопреба поддержки","родитель","nonword","nonword","word",NA
"содерским","птица","nonword","nonword","word",NA
"молодиль","смотреть","nonword","nonword","word",NA
"бавный","семья","nonword","nonword","word",NA
"семна","пункт","nonword","nonword","word",NA
"неудачдупреждение","встретить","nonword","nonword","word",NA
"общенуть","прототип","nonword","nonword","word",NA
"туржды","долг","nonword","nonword","word",NA
"эсмонс","камень","nonword","nonword","word",NA
"сопрооскорбление","соглашение","nonword","nonword","word",NA
"федественный","активировать","nonword","nonword","word",NA
"терпереть","коммунистический","nonword","nonword","word",NA
"тысядешь","знать","nonword","nonword","word",NA
"крыт","причина","nonword","nonword","word",NA
"лазатыль","сигнал","nonword","nonword","word",NA
"нодуш","воин","nonword","nonword","word",NA
"гецев","телефон","nonword","nonword","word",NA
"морсать","подготовить","nonword","nonword","word",NA
"отзёт","исполнение","nonword","nonword","word",NA
"экстист","отвратительный","nonword","nonword","word",NA
"титоп","принц","nonword","nonword","word",NA
"конлюлит","период","nonword","nonword","word",NA
"усоби","прогулка","nonword","nonword","word",NA
"емствии","наука","nonword","nonword","word",NA
"метуь","божественный","nonword","nonword","word",NA
"покрыдешь","ценить","nonword","nonword","word",NA
"ралью","использовать","nonword","nonword","word",NA
"конёбанный","математика","nonword","nonword","word",NA
"фильформа","инфекционное заболевание","nonword","nonword","word",NA
"паоконник","религия","nonword","nonword","word",NA
"рирё","тайна","nonword","nonword","word",NA
"чиджей","двигатель","nonword","nonword","word",NA
"тебат","гараж","nonword","nonword","word",NA
"небольный","закрытие","nonword","nonword","word",NA
"энтузифренд","медальон","nonword","nonword","word",NA
"незнаить планы","место нахождения","nonword","nonword","word",NA
"шарстик","намеренно","nonword","nonword","word",NA
"выпусклил","грузовик","nonword","nonword","word",NA
"олиня","лжец","nonword","nonword","word",NA
"незнаительство","подозревать","nonword","nonword","word",NA
"пираминистр","вич","nonword","nonword","word",NA
"стрп","высокая температура","nonword","nonword","word",NA
"коэф","капитан","nonword","nonword","word",NA
"скайба","гром","nonword","nonword","word",NA
"панеобыкноида","страх","nonword","nonword","word",NA
"монсme","избирательный","nonword","nonword","word",NA
"доместный","холодный","nonword","nonword","word",NA
"доты","сок","nonword","nonword","word",NA
"хлья","очень","nonword","nonword","word",NA
"японлетка","полотенце","nonword","nonword","word",NA
"детонадцать","летать","nonword","nonword","word",NA
"секрекрыл","советовать","nonword","nonword","word",NA
"поздравциал","обещать","nonword","nonword","word",NA
"здять","туман","nonword","nonword","word",NA
"танмех","фото","nonword","nonword","word",NA
"кинотервешь","галлюцинация","nonword","nonword","word",NA
"рарук","полковник","nonword","nonword","word",NA
"выпря","волшебник","nonword","nonword","word",NA
"объбук","кладбище","nonword","nonword","word",NA
"теял","рак","nonword","nonword","word",NA
"высокая температурагане","микрофон","nonword","nonword","word",NA
"горыф","сильно","nonword","nonword","word",NA
"идss","правдоподобный","nonword","nonword","word",NA
"эксперижабль","цветок","nonword","nonword","word",NA
"медюр","главное управление","nonword","nonword","word",NA
"титоп","пожертвование","nonword","nonword","word",NA
"коить","кризис","nonword","nonword","word",NA
"тёнка","безопасный","nonword","nonword","word",NA
"тонную","абдомина","nonword","nonword","word",NA
"влеза","несчастье","nonword","nonword","word",NA
"коммерченость","извинение","nonword","nonword","word",NA
"фикган","жажда","nonword","nonword","word",NA
"дезене","умереть","nonword","nonword","word",NA
"диабан","предложение","nonword","nonword","word",NA
"рамель","запрос","nonword","nonword","word",NA
"пестойный","отрицательный","nonword","nonword","word",NA
"соучастменный","поверхность","nonword","nonword","word",NA
"вествога","мутация","nonword","nonword","word",NA
"крою","высокомерие","nonword","nonword","word",NA
"атин","музей","nonword","nonword","word",NA
"дальной","театр","nonword","nonword","word",NA
"биоло","четвертый","nonword","nonword","word",NA
"обжестко","чувствительный","nonword","nonword","word",NA
"мохи","лошадь","nonword","nonword","word",NA
"наиввать","ядерный","nonword","nonword","word",NA
"предрица","шампанское","nonword","nonword","word",NA
"белька","политика","nonword","nonword","word",NA
"тяжешить","прохладно","nonword","nonword","word",NA
"рабкать","оружитель","nonword","nonword","word",NA
"самостранство","побег","nonword","nonword","word",NA
"жь","символ","nonword","nonword","word",NA
"наемлось","эмоциональный","nonword","nonword","word",NA
"обезца","отличный","nonword","nonword","word",NA
"ближать","нежный","nonword","nonword","word",NA
"отуспока","финансовый","nonword","nonword","word",NA
"цср","политик","nonword","nonword","word",NA
"ликвидироулингс","таблетка","nonword","nonword","word",NA
"впеоскорбляющий","преуспеть","nonword","nonword","word",NA
"футка","мышцы","nonword","nonword","word",NA
"протракт","военный","nonword","nonword","word",NA
"изместей","думать","nonword","nonword","word",NA
"увеличиством","лизать","nonword","nonword","word",NA
"граждать","чувство","nonword","nonword","word",NA
"умков","убийца","nonword","nonword","word",NA
"колэлем","отправить","nonword","nonword","word",NA
"осожия","вернуть","nonword","nonword","word",NA
"стячок","до свидания","nonword","nonword","word",NA
"рвалок","шея","nonword","nonword","word",NA
"конрофт","интуиция","nonword","nonword","word",NA
"скрипняться","настоящий","nonword","nonword","word",NA
"неудачрудование","деревня","nonword","nonword","word",NA
"непредувание","позволять","nonword","nonword","word",NA
"олп","административность","nonword","nonword","word",NA
"комментальоне","дать","nonword","nonword","word",NA
"гуve","благодарить","nonword","nonword","word",NA
"завсот","деньги","nonword","nonword","word",NA
"жоаз","бумажник","nonword","nonword","word",NA
"гениальством","длинная","nonword","nonword","word",NA
"тинник","романтик","nonword","nonword","word",NA
"loить","сантиметр","nonword","nonword","word",NA
"кашта","действовать","nonword","nonword","word",NA
"прощатьще","сердитый","nonword","nonword","word",NA
"реальством","спор","nonword","nonword","word",NA
"замечанесчастный","эпидемия","nonword","nonword","word",NA
"встутельный","поставить в известность","nonword","nonword","word",NA
"колостым","четыре","nonword","nonword","word",NA
"карнапряж","чемодан","nonword","nonword","word",NA
"сексуственный","детектив","nonword","nonword","word",NA
"бенно","жалкий","nonword","nonword","word",NA
"фистрессово","салат","nonword","nonword","word",NA
"опыжет","минус","nonword","nonword","word",NA
"банковское дпяпппп","фильм","nonword","nonword","word",NA
"комым","финиш","nonword","nonword","word",NA
"военноморбратьс","коньяк","nonword","nonword","word",NA
"сультина","проповедь","nonword","nonword","word",NA
"автовишь","нужно","nonword","nonword","word",NA
"слочень","работник","nonword","nonword","word",NA
"анарабский","дружба","nonword","nonword","word",NA
"портлоко","иностранец","nonword","nonword","word",NA
"неудачрационный","арест","nonword","nonword","word",NA
"баскетстия","веб","nonword","nonword","word",NA
"доскотча","игра","nonword","nonword","word",NA
"шеав","сострадание","nonword","nonword","word",NA
"бестер","альфа","nonword","nonword","word",NA
"горяжусь","заказ","nonword","nonword","word",NA
"коголь","предоставлять","nonword","nonword","word",NA
"благосмертный","слабый","nonword","nonword","word",NA
"магаскоп","концентрат","nonword","nonword","word",NA
"католичебратьс","передача","nonword","nonword","word",NA
"хутильник","двоюродная сестра","nonword","nonword","word",NA
"королевность","ведьма","nonword","nonword","word",NA
"растерять","структура","nonword","nonword","word",NA
"стоистине","постоянно","nonword","nonword","word",NA
"восхиткнулся","мертвых","nonword","nonword","word",NA
"мопл","вход","nonword","nonword","word",NA
"ритурист","ограбить","nonword","nonword","word",NA
"груптура","уголовное","nonword","nonword","word",NA
"наиввать","ярость","nonword","nonword","word",NA
"ситпарк","достоинство","nonword","nonword","word",NA
"иметь значкаст","сидеть","nonword","nonword","word",NA
"челощишь","передатчик","nonword","nonword","word",NA
"охрафель","заморозить","nonword","nonword","word",NA
"конкуренность","хранить","nonword","nonword","word",NA
"котаь","чрезвычайное происшествие","nonword","nonword","word",NA
"нантка","куртка","nonword","nonword","word",NA
"бевер","заграничный пасспорт","nonword","nonword","word",NA
"сивность","похищение","nonword","nonword","word",NA
"привольный","абсурдный","nonword","nonword","word",NA
"привилекость","убийство","nonword","nonword","word",NA
"внятетьих","поддерживать","nonword","nonword","word",NA
"понеуязвина","клиника","nonword","nonword","word",NA
"inа","носовой платок","nonword","nonword","word",NA
"смешный","внешний","nonword","nonword","word",NA
"ничества","бессильнее","nonword","nonword","word",NA
"делинезваный","одинокий","nonword","nonword","word",NA
"участчатление","циничный","nonword","nonword","word",NA
"разно","артиллерия","nonword","nonword","word",NA
"зьянка","грузовик","nonword","nonword","word",NA
"чёски","энергия","nonword","nonword","word",NA
"полол","уменьшать","nonword","nonword","word",NA
"тэйло","треугольник","nonword","nonword","word",NA
"узвое","миллиард","nonword","nonword","word",NA
"кабистов","быстро","nonword","nonword","word",NA
"сопе","лев","nonword","nonword","word",NA
"надав","плыть","nonword","nonword","word",NA
"нвем","дверь","nonword","nonword","word",NA
"савищ","запах","nonword","nonword","word",NA
"доролось","мама","nonword","nonword","word",NA
"молвка","военно-морской","nonword","nonword","word",NA
"татуинеделька","в самом деле","nonword","nonword","word",NA
"обманыством","неделю","nonword","nonword","word",NA
"сомкнутьдательный","слышать","nonword","nonword","word",NA
"праба","быстро","nonword","nonword","word",NA
"опухтый","небольшой","nonword","nonword","word",NA
"жённый","легенда","nonword","nonword","word",NA
"маггольный","разные","nonword","nonword","word",NA
"йск","голый","nonword","nonword","word",NA
"эготор","солнечный","nonword","nonword","word",NA
"менвестный","дерево","nonword","nonword","word",NA
"уеасть","предатель","nonword","nonword","word",NA
"чущей","торговец","nonword","nonword","word",NA
"едд","эгоистичный","nonword","nonword","word",NA
"орглях","испытание","nonword","nonword","word",NA
"капра","прокуратура","nonword","nonword","word",NA
"необяние","вакцина","nonword","nonword","word",NA
"покольный","жестокий","nonword","nonword","word",NA
"элекконно","беглец","nonword","nonword","word",NA
"стэнный","зарплата","nonword","nonword","word",NA
"горшдо","спаситель","nonword","nonword","word",NA
"блокк","утка","nonword","nonword","word",NA
"хвость","пластина","nonword","nonword","word",NA
"ляошибка","звук","nonword","nonword","word",NA
"банковское дело","абсцессмина","nonword","word","nonword",NA
"фермер","абпрочный","nonword","word","nonword",NA
"столица","туррия","nonword","word","nonword",NA
"парламент","автоград","nonword","word","nonword",NA
"значок","азартство","nonword","word","nonword",NA
"колония","цо","nonword","word","nonword",NA
"изобразительное искусство","административставлет","nonword","word","nonword",NA
"жилой дом","адренапасть","nonword","word","nonword",NA
"ботинок","адчия","nonword","word","nonword",NA
"влагалище","акним","nonword","word","nonword",NA
"царапать","активироулингс","nonword","word","nonword",NA
"порно","актяне","nonword","word","nonword",NA
"ритм","дайби","nonword","word","nonword",NA
"магазин","алнён","nonword","word","nonword",NA
"обманывать","фанфа","nonword","word","nonword",NA
"усиление","польрика","nonword","word","nonword",NA
"плюс","аначут","nonword","word","nonword",NA
"ноябрь","апельлел","nonword","word","nonword",NA
"мозг","японда","nonword","word","nonword",NA
"отвечать","увольдодатель","nonword","word","nonword",NA
"папочка","арбат","nonword","word","nonword",NA
"няни","арцах","nonword","word","nonword",NA
"кровь","артезать","nonword","word","nonword",NA
"марафон","ароформлерия","nonword","word","nonword",NA
"открытие","архитекгнать","nonword","word","nonword",NA
"вдруг внезапно","ассирознь","nonword","word","nonword",NA
"естественно","мочка","nonword","word","nonword",NA
"пытаться","школькующий","nonword","word","nonword",NA
"беседа","атмультик","nonword","word","nonword",NA
"самоубийство","атморазыгра","nonword","word","nonword",NA
"ворсин","изящтория","nonword","word","nonword",NA
"браво","здрапорт","nonword","word","nonword",NA
"арсенал","базвонка","nonword","word","nonword",NA
"детонатор","стр","nonword","word","nonword",NA
"достаточно","батажечь","nonword","word","nonword",NA
"династия","скилец","nonword","word","nonword",NA
"держать","безтентность","nonword","word","nonword",NA
"один","бездартный","nonword","word","nonword",NA
"эксперт","безответнесносный","nonword","word","nonword",NA
"страдания","бейсзим","nonword","word","nonword",NA
"оригинал","бесер","nonword","word","nonword",NA
"телеграмма","беременством","nonword","word","nonword",NA
"неспособность","бесупорно","nonword","word","nonword",NA
"оборудование","беспоколонне","nonword","word","nonword",NA
"тренироваться","беспотральный","nonword","word","nonword",NA
"недооценивать","бесдробнее","nonword","word","nonword",NA
"жертва","вежнес","nonword","word","nonword",NA
"здесь","биологичебратьс","nonword","word","nonword",NA
"описывать","пальлогия","nonword","word","nonword",NA
"вдова","благодальоне","nonword","word","nonword",NA
"эскорт","благодарством","nonword","word","nonword",NA
"лазанья","вдохко","nonword","word","nonword",NA
"медленный","богатнуть","nonword","word","nonword",NA
"идея","богамиль","nonword","word","nonword",NA
"заблокирован","боедешь","nonword","word","nonword",NA
"ужин","божетральный","nonword","word","nonword",NA
"корица","болюсть","nonword","word","nonword",NA
"пол","бопы","nonword","word","nonword",NA
"ураган","большин","nonword","word","nonword",NA
"табак","большой првёшь","nonword","word","nonword",NA
"официант","неверода","nonword","word","nonword",NA
"карман","толчба","nonword","word","nonword",NA
"старый","боек","nonword","word","nonword",NA
"большинство","бороть","nonword","word","nonword",NA
"тьма","деак","nonword","word","nonword",NA
"баскетбол","толтан","nonword","word","nonword",NA
"распознавать","лезня","nonword","word","nonword",NA
"стоимость","бушляпник","nonword","word","nonword",NA
"губа","бунит","nonword","word","nonword",NA
"беда","буоценка","nonword","word","nonword",NA
"модель","банкро","nonword","word","nonword",NA
"висит","банкро","nonword","word","nonword",NA
"клуб","оземен","nonword","word","nonword",NA
"стоять","в конце ксдэйл","nonword","word","nonword",NA
"облако","лaобщем","nonword","word","nonword",NA
"минь","в самом явись","nonword","word","nonword",NA
"персонаж","ванис","nonword","word","nonword",NA
"пепел","эленость","nonword","word","nonword",NA
"блеск","лодный","nonword","word","nonword",NA
"точка","джемцина","nonword","word","nonword",NA
"два","ьен","nonword","word","nonword",NA
"абсолютно","васнул","nonword","word","nonword",NA
"медовый","ваннаятельствмната","nonword","word","nonword",NA
"рождество","варинюсь","nonword","word","nonword",NA
"заменять","лжерх","nonword","word","nonword",NA
"джунгли","странновение","nonword","word","nonword",NA
"медленно","эмб","nonword","word","nonword",NA
"мужчина","сальма","nonword","word","nonword",NA
"военно-морской","странера","nonword","word","nonword",NA
"ночь","стриптиляция","nonword","word","nonword",NA
"привилегия","убира","nonword","word","nonword",NA
"яблоко","весморка","nonword","word","nonword",NA
"работа","верство","nonword","word","nonword",NA
"ценный","сячный","nonword","word","nonword",NA
"родственник","вертональ","nonword","word","nonword",NA
"дядя","вевя","nonword","word","nonword",NA
"сострадательный","весежусь","nonword","word","nonword",NA
"лягушка","веджа","nonword","word","nonword",NA
"магнитный","взовлечься","nonword","word","nonword",NA
"лопаться","взезв","nonword","word","nonword",NA
"чувак","вздошной","nonword","word","nonword",NA
"сторожить","вилак","nonword","word","nonword",NA
"злость","шанка","nonword","word","nonword",NA
"королева","вивредный","nonword","word","nonword",NA
"хорошо","витастые","nonword","word","nonword",NA
"смерть","люч","nonword","word","nonword",NA
"половина","необычдывать деньги","nonword","word","nonword",NA
"аналитик","дружный","nonword","word","nonword",NA
"закон","определец","nonword","word","nonword",NA
"вторичный","флирный","nonword","word","nonword",NA
"предупреждение","хёасть","nonword","word","nonword",NA
"проложить","трашний","nonword","word","nonword",NA
"пиратский","вспори","nonword","word","nonword",NA
"эксперимент","водиства","nonword","word","nonword",NA
"вкусно","нушка","nonword","word","nonword",NA
"ангел","водобишь","nonword","word","nonword",NA
"миллионер","военноморбратьс","nonword","word","nonword",NA
"оказание услуг","военвать","nonword","word","nonword",NA
"комбинация","возностьденный","nonword","word","nonword",NA
"обработать","вознемедленный","nonword","word","nonword",NA
"экспертиза","возможством","nonword","word","nonword",NA
"форма","дезин","nonword","word","nonword",NA
"мусор","воss","nonword","word","nonword",NA
"в одиночестве","волноткнулся","nonword","word","nonword",NA
"восхищаться","волрюльник","nonword","word","nonword",NA
"монах","вороволь","nonword","word","nonword",NA
"лето","воскресествия","nonword","word","nonword",NA
"южный","воесте","nonword","word","nonword",NA
"якорь","впеоформление","nonword","word","nonword",NA
"сверхъестественное","врарвался","nonword","word","nonword",NA
"код","встрестве","nonword","word","nonword",NA
"душ","неприча","nonword","word","nonword",NA
"шум","клонник","nonword","word","nonword",NA
"задача","йрод","nonword","word","nonword",NA
"юбка","жёлра","nonword","word","nonword",NA
"река","выбостон","nonword","word","nonword",NA
"может быть","выставь","nonword","word","nonword",NA
"скромный","выжильем","nonword","word","nonword",NA
"гормон","вытег","nonword","word","nonword",NA
"прозвище","вылехмнб","nonword","word","nonword",NA
"сокровище","вывальной","nonword","word","nonword",NA
"ром","вырасист","nonword","word","nonword",NA
"яд","высокая температурагане","nonword","word","nonword",NA
"купить","высотруд","nonword","word","nonword",NA
"отношение","высокомемкнуть","nonword","word","nonword",NA
"мост","высозвез","nonword","word","nonword",NA
"гусь","высочегнать","nonword","word","nonword",NA
"кошмар","выуспока","nonword","word","nonword",NA
"как обычно","гаворт","nonword","word","nonword",NA
"портал","гагранта","nonword","word","nonword",NA
"конкуренция","гастриптика","nonword","word","nonword",NA
"марка","галлюцинасквозь","nonword","word","nonword",NA
"бумага","галмейк","nonword","word","nonword",NA
"бедных","стойбургер","nonword","word","nonword",NA
"артефакт","гачел","nonword","word","nonword",NA
"чип","гармозван","nonword","word","nonword",NA
"ключ","cлyто","nonword","word","nonword",NA
"муж","pый","nonword","word","nonword",NA
"поздно","героимость","nonword","word","nonword",NA
"количество","зультара","nonword","word","nonword",NA
"выстрелил","главное управлстракшн","nonword","word","nonword",NA
"изменять","глотентный","nonword","word","nonword",NA
"оргазм","крыток","nonword","word","nonword",NA
"жопа","глудрать","nonword","word","nonword",NA
"опыт","бархой","nonword","word","nonword",NA
"семинар","сфалься","nonword","word","nonword",NA
"просто","гоопытный","nonword","word","nonword",NA
"войти","голосовабратьс","nonword","word","nonword",NA
"полка","гонии","nonword","word","nonword",NA
"гнездо","стера","nonword","word","nonword",NA
"комплимент","гоуспела","nonword","word","nonword",NA
"гордый","голие","nonword","word","nonword",NA
"осел","съёмма","nonword","word","nonword",NA
"стресс","недофиня","nonword","word","nonword",NA
"живой","гречелось","nonword","word","nonword",NA
"всегда","грай","nonword","word","nonword",NA
"отстой","грезь","nonword","word","nonword",NA
"какие","грузочьей","nonword","word","nonword",NA
"передний","грузочьей","nonword","word","nonword",NA
"сентябрь","сестпа","nonword","word","nonword",NA
"короткая","сестпа","nonword","word","nonword",NA
"кавалерия","тричный","nonword","word","nonword",NA
"чума","кр","nonword","word","nonword",NA
"знаменитость","жертление","nonword","word","nonword",NA
"ждать","дагромко","nonword","word","nonword",NA
"воображение","лоть","nonword","word","nonword",NA
"низкий","inерь","nonword","word","nonword",NA
"впечатление","двигаства","nonword","word","nonword",NA
"почка","двоюродная сесгoвopить","nonword","word","nonword",NA
"фактор","декладки","nonword","word","nonword",NA
"жест","дейтесьвать","nonword","word","nonword",NA
"фрагмент","деравль","nonword","word","nonword",NA
"только что","дестим","nonword","word","nonword",NA
"коллега","демосвязьтия","nonword","word","nonword",NA
"правильно","деандрестрация","nonword","word","nonword",NA
"месть","день рождстоль","nonword","word","nonword",NA
"кость","френги","nonword","word","nonword",NA
"конец","дебиопсия","nonword","word","nonword",NA
"расист","деступня","nonword","word","nonword",NA
"секретарь","дерерить","nonword","word","nonword",NA
"верность","найжать","nonword","word","nonword",NA
"вашингтон","десятилекарств","nonword","word","nonword",NA
"совет","детекнусь","nonword","word","nonword",NA
"расстояние","ошиство","nonword","word","nonword",NA
"пульс","дешестёр","nonword","word","nonword",NA
"конфликт","деятельствен","nonword","word","nonword",NA
"повар","джуадапта","nonword","word","nonword",NA
"тень","динакорм","nonword","word","nonword",NA
"свидетель","диху","nonword","word","nonword",NA
"феномен","дистратор","nonword","word","nonword",NA
"курить","тенна","nonword","word","nonword",NA
"бедность","сладная","nonword","word","nonword",NA
"исследование","до свиддресс","nonword","word","nonword",NA
"вселенная","добропраздно","nonword","word","nonword",NA
"пчела","довольно чблоуэр","nonword","word","nonword",NA
"здоровье","доказательмкнуть","nonword","word","nonword",NA
"простить","снятор","nonword","word","nonword",NA
"записывать","докувишь","nonword","word","nonword",NA
"арена","дојх","nonword","word","nonword",NA
"стрелок","досрочна","nonword","word","nonword",NA
"химический","долект","nonword","word","nonword",NA
"крем","добратьснительный","nonword","word","nonword",NA
"страна","докличка","nonword","word","nonword",NA
"клан","достасмертный","nonword","word","nonword",NA
"место","достоинфаркт","nonword","word","nonword",NA
"слушание","добранный","nonword","word","nonword",NA
"спид","дощал","nonword","word","nonword",NA
"емкость","драгоценством","nonword","word","nonword",NA
"комфортный","дрюи","nonword","word","nonword",NA
"тур","чрезба","nonword","word","nonword",NA
"убогий","дружестройный","nonword","word","nonword",NA
"лимонад","дунишь","nonword","word","nonword",NA
"довольный","мых","nonword","word","nonword",NA
"покинуть","орихи","nonword","word","nonword",NA
"прогресс","увора","nonword","word","nonword",NA
"душа","дьягун","nonword","word","nonword",NA
"охота","hoа","nonword","word","nonword",NA
"готов","huот","nonword","word","nonword",NA
"комментарий","amть","nonword","word","nonword",NA
"сумма","дзе","nonword","word","nonword",NA
"политика","впида","nonword","word","nonword",NA
"случайно","бизкий","nonword","word","nonword",NA
"нагрузка","жетесь","nonword","word","nonword",NA
"параноида","желадель","nonword","word","nonword",NA
"хорошо","никтый","nonword","word","nonword",NA
"оркестр","комна","nonword","word","nonword",NA
"альбом","женат замяпппяя","nonword","word","nonword",NA
"фунт","утоский","nonword","word","nonword",NA
"радар","ставщина","nonword","word","nonword",NA
"платформа","пенький","nonword","word","nonword",NA
"век","жекраткий","nonword","word","nonword",NA
"прибыть","жесторонне","nonword","word","nonword",NA
"ситуация","жигнусное","nonword","word","nonword",NA
"английский","лункость","nonword","word","nonword",NA
"правило","флонал","nonword","word","nonword",NA
"палец","журнасверчка","nonword","word","nonword",NA
"художник","завталс","nonword","word","nonword",NA
"суббота","загланелл","nonword","word","nonword",NA
"федеральный","заграничный патepecнo","nonword","word","nonword",NA
"запрещенный","улоний","nonword","word","nonword",NA
"щит","задат","nonword","word","nonword",NA
"пожар","забым","nonword","word","nonword",NA
"зерно","завзвинченный","nonword","word","nonword",NA
"частный","закрыдешь","nonword","word","nonword",NA
"модный","занекото","nonword","word","nonword",NA
"округ","заместей","nonword","word","nonword",NA
"исследовать","замечанеуместный","nonword","word","nonword",NA
"леденца","зарем","nonword","word","nonword",NA
"причина","зарем","nonword","word","nonword",NA
"завтра","замороствие","nonword","word","nonword",NA
"критический","зачтенный","nonword","word","nonword",NA
"сэндвич","занию","nonword","word","nonword",NA
"мафия","записыством","nonword","word","nonword",NA
"ряд","зафилд","nonword","word","nonword",NA
"консервативный","запомском","nonword","word","nonword",NA
"десерт","запрельща","nonword","word","nonword",NA
"риск","запьем","nonword","word","nonword",NA
"наказывать","уклаплата","nonword","word","nonword",NA
"лояльный","зательствтывающий","nonword","word","nonword",NA
"двойной","защистил","nonword","word","nonword",NA
"dvd","древда","nonword","word","nonword",NA
"неудачник","жмук","nonword","word","nonword",NA
"естественный","ускокало","nonword","word","nonword",NA
"следить","ресма","nonword","word","nonword",NA
"червь","енея","nonword","word","nonword",NA
"кукла","нaал","nonword","word","nonword",NA
"безопасность","значен","nonword","word","nonword",NA
"зло","укать","nonword","word","nonword",NA
"терминал","грена","nonword","word","nonword",NA
"операционный","зоде","nonword","word","nonword",NA
"выгода","плюние","nonword","word","nonword",NA
"фактически","взб","nonword","word","nonword",NA
"очарование","черра","nonword","word","nonword",NA
"больница","игбит","nonword","word","nonword",NA
"экипаж","игсверка","nonword","word","nonword",NA
"храм","встуально","nonword","word","nonword",NA
"основание","войот","nonword","word","nonword",NA
"меч","внети","nonword","word","nonword",NA
"оставаться","избиранесчастный","nonword","word","nonword",NA
"церковь","изтальный","nonword","word","nonword",NA
"терпение","извинеством","nonword","word","nonword",NA
"старший","изголавр","nonword","word","nonword",NA
"развод","легчать","nonword","word","nonword",NA
"тело","имперамаунт","nonword","word","nonword",NA
"вопрос","импетать","nonword","word","nonword",NA
"региональный","инвеликс","nonword","word","nonword",NA
"неправильно","индивидунеуместный","nonword","word","nonword",NA
"робот","иноблизнец","nonword","word","nonword",NA
"бюджет","инструвишь","nonword","word","nonword",NA
"рвать","интестолкно","nonword","word","nonword",NA
"краска","инубойный","nonword","word","nonword",NA
"улыбка","интуимость","nonword","word","nonword",NA
"заключение",NA,"nonword","word","nonword",NA
"добыча","информастерс","nonword","word","nonword",NA
"белок","информироулингс","nonword","word","nonword",NA
"инспектор","плейекция","nonword","word","nonword",NA
"в третьих","подысничности","nonword","word","nonword",NA
"глотать","искусклассный","nonword","word","nonword",NA
"твердо","исустранение","nonword","word","nonword",NA
"слушать","использоством","nonword","word","nonword",NA
"сенсационный","испытастроф","nonword","word","nonword",NA
"иллюзия","истребильярд","nonword","word","nonword",NA
"разрешение","истья","nonword","word","nonword",NA
"отражение","исстрастновение","nonword","word","nonword",NA
"жених","уэль","nonword","word","nonword",NA
"репортер","как правстрам","nonword","word","nonword",NA
"влияние","какой кабрь","nonword","word","nonword",NA
"весна","кадерс","nonword","word","nonword",NA
"нло","кадые","nonword","word","nonword",NA
"солдат","капитаверне","nonword","word","nonword",NA
"опухоль","капичишь","nonword","word","nonword",NA
"волонтер","кардиджея","nonword","word","nonword",NA
"мышь","цепта","nonword","word","nonword",NA
"цезарь","стотель","nonword","word","nonword",NA
"помолвка","качелюстьный","nonword","word","nonword",NA
"стадион","мерттира","nonword","word","nonword",NA
"управлять","идупинг","nonword","word","nonword",NA
"отчет","кислобать","nonword","word","nonword",NA
"аноним","одесбище","nonword","word","nonword",NA
"монстр","партсика","nonword","word","nonword",NA
"замечательный","клирья","nonword","word","nonword",NA
"шерлок","спраника","nonword","word","nonword",NA
"толкать","внедника","nonword","word","nonword",NA
"величество","ближва","nonword","word","nonword",NA
"сестра","тарга","nonword","word","nonword",NA
"включить","ковлям","nonword","word","nonword",NA
"отставка","котой","nonword","word","nonword",NA
"иметь значение","конеумолибо","nonword","word","nonword",NA
"слухи","ставлено","nonword","word","nonword",NA
"безумие","количегнать","nonword","word","nonword",NA
"противный","коосужда","nonword","word","nonword",NA
"посольство","коменюсь","nonword","word","nonword",NA
"диплом","комисучим","nonword","word","nonword",NA
"будущее","комихаль","nonword","word","nonword",NA
"лунный","коммуникастрюли","nonword","word","nonword",NA
"круг","коммунистичетельств","nonword","word","nonword",NA
"наследство","компьюкрёстный","nonword","word","nonword",NA
"цемент","конгресстуция","nonword","word","nonword",NA
"танцор","конфиденциальставлет","nonword","word","nonword",NA
"человек","конценстыл","nonword","word","nonword",NA
"применять","конконт","nonword","word","nonword",NA
"желудок","корьез","nonword","word","nonword",NA
"компания","коравьи","nonword","word","nonword",NA
"проспект","котром","nonword","word","nonword",NA
"прощение","корпорадость","nonword","word","nonword",NA
"словарь","атт","nonword","word","nonword",NA
"враг","коляс","nonword","word","nonword",NA
"увеличивать","спонсота","nonword","word","nonword",NA
"губернатор","кррь","nonword","word","nonword",NA
"страдать","креативством","nonword","word","nonword",NA
"благотворительность","кривон","nonword","word","nonword",NA
"похищение","здавать","nonword","word","nonword",NA
"закуска","раблик","nonword","word","nonword",NA
"сексуальный","венса","nonword","word","nonword",NA
"договор","учрека","nonword","word","nonword",NA
"рог","кунях","nonword","word","nonword",NA
