"id_target","id_cue","type","target_type","cue_type","id_cosine"
"jaru","mempekerjakan","nonword","nonword","word",NA
"kebainkan","membaca","nonword","nonword","word",NA
"diafalam","cincin","nonword","nonword","word",NA
"diteana","jazz","nonword","nonword","word",NA
"suatfitempat","hari natal","nonword","nonword","word",NA
"hanang","anak perempuan","nonword","nonword","word",NA
"kesultian","besar","nonword","nonword","word",NA
"murk","rute","nonword","nonword","word",NA
"burunmrupa","kredit","nonword","nonword","word",NA
"keraesan","besok","nonword","nonword","word",NA
"pahir","dewasa","nonword","nonword","word",NA
"membgkuhkan","ketiga","nonword","nonword","word",NA
"lupas","merebut","nonword","nonword","word",NA
"sidiijjari","pengacara","nonword","nonword","word",NA
"tiga kalzulipat","badai","nonword","nonword","word",NA
"meserik","keras kepala","nonword","nonword","word",NA
"kejauhtan","kulit","nonword","nonword","word",NA
"injeepi","kelahiran","nonword","nonword","word",NA
"kolodi","saat ini","nonword","nonword","word",NA
"romatiis","mengilhami","nonword","nonword","word",NA
"napat","membuat","nonword","nonword","word",NA
"mentoni","terapi","nonword","nonword","word",NA
"vilto","mengenali","nonword","nonword","word",NA
"catasi","panggilan","nonword","nonword","word",NA
"premen","konspirasi","nonword","nonword","word",NA
"katik","bankir","nonword","nonword","word",NA
"antiun","populasi","nonword","nonword","word",NA
"negane","puas","nonword","nonword","word",NA
"pelastiwa","paku","nonword","nonword","word",NA
"swama","bukti","nonword","nonword","word",NA
"setematika","mengatakan","nonword","nonword","word",NA
"penyemit","kembali","nonword","nonword","word",NA
"korgentrat","praktek","nonword","nonword","word",NA
"sinyer","ide","nonword","nonword","word",NA
"anakohakilaki","manis","nonword","nonword","word",NA
"parasmrmal","konstruksi","nonword","nonword","word",NA
"pahiran","lelah","nonword","nonword","word",NA
"dito","tempat berlindung","nonword","nonword","word",NA
"kelompse","putri","nonword","nonword","word",NA
"eksekuke","jarum","nonword","nonword","word",NA
"bahailbakar","aturan","nonword","nonword","word",NA
"sieuroma","perbankan","nonword","nonword","word",NA
"lefikan","lihat","nonword","nonword","word",NA
"retttor","perusahaan","nonword","nonword","word",NA
"kacul","abadi","nonword","nonword","word",NA
"haor","amal","nonword","nonword","word",NA
"tetss","bayi","nonword","nonword","word",NA
"skangel","mouse","nonword","nonword","word",NA
"gunator","meneliti","nonword","nonword","word",NA
"gudangmuenjata","mental","nonword","nonword","word",NA
"cofflat","baik","nonword","nonword","word",NA
"lendah","lumpur","nonword","nonword","word",NA
"mengukrmati","kesehatan","nonword","nonword","word",NA
"selamasqtinggal","radar","nonword","nonword","word",NA
"erka","roma","nonword","nonword","word",NA
"ditain","federal","nonword","nonword","word",NA
"barubaryrini","petani","nonword","nonword","word",NA
"moyakinan","pengadilan","nonword","nonword","word",NA
"kemamen","optimis","nonword","nonword","word",NA
"haricsibur","masalah","nonword","nonword","word",NA
"kekaekan","keagungan","nonword","nonword","word",NA
"habol","umum","nonword","nonword","word",NA
"fantuntis","pintar","nonword","nonword","word",NA
"ippi","kabur","nonword","nonword","word",NA
"ehe","nobel","nonword","nonword","word",NA
"bertahanwsidup","kengerian","nonword","nonword","word",NA
"mant","lencana","nonword","nonword","word",NA
"jegak","menyadari","nonword","nonword","word",NA
"knan","kombinasi","nonword","nonword","word",NA
"olahlega","abu","nonword","nonword","word",NA
"adremulin","kontak","nonword","nonword","word",NA
"mojol","menderita","nonword","nonword","word",NA
"persahukatan","malam","nonword","nonword","word",NA
"saksu","bahu","nonword","nonword","word",NA
"kocatitusi","yurisdiksi","nonword","nonword","word",NA
"iptan","kayu manis","nonword","nonword","word",NA
"rbah","mustahil","nonword","nonword","word",NA
"itori","tentara","nonword","nonword","word",NA
"sempsona","depan","nonword","nonword","word",NA
"psapologi","tiba-tiba","nonword","nonword","word",NA
"hakisinasi","meleleh","nonword","nonword","word",NA
"kroptivitas","kerumunan","nonword","nonword","word",NA
"kathar","kemiskinan","nonword","nonword","word",NA
"bintis","tempur","nonword","nonword","word",NA
"arsiyak","hebat","nonword","nonword","word",NA
"dimisaris","makan malam","nonword","nonword","word",NA
"frar","penyanyi","nonword","nonword","word",NA
"kinia","evolusi","nonword","nonword","word",NA
"aab","membeli","nonword","nonword","word",NA
"menyalang","dobel","nonword","nonword","word",NA
"galo","limbah","nonword","nonword","word",NA
"irahis","arena","nonword","nonword","word",NA
"kapnil","sopan","nonword","nonword","word",NA
"tiror","suami","nonword","nonword","word",NA
"persetaduan","anggota","nonword","nonword","word",NA
"jalaedraya","menyelamatkan","nonword","nonword","word",NA
"wahata","lesbian","nonword","nonword","word",NA
"berlliar","kemungkinan","nonword","nonword","word",NA
"kecepankn","kebisingan","nonword","nonword","word",NA
"ibekjari","komandan","nonword","nonword","word",NA
"pastem","lambat","nonword","nonword","word",NA
"uoringe","monyet","nonword","nonword","word",NA
"ruunuh","atom","nonword","nonword","word",NA
"muruk","budaya","nonword","nonword","word",NA
"jelajisekali","piano","nonword","nonword","word",NA
"rentu","bodoh","nonword","nonword","word",NA
"ilinwan","hukum","nonword","nonword","word",NA
"trad","kosong","nonword","nonword","word",NA
"adh","ideal","nonword","nonword","word",NA
"peiaang","gantung","nonword","nonword","word",NA
"juriah","sekunder","nonword","nonword","word",NA
"erli","percobaan","nonword","nonword","word",NA
"posetik","afrika","nonword","nonword","word",NA
"miayar","kotor","nonword","nonword","word",NA
"pengusiba","katolik","nonword","nonword","word",NA
"kaskl","anggaran","nonword","nonword","word",NA
"kalju","toko","nonword","nonword","word",NA
"clgeet","tidak berdaya","nonword","nonword","word",NA
"melannkan diri","sayangnya","nonword","nonword","word",NA
"boril","helm","nonword","nonword","word",NA
"ippi","rubah","nonword","nonword","word",NA
"prrang","pengasuh","nonword","nonword","word",NA
"sehang","sekretaris","nonword","nonword","word",NA
"satotangan","zombie","nonword","nonword","word",NA
"ornek","kapsul","nonword","nonword","word",NA
"jaggal","dna","nonword","nonword","word",NA
"peseru","tembakan","nonword","nonword","word",NA
"kamakwtidur","lipstik","nonword","nonword","word",NA
"mikralon","meja","nonword","nonword","word",NA
"deum","benar","nonword","nonword","word",NA
"perllihan","sensor","nonword","nonword","word",NA
"univerastas","diploma","nonword","nonword","word",NA
"agasa","memasak","nonword","nonword","word",NA
"presnyen","melihat","nonword","nonword","word",NA
"kakul","fashionable","nonword","nonword","word",NA
"kemaliuan","akhir","nonword","nonword","word",NA
"mengrgi","jari","nonword","nonword","word",NA
"kepribadann","gubernur","nonword","nonword","word",NA
"hireogen","saya akan","nonword","nonword","word",NA
"refltasi","bulir","nonword","nonword","word",NA
"festeual","kemeja","nonword","nonword","word",NA
"kaliett","internasional","nonword","nonword","word",NA
"kanil","negara","nonword","nonword","word",NA
"kretten","izin","nonword","nonword","word",NA
"vembilasi","bukit","nonword","nonword","word",NA
"artihkri","peralatan","nonword","nonword","word",NA
"punila","kesan","nonword","nonword","word",NA
"kepasaran","darah","nonword","nonword","word",NA
"kestanan","persiapan","nonword","nonword","word",NA
"harguydiri","pribadi","nonword","nonword","word",NA
"demodcasi","bung","nonword","nonword","word",NA
"ilkad","sempit","nonword","nonword","word",NA
"bhara","senyum","nonword","nonword","word",NA
"sibius","paranoid","nonword","nonword","word",NA
"lucil","realitas","nonword","nonword","word",NA
"keberangritan","potensi","nonword","nonword","word",NA
"meaft","kilometer","nonword","nonword","word",NA
"ismenterian","konkret","nonword","nonword","word",NA
"peack","kontaminasi","nonword","nonword","word",NA
"laeru","kunci","nonword","nonword","word",NA
"kebodofin","seri","nonword","nonword","word",NA
"ketiniaan","ambulans","nonword","nonword","word",NA
"keatlakaan","pendaratan","nonword","nonword","word",NA
"kekerjman","sandera","nonword","nonword","word",NA
"kekekawaan","metode","nonword","nonword","word",NA
"kejungungan","keuangan","nonword","nonword","word",NA
"khawndir","melanjutkan","nonword","nonword","word",NA
"enerap","sungai","nonword","nonword","word",NA
"memampa","resimen","nonword","nonword","word",NA
"tahamilan","terkunci","nonword","nonword","word",NA
"happ","apel","nonword","nonword","word",NA
"selalah","karbon","nonword","nonword","word",NA
"kume","peluang","nonword","nonword","word",NA
"terhang","juara","nonword","nonword","word",NA
"pintmdmasuk","kemenangan","nonword","nonword","word",NA
"tuashan","keras","nonword","nonword","word",NA
"perkahbangan","kaca","nonword","nonword","word",NA
"golangnya","gula","nonword","nonword","word",NA
"keriali","nasihat","nonword","nonword","word",NA
"jaout","klan","nonword","nonword","word",NA
"mengalahann","tempat","nonword","nonword","word",NA
"penderitutn","juta","nonword","nonword","word",NA
"mungwan","miskin","nonword","nonword","word",NA
"mohal","virus","nonword","nonword","word",NA
"taont","mengatur","nonword","nonword","word",NA
"tonet","menculik","nonword","nonword","word",NA
"keraesan","rok","nonword","nonword","word",NA
"rasaliyukur","batu","nonword","nonword","word",NA
"keous","tugas","nonword","nonword","word",NA
"egahs","berlaku","nonword","nonword","word",NA
"urs","bersinar","nonword","nonword","word",NA
"nisah","barat","nonword","nonword","word",NA
"peus","apa","nonword","nonword","word",NA
"hadilen","rencana","nonword","nonword","word",NA
"kasicksayang","reporter","nonword","nonword","word",NA
"kesalambn","tangan","nonword","nonword","word",NA
"merann","lebih rendah","nonword","nonword","word",NA
"pendokikan","tidak berguna","nonword","nonword","word",NA
"hansoni","ketidakadilan","nonword","nonword","word",NA
"sukaneta","seni","nonword","nonword","word",NA
"kesetihkn","membenci","nonword","nonword","word",NA
"antiapan","secara finansial","nonword","nonword","word",NA
"keorgalan","maraton","nonword","nonword","word",NA
"menakuor","mempertimbangkan","nonword","nonword","word",NA
"tidak bertanggunekjawab","menginginkan","nonword","nonword","word",NA
"tidarpadil","senapan","nonword","nonword","word",NA
"tidauddapat","tato","nonword","nonword","word",NA
"arkyance","pria","nonword","nonword","word",NA
"keshpat","semesta","nonword","nonword","word",NA
"mengincastasikan","mayoritas","nonword","nonword","word",NA
"rhasik","menakjubkan","nonword","nonword","word",NA
"ntam","gadis","nonword","nonword","word",NA
"mercr","kereta","nonword","nonword","word",NA
"ntologi","kapasitas","nonword","nonword","word",NA
"perkit","hobi","nonword","nonword","word",NA
"keluarun","tongkat","nonword","nonword","word",NA
"litang","gejala","nonword","nonword","word",NA
"katavyandi","tubuh","nonword","nonword","word",NA
"herolo","pria","nonword","nonword","word",NA
"telln","hormon","nonword","nonword","word",NA
"koderasi","benda terbang aneh","nonword","nonword","word",NA
"kaween","mengganti","nonword","nonword","word",NA
"cariuran","sofa","nonword","nonword","word",NA
"pegkataan","bendera","nonword","nonword","word",NA
"pedahing","menolak","nonword","nonword","word",NA
"komilk","pompa","nonword","nonword","word",NA
"ista","hidup","nonword","nonword","word",NA
"kebearaan","mangsa","nonword","nonword","word",NA
"pertaluan","rendah","nonword","nonword","word",NA
"konfirissi","peringatan","nonword","nonword","word",NA
"perselunihan","kesalahan","nonword","nonword","word",NA
"muja","baik","nonword","nonword","word",NA
"definiku","pendengaran","nonword","nonword","word",NA
"liatral","menipu","nonword","nonword","word",NA
"tiesan","susu","nonword","nonword","word",NA
"membannen","krim","nonword","nonword","word",NA
"konecti","mahkota","nonword","nonword","word",NA
"rakuasi","mafia","nonword","nonword","word",NA
"persetaduan","saksi","nonword","nonword","word",NA
"memanismlasi","limun","nonword","nonword","word",NA
"abwerd","penyelidikan","nonword","nonword","word",NA
"penypkang","upacara","nonword","nonword","word",NA
"pejah","dvd","nonword","nonword","word",NA
"ies","generator","nonword","nonword","word",NA
"menjeeikkan","seru","nonword","nonword","word",NA
"mesanjamkan","diam","nonword","nonword","word",NA
"okus","model","nonword","nonword","word",NA
"posetik","di sini","nonword","nonword","word",NA
"kugaitas","boneka","nonword","nonword","word",NA
"lerth","anggur","nonword","nonword","word",NA
"kuatran","pasukan","nonword","nonword","word",NA
"esara","tunai","nonword","nonword","word",NA
"jagangan","menjamin","nonword","nonword","word",NA
"kucai","radius","nonword","nonword","word",NA
"bullng","jaringan","nonword","nonword","word",NA
"penghandlan","ayah","nonword","nonword","word",NA
"kurangga","fenomena","nonword","nonword","word",NA
"telaaemenikah","perangkat lunak","nonword","nonword","word",NA
"papat","menggores","nonword","nonword","word",NA
"kulin","nyaman","nonword","nonword","word",NA
"sudbawi","tuntutan","nonword","nonword","word",NA
"secaraumangsung","kamar","nonword","nonword","word",NA
"katret","menghancurkan","nonword","nonword","word",NA
"permsiaan","selalu","nonword","nonword","word",NA
"memberakahukan","kesetiaan","nonword","nonword","word",NA
"berjmban","melihat","nonword","nonword","word",NA
"spagopi","membentuk","nonword","nonword","word",NA
"angkatankuaut","putih","nonword","nonword","word",NA
"lato","makanan","nonword","nonword","word",NA
"laeck","sampah","nonword","nonword","word",NA
"monimur","klakson","nonword","nonword","word",NA
"seept","asli","nonword","nonword","word",NA
"atin","pahlawan","nonword","nonword","word",NA
"larer","dorongan","nonword","nonword","word",NA
"peurualan","bagian","nonword","nonword","word",NA
"lemaamlembut","kontrol","nonword","nonword","word",NA
"sedigam","sebenarnya","nonword","nonword","word",NA
"hby","laba-laba","nonword","nonword","word",NA
"leakt","bengkel","nonword","nonword","word",NA
"inkum","tanah","nonword","nonword","word",NA
"olm","daerah","nonword","nonword","word",NA
"jaqetangan","pengaruh","nonword","nonword","word",NA
"membelandekan","murid","nonword","nonword","word",NA
"nida","nilai","nonword","nonword","word",NA
"segitliga","tiket","nonword","nonword","word",NA
"imasana","tas kantor","nonword","nonword","word",NA
"paksum","ciuman","nonword","nonword","word",NA
"litia","sersan","nonword","nonword","word",NA
"kejujukkn","harta karun","nonword","nonword","word",NA
"luarfiiasa","meja","nonword","nonword","word",NA
"cenara","cairan","nonword","nonword","word",NA
"aksir","pesona","nonword","nonword","word",NA
"tenaga stuya","perlahan-lahan","nonword","nonword","word",NA
"inest","anak muda","nonword","nonword","word",NA
"kancel","menggambarkan","nonword","nonword","word",NA
"ekstrik","pribadi","nonword","nonword","word",NA
"brrah","satuan","nonword","nonword","word",NA
"talnta","minimum","nonword","nonword","word",NA
"sarantn","tulang","nonword","nonword","word",NA
"madinan","mempelajari","nonword","nonword","word",NA
"vitan","sensasional","nonword","nonword","word",NA
"dilam","pabrik","nonword","nonword","word",NA
"pinkna","warisan","nonword","nonword","word",NA
"kamaupmandi","kedutaan","nonword","nonword","word",NA
"doring","rahasia","nonword","nonword","word",NA
"prrcator","pengunduran diri","nonword","nonword","word",NA
"impe","astronaut","nonword","nonword","word",NA
"balasin","pelayan","nonword","nonword","word",NA
"monus","pelatih","nonword","nonword","word",NA
"masaffalu","laut","nonword","nonword","word",NA
"mandlah","lari","nonword","nonword","word",NA
"mailarakat","ratu","nonword","nonword","word",NA
"teliata","senin","nonword","nonword","word",NA
"pembntuh","kamp","nonword","nonword","word",NA
"kojar","koloni","nonword","nonword","word",NA
"pickh","hidup","nonword","nonword","word",NA
"psapologis","regional","nonword","nonword","word",NA
"kantti","sihir","nonword","nonword","word",NA
"kuomi","istirahat","nonword","nonword","word",NA
"melapautkan","peringatan","nonword","nonword","word",NA
"pemelihagran","petir","nonword","nonword","word",NA
"membulukan","komisi","nonword","nonword","word",NA
"menjira","menghukum","nonword","nonword","word",NA
"meleack","dinding","nonword","nonword","word",NA
"pepipektif","laba","nonword","nonword","word",NA
"bertmbu","gang","nonword","nonword","word",NA
"membsta","fisika","nonword","nonword","word",NA
"mengetinkan","bahan kimia","nonword","nonword","word",NA
"buki","keterlaluan","nonword","nonword","word",NA
"pebrilah","refleksi","nonword","nonword","word",NA
"nuruh","gosip","nonword","nonword","word",NA
"ittal","atas","nonword","nonword","word",NA
"meerlis","mengubah","nonword","nonword","word",NA
"mengirca","penjual","nonword","nonword","word",NA
"mekaual","status","nonword","nonword","word",NA
"cidia","pengawal","nonword","nonword","word",NA
"taraa","buta","nonword","nonword","word",NA
"tikan","kemajuan","nonword","nonword","word",NA
"menckki","dramatis","nonword","nonword","word",NA
"menghasisaan","saluran","nonword","nonword","word",NA
"melasekan","pilihan","nonword","nonword","word",NA
"menumpp","menunjukkan","nonword","nonword","word",NA
"penangkapatjikan","wisata","nonword","nonword","word",NA
"megaimpan","bersyukur","nonword","nonword","word",NA
"loyakini","pengampunan","nonword","nonword","word",NA
"memerivea","tembakau","nonword","nonword","word",NA
"medasan","ribu","nonword","nonword","word",NA
"pickh","kaliber","nonword","nonword","word",NA
"menyaaa","protein","nonword","nonword","word",NA
"menghuar","terminal","nonword","nonword","word",NA
"mempericiki","platform","nonword","nonword","word",NA
"meling","mimpi buruk","nonword","nonword","word",NA
"bahant","teknis","nonword","nonword","word",NA
"mewakirkan","yoga","nonword","nonword","word",NA
"musuan","mengucapkan selamat","nonword","nonword","word",NA
"membuat terkolan","ping","nonword","nonword","word",NA
"memuntl","duta besar","nonword","nonword","word",NA
"menyumiakan","aturan","nonword","nonword","word",NA
"luarfiiasa","kegelapan","nonword","nonword","word",NA
"menatatkan","wiski","nonword","nonword","word",NA
"bangeman","yang mulia","nonword","nonword","word",NA
"menakin","kekuatan","nonword","nonword","word",NA
"memboni","satu","nonword","nonword","word",NA
"beldenti","angsa","nonword","nonword","word",NA
"percleaan","halus","nonword","nonword","word",NA
"mencnyik","kain","nonword","nonword","word",NA
"rampse","beroperasi","nonword","nonword","word",NA
"meloamat","mars","nonword","nonword","word",NA
"mendahgar","binatang buas","nonword","nonword","word",NA
"menychihkan","southern","nonword","nonword","word",NA
"rasacrakit","mahal","nonword","nonword","word",NA
"mant","rum","nonword","nonword","word",NA
"keadaan darutkt","sandwich","nonword","nonword","word",NA
"pendamjangan","jarak","nonword","nonword","word",NA
"deanesi","istana","nonword","nonword","word",NA
"menyeleniki","konservatif","nonword","nonword","word",NA
"berestng","cangkir","nonword","nonword","word",NA
"menghammai","intern","nonword","nonword","word",NA
"dollmen","sarang","nonword","nonword","word",NA
"mengakse","kamera","nonword","nonword","word",NA
"memberèetahu","orgasme","nonword","nonword","word",NA
"mengatik","bonus","nonword","nonword","word",NA
"beklasil","halo","nonword","nonword","word",NA
"tals","kesimpulan","nonword","nonword","word",NA
"mengatikan","gudang senjata","nonword","nonword","word",NA
"mengleur","analis","nonword","nonword","word",NA
"papat","berbelok","nonword","nonword","word",NA
"menggangrk","ninja","nonword","nonword","word",NA
"penggairi","tanda tangan","nonword","nonword","word",NA
"mebur","semak","nonword","nonword","word",NA
"merurek","mendukung","nonword","nonword","word",NA
"menghames","mengumpulkan","nonword","nonword","word",NA
"menghianng","menutupi","nonword","nonword","word",NA
"kepercayern diri","hidangan penutup","nonword","nonword","word",NA
"melingkap","lasagna","nonword","nonword","word",NA
"mengrmat","serupa","nonword","nonword","word",NA
"mengdiar","anarki","nonword","nonword","word",NA
"inspironi","dengan tegas","nonword","nonword","word",NA
"mengharasman","lelang","nonword","nonword","word",NA
"pengumianat","memperbaiki","nonword","nonword","word",NA
"memailat","pintu gerbang","nonword","nonword","word",NA
"membiatean","cat","nonword","nonword","word",NA
"peningantan","juni","nonword","nonword","word",NA
"menyusa","menderita","nonword","nonword","word",NA
"mengumputnan","ilmu urai","nonword","nonword","word",NA
"meegarankan","kerajaan","nonword","nonword","word",NA
"meninggardan","selatan","nonword","nonword","word",NA
"mengikangi","aktif","nonword","nonword","word",NA
"caaaaan","perceraian","nonword","nonword","word",NA
"ninji","merobek","nonword","nonword","word",NA
"menyrdap","setengah","nonword","nonword","word",NA
"membalra","lupa","nonword","nonword","word",NA
"teronnngan","mengizinkan","nonword","nonword","word",NA
"koler","tanaman","nonword","nonword","word",NA
"meskrima","mempertaruhkan","nonword","nonword","word",NA
"emosnynal","jip","nonword","nonword","word",NA
"pertunbekan","menjijikan","nonword","nonword","word",NA
"bersembului","penari","nonword","nonword","word",NA
"memahace","cari","nonword","nonword","word",NA
"megaimpan","memerintah","nonword","nonword","word",NA
"mengendaahi","memungkinkan","nonword","nonword","word",NA
"menyedsa","kata","nonword","nonword","word",NA
"meckinggung","meningkatkan","nonword","nonword","word",NA
"pemerannn","bunuh diri","nonword","nonword","word",NA
"penyayir","data","nonword","nonword","word",NA
"kusung","artis","nonword","nonword","word",NA
"melingkap","mandi","nonword","nonword","word",NA
"prnguk","awan","nonword","nonword","word",NA
"begrebihan","sayang","nonword","nonword","word",NA
"memodung","detak","nonword","nonword","word",NA
"cewetu","konyol","nonword","nonword","word",NA
"temaik","musim panas","nonword","nonword","word",NA
"sentpieter","tipis","nonword","nonword","word",NA
"miidi","operasional","nonword","nonword","word",NA
"brng","meninggalkan","nonword","nonword","word",NA
"makstoum","panas","nonword","nonword","word",NA
"uar","komentar","nonword","nonword","word",NA
"katn","takdir","nonword","nonword","word",NA
"lefonda","mencoba","nonword","nonword","word",NA
"ista","kuantitas","nonword","nonword","word",NA
"protbaipe","vagina","nonword","nonword","word",NA
"tradonional","diam","nonword","nonword","word",NA
"papang","perpustakaan","nonword","nonword","word",NA
"gorine","mil","nonword","nonword","word",NA
"alrei","berharga","nonword","nonword","word",NA
"tiars","tablet","nonword","nonword","word",NA
"kemulityn","pisang","nonword","nonword","word",NA
"hitong","pendapat","nonword","nonword","word",NA
"mungwan","memeriksa","nonword","nonword","word",NA
"guif","baik","nonword","nonword","word",NA
"musiaydingin","kebebasan","nonword","nonword","word",NA
"musitmgugur","angkatan laut","nonword","nonword","word",NA
"munih","konflik","nonword","nonword","word",NA
"lakin","urusan","nonword","nonword","word",NA
"tunga","sherlock","nonword","nonword","word",NA
"sists","basis","nonword","nonword","word",NA
"boaph","chip","nonword","nonword","word",NA
"intusni","tangki","nonword","nonword","word",NA
"jurll","kabinet","nonword","nonword","word",NA
"namapnelakang","pemicu","nonword","nonword","word",NA
"menasihaor","mitos","nonword","nonword","word",NA
"glmial","bayangan","nonword","nonword","word",NA
"komudakasi","pembalasan dendam","nonword","nonword","word",NA
"banggi","anak laki-laki","nonword","nonword","word",NA
"hauta","tulang belakang","nonword","nonword","word",NA
"ermurai","memasukkan","nonword","nonword","word",NA
"hadibo","frekuensi","nonword","nonword","word",NA
"almpat","mengusulkan","nonword","nonword","word",NA
"devamber","pembukaan","nonword","nonword","word",NA
"menyusangkan","kesuksesan","nonword","nonword","word",NA
"kekaith","bawang putih","nonword","nonword","word",NA
"suzuek","amarah","nonword","nonword","word",NA
"wingsional","bobot","nonword","nonword","word",NA
"reseistis","kamus","nonword","nonword","word",NA
"indiasdu","titik","nonword","nonword","word",NA
"penesangan","dosa","nonword","nonword","word",NA
"piny","brutal","nonword","nonword","word",NA
"cerelwal","bangsawan","nonword","nonword","word",NA
"koesor","pertanyaan","nonword","nonword","word",NA
"prodmisi","katup","nonword","nonword","word",NA
"penyelmpat","sipil","nonword","nonword","word",NA
"spanialis","keemasan","nonword","nonword","word",NA
"blgi","tupai","nonword","nonword","word",NA
"kelah","segar","nonword","nonword","word",NA
"rbah","rintangan","nonword","nonword","word",NA
"ditain","batu bara","nonword","nonword","word",NA
"suad","orang","nonword","nonword","word",NA
"telebin","menjawab","nonword","nonword","word",NA
"pemasir","dua","nonword","nonword","word",NA
"pagrat","beruang","nonword","nonword","word",NA
"esara","pencurian","nonword","nonword","word",NA
"blla","ilusi","nonword","nonword","word",NA
"seput","superman","nonword","nonword","word",NA
"celantik","hangat","nonword","nonword","word",NA
"rintara","dinasti","nonword","nonword","word",NA
"baplan","menghormati","nonword","nonword","word",NA
"pergnang","roti","nonword","nonword","word",NA
"pichu","naif","nonword","nonword","word",NA
"kemua","planet","nonword","nonword","word",NA
"peelin","laporan","nonword","nonword","word",NA
"peladon","digustasi","nonword","nonword","word",NA
"kekangkinan","gereja","nonword","nonword","word",NA
"kensilan","invasi","nonword","nonword","word",NA
"penugap","fase","nonword","nonword","word",NA
"pembuluhnzarah","gempa bumi","nonword","nonword","word",NA
"pembntuh","paman","nonword","nonword","word",NA
"mengaktinian","plus","nonword","nonword","word",NA
"hukumadlpenjara","cucu","nonword","nonword","word",NA
"valuin","merokok","nonword","nonword","word",NA
"menant","album","nonword","nonword","word",NA
"penghatauran","laut","nonword","nonword","word",NA
"tepisan","lampu","nonword","nonword","word",NA
"peramprjan","modal","nonword","nonword","word",NA
"takap","penerimaan","nonword","nonword","word",NA
"penetrangan","tidak pernah","nonword","nonword","word",NA
"paliang","detonator","nonword","nonword","word",NA
"ujthcoba","kelas","nonword","nonword","word",NA
"sniple","washington","nonword","nonword","word",NA
"berpolta","menawarkan","nonword","nonword","word",NA
"ocksa","tengah malam","nonword","nonword","word",NA
"hadom","bebas","nonword","nonword","word",NA
"pengplahuan","lingkaran","nonword","nonword","word",NA
"evaleksi","batuk","nonword","nonword","word",NA
"belaenkasihan","komersial","nonword","nonword","word",NA
"pengantiymperempuan","kalender","nonword","nonword","word",NA
"kutor","mencuri","nonword","nonword","word",NA
"memengardii","terlambat","nonword","nonword","word",NA
"pealantu","bola basket","nonword","nonword","word",NA
"medamani","sikap","nonword","nonword","word",NA
"els","anonim","nonword","nonword","word",NA
"coministratif","administrasi","nonword","nonword","word",NA
"pemesstan","kritis","nonword","nonword","word",NA
"bubunan","romeo","nonword","nonword","word",NA
"patrgai","tujuan","nonword","nonword","word",NA
"masuciakal","piramida","nonword","nonword","word",NA
"pembssi","berdiri","nonword","nonword","word",NA
"gabu","kering","nonword","nonword","word",NA
"dellawan","masa depan","nonword","nonword","word",NA
"sobar","profil","nonword","nonword","word",NA
"peerlis","imajinasi","nonword","nonword","word",NA
"pemugak","alkitab","nonword","nonword","word",NA
"ineseksi","memegang","nonword","nonword","word",NA
"tuaniwumah","ming","nonword","nonword","word",NA
"melengkade","memuat","nonword","nonword","word",NA
"pertchungan","kapal selam","nonword","nonword","word",NA
"zepan","cokelat","nonword","nonword","word",NA
"kompnker","mencegah","nonword","nonword","word",NA
"ketkngan","membersihkan","nonword","nonword","word",NA
"dimpusi","karakter","nonword","nonword","word",NA
"pernetahan","sabar","nonword","nonword","word",NA
"eoi","pecahan","nonword","nonword","word",NA
"meserik","kampanye","nonword","nonword","word",NA
"pemariran","secara harfiah","nonword","nonword","word",NA
"pelin","tidak ada apa-apa","nonword","nonword","word",NA
"allym","mulut","nonword","nonword","word",NA
"hari ulanggrahun","mengintai","nonword","nonword","word",NA
"denganalepat","jiwa","nonword","nonword","word",NA
"melakin","saudari","nonword","nonword","word",NA
"muserb","teknologi","nonword","nonword","word",NA
"perencanugn","menyuap","nonword","nonword","word",NA
"terakhwa","berisiko","nonword","nonword","word",NA
"beulanya","karnaval","nonword","nonword","word",NA
"pernetahan","pulih","nonword","nonword","word",NA
"esen","mengikuti","nonword","nonword","word",NA
"perusahamp","keberanian","nonword","nonword","word",NA
"bida","menghapuskan","nonword","nonword","word",NA
"kehentikan","salah","nonword","nonword","word",NA
"pekemua","pertunangan","nonword","nonword","word",NA
"pemaseman","berlian","nonword","nonword","word",NA
"gunah","wabah","nonword","nonword","word",NA
"astar","menyumpahi","nonword","nonword","word",NA
"khmebah","tuna","nonword","nonword","word",NA
"berkemon","hiu","nonword","nonword","word",NA
"pijahan","keluhan","nonword","nonword","word",NA
"diba","peringatan tahunan","nonword","nonword","word",NA
"cellas","nama panggilan","nonword","nonword","word",NA
"carbang","naif","nonword","nonword","word",NA
"strusuur","di luar","nonword","nonword","word",NA
"strollri","sukarelawan","nonword","nonword","word",NA
"senjnga","merek","nonword","nonword","word",NA
"orsut","pekerjaan","nonword","nonword","word",NA
"stasshn","ketakutan","nonword","nonword","word",NA
"magilah","kabin","nonword","nonword","word",NA
"miets","oven","nonword","nonword","word",NA
"sepeng","konsep","nonword","nonword","word",NA
"jiangorang","musuh","nonword","nonword","word",NA
"terkentu","terjadi","nonword","nonword","word",NA
"fiaj","mulia","nonword","nonword","word",NA
"negaskf","cukup","nonword","nonword","word",NA
"jikat","turun","nonword","nonword","word",NA
"dorfr","berkarat","nonword","nonword","word",NA
"laschan","jatuh","nonword","nonword","word",NA
"matisia","relatif","nonword","nonword","word",NA
