"ur_target","ur_cue","ur_fake_cue","ur_fake_target","en_cue","en_target"
"مکمل","خالی","ائلی","علمل","empty","full"
"مکمل طور پر","بالکل","بایزل","مکملیوور پر","absolutely","completely"
"مکھن","شہد","ومد","پچھن","honey","butter"
"مکینیکل","تکنیکی","اؤنیکی","مکائیکل","technical","mechanical"
"مل","تلاش","دداش","ri","search","find"
"ملاقات","دیکھو","دیزیو","عراقات","see","meet"
"ملاقات","کانفرنس","کالجرنس","عراقات","conference","meeting"
"ملک","ملک","وسک","وسک","country","nation"
"ممنوعہ","ممنوعہ","ممنویش","تکنوعہ","forbidden","prohibit"
"مناسب","منصفانہ","منبشانہ","منواب","fair","reasonable"
"منتخب کریں","منتخب کریں","منتختزکریں","منتخئرکریں","choose","select"
"منتقلی","اقدام","زردام","مننسلی","move","transfer"
"منٹ","دوسرا","دوجھا","ورٹ","second","minute"
"منجمد","پگھل","پگوچ","منگھد","melt","freeze"
"منصوبہ بندی","تیاری","مباری","منصوبہجمندی","preparation","planning"
"منظم","بندوبست","بندوینت","منپل","arrange","organize"
"منظوری","اجازت","اجپنت","منھجری","permission","approval"
"منفرد","خصوصی","خصلحی","ایفرد","special","unique"
"منفی","مثبت","piبت","منتف","positive","negative"
"منگل کو","پیر","ینر","منار کو","monday","tuesday"
"مہلک","مہلک","آنلک","پرلک","deadly","fatal"
"مواد","پر مشتمل ہے","پرپاشتمل ہے","مورم","contain","content"
"مواصلات","سمت شناسی","سمفکشناسی","مویشلات","navigation","communication"
"موٹل","ہوٹل","ہوke","موبا","hotel","motel"
"موٹی","پتلی","غزلی","مورم","thin","thick"
"مورفین","اسپرین","استمین","لعرفین","aspirin","morphine"
"موسم سرما","موسم گرما","موصو گرما","موسم سھنا","summer","winter"
"موسیقار","گلوکار","کروکار","موسییگر","singer","musician"
"موسیقی","جاز","نلز","موسیاف","jazz","music"
"موم بتی","چراغ","چرصل","موم کشی","lamp","candle"
"میئر","شیرف","شیڈا","میثا","sheriff","mayor"
"میئونیز","کیچپ","کیﺪﺙ","گائونیز","ketchup","mayonnaise"
"میٹر","کلومیٹر","کلفلیٹر","مییو","kilometer","meter"
"میچ","ٹورنامنٹ","ٹورنامیو","سلچ","tournament","match"
"میڈلین","آرٹفیکٹ","آرہےیکٹ","میلتین","artifact","medallion"
"میزائل","راکٹ","راین","مینسئل","rocket","missile"
"میگزین","پلے بوا","پلسزبوا","میرکین","playboy","magazine"
"میوزیم","کتب خانہ","soب خانہ","میوزہر","library","museum"
"نااخت","سمندری ڈاکو","سمندریشراکو","ناقصت","pirate","sailor"
"ناخوشگوار","غیر آرام دہ","غیر آراملظہ","ناخودنوار","uncomfortable","unpleasant"
"ناراض","حسد","یمد","کوراض","jealous","angry"
"ناشتا","رات کا کھانا","رایئکا کھانا","نازعا","dinner","breakfast"
"ناک","منہ","ودہ","یٹک","mouth","nose"
"ناکامی","کامیابی","کارلابی","نالیمی","success","failure"
"نامعلوم","گمنام","اتنام","نافرلوم","anonymous","unknown"
"نتیجہ","نتیجہ","abیجہ","وہیجہ","result","outcome"
"نجات دہندہ","ہیرو","ہیne","نجات دزودہ","hero","savior"
"نرم","نرم","گوم","خیم","soft","gentle"
"نشان","فارم","فامل","مفان","form","sign"
"نشے میں","صابر","ٹنبر","نشجھمیں","sober","drunk"
"نظام","نیٹ ورک","نیآخورک","وتام","network","system"
"نظریہ","خیال","معال","اصریہ","idea","theory"
"نظم","متن","ذین","سفم","text","poem"
"نغمہ","البم","الدڑ","ڈگمہ","album","song"
"نفرت","گندی","گنسو","عزرت","dirty","disgusting"
"نفسیات","اناتومی","اننڈومی","نفسیمن","anatomy","psychology"
"نفسیاتی","طبی","شنی","پاسیاتی","medical","psychological"
"نقشہ","کمپاس","کماوس","نقدل","compass","map"
"نقطہ نظر","دیکھیں","دیسکیں","نقطہ نac","view","perspective"
"نلی","پمپ","زعپ","ﮨﻮی","pump","hose"
"نمائش","گیلری، نگارخانہ","گیامی، نگارخانہ","برائش","gallery","exhibition"
"نمونہ","ماڈل","مائس","انونہ","model","prototype"
"ننگے","مفت","گلت","ننبا","nude","naked"
"نوجوان","کشور","ہلور","فرجوان","teenage","teenager"
"نوجوان","پرانا","نیانا","فرجوان","old","young"
"نوکرانی","نینی","نیاس","نولیانی","nanny","maid"
"نیچے","اوپر","اواس","نیad","top","bottom"
"نیند","آرام","کمام","لہند","rest","sleep"
"ھیںچو","دھکا","دھتو","ھیوڏو","push","pull"
"ہائی","کم","يں","سنئی","low","high"
"ہائی پیز","عظمت","فيمت","ہائیرریز","majesty","highness"
"ہائی وے","روڈ","ئرڈ","ہائیؤلے","road","highway"
"ہائیڈروجن","کاربن","کابون","ہائیڈراکن","carbon","hydrogen"
"ہار","انگوٹی","انگواڑ","سنر","ring","necklace"
"ہارس","گدھے","پگھے","نگرس","donkey","horse"
"ہتھوڑا","چھڑی","نگڑی","بچھوڑا","stick","hammer"
"ہتھیار","اجتماعی","اجتمکری","ہتتمار","mercenary","assassin"
"ہتھیار","پستول","مفتول","ہتتمار","pistol","weapon"
"ہڑتال","مارا","الرا","نٹتال","hit","strike"
"ہفتہ وار","ڈیلی","فالی","ہفتہافار","daily","weekly"
"ہفتے","مہینہ","ارینہ","سیتے","month","week"
"ہم آہنگی","بقیہ","غریہ","ہم آخفگی","balance","harmony"
"ہم جنس پرست","ہم جنس پرست","ہم جنستارست","ہم جنس پبوت","lesbian","gay"
"ہمیشہ کے لئے","ابدی","لحدی","ہمیشہ کےذہئے","eternal","forever"
"ہنسی","مسکراہٹ","مساگاہٹ","لتسی","smile","laugh"
"ہو","واقع","واڈم","ڈز","occur","happen"
"ہوائی اڈہ","ٹرمینل","ٹرمیزم","ورائی اڈہ","terminal","airport"
"ہیڈکوارٹر","بنیاد","بنادد","ہیتسوارٹر","base","headquarters"
"ہیروئن","کوکین","کواسن","ہیرونگ","cocaine","heroin"
"ہیلی کاپٹر","ایمبولینس","ایمبولواس","ہیلیڈیاپٹر","ambulance","helicopter"
"ہیمبرگر","سینڈوچ","سیگاوچ","ہیانرگر","sandwich","hamburger"
"واپسی","پیچھے","پیایے","واندی","back","return"
"واٹسن","شیرکل","شیخال","واوئن","sherlock","watson"
"وادی","صحرا","نبرا","اندی","desert","valley"
"وارث","ورثہ","ورjs","وادۂ","heritage","inherit"
"واش","صاف","پڑف","اکش","clean","wash"
"واعظ","تقریر","isریر","واcn","speech","sermon"
"واقعی","اصل میں","وتل میں","واللی","actually","really"
"والٹ","جیب","لڈب","واکی","pocket","wallet"
"والد","چاچا","ہےچا","واhs","uncle","dad"
"والدین","بالغ","باجع","واامین","adult","parent"
"وان","ٹریلر","ٹرصور","گٹن","trailer","van"
"وبا","طلاق","غراق","نفا","plague","epidemic"
"وٹامن","پروٹین","پریڈین","أنامن","protein","vitamin"
"وجہ","وجہ","یسہ","دسہ","reason","cause"
"ورزش","پریکٹس","پرجوٹس","ورکا","practice","exercise"
"وزارت","سفارتخانہ","بچارتخانہ","اوارت","embassy","ministry"
"وزیر","سفیر","سفرن","viیر","ambassador","minister"
"وسیع","تنگ","diگ","وسرا","narrow","wide"
"وعدہ","گارنٹی","گاپاٹی","وعاق","guarantee","promise"
"وفادار","وفادار","وفمبار","عقادار","loyal","faithful"
"وقار","فخر","ئڈر","یہار","pride","dignity"
"وقفے","دھواں","نےواں","وقجم","smash","break"
"وہاں","یہاں","ھیاں","آگاں","here","there"
"وہی","کیا","ووا","رقی","what","that"
"ووٹ","اکثریت","اکاجیت","بنٹ","majority","vote"
"ووٹر","امیدوار","امیدیںر","وویت","candidate","voter"
"ووڈکا","شراب","میاب","ووھذا","whiskey","vodka"
"ویب","انٹرنیٹ","انپینیٹ","اجب","internet","web"
"ویٹریس","ویٹر","کنٹر","ویسایس","waiter","waitress"
"ویڈیو","ڈی وی ڈی","ڈی وٹسڈی","جوڈیو","dvd","video"
"ویکسین","اینٹیڈوٹ","ایکسیڈوٹ","ویکسلی","antidote","vaccine"
"ویمپائر","زومبی","صحمبی","ویشعائر","zombie","vampire"
"وینٹیلیشن","والو","وانے","وینٹانیشن","valve","ventilation"
"وینیلا","دار چینی","دار دونی","وینیشن","cinnamon","vanilla"
"یاد رکھیں","بھول جاؤ","بھار جاؤ","یاہررکھیں","forget","remember"
"یقین","اعتماد","اعمواد","flین","trust","believe"
"یہ آلہ","آلے","وزے","یہکالہ","tool","instrument"
"یونانی","رومن","روفی","کینانی","roman","greek"
"یونیفارم","بیج","کوج","یونیفامن","badge","uniform"
