ur_cue,ur_target,type,cue_type,target_type,ur_cosine
مومینار,مفروضہ,nonword,nonword,word,
ٹیاوی,اڑنا,nonword,nonword,word,
حوید,بحث,nonword,nonword,word,
پہرٹی,عین ممکن,nonword,nonword,word,
کییپرا,خواہش,nonword,nonword,word,
ماچول,المناک,nonword,nonword,word,
اشکمارات,بندرگاہ,nonword,nonword,word,
انتقبل,چلنا,nonword,nonword,word,
جاشہداد,غیر ذمہ دار,nonword,nonword,word,
کرایڪندار,اعتراف,nonword,nonword,word,
ھینکاڑی,پریس,nonword,nonword,word,
دورین,چوٹ,nonword,nonword,word,
زاپ,جرم,nonword,nonword,word,
کشاق,تخریب کاری,nonword,nonword,word,
صدار,کہیں نہ کہیں,nonword,nonword,word,
جغغب,مالیاتی,nonword,nonword,word,
خاپی,بازو,nonword,nonword,word,
جم انڈاجہ کگانا,سینیٹ,nonword,nonword,word,
چاپلذشی طریا,آواز,nonword,nonword,word,
خگدید ھرکا,ظالم,nonword,nonword,word,
آڑققا,ارادہ,nonword,nonword,word,
اضہاپ,پروگرام,nonword,nonword,word,
دالنہ,شہزادہ,nonword,nonword,word,
معنکم,کیک,nonword,nonword,word,
خوغ,لیموزین کار,nonword,nonword,word,
شجاک,گاہک,nonword,nonword,word,
ققڑٹ,چاکلیٹ,nonword,nonword,word,
مخرگ ہوما,تفریح,nonword,nonword,word,
محاضظ,کمیٹی,nonword,nonword,word,
حضمن,قابل نفرت,nonword,nonword,word,
کیپ کیشا,ٹیلی ویژن,nonword,nonword,word,
ضقریپ,چبانا,nonword,nonword,word,
سیناڑا,توجہ مرکوز کرنا,nonword,nonword,word,
مروٹہ,گردن,nonword,nonword,word,
ڈڈص,نقشہ,nonword,nonword,word,
بیورٹ,چستی سے,nonword,nonword,word,
ڈاض,ڈاکٹر,nonword,nonword,word,
فلذدہ,موسیقار,nonword,nonword,word,
مبارتی,دانت,nonword,nonword,word,
کسدہ,ترک کرنا,nonword,nonword,word,
مجموکو,کچھ,nonword,nonword,word,
ڈزشپ مڑکا,تنخواہ,nonword,nonword,word,
ففقیف اتھاٹا,تقسیم,nonword,nonword,word,
ڈڑیب,شہنشاہ,nonword,nonword,word,
ظزاخھت کرٹا,پھانسی دینا,nonword,nonword,word,
ومامہ,پرائیویسی,nonword,nonword,word,
سفیدار,یاد رکھنا,nonword,nonword,word,
مصثات,بیمار,nonword,nonword,word,
نیگا,سنسنی پیدا کرنے والا,nonword,nonword,word,
ہملبہ,تھیٹر,nonword,nonword,word,
رجرب,مخبر,nonword,nonword,word,
ججہ ضاری,روایتی,nonword,nonword,word,
مقسیل,بلیک,nonword,nonword,word,
ضصیجت,بزنس,nonword,nonword,word,
شافق,کنارہ,nonword,nonword,word,
امانڈ,تھیلا,nonword,nonword,word,
پسرتی,بوکھلاہٹ,nonword,nonword,word,
ظزتت,علاقہ,nonword,nonword,word,
شاشت گدمی شے,مسئلہ,nonword,nonword,word,
ڈاگعگول,دفاع,nonword,nonword,word,
غغعول,ہمیشہ کے لئے,nonword,nonword,word,
تحفاق,دھول,nonword,nonword,word,
احاراج,ٹھنڈا,nonword,nonword,word,
امبنان,فرارہونا,nonword,nonword,word,
فغاف ھرکا,مجموعی علامات مرض,nonword,nonword,word,
اتاہدہ,سورج,nonword,nonword,word,
ضداگ,جانا,nonword,nonword,word,
انبریئر,کارکردگی,nonword,nonword,word,
غغموگی,دادی,nonword,nonword,word,
غاگچانہ,طنزیہ,nonword,nonword,word,
ضگذاز,تین,nonword,nonword,word,
جنرگی,صحیح,nonword,nonword,word,
آڈاضامہ ضورکر,مظاہرہ,nonword,nonword,word,
چچیضہ,انجکشن,nonword,nonword,word,
خگہ,امکان,nonword,nonword,word,
علسبائی,والدین,nonword,nonword,word,
خن,میوٹیشن,nonword,nonword,word,
پافی,مدت,nonword,nonword,word,
خکمی چوڑ گر,عملی طور پر,nonword,nonword,word,
ومد,سینیٹر,nonword,nonword,word,
اؤنیکی,انجام,nonword,nonword,word,
پجپیق جرما,معمار,nonword,nonword,word,
گیکھما,اختیار,nonword,nonword,word,
کالجرنس,طریقہ کار,nonword,nonword,word,
وسک,خوفزدہ کرنا,nonword,nonword,word,
ڈوگجا,تاوان,nonword,nonword,word,
منبشانہ,زور,nonword,nonword,word,
خضنا,زھرہ,nonword,nonword,word,
کقل مٹا نی,پیکیج,nonword,nonword,word,
شیگند,عدم موجودگی,nonword,nonword,word,
گھگھلا ہوا,شیر,nonword,nonword,word,
مباری,مغربی,nonword,nonword,word,
اتخام کرٹا,جہنم,nonword,nonword,word,
اجپنت,لڑکیاں,nonword,nonword,word,
خصلحی,لاش,nonword,nonword,word,
ٹٹبپ,قیدی,nonword,nonword,word,
غومداز,تفصیل,nonword,nonword,word,
طان ضیگا,دباؤ,nonword,nonword,word,
مغٹمل ہوکا,تولیہ,nonword,nonword,word,
سمفکشناسی,مچھلی,nonword,nonword,word,
پوسل,نظم,nonword,nonword,word,
ٹپطا,وٹامن,nonword,nonword,word,
استمین,گواہی,nonword,nonword,word,
موصو گرما,خطرہ,nonword,nonword,word,
کروکار,خلائی مخلوق,nonword,nonword,word,
چاذ,مشورہ,nonword,nonword,word,
چرصل,ڈالر,nonword,nonword,word,
شیڈا,ایجنسی,nonword,nonword,word,
گیخٹ,کونیاک,nonword,nonword,word,
کلفلیٹر,انداز,nonword,nonword,word,
ٹورنامیو,بادشاہ,nonword,nonword,word,
آنمامی غنر کا ممومہ,ڑائنامائیٹ,nonword,nonword,word,
راین,دوستی,nonword,nonword,word,
گلے ڈوائے,ننگا,nonword,nonword,word,
گپپ شابہ,بند,nonword,nonword,word,
خدندری داغو,شان وشوکت,nonword,nonword,word,
غیر آراملظہ,پینٹر,nonword,nonword,word,
خدد گڑنا,کار,nonword,nonword,word,
رایئکا کھانا,عضو کی ایستادگی,nonword,nonword,word,
ودہ,ایمان,nonword,nonword,word,
کارلابی,مسلسل,nonword,nonword,word,
اتنام,صدر,nonword,nonword,word,
تتیچہ,جنگل,nonword,nonword,word,
غیڑو,بار,nonword,nonword,word,
ثذم,کامل,nonword,nonword,word,
لظلاغ ڈیکا,کھینچنا,nonword,nonword,word,
چوسسےکیں نہ گو,ایچ آئی وی,nonword,nonword,word,
نیآخورک,شادی,nonword,nonword,word,
چیاگ,کاروبار کرنے والا,nonword,nonword,word,
ذین,آرڈر,nonword,nonword,word,
الدڑ,بجلی,nonword,nonword,word,
ذلیذ,لقب,nonword,nonword,word,
آگاگومی,کیڑا,nonword,nonword,word,
شنی,ریکارڈنگ,nonword,nonword,word,
کماوس,قوم,nonword,nonword,word,
پیاپ,ہم جنس پرست مرد,nonword,nonword,word,
ٹمپ,رومانوی,nonword,nonword,word,
گیامی، ڈگازحانہ,گوشت,nonword,nonword,word,
قادل,توقع,nonword,nonword,word,
ہرہصہ,سرکاری,nonword,nonword,word,
پین پیچر,آسان,nonword,nonword,word,
ٹوڑھا,بیڈروم,nonword,nonword,word,
غایا,خطرناک,nonword,nonword,word,
اواس,پلیٹ,nonword,nonword,word,
کمام,پرسکون,nonword,nonword,word,
ضھکیلطا,پیغام,nonword,nonword,word,
ثیٹا,ٹینس,nonword,nonword,word,
غان و غوتت,برعکس,nonword,nonword,word,
ئرڈ,وہ,nonword,nonword,word,
گاگٹن,تعلق,nonword,nonword,word,
اصگوپھی,گاؤں,nonword,nonword,word,
حڈہا,قبرستان,nonword,nonword,word,
نگڑی,مشہور,nonword,nonword,word,
فھارے کا شہاہی,نقل,nonword,nonword,word,
مفتول,مقامی,nonword,nonword,word,
ٹارکا,شمال,nonword,nonword,word,
ڑورانہ,خرگوش,nonword,nonword,word,
طہینہ,بھیجنا,nonword,nonword,word,
ثواخن,موسیقی,nonword,nonword,word,
جم جنش یرشت غورپ,وینیلا,nonword,nonword,word,
لحدی,دنیا,nonword,nonword,word,
مساگاہٹ,جراحی قینچی,nonword,nonword,word,
واشع کونا,قیام گاہ,nonword,nonword,word,
ٹرمیزم,دفتر,nonword,nonword,word,
گرمڑی ڈڈہ,پاسپورٹ,nonword,nonword,word,
کواسن,چاقو,nonword,nonword,word,
ایمبولواس,کارڈنل,nonword,nonword,word,
سیگاوچ,پھل,nonword,nonword,word,
پیایے,فعلی,nonword,nonword,word,
غرلاگ,برا,nonword,nonword,word,
نبرا,انعام,nonword,nonword,word,
شڑشہ,لمبائی,nonword,nonword,word,
صاک طرنا,بالاآخر,nonword,nonword,word,
رریر,ایڈریس,nonword,nonword,word,
ڑراضل,کچھوا,nonword,nonword,word,
لڈب,مورفین,nonword,nonword,word,
ضضا,اکھثا کرنا,nonword,nonword,word,
شذے,خریدار,nonword,nonword,word,
ٹڑاگا,منظوری,nonword,nonword,word,
ضاغون,جولیٹ,nonword,nonword,word,
پریڈین,درخواست,nonword,nonword,word,
یسہ,استعمال,nonword,nonword,word,
پرجوٹس,فنگر پرنٹ,nonword,nonword,word,
بچارتخانہ,ملاقات کرنا,nonword,nonword,word,
سفرن,کنسرٹ,nonword,nonword,word,
شنگ,کاٹنا,nonword,nonword,word,
گاپاٹی,بندش,nonword,nonword,word,
وفمبار,اسلحہ خانہ,nonword,nonword,word,
ضضڑ,انجن,nonword,nonword,word,
گاش گاش گزنا,واہمہ,nonword,nonword,word,
ھیاں,حساس,nonword,nonword,word,
عے,فقرہ,nonword,nonword,word,
اکاجیت,اتوار,nonword,nonword,word,
امیدیںر,پلیئر,nonword,nonword,word,
گھسگی,احمق,nonword,nonword,word,
انپینیٹ,انعام,nonword,nonword,word,
کنٹر,سلطنت,nonword,nonword,word,
ڈی وٹسڈی,عزم,nonword,nonword,word,
ثرقاق,بطخ,nonword,nonword,word,
صحمبی,معائنہ,nonword,nonword,word,
چریجہ,رقم,nonword,nonword,word,
دار دونی,نفسیاتی,nonword,nonword,word,
خھول چانا,پوچھنا,nonword,nonword,word,
اعمواد,الارم,nonword,nonword,word,
آصڑار,حفاظت,nonword,nonword,word,
روفی,جہاز,nonword,nonword,word,
کوج,مرکب,nonword,nonword,word,
دار چینی,کونیاپ,nonword,word,nonword,
کور کرنا,ایچ آئی پی,nonword,word,nonword,
رشوت,نتین,nonword,word,nonword,
داخل کرنا,نتینے,nonword,word,nonword,
ڈکشنری,ھکا,nonword,word,nonword,
کیچپ,بالافر,nonword,word,nonword,
غربت,رتری,nonword,word,nonword,
طاقت,زرت بکیر,nonword,word,nonword,
سیدھا,کممی,nonword,word,nonword,
غیر قانونی,آزادزئیال,nonword,word,nonword,
حلق,عدمائش,nonword,word,nonword,
تبدیلی,سدان,nonword,word,nonword,
نوآبادی,اعمانی,nonword,word,nonword,
مفید,صاراج کرنا,nonword,word,nonword,
نفرت,آکسیمر,nonword,word,nonword,
بوڑھا,آفاکرنا,nonword,word,nonword,
درندہ,فالہ,nonword,word,nonword,
ٹرین,مشنت,nonword,word,nonword,
تکنیکی,آمرگی,nonword,word,nonword,
دیکھ بھال,طانا,nonword,word,nonword,
نشانہ لگانا,الاز,nonword,word,nonword,
تاج,شن بھی,nonword,word,nonword,
تندرست,ھھلے,nonword,word,nonword,
کیبل,طوپر,nonword,word,nonword,
مریخ,اپلیٹمنٹ,nonword,word,nonword,
گلوکار,صاحی پرق مجوتہ,nonword,word,nonword,
تجربہ,مووار,nonword,word,nonword,
میز,وصر,nonword,word,nonword,
شوقین,حرلانٹک,nonword,word,nonword,
سافٹ ویئر,مویک,nonword,word,nonword,
اندام نہانی,احیٹس,nonword,word,nonword,
سنسنی خیز,اخترر,nonword,word,nonword,
لوہا,ماتیار,nonword,word,nonword,
کونہ,ادریار,nonword,word,nonword,
انجنیئر,ذیب,nonword,word,nonword,
لعنت,اررسے,nonword,word,nonword,
مشاق,اریک جرغ,nonword,word,nonword,
جون,ارعمگرد,nonword,word,nonword,
تازه,اسٹود,nonword,word,nonword,
ارب پتی,اسآزمال,nonword,word,nonword,
جنریٹر,مد فی,nonword,word,nonword,
سیکورٹی,اسٹرشعیری,nonword,word,nonword,
شیرف,وارار,nonword,word,nonword,
واقع ہونا,اسبتنٹ,nonword,word,nonword,
ڈوبنا,اسڈیل,nonword,word,nonword,
ہیجان شہوت,اسکیرال,nonword,word,nonword,
مضبوط,اغارہ,nonword,word,nonword,
ارتعاش,صصاصی,nonword,word,nonword,
تحریک دینا,اعتروٹ,nonword,word,nonword,
نگلنا,اعمااد,nonword,word,nonword,
اوپر,شریکاق,nonword,word,nonword,
کھدائی,مغلاظےجاجلا,nonword,word,nonword,
روکنا,اقمکار,nonword,word,nonword,
وفاداری,مفتوبر,nonword,word,nonword,
چھڑی,اکاۃ,nonword,word,nonword,
اکثریت,الحمم,nonword,word,nonword,
آمد,عگدمداگی,nonword,word,nonword,
تیسرا,ظاگری,nonword,word,nonword,
گرمی,جوڈلاپٹ,nonword,word,nonword,
سرجن,الشیم,nonword,word,nonword,
پگھلا ہوا,السم,nonword,word,nonword,
آٹوگراف,ظاق,nonword,word,nonword,
غور کرنا,المنشا,nonword,word,nonword,
فیکٹری,طلوگلی,nonword,word,nonword,
سرخ,الودنی,nonword,word,nonword,
گالف,امریڈک,nonword,word,nonword,
کرایہ دار,کیص کمگن,nonword,word,nonword,
نواب,اماسن,nonword,word,nonword,
زائد,نییر,nonword,word,nonword,
جانچ پڑتال,انمہابات,nonword,word,nonword,
قومی,انتظورمی,nonword,word,nonword,
تابوت,زو‎سگاط,nonword,word,nonword,
موت,انبتشن,nonword,word,nonword,
چکن,انضک,nonword,word,nonword,
بد نصیبی,انمیز,nonword,word,nonword,
تبدیل کرنا,انمڈ,nonword,word,nonword,
پرخطر,اندھونے,nonword,word,nonword,
ویٹر,اغدہ,nonword,word,nonword,
پر کشش,انگون,nonword,word,nonword,
سیمنٹ,انیتف,nonword,word,nonword,
تعمیر کرنا,انھوم,nonword,word,nonword,
علاقائی,انھوم,nonword,word,nonword,
علیل,مگحر,nonword,word,nonword,
چڑھنا,ورض,nonword,word,nonword,
ہنس,ڈجگان,nonword,word,nonword,
دیوار,انبرکشن,nonword,word,nonword,
ماؤس,انگوپا,nonword,word,nonword,
کلاس,نقم,nonword,word,nonword,
نمبر,ہرمیت,nonword,word,nonword,
گدھا,اوتمی,nonword,word,nonword,
پروڈیوسر,کفف,nonword,word,nonword,
ایک قسم کا درخت,اوبنائی,nonword,word,nonword,
معصوم,ایئتی,nonword,word,nonword,
خفیہ,ایالسی,nonword,word,nonword,
گمنام,ایڈروں,nonword,word,nonword,
خوراک,ایڈنسٹین,nonword,word,nonword,
آسمان,سیگوظ,nonword,word,nonword,
چٹان,یمٹ,nonword,word,nonword,
جھپٹنا,مظہاگ,nonword,word,nonword,
وضاحت,ایئرن,nonword,word,nonword,
آدھی رات,ایمالاار,nonword,word,nonword,
ہمیشہ,ایماسواری,nonword,word,nonword,
کوئلہ,ایمرکرسی,nonword,word,nonword,
صوفہ,حیونٹگ,nonword,word,nonword,
گائے,تاندھن,nonword,word,nonword,
فوجی,بغا,nonword,word,nonword,
حقیقت,باداف,nonword,word,nonword,
دوست,یمپ,nonword,word,nonword,
صاف کرنا,بالے روم,nonword,word,nonword,
بیان,بامظاہ,nonword,word,nonword,
گیلری، نگارخانہ,ببگ,nonword,word,nonword,
کال,گارذاکٹ,nonword,word,nonword,
توہین,طاضو,nonword,word,nonword,
سوپ,ذگلہ بانہ,nonword,word,nonword,
قبر,ٹاف,nonword,word,nonword,
مرد,یرس,nonword,word,nonword,
ہیلمٹ,ضت,nonword,word,nonword,
ہونٹ,سٹائیں,nonword,word,nonword,
رپورٹر,جوخر,nonword,word,nonword,
پیسفک,خطا لظن,nonword,word,nonword,
راسته,تجگی,nonword,word,nonword,
برائی,گبگی,nonword,word,nonword,
کیڑا,بچخی,nonword,word,nonword,
زومبی,فجاما,nonword,word,nonword,
حادثاتی طورپر,جطہ,nonword,word,nonword,
مادہ,صگامی,nonword,word,nonword,
پاش پاش کرنا,نیث,nonword,word,nonword,
منافع,طکرام,nonword,word,nonword,
سماج,جیریہ,nonword,word,nonword,
بوٹ,ججار,nonword,word,nonword,
اگلا,گرمومت,nonword,word,nonword,
بذلہ سنج,بد تمطتی,nonword,word,nonword,
کچھ نہیں,طگموڑل,nonword,word,nonword,
فیشن پرست,گرصوہ,nonword,word,nonword,
لہنگا,جیطا,nonword,word,nonword,
قدامت پسند,صاکاقہ,nonword,word,nonword,
کوشش کرنا,برندفی,nonword,word,nonword,
شہری,کرمگف,nonword,word,nonword,
آرام,ویف,nonword,word,nonword,
تصور,برقرارقتکھنا,nonword,word,nonword,
شا ندار دروازہ,وکو,nonword,word,nonword,
صبر,ئرنس,nonword,word,nonword,
کوٹھری,صواش,nonword,word,nonword,
اکھاڑہ,زل,nonword,word,nonword,
شرلاک,پیتر,nonword,word,nonword,
آخر,چپخ,nonword,word,nonword,
بندوق کی نالی کا قطر,بلات,nonword,word,nonword,
مزاحمت کرنا,بلیکمشیل,nonword,word,nonword,
معصوم,بلٹر,nonword,word,nonword,
گن پا ؤڈ ر,بوطک,nonword,word,nonword,
ستمبر,شنگ,nonword,word,nonword,
نجی,بندرابہ,nonword,word,nonword,
باسکٹ بال,طھوگنا,nonword,word,nonword,
مکھی,شیائی,nonword,word,nonword,
خلاباز,ھبت ظرا,nonword,word,nonword,
مزیدار,فھاری,nonword,word,nonword,
اناج,بھتیفا,nonword,word,nonword,
قیلولہ کرنا,وروک,nonword,word,nonword,
کیتھولک,بھنفا,nonword,word,nonword,
شکایت,بھیگصا,nonword,word,nonword,
نقدی,تقادر,nonword,word,nonword,
لہسن,ڈوت,nonword,word,nonword,
اکیلا,بپپ پووصس,nonword,word,nonword,
کوڈ,مجتری,nonword,word,nonword,
چال,الرا,nonword,word,nonword,
چراغ,فم,nonword,word,nonword,
بندر,بوزد,nonword,word,nonword,
انگلی,ٹکسٹن,nonword,word,nonword,
ہیجان خیز,مولگط,nonword,word,nonword,
ٹھیک ہے,بیطقط,nonword,word,nonword,
مداخلت,لوان,nonword,word,nonword,
بڑا,بیطامین,nonword,word,nonword,
ذائقہ,بیطغ,nonword,word,nonword,
سمندر,بیسکنو,nonword,word,nonword,
پڑھنا,بیلشوم,nonword,word,nonword,
ٹرمینل,بیروبا,nonword,word,nonword,
غلطی,بیلچ,nonword,word,nonword,
منصوبے,بیشھبال,nonword,word,nonword,
گفتگو,صوقوصیگا,nonword,word,nonword,
عاجزانہ,صوطرگا صوگج,nonword,word,nonword,
مستقبل,ڈیگا,nonword,word,nonword,
باہر,صلیل,nonword,word,nonword,
معاف کرنا,صتمارق,nonword,word,nonword,
گارنٹی,بیتو,nonword,word,nonword,
خوف پیدا کرنے والا,بیسےوف,nonword,word,nonword,
لانا,اطگک,nonword,word,nonword,
فرم,بیوکاجی,nonword,word,nonword,
چھڑانا,بیائ,nonword,word,nonword,
بات کرنا,صواط فص,nonword,word,nonword,
متاثر کن,پاروٹ,nonword,word,nonword,
کمانڈر,پاسدی,nonword,word,nonword,
مارنا,پااڑی,nonword,word,nonword,
اضافی انعام,پابغورڈ,nonword,word,nonword,
چاند,پایوورٹ,nonword,word,nonword,
بائبل,پاطی,nonword,word,nonword,
سلسلہ,خدھر,nonword,word,nonword,
تخلیق,پمھا,nonword,word,nonword,
انسپکٹر,پرائیشی,nonword,word,nonword,
روبوٹ,پرائرزیسی,nonword,word,nonword,
انسانی ہنرکا نمونہ,پردھون,nonword,word,nonword,
مثالی,پرقت,nonword,word,nonword,
گولڈن,رقندہ,nonword,word,nonword,
ٹکٹ,فہراصدہ,nonword,word,nonword,
خوراک,ضڑکا,nonword,word,nonword,
چمکدار,پررڈز,nonword,word,nonword,
کنوارہ,پریتوکول,nonword,word,nonword,
پشت درپشت حکومت,پرنٹیسر,nonword,word,nonword,
مالی معاملات,پریفیشمک,nonword,word,nonword,
ساحل,پریمرام,nonword,word,nonword,
خوش طبع,پریف,nonword,word,nonword,
کیلنڈر,پربتان,nonword,word,nonword,
سینڈوچ,پروگی,nonword,word,nonword,
پیش کرنا,ھبٹمنا,nonword,word,nonword,
ہاتھ,پلاستش,nonword,word,nonword,
شوہر,پلمار,nonword,word,nonword,
پہلے سے,پلشی,nonword,word,nonword,
عدالت,جراہ طینا,nonword,word,nonword,
تعلق,ہویر,nonword,word,nonword,
ننجا,صھک,nonword,word,nonword,
ہفتہ,پھطر,nonword,word,nonword,
بڑے,صوطنا,nonword,word,nonword,
سارجنٹ,پولسشن,nonword,word,nonword,
کک,ڈسکر,nonword,word,nonword,
مقصد,ٹلکت,nonword,word,nonword,
ہیلو,کسارا,nonword,word,nonword,
مطمئن,پورط,nonword,word,nonword,
مضبوط,تناس,nonword,word,nonword,
تصویربنانا,صیٹ,nonword,word,nonword,
فخر,پیدامور,nonword,word,nonword,
طاقت,پیدامور,nonword,word,nonword,
احترام,پیرالباف,nonword,word,nonword,
سڑیس,وقم,nonword,word,nonword,
نتیجہ,دیداق,nonword,word,nonword,
سگریٹ نوشی,پیظیم,nonword,word,nonword,
ہم جنس پرست عورت,پیاچج,nonword,word,nonword,
کھلا,پیرا,nonword,word,nonword,
دلہا,پیاگر,nonword,word,nonword,
برہنہ,تاوداری,nonword,word,nonword,
شراب نوشی,ارر,nonword,word,nonword,
نالائقی,تازطی ببشکا,nonword,word,nonword,
نصیحت,چروان,nonword,word,nonword,
شکار,نہاہی,nonword,word,nonword,
رڈار,مبزیہ,nonword,word,nonword,
آج,مشکدط درگم,nonword,word,nonword,
اسہال,تحلک,nonword,word,nonword,
خصوصی,جواپی طینحی,nonword,word,nonword,
ابھی,نمنیش رکوص,nonword,word,nonword,
ریجیمیںٹ,تفصیص کمبے باکا,nonword,word,nonword,
افراتفری,صرت,nonword,word,nonword,
فرشتہ,تخلیقی صلاوتت,nonword,word,nonword,
ہڈی,آرجدب,nonword,word,nonword,
بحرانی,پیط فصگی,nonword,word,nonword,
اندھیرا,سصاد,nonword,word,nonword,
جادو,تریو,nonword,word,nonword,
بجٹ,تشقوص,nonword,word,nonword,
دماغی,حسدد,nonword,word,nonword,
مصیبت,چیگ گوما,nonword,word,nonword,
میل,بودیق,nonword,word,nonword,
رکاوٹ,دہور,nonword,word,nonword,
بشپ,صہکرین,nonword,word,nonword,
شور,صوٹت,nonword,word,nonword,
انتہائی,لیریف,nonword,word,nonword,
عینک,میلیم,nonword,word,nonword,
امیدوار,لصوجی گیشبادوی,nonword,word,nonword,
منصفانہ,صطاگا,nonword,word,nonword,
لفافے,ازریق,nonword,word,nonword,
سیکنڈ,لنصیل,nonword,word,nonword,
بیٹی,ریویس,nonword,word,nonword,
انوکھا,رگیس,nonword,word,nonword,
تسلیم کرنا,وزبر,nonword,word,nonword,
قسم کھانا,جلطص,nonword,word,nonword,
محرک,تمئق,nonword,word,nonword,
سیمینار,جنگرٹ,nonword,word,nonword,
کسی اورجگہ,تنصیاہ,nonword,word,nonword,
زندہ,تھےجر,nonword,word,nonword,
خیرات,بٹذیب,nonword,word,nonword,
مصنف,تونہائی,nonword,word,nonword,
کمانڈ,توپ ائنے,nonword,word,nonword,
ٹنکی,تججہ مسورگمو,nonword,word,nonword,
چینل,توحت,nonword,word,nonword,
جاسوس,توروہ,nonword,word,nonword,
لازانیہ,یباٹ,nonword,word,nonword,
رائفل,فیگنا,nonword,word,nonword,
دگنا,گطو,nonword,word,nonword,
دو,نشل,nonword,word,nonword,
کبھی نہیں,ججغ,nonword,word,nonword,
انتخاب,وتغو,nonword,word,nonword,
ریڑھ,ٹاچور,nonword,word,nonword,
زلزلہ,جطی وجیگہ جے جا نکھجا,nonword,word,nonword,
عکس,ٹرانیٹیٹر,nonword,word,nonword,
معاہدہ,کمپل,nonword,word,nonword,
بہار,صرٹ,nonword,word,nonword,
نوکری,عغم,nonword,word,nonword,
سازش,ککما,nonword,word,nonword,
چوری,ٹمئزر,nonword,word,nonword,
گیس,بہل جدجی ورفا,nonword,word,nonword,
ثقافت,ٹکصی,nonword,word,nonword,
نازک,جگنیپ,nonword,word,nonword,
استعفی,قجالیص,nonword,word,nonword,
فرش,ٹیلیالون,nonword,word,nonword,
چرچ,ٹیلیپلیژن,nonword,word,nonword,
شیرخوار,نٹم,nonword,word,nonword,
خاموش,پجسص,nonword,word,nonword,
کوکین,ساخا,nonword,word,nonword,
قدرتی,ذاگوگم,nonword,word,nonword,
جوہری,جافی طکھما,nonword,word,nonword,
فکر مند,جاٹیس,nonword,word,nonword,
ڈھال,چونگیکرسٹے,nonword,word,nonword,
متن,طام حوج در,nonword,word,nonword,
فتح,جانتٹوتھا,nonword,word,nonword,
کسان,جاوگا,nonword,word,nonword,
یہاں,خانٹر,nonword,word,nonword,
محرک ہونا,پغ,nonword,word,nonword,
رسم,مصباتی,nonword,word,nonword,
نسل پرست,گجبہ,nonword,word,nonword,
بھاگ جانا,نڈم,nonword,word,nonword,
بے رحم,ججگاسی,nonword,word,nonword,
کیرئیر,ممگ,nonword,word,nonword,
ارتقاء,ضام وچوگد,nonword,word,nonword,
کیمپ,آئدی آئدی,nonword,word,nonword,
بحریہ,الگصق گرفا,nonword,word,nonword,
محل,ببلص,nonword,word,nonword,
انتظامیہ,قگرق,nonword,word,nonword,
کھانسی,جمامریت,nonword,word,nonword,
خستہ حال,ججاوہ,nonword,word,nonword,
سروس,ایک رگسم گی دھاڈی,nonword,word,nonword,
استحقاق,ڑڑائی,nonword,word,nonword,
شاہانہ,جنشنو,nonword,word,nonword,
بازرکھنا,جنرج,nonword,word,nonword,
موجودگی,بنگ گا دیگام,nonword,word,nonword,
باندھنا,نڈیل,nonword,word,nonword,
پارلیمان,جہوہ,nonword,word,nonword,
مریض,دھنت,nonword,word,nonword,
جسم,جیاج,nonword,word,nonword,
نصف,جوشص,nonword,word,nonword,
ناگوار,جاق جاص,nonword,word,nonword,
حصہ,ھوھلاٹی,nonword,word,nonword,
استعداد,سوگیط,nonword,word,nonword,
جمع,جوجنئر,nonword,word,nonword,
معمولی،عام,جيڑان,nonword,word,nonword,
ناگوار,متت,nonword,word,nonword,
گلہری,گیطٹ,nonword,word,nonword,
مایوس,طید,nonword,word,nonword,
ایک,ڈوعر,nonword,word,nonword,
صحرا,چاچطا,nonword,word,nonword,
اغوا کرنا,وور,nonword,word,nonword,
حفاظت,خاحہ,nonword,word,nonword,
جھوٹ,چاچس,nonword,word,nonword,
تھکا ہوا,چاکلہو,nonword,word,nonword,
احساس کرنا,بباطا,nonword,word,nonword,
گواہ,ققطی,nonword,word,nonword,
کھیل,گگالا,nonword,word,nonword,
مٹی,گگلقا,nonword,word,nonword,
لومڑی,صصاصم نہ جوجا,nonword,word,nonword,
ڈراؤنا خواب,ہوہادا,nonword,word,nonword,
مواد,چھغالی,nonword,word,nonword,
ٹیکسی,جھسی,nonword,word,nonword,
دیوتا,فھگانط,nonword,word,nonword,
چڑیا گھر,حھولا,nonword,word,nonword,
نچلا,حضک درما,nonword,word,nonword,
اسپرین,خوپھا,nonword,word,nonword,
بیچنے والے,مپٹ,nonword,word,nonword,
جوانی,لوصا,nonword,word,nonword,
دوکان,جرفآ,nonword,word,nonword,
نتیجہ,دیچھا درما,nonword,word,nonword,
راھب,بولنج,nonword,word,nonword,
مطلب,چیویئن شپ,nonword,word,nonword,
قمری,ذادقہ,nonword,word,nonword,
آنکھ,ساض ہی گیں,nonword,word,nonword,
کتب خانہ,جیاجت,nonword,word,nonword,
خودکشی,یگل,nonword,word,nonword,
چیک کرنا,صطف,nonword,word,nonword,
پروفائل,تشاب,nonword,word,nonword,
پرت,وداس,nonword,word,nonword,
ضدی,جذاظت,nonword,word,nonword,
دودھ,ہزیقت پسندانہ,nonword,word,nonword,
نام,حقدنی,nonword,word,nonword,
جاز,مکبت رصلی,nonword,word,nonword,
چیمپئن شپ,خفومت,nonword,word,nonword,
یادگار,بکلہ,nonword,word,nonword,
