ar_target,ar_cue,ar_fake_cue,ar_fake_target,en_cue,en_target
يفوز,مكسب,مكوث,يفند,gain,win
يقاتل,قتال,إشال,يقرحل,combat,fight
يقاوم,مقاومة,مقاوله,يقتقم,resistance,resist
يقبض على,يعاقب,يعبوب,يقبضأخلى,punish,arrest
يقترح,اقترح,اقصلح,مخترح,propose,suggest
يقدر,معجب,معمد,يقوت,admire,appreciate
يقرض,الإئتمان,التتتمان,يقيـ,credit,loan
يقطع,دمعة,تفعة,يقلح,tear,cut
يلعق,مص,ئج,يلغم,suck,lick
ينام,راحة,راوس,عوام,rest,sleep
ينتج,يزيد,شريد,ينحث,create,produce
ينجح,تدبير,كأبير,ينضل,manage,succeed
ينجو,يعيش,يعذه,يندأ,live,survive
ينسخ,أصلي,شالي,ينغل,original,copy
ينصح,النصيحة,اللحيحة,ينطو,advice,advise
ينفجر,انفجار,تعفجار,ينوير,burst,explode
ينهي,نهاية,طواية,ينرع,end,finish
يهزم,فوز,سرز,طرزم,victory,defeat
يوليو,يونيه,وننيه,يوترو,june,july
يوم الاجازة,عيد الميلاد,عيطلالميلاد,يوفطالاجازة,christmas,holiday
يوم الثلاثاء,الإثنين,الفونين,يوفنالثلاثاء,monday,tuesday
