"tr_cue","tr_target","type","cue_type","target_type","tr_cosine"
"rahrek","öğretmek","nonword","nonword","word",NA
"teyge","varlık","nonword","nonword","word",NA
"byl","yetki","nonword","nonword","word",NA
"vurtum","kabiliyet","nonword","nonword","word",NA
"alışkopos","küresel","nonword","nonword","word",NA
"nsk","pamuk","nonword","nonword","word",NA
"esirga","yasal","nonword","nonword","word",NA
"bal araring","sağır","nonword","nonword","word",NA
"kombitecekyon","pratikte","nonword","nonword","word",NA
"çeyya","sıklıkla","nonword","nonword","word",NA
"sisuz","donatmak","nonword","nonword","word",NA
"kazançga","üçlü","nonword","nonword","word",NA
"kaprogra","kol","nonword","nonword","word",NA
"kakış","kardeş","nonword","nonword","word",NA
"pennsylcâdele etmek","hızlı","nonword","nonword","word",NA
"ölıl","sevgili","nonword","nonword","word",NA
"kaşaf","mikroskop","nonword","nonword","word",NA
"kuraçılmak","çelik","nonword","nonword","word",NA
"quay","istasyon","nonword","nonword","word",NA
"becerikyecek","zengin","nonword","nonword","word",NA
"kakorkmak","ameliyat","nonword","nonword","word",NA
"köunt","arter","nonword","nonword","word",NA
"noklı","sandalye","nonword","nonword","word",NA
"kengı","eleman","nonword","nonword","word",NA
"başekly","uydu","nonword","nonword","word",NA
"ayakbağa","parça","nonword","nonword","word",NA
"garcı","irak","nonword","nonword","word",NA
"göz ymody","sihirbaz","nonword","nonword","word",NA
"cehaving","iyi","nonword","nonword","word",NA
"odaknuva","kendinden emin","nonword","nonword","word",NA
"anahron","tenis","nonword","nonword","word",NA
"kirapist","girişim","nonword","nonword","word",NA
"kileceklama","duygusal","nonword","nonword","word",NA
"kachester","araştırmacı","nonword","nonword","word",NA
"kutsal kcelyn","ağrı","nonword","nonword","word",NA
"kalabaworth","savaşçı","nonword","nonword","word",NA
"transparamparça etmek","bina","nonword","nonword","word",NA
"azz","sistem","nonword","nonword","word",NA
"eriti","belirleme","nonword","nonword","word",NA
"tiena","rakun","nonword","nonword","word",NA
"açıktane","karışım","nonword","nonword","word",NA
"bürao","karaciğer","nonword","nonword","word",NA
"damak zenapps","kitap","nonword","nonword","word",NA
"çe","önem","nonword","nonword","word",NA
"lunmak","enjeksiyon","nonword","nonword","word",NA
"imasılsız","yabancı","nonword","nonword","word",NA
"yüely","prosedür","nonword","nonword","word",NA
"asıma","berabere","nonword","nonword","word",NA
"müfetines","psikolojik","nonword","nonword","word",NA
"gazçı","bedava","nonword","nonword","word",NA
"arr","kaptan","nonword","nonword","word",NA
"dular","yapay","nonword","nonword","word",NA
"kokorkmak","etkilemek","nonword","nonword","word",NA
"azm","girişimci","nonword","nonword","word",NA
"aleyjinal","koymak","nonword","nonword","word",NA
"gönku","bakanlık","nonword","nonword","word",NA
"martmak","cinayet","nonword","nonword","word",NA
"yai","öğüt vermek","nonword","nonword","word",NA
"takip ebably","onur","nonword","nonword","word",NA
"roiji","yatırımcı","nonword","nonword","word",NA
"kave","ileti","nonword","nonword","word",NA
"ranmak","bira","nonword","nonword","word",NA
"aileliçe","tiyatro","nonword","nonword","word",NA
"asrt","ödül","nonword","nonword","word",NA
"dular","parmak izi","nonword","nonword","word",NA
"bigis","dans","nonword","nonword","word",NA
"maz","mezarlık","nonword","nonword","word",NA
"uygulaurent","olağan","nonword","nonword","word",NA
"çarah","kargo","nonword","nonword","word",NA
"adisal","gerçekçi","nonword","nonword","word",NA
"dakorkmak","aptal","nonword","nonword","word",NA
"programan","çıplak","nonword","nonword","word",NA
"koilüzyon","sahil","nonword","nonword","word",NA
"kelenald","federasyon","nonword","nonword","word",NA
"radvet","yer","nonword","nonword","word",NA
"prograba","zulüm","nonword","nonword","word",NA
"güneş ışminsky","uyumak","nonword","nonword","word",NA
"uçurzetli","diz","nonword","nonword","word",NA
"tuturist","manastır","nonword","nonword","word",NA
"zly","çocuk","nonword","nonword","word",NA
"girsi","endişelenmek","nonword","nonword","word",NA
"mice","yüksek","nonword","nonword","word",NA
"ganiikie","politik","nonword","nonword","word",NA
"esqu","oğul","nonword","nonword","word",NA
"hırkan","alan","nonword","nonword","word",NA
"resüz","ebeveyn","nonword","nonword","word",NA
"tiel","nazik","nonword","nonword","word",NA
"rorıl","çekmek","nonword","nonword","word",NA
"mininist","çilek","nonword","nonword","word",NA
"adrt","radyasyon","nonword","nonword","word",NA
"emrir","salata","nonword","nonword","word",NA
"yeamanthane","bakım yapmak","nonword","nonword","word",NA
"tapınak şakak ransky","hoşçakal","nonword","nonword","word",NA
"kontkün","tüccar","nonword","nonword","word",NA
"inanlama","talihsizlik","nonword","nonword","word",NA
"garga","arkadaş","nonword","nonword","word",NA
"fikum","kuzen","nonword","nonword","word",NA
"elektverengi","normal","nonword","nonword","word",NA
"ketşiı","video","nonword","nonword","word",NA
"pastür","tartışma","nonword","nonword","word",NA
"tekdün","grup","nonword","nonword","word",NA
"telgugh","prens","nonword","nonword","word",NA
"kuann","satmak","nonword","nonword","word",NA
"bainançlama","fantezi","nonword","nonword","word",NA
"sagei","erkek yeğen","nonword","nonword","word",NA
"tehir","soyadı","nonword","nonword","word",NA
"kaspectreli","çiçek","nonword","nonword","word",NA
"dejın","ifade","nonword","nonword","word",NA
"kilookingre","morfin","nonword","nonword","word",NA
"enrış","kasıtlı olarak","nonword","nonword","word",NA
"bahma","yoğunlaşmak","nonword","nonword","word",NA
"irt","farklı","nonword","nonword","word",NA
"mekun","denize açılmak","nonword","nonword","word",NA
"atışloma","önder","nonword","nonword","word",NA
"isley","metre","nonword","nonword","word",NA
"edilmera","onay","nonword","nonword","word",NA
"telescent","direkt olarak","nonword","nonword","word",NA
"adamlamak","üç","nonword","nonword","word",NA
"unuyon","kapalı","nonword","nonword","word",NA
"mühenlard","kamp yapmak","nonword","nonword","word",NA
"göbum","hap","nonword","nonword","word",NA
"aspicard","itiraf etmek","nonword","nonword","word",NA
"otch","şampanya","nonword","nonword","word",NA
"taah","siyah","nonword","nonword","word",NA
"elçim","emniyet","nonword","nonword","word",NA
"ayırtici","çöp","nonword","nonword","word",NA
"sinki","susuzluk","nonword","nonword","word",NA
"sansasyoworth","şantaj","nonword","nonword","word",NA
"kökal","görkem","nonword","nonword","word",NA
"eyaba","venüs","nonword","nonword","word",NA
"çıkta","epidemi","nonword","nonword","word",NA
"evdey","evli","nonword","nonword","word",NA
"mütenecekzı","hafta","nonword","nonword","word",NA
"siknun","sıcaklık","nonword","nonword","word",NA
"kümilkshane","komünist","nonword","nonword","word",NA
"ltz","sahtekar","nonword","nonword","word",NA
"alci","cevap vermek","nonword","nonword","word",NA
"oluşkıcı","atlantik","nonword","nonword","word",NA
"ara slünç","perspektif","nonword","nonword","word",NA
"yumumond","güvenli","nonword","nonword","word",NA
"sedüt","hizmetçi","nonword","nonword","word",NA
"büyük bering","yanak","nonword","nonword","word",NA
"zepü","kapat","nonword","nonword","word",NA
"firüm","kayıt etmek","nonword","nonword","word",NA
"amgı","müze","nonword","nonword","word",NA
"sağkrallı","dolap","nonword","nonword","word",NA
"mitmik","vanilya","nonword","nonword","word",NA
"öğ","saklamak","nonword","nonword","word",NA
"nomat","tünel","nonword","nonword","word",NA
"bosım","kaybolma","nonword","nonword","word",NA
"çalışma masnimhhhh","milyar","nonword","nonword","word",NA
"kızuzaklık","aktör","nonword","nonword","word",NA
"azz","hayvan","nonword","nonword","word",NA
"scyl cubur","havalimanı","nonword","nonword","word",NA
"gece yarcarthy","öğlen","nonword","nonword","word",NA
"öğedilmek","denizci","nonword","nonword","word",NA
"kangrenci","kovboy","nonword","nonword","word",NA
"kız ejong","kabul","nonword","nonword","word",NA
"progsiye","kale","nonword","nonword","word",NA
"haşim","yenmek","nonword","nonword","word",NA
"sıgaç","haksız","nonword","nonword","word",NA
"decek","toplum","nonword","nonword","word",NA
"sırapist","sokak","nonword","nonword","word",NA
"şala","sarı","nonword","nonword","word",NA
"derir","düğün","nonword","nonword","word",NA
"zedem","puro","nonword","nonword","word",NA
"meydana gerength","mantıklı","nonword","nonword","word",NA
"onurlanmak","parlak","nonword","nonword","word",NA
"şüplı","bayan garson","nonword","nonword","word",NA
"ölümpur","çekiç","nonword","nonword","word",NA
"pozilong","çocukluk","nonword","nonword","word",NA
"yüzens","filo","nonword","nonword","word",NA
"vain","uyum","nonword","nonword","word",NA
"franla","madalyon","nonword","nonword","word",NA
"ikinrer","plastik","nonword","nonword","word",NA
"bse","git","nonword","nonword","word",NA
"ancik","mücevher","nonword","nonword","word",NA
"dekompli","hiv","nonword","nonword","word",NA
"desteklif etmek, önermek","doku","nonword","nonword","word",NA
"ayrıcaworth","hediye","nonword","nonword","word",NA
"prograda","çit","nonword","nonword","word",NA
"ltz","gönüllü olarak","nonword","nonword","word",NA
"zilyon","şiddetle","nonword","nonword","word",NA
"oryim","uzman","nonword","nonword","word",NA
"reen","yunan","nonword","nonword","word",NA
"ayakta duuntry","ilahi","nonword","nonword","word",NA
"çodostluk","ekim","nonword","nonword","word",NA
"gelna","geçen","nonword","nonword","word",NA
"oyuncak bginty","aksine","nonword","nonword","word",NA
"anç","garaj","nonword","nonword","word",NA
"sadaleyn","doğrulayın","nonword","nonword","word",NA
"dantup","dakika","nonword","nonword","word",NA
"ippe","biyolojik","nonword","nonword","word",NA
"pezım","sakinlik","nonword","nonword","word",NA
"bötip","inanç","nonword","nonword","word",NA
"doolittüstü","dedektif","nonword","nonword","word",NA
"elektkacılık","hayal kırıklığı","nonword","nonword","word",NA
"itacman","gelişme","nonword","nonword","word",NA
"noj","domates","nonword","nonword","word",NA
"parağırlık","yıldız","nonword","nonword","word",NA
"hqa","yılan","nonword","nonword","word",NA
"realitysiyon","yapı","nonword","nonword","word",NA
"koğim","kalın","nonword","nonword","word",NA
"bimiz","parfüm","nonword","nonword","word",NA
"depmar","hata","nonword","nonword","word",NA
"oyunlamak","gerçekten","nonword","nonword","word",NA
"tesba","savaş","nonword","nonword","word",NA
"yönetimothy","ders çalışma","nonword","nonword","word",NA
"cugoldstesi","devlet","nonword","nonword","word",NA
"reknuk","komedi","nonword","nonword","word",NA
"alerjina","yarış","nonword","nonword","word",NA
"gönay","içerik","nonword","nonword","word",NA
"eksil","enfeksiyon","nonword","nonword","word",NA
"astroving","düzenlemek","nonword","nonword","word",NA
"chessiz","yürümek","nonword","nonword","word",NA
"hakrallık","sonbahar","nonword","nonword","word",NA
"çicristo","kovalamak","nonword","nonword","word",NA
"kuong","kar","nonword","nonword","word",NA
"tiptik","öncelik","nonword","nonword","word",NA
"politilecek","faks","nonword","nonword","word",NA
"yeçun","bir yerde","nonword","nonword","word",NA
"ateşkelimenin tam anlamıyla","mayonez","nonword","nonword","word",NA
"prenkül","önemli","nonword","nonword","word",NA
"decep","doğum günü","nonword","nonword","word",NA
"uçutör","domuz pastırması","nonword","nonword","word",NA
"suçje","alıcı","nonword","nonword","word",NA
"işnal","soğan","nonword","nonword","word",NA
"kunie","miktar","nonword","nonword","word",NA
"mopar","nihai","nonword","nonword","word",NA
"oluştomi","devriye gezmek","nonword","nonword","word",NA
"swebi","tamamen","nonword","nonword","word",NA
"sigara irength","ünlü","nonword","nonword","word",NA
"beek","dürüstlük","nonword","nonword","word",NA
"budistma","kiraya veren","nonword","nonword","word",NA
"kexer","gelir","nonword","nonword","word",NA
"benman","duymak","nonword","nonword","word",NA
"sinnük","kazanan","nonword","nonword","word",NA
"jeneradecek","ruh","nonword","nonword","word",NA
"resmi olhultz","burun","nonword","nonword","word",NA
"sarockçı","boston","nonword","nonword","word",NA
"umb","şirket","nonword","nonword","word",NA
"sekie","itibar","nonword","nonword","word",NA
"eleşmatik","ayrıldı","nonword","nonword","word",NA
"lch","selamlamak","nonword","nonword","word",NA
"kâxon","eğitim","nonword","nonword","word",NA
"yalet","eş","nonword","nonword","word",NA
"akşam yemaworld","amerika","nonword","nonword","word",NA
"cablokluk","temmuz","nonword","nonword","word",NA
"samaz","izlemek","nonword","nonword","word",NA
"gun batrefly","üçgen","nonword","nonword","word",NA
"cir","paket","nonword","nonword","word",NA
"blackskinleştirme","kullanmak","nonword","nonword","word",NA
"plüp","taş","nonword","nonword","word",NA
"asislo","şişe","nonword","nonword","word",NA
"durle","madalya","nonword","nonword","word",NA
"anç","tanışmak","nonword","nonword","word",NA
"ilişsizlik","ucuz","nonword","nonword","word",NA
"kahew","doktor","nonword","nonword","word",NA
"apsim","depresyon","nonword","nonword","word",NA
"depba","mutlu","nonword","nonword","word",NA
"kurnem","dolma kalem","nonword","nonword","word",NA
"isaraçla","beyzbol","nonword","nonword","word",NA
"pazartesi gnimhhhh","dünya","nonword","nonword","word",NA
"kişiyeering","planlama","nonword","nonword","word",NA
"şazie","araba","nonword","nonword","word",NA
"yaunutma","hakkında","nonword","nonword","word",NA
"ezija","yazı yazmak","nonword","nonword","word",NA
"şişlo","dördüncü","nonword","nonword","word",NA
"rüşkil","sürmek","nonword","nonword","word",NA
"oll","donanma","nonword","nonword","word",NA
"kiönemse","güzel","nonword","nonword","word",NA
"kauf","iyileşmek","nonword","nonword","word",NA
"ayah","başkan","nonword","nonword","word",NA
"edilmızı","sonuçta","nonword","nonword","word",NA
"meycük","profesyonel","nonword","nonword","word",NA
"alguk","tedavi","nonword","nonword","word",NA
"açık arttınapps","büyük ihtimalle","nonword","nonword","word",NA
"satın aoking","bozmak","nonword","nonword","word",NA
"sazör","dur","nonword","nonword","word",NA
"mehna","kitle","nonword","nonword","word",NA
"asyip","serin","nonword","nonword","word",NA
"gençpiyon","terk etmek","nonword","nonword","word",NA
"avunel","yerine geçmek","nonword","nonword","word",NA
"korubens","uygulamak","nonword","nonword","word",NA
"hak eşizm","etkili","nonword","nonword","word",NA
"bacar","harika","nonword","nonword","word",NA
"seras","öfkelenmek","nonword","nonword","word",NA
"oyunpanya","parasal","nonword","nonword","word",NA
"ünç","dolar","nonword","nonword","word",NA
"quay","aptallık","nonword","nonword","word",NA
"piöpüşmek","işkence","nonword","nonword","word",NA
"yokdostluk","alaycı","nonword","nonword","word",NA
"tebrik eality","ifade etmek","nonword","nonword","word",NA
"mevrak","bağış","nonword","nonword","word",NA
"ilşim","kas","nonword","nonword","word",NA
"parlagraysto","göğüs","nonword","nonword","word",NA
"revli","eksi","nonword","nonword","word",NA
"semphen","konyak","nonword","nonword","word",NA
"betık","metal","nonword","nonword","word",NA
"veynleri","sinirli","nonword","nonword","word",NA
"mjık","program","nonword","nonword","word",NA
"tuklu","hidrojen","nonword","nonword","word",NA
"gürültüuntry","göl","nonword","nonword","word",NA
"gülsiz","geleneksel","nonword","nonword","word",NA
"metvar","çatal","nonword","nonword","word",NA
"gükım","önermek","nonword","nonword","word",NA
"meway","ayakkabı","nonword","nonword","word",NA
"içgüdüworth","imza","nonword","nonword","word",NA
"sıuzunca","ayna","nonword","nonword","word",NA
"ruldu","şafak","nonword","nonword","word",NA
"tünie","takım","nonword","nonword","word",NA
"bümis","hain","nonword","nonword","word",NA
"memem","araştırmak","nonword","nonword","word",NA
"tüiss","vampir","nonword","nonword","word",NA
"taaçıkca","izin vermek","nonword","nonword","word",NA
"kısrack","oyuncu","nonword","nonword","word",NA
"endiamondli","taht","nonword","nonword","word",NA
"norlık","makul","nonword","nonword","word",NA
"emedilmek","tamirat","nonword","nonword","word",NA
"noklı","anayasa","nonword","nonword","word",NA
"hayvanat bahçnimhhhh","okyanus","nonword","nonword","word",NA
"donket","otobüs","nonword","nonword","word",NA
"bufee","çiğnemek","nonword","nonword","word",NA
"barkus","ıslak","nonword","nonword","word",NA
"ña","kamyon","nonword","nonword","word",NA
"behio","tereyağı","nonword","nonword","word",NA
"gazeteciaworld","dergi","nonword","nonword","word",NA
"sıağırlık","yukarı","nonword","nonword","word",NA
"numda","yemin","nonword","nonword","word",NA
"bania","koku","nonword","nonword","word",NA
"ödüne","silah","nonword","nonword","word",NA
"kusız","juliet","nonword","nonword","word",NA
"sıkol","açıkça","nonword","nonword","word",NA
"kölua","analiz","nonword","nonword","word",NA
"dedirecekdu","ressam","nonword","nonword","word",NA
"fızam","delik","nonword","nonword","word",NA
"livingsnata","karınca","nonword","nonword","word",NA
"saunutsak","mektup","nonword","nonword","word",NA
"sıdır","silâh","nonword","nonword","word",NA
"kögan","ıslık","nonword","nonword","word",NA
"bulyüm","şirin","nonword","nonword","word",NA
"baund","kibir","nonword","nonword","word",NA
"sonlan","yeterli","nonword","nonword","word",NA
"sodeh","ulus","nonword","nonword","word",NA
"nihamish","şüpheli","nonword","nonword","word",NA
"sonün","deli","nonword","nonword","word",NA
"makul olmventry","karın","nonword","nonword","word",NA
"soney","sis","nonword","nonword","word",NA
"krwn","seçmen","nonword","nonword","word",NA
"takmavenk","atmosfer","nonword","nonword","word",NA
"çaazaltması","grup","nonword","nonword","word",NA
"söyleopar","vermek","nonword","nonword","word",NA
"devmak","soda","nonword","nonword","word",NA
"gaeleşti","incelemek, bulmak","nonword","nonword","word",NA
"lauderya","ürpertici","nonword","nonword","word",NA
"içebi","beklemek","nonword","nonword","word",NA
"ridan","helikopter","nonword","nonword","word",NA
"auan","ling","nonword","nonword","word",NA
"gücie","gelişim","nonword","nonword","word",NA
"şikazanç","eşlik etmek","nonword","nonword","word",NA
"macen","imza","nonword","nonword","word",NA
"pennsylsafirperverlik","ateş","nonword","nonword","word",NA
"canhe","gömmek","nonword","nonword","word",NA
"her znesy","ceset","nonword","nonword","word",NA
"vetmek","başparmak","nonword","nonword","word",NA
"sağcu","davranmak","nonword","nonword","word",NA
"açgöz","telefon","nonword","nonword","word",NA
"hts","insan","nonword","nonword","word",NA
"alkı","sabah","nonword","nonword","word",NA
"anç","zırh","nonword","nonword","word",NA
"beişitmek","misyon","nonword","nonword","word",NA
"igg","sos","nonword","nonword","word",NA
"takbün","bölünme","nonword","nonword","word",NA
"taönemsiz","sabotaj","nonword","nonword","word",NA
"meş","hıristiyan","nonword","nonword","word",NA
"kedeceklikle","uzun","nonword","nonword","word",NA
"toptük","baba","nonword","nonword","word",NA
"düödeşmek","aktivite","nonword","nonword","word",NA
"tahar","muhtemelen","nonword","nonword","word",NA
"kavlıp","gebelik","nonword","nonword","word",NA
"prosur","alibi","nonword","nonword","word",NA
"tanıford","tanımak","nonword","nonword","word",NA
"renmek","tavşan","nonword","nonword","word",NA
"kokorkma","güneş","nonword","nonword","word",NA
"kasin","paragraf","nonword","nonword","word",NA
"noyum","yokluk","nonword","nonword","word",NA
"wheki","ordu","nonword","nonword","word",NA
"prograpi","gelmek","nonword","nonword","word",NA
"çapai","spor","nonword","nonword","word",NA
"rijo","güzellik","nonword","nonword","word",NA
"vinçli","havalandırma","nonword","nonword","word",NA
"yönrüz","fidye","nonword","nonword","word",NA
"onulo","olumsuz","nonword","nonword","word",NA
"ğırmak","onaylamak","nonword","nonword","word",NA
"gruyo","yumurta","nonword","nonword","word",NA
"haziford","şapka","nonword","nonword","word",NA
"goda","yasaklamak","nonword","nonword","word",NA
"fimus","teknik","nonword","nonword","word",NA
"hél","paranormal","nonword","nonword","word",NA
"ratmak","ip","nonword","nonword","word",NA
"kartnettar","film çekmek","nonword","nonword","word",NA
"siayırma","makine","nonword","nonword","word",NA
"bratvari","görev","nonword","nonword","word",NA
"adamlamak","tanım","nonword","nonword","word",NA
"konfecock","söz vermek","nonword","nonword","word",NA
"toptük","fırtına","nonword","nonword","word",NA
"öpüştüel","hastalık","nonword","nonword","word",NA
"hél","belirtmek, bildirmek","nonword","nonword","word",NA
"şırlı","toplantı","nonword","nonword","word",NA
"üzvet","yazar","nonword","nonword","word",NA
"maclam","banyo","nonword","nonword","word",NA
"eyarü","kalite","nonword","nonword","word",NA
"taurt","adres","nonword","nonword","word",NA
"mermak","saygıdeğer","nonword","nonword","word",NA
"hefil","muhteşem","nonword","nonword","word",NA
"cezalandırenerys","kaldırmak","nonword","nonword","word",NA
"öb","fonksiyonel","nonword","nonword","word",NA
"dakun","saldırgan","nonword","nonword","word",NA
"çinç","çekmek","nonword","nonword","word",NA
"kadım","karayolu","nonword","nonword","word",NA
"inec","esin","nonword","nonword","word",NA
"mashırslı","imparator","nonword","nonword","word",NA
"tehke","biyoloji","nonword","nonword","word",NA
"taadi","salı","nonword","nonword","word",NA
"rorod","oksijen","nonword","nonword","word",NA
"kocom","askeri","nonword","nonword","word",NA
"popürick","çok","nonword","nonword","word",NA
"atışrika","anne","nonword","nonword","word",NA
"adamturmak","çöküş","nonword","nonword","word",NA
"elektkutucu","seçenek","nonword","nonword","word",NA
"adaka","yönetim","nonword","nonword","word",NA
"daha ddilly","gitar","nonword","nonword","word",NA
"gurur duditch","sırt çantası","nonword","nonword","word",NA
"ramün","bilgi vermek","nonword","nonword","word",NA
"çaklı","iletişim","nonword","nonword","word",NA
"sahge","dağ","nonword","nonword","word",NA
"dinedilmek","tanım","nonword","nonword","word",NA
"uzyim","at","nonword","nonword","word",NA
"kımız","protokol","nonword","nonword","word",NA
"bokok","haberler","nonword","nonword","word",NA
"kokorkma","yatırım","nonword","nonword","word",NA
"hél","davranış","nonword","nonword","word",NA
"adibi","kapitalizm","nonword","nonword","word",NA
"tarvir","savunmak","nonword","nonword","word",NA
"hapartne","mendil","nonword","nonword","word",NA
"çötez","kaplumbağa","nonword","nonword","word",NA
"maım","orada","nonword","nonword","word",NA
"senhon","varsayım","nonword","nonword","word",NA
"gösedilmek","film","nonword","nonword","word",NA
"tekhur","yörünge","nonword","nonword","word",NA
"mäd","işten çıkarma","nonword","nonword","word",NA
"kenttein","fotoğrafçı","nonword","nonword","word",NA
"çokki","ışık","nonword","nonword","word",NA
"zanmak","bakım","nonword","nonword","word",NA
"olağan dmestr","yanliş","nonword","nonword","word",NA
"övo","oyun","nonword","nonword","word",NA
"yakalaurent","alımlı","nonword","nonword","word",NA
"ltz","dönüş","nonword","nonword","word",NA
"emzir","belge","nonword","nonword","word",NA
"yafet","iğrenç","nonword","nonword","word",NA
"tek başmecek","söylemek","nonword","nonword","word",NA
"dukus","hakim","nonword","nonword","word",NA
"numara yacarthy","aktif hale getirmek","nonword","nonword","word",NA
"dopoc","sor","nonword","nonword","word",NA
"inşairin","on yıl","nonword","nonword","word",NA
"piraward","gerçek","nonword","nonword","word",NA
"lışmak","yatak odası","nonword","nonword","word",NA
"brome","hızlıca","nonword","nonword","word",NA
"süedilmen","dün","nonword","nonword","word",NA
"hayal gberty","yüz","nonword","nonword","word",NA
"canading","müzik aleti","nonword","nonword","word",NA
"yardım banks","senato","nonword","nonword","word",NA
"desque","oğlan","nonword","nonword","word",NA
"marapist","kulak","nonword","nonword","word",NA
"yaağırlı","şükran","nonword","nonword","word",NA
"yasadırecek","kurt","nonword","nonword","word",NA
"dizüs","değersiz","nonword","nonword","word",NA
"üra","limuzin","nonword","nonword","word",NA
"figoldman","votka","nonword","nonword","word",NA
"unutkacı","zeki","nonword","nonword","word",NA
"şatan","basit","nonword","nonword","word",NA
"hasma","televizyon","nonword","nonword","word",NA
"patman","genel olarak","nonword","nonword","word",NA
"tuzak kuhultz","üniversite","nonword","nonword","word",NA
"adamlemek","trajik","nonword","nonword","word",NA
"yiworth","küçük","nonword","nonword","word",NA
"kükot","bir şey","nonword","nonword","word",NA
"tüsıi","kiraya vermek","nonword","nonword","word",NA
"tarın","inanmak","nonword","nonword","word",NA
"zamik","tabak","nonword","nonword","word",NA
"cir","oyuncak","nonword","nonword","word",NA
"bölgetirt","baba","nonword","nonword","word",NA
"yer değiştigonfly","değerlendirme","nonword","nonword","word",NA
"potansihardt","orman","nonword","nonword","word",NA
"yekompli","kaçmak","nonword","nonword","word",NA
"tutgı","şifre","nonword","nonword","word",NA
"teken","salak","nonword","nonword","word",NA
"yaayırma","kahve","nonword","nonword","word",NA
"solubert","genelde","nonword","nonword","word",NA
"memlü","ihtiyaç","nonword","nonword","word",NA
"ömak","çevre","nonword","nonword","word",NA
"mevcudilocks","yemek","nonword","nonword","word",NA
"güzereter","kasırga","nonword","nonword","word",NA
"yöezilmek","yükseklik","nonword","nonword","word",NA
"gezerick","efsane","nonword","nonword","word",NA
"düriltmek","romantik","nonword","nonword","word",NA
"yatğı","arıza","nonword","nonword","word",NA
"düica","mum","nonword","nonword","word",NA
"gençlık","ses","nonword","nonword","word",NA
"marilynteli","doğu","nonword","nonword","word",NA
"yuger","başarmak","nonword","nonword","word",NA
"çırma","nükleer","nonword","nonword","word",NA
"matmak","pazarlama","nonword","nonword","word",NA
"ern","ders","nonword","nonword","word",NA
"katlet","tatil","nonword","nonword","word",NA
"alıştırmak","goril","nonword","nonword","word",NA
"deedeeluk","cehennem","nonword","nonword","word",NA
"ateşvetli","kapanma","nonword","nonword","word",NA
"özellı","yetenek","nonword","nonword","word",NA
"yokgas","sezgi","nonword","nonword","word",NA
"tıraçılmak","yakalamak","nonword","nonword","word",NA
"cephaneumann","aylık maaş","nonword","nonword","word",NA
"kalgim","strateji","nonword","nonword","word",NA
"fenaatin","yarasa adam","nonword","nonword","word",NA
"miktar","inançmak","nonword","word","nonword",NA
"üye","poi","nonword","word","nonword",NA
"hiç bir şey","abseph","nonword","word","nonword",NA
"resim","gı","nonword","word","nonword",NA
"alay","acil dsign","nonword","word","nonword",NA
"nesne","acrs","nonword","word","nonword",NA
"sanat","inan sözlü","nonword","word","nonword",NA
"gövde","inança","nonword","word","nonword",NA
"saç","korkmasız","nonword","word","nonword",NA
"tanrı","korknası","nonword","word","nonword",NA
"antidote","marlet","nonword","word","nonword",NA
"nihayet","devli","nonword","word","nonword",NA
"fragman","adrenayecek","nonword","word","nonword",NA
"tarçın","adyüm","nonword","word","nonword",NA
"çile","äl","nonword","word","nonword",NA
"boyamak","ağiş","nonword","word","nonword",NA
"pozitif","elekt şekilde","nonword","word","nonword",NA
"yakın","tekrı","nonword","word","nonword",NA
"kuru","unle","nonword","word","nonword",NA
"kibar","krans","nonword","word","nonword",NA
"uygulamak","aklif","nonword","word","nonword",NA
"orgazm","aklim","nonword","word","nonword",NA
"haziran","önemsine","nonword","word","nonword",NA
"kiralama","aknik","nonword","word","nonword",NA
"deri","breaktif hale getirmek","nonword","word","nonword",NA
"hasta","aktirecekte","nonword","word","nonword",NA
"yoksul","akmis","nonword","word","nonword",NA
"noel","zhan","nonword","word","nonword",NA
"şair","learm","nonword","word","nonword",NA
"riskli","ndeycı","nonword","word","nonword",NA
"göz","alpel","nonword","word","nonword",NA
"bekar","alix","nonword","word","nonword",NA
"eser","alrik","nonword","word","nonword",NA
"sensör","kılbi","nonword","word","nonword",NA
"kalabalık","şancı","nonword","word","nonword",NA
"ayakta durmak","idamlı","nonword","word","nonword",NA
"doz","oturt yazısı","nonword","word","nonword",NA
"sokmak","alt klert","nonword","word","nonword",NA
"sabır","ameliring","nonword","word","nonword",NA
"hanedan","ilişrika","nonword","word","nonword",NA
"çözüm","anabar","nonword","word","nonword",NA
"açılış","oluşyasa","nonword","word","nonword",NA
"firma","anlauren","nonword","word","nonword",NA
"yetişkin","andersma","nonword","word","nonword",NA
"görev","anlaşmazworth","nonword","word","nonword",NA
"eylül","derne","nonword","word","nonword",NA
"soylu","inançman","nonword","word","nonword",NA
"tutucu","aplie","nonword","word","nonword",NA
"yarın","apağırlık","nonword","word","nonword",NA
"yargı","başba","nonword","word","nonword",NA
"alkol","kârlık","nonword","word","nonword",NA
"sınıf","elekttırmacı","nonword","word","nonword",NA
"taç","unuttırmak","nonword","word","nonword",NA
"sarımsak","psiza","nonword","word","nonword",NA
"çıplak","arsem","nonword","word","nonword",NA
"yaz","arkarett","nonword","word","nonword",NA
"vahiy","arkadaş canlnimhhhh","nonword","word","nonword",NA
"şeker","ardia","nonword","word","nonword",NA
"günlük","amaçtan","nonword","word","nonword",NA
"delilik","luı","nonword","word","nonword",NA
"sağ","nsk","nonword","word","nonword",NA
"daire","asdüstri","nonword","word","nonword",NA
"güven","asğiz","nonword","word","nonword",NA
