"word_combo","el_cue","el_target","type","cue_type","target_type","el_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"καθολικόςυπαινίσομαι","καθολικός","υπαινίσομαι","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καθολικόςχριστιανός","καθολικός","χριστιανός","related","word","word",0.610212829614195,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καιξγερουσιαστής","καιξ","γερουσιαστής","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καιξσκλαδαλο","καιξ","σκλαδαλο","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καίσαραςκαύστία","καίσαρας","καύστία","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καίσαραςπρόσθετος","καίσαρας","πρόσθετος","unrelated","word","word",0.14643686629558,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καίσαραςρώμη","καίσαρας","ρώμη","related","word","word",0.450911470558293,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καίσυλαςήττα","καίσυλας","ήττα","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καίσυλαςπαράνέ","καίσυλας","παράνέ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κακή αναφοραάσριση","κακή αναφορα","άσριση","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κακή αναφορακυνικός","κακή αναφορα","κυνικός","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κακόαυτοκινητόδρομος","κακό","αυτοκινητόδρομος","unrelated","word","word",0.0721202726557139,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κακόεκλοαv","κακό","εκλοαv","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κακόσκληρότητα","κακό","σκληρότητα","related","word","word",0.192747862936232,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καλλιτδυνηςνεαρός","καλλιτδυνης","νεαρός","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καλλιτδυνηςπανις","καλλιτδυνης","πανις","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καλλιτέχνηςαπεργία","καλλιτέχνης","απεργία","unrelated","word","word",0.125399187836414,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καλλιτέχνηςζωγράφος","καλλιτέχνης","ζωγράφος","related","word","word",0.701123149198107,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καλλιτέχνηςιώνω","καλλιτέχνης","ιώνω","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καλόγεροςκόλαση","καλόγερος","κόλαση","unrelated","word","word",0.12945821175127,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καλόγεροςπαπάς","καλόγερος","παπάς","related","word","word",0.542540643761027,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καλόγεροςτηρίζω","καλόγερος","τηρίζω","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καλόδοροςσκοτροω","καλόδορος","σκοτροω","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καλόδοροςυπογραφή","καλόδορος","υπογραφή","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καλοκαετιγουλιά","καλοκαετι","γουλιά","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καλοκαετιμαευματικά","καλοκαετι","μαευματικά","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καλοκαίριθεϊκός","καλοκαίρι","θεϊκός","unrelated","word","word",0.0704576822168018,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καλοκαίριινύτης","καλοκαίρι","ινύτης","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καλοκαίριχειμώνας","καλοκαίρι","χειμώνας","related","word","word",0.596892892926902,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καλόςεντελώς","καλός","εντελώς","unrelated","word","word",0.0498333524226774,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καλόςικάντα","καλός","ικάντα","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καλόςκακό","καλός","κακό","related","word","word",0.341699890071362,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κάλυμμαεκθαλωση","κάλυμμα","εκθαλωση","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κάλυμμακρύβω","κάλυμμα","κρύβω","related","word","word",0.247386536084311,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κάλυμματρελός","κάλυμμα","τρελός","unrelated","word","word",0.107362735839463,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κάλυπάακογνός","κάλυπάα","κογνός","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κάλυπάαλύκος","κάλυπάα","λύκος","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καλώδιοσύγχυση","καλώδιο","σύγχυση","unrelated","word","word",0.0645160790087497,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καλώδιοσύρμα","καλώδιο","σύρμα","related","word","word",0.68919756513674,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καλώδιουποφχεση","καλώδιο","υποφχεση","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καμιστασηεπιλλθω","καμισταση","επιλλθω","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καμιστασηκόρηξη","καμισταση","κόρηξη","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καμιστασημέταλλο","καμισταση","μέταλλο","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καμιστασημικροσκόπιο","καμισταση","μικροσκόπιο","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καμπάνιαανέγέωση","καμπάνια","ανέγέωση","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καμπάνιαεκλογή","καμπάνια","εκλογή","related","word","word",0.522650817790347,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καμπάνιακονιάκ","καμπάνια","κονιάκ","unrelated","word","word",0.1390217171714,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καμπίναγρήγορα","καμπίνα","γρήγορα","unrelated","word","word",0.0337694376961673,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καμπίναδιάτθυνση","καμπίνα","διάτθυνση","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καμπίνακατάστρωμα","καμπίνα","κατάστρωμα","related","word","word",0.458122614049665,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καμποτακόσμήνα","καμποτα","κόσμήνα","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καμποτατένις","καμποτα","τένις","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καμπτειαδάσκαλος","καμπτεια","δάσκαλος","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καμπτειαυφιος","καμπτεια","υφιος","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καναδεςοξανόνο","καναδες","οξανόνο","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καναδεςσάλτσα","καναδες","σάλτσα","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κανάδιοιστός","κανάδιο","ιστός","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κανάδιοκράφ","κανάδιο","κράφ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κανάλιαφαιχή","κανάλι","αφαιχή","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κανάλιβόλτα","κανάλι","βόλτα","unrelated","word","word",0.0564856104362963,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κανάλινέα","κανάλι","νέα","related","word","word",0.160805100152566,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καναπέςκρεβάτι","καναπές","κρεβάτι","related","word","word",0.428623770821513,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καναπέςμελέτη","καναπές","μελέτη","unrelated","word","word",0.108313625419117,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καναπέςυπνοχημάτιο","καναπές","υπνοχημάτιο","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κανέλαβανίλια","κανέλα","βανίλια","related","word","word",0.647588772816433,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κανέλατάγμα","κανέλα","τάγμα","unrelated","word","word",0.109165364747764,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κανέλαφλααα","κανέλα","φλααα","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κανόναςκόμισσα","κανόνας","κόμισσα","unrelated","word","word",0.0635103288577253,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κανόναςπρωτόκολλο","κανόνας","πρωτόκολλο","related","word","word",0.418459731668702,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κανόναςψευδhi","κανόνας","ψευδhi","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κανονίζωανίλα","κανονίζω","ανίλα","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κανονίζωοργανώνω","κανονίζω","οργανώνω","related","word","word",0.550934009769291,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κανονίζωπρόγραμμα","κανονίζω","πρόγραμμα","unrelated","word","word",0.13543157918667,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κανονικάηριχία","κανονικά","ηριχία","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κανονικάόνειρο","κανονικά","όνειρο","unrelated","word","word",0.132849460948869,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κανονικάσυνήθως","κανονικά","συνήθως","related","word","word",0.29493677036057,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κανονικόπασάτο","κανονικό","πασάτο","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κανονικόσυνήθης","κανονικό","συνήθης","related","word","word",0.171246887132255,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κανονικόυπογραφή","κανονικό","υπογραφή","unrelated","word","word",0.131994892688419,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κανονίσσδιατοδηση","κανονίσσ","διατοδηση","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κανονίσσυπερβάλλω","κανονίσσ","υπερβάλλω","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κανω αναφορακαπάκι","κανω αναφορα","καπάκι","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κανω αναφοραπληροφορώ","κανω αναφορα","πληροφορώ","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κανω αναφορατεκητή","κανω αναφορα","τεκητή","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καότίάλλοθι","καότί","άλλοθι","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καότίσκθαρός","καότί","σκθαρός","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καπηλειόεστιατόριο","καπηλειό","εστιατόριο","related","word","word",0.423367648027475,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καπηλειόστρατηγική","καπηλειό","στρατηγική","unrelated","word","word",0.0880634405079631,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καπηλειόσύπίεση","καπηλειό","σύπίεση","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καπνοπγεύμα","καπνοπ","γεύμα","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καπνοπερευγμ","καπνοπ","ερευγμ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καπνοπλογικός","καπνοπ","λογικός","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καπνοπλόογο","καπνοπ","λόογο","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καπνόςανίσχυρος","καπνός","ανίσχυρος","unrelated","word","word",0.147766442937622,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καπνόςδυνατότητα","καπνός","δυνατότητα","unrelated","word","word",0.123953218501099,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καπνόςερευγμ","καπνός","ερευγμ","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καπνόςπούρο","καπνός","πούρο","related","word","word",0.322233361296656,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καπνόςσυαίτηση","καπνός","συαίτηση","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καπνόςτσιγάρο","καπνός","τσιγάρο","related","word","word",0.366479512880757,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κάρβμώνοκαύστία","κάρβμώνο","καύστία","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κάρβμώνομπλε","κάρβμώνο","μπλε","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κάρβουνολάδι","κάρβουνο","λάδι","related","word","word",0.416023014370172,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κάρβουνοστραυνς","κάρβουνο","στραυνς","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κάρβουνουψηλότητα","κάρβουνο","υψηλότητα","unrelated","word","word",0.0158294536781783,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καριέρααρουραίος","καριέρα","αρουραίος","unrelated","word","word",0.0180679628546029,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καριέρανομρα","καριέρα","νομρα","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καριέραφήμη","καριέρα","φήμη","related","word","word",0.461356065572118,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καρινγαδιακάτή","καρινγα","διακάτή","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καρινγακατηγορία","καρινγα","κατηγορία","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καρίςκαταστροφή","καρίς","καταστροφή","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καρίςμετάαριο","καρίς","μετάαριο","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καρναβάλιανιχοστρόβιλος","καρναβάλι","ανιχοστρόβιλος","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καρναβάλιάξιος","καρναβάλι","άξιος","unrelated","word","word",0.0887851464419169,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καρναβάλιφεστιβάλ","καρναβάλι","φεστιβάλ","related","word","word",0.47797767195342,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καρναβσοιεπιτοδείς","καρναβσοι","επιτοδείς","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καρναβσοιεύκολο","καρναβσοι","εύκολο","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καρφίδόντι","καρφί","δόντι","related","word","word",0.290956166578003,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καρφίμελέκτ","καρφί","μελέκτ","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καρφίπολιτική","καρφί","πολιτική","unrelated","word","word",0.0778831453764383,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καρχαρδιςάλφα","καρχαρδις","άλφα","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καρχαρδιςκαλοκύι","καρχαρδις","καλοκύι","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καρχαρίαςκωδικός πρόσβασης","καρχαρίας","κωδικός πρόσβασης","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καρχαρίαςστιζ","καρχαρίας","στιζ","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καρχαρίαςψάρι","καρχαρίας","ψάρι","related","word","word",0.529342222561149,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κασοναςτέσσερμπ","κασονας","τέσσερμπ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κασοναςυποκρίνομαι","κασονας","υποκρίνομαι","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κατά λάθοςεκ προθέσεως","κατά λάθος","εκ προθέσεως","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κατά λάθοςεπιστροφη","κατά λάθος","επιστροφη","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κατά λάθοςσυρετι","κατά λάθος","συρετι","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κατά λώτοςλημαη","κατά λώτος","λημαη","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κατά λώτοςπουλώ","κατά λώτος","πουλώ","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καταγγελασάλτρινος","καταγγελασ","άλτρινος","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καταγγελασπλούτος","καταγγελασ","πλούτος","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καταγγελίακατηγορία","καταγγελία","κατηγορία","related","word","word",0.383910702553016,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καταγγελίαόργανο","καταγγελία","όργανο","unrelated","word","word",0.136791051198668,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καταγγελίαφωτογρλεία","καταγγελία","φωτογρλεία","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καταεμείεπικοιοινία","καταεμεί","επικοιοινία","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καταεμείιδιοκτήτης","καταεμεί","ιδιοκτήτης","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κατάλικόςμιστρο","κατάλικός","μιστρο","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κατάλικόςσύνταγμα","κατάλικός","σύνταγμα","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καταπιείβαισάκι","καταπιεί","βαισάκι","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καταπιείμασάω","καταπιεί","μασάω","related","word","word",0.28347163260499,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"καταπιείχθες","καταπιεί","χθες","unrelated","word","word",0.0902917944431833,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κατάραδιαφορετικός","κατάρα","διαφορετικός","unrelated","word","word",0.0835814315952236,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κατάραδικαλύλογία","κατάρα","δικαλύλογία","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κατάραμάγισσα","κατάρα","μάγισσα","related","word","word",0.480509515191641,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κατασίγιοπλούσιος","κατασίγιο","πλούσιος","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κατασίγιοστραυνς","κατασίγιο","στραυνς","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κατασκευήειυίδημα","κατασκευή","ειυίδημα","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κατασκευήκερί","κατασκευή","κερί","unrelated","word","word",0.125100035023854,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κατασκευήχτίζω","κατασκευή","χτίζω","related","word","word",0.368241658106588,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κατασκήνωσηεππλειξη","κατασκήνωση","εππλειξη","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κατασκήνωσηφινίρισμα","κατασκήνωση","φινίρισμα","unrelated","word","word",0.109323243143177,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κατασκήνωσηχωριό","κατασκήνωση","χωριό","related","word","word",0.322743013125731,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κατασκοπείαμαύρος","κατασκοπεία","μαύρος","unrelated","word","word",0.104772472252792,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κατασκοπείασαμποτάζ","κατασκοπεία","σαμποτάζ","related","word","word",0.384391114413675,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κατασκοπείαχυσες","κατασκοπεία","χυσες","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κατάσκοποςκαταλαντίνουν","κατάσκοπος","καταλαντίνουν","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κατάσκοποςμεσημέρι","κατάσκοπος","μεσημέρι","unrelated","word","word",0.140151487500512,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κατάσκοποςπροδότης","κατάσκοπος","προδότης","related","word","word",0.622606867938865,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"κατασκοπούακιθάρα","κατασκοπούα","κιθάρα","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
