"word_combo","sk_cue","sk_target","type","cue_type","target_type","sk_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"praxkomunista","prax","komunista","unrelated","word","word",0.0537102940353628,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"praxminisfild","prax","minisfild","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prednýdivítých","predný","divítých","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prednýnaozaj","predný","naozaj","unrelated","word","word",0.116479547909495,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prednýzadný","predný","zadný","related","word","word",0.616644904478064,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"predrávkovýsnáp","predrávkový","snáp","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"predrávkovýsolárny","predrávkový","solárny","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"predstaviciachkapitán","predstaviciach","kapitán","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"predstaviciachoktne","predstaviciach","oktne","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"predstavivosťkreativita","predstavivosť","kreativita","related","word","word",0.435116689779975,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"predstavivosťtehotentiach","predstavivosť","tehotentiach","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"predstavivosťvodič","predstavivosť","vodič","unrelated","word","word",0.149367035743841,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"predvickatelevízia","predvicka","televízia","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"predvickaurovka","predvicka","urovka","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"predávajúcikomiálov","predávajúci","komiálov","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"predávajúcikupujúci","predávajúci","kupujúci","related","word","word",0.566581512090937,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"predávajúciradosť","predávajúci","radosť","unrelated","word","word",0.0289561790987759,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prehĺtaťpikel","prehĺtať","pikel","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prehĺtaťvčera","prehĺtať","včera","unrelated","word","word",0.134020701309158,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prehĺtaťžuť","prehĺtať","žuť","related","word","word",0.488567355372727,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prehŕdaťumyť","prehŕdať","umyť","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prehŕdaťúspešda","prehŕdať","úspešda","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prekvapenierybolov","prekvapenie","rybolov","unrelated","word","word",0.104996041575472,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prekvapeniesklamanie","prekvapenie","sklamanie","related","word","word",0.467697002524361,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prekvapeniezachráňpečiť","prekvapenie","zachráňpečiť","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prekážkauniforma","prekážka","uniforma","unrelated","word","word",0.138721214104212,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prekážkavýzva","prekážka","výzva","related","word","word",0.327545962497206,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prekážkazbôň","prekážka","zbôň","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prerutochmodošklba","prerutoch","modošklba","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prerutochsmäd","prerutoch","smäd","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prerušiťmodrina","prerušiť","modrina","unrelated","word","word",0.0835114625416349,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prerušiťnarušiť","prerušiť","narušiť","related","word","word",0.599315422742095,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prerušiťupratázia","prerušiť","upratázia","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"preskúlaťdotovanie","preskúlať","dotovanie","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"preskúlaťmimozebars","preskúlať","mimozebars","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"preskúmaťhej","preskúmať","hej","unrelated","word","word",0.103863977607175,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"preskúmaťpozíkoch","preskúmať","pozíkoch","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"preskúmaťvyšetrovať","preskúmať","vyšetrovať","related","word","word",0.392199762111295,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"presledkamanliactvo","presledka","manliactvo","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"presledkaosviežiť","presledka","osviežiť","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"presnepredňam","presne","predňam","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"presneskoro","presne","skoro","related","word","word",0.231944495817184,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"presnevľavo","presne","vľavo","unrelated","word","word",0.141032468852848,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"presáchvakazochca","presáchva","kazochca","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"presáchvapríjemný","presáchva","príjemný","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"preturmadraska","preturma","draska","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"preturmasprávny","preturma","správny","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prevádzkovýfunkčný","prevádzkový","funkčný","related","word","word",0.378428798663417,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prevádzkovýplameň","prevádzkový","plameň","unrelated","word","word",0.118775178649057,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prevádzkovýrastánky","prevádzkový","rastánky","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prezývkakapikoch","prezývka","kapikoch","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prezývkapredať","prezývka","predať","unrelated","word","word",0.120128672932274,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prezývkapriezvisko","prezývka","priezvisko","related","word","word",0.423405833229426,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prialenýopustiť","prialený","opustiť","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prialenýsenáklad","prialený","senáklad","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"priamyklenot","priamy","klenot","unrelated","word","word",0.13632964894099,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"priamypriamo","priamy","priamo","related","word","word",0.460855034183248,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"priamyvrej","priamy","vrej","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"priazvunahostanie","priazvu","nahostanie","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"priazvuodstrániť","priazvu","odstrániť","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"priemyselalfa","priemysel","alfa","unrelated","word","word",0.0122445522781223,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"priemyselpodnik","priemysel","podnik","related","word","word",0.370748679140632,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"priemyselvyzväčšiť","priemysel","vyzväčšiť","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"priešujúcibiológia","priešujúci","biológia","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"priešujúciniepán","priešujúci","niepán","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"princeznániečka","princezná","niečka","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"princeznáprinc","princezná","princ","related","word","word",0.607478821236368,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"princeznázhromaždiť","princezná","zhromaždiť","unrelated","word","word",0.0322153358517022,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"priniesťdvihnica","priniesť","dvihnica","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"priniesťlegálny","priniesť","legálny","unrelated","word","word",0.109006026051746,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"priniesťposlať","priniesť","poslať","related","word","word",0.405852267507542,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"priplietnárod","pripliet","národ","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"priplietosvetvisko","pripliet","osvetvisko","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"pripravenýmilenec","pripravený","milenec","unrelated","word","word",0.11366412645714,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"pripravenýpežou","pripravený","pežou","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"pripravenýpripraviť","pripravený","pripraviť","related","word","word",0.517648141794028,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"pripustiťpriznať","pripustiť","priznať","related","word","word",0.563674816626302,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"pripustiťveta","pripustiť","veta","unrelated","word","word",0.126306248566938,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"pripustiťvytavniť","pripustiť","vytavniť","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prirodzenemiliarda","prirodzene","miliarda","unrelated","word","word",0.136103741470812,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prirodzeneskutba","prirodzene","skutba","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prirodzenevšeobecne","prirodzene","všeobecne","related","word","word",0.29337655966392,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prirokradnetmavý","prirokradne","tmavý","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prirokradneukradný","prirokradne","ukradný","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prirostrannýmikrohých","prirostranný","mikrohých","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prirostrannývrtuľník","prirostranný","vrtuľník","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prisahaťplato","prisahať","plato","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prisahaťprísaha","prisahať","prísaha","related","word","word",0.48136486358961,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prisahaťzničenie","prisahať","zničenie","unrelated","word","word",0.0918929729601472,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"pristočpobejzba","pristoč","pobejzba","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"pristočľudia","pristoč","ľudia","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"pristátieinštrukovať","pristátie","inštrukovať","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"pristátielet","pristátie","let","related","word","word",0.395189689616013,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"pristátieodpad","pristátie","odpad","unrelated","word","word",0.064682144953359,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"pristáťletieť","pristáť","letieť","related","word","word",0.515137188902015,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"pristáťpostrachlinika","pristáť","postrachlinika","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"pristáťštýl","pristáť","štýl","unrelated","word","word",0.0480398873427061,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"pritiahtiťimhať","pritiahtiť","imhať","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"pritiahtiťolúpiť","pritiahtiť","olúpiť","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"priukrytiedvere","priukrytie","dvere","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"priukrytiehriem","priukrytie","hriem","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"privilégiumbúrka","privilégium","búrka","unrelated","word","word",-0.0382136433510715,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"privilégiumzjedast","privilégium","zjedast","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"privilégiumčesť","privilégium","česť","related","word","word",0.371594765368338,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"privilémstilstrieborný","privilémstil","strieborný","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"privilémstiltemok","privilémstil","temok","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"priúschovenýhachodca","priúschovený","hachodca","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"priúschovenýtradičný","priúschovený","tradičný","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prmsstrašný","prms","strašný","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prmsštinc","prms","štinc","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"probabkrk","probab","krk","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"probabpozdraný","probab","pozdraný","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"proceskorytnačka","proces","korytnačka","unrelated","word","word",0.147405018891113,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"procespomosť","proces","pomosť","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"procespostup","proces","postup","related","word","word",0.360646196755764,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"profilpopis","profil","popis","related","word","word",0.406021912761668,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"profilvysoký","profil","vysoký","unrelated","word","word",0.106740160347138,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"profilvytieť","profil","vytieť","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prohvezdietechnika","prohvezdie","technika","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prohvezdievybudostrel","prohvezdie","vybudostrel","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"projektlaľka","projekt","laľka","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"projektpriateľský","projekt","priateľský","unrelated","word","word",0.13201185193796,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"projektprogram","projekt","program","related","word","word",0.396933572418219,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prosatemocionálny","prosat","emocionálny","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prosatpozorustriktný","prosat","pozorustriktný","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prostredieatmosféra","prostredie","atmosféra","related","word","word",0.296179239561547,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prostredieláska","prostredie","láska","unrelated","word","word",0.122798947498709,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prostredieštarlanie","prostredie","štarlanie","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"protestdemonštrácia","protest","demonštrácia","related","word","word",0.456527447786979,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"protestpodčom","protest","podčom","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"protestprežiť","protest","prežiť","unrelated","word","word",0.0999776278868982,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"proteínjedistranný","proteín","jedistranný","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"proteínvitamín","proteín","vitamín","related","word","word",0.544386839813892,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"proteínzahrabať","proteín","zahrabať","unrelated","word","word",0.0998827495973626,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"protidoviezťúčinný","protidoviezť","účinný","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"protidoviezťšpost","protidoviezť","špost","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"protijedoktóber","protijed","október","unrelated","word","word",0.137704102982575,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"protijedpomda","protijed","pomda","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"protijedvakcína","protijed","vakcína","related","word","word",0.475258762714791,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"protolsguľka","protols","guľka","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"protolszvyktúra","protols","zvyktúra","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"proversdobrostiahne","provers","dobrostiahne","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"proversvakcína","provers","vakcína","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prsteňarogancia","prsteň","arogancia","unrelated","word","word",0.111634023151011,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prsteňnáhrdelník","prsteň","náhrdelník","related","word","word",0.532814639899372,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prsteňolabie","prsteň","olabie","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prstgaráž","prst","garáž","unrelated","word","word",0.0132686527912941,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prstmamziť","prst","mamziť","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prstpalec","prst","palec","related","word","word",0.555969595995832,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prujlano","pruj","lano","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prujpredňam","pruj","predňam","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"pruloinštrukovať","prulo","inštrukovať","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"pruloútok","prulo","útok","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prvpictelevífeld","prvpic","televífeld","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prvpicväzenie","prvpic","väzenie","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prvýposledný","prvý","posledný","related","word","word",0.576557895692389,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prvýuraziť","prvý","uraziť","unrelated","word","word",0.0899948029967802,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prvývysynchrovať","prvý","vysynchrovať","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"právemonitorosvort","práve","monitorosvort","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"právenedávno","práve","nedávno","related","word","word",0.409430844339444,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"právepomoc","práve","pomoc","unrelated","word","word",0.136003487611732,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"právhomchôstrieka","právhom","chôstrieka","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"právhomhrudník","právhom","hrudník","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"právnikprokurátor","právnik","prokurátor","related","word","word",0.491721737603421,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"právnikstaprasta","právnik","staprasta","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"právniktanec","právnik","tanec","unrelated","word","word",0.0826629871653448,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"právodetstvo","právo","detstvo","unrelated","word","word",0.124759206672923,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"právospostrák","právo","spostrák","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"právoústava","právo","ústava","related","word","word",0.234128273290267,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prázdnyplný","prázdny","plný","related","word","word",0.476102321551362,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prázdnypostatný","prázdny","postatný","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"prázdnytenis","prázdny","tenis","unrelated","word","word",0.1340734825738,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"príbuznýbolesť","príbuzný","bolesť","unrelated","word","word",0.127854601680566,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"príbuznýbratranec","príbuzný","bratranec","related","word","word",0.344639795772783,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"príbuznýpodnikazach","príbuzný","podnikazach","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"príchodgorila","príchod","gorila","unrelated","word","word",0.120304030124975,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"príchododchod","príchod","odchod","related","word","word",0.481007976258317,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
