"word_combo","ja_cue","ja_target","type","cue_type","target_type","ja_cosine","M_Z","SD_Z","SE_Z","sampleN","done"
"変化改善","変化","改善","related","word","word",0.699543605136197,NA,NA,NA,NA,NA
"変化第四の","変化","第四の","unrelated","word","word",0,NA,NA,NA,NA,NA
"夏ハンカチ","夏","ハンカチ","unrelated","word","word",0.703451922371407,NA,NA,NA,NA,NA
"夏冬","夏","冬","related","word","word",0.814158968570208,NA,NA,NA,NA,NA
"夏腹い","夏","腹い","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"夕暮れ十分","夕暮れ","十分","unrelated","word","word",0.784815618951962,NA,NA,NA,NA,NA
"夕暮れ夜明け","夕暮れ","夜明け","related","word","word",0.937954425540287,NA,NA,NA,NA,NA
"夕暮れ暴揆ル","夕暮れ","暴揆ル","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"夕食冒子月","夕食","冒子月","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"夕食困窮","夕食","困窮","unrelated","word","word",0,NA,NA,NA,NA,NA
"夕食朝食","夕食","朝食","related","word","word",0.790172968178523,NA,NA,NA,NA,NA
"外倍ワクカボに","外倍ワク","カボに","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"外倍ワク承認","外倍ワク","承認","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"外科医医者","外科医","医者","related","word","word",0.97057800805683,NA,NA,NA,NA,NA
"外科医晩","外科医","晩","unrelated","word","word",0.949813337608197,NA,NA,NA,NA,NA
"外科医稚こ","外科医","稚こ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"外部こぬ牛","外部","こぬ牛","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"外部備えつける","外部","備えつける","unrelated","word","word",0,NA,NA,NA,NA,NA
"外部内部","外部","内部","related","word","word",0.608724463950689,NA,NA,NA,NA,NA
"夜ホース","夜","ホース","unrelated","word","word",0.710592533202416,NA,NA,NA,NA,NA
"夜中正午","夜中","正午","related","word","word",0,NA,NA,NA,NA,NA
"夜中送る","夜中","送る","unrelated","word","word",0,NA,NA,NA,NA,NA
"夜中閮久","夜中","閮久","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"夜晩","夜","晩","related","word","word",0.866413405685678,NA,NA,NA,NA,NA
"夜浩発セージ","夜","浩発セージ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"大きい巨大な","大きい","巨大な","related","word","word",0.698722823090703,NA,NA,NA,NA,NA
"大きい教育","大きい","教育","unrelated","word","word",0.779962106907629,NA,NA,NA,NA,NA
"大きい膝妬な","大きい","膝妬な","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"大人チ二","大人","チ二","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"大人海洋","大人","海洋","unrelated","word","word",0.942127195149554,NA,NA,NA,NA,NA
"大人親","大人","親","related","word","word",0.933807448295648,NA,NA,NA,NA,NA
"大使パーティ","大使","パーティ","unrelated","word","word",0.848843739155272,NA,NA,NA,NA,NA
"大使大臣","大使","大臣","related","word","word",0.954383623218682,NA,NA,NA,NA,NA
"大使忘ら","大使","忘ら","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"大使館乗ト組","大使館","乗ト組","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"大使館省","大使館","省","related","word","word",0.802017721252438,NA,NA,NA,NA,NA
"大使館覚えておく","大使館","覚えておく","unrelated","word","word",0.835314151726743,NA,NA,NA,NA,NA
"大多数キャンプ","大多数","キャンプ","unrelated","word","word",0,NA,NA,NA,NA,NA
"大多数投票","大多数","投票","related","word","word",0,NA,NA,NA,NA,NA
"大多数歪直の","大多数","歪直の","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"大富豪ゾーン","大富豪","ゾーン","unrelated","word","word",0.727711736855864,NA,NA,NA,NA,NA
"大富豪起業家","大富豪","起業家","related","word","word",0.922988143599115,NA,NA,NA,NA,NA
"大富豪音視白","大富豪","音視白","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"大将大佐","大将","大佐","related","word","word",0.942750367586197,NA,NA,NA,NA,NA
"大将決是る","大将","決是る","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"大将自信","大将","自信","unrelated","word","word",0.908761389119833,NA,NA,NA,NA,NA
"大毎センシテ学圴","大毎","センシテ学圴","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"大毎代わりの","大毎","代わりの","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"大通りトカゲ","大通り","トカゲ","unrelated","word","word",0.911184718762206,NA,NA,NA,NA,NA
"大通り救むぬ","大通り","救むぬ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"大通り街","大通り","街","related","word","word",0.8809000153002,NA,NA,NA,NA,NA
"天使トンネル","天使","トンネル","unrelated","word","word",0.883067694387236,NA,NA,NA,NA,NA
"天使害れの","天使","害れの","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"天使悪魔","天使","悪魔","related","word","word",0.963201989735103,NA,NA,NA,NA,NA
"天岁楼弸り","天岁楼","弸り","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"天岁楼控えめ","天岁楼","控えめ","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"天才屏見会","天才","屏見会","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"天才混乱","天才","混乱","unrelated","word","word",0.868130052850295,NA,NA,NA,NA,NA
"天才科学者","天才","科学者","related","word","word",0.923838106898178,NA,NA,NA,NA,NA
"天皇艦歪直の","天皇艦","歪直の","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"天皇艦金属","天皇艦","金属","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"太平洋の大西洋の","太平洋の","大西洋の","related","word","word",0,NA,NA,NA,NA,NA
"太平洋の憲法","太平洋の","憲法","unrelated","word","word",0,NA,NA,NA,NA,NA
"太平洋の鳴駿沙","太平洋の","鳴駿沙","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"太通借り断","太通","借り断","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"太通閉じた","太通","閉じた","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"夫噛む","夫","噛む","unrelated","word","word",0.841872231417685,NA,NA,NA,NA,NA
"夫妻","夫","妻","related","word","word",0.84161253802899,NA,NA,NA,NA,NA
"夫尋き","夫","尋き","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"夬さり同行する","夬さり","同行する","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"夬さり炡苻","夬さり","炡苻","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"夬らな","夬","らな","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"夬創造性","夬","創造性","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"夭干汗ぬボに","夭干汗ぬ","ボに","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"夭干汗ぬ大佐","夭干汗ぬ","大佐","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"夭漑ごれ曝楽","夭漑","ごれ曝楽","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"夭漑青色","夭漑","青色","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"夭速づぜ","夭速","づぜ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"夭速逮捕する","夭速","逮捕する","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"央語ンダーお内トラン","央語ンダー","お内トラン","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"央語ンダー商人","央語ンダー","商人","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"奇せフの","奇せ","フの","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"奇せ鎧","奇せ","鎧","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"奇子ひオプション","奇子ひ","オプション","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"奇子ひ浦倉考","奇子ひ","浦倉考","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"契約おも密朴","契約","おも密朴","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"契約合意","契約","合意","related","word","word",0.874070597248429,NA,NA,NA,NA,NA
"契約尋ねる","契約","尋ねる","unrelated","word","word",0,NA,NA,NA,NA,NA
"奕北パッ鏡","奕北","パッ鏡","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"奕北小さい","奕北","小さい","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"奨紂プレーヤー","奨紂","プレーヤー","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"奨紂藤丼日","奨紂","藤丼日","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"女の子ケーな","女の子","ケーな","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"女の子男の子","女の子","男の子","related","word","word",0.986203659613287,NA,NA,NA,NA,NA
"女の子鏡","女の子","鏡","unrelated","word","word",0.762033224142438,NA,NA,NA,NA,NA
"女主人じゃさわしい","女主人","じゃさわしい","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"女主人恋人","女主人","恋人","related","word","word",0,NA,NA,NA,NA,NA
"女主人粒子","女主人","粒子","unrelated","word","word",0,NA,NA,NA,NA,NA
"女王キング","女王","キング","related","word","word",0.782478180138577,NA,NA,NA,NA,NA
"女王癸けそぬ","女王","癸けそぬ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"女王陛下","女王","陛下","unrelated","word","word",0.945285624248238,NA,NA,NA,NA,NA
"奴隷サーバント","奴隷","サーバント","related","word","word",0,NA,NA,NA,NA,NA
"奴隷ドアバイス","奴隷","ドアバイス","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"奴隷酔っ払い","奴隷","酔っ払い","unrelated","word","word",0.936973428369195,NA,NA,NA,NA,NA
"妄想インヌピレーダーン","妄想","インヌピレーダーン","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"妄想クレイジー","妄想","クレイジー","related","word","word",0.844364172853462,NA,NA,NA,NA,NA
"妄想関係","妄想","関係","unrelated","word","word",0.801458476086908,NA,NA,NA,NA,NA
"妥宝卜仔蛾","妥宝卜","仔蛾","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"妥宝卜親指","妥宝卜","親指","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"姉妹ここイマグ","姉妹","ここイマグ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"姉妹兄弟","姉妹","兄弟","related","word","word",0.964105437150378,NA,NA,NA,NA,NA
"姉妹軌道","姉妹","軌道","unrelated","word","word",0.906360988140855,NA,NA,NA,NA,NA
"始動させるオプション","始動させる","オプション","unrelated","word","word",0,NA,NA,NA,NA,NA
"始動させるしぱ","始動させる","しぱ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"始動させる起動する","始動させる","起動する","related","word","word",0,NA,NA,NA,NA,NA
"委任状委員会","委任状","委員会","related","word","word",0,NA,NA,NA,NA,NA
"委任状帝国","委任状","帝国","unrelated","word","word",0,NA,NA,NA,NA,NA
"委任状移働グーリン","委任状","移働グーリン","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"姥始梨せ病気の","姥始梨せ","病気の","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"姥始梨せ盛葵","姥始梨せ","盛葵","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"娘カハ","娘","カハ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"娘パスワード","娘","パスワード","unrelated","word","word",0.822055817825077,NA,NA,NA,NA,NA
"娘佛むき個人","娘佛むき","個人","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"娘佛むき商点","娘佛むき","商点","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"娘息子","娘","息子","related","word","word",0.878184296977492,NA,NA,NA,NA,NA
"娘桁貫パスワード","娘桁貫","パスワード","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"娘桁貫原平材の","娘桁貫","原平材の","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"婚約式典","婚約","式典","unrelated","word","word",0.626637946908486,NA,NA,NA,NA,NA
"婚約格ちター","婚約","格ちター","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"婚約結婚式","婚約","結婚式","related","word","word",0.856684729661926,NA,NA,NA,NA,NA
"媌ノチ","媌","ノチ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"媌皿","媌","皿","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"嫉妬深いボタ","嫉妬深い","ボタ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"嫉妬深い腹を立てて","嫉妬深い","腹を立てて","related","word","word",0,NA,NA,NA,NA,NA
"嫉妬深い説教","嫉妬深い","説教","unrelated","word","word",0,NA,NA,NA,NA,NA
"嫉石館妥怯","嫉石館","妥怯","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"嫉石館正午","嫉石館","正午","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"嫌悪スタイル","嫌悪","スタイル","unrelated","word","word",0.746501849857872,NA,NA,NA,NA,NA
"嫌悪愛情","嫌悪","愛情","related","word","word",0.933475129996552,NA,NA,NA,NA,NA
"嫌悪留ま","嫌悪","留ま","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"字ぞ園告","字ぞ","園告","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"字ぞ殺人","字ぞ","殺人","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"字由舶ここイマグ","字由舶","ここイマグ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"字由舶枢機卿","字由舶","枢機卿","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"孝えトッジ偏隼ーク","孝えトッジ","偏隼ーク","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"孝えトッジ銀","孝えトッジ","銀","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"季糾温度","季糾","温度","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"季糾背釟の","季糾","背釟の","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"孤児院命あ","孤児院","命あ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"孤児院女子修道院","孤児院","女子修道院","related","word","word",0,NA,NA,NA,NA,NA
"孤児院湖","孤児院","湖","unrelated","word","word",0.884077328991817,NA,NA,NA,NA,NA
"孤立した孤独な","孤立した","孤独な","related","word","word",0,NA,NA,NA,NA,NA
"孤立した害危","孤立した","害危","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"孤立した流動体","孤立した","流動体","unrelated","word","word",0,NA,NA,NA,NA,NA
"学ぬ拷問","学ぬ","拷問","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"学ぬ暖勉","学ぬ","暖勉","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"学ぶ呆護ラ","学ぶ","呆護ラ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"学ぶ意図","学ぶ","意図","unrelated","word","word",0.838871789644014,NA,NA,NA,NA,NA
"学ぶ教える","学ぶ","教える","related","word","word",0.855555404751567,NA,NA,NA,NA,NA
"学生トイレ","学生","トイレ","unrelated","word","word",0.93943038015823,NA,NA,NA,NA,NA
"学生先生","学生","先生","related","word","word",0.959443118704428,NA,NA,NA,NA,NA
"学生妖娃","学生","妖娃","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"学級学校","学級","学校","related","word","word",0.910627484988676,NA,NA,NA,NA,NA
"学級押へ","学級","押へ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"学級栄光","学級","栄光","unrelated","word","word",0.96024474483149,NA,NA,NA,NA,NA
"学部長教授","学部長","教授","related","word","word",0,NA,NA,NA,NA,NA
"学部長箏脈ス","学部長","箏脈ス","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"学部長財産","学部長","財産","unrelated","word","word",0,NA,NA,NA,NA,NA
"孫団以","孫","団以","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"孫大家","孫","大家","unrelated","word","word",0.840432931854261,NA,NA,NA,NA,NA
"孫市りて評価","孫市りて","評価","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"孫市りて誰展","孫市りて","誰展","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"孫甥","孫","甥","related","word","word",0.856254024888294,NA,NA,NA,NA,NA
"宇ィミサイル","宇ィ","ミサイル","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"宇ィ音殻","宇ィ","音殻","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"宇宙巫業フ","宇宙","巫業フ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"宇宙視点","宇宙","視点","unrelated","word","word",0.354934407840257,NA,NA,NA,NA,NA
"宇宙船エイリアン","宇宙船","エイリアン","related","word","word",0.878372691245768,NA,NA,NA,NA,NA
"宇宙船多暮ネーズ","宇宙船","多暮ネーズ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"宇宙船筋肉","宇宙船","筋肉","unrelated","word","word",0.895476941186534,NA,NA,NA,NA,NA
"宇宙銀河","宇宙","銀河","related","word","word",0.912407470173112,NA,NA,NA,NA,NA
"宇宙飛行士アルファ","宇宙飛行士","アルファ","unrelated","word","word",0.875915593394135,NA,NA,NA,NA,NA
"宇宙飛行士パイロット","宇宙飛行士","パイロット","related","word","word",0.902690386565729,NA,NA,NA,NA,NA
"宇宙飛行士千隍","宇宙飛行士","千隍","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"守猟ズ癸けそぬ","守猟ズ","癸けそぬ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"守猟ズ魔女","守猟ズ","魔女","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"安全安心","安全","安心","related","word","word",0.797280648207237,NA,NA,NA,NA,NA
"安全改繋","安全","改繋","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"安全簡単な","安全","簡単な","unrelated","word","word",0.841565300275951,NA,NA,NA,NA,NA
"安心感単純","安心感","単純","unrelated","word","word",0,NA,NA,NA,NA,NA
"安心感安全","安心感","安全","related","word","word",0,NA,NA,NA,NA,NA
"安心感探わほ","安心感","探わほ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"宏必惑地獄","宏必惑","地獄","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"宏必惑態侌","宏必惑","態侌","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"宏歪孝旅","宏歪","孝旅","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"宏歪残酷","宏歪","残酷","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"宕仮説","宕","仮説","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"宕夜盟","宕","夜盟","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"宝物財産","宝物","財産","related","word","word",0.918320177227671,NA,NA,NA,NA,NA
"宝物速い","宝物","速い","unrelated","word","word",0.832284618350728,NA,NA,NA,NA,NA
"宝物過昭","宝物","過昭","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"実亡てくるミロコプッショルナ","実亡てくる","ミロコプッショルナ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"実亡てくる教える","実亡てくる","教える","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"実際に斐嘘伯あ","実際に","斐嘘伯あ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"実際に本当","実際に","本当","related","word","word",0.893395731066475,NA,NA,NA,NA,NA
"実際に誕生日","実際に","誕生日","unrelated","word","word",0.876764469399414,NA,NA,NA,NA,NA
"実験テスト","実験","テスト","related","word","word",0.737723772395927,NA,NA,NA,NA,NA
"実験ムご","実験","ムご","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"実験痛ましい","実験","痛ましい","unrelated","word","word",0,NA,NA,NA,NA,NA
"宣牧素貼","宣牧","素貼","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"宣牧静けさ","宣牧","静けさ","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"宮きアリリろ","宮き","アリリろ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"宮き音","宮き","音","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"宮ヘヨ","宮","ヘヨ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"宮城","宮","城","related","word","word",0.764623654953777,NA,NA,NA,NA,NA
"宮許す","宮","許す","unrelated","word","word",0.464475485314181,NA,NA,NA,NA,NA
"家アパート","家","アパート","related","word","word",0.549192387619799,NA,NA,NA,NA,NA
"家不操","家","不操","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"家外科手術","家","外科手術","unrelated","word","word",0,NA,NA,NA,NA,NA
"家雨なシステム","家雨な","システム","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"家雨なヨラル","家雨な","ヨラル","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"容量コットン","容量","コットン","unrelated","word","word",0.843147299553156,NA,NA,NA,NA,NA
"容量ど丘","容量","ど丘","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"容量能力","容量","能力","related","word","word",0.943796248640832,NA,NA,NA,NA,NA
"宿命敗北","宿命","敗北","unrelated","word","word",0.790230935393435,NA,NA,NA,NA,NA
"宿命砦そし","宿命","砦そし","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"宿命運命","宿命","運命","related","word","word",0.843808396462639,NA,NA,NA,NA,NA
"密林けが","密林","けが","unrelated","word","word",0,NA,NA,NA,NA,NA
"密林是羞","密林","是羞","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"密林森","密林","森","related","word","word",0,NA,NA,NA,NA,NA
"密湏おそらく","密湏","おそらく","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"密湏臼馬","密湏","臼馬","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"寤議蹴住役","寤","議蹴住役","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"寤霧","寤","霧","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"寧膳ぬナッ","寧膳ぬ","ナッ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"寧膳ぬ慈悲","寧膳ぬ","慈悲","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"寸書わピス","寸書わ","ピス","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"寸書わ空港","寸書わ","空港","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"寺僧やィス","寺","僧やィス","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"寺正義","寺","正義","unrelated","word","word",0.908486219903265,NA,NA,NA,NA,NA
"寺男子修道院","寺","男子修道院","related","word","word",0,NA,NA,NA,NA,NA
"対立引くる","対立","引くる","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"対立死ぬ","対立","死ぬ","unrelated","word","word",0.910338293523998,NA,NA,NA,NA,NA
"対立紛争","対立","紛争","related","word","word",0,NA,NA,NA,NA,NA
"封筒ドア","封筒","ドア","unrelated","word","word",0.835857178805837,NA,NA,NA,NA,NA
"封筒パッケージ","封筒","パッケージ","related","word","word",0.804330414350465,NA,NA,NA,NA,NA
"封筒宿ゥ","封筒","宿ゥ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"専聞鏡その周り","専聞鏡","その周り","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"専聞鏡安主","専聞鏡","安主","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"将来ラー","将来","ラー","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"将来入口","将来","入口","unrelated","word","word",0.910850835863412,NA,NA,NA,NA,NA
"将来過去","将来","過去","related","word","word",0.752159279444877,NA,NA,NA,NA,NA
"尊態府状句じゃさわしい","尊態府状句","じゃさわしい","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"尊態府状句手紙","尊態府状句","手紙","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"尊敬ナイフ","尊敬","ナイフ","unrelated","word","word",0.904884356043207,NA,NA,NA,NA,NA
"尊敬自信","尊敬","自信","related","word","word",0.979083880783177,NA,NA,NA,NA,NA
"尊敬舐ね","尊敬","舐ね","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"尋問カーペット","尋問","カーペット","unrelated","word","word",0,NA,NA,NA,NA,NA
"尋問磯能まし","尋問","磯能まし","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"尋問裁判","尋問","裁判","related","word","word",0.908140903056451,NA,NA,NA,NA,NA
"導路トカゲ","導路","トカゲ","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"導路禁師い","導路","禁師い","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"尻お尻","尻","お尻","related","word","word",0.76282470585671,NA,NA,NA,NA,NA
"尻年茸","尻","年茸","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"尻聞く","尻","聞く","unrelated","word","word",0.778031941820301,NA,NA,NA,NA,NA
"層シェり","層","シェり","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"層生物","層","生物","unrelated","word","word",0.833107724561326,NA,NA,NA,NA,NA
"層表面","層","表面","related","word","word",0.913333207475357,NA,NA,NA,NA,NA
"岐剎考グローバル","岐剎考","グローバル","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"岐剎考鮫戦の","岐剎考","鮫戦の","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"岩巨大な","岩","巨大な","unrelated","word","word",0.697079587229842,NA,NA,NA,NA,NA
"岩次みティグン","岩","次みティグン","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"岩石","岩","石","related","word","word",0.898152024954707,NA,NA,NA,NA,NA
"岱舗ロー業矛","岱舗","ロー業矛","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"岱舗上","岱舗","上","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"川ほこり","川","ほこり","unrelated","word","word",0,NA,NA,NA,NA,NA
"川湖","川","湖","related","word","word",0.682356913936227,NA,NA,NA,NA,NA
"川鬼法太家","川","鬼法太家","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"巠妥ぬ字","巠","妥ぬ字","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"巠援助","巠","援助","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"巣タクまあ","巣","タクまあ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"巣卵","巣","卵","related","word","word",0.813272674287094,NA,NA,NA,NA,NA
"巣秩夭季ボート","巣秩夭季","ボート","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"巣秩夭季鹸察ーゼット","巣秩夭季","鹸察ーゼット","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"巣追跡する","巣","追跡する","unrelated","word","word",0.692292725814212,NA,NA,NA,NA,NA
"工場殺じケーシ","工場","殺じケーシ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"工場製造","工場","製造","related","word","word",0.910024440229688,NA,NA,NA,NA,NA
"工場鼻","工場","鼻","unrelated","word","word",0.91846611693664,NA,NA,NA,NA,NA
"工王曲段茜","工王曲","段茜","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"工王曲湿った","工王曲","湿った","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"巨離者意図","巨離者","意図","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"巨離者糸合形","巨離者","糸合形","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"己業ラー","己業","ラー","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"己業リベラル","己業","リベラル","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"市民の妥怖","市民の","妥怖","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"市民の甥","市民の","甥","unrelated","word","word",0,NA,NA,NA,NA,NA
"市民の軍の","市民の","軍の","related","word","word",0,NA,NA,NA,NA,NA
"布ハンカチ","布","ハンカチ","related","word","word",0.819093250747741,NA,NA,NA,NA,NA
