"word_combo","th_cue","th_target","type","cue_type","target_type","th_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"ผู้ที่เหยียดผิวการแสดง","ผู้ที่เหยียดผิว","การแสดง","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้ที่เหยียดผิวคอมมิวนิสต์","ผู้ที่เหยียดผิว","คอมมิวนิสต์","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้ที่เหยียดผิวลูอก","ผู้ที่เหยียดผิว","ลูอก","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้นรถบรราหาญ","ผู้น","รถบรราหาญ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้นห้องนอน","ผู้น","ห้องนอน","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้บักพาตัวกะโหลก","ผู้บักพาตัว","กะโหลก","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้บักพาตัวพี่ชายน่างดาว","ผู้บักพาตัว","พี่ชายน่างดาว","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้บัญชาการกัปตัน","ผู้บัญชาการ","กัปตัน","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้บัญชาการการติดเชื้อ","ผู้บัญชาการ","การติดเชื้อ","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้บัญชาการเกี่ยกระหายน้ำ","ผู้บัญชาการ","เกี่ยกระหายน้ำ","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้ปมัครเล่นตนนก","ผู้ปมัครเล่น","ตนนก","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้ปมัครเล่นใจกว้าง","ผู้ปมัครเล่น","ใจกว้าง","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้มงเชื่องช้าจำลา","ผู้มงเชื่องช้า","จำลา","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้มงเชื่องช้าปกติ","ผู้มงเชื่องช้า","ปกติ","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้มีชื่อเสียงดารา","ผู้มีชื่อเสียง","ดารา","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้มีชื่อเสียงเจ้ศการ","ผู้มีชื่อเสียง","เจ้ศการ","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้มีชื่อเสียงแอตแลนติก","ผู้มีชื่อเสียง","แอตแลนติก","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้ลักพาตัวค่าไถ่","ผู้ลักพาตัว","ค่าไถ่","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้ลักพาตัวบรรไฟ","ผู้ลักพาตัว","บรรไฟ","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้ลักพาตัวหิมะ","ผู้ลักพาตัว","หิมะ","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้ลักษาปณ์หมดไพร์","ผู้ลักษาปณ์","หมดไพร์","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้ลักษาปณ์อัญมณี","ผู้ลักษาปณ์","อัญมณี","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้ลี้ภัยขึ้นไป","ผู้ลี้ภัย","ขึ้นไป","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้ลี้ภัยผู้หลบหนี","ผู้ลี้ภัย","ผู้หลบหนี","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้ลี้ภัยเล่มด","ผู้ลี้ภัย","เล่มด","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้ล้อภัยขั้นสูบน้ำ","ผู้ล้อภัย","ขั้นสูบน้ำ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้ล้อภัยรอดชีวิต","ผู้ล้อภัย","รอดชีวิต","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้ว่างดาวการบรรหลวง","ผู้ว่างดาว","การบรรหลวง","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้ว่างดาวความเย่อหยิ่ง","ผู้ว่างดาว","ความเย่อหยิ่ง","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้ว่าราชการวะเงิน","ผู้ว่าราชการ","วะเงิน","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้ว่าราชการวุฒิสมาชิก","ผู้ว่าราชการ","วุฒิสมาชิก","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้ว่าราชการเสื้อแจ็กเกต","ผู้ว่าราชการ","เสื้อแจ็กเกต","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้สมัครก้อยน้ำ","ผู้สมัคร","ก้อยน้ำ","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้สมัครผู้มีสิทธิเลือกตั้ง","ผู้สมัคร","ผู้มีสิทธิเลือกตั้ง","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้สมัครเพลิดเพลิน","ผู้สมัคร","เพลิดเพลิน","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้สามัญเก็บรักษา","ผู้สามัญ","เก็บรักษา","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้สามัญเอชไงสี","ผู้สามัญ","เอชไงสี","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้สื่อข่าวนักข่าว","ผู้สื่อข่าว","นักข่าว","related","word","word",0.606541894581403,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้สื่อข่าวว่ายน้ำ","ผู้สื่อข่าว","ว่ายน้ำ","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้สื่อข่าวเสรีนิระ","ผู้สื่อข่าว","เสรีนิระ","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้หงความสนใจหอมหัวใหญ่","ผู้หงความสนใจ","หอมหัวใหญ่","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้หงความสนใจอนปตัน","ผู้หงความสนใจ","อนปตัน","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้อำนวยกกกำพร้าบำรุงรักษา","ผู้อำนวยกกกำพร้า","บำรุงรักษา","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้อำนวยกกกำพร้าแผนยัน","ผู้อำนวยกกกำพร้า","แผนยัน","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้อำนวยการสร้างทิศเหนือ","ผู้อำนวยการสร้าง","ทิศเหนือ","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้อำนวยการสร้างผู้อำนวยการ","ผู้อำนวยการสร้าง","ผู้อำนวยการ","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้อำนวยการสร้างอน่า","ผู้อำนวยการสร้าง","อน่า","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้เขียนนักแสดงชาย","ผู้เขียน","นักแสดงชาย","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้เขียนฟุกบิน","ผู้เขียน","ฟุกบิน","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้เขียนเงินดอลลาร์","ผู้เขียน","เงินดอลลาร์","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้เขียบติผึ้ง","ผู้เขียบ","ติผึ้ง","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้เขียบเหตุการณ์","ผู้เขียบ","เหตุการณ์","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้เชดใหญ่สึรัฐ","ผู้เชดใหญ่","สึรัฐ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้เชดใหญ่เป็นปกติ","ผู้เชดใหญ่","เป็นปกติ","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้เชี่ยวชาญการะกัน","ผู้เชี่ยวชาญ","การะกัน","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้เชี่ยวชาญผู้ชำนาญเฉพาะทาง","ผู้เชี่ยวชาญ","ผู้ชำนาญเฉพาะทาง","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้เชี่ยวชาญวอดก้า","ผู้เชี่ยวชาญ","วอดก้า","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้เช่าก้น","ผู้เช่า","ก้น","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้เช่าถ้ด","ผู้เช่า","ถ้ด","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้เช่าเจ้าของบ้าน","ผู้เช่า","เจ้าของบ้าน","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้เถ้าทางิทยา","ผู้เถ้า","ทางิทยา","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้เถ้าสิ่งมีชีวิต","ผู้เถ้า","สิ่งมีชีวิต","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้แพ้ผู้ชนะ","ผู้แพ้","ผู้ชนะ","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้แพ้วุฒิสภา","ผู้แพ้","วุฒิสภา","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้แพ้ส้ด","ผู้แพ้","ส้ด","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้แวรท้านาโด","ผู้แวร","ท้านาโด","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้แวรเปียก","ผู้แวร","เปียก","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้โดยสารการฆาตชาติ","ผู้โดยสาร","การฆาตชาติ","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้โดยสารคนขับรถ","ผู้โดยสาร","คนขับรถ","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้โดยสารเสียง","ผู้โดยสาร","เสียง","unrelated","word","word",0.116912908137227,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้ใหญ่จักรพรรดิ","ผู้ใหญ่","จักรพรรดิ","unrelated","word","word",0.119798307778199,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้ใหญ่ผู้ปกครอง","ผู้ใหญ่","ผู้ปกครอง","related","word","word",0.294676012115498,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้ใหญ่ผู้ประกงห้าม","ผู้ใหญ่","ผู้ประกงห้าม","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้ให้กฏการณ์ฟ้าร้อง","ผู้ให้กฏการณ์","ฟ้าร้อง","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้ให้กฏการณ์แมที","ผู้ให้กฏการณ์","แมที","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้ให้กาพชบจ้าง","ผู้ให้กาพ","ชบจ้าง","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้ให้กาพเด็ก","ผู้ให้กาพ","เด็ก","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้ไข่ขาย","ผู้ไข่","ขาย","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้ไข่คนโงะเป็น","ผู้ไข่","คนโงะเป็น","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้ไฟพยาดขึ้น","ผู้ไฟ","พยาดขึ้น","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผู้ไฟไป","ผู้ไฟ","ไป","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผ่าตัดการผ่าตัด","ผ่าตัด","การผ่าตัด","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผ่าตัดถนน","ผ่าตัด","ถนน","unrelated","word","word",0.116896337599419,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผ่าตัดนาล์","ผ่าตัด","นาล์","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผ้นผสมการตขวด","ผ้นผสม","การตขวด","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผ้นผสมตอนเย็น","ผ้นผสม","ตอนเย็น","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผ้าของอย่างแรงกล้า","ผ้าของ","อย่างแรงกล้า","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผ้าของอย่าตญาณ","ผ้าของ","อย่าตญาณ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผ้าผ้าเช็ดหน้า","ผ้า","ผ้าเช็ดหน้า","related","word","word",0.390378578389432,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผ้าภาพยแรง","ผ้า","ภาพยแรง","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผ้าวันอังคาร","ผ้า","วันอังคาร","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผ้าห่มความยุติธรรม","ผ้าห่ม","ความยุติธรรม","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผ้าห่มท่วงทุคคล","ผ้าห่ม","ท่วงทุคคล","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผ้าห่มผ้าขนหนู","ผ้าห่ม","ผ้าขนหนู","related","word","word",0.489960856000445,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผ้าไหมคาวบอย","ผ้าไหม","คาวบอย","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผ้าไหมดาวชาติ","ผ้าไหม","ดาวชาติ","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ผ้าไหมผ้าฝ้าย","ผ้าไหม","ผ้าฝ้าย","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ฝนกาซื่อสู้","ฝน","กาซื่อสู้","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ฝนสหพันธรัฐ","ฝน","สหพันธรัฐ","unrelated","word","word",0.108741357092975,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ฝนหิมะ","ฝน","หิมะ","related","word","word",0.437365892001491,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ฝักน้อยเกี่ยวกับฝรั่งเศส","ฝักน้อย","เกี่ยวกับฝรั่งเศส","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ฝักน้อยแทสตัน","ฝักน้อย","แทสตัน","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ฝันร้ายความฝัน","ฝันร้าย","ความฝัน","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ฝันร้ายน้ำหอม","ฝันร้าย","น้ำหอม","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ฝันร้ายเอชไงสี","ฝันร้าย","เอชไงสี","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ฝายบก้อนหิน","ฝายบ","ก้อนหิน","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ฝายบแกก่า","ฝายบ","แกก่า","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ฝึกฝนความปรารถนา","ฝึกฝน","ความปรารถนา","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ฝึกฝนทำออก","ฝึกฝน","ทำออก","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ฝึกฝนออกกำลังกาย","ฝึกฝน","ออกกำลังกาย","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ฝึสลดบรรยาหลวง","ฝึสลด","บรรยาหลวง","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ฝึสลดอุโมงค์","ฝึสลด","อุโมงค์","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ฝุนผู้มีสิทธิเลือกตั้ง","ฝุน","ผู้มีสิทธิเลือกตั้ง","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ฝุนสิเปิดเผย","ฝุน","สิเปิดเผย","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ฝูกาสชุยม","ฝูกาส","ชุยม","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ฝูกาสภรรยา","ฝูกาส","ภรรยา","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ฝูงชนซามูไร","ฝูงชน","ซามูไร","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ฝูงชนผู้ชม","ฝูงชน","ผู้ชม","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ฝูงชนสงบครั้ง","ฝูงชน","สงบครั้ง","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"พจนานิจาคนักลังเกียจ","พจนานิจาค","นักลังเกียจ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"พจนานิจาคโลหะ","พจนานิจาค","โลหะ","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"พจนานุกรมความทราย","พจนานุกรม","ความทราย","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"พจนานุกรมวลี","พจนานุกรม","วลี","related","word","word",0.18055205626121,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"พจนานุกรมเจ็บป่วย","พจนานุกรม","เจ็บป่วย","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"พบพบปะ","พบ","พบปะ","related","word","word",0.173455443438983,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"พบเริงๆ นี้","พบ","เริงๆ นี้","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"พบโรคระบาด","พบ","โรคระบาด","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"พยานความผิดหวัง","พยาน","ความผิดหวัง","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"พยานคำให้การ","พยาน","คำให้การ","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"พยานเร้","พยาน","เร้","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"พยาวจมูก","พยาว","จมูก","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"พยาวจาเบ็ง","พยาว","จาเบ็ง","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"พยุหเสนากองทัพ","พยุหเสนา","กองทัพ","related","word","word",0.213257608434856,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"พยุหเสนาปิ้","พยุหเสนา","ปิ้","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"พยุหเสนาหมุน","พยุหเสนา","หมุน","unrelated","word","word",0.0624047016110073,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"พยุห์เบอยืนยัน","พยุห์เบอ","ยืนยัน","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"พยุห์เบออาทิตย์ตกดัน","พยุห์เบอ","อาทิตย์ตกดัน","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"พรก่อนท่วงทุคคล","พรก่อน","ท่วงทุคคล","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"พรก่อนเฉลียวฉลาด","พรก่อน","เฉลียวฉลาด","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"พรปง่าอย่า","พรป","ง่าอย่า","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"พรปใกล้ชิด","พรป","ใกล้ชิด","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"พระข้างประตูรั้ว","พระข้าง","ประตูรั้ว","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"พระข้างมีควางทุน","พระข้าง","มีควางทุน","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"พระนักนาม","พระ","นักนาม","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"พระบาทหลวง","พระ","บาทหลวง","related","word","word",0.218961818675934,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"พระรางวัล","พระ","รางวัล","unrelated","word","word",0.110905752555081,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"พระราชวังจักชาย","พระราชวัง","จักชาย","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
