"lt_cue","lt_target","type","cue_type","target_type","lt_cosine"
"konkrurgas","greitis","nonword","nonword","word",NA
"spinbu","kaltintojas","nonword","nonword","word",NA
"obliuotas","pašalinti","nonword","nonword","word",NA
"dansių","miltai","nonword","nonword","word",NA
"nasus","valstybė","nonword","nonword","word",NA
"gib","galaxy","nonword","nonword","word",NA
"vienninkas","pažadas","nonword","nonword","word",NA
"veikslėlydis","maksimalus","nonword","nonword","word",NA
"šiutais","vilkas","nonword","nonword","word",NA
"vismelk","pabegti","nonword","nonword","word",NA
"gaas","strategija","nonword","nonword","word",NA
"dėmėmsgas","protinga","nonword","nonword","word",NA
"žavėluok","skandalas","nonword","nonword","word",NA
"spinvė","brangakmenis","nonword","nonword","word",NA
"ankstestas","koplyčia","nonword","nonword","word",NA
"kaplauna","pig","nonword","nonword","word",NA
"streaguo","išorinis","nonword","nonword","word",NA
"amgiant","vandenilis","nonword","nonword","word",NA
"likiniui","lady","nonword","nonword","word",NA
"trintas","įprasta","nonword","nonword","word",NA
"adekvatikimybė","slėgis","nonword","nonword","word",NA
"seg","liepsnos","nonword","nonword","word",NA
"skystablauzdidenybė","tęsti","nonword","nonword","word",NA
"diecas","elementas","nonword","nonword","word",NA
"gunpowling","santuoka","nonword","nonword","word",NA
"pici","ever","nonword","nonword","word",NA
"vaitis","lagaminas","nonword","nonword","word",NA
"natubios","padaras","nonword","nonword","word",NA
"gasvarstojas","dingimas","nonword","nonword","word",NA
"poliurbis","telefonas","nonword","nonword","word",NA
"apaukštis","kairėje","nonword","nonword","word",NA
"madiš","variklis","nonword","nonword","word",NA
"wellas","vestuvės","nonword","nonword","word",NA
"kažras","daktaras","nonword","nonword","word",NA
"apmoįšvirkštinimas","denio","nonword","nonword","word",NA
"tvendara","įėjimas","nonword","nonword","word",NA
"paukšlimentas","adresas","nonword","nonword","word",NA
"kodrauga","abduct","nonword","nonword","word",NA
"stipdagus","rankšluostis","nonword","nonword","word",NA
"santymams","laiškas","nonword","nonword","word",NA
"šlaumaras","ateiti","nonword","nonword","word",NA
"pelerius","erekcija","nonword","nonword","word",NA
"pasiūlygiuot","durys","nonword","nonword","word",NA
"rurgas","alyva","nonword","nonword","word",NA
"ohaty","impress","nonword","nonword","word",NA
"atkreipkkomybė","mikroskopas","nonword","nonword","word",NA
"repla","direktorius","nonword","nonword","word",NA
"malonukreip","labai","nonword","nonword","word",NA
"roalą","šantažas","nonword","nonword","word",NA
"akno","grupė","nonword","nonword","word",NA
"nausmaiga","mirti","nonword","nonword","word",NA
"strukskite","vanilė","nonword","nonword","word",NA
"baustas","aistra","nonword","nonword","word",NA
"matuokgi","leisti","nonword","nonword","word",NA
"dakreiptinis","nusikaltimas","nonword","nonword","word",NA
"priešnetinis","kvapas","nonword","nonword","word",NA
"kąžtor","fantastinis","nonword","nonword","word",NA
"psitvankos","omarų","nonword","nonword","word",NA
"ganui","šimtas","nonword","nonword","word",NA
"malių","išlieka","nonword","nonword","word",NA
"šiaurija","alfa","nonword","nonword","word",NA
"plakga","draugas","nonword","nonword","word",NA
"orislamas","pakrantė","nonword","nonword","word",NA
"kontkada","zona","nonword","nonword","word",NA
"linksbūdinti","čempionatas","nonword","nonword","word",NA
"įėė","dėkojame","nonword","nonword","word",NA
"frotas","suma","nonword","nonword","word",NA
"sureikštotas","dawn","nonword","nonword","word",NA
"nuostadink","stilius","nonword","nonword","word",NA
"kvielybė","mielas","nonword","nonword","word",NA
"kogriaunija","audra","nonword","nonword","word",NA
"karnavaziuok","pasirinkti","nonword","nonword","word",NA
"pocy","puikus","nonword","nonword","word",NA
"nistrus","padažas","nonword","nonword","word",NA
"bankinintuiruotė","eilė","nonword","nonword","word",NA
"biuegiptas","prielaida","nonword","nonword","word",NA
"finansišsiems","plėšrūnas","nonword","nonword","word",NA
"žvaigžsualinis","išpažinimas","nonword","nonword","word",NA
"autogradžiui","kaklaraištis","nonword","nonword","word",NA
"žodydžio","komunistas","nonword","nonword","word",NA
"pabėgėtrauk","kažkur","nonword","nonword","word",NA
"marškimas","lyderis","nonword","nonword","word",NA
"aikššinis","penis","nonword","nonword","word",NA
"berkmentas","žmogus","nonword","nonword","word",NA
"atleididžiuo","kardinolas","nonword","nonword","word",NA
"smaukyje","įžeidimas","nonword","nonword","word",NA
"vigrįsta","nugalėti","nonword","nonword","word",NA
"pasispjautkimas","ginklas","nonword","nonword","word",NA
"praskaidrintikimybė","antis","nonword","nonword","word",NA
"pagabenk","skiriasi","nonword","nonword","word",NA
"supjauti","automobilis","nonword","nonword","word",NA
"gastella","pagalba","nonword","nonword","word",NA
"seminadžent","į rytus","nonword","nonword","word",NA
"sluoksvilegija","paketas","nonword","nonword","word",NA
"popumonstrus","braškių","nonword","nonword","word",NA
"fiknue","heroinas","nonword","nonword","word",NA
"stiubietė","žmonės","nonword","nonword","word",NA
"gorpa","šarvai","nonword","nonword","word",NA
"herodžer","ramus","nonword","nonword","word",NA
"augabenk","fantazija","nonword","nonword","word",NA
"švendona","kančia","nonword","nonword","word",NA
"jubiliedžiau","fugitive","nonword","nonword","word",NA
"spraliktas","žaidėjas","nonword","nonword","word",NA
"skirtuvas","požiūris","nonword","nonword","word",NA
"stengtoletas","ugly","nonword","nonword","word",NA
"arserins","instrumentas","nonword","nonword","word",NA
"apreiõkigokite","pagalvokite","nonword","nonword","word",NA
"linkssykitės","pradžioje","nonword","nonword","word",NA
"smarvus","pasiūlyti","nonword","nonword","word",NA
"slankstepijonas","paukštis","nonword","nonword","word",NA
"nadžasminalinis","thirst","nonword","nonword","word",NA
"luskey","pasiteisinimas","nonword","nonword","word",NA
"romatuok","lizard","nonword","nonword","word",NA
"kinau","auditorija","nonword","nonword","word",NA
"verži","savaitė","nonword","nonword","word",NA
"nišam","rinkėjas","nonword","nonword","word",NA
"lėkim","balsas","nonword","nonword","word",NA
"lėkim","kartelis","nonword","nonword","word",NA
"atžaismas","diskusija","nonword","nonword","word",NA
"kemens","realus","nonword","nonword","word",NA
"lumbas","bed","nonword","nonword","word",NA
"atlor","kvepalai","nonword","nonword","word",NA
"chelm","užpuolimas","nonword","nonword","word",NA
"lapkričiovilks","žudikas","nonword","nonword","word",NA
"suoja","bevertis","nonword","nonword","word",NA
"tepliurpija","tornadas","nonword","nonword","word",NA
"sleris","melagis","nonword","nonword","word",NA
"dreizija","neseniai","nonword","nonword","word",NA
"abrawich","patikimas","nonword","nonword","word",NA
"banielsas","praleisti","nonword","nonword","word",NA
"dromas","šalta","nonword","nonword","word",NA
"korisonas","baudžiamajame nare","nonword","nonword","word",NA
"į vakgioj","atsispirti","nonword","nonword","word",NA
"fanti","trikampis","nonword","nonword","word",NA
"kvainam","sviestas","nonword","nonword","word",NA
"jaudidžiostis","streikuoti","nonword","nonword","word",NA
"išeitithout","duty","nonword","nonword","word",NA
"etiopire","politinis","nonword","nonword","word",NA
"trumrei","paviršius","nonword","nonword","word",NA
"dynėj","švirkštas","nonword","nonword","word",NA
"impežens","išgyventi","nonword","nonword","word",NA
"dynapiet","samurai","nonword","nonword","word",NA
"morttymas","gėlių","nonword","nonword","word",NA
"asrią","pinigai","nonword","nonword","word",NA
"viruliuo","dovanų","nonword","nonword","word",NA
"kingmenys","dirbtinis","nonword","nonword","word",NA
"lenktinis","darbuotojas","nonword","nonword","word",NA
"atajungta","žiūrėti","nonword","nonword","word",NA
"dotus","valgyti","nonword","nonword","word",NA
"egzamidžiui","pasakykite","nonword","nonword","word",NA
"žvaigžrisdikcija","venera","nonword","nonword","word",NA
"staikis","tyla","nonword","nonword","word",NA
"insvaistas","injekcija","nonword","nonword","word",NA
"asmenitrauk","greitai greitai","nonword","nonword","word",NA
"fifyldsai","garažas","nonword","nonword","word",NA
"kreipkininkas","apačioje","nonword","nonword","word",NA
"pajungtas","paprasta","nonword","nonword","word",NA
"aiššas","plėtra","nonword","nonword","word",NA
"valsdymai","paskutinė","nonword","nonword","word",NA
"rūgšnija","informacija","nonword","nonword","word",NA
"kosiosda","kriauklė","nonword","nonword","word",NA
"šnimėt","universitetas","nonword","nonword","word",NA
"atmegzti","vampire","nonword","nonword","word",NA
"gysilpna","nuomotojas","nonword","nonword","word",NA
"iškviesgoti","šakutė","nonword","nonword","word",NA
"elgti","silpnas","nonword","nonword","word",NA
"vikels","bandymas","nonword","nonword","word",NA
"pripatraukti","catch","nonword","nonword","word",NA
"vaikšsacinga","ištikimas","nonword","nonword","word",NA
"blontis","pomidorai","nonword","nonword","word",NA
"loyluot","laikyti","nonword","nonword","word",NA
"iščiulpsrinėti","ketvirta","nonword","nonword","word",NA
"atvykibirkš","skylė","nonword","nonword","word",NA
"sprogjojimas","morfinas","nonword","nonword","word",NA
"siausnomenon","ding","nonword","nonword","word",NA
"stabdimas","ransom","nonword","nonword","word",NA
"vyresnytrauk","administracinis vadovas","nonword","nonword","word",NA
"įkaidis","vartai","nonword","nonword","word",NA
"subtikint","negali","nonword","nonword","word",NA
"traurumas","tikriausiai","nonword","nonword","word",NA
"dinta","tam","nonword","nonword","word",NA
"kriauktus","noras","nonword","nonword","word",NA
"mėgssena","mokykla","nonword","nonword","word",NA
"stoprišla","efektyvus","nonword","nonword","word",NA
"sautė","limuzinas","nonword","nonword","word",NA
"varsė","siųsti","nonword","nonword","word",NA
"džeklės","meilė","nonword","nonword","word",NA
"smulkreigoti","minus","nonword","nonword","word",NA
"priebėti","rašykite","nonword","nonword","word",NA
"pieštelė","gatvė","nonword","nonword","word",NA
"akintas","žemėlapis","nonword","nonword","word",NA
"nerinktas","vyriausybė","nonword","nonword","word",NA
"dmondas","sūnėnas","nonword","nonword","word",NA
"teisikrauskas","turinys","nonword","nonword","word",NA
"spradas","ilgai","nonword","nonword","word",NA
"griebkinimas","temperatūra","nonword","nonword","word",NA
"įsive","profesorius","nonword","nonword","word",NA
"dmitchija","išlaikyti","nonword","nonword","word",NA
"vazov","prancūzų kalba","nonword","nonword","word",NA
"karamountnė","iššūkis","nonword","nonword","word",NA
"royėmus","nebuvimas","nonword","nonword","word",NA
"vyskučiuo","žiaurus","nonword","nonword","word",NA
"marikiuo","kova","nonword","nonword","word",NA
"civiliskart","griaustinis","nonword","nonword","word",NA
"lundas","apibūdinimas","nonword","nonword","word",NA
"kosuspau","eikite","nonword","nonword","word",NA
"malūnsja","pavadinimas","nonword","nonword","word",NA
"coo","žaislas","nonword","nonword","word",NA
"frandelis","destiny","nonword","nonword","word",NA
"repko","ranka","nonword","nonword","word",NA
"kired","švietimas","nonword","nonword","word",NA
"staruo","tortas","nonword","nonword","word",NA
"neįpblokštas","svarbu","nonword","nonword","word",NA
"sunkrutas","meilė","nonword","nonword","word",NA
"peten","atlyginimas","nonword","nonword","word",NA
"pistoukas","ant","nonword","nonword","word",NA
"peistas","komisijos narys","nonword","nonword","word",NA
"minklas","liberalų","nonword","nonword","word",NA
"že","stipriai","nonword","nonword","word",NA
"nančias","institucija","nonword","nonword","word",NA
"purai","vaikas","nonword","nonword","word",NA
"surdas","vienuolynas","nonword","nonword","word",NA
"bruodys","sprogstamoji dalis","nonword","nonword","word",NA
"keisda","alien","nonword","nonword","word",NA
"praskaidrintipiškas","neigiamas","nonword","nonword","word",NA
"paklūstas","medalis","nonword","nonword","word",NA
"ligonigaikš","laisvas","nonword","nonword","word",NA
"biniuoja","apartamentai","nonword","nonword","word",NA
"gaukis","paslėpti","nonword","nonword","word",NA
"malga","spinta","nonword","nonword","word",NA
"spema","surinkti","nonword","nonword","word",NA
"inspektosakėt","mokyti","nonword","nonword","word",NA
"komisilinks","sunku","nonword","nonword","word",NA
"švieskaraminė įranga","komanda","nonword","nonword","word",NA
"navizistencija","soda","nonword","nonword","word",NA
"rasistitraukt","mėlynė","nonword","nonword","word",NA
"dėmedzia","pilvo","nonword","nonword","word",NA
"tuviu","informatorius","nonword","nonword","word",NA
"aom","filthy","nonword","nonword","word",NA
"tinktymas","akivaizdu","nonword","nonword","word",NA
"origivins","liūtas","nonword","nonword","word",NA
"siurnyčia","gruodžio mėn","nonword","nonword","word",NA
"sirnė","ate","nonword","nonword","word",NA
"koskirti","aplink","nonword","nonword","word",NA
"progpionai","harmonija","nonword","nonword","word",NA
"nuliaiti","saunus","nonword","nonword","word",NA
"tuįkaitas","doleris","nonword","nonword","word",NA
"kataliniams","gitara","nonword","nonword","word",NA
"situfornlja","žarna","nonword","nonword","word",NA
"apsiauva","mikrofonas","nonword","nonword","word",NA
"snargdis","dešimtmetis","nonword","nonword","word",NA
"nuolandžių","karis","nonword","nonword","word",NA
"vienuoskau","nuoma","nonword","nonword","word",NA
"dusin","butelis","nonword","nonword","word",NA
"sulas","minutė","nonword","nonword","word",NA
"moksduotė","build","nonword","nonword","word",NA
"sepvus","įvykis","nonword","nonword","word",NA
"bešlykštybė","uniforma","nonword","nonword","word",NA
"linnis","dinamitas","nonword","nonword","word",NA
"lūpų driuos","energija","nonword","nonword","word",NA
"mmač","monitorius","nonword","nonword","word",NA
"viešsuos","medis","nonword","nonword","word",NA
"skerfelis","pamokslas","nonword","nonword","word",NA
"tiestas","virėjas","nonword","nonword","word",NA
"detonatožvelgt","informuoti","nonword","nonword","word",NA
"favau","laivas","nonword","nonword","word",NA
"džiaugsnis","medvilnė","nonword","nonword","word",NA
"sprogkykite","technika","nonword","nonword","word",NA
"daunas","vėdinimas","nonword","nonword","word",NA
"patentrauktas","prototipas","nonword","nonword","word",NA
"tekonstrama","užpuolikas","nonword","nonword","word",NA
"risovai","aktorius","nonword","nonword","word",NA
"blonmė","jaunesnysis","nonword","nonword","word",NA
"pogla","susitikimas","nonword","nonword","word",NA
"narit","greitas","nonword","nonword","word",NA
"kūzuo","muzika","nonword","nonword","word",NA
"miniu","sužalojimas","nonword","nonword","word",NA
"idioti","nesėkmė","nonword","nonword","word",NA
"serpokštas","pull","nonword","nonword","word",NA
"maratoshiba","apiplėšimas","nonword","nonword","word",NA
"konservatykreipk","psichologinis","nonword","nonword","word",NA
"suuo","perdėti","nonword","nonword","word",NA
"birželio birželiskriaust","uždaryti","nonword","nonword","word",NA
"ugtai","greitkelis","nonword","nonword","word",NA
"kelpas","cerebral","nonword","nonword","word",NA
"pulsa","šaudyti","nonword","nonword","word",NA
"fresi","gražus","nonword","nonword","word",NA
"migh","senatas","nonword","nonword","word",NA
"ukt","konjako","nonword","nonword","word",NA
"skraidytojas","maitinimas","nonword","nonword","word",NA
"stipkonas","deguonis","nonword","nonword","word",NA
"rielė","šampanas","nonword","nonword","word",NA
"nasta","pusbrolis","nonword","nonword","word",NA
"esriot","fotografas","nonword","nonword","word",NA
"lenkdinė","gebėjimas","nonword","nonword","word",NA
"alfny","masažas","nonword","nonword","word",NA
"dėbių","uždarymas","nonword","nonword","word",NA
"riantas","barzda","nonword","nonword","word",NA
"ketflllpas","paklauskite","nonword","nonword","word",NA
"minimudžiui","skull","nonword","nonword","word",NA
"amtdy","papildomas","nonword","nonword","word",NA
"siaurolė","majonezas","nonword","nonword","word",NA
"jonėm","kaklaraištis","nonword","nonword","word",NA
"robodžia","jausmas","nonword","nonword","word",NA
"fitvarka","dovanojimas","nonword","nonword","word",NA
"mačiu","kapitalizmas","nonword","nonword","word",NA
"laikninis","gay","nonword","nonword","word",NA
"artespręstas","ear","nonword","nonword","word",NA
"trofėsiai","architektas","nonword","nonword","word",NA
"alumas","priežiūra","nonword","nonword","word",NA
"džakas","ženklas","nonword","nonword","word",NA
"neapyįvyksta","mama","nonword","nonword","word",NA
"omicress","matematika","nonword","nonword","word",NA
"fee","mūšis","nonword","nonword","word",NA
"osown","oro uostas","nonword","nonword","word",NA
"iskaižas","valtis","nonword","nonword","word",NA
"šerikiui","poveikis","nonword","nonword","word",NA
"bertvarkai","global","nonword","nonword","word",NA
"tampliena","alibi","nonword","nonword","word",NA
"irkt","gelbėtojas","nonword","nonword","word",NA
"kilošėjairas","bosas","nonword","nonword","word",NA
"kambadach","gydymas","nonword","nonword","word",NA
"poiljant","atsitikti","nonword","nonword","word",NA
"kredus","kalbėti","nonword","nonword","word",NA
"kliūtinė","alkanas","nonword","nonword","word",NA
"fotoaparasikrušk","snake","nonword","nonword","word",NA
"televenstpas","uostas","nonword","nonword","word",NA
"milsuok","tikras","nonword","nonword","word",NA
"sisdai","hat","nonword","nonword","word",NA
"ambažvelgda","pirmas","nonword","nonword","word",NA
"ambasadobuklai","šeima","nonword","nonword","word",NA
"ütus","testas","nonword","nonword","word",NA
"liera","peilis","nonword","nonword","word",NA
"gysim","biologija","nonword","nonword","word",NA
"skučia","keturi","nonword","nonword","word",NA
"plautinas","veidrodis","nonword","nonword","word",NA
"užplėstis","trivietis","nonword","nonword","word",NA
"derikiuo","von","nonword","nonword","word",NA
"uoncle","savanaudis","nonword","nonword","word",NA
"radrįsta","finansai","nonword","nonword","word",NA
"seneskam","ragana","nonword","nonword","word",NA
"paskamnologijos","girdėti","nonword","nonword","word",NA
"geniniai","merginos","nonword","nonword","word",NA
"persė","priimti","nonword","nonword","word",NA
"mokylant","šokinėti","nonword","nonword","word",NA
"šviedentas","kaimas","nonword","nonword","word",NA
"ekrakink","pill","nonword","nonword","word",NA
"aspirikiuot","brolis","nonword","nonword","word",NA
"džorbutis","arterija","nonword","nonword","word",NA
"patikink","paskola","nonword","nonword","word",NA
"sillė","juokinga","nonword","nonword","word",NA
"higį","karalystė","nonword","nonword","word",NA
"kasyk","adrenalinas","nonword","nonword","word",NA
"įkliuliucija","motel","nonword","nonword","word",NA
"bibvykstateka","teisingai","nonword","nonword","word",NA
"džiakob","sraigtasparnis","nonword","nonword","word",NA
"zingsnininkė","autobusas","nonword","nonword","word",NA
"bendkyti","epidemija","nonword","nonword","word",NA
"nepablokštas","vietinis","nonword","nonword","word",NA
"buvičium","žuvys","nonword","nonword","word",NA
"nesugebėjisikrušk","kaltinimas","nonword","nonword","word",NA
"teišėlsmas","didysis","nonword","nonword","word",NA
"inciklaistas","apibrėžimas","nonword","nonword","word",NA
"nepatoshiba","pagalba","nonword","nonword","word",NA
"susidžiaugspinimą","tragic","nonword","nonword","word",NA
"neraelie","kompiuteris","nonword","nonword","word",NA
"neplauksybė","puikus","nonword","nonword","word",NA
"itamė","tamsiai","nonword","nonword","word",NA
"nevyliau","armija","nonword","nonword","word",NA
"tiewitt","dieviškas","nonword","nonword","word",NA
"žlugdymas","naudojimas","nonword","nonword","word",NA
"kranga","sustabdyti","nonword","nonword","word",NA
"krikšniminis","liudijimas","nonword","nonword","word",NA
"nolio","prietaisas","nonword","nonword","word",NA
"sliukas","scar","nonword","nonword","word",NA
"audiriau","svarba","nonword","nonword","word",NA
"tovna","aukštas","nonword","nonword","word",NA
"draugalė","filmas","nonword","nonword","word",NA
"nevykėtrauk","plaktukas","nonword","nonword","word",NA
"žingas","dalelė","nonword","nonword","word",NA
"viversda","prašymas","nonword","nonword","word",NA
"miesdyti","ginčas","nonword","nonword","word",NA
"greismininkas","tiki","nonword","nonword","word",NA
"duronitrauk","nesėkmė","nonword","nonword","word",NA
"liūddingas","parduoti","nonword","nonword","word",NA
"jauniruok","counters","nonword","nonword","word",NA
"paasamblėlis","pakanka","nonword","nonword","word",NA
"emirus","vienišas","nonword","nonword","word",NA
"piokas","remontas","nonword","nonword","word",NA
"spaudėmė","sindromas","nonword","nonword","word",NA
"dreiprizas","pritraukti","nonword","nonword","word",NA
"pimsa","signalas","nonword","nonword","word",NA
"gendų","bendruomenė","nonword","nonword","word",NA
"siustu","gabalas","nonword","nonword","word",NA
"tumos","band","nonword","nonword","word",NA
"žamens","medalionas","nonword","nonword","word",NA
"bendneta","bright","nonword","nonword","word",NA
"organiskleisti","nusivylimas","nonword","nonword","word",NA
"linksminalas","nosinė","nonword","nonword","word",NA
"lazde","batman","nonword","nonword","word",NA
"paaugdžio","nykštys","nonword","nonword","word",NA
"bėsim","pasitikėjimas","nonword","nonword","word",NA
"chiatras","pertrauka","nonword","nonword","word",NA
"padavėdžiui","politikas","nonword","nonword","word",NA
"salmas","sailor","nonword","nonword","word",NA
"mankštingumas","pareiškimas","nonword","nonword","word",NA
"pasriuba","tikrai","nonword","nonword","word",NA
"pasriuba","sportas","nonword","nonword","word",NA
"apreiõkitykite","mountain","nonword","nonword","word",NA
"daunas","beisbolas","nonword","nonword","word",NA
"pasielgkamai","piktas","nonword","nonword","word",NA
"volės","baigtas","nonword","nonword","word",NA
"bendsimas","biologinis","nonword","nonword","word",NA
"papludibaigt","nuotrauka","nonword","nonword","word",NA
"beisboje","watson","nonword","nonword","word",NA
"patraukdomai","gaminti","nonword","nonword","word",NA
"nekreipnomas","mėlyna","nonword","nonword","word",NA
"tiewitt","pietūs","nonword","nonword","word",NA
"patvirtai","žaidimas","nonword","nonword","word",NA
"natūramount","atleidimas","nonword","nonword","word",NA
"antkreiptinis","uždaryta","nonword","nonword","word",NA
"antdfordas","plieno","nonword","nonword","word",NA
"kontcionas","klaida","nonword","nonword","word",NA
"liūdti","studija","nonword","nonword","word",NA
"paršviestuvė","karalius","nonword","nonword","word",NA
"oficiajaus","nustatymas","nonword","nonword","word",NA
"koskaistuoti","vaisiai","nonword","nonword","word",NA
"whistlerija","nuolat","nonword","nonword","word",NA
"pasiruodžiui","apkabinti","nonword","nonword","word",NA
"pasatraukti","nesąžininga","nonword","nonword","word",NA
"pašapastumkite","aukštyn","nonword","nonword","word",NA
"bikrautas","kėdė","nonword","nonword","word",NA
"internatiokreipk","supjaustyti","nonword","nonword","word",NA
"pasispjautkite","rašymas","nonword","nonword","word",NA
"atšliau","branduolys","nonword","nonword","word",NA
"paslėpba","apskaičiuoti","nonword","nonword","word",NA
"patrauklyti","bullet","nonword","nonword","word",NA
"rundier","padavėja","nonword","nonword","word",NA
"rėp","mėsa","nonword","nonword","word",NA
"seminadžent","serga","nonword","nonword","word",NA
"kredidžio","šokoladas","nonword","nonword","word",NA
"gazmas","nemalonus","nonword","nonword","word",NA
"pagrūstis","festivalis","nonword","nonword","word",NA
"paplėšti","agentūra","nonword","nonword","word",NA
"terštas","berniukas","nonword","nonword","word",NA
"šalrius","parašas","nonword","nonword","word",NA
"pažvelgkite","pyktis","nonword","nonword","word",NA
"transkiname","pleasant","nonword","nonword","word",NA
"patarikiuos","pasas","nonword","nonword","word",NA
"lakslinti","laimingas","nonword","nonword","word",NA
"pasprukskinimas","rob","nonword","nonword","word",NA
"patikspausti","reaktorius","nonword","nonword","word",NA
"apdžiaga","prekybininkas","nonword","nonword","word",NA
"brandimas","siųstuvas","nonword","nonword","word",NA
"pasprukstinimas","viršuje","nonword","nonword","word",NA
"išskersly","akcentas","nonword","nonword","word",NA
"mondas","verslas","nonword","nonword","word",NA
"paaukšti","saugoma","nonword","nonword","word",NA
"reikšpyvardis","mirtinas","nonword","nonword","word",NA
"padfordas","skrydis","nonword","nonword","word",NA
"džiaugnis","devotimas","nonword","nonword","word",NA
"riziįžvalga","senatorius","nonword","nonword","word",NA
"ritvarka","pulkininkas","nonword","nonword","word",NA
"gažvelgtija","rašytojas","nonword","nonword","word",NA
"mondas","pasivaikščiojimas","nonword","nonword","word",NA
"taiptis","žinios","nonword","nonword","word",NA
"nuplauktinti","žiaurumas","nonword","nonword","word",NA
"trumdulys","rinkodara","nonword","nonword","word",NA
"vimb","pozicija","nonword","nonword","word",NA
"smhah","sutrikdyti","nonword","nonword","word",NA
"stabdėti","vertinimas","nonword","nonword","word",NA
"daplasti","reikia","nonword","nonword","word",NA
"užgreidis","funkcinis","nonword","nonword","word",NA
"liavė","visiškai","nonword","nonword","word",NA
"slaugus","viela","nonword","nonword","word",NA
"pavyniok","sutikimas","nonword","nonword","word",NA
"rūgęs","young","nonword","nonword","word",NA
"eliolėtė","paprastai","nonword","nonword","word",NA
"lipčia","bjaurus","nonword","nonword","word",NA
"astrokreiptas","kokybė","nonword","nonword","word",NA
"franburo","kavos kava","nonword","nonword","word",NA
"piniruok","išgyti","nonword","nonword","word",NA
"kišeliui","piešimas","nonword","nonword","word",NA
"žvelgdavėjas","vėžlys","nonword","nonword","word",NA
"stiprinis","sunaikinimas","nonword","nonword","word",NA
"uur","salotos","nonword","nonword","word",NA
"knick","chirurgija","nonword","nonword","word",NA
"paveiksšimas","plastmasinis","nonword","nonword","word",NA
"ceciottas","televizija","nonword","nonword","word",NA
"siaugin","atsakymas","nonword","nonword","word",NA
"reikšdinimas","savaitai","nonword","nonword","word",NA
"patovaiz","vieta","nonword","nonword","word",NA
"grožėk","demokratija","nonword","nonword","word",NA
"progreaming","tyčia","nonword","nonword","word",NA
"betoriui","laidotuvės","nonword","nonword","word",NA
"dužan","organizuoti","nonword","nonword","word",NA
"lošiniuo","protokolas","nonword","nonword","word",NA
"grankas","vaikystė","nonword","nonword","word",NA
"paskamnalistika","biuras","nonword","nonword","word",NA
"potrauktika","video","nonword","nonword","word",NA
"sportiškai","normalus","nonword","nonword","word",NA
"samvė","didelis","nonword","nonword","word",NA
"karka","baimė","nonword","nonword","word",NA
"liktus","vakar","nonword","nonword","word",NA
"džiamonė","apgailėtina","nonword","nonword","word",NA
"vėkos","žinojau","nonword","nonword","word",NA
"atpjaustyje","pilnas","nonword","nonword","word",NA
"parašėrė","perimetras","nonword","nonword","word",NA
"pažosiuos","sprogti","nonword","nonword","word",NA
"atsmuikai","krizė","nonword","nonword","word",NA
"kyklų","teisinė teisė","nonword","nonword","word",NA
"vaisjimas","priešininkas","nonword","nonword","word",NA
"paskamkalavimas","arogancija","nonword","nonword","word",NA
"jungtika","dažnai","nonword","nonword","word",NA
"kokiaiscinė","pervedimas","nonword","nonword","word",NA
"adolleris","pasukite","nonword","nonword","word",NA
"priekviestis","geltona","nonword","nonword","word",NA
"išjuokda","susitikti","nonword","nonword","word",NA
"prigręžti","ketvirtį","nonword","nonword","word",NA
"kiaušingas","parduotuvė","nonword","nonword","word",NA
"priesin","roma","nonword","nonword","word",NA
"ingtas","meras","nonword","nonword","word",NA
"bendžastis","cirkas","nonword","nonword","word",NA
"parąstga","baisus","nonword","nonword","word",NA
"atsitrenkskyti","epizodas","nonword","nonword","word",NA
"tarpcesė","tvora","nonword","nonword","word",NA
"paidenti","miegoti","nonword","nonword","word",NA
"dėmetant","dantis","nonword","nonword","word",NA
"lengvati","katė","nonword","nonword","word",NA
"nosės","sėkmingai","nonword","nonword","word",NA
"junglema","statula","nonword","nonword","word",NA
"proceciot","uždrausti","nonword","nonword","word",NA
"prekės žetrėkš","simbolis","nonword","nonword","word",NA
"drienas","nervai","nonword","nonword","word",NA
"konsteur","nuostabi","nonword","nonword","word",NA
"prokrautas","draugystė","nonword","nonword","word",NA
"švievių","ketinimas","nonword","nonword","word",NA
"tvirtingas","pasaulis","nonword","nonword","word",NA
"taisyklių taisygniaužk","įsakymas","nonword","nonword","word",NA
"modedant","raccoon","nonword","nonword","word",NA
"skirstomija","komunikatas","nonword","nonword","word",NA
"medispjauna","užbaigti","nonword","nonword","word",NA
"ištrauktinis","sidabras","nonword","nonword","word",NA
"niekiai","imperatorius","nonword","nonword","word",NA
"idšėl","savanoriškai","nonword","nonword","word",NA
"apfrostai","žiniatinklis","nonword","nonword","word",NA
"kramti","degtinė","nonword","nonword","word",NA
"gimibirkštis","rungtynės","nonword","nonword","word",NA
"vakazachsnė","mokslas","nonword","nonword","word",NA
"viduriavikreipk","sistema","nonword","nonword","word",NA
"nėštis","ceremonija","nonword","nonword","word",NA
"subręrel","mokslininkas","nonword","nonword","word",NA
"užkimštšimas","vakaras","nonword","nonword","word",NA
"pralinkskimas","patvirtinimas","nonword","nonword","word",NA
"tyčiot","liga","nonword","nonword","word",NA
"siukų","analizė","nonword","nonword","word",NA
"įkurlodė","patvirtinti","nonword","nonword","word",NA
"paveiksbėjas","praeitis","nonword","nonword","word",NA
"popiedžia","burtininkas","nonword","nonword","word",NA
