"el_cue","el_target","el_fake_target","el_fake_cue","en_cue","en_target"
"ρομπότ","μηχανή","μηχασα","ρομπευ","robot","machine"
"ροντέο","καουμπόι","καουμπlo","ροντωθ","rodeo","cowboy"
"ρουκέτα","βλήμα","βλότα","ροπίέτα","rocket","missile"
"ρούμι","κονιάκ","κουαάκ","ρομει","rum","cognac"
"ρουφώ","γλείψιμο","γλυτψιμο","ρορσώ","suck","lick"
"ρυθμός","στυλ","στιζ","ρυθμικ","rhythm","style"
"ρωγμή","τρύπα","τρεμα","ρωσσή","crack","hole"
"ρωμαϊκός","ελληνικά","ελατνικά","ρωμαφιός","roman","greek"
"ρωμαίος","ιουλιέτα","ιορθιέτα","ρωμαδές","romeo","juliet"
"σάββατο","κυριακή","αιριακή","σάνγατο","Saturday","Sunday"
"σαλιγκάρι","χελώνα","χεουνα","σαπογκάρι","snail","turtle"
"σάντουιτς","χάμπουργκερ","χάμπουνικερ","σάντφλιτς","sandwich","hamburger"
"σαφώς","προφανώς","προφανθη","σαιγς","clearly","obviously"
"σεβασμός","αυτοπεποίθηση","αυτοπεποίθιοη","σελεσμός","respect","confidence"
"σειρά","επεισόδιο","επειμύδιο","σευκά","series","episode"
"σεισμός","έκρηξη","κόρηξη","άνισμός","earthquake","explosion"
"σεληνιακός","ηλιακός","γνιακός","σεκινιακός","lunar","solar"
"σεμινάριο","διάλεξη","διάλννη","σερενάριο","seminar","lecture"
"σεξουαλικός","φυσικός","φυσιδες","σεξοσίλικός","sexual","physical"
"σεπτέμβριος","οκτώβριος","οκτώνωιος","σεπτέμήσιος","september","october"
"σερβιτόρος","σερβιτόρα","σερβαφόρα","σερβιτρεος","waiter","waitress"
"σερίφης","δήμαρχος","εύμαρχος","σερίπλς","sheriff","mayor"
"σέρκλου","watson","wacken","σέλολου","sherlock","watson"
"σήμα","στολή","στασή","fiμα","badge","uniform"
"σημαία","σύμβολο","σύμβαιο","σηδεία","flag","symbol"
"σημείο","υποδεικνύω","υπστεικνύω","σημετώ","point","indicate"
"σήμερα","εχθές","έδθές","δαμερα","today","yesterday"
"σίδερο","μέταλλο","μέτακτο","σίληρο","iron","metal"
"σιτηρά","αλεύρι","αλόκρι","σιζόρά","grain","flour"
"σιωπηλός","σιωπή","σιμφή","σιωπηλθε","silent","silence"
"σκάβω","θάβω","θάει","σκέψω","dig","bury"
"σκεφτείτε","νομίζω","νομίλι","σκδετείτε","consider","think"
"σκιά","σκοτάδι","σκδυάδι","σκρα","shadow","dark"
"σκίουρος","ρακούν","ρακοίς","σκειυρος","squirrel","raccoon"
"σκληρός","σκληρός","σκθαρός","σκληγες","tough","hard"
"σκοπευτής","σκοπευτής ελεύθερος","σκοπευτής ηκεύθερος","σκοπικτής","shooter","sniper"
"σκοπός","πρόθεση","πρωιεση","σκοπλέ","purpose","intention"
"σκόρδο","κρεμμύδι","κρεμλίδι","σκόραμ","garlic","onion"
"σκοτάδι","φως","ρκς","σκοτακι","darkness","light"
"σκουλήκι","φίδι","πάδι","σκουλήξη","worm","snake"
"σκουπίδια","σκουπίδια","σκουθοδια","σκουπίζαα","trash","garbage"
"σκουριασμένος","σκονισμένος","σκονιστινος","σκουριπομένος","rusty","dusty"
"σκύλος","γάτα","γάσι","σκσμος","dog","cat"
"σκυρόδεμα","ατσάλι","αταβλι","σκάγόδεμα","concrete","steel"
"σούπα","σαλάτα","σαγγτα","σοίβα","soup","salad"
"σπαθί","μαχαίρι","μαχαζοι","σποτί","sword","knife"
"σπάσιμο","διακοπή","διακάτή","σπωριμο","smash","break"
"σπίτι","διαμέρισμα","διαμύνισμα","δρίτι","house","apartment"
"σπρώξτε","τραβήξτε","τραβμυτε","σπρώδεε","push","pull"
"στάδιο","μπέιζμπολ","μπέιοϋπολ","ινάδιο","stadium","baseball"
"σταθερά","δυνατά","δυιπτά","στγκερά","firmly","strongly"
"στάση","καθίστε","καβάστε","στόνη","stand","sit"
"στέμμα","θρόνος","αγόνος","σταρμα","crown","throne"
"στενός","πλατύς","πλατνυ","στενυδ","narrow","wide"
"στόμα","μύτη","οιτη","στύκα","mouth","nose"
"στομάχι","στήθος","στυσος","στομτέι","stomach","chest"
"στρατιώτης","πολεμιστής","πολεύεστής","στρατιδιης","soldier","warrior"
"στρες","κατάθλιψη","κατάσσιψη","φέρες","stress","depression"
"στρογγυλό","περίπου","πεδηπου","στρουτυλό","round","around"
"στροφή","γυρίζω","τηρίζω","στροώς","turn","rotate"
"στρώμα","επιφάνεια","επιφθεεια","στλεμα","layer","surface"
"συγγενής","ξαδερφος ξαδερφη","ξαδερφος ξαδερτσ","συίμενής","relative","cousin"
"συγγραφέας","ηθοποιός","ηθοποιρο","συκέραφέας","author","actor"
"συγκεντρώνω","συγκεντρώνομαι","συγκεντρόπομαι","συγκεντρόπω","focus","concentrate"
"σύγκρουση","διαμάχη","διαμσκη","σύειρουση","conflict","dispute"
"συγχαιρώ","χαιρετώ","χαιρργώ","συωμαιρώ","congratulate","greet"
"συγχώρεση","έλεος","έληδς","συγχντεση","forgiveness","mercy"
"συγχωρώ","δικαιολογία","δικαλύλογία","συγχυθώ","forgive","excuse"
"σύζυγος","γυναίκα","γυναολα","σύλίγος","husband","wife"
"συλλέγω","μαζεύω","μαζεοκ","συλλάφω","collect","gather"
"σύμβαση","συμφωνία","συμφνεία","σύχιαση","contract","agreement"
"συμβουλή","συμβουλεύω","συμβουκτύω","συμβουγε","advice","advise"
"συμβούν","συμβεί","συσθεί","συχθούν","occur","happen"
"συμμορία","ομάδα","ομοία","συμμορού","gang","group"
"σύμπαν","γαλαξίας","γαλαίνας","σύγκαν","universe","galaxy"
"συμπέρασμα","υπόθεση","υπέχεση","συμπέρρεμα","conclusion","assumption"
"σύμπλεξη","γάμος","σίμος","αλμπλεξη","engagement","wedding"
"συμπονετικός","γενναιόδωρος","γενναιόδλπος","συμπτσετικός","compassionate","generous"
"σύμπτωμα","σύνδρομο","σύδηρομο","σύγκτωμα","symptom","syndrome"
"συν","μείον","μεσάν","ίην","plus","minus"
"συναγερμός","τρομάζω","τρομοιω","συναγερμαί","alert","alarm"
"συνάδελφος","φίλος","οκλος","συνάδελφίν","colleague","friend"
"συναρπαστικός","ενδιαφέρων","ενδιαφίδων","συνασυαστικός","exciting","interesting"
"σύνδεσμος","ομάδα","ομοία","σύνδνιμος","league","team"
"συνδυασμός","μίγμα","μίδεα","συνδπεσμός","combination","mixture"
"συνειδητοποιώ","καταλαβαίνουν","καταλαντίνουν","συνειδητοπνοώ","realize","understand"
"συνήθης","συνήθης","συνήπως","συνήυνς","ordinary","usual"
"σύννεφο","ομίχλη","ομάθλη","σύνντέο","cloud","fog"
"συνοδεία","συνοδεύω","συνοδερς","συουδεία","escort","accompany"
"σύνολο","πλήρης","πλχνης","θάνολο","total","complete"
"συνομιλία","συζήτηση","συαίτηση","συνοπαλία","conversation","discussion"
"σύνταγμα","τάγμα","τάινα","σύντραμα","regiment","battalion"
"σύνταξη","μισθός","μιλάός","υίνταξη","pension","salary"
"συντηρητικός","φιλελεύθερος","φιλελειμερος","συνταλητικός","conservative","liberal"
"συνωμοσία","απάτη","απνεη","συνωμοίρα","conspiracy","fraud"
"συχνότητα","σήμα","χόμα","ψάχνότητα","frequency","signal"
"σφραγίδα","υπογραφή","υπογραχα","σφρατήδα","stamp","signature"
"σφυγμός","πίεση","οπεση","σφυγιος","pulse","pressure"
"σχέδιο","στρατηγική","στρατηρεκή","σχέδες","plan","strategy"
"σχέση","φιλία","φιυλα","ορέση","relationship","friendship"
"σχίσιμο","τομή","τοra","ρτίσιμο","tear","cut"
"σχόλιο","δήλωση","ζόλωση","σχννιο","comment","statement"
"σώμα","πτώμα","πτεδα","τεμα","body","corpse"
"σωστά","αριστερά","αρισμόρά","λίστά","right","left"
"τα μισα","τέταρτο","ράταρτο","τατλισα","half","quarter"
"ταίζω","τρώω","τρύζ","αδίζω","feed","eat"
"ταλαιπωρία","πόνος","πόμες","ταλαιπντία","suffering","pain"
"ταλαιπωρία","πρόβλημα","πρόβληρω","ταλαιπντία","trouble","problem"
"τάξη","σχολείο","σχερείο","τάζο","class","school"
"ταξί","λιμουζίνα","λιμοτσίνα","ταωλ","taxi","limousine"
"ταπεινός","μετριόφρων","μετριόγκων","ταπεινητ","humble","modest"
"τατουάζ","ουλή","ουξα","τατοκαζ","tattoo","scar"
"τάφος","νεκροταφείο","νεκρέπαφείο","ρόφος","grave","cemetery"
"ταχυδρομείο","φαξ","τέξ","ταφεδρομείο","mail","fax"
"τείχος","φράκτης","ελάκτης","τεγιος","wall","fence"
"τελετουργία","τελετή","τεκητή","τελετουρτσα","ritual","ceremony"
"τελικά","τελικά","τείνκά","φάλικά","finally","eventually"
"τελικός","τελικός","φάλικός","τείνκός","final","ultimate"
"τέλος","φινίρισμα","φινίκεσμα","σόλος","end","finish"
"τέρας","πλάσμα","πλχημα","λίρας","monster","creature"
"τερματικό","το αεροδρομιο","το αερίφρομιο","τεστατικό","terminal","airport"
"τέχνασμα","αστείο","αστεκη","τέήμασμα","trick","joke"
"τέχνη","βιβλιογραφία","βιβλιονεαφία","τέαβη","art","literature"
"τεχνικός","μηχανικός","μηχαλάκός","τεαλικός","technical","mechanical"
"τεχνολογία","επιστήμη","επισζύμη","τεχνολογοη","technology","science"
"τεχνούργημα","μενταγιό","μεντήριό","τεχνούσθημα","artifact","medallion"
"τζαζ","μουσικη","μοντικη","τζod","jazz","music"
"τζίπ","φορτηγό","φορτδιό","τζbi","jeep","truck"
"τήκω","πάγωμα","πάλιμα","ιβκω","melt","freeze"
"τηλεγράφημα","γράμμα","γράμπο","τηλεγράφορα","telegram","letter"
"τηλεσκόπιο","μικροσκόπιο","μικροσεγπιο","τημίσκόπιο","telescope","microscope"
"τι","ότι","brι","γλ","what","that"
"τίποτα","κάτι","ύχτι","τίουτα","nothing","something"
"το κόκκινο","κίτρινος","άλτρινος","τοσεόκκινο","red","yellow"
"το σκάω","διαφυγή","διαφέθή","τοτόκάω","flee","escape"
"τόνος","αστακός","ασταδίς","λίνος","tuna","lobster"
"τοστ","μπέικον","μπρίκον","τολι","toast","bacon"
"τουαλέτα","νεροχύτης","νεροτζτης","τουαρχτα","toilet","sink"
"τουρνουά","αγώνας","αγώνομ","τουρνοπό","tournament","match"
"τουφέκι","όπλο","όπτη","τουφλόι","rifle","gun"
"τραγουδιστής","μουσικός","μουστεός","τρεξουδιστής","singer","musician"
"τραπέζι","καρέκλα","καρέόκα","τραπόσι","table","chair"
"τραπεζικεσ εργασιεσ","χρηματοοικονομική","χρηματζνικονομική","τραπεζικεσέvργασιεσ","banking","financial"
"τραπεζίτης","επενδυτής","επενεκτής","τραπσσίτης","banker","investor"
"τρένο","λεωφορείο","λεσπορείο","τρίαο","train","bus"
"τρέξιμο","περπατήστε","περπατήσαμ","τραψιμο","run","walk"
"τρίτος","τέταρτος","τέταηρος","τρίτια","third","fourth"
"τρομακτικός","ανατριχιαστικός","ανατριέβαστικός","τρομοντικός","scary","creepy"
"τρομερός","φρικτός","φρικωνς","τρομερώσ","terrible","horrible"
"τρόπαιο","μετάλλιο","μετάαριο","τρόπολο","trophy","medal"
"τροχόσπιτο","βαν","ρίν","τροχόσπινά","trailer","van"
"τσέπη","πορτοφόλι","πορτικόλι","τσαμη","pocket","wallet"
"τσιμέντο","πλαστική ύλη","πλαστικήπιλη","τσαρέντο","cement","plastic"
"τυπικός","κλασσικός","κλασυγκός","ορπικός","typical","classic"
"τυφλός","κουφός","κολλός","τυφλωτ","blind","deaf"
"τυφώνας","ανεμοστρόβιλος","ανιχοστρόβιλος","τυούνας","hurricane","tornado"
"τυχερα παιχνιδια","πόκερ","όγκερ","τυχερα παιγόιδια","gambling","poker"
"τώρα","ξέρω","χόρω","θίρα","now","know"
"υγεία","εκπαίδευση","εκπαάτευση","εχεία","health","education"
"υγιής","κανονικός","καγωνικός","άφιής","healthy","normal"
"υγρό","υγρό","loρό","shρό","liquid","fluid"
"ύλη","σωματίδιο","σωμακώδιο","σθη","matter","particle"
"ϋνα","δακτυλικό αποτύπωμα","δακτυλικνζαποτύπωμα","ʼσα","dna","fingerprint"
"υπεράνθρωπος","μπάτμαν","μπέλμαν","υπερολθρωπος","superman","batman"
"υπερηφάνεια","αξιοπρέπεια","αξιοδοέπεια","υπερίαάνεια","pride","dignity"
"υπερήφανος","ενθουσιασμένος","ενθονειασμένος","υπερόπανος","proud","excited"
"υπερφυσικός","παραφυσικός","παραθέσικός","υπασφυσικός","supernatural","paranormal"
"υπηρεσία","συντήρηση","συντσαηση","υπηρεσβε","service","maintenance"
"υπνάκο","βόλτα","βόθρα","υπασκο","nap","stroll"
"υποβρύχιο","σκάφος","σκινος","υποβρύρνο","submarine","boat"
"υπόλοιπο","ύπνος","οχνος","υπόλσαπο","rest","sleep"
"υπομονετικος","πελάτης","πεματης","υπομάβετικος","patient","client"
"υπομονή","συμπόνια","συμπαίια","υπομική","patience","compassion"
"υποστήριξη","βοήθεια","βοχνεια","υποστήριάλ","support","assistance"
"υποτιμώ","υπερβάλλω","υπερείλλω","υποτηχώ","underestimate","exaggerate"
"υπουργικό συμβούλιο","ντουλαπα ρουχων","ντουλαπα ριεχων","υπουργικντσυμβούλιο","cabinet","closet"
"υποφέρω","καλούπι","καλοκύι","υπόγέρω","suffer","die"
"υποψήφιος","ψηφοφόρος","ρυφοφόρος","υποψιάιος","candidate","voter"
"φαγητό","γεύμα","γειθα","ξηγητό","food","meal"
"φαινόμενο","εκδήλωση","εκθαλωση","επινόμενο","phenomenon","event"
"φάκελος","πακέτο","πασάτο","φάσολος","envelope","package"
"φαντασία","δημιουργικότητα","κιμιουργικότητα","φανταστέ","imagination","creativity"
"φάση","περίοδος","περίλαος","ουση","phase","period"
"φεγγάρι","ήλιος","όριος","φεοράρι","moon","sun"
"φέρετρο","κηδεία","κηρσία","φέκίτρο","coffin","funeral"
"φθάνω","έλα","ύρα","ανάνω","arrive","come"
"φιλανθρωπία","δωρεά","δωββά","φιλανθρωχτα","charity","donation"
"φίλε","φλοιός","ύτοιός","ξυλε","dude","bro"
"φιλί","αγκαλιάζω","αγκαιβάζω","φιpe","kiss","hug"
"φιλοξενία","ευγνωμοσύνη","ευγνντοσύνη","φιλοξειδα","hospitality","gratitude"
"φιλοσοφία","θρησκεία","θρησλοία","φιλούιφία","philosophy","religion"
"φιλοφρόνηση","δώρο","τορο","φιλοταόνηση","compliment","gift"
"φλαμουριά","σκόνη","σκάβη","φλοτουριά","ash","dust"
"φλέβα","αρτηρία","αρκτρία","φλρρα","vein","artery"
"φλιτζάνι","καφές","καμψς","θυιτζάνι","cup","coffee"
"φόβος","τρομάζω","τρομοιω","ρυβος","scare","frighten"
"φονιάς","δολοφόνος","δολοφότες","φονιβα","killer","murderer"
"φορτώνω","φορτίο","φορτια","φολιώνω","load","cargo"
"φούρνος","κουζίνα","κομψίνα","φοβίνος","oven","stove"
"φούστα","φόρεμα","φόρεαλ","φοπέτα","skirt","dress"
"φρέσκο","φρεσκάρω","φρχικάρω","επέσκο","fresh","refresh"
"φρίκη","φόβος","φόρνς","φρωπη","horror","fear"
"φρουρά","περιπολία","περιουλία","έσουρά","guard","patrol"
"φτιαχνω, κανω","κάνω","ιώνω","φτιαχνω,ιωανω","make","do"
"φτώχεια","μιζέρια","μιράρια","φτΐσεια","poverty","misery"
"φτωχός","πλούσιος","πλούπτος","φτεvός","poor","rich"
"φυλή","οικογένεια","λέκογένεια","ελλή","clan","family"
"φυσικά","γενικά","νονικά","λισικά","naturally","generally"
"φυσικός","τεχνητός","τεηθητός","φυσιεύς","natural","artificial"
"φυτό","λουλούδι","λουλροδι","φυΐε","plant","flower"
"φωλιά","αυγό","αυέν","μπλιά","nest","egg"
"φωνή","προφορά","προφαλά","φωψω","voice","accent"
"φωτιά","φλόγα","φλααα","φωωμά","fire","flame"
"φωτογραφικη μηχανη","μικρόφωνο","μικροοωνο","φωτογραφικρημηχανη","camera","microphone"
"χαίρετε","αντίο","ανίλο","χαζοετε","hello","bye"
"χαμηλός","υψηλός","υψδρός","χαλάλός","low","high"
"χαμόγελο","γέλιο","ψελιο","χαρηγελο","smile","laugh"
"χάος","σύγχυση","σύμευση","κνος","chaos","confusion"
"χαρακτήρας","προσωπικότητα","προσοδικότητα","χαρακτημας","character","personality"
"χαρτί","στυλό","στίαό","χαϊύί","paper","pen"
"χαρτοφύλακας","βαλίτσα","βαθοτσα","χαρτρούλακας","briefcase","suitcase"
"χείλος","μάγουλο","μάγοάτο","χετιος","lip","cheek"
"χειρονομία","υποκρίνομαι","υπειρίνομαι","χερμονομία","gesture","act"
"χειρουργός","γιατρός","γιατξες","χειρουερός","surgeon","doctor"
"χέρι","μπράτσο","μπράλλο","αίρι","hand","arm"
"χημεία","βιολογία","νεολογία","ρόμεία","chemistry","biology"
"χημική ουσία","βιολογικός","μβολογικός","kiμική ουσία","chemical","biological"
"χήνα","πάπια","πάάλα","οινα","goose","duck"
"χήρα","γυναίκα","γυναολα","orρα","widow","woman"
"χίλια","εκατό","εκενό","ελλια","thousand","hundred"
"χιλιόμετρο","μετρητής","μετριμής","χιλιόμετημ","kilometer","meter"
"χοιρινό","κρέας","κροζς","χοτεινό","pork","meat"
"χόμπι","άθλημα","waλημα","χόρει","hobby","sport"
"χορεύτρια","χορός","ψαρός","χορεύτικα","dancer","dance"
"χρηματοδότηση","επενδύω","επενπιω","χρηματήρότηση","finance","invest"
"χρήσιμος","αποτελεσματικός","αποτελδήματικός","χρστιμος","useful","effective"
"χριστούγεννα","αργία","αρνέα","χριστούγενάμ","christmas","holiday"
"χρυσαφένιος","ασήμι","ασβλι","χρυσαφμαιος","golden","silver"
"χρώμα","σχεδιάζω","σχεδιάρι","χρωρα","paint","draw"
"χώρα","έθνος","ωινος","χώθη","country","nation"
"χωρητικότητα","ικανότητα","ικανεςητα","χωούτικότητα","capacity","ability"
"ψέμα","ψεύτης","ινύτης","aνμα","lie","liar"
"ψευδαίσθηση","παραίσθηση","παρασφθηση","ψευδουσθηση","illusion","hallucination"
"ψυχή","πνεύμα","πνδήμα","ψυκτ","soul","spirit"
"ψωμί","τυρί","τυλι","ψωβς","bread","cheese"
"ώμος","γόνατο","χυνατο","κιος","shoulder","knee"
"ωρες ωρες","συχνά","συπιά","ημες ωρες","sometimes","often"
