"el_target","el_cue","type","target_type","cue_type","el_cosine"
"σφναί","σιωπηλός","nonword","nonword","word",NA
"τηιδόραση","ποτάμι","nonword","nonword","word",NA
"δορυσμρος","διατηρώ","nonword","nonword","word",NA
"κοκάουνιστικός","ενεργός","nonword","nonword","word",NA
"εγγρεσή","ανησυχία","nonword","nonword","word",NA
"κόαγα","απευθείας","nonword","nonword","word",NA
"ηλεκτρικάφενέργεια","γυαλιά","nonword","nonword","word",NA
"μηχασα","θέα","nonword","nonword","word",NA
"καουμπlo","ραντάρ","nonword","nonword","word",NA
"βλότα","δύο","nonword","nonword","word",NA
"κουαάκ","διανοητικός","nonword","nonword","word",NA
"γλυτψιμο","πρωτότυπο","nonword","nonword","word",NA
"στιζ","ακρόαση","nonword","nonword","word",NA
"τρεμα","ρεκόρ","nonword","nonword","word",NA
"ελατνικά","αξίζω","nonword","nonword","word",NA
"ιορθιέτα","σκουριασμένος","nonword","nonword","word",NA
"αιριακή","επιτυχία","nonword","nonword","word",NA
"χεουνα","γεύση","nonword","nonword","word",NA
"χάμπουνικερ","τέλος","nonword","nonword","word",NA
"προφανθη","πυξίδα","nonword","nonword","word",NA
"αυτοπεποίθιοη","τζίπ","nonword","nonword","word",NA
"επειμύδιο","λένε","nonword","nonword","word",NA
"κόρηξη","αέριο","nonword","nonword","word",NA
"γνιακός","συν","nonword","nonword","word",NA
"διάλννη","πανί","nonword","nonword","word",NA
"φυσιδες","σταθερά","nonword","nonword","word",NA
"οκτώνωιος","αρνηθεί","nonword","nonword","word",NA
"σερβαφόρα","κορίτσι","nonword","nonword","word",NA
"εύμαρχος","όγκος","nonword","nonword","word",NA
"wacken","εργοστάσιο","nonword","nonword","word",NA
"στασή","κλέφτης","nonword","nonword","word",NA
"σύμβαιο","τήκω","nonword","nonword","word",NA
"υπστεικνύω","γέννηση","nonword","nonword","word",NA
"έδθές","εξέταση","nonword","nonword","word",NA
"μέτακτο","εμπνέω","nonword","nonword","word",NA
"αλόκρι","ισχύουν","nonword","nonword","word",NA
"σιμφή","παρανοϊκός","nonword","nonword","word",NA
"θάει","σπρώξτε","nonword","nonword","word",NA
"νομίλι","λόγος","nonword","nonword","word",NA
"σκδυάδι","δρόμος","nonword","nonword","word",NA
"ρακοίς","μονόκλινο","nonword","nonword","word",NA
"σκθαρός","φθάνω","nonword","nonword","word",NA
"σκοπευτής ηκεύθερος","καταπιεί","nonword","nonword","word",NA
"πρωιεση","φτιαχνω, κανω","nonword","nonword","word",NA
"κρεμλίδι","καμπάνια","nonword","nonword","word",NA
"ρκς","προσοχή","nonword","nonword","word",NA
"πάδι","καπνός","nonword","nonword","word",NA
"σκουθοδια","φρίκη","nonword","nonword","word",NA
"σκονιστινος","θέση","nonword","nonword","word",NA
"γάσι","κουβέρτα","nonword","nonword","word",NA
"αταβλι","σπάσιμο","nonword","nonword","word",NA
"σαγγτα","αργά","nonword","nonword","word",NA
"μαχαζοι","χειρουργός","nonword","nonword","word",NA
"διακάτή","πυραμίδα","nonword","nonword","word",NA
"διαμύνισμα","νταντά","nonword","nonword","word",NA
"τραβμυτε","δώρο","nonword","nonword","word",NA
"μπέιοϋπολ","σιτηρά","nonword","nonword","word",NA
"δυιπτά","πιθανότητα","nonword","nonword","word",NA
"καβάστε","εγκέφαλος","nonword","nonword","word",NA
"αγόνος","αρκούδα","nonword","nonword","word",NA
"πλατνυ","αυτοκρατορικός","nonword","nonword","word",NA
"οιτη","καταφύγιο","nonword","nonword","word",NA
"στυσος","επιβεβαίωση","nonword","nonword","word",NA
"πολεύεστής","γη","nonword","nonword","word",NA
"κατάσσιψη","λάμψη","nonword","nonword","word",NA
"πεδηπου","επιδόρπιο","nonword","nonword","word",NA
"τηρίζω","πρωτεΐνη","nonword","nonword","word",NA
"επιφθεεια","ψωμί","nonword","nonword","word",NA
"ξαδερφος ξαδερτσ","συχνότητα","nonword","nonword","word",NA
"ηθοποιρο","ουρανός","nonword","nonword","word",NA
"συγκεντρόπομαι","ανάγνωση","nonword","nonword","word",NA
"διαμσκη","βάρος","nonword","nonword","word",NA
"χαιρργώ","ποσότητα","nonword","nonword","word",NA
"έληδς","επιτροπή","nonword","nonword","word",NA
"δικαλύλογία","καλοκαίρι","nonword","nonword","word",NA
"γυναολα","πλατφόρμα","nonword","nonword","word",NA
"μαζεοκ","διαχειρίζονται","nonword","nonword","word",NA
"συμφνεία","βαρώνος","nonword","nonword","word",NA
"συμβουκτύω","διαμάντι","nonword","nonword","word",NA
"συσθεί","μίλι","nonword","nonword","word",NA
"ομοία","δωμάτιο","nonword","nonword","word",NA
"γαλαίνας","δεδομένα","nonword","nonword","word",NA
"υπέχεση","χέρι","nonword","nonword","word",NA
"σίμος","αργά","nonword","nonword","word",NA
"γενναιόδλπος","ακτίνα κύκλου","nonword","nonword","word",NA
"σύδηρομο","βάτραχος","nonword","nonword","word",NA
"μεσάν","επίσημα","nonword","nonword","word",NA
"τρομοιω","πλοήγηση","nonword","nonword","word",NA
"οκλος","πατατακι","nonword","nonword","word",NA
"ενδιαφίδων","καθολικός","nonword","nonword","word",NA
"ομοία","κουμπί","nonword","nonword","word",NA
"μίδεα","προβολή","nonword","nonword","word",NA
"καταλαντίνουν","αποικία","nonword","nonword","word",NA
"συνήπως","κακό","nonword","nonword","word",NA
"ομάθλη","έκρηξη","nonword","nonword","word",NA
"συνοδερς","υποστήριξη","nonword","nonword","word",NA
"πλχνης","μυστικό","nonword","nonword","word",NA
"συαίτηση","χαρτί","nonword","nonword","word",NA
"τάινα","διαδρομή","nonword","nonword","word",NA
"μιλάός","τρέξιμο","nonword","nonword","word",NA
"φιλελειμερος","ufo","nonword","nonword","word",NA
"απνεη","όρμος","nonword","nonword","word",NA
"χόμα","ανώνυμος","nonword","nonword","word",NA
"υπογραχα","σκοτάδι","nonword","nonword","word",NA
"οπεση","προστατεύω","nonword","nonword","word",NA
"στρατηρεκή","ιατρικός","nonword","nonword","word",NA
"φιυλα","συμβουλή","nonword","nonword","word",NA
"τοra","καθημερινά","nonword","nonword","word",NA
"ζόλωση","μοντέρνο","nonword","nonword","word",NA
"πτεδα","άνδρας","nonword","nonword","word",NA
"αρισμόρά","λανθασμένος","nonword","nonword","word",NA
"ράταρτο","κόλπος","nonword","nonword","word",NA
"τρύζ","υποφέρω","nonword","nonword","word",NA
"πόμες","βιβλιοθήκη","nonword","nonword","word",NA
"πρόβληρω","γλυκός","nonword","nonword","word",NA
"σχερείο","βλέπω","nonword","nonword","word",NA
"λιμοτσίνα","φωτογραφικη μηχανη","nonword","nonword","word",NA
"μετριόγκων","σχέδιο","nonword","nonword","word",NA
"ουξα","κράνος","nonword","nonword","word",NA
"νεκρέπαφείο","καγκελάριος","nonword","nonword","word",NA
"τέξ","νεύρο","nonword","nonword","word",NA
"ελάκτης","καριέρα","nonword","nonword","word",NA
"τεκητή","παράγοντας","nonword","nonword","word",NA
"τείνκά","εδώ","nonword","nonword","word",NA
"φάλικός","σεληνιακός","nonword","nonword","word",NA
"φινίκεσμα","ορκίζομαι","nonword","nonword","word",NA
"πλχημα","σεμινάριο","nonword","nonword","word",NA
"το αερίφρομιο","νοέμβριος","nonword","nonword","word",NA
"αστεκη","κεφάλαιο","nonword","nonword","word",NA
"βιβλιονεαφία","κάρβουνο","nonword","nonword","word",NA
"μηχαλάκός","συνοδεία","nonword","nonword","word",NA
"επισζύμη","ζεστό","nonword","nonword","word",NA
"μεντήριό","αμαρτία","nonword","nonword","word",NA
"μοντικη","μηχανικός","nonword","nonword","word",NA
"φορτδιό","πρόσφυγας","nonword","nonword","word",NA
"πάλιμα","απαγωγή","nonword","nonword","word",NA
"γράμπο","μήνας","nonword","nonword","word",NA
"μικροσεγπιο","άνοιξη","nonword","nonword","word",NA
"brι","κίνητρο","nonword","nonword","word",NA
"ύχτι","βόμβα","nonword","nonword","word",NA
"άλτρινος","χημεία","nonword","nonword","word",NA
"διαφέθή","δικηγόρος","nonword","nonword","word",NA
"ασταδίς","κίνδυνος","nonword","nonword","word",NA
"μπρίκον","θερμότητα","nonword","nonword","word",NA
"νεροτζτης","βολή","nonword","nonword","word",NA
"αγώνομ","προσπαθήστε","nonword","nonword","word",NA
"όπτη","έξοχος","nonword","nonword","word",NA
"μουστεός","επίσκοπος","nonword","nonword","word",NA
"καρέόκα","καλόγερος","nonword","nonword","word",NA
"χρηματζνικονομική","θόρυβος","nonword","nonword","word",NA
"επενεκτής","γάιδαρος","nonword","nonword","word",NA
"λεσπορείο","ναός","nonword","nonword","word",NA
"περπατήσαμ","πνίγω","nonword","nonword","word",NA
"τέταηρος","πολιτισμός","nonword","nonword","word",NA
"ανατριέβαστικός","πωλητής","nonword","nonword","word",NA
"φρικωνς","στρατιώτης","nonword","nonword","word",NA
"μετάαριο","σημείο","nonword","nonword","word",NA
"ρίν","επιβάτης","nonword","nonword","word",NA
"πορτικόλι","ουίσκι","nonword","nonword","word",NA
"πλαστικήπιλη","έρημος","nonword","nonword","word",NA
"κλασυγκός","βελόνα","nonword","nonword","word",NA
"κολλός","απεναντι απο","nonword","nonword","word",NA
"ανιχοστρόβιλος","παππούς","nonword","nonword","word",NA
"όγκερ","παγίδα","nonword","nonword","word",NA
"χόρω","διαχείριση","nonword","nonword","word",NA
"εκπαάτευση","άθλιος","nonword","nonword","word",NA
"καγωνικός","τεχνικός","nonword","nonword","word",NA
"loρό","στομάχι","nonword","nonword","word",NA
"σωμακώδιο","ζούγκλα","nonword","nonword","word",NA
"δακτυλικνζαποτύπωμα","αποτρέψει","nonword","nonword","word",NA
"μπέλμαν","καναπές","nonword","nonword","word",NA
"αξιοδοέπεια","παραλία","nonword","nonword","word",NA
"ενθονειασμένος","συγγενής","nonword","nonword","word",NA
"παραθέσικός","κοίτα","nonword","nonword","word",NA
"συντσαηση","δύναμη","nonword","nonword","word",NA
"βόθρα","άθροισμα","nonword","nonword","word",NA
"σκινος","διαμαρτυρία","nonword","nonword","word",NA
"οχνος","σωστά","nonword","nonword","word",NA
"πεματης","επιρροή","nonword","nonword","word",NA
"συμπαίια","σεξουαλικός","nonword","nonword","word",NA
"βοχνεια","παρόμοιος","nonword","nonword","word",NA
"υπερείλλω","καταγγελία","nonword","nonword","word",NA
"ντουλαπα ριεχων","υπομονή","nonword","nonword","word",NA
"καλοκύι","κλοπή","nonword","nonword","word",NA
"ρυφοφόρος","εκατομμύριο","nonword","nonword","word",NA
"γειθα","μαφία","nonword","nonword","word",NA
"εκθαλωση","φωνή","nonword","nonword","word",NA
"πασάτο","μπλουζα","nonword","nonword","word",NA
"κιμιουργικότητα","να φερεις","nonword","nonword","word",NA
"περίλαος","αράχνη","nonword","nonword","word",NA
"όριος","σκουλήκι","nonword","nonword","word",NA
"κηρσία","ψευδαίσθηση","nonword","nonword","word",NA
"ύρα","περιφερειακό","nonword","nonword","word",NA
"δωββά","λεμονάδα","nonword","nonword","word",NA
"ύτοιός","αντίδοτο","nonword","nonword","word",NA
"αγκαιβάζω","διοικητής","nonword","nonword","word",NA
"ευγνντοσύνη","διαμονή","nonword","nonword","word",NA
"θρησλοία","όνομα","nonword","nonword","word",NA
"τορο","χαμηλός","nonword","nonword","word",NA
"σκάβη","φωτιά","nonword","nonword","word",NA
"αρκτρία","υπνάκο","nonword","nonword","word",NA
"καμψς","σχέση","nonword","nonword","word",NA
"τρομοιω","θανάσιμα","nonword","nonword","word",NA
"δολοφότες","γάλα","nonword","nonword","word",NA
"φορτια","θείος","nonword","nonword","word",NA
"κομψίνα","άνθρακας","nonword","nonword","word",NA
"φόρεαλ","διεθνές","nonword","nonword","word",NA
"φρχικάρω","διαφήμιση","nonword","nonword","word",NA
"φόρνς","εξετάζω","nonword","nonword","word",NA
"περιουλία","αρπάζω","nonword","nonword","word",NA
"ιώνω","μονάδα","nonword","nonword","word",NA
"μιράρια","αυξάνουν","nonword","nonword","word",NA
"πλούπτος","νόμπελ","nonword","nonword","word",NA
"λέκογένεια","τεχνολογία","nonword","nonword","word",NA
"νονικά","προφίλ","nonword","nonword","word",NA
"τεηθητός","ιδιωτικός","nonword","nonword","word",NA
"λουλροδι","περιστατικό","nonword","nonword","word",NA
"αυέν","σαφώς","nonword","nonword","word",NA
"προφαλά","εικόνα","nonword","nonword","word",NA
"φλααα","φυσικός","nonword","nonword","word",NA
"μικροοωνο","άρχοντας","nonword","nonword","word",NA
"ανίλο","ξαφνικά","nonword","nonword","word",NA
"υψδρός","σύμπλεξη","nonword","nonword","word",NA
"ψελιο","βιομηχανία","nonword","nonword","word",NA
"σύμευση","αλκοόλ","nonword","nonword","word",NA
"προσοδικότητα","προνόμιο","nonword","nonword","word",NA
"στίαό","θάνατος","nonword","nonword","word",NA
"βαθοτσα","προτείνω","nonword","nonword","word",NA
"μάγοάτο","ρουφώ","nonword","nonword","word",NA
"υπειρίνομαι","αθώος","nonword","nonword","word",NA
"γιατξες","περιέχω","nonword","nonword","word",NA
"μπράλλο","σύμπτωμα","nonword","nonword","word",NA
"νεολογία","πιστός","nonword","nonword","word",NA
"μβολογικός","επικοινωνία","nonword","nonword","word",NA
"πάάλα","συγχαιρώ","nonword","nonword","word",NA
"γυναολα","πνευματώδης","nonword","nonword","word",NA
"εκενό","αληθησ","nonword","nonword","word",NA
"μετριμής","πλανήτης","nonword","nonword","word",NA
"κροζς","εταιρία","nonword","nonword","word",NA
"waλημα","ρωμαϊκός","nonword","nonword","word",NA
"ψαρός","εθνικός","nonword","nonword","word",NA
"επενπιω","ομοσπονδιακός","nonword","nonword","word",NA
"αποτελδήματικός","όχημα","nonword","nonword","word",NA
"αρνέα","ιός","nonword","nonword","word",NA
"ασβλι","υπερήφανος","nonword","nonword","word",NA
"σχεδιάρι","επακρώς","nonword","nonword","word",NA
"ωινος","τελικός","nonword","nonword","word",NA
"ικανεςητα","λεγεώνας","nonword","nonword","word",NA
"ινύτης","εκδίκηση","nonword","nonword","word",NA
"παρασφθηση","πιστότητα","nonword","nonword","word",NA
"πνδήμα","κούκλα","nonword","nonword","word",NA
"τυλι","τοστ","nonword","nonword","word",NA
"χυνατο","κατασκευή","nonword","nonword","word",NA
"συπιά","ιππικό","nonword","nonword","word",NA
"κόμισσα","nέd","nonword","word","nonword",NA
"φράση","smija","nonword","word","nonword",NA
"απάντηση","nοo","nonword","word","nonword",NA
"περιεχόμενο","keολος","nonword","word","nonword",NA
"επαγγελματίας","άγουλος","nonword","word","nonword",NA
"καπάκι","αγγλυτά","nonword","word","nonword",NA
"βροντή","αγελήςα","nonword","word","nonword",NA
"βαριά","τσια γραφη","nonword","word","nonword",NA
"μεσημέρι","ξυκυρα","nonword","word","nonword",NA
"βιολογικός","ύπνοια","nonword","word","nonword",NA
"επαληθεύω","αγχόγια","nonword","word","nonword",NA
"δικαιολογία","αγαλά","nonword","word","nonword",NA
"σκονισμένος","περότης","nonword","word","nonword",NA
"ευτυχισμένος","οξεια","nonword","word","nonword",NA
"κρανίο","οξεια","nonword","word","nonword",NA
"μεθυσμένος","αδιράζω","nonword","word","nonword",NA
"υποδεικνύω","αδελαϊ","nonword","word","nonword",NA
"έλα","αδικερ","nonword","word","nonword",NA
"κήρυγμα","αδυνηρία","nonword","word","nonword",NA
"σωστός","αδώτατο","nonword","word","nonword",NA
"η γνώση","οθρας","nonword","word","nonword",NA
"τελικός","erριο","nonword","word","nonword",NA
"γραφείο","naλιος","nonword","word","nonword",NA
"χιόνι","άθροάτμα","nonword","word","nonword",NA
"αναμένω","αθεις","nonword","word","nonword",NA
"συμβουλεύω","οφμα","nonword","word","nonword",NA
"πτώμα","κυσθητήρας","nonword","word","nonword",NA
"πρόθεση","αισιόδωρος","nonword","word","nonword",NA
"κιθάρα","στώνας","nonword","word","nonword",NA
"δεκέμβριος","αιόμιος","nonword","word","nonword",NA
"πομπός","ακολουοαστε","nonword","word","nonword",NA
"πόνος","ακσχω","nonword","word","nonword",NA
"άλμα","ακρισπς","nonword","word","nonword",NA
"εγκεφαλικός","ακοήαση","nonword","word","nonword",NA
"φυγάς","ακτίναζέύκλου","nonword","word","nonword",NA
"αρπακτικός","αλλίού","nonword","word","nonword",NA
"πάθος","αληθhu","nonword","word","nonword",NA
"πρωταρχικός","αλκοβή","nonword","word","nonword",NA
"στείλετε","αλλαπε","nonword","word","nonword",NA
"καλούπι","αλλούκάποίναλλού","nonword","word","nonword",NA
"μάνικα","νόμπουμ","nonword","word","nonword",NA
"πρόγραμμα","αλωτίδα","nonword","word","nonword",NA
"βασανιστήριο","αμαρκέα","nonword","word","nonword",NA
"αηδιαστικός","αμφιζαλία","nonword","word","nonword",NA
"χρειάζομαι","αναγχαρίζω","nonword","word","nonword",NA
"μιζέρια","αναγταση","nonword","word","nonword",NA
"βούτυρο","ανοηνωση","nonword","word","nonword",NA
"να συνεχίσει","αναζέρηση","nonword","word","nonword",NA
"βλακεία","αναλμαής","nonword","word","nonword",NA
"αρουραίος","αναρρίώτση","nonword","word","nonword",NA
"επιχείρηση","αναρτηνω","nonword","word","nonword",NA
"χαλί","αναραζα","nonword","word","nonword",NA
"γοητευτικός","αναταφία","nonword","word","nonword",NA
"γράμμα","άνλέας","nonword","word","nonword",NA
"κάπου","ναεμος","nonword","word","nonword",NA
"φυλάκιση","άνιρος","nonword","word","nonword",NA
"προϊόν","ανξεπορος","nonword","word","nonword",NA
"ευγενής","ανησυχισ","nonword","word","nonword",NA
"φλοιός","ανίζυχος","nonword","word","nonword",NA
"ακόμη","άνθρακωθ","nonword","word","nonword",NA
"σκοπευτής ελεύθερος","ανειτος","nonword","word","nonword",NA
"επιθυμία","ομοιγμα","nonword","word","nonword",NA
"στρατηγική","άννάξε","nonword","word","nonword",NA
"γενέθλια","άνναξη","nonword","word","nonword",NA
"μετρών την ώραν","αντανονισμός","nonword","word","nonword",NA
"κίτρινος","ανταρεκλαση","nonword","word","nonword",NA
"ληστεία","αντίφάτο","nonword","word","nonword",NA
"μυρωδιά","αντικαλυστώ","nonword","word","nonword",NA
"προφανώς","αντικείμασο","nonword","word","nonword",NA
"μικρό","ανεισταση","nonword","word","nonword",NA
"αυτοπεποίθηση","ανμπία","nonword","word","nonword",NA
"πόρτα","ανώνρτος","nonword","word","nonword",NA
"απλός","αξιώ","nonword","word","nonword",NA
"ωκεανός","πνίζω","nonword","word","nonword",NA
"μαύρος","απαγοράζμένος","nonword","word","nonword",NA
"μετρητής","απαγδρέας","nonword","word","nonword",NA
"αντίχειρας","απαγοφή","nonword","word","nonword",NA
"επιχειρηματίας","απζήτηση","nonword","word","nonword",NA
"φρεσκάρω","απαρνιτητη","nonword","word","nonword",NA
"γάμος","απεναντιtίπο","nonword","word","nonword",NA
"κρέας","απευοβίας","nonword","word","nonword",NA
"εύλογος","απόβ","nonword","word","nonword",NA
"κλείσιμο","απόβλησπ","nonword","word","nonword",NA
"γενναίος","απόδαυξη","nonword","word","nonword",NA
"τοποθεσία","απότκία","nonword","word","nonword",NA
"ξέρω","αποκρουψη","nonword","word","nonword",NA
"ευλάβεια","απολύτρε","nonword","word","nonword",NA
"υπολογιστή","απομυρηση","nonword","word","nonword",NA
"εβδομάδα","απυόταση","nonword","word","nonword",NA
"κουζίνα","αποτέλιδμα","nonword","word","nonword",NA
"μπάτμαν","αποτωθψει","nonword","word","nonword",NA
"επικίνδυνος","αρρόνη","nonword","word","nonword",NA
"γέλιο","αρόρ","nonword","word","nonword",NA
"κυβέρνηση","αρόρ","nonword","word","nonword",NA
"κωδώνισμα","αρνής","nonword","word","nonword",NA
"χάρτης","αργόσχημος","nonword","word","nonword",NA
"αντίπαλος","υβένα","nonword","word","nonword",NA
"ψήφος","άρετ","nonword","word","nonword",NA
"στρατός","άρηλο","nonword","word","nonword",NA
"πρόσφατα","αριθεσς","nonword","word","nonword",NA
"πάντα","αρχατά","nonword","word","nonword",NA
"επιδημία","αρχατά","nonword","word","nonword",NA
"σύμβολο","αρκοιvα","nonword","word","nonword",NA
"κολιέ","αρραθεί","nonword","word","nonword",NA
"μυρμήγκι","αρπάιπ","nonword","word","nonword",NA
"νεκρός","αρφωνικός","nonword","word","nonword",NA
"υπολοχαγός","αρχαρμτερος","nonword","word","nonword",NA
"σαύρα","αρχεκη","nonword","word","nonword",NA
"όπισθεν","άρντντας","nonword","word","nonword",NA
"πλούτος","ασέλνοφόρο","nonword","word","nonword",NA
"προφορά","αστεδα","nonword","word","nonword",NA
"οκτώβριος","ασπιρίζα","nonword","word","nonword",NA
"κουνέλι","αστρυδή","nonword","word","nonword",NA
"άξιος","αστρονόητης","nonword","word","nonword",NA
"επεισόδιο","ασυνεξης","nonword","word","nonword",NA
"κοινότητα","ασφάήρια","nonword","word","nonword",NA
"ομάδα","ασφαπος","nonword","word","nonword",NA
"μαχητής","ατομονός","nonword","word","nonword",NA
"φάρμακο","ατέλής","nonword","word","nonword",NA
"άρωμα","αυήινουν","nonword","word","nonword",NA
"θέση","ρόριο","nonword","word","nonword",NA
"διαίρεση","αυτόσηαφο","nonword","word","nonword",NA
"μίγμα","αυτοκρατιτικός","nonword","word","nonword",NA
"θρησκεία","αυτοκτχεία","nonword","word","nonword",NA
"απάτη","αυτουφα","nonword","word","nonword",NA
"πληροφορίες","αφελάχ","nonword","word","nonword",NA
"πηγαίνω","αφελάχ","nonword","word","nonword",NA
"συνοδεύω","joιξη","nonword","word","nonword",NA
"υπογραφή","αφοσλήση","nonword","word","nonword",NA
"λαιμός","μυρική","nonword","word","nonword",NA
"συναντώ","άχουστος","nonword","word","nonword",NA
"κοινό","βανά τιμωρια","nonword","word","nonword",NA
"χρήματα","βαιοίδα","nonword","word","nonword",NA
"τοπικός","αύρος","nonword","word","nonword",NA
"μενταγιό","βαέος","nonword","word","nonword",NA
"πιλότος","βανανος","nonword","word","nonword",NA
"έκρηξη","βαεθνιστήριο","nonword","word","nonword",NA
"ανέγερση","ξηση","nonword","word","nonword",NA
"καπέλο","βάσιέςτων","nonword","word","nonword",NA
"εκτέλεση","βασιμοκός","nonword","word","nonword",NA
"φινίρισμα","βαυαλισσα","nonword","word","nonword",NA
"αγάπη","ίντραχος","nonword","word","nonword",NA
"χαρά","βεζάνα","nonword","word","nonword",NA
"θέτω εις ενέργειαν","βήγoς","nonword","word","nonword",NA
"τάγμα","βιβλιοκέκη","nonword","word","nonword",NA
"περιοδικό","βιομηχανεμ","nonword","word","nonword",NA
"λεωφορείο","βλύψω","nonword","word","nonword",NA
"καρπός","βοχνεια","nonword","word","nonword",NA
"καύσιμα","βοιχός","nonword","word","nonword",NA
"τροχιά","βοξα","nonword","word","nonword",NA
"σχεδιάζω","βόζία","nonword","word","nonword",NA
"φιλελεύθερος","βρλαινό","nonword","word","nonword",NA
"ληστεύω","βράχτε","nonword","word","nonword",NA
"μελέτη","βρωτή","nonword","word","nonword",NA
"φόβος","βρόχόλακας","nonword","word","nonword",NA
"ομοσπονδία","βρμάικος","nonword","word","nonword",NA
"βόρειος","γαϊτθα","nonword","word","nonword",NA
"ελληνικά","γάιδαρνή","nonword","word","nonword",NA
"οξυγόνο","γάιδαρνή","nonword","word","nonword",NA
"μπουκάλι","υέλα","nonword","word","nonword",NA
"κατάστρωμα","τάμπρός","nonword","word","nonword",NA
"τσίρκο","γελοφυς","nonword","word","nonword",NA
"απόδειξη","νονικός","nonword","word","nonword",NA
"λουλούδι","ψεννηση","nonword","word","nonword",NA
"τουρκία","γεοφήτρια","nonword","word","nonword",NA
"βίντεο","γεόλη","nonword","word","nonword",NA
"έξυπνος","πουστικός","nonword","word","nonword",NA
"να σταματήσει","ινφυρα","nonword","word","nonword",NA
"κυνηγητό","θλ","nonword","word","nonword",NA
"θηλυκός","γιτόκα","nonword","word","nonword",NA
"ατσάλι","οπολφ","nonword","word","nonword",NA
"δίνω","βάυκός","nonword","word","nonword",NA
"σάλτσα","γναρη","nonword","word","nonword",NA
"μοναδικός","γοιχεία","nonword","word","nonword",NA
"δώρο","γραμμαύζας","nonword","word","nonword",NA
"επιβεβαιώνω","γρλίσουνιά","nonword","word","nonword",NA
"στοιχείο","γραφαιο","nonword","word","nonword",NA
"παιχνίδι","γρλψη","nonword","word","nonword",NA
"αγώνας","γυαλύπ","nonword","word","nonword",NA
"αποδέχομαι","γυφλός","nonword","word","nonword",NA
"είσοδος","χήνία","nonword","word","nonword",NA
"στυλό","δαχτιγίδι","nonword","word","nonword",NA
"κουφός","reχτυλο","nonword","word","nonword",NA
"εξαερισμός","γοδομένα","nonword","word","nonword",NA
"εξωγήινο","γγνω","nonword","word","nonword",NA
"απάγω","δεξαμερλ","nonword","word","nonword",NA
"ομολογώ","δέυλα","nonword","word","nonword",NA
"αφήνω","δευταλα","nonword","word","nonword",NA
"πιρούνι","δευτερψεων","nonword","word","nonword",NA
"δόλωμα","δελφερος","nonword","word","nonword",NA
"μαζεύω","κιλητήριο","nonword","word","nonword",NA
"μάγος","δημιουοψία","nonword","word","nonword",NA
"σχετικά με","δημιουοτώ","nonword","word","nonword",NA
"ανίκανος","δημοραασία","nonword","word","nonword",NA
"πολιτικός","δημολλογραφία","nonword","word","nonword",NA
"ομάδα","δημοσιογταφος","nonword","word","nonword",NA
"αναχώρηση","δημοφιπος","nonword","word","nonword",NA
"βάζω","διφοράμματος","nonword","word","nonword",NA
"εφημερίδα","διαδίκμφο","nonword","word","nonword",NA
"όπλο","διαδρουτ","nonword","word","nonword",NA
"χριστιανός","δικέύγιο","nonword","word","nonword",NA
"ηλιακός","διινοπή","nonword","word","nonword",NA
"ήττα","διαμεστι","nonword","word","nonword",NA
"άσχημος","διαμαρμπρία","nonword","word","nonword",NA
"φυσικός","διαμούρημα","nonword","word","nonword",NA
"κόλαση","διάφονή","nonword","word","nonword",NA
"οθόνη","διανάρτικός","nonword","word","nonword",NA
"ποίημα","διάρροσύ","nonword","word","nonword",NA
"συμφωνία","διασχίότητα","nonword","word","nonword",NA
"σαμποτάζ","διπηκεψη","nonword","word","nonword",NA
"αριστερά","δικεωση","nonword","word","nonword",NA
"watson","διατεύώ","nonword","word","nonword",NA
"αγόρι","διαφελιση","nonword","word","nonword",NA
"δολοφόνος","διογειρίζονται","nonword","word","nonword",NA
"παπάς","διαχχεριση","nonword","word","nonword",NA
"ελεύθερος","διαχχεριση","nonword","word","nonword",NA
"μακρύς","διωινές","nonword","word","nonword",NA
"επενδυτής","διευθυνταπ","nonword","word","nonword",NA
"βλάβη","δικαιοφυσία","nonword","word","nonword",NA
"μήνυμα","δικατηήριο","nonword","word","nonword",NA
"χωριό","δικηαίρος","nonword","word","nonword",NA
"δύναμη","δίκτφω","nonword","word","nonword",NA
"συνταγματάρχης","διοικηγος","nonword","word","nonword",NA
"ακάθαρτος","διορρόσετε","nonword","word","nonword",NA
"μεγάλος","διωγό","nonword","word","nonword",NA
"ανεύθυνος","άμπλωμα","nonword","word","nonword",NA
"πολύ","διώνίο","nonword","word","nonword",NA
"νεκροταφείο","σλση","nonword","word","nonword",NA
"πάλη","δοεψειά","nonword","word","nonword",NA
"κανονικός","δοαιος","nonword","word","nonword",NA
"θεραπευτική αγωγή","γνάκων","nonword","word","nonword",NA
"σκάνδαλο","ενάμα","nonword","word","nonword",NA
"σκουπίδια","δραματικού","nonword","word","nonword",NA
"αδελφός","γνόμος","nonword","word","nonword",NA
"τυρί","δύνακε","nonword","word","nonword",NA
"προοπτική","δυκοστεία","nonword","word","nonword",NA
"έλεος","δυσάτικός","nonword","word","nonword",NA
"δάσκαλος","κσο","nonword","word","nonword",NA
"κρύο","δυσάουστος","nonword","word","nonword",NA
"στόλος","ηκτικά","nonword","word","nonword",NA
"κοιλάδα","δωμάαλο","nonword","word","nonword",NA
"συνάντηση","ψήρο","nonword","word","nonword",NA
"καρκίνος","γχροδοκία","nonword","word","nonword",NA
"ομίχλη","δώσει το έναυσμαερια","nonword","word","nonword",NA
