"hy_target","hy_cue","type","target_type","cue_type","hy_cosine"
"կրոն","արժեք","unrelated","word","word",0.263730366004026
"օդափոխում","ախտանիշ","unrelated","word","word",0.176315310110736
"տորնադո","գումար","unrelated","word","word",0.0936756310779741
"ավտոմեքենա","անհնարին","unrelated","word","word",0.100819596088167
"փոխարինող","ատրճանակ","unrelated","word","word",0.140072522584001
"բարելավում","հռոմեական","unrelated","word","word",0.124817657455983
"ֆաքս","խորհրդատվություն","unrelated","word","word",0.235459882051345
"թաղել","զինանոց","unrelated","word","word",0.110207260360634
"սրտխառնոց","հարգանք","unrelated","word","word",0.186379631043167
"փորձարկում","կարմիր","unrelated","word","word",0.123622550517721
"գիտելիք","կոճղ","unrelated","word","word",0.223991481781867
"մասնագետ","սով","unrelated","word","word",0.123173691345156
"փորձ","իրականություն","unrelated","word","word",0.319570831773154
"ժամանակաշրջան","կլոր","unrelated","word","word",0.167536651431426
"փոքր","պատրանք","unrelated","word","word",0.125302072106939
"խնայել","բառարան","unrelated","word","word",0.176478456082212
"քաղաքագետ","հեղուկ","unrelated","word","word",0.0985222632265664
"բարեկամական","ահ","unrelated","word","word",0.193558464341692
"ռազմական","ոլորան","unrelated","word","word",NA
"գեղեցիկ","գինի","unrelated","word","word",0.185481654058092
"փոթորիկ","անակնկալ","unrelated","word","word",0.29507433505982
"որակ","հերոս","unrelated","word","word",0.0912077356063608
"բարձրություն","զարկերակ","unrelated","word","word",0.229686926137237
"խառնաշփոթություն","քաղաքացիական","unrelated","word","word",0.173541067730526
"հայրենիք","գետ","unrelated","word","word",0.167963778843582
"կապտուկ","լազանա","unrelated","word","word",NA
"կենսաբանություն","մարմին","unrelated","word","word",0.14689643516658
"կենսաբանական","նոյեմբեր","unrelated","word","word",0.0268886565235527
"զբոսանք","տեխնոլոգիա","unrelated","word","word",0.173187689542596
"քաղաքական","պալատ","unrelated","word","word",0.168394227093522
"հետաքննել","գարուն","unrelated","word","word",0.0710405362077871
"զննում","ընտրել","unrelated","word","word",0.165403300724598
"լողալ","մեթոդ","unrelated","word","word",0.145151553597619
"համալսարան","սխալ","unrelated","word","word",0.193847305230346
"եղբայր","ցուցադրում","unrelated","word","word",0.079329456197611
"առարկա","հաճույք","unrelated","word","word",0.206220040504886
"աջակցել","փափուկ","unrelated","word","word",0.0661519170170642
"ուժեղ","հեշտոց","unrelated","word","word",0.14942386666012
"թթվածին","պատանդ","unrelated","word","word",0.218557907694718
"մանյակ","կազմակերպել","unrelated","word","word",0.187117188062244
"սահմանադրություն","միջադեպ","unrelated","word","word",0.197495899037493
"շաբաթական","տարեդարձ","unrelated","word","word",0.160065270140328
"ժամանակաչափ","շառավիղ","unrelated","word","word",0.272721723817391
"մոնտաժ","երախտապարտ","unrelated","word","word",0.0680528096169669
"փաստաթուղթ","երկրորդ","unrelated","word","word",0.17788430998073
"միջոցառում","կոկաին","unrelated","word","word",0.189187619921879
"աշխատող","քաղցր","unrelated","word","word",0.096351674484335
"մաթեմատիկա","բասկետբոլ","unrelated","word","word",0.315707538971519
"ֆինանսավորում","հարավ","unrelated","word","word",0.283744693525529
"ներդնել","ցանց","unrelated","word","word",0.12663414010854
"դոլար","կայսերական","unrelated","word","word",0.163742503271206
"տեսաողութ","ընթերցում","nonword","nonword","word",NA
"սամոենայ","հռոմեական","nonword","nonword","word",NA
"ամակգիր","դագաղ","nonword","nonword","word",NA
"օտլը","կրակոց","nonword","nonword","word",NA
"վացնիր","պատժել","nonword","nonword","word",NA
"ոսւնգույն","ամպ","nonword","nonword","word",NA
"անեքար","ոսկոր","nonword","nonword","word",NA
"ժողովրծովարություն","ընտրություն","nonword","nonword","word",NA
"զաբնիկ","շարժիչ","nonword","nonword","word",NA
"համարէարհային","բրենդ","nonword","nonword","word",NA
"ազդերըւթյուն","ցեխ","nonword","nonword","word",NA
"շոցանակ","առկայություն","nonword","nonword","word",NA
"անգ","ծնունդ","nonword","nonword","word",NA
"ստղ","մտահոգություն","nonword","nonword","word",NA
"սիզմրոմ","վիշապ","nonword","nonword","word",NA
"գվածին","մեղք","nonword","nonword","word",NA
"յոնթ","խելագարություն","nonword","nonword","word",NA
"գլխաch","հուշարձան","nonword","nonword","word",NA
"գործունեանթյուն","ասենք","nonword","nonword","word",NA
"տագնur","փորլուծություն","nonword","nonword","word",NA
"մկբ","արյան","nonword","nonword","word",NA
"տեղեկաղաւ","անմեղ","nonword","nonword","word",NA
"քնյն","համակցություն","nonword","nonword","word",NA
"ոզա","ստամոքս","nonword","nonword","word",NA
"ճահիր","գրասեղան","nonword","nonword","word",NA
"ճառագաքնում","հեռագիր","nonword","nonword","word",NA
"հասաւստ","ամիս","nonword","nonword","word",NA
"տաքատություն","արժեք","nonword","nonword","word",NA
"քոազեցնել","թերապիա","nonword","nonword","word",NA
"վաճախա","կավագործ","nonword","nonword","word",NA
"fuեռ","կոշտ","nonword","nonword","word",NA
"wiարան","տիեզերագնաց","nonword","nonword","word",NA
"շակոթ","թունա","nonword","nonword","word",NA
"ծան","դեսպան","nonword","nonword","word",NA
"ամուհիություն","հնարագիտություն","nonword","nonword","word",NA
"գործակրտություն","շագանակագույն","nonword","nonword","word",NA
"էթստ","ռիսկոտ","nonword","nonword","word",NA
"մառախոոջ","մաֆիա","nonword","nonword","word",NA
"կիանալ","տուն","nonword","nonword","word",NA
"ինչորիեեղ","ահ","nonword","nonword","word",NA
"այնտկո","շաբաթ","nonword","nonword","word",NA
"երոգ","ազատորեն","nonword","nonword","word",NA
"ծան","մեկ","nonword","nonword","word",NA
"խնքեր","ստեղծել","nonword","nonword","word",NA
"հիբեթափություն","ֆինանսապես","nonword","nonword","word",NA
"անհաла","հոգի","nonword","nonword","word",NA
"ապահայ","շրջագայություն","nonword","nonword","word",NA
"հոայտ","հոբբի","nonword","nonword","word",NA
"հոռմբանություն","բետոն","nonword","nonword","word",NA
"անարգեր","պատասխանատվություն","nonword","nonword","word",NA
"կապիտալիաղ","վաճառող","nonword","nonword","word",NA
"ֆրանոշական","անակնկալ","nonword","nonword","word",NA
"ղեկակեր","դատարկ","nonword","nonword","word",NA
"կախաիր","հարվածել","nonword","nonword","word",NA
"անգնտասխանատու","համեղ","nonword","nonword","word",NA
"անբերող","հատուկ","nonword","nonword","word",NA
"ծառոսիի","խանութ","nonword","nonword","word",NA
"վթալ","երբեմն","nonword","nonword","word",NA
"ելարդային","գդալ","nonword","nonword","word",NA
"աքբախտություն","պարկուճ","nonword","nonword","word",NA
"հաջոող","քանակ","nonword","nonword","word",NA
"տհir","վիրուս","nonword","nonword","word",NA
"պաif","վառարան","nonword","nonword","word",NA
"կանեք","հպարտ","nonword","nonword","word",NA
"բով","նայել","nonword","nonword","word",NA
"հիերիմ","այսօր","nonword","nonword","word",NA
"օզուն","սարքավորում","nonword","nonword","word",NA
"մեղամար","առլան","nonword","nonword","word",NA
"կոլեւմ","սարդ","nonword","nonword","word",NA
"օտլը","քիմիական","nonword","nonword","word",NA
"անառանգություն","բասկետբոլ","nonword","nonword","word",NA
"գուպզություն","արքայադուստր","nonword","nonword","word",NA
"անտվր","խոսել","nonword","nonword","word",NA
"անարուք","ուշադրության կենտրոնում","nonword","nonword","word",NA
"սպինական","սուտ","nonword","nonword","word",NA
"բնխատանք","տառապանք","nonword","nonword","word",NA
"մտնություն","վերականգնել","nonword","nonword","word",NA
"ակռաջ","կոլեգա","nonword","nonword","word",NA
"անգիալ","շաքարել","nonword","nonword","word",NA
"դեշ","ազգային","nonword","nonword","word",NA
"պեաստարան","եզրափակում","nonword","nonword","word",NA
"մոցան","խնձոր","nonword","nonword","word",NA
"պերանքի","ոչինչ","nonword","nonword","word",NA
"գոյարկւել","կաթ","nonword","nonword","word",NA
"ադնություն","տվյալներ","nonword","nonword","word",NA
"ուրգացում","արտեֆակտ","nonword","nonword","word",NA
"առնգարկել","ջրանցք","nonword","nonword","word",NA
"ծել","միջնակարգ","nonword","nonword","word",NA
"տեմպլ","երկուշաբթի","nonword","nonword","word",NA
"լեզանդ","մագնիսական","nonword","nonword","word",NA
"առզեանգել","ստորաբաժանում","nonword","nonword","word",NA
"փրկագն","կտոր","nonword","nonword","word",NA
"վաճաովկան","հարավ","nonword","nonword","word",NA
"բացակառաւթյուն","ժանտախտ","nonword","nonword","word",NA
"նոզգալ","բնութագիր","nonword","nonword","word",NA
"լեթություն","հայրիկ","nonword","nonword","word",NA
"նեկունք","կույր","nonword","nonword","word",NA
"ներարկրի","գոլֆ","nonword","nonword","word",NA
"պաընել","արտոնություն","nonword","nonword","word",NA
"մաաջադաշտ","աջակցություն","nonword","nonword","word",NA
"մոլվին","մահացու","nonword","nonword","word",NA
"աստվլլային","տաքսի","nonword","nonword","word",NA
"բրրք","հիմք","nonword","nonword","word",NA
"կրջբեր","խավար","nonword","nonword","word",NA
"շարին","անապահով","nonword","nonword","word",NA
"ւոր","մնալ","nonword","nonword","word",NA
"ատխիային","երեւակայություն","nonword","nonword","word",NA
"թվնք","տեղ","nonword","nonword","word",NA
"woական","միացնել","nonword","nonword","word",NA
"եղկ","փեսան","nonword","nonword","word",NA
"արկոլել","ակնոց","nonword","nonword","word",NA
"խելախոտ","ասպարեզ","nonword","nonword","word",NA
"դեռանիս","երիկամ","nonword","nonword","word",NA
"գոов","հանրաճանաչ","nonword","nonword","word",NA
"արդյուրա","հիվանդ","nonword","nonword","word",NA
"արեւորք","քննադատական","nonword","nonword","word",NA
"արգենի","միջազգային","nonword","nonword","word",NA
"ճանը","ներքեվ","nonword","nonword","word",NA
"կատաւոր","միամիտ","nonword","nonword","word",NA
"որապում","թանկ","nonword","nonword","word",NA
"իոզի","կարողություն","nonword","nonword","word",NA
"ընիտություն","բազմոց","nonword","nonword","word",NA
"գաой","կարդալ","nonword","nonword","word",NA
"նյականություն","օգնություն","nonword","nonword","word",NA
"ռեժիցեր","երկիր","nonword","nonword","word",NA
"հահոլի","դրախտ","nonword","nonword","word",NA
"մեբոլ","վերջ","nonword","nonword","word",NA
"նկարկա","գագաթ","nonword","nonword","word",NA
"պանով","քամի","nonword","nonword","word",NA
"ցերել","գող","nonword","nonword","word",NA
"իշյոն","հասարակություն","nonword","nonword","word",NA
"գրգավորություն","կիլոգրամ","nonword","nonword","word",NA
"ամյաիկա","անհարմար","nonword","nonword","word",NA
"անկոve","ցանց","nonword","nonword","word",NA
"պայթերություն","արտիստ","nonword","nonword","word",NA
"խայտորակություն","լրագրություն","nonword","nonword","word",NA
"կոջոել","միշտ","nonword","nonword","word",NA
"նախաղըսություն","հեծելազոր","nonword","nonword","word",NA
"ովակ","թագուհի","nonword","nonword","word",NA
"գրագ","արցունք","nonword","nonword","word",NA
"ընւմբ","հայեցակարգ","nonword","nonword","word",NA
"ֆինաոշական","իրավասություն","nonword","nonword","word",NA
"ներդավղ","մետաքսե","nonword","nonword","word",NA
"արտահաիրություն","փխրուն","nonword","nonword","word",NA
"գոեևնականում","ազնվական","nonword","nonword","word",NA
"ֆուտթալ","հրթիռ","nonword","nonword","word",NA
"ացվարար","տեսուչ","nonword","nonword","word",NA
"քոիրատվություն","սաղավարտ","nonword","nonword","word",NA
"ծոյ","բնորոշ","nonword","nonword","word",NA
"ցագվել","վարձակալ","nonword","nonword","word",NA
"կոտյուհի","հրաժարական","nonword","nonword","word",NA
"փանիլ","պատրանք","nonword","nonword","word",NA
"հատկանշարքն","պատրաստ","nonword","nonword","word",NA
"հավածքկան","արտադրող","nonword","nonword","word",NA
"ամբողջւսին","կոկորդ","nonword","nonword","word",NA
"փայլղ","լավ","nonword","nonword","word",NA
"շարժար","քծնել","nonword","nonword","word",NA
"поոր","մոռանալ","nonword","nonword","word",NA
"նավահանգվատ","քննել","nonword","nonword","word",NA
"շառ","հաջողություն","nonword","nonword","word",NA
"պոնաատ","զինվոր","nonword","nonword","word",NA
"աղթ","շահ","nonword","nonword","word",NA
"ուղաացել","բարոն","nonword","nonword","word",NA
"հոգեղենական","բանդա","nonword","nonword","word",NA
"կառ","կով","nonword","nonword","word",NA
"ֆինարքավորում","շինարարություն","nonword","nonword","word",NA
"ինգեւիցիա","գովազդ","nonword","nonword","word",NA
"պահեստական","մարդ","nonword","nonword","word",NA
"ընդհանուր լոմամբ","բանան","nonword","nonword","word",NA
"ժոմավուրդ","դինաստիա","nonword","nonword","word",NA
"դասահմն","փուլ","nonword","nonword","word",NA
"անտրավորություն","վազք","nonword","nonword","word",NA
"պաալեն","կանոն","nonword","nonword","word",NA
"ցոյաց","կիսաշրջազգեստ","nonword","nonword","word",NA
"պարգեւատկաւմ","բնազդ","nonword","nonword","word",NA
"աքւ","աղտոտում","nonword","nonword","word",NA
"կառուցվաջը","առողջ","nonword","nonword","word",NA
"բաия","կասկածել","nonword","nonword","word",NA
"ալեզ","ծիսական","nonword","nonword","word",NA
"հաջոկից","առաջին","nonword","nonword","word",NA
"վագիլանյութ","վերմակ","nonword","nonword","word",NA
"ունդանի","թույլ տալ","nonword","nonword","word",NA
"տեղեւթյուն","անձրեւ","nonword","nonword","word",NA
"ֆեդերաինա","հրաժարվել","nonword","nonword","word",NA
"առոգծված","ժամանակ առ ժամանակ","nonword","nonword","word",NA
"մերձդրանք","ցեմենտ","nonword","nonword","word",NA
"հանոտություն","տեղավորել","nonword","nonword","word",NA
"սովոճ","հոգնած","nonword","nonword","word",NA
"մեբոլ","թերագնահատում","nonword","nonword","word",NA
"ծնուն","zombie","nonword","nonword","word",NA
"պատառածնղ","հնարավորություն","nonword","nonword","word",NA
"գեմացիկ","անհաջող","nonword","nonword","word",NA
"ոնակտոր","գողանալ","nonword","nonword","word",NA
"ւրճ","դաշնային","nonword","nonword","word",NA
"վնանալի","զայրույթ","nonword","nonword","word",NA
"պարանոռյալություն","ուղեկցորդ","nonword","nonword","word",NA
"գերեերանատուն","ապակի","nonword","nonword","word",NA
"բալյեն","կրկնակի","nonword","nonword","word",NA
"շազդայն","պարուրակ","nonword","nonword","word",NA
"երւսո","ամբոխ","nonword","nonword","word",NA
"հադյանալ","սովորական","nonword","nonword","word",NA
"ավտոմսւս","ածուխ","nonword","nonword","word",NA
"գումարուկ","ծղոտ","nonword","nonword","word",NA
"վաճանչլ","համացանց","nonword","nonword","word",NA
"թեհաս","տիեզերք","nonword","nonword","word",NA
"երպենիկ","կապիտալ","nonword","nonword","word",NA
"հանցագռած","միայնակ","nonword","nonword","word",NA
"թաեմնել","խանդոտ","nonword","nonword","word",NA
"կողոցիւտ","ռոբոտ","nonword","nonword","word",NA
"մանֆետինգ","բույն","nonword","nonword","word",NA
"խոլմարկու","գրիպ","nonword","nonword","word",NA
"ֆոսակցիոնալ","շրթնաներկ","nonword","nonword","word",NA
"արանդրություն","բաք","nonword","nonword","word",NA
"ծաբեկ","գրավիչ","nonword","nonword","word",NA
"վիրագիւժություն","տհաճ","nonword","nonword","word",NA
"գործծի","կախում","nonword","nonword","word",NA
"տաup","աստված","nonword","nonword","word",NA
"մուծս","բանկ","nonword","nonword","word",NA
"գումլը","կնիք","nonword","nonword","word",NA
"ֆենուս","մարաթոն","nonword","nonword","word",NA
"ափas","նախագծել","nonword","nonword","word",NA
"թամաարան","հսկողություն","nonword","nonword","word",NA
"քնյնագրությունը","հաճույք","nonword","nonword","word",NA
"գրգռենյակ","դեղահատ","nonword","nonword","word",NA
"եթայիչ","մերկ","nonword","nonword","word",NA
"եանել","օղակ","nonword","nonword","word",NA
"ողնական","ճիճուն","nonword","nonword","word",NA
"հիվալյություն","ծուխ","nonword","nonword","word",NA
"դրամյգանակ","փոխում","nonword","nonword","word",NA
"հովնարկավորություն","դարձնել","nonword","nonword","word",NA
"դարմն","բերել","nonword","nonword","word",NA
"աղախթա","վերք","nonword","nonword","word",NA
"արկէ","ռումբ","nonword","nonword","word",NA
"արկէ","խորտիկ","nonword","nonword","word",NA
"կիգիռ","ֆիզիկա","nonword","nonword","word",NA
"ապտություն","կրեմ","nonword","nonword","word",NA
"զդի","ստվեր","nonword","nonword","word",NA
"էքրոց","հուզիչ","nonword","nonword","word",NA
"խարդենություն","տոմս","nonword","nonword","word",NA
"սպ","գերբնական","nonword","nonword","word",NA
"տասնամերկ","սեմինար","nonword","nonword","word",NA
"անրհանելի","ռադար","nonword","nonword","word",NA
"վաեյլ","ձիահ","nonword","nonword","word",NA
"պրոֆրգոր","հրատապ","nonword","nonword","word",NA
"գիբ","ներել","nonword","nonword","word",NA
"դեռանիս","երկաթ","nonword","nonword","word",NA
"մաադահետք","բանալի","nonword","nonword","word",NA
"տոքո","վարձել","nonword","nonword","word",NA
"նախադրր","ընդհանուր","nonword","nonword","word",NA
"ծառարալ","միամիտ","nonword","nonword","word",NA
"ջէչփ","կլան","nonword","nonword","word",NA
"վեոնուծում","բուրգ","nonword","nonword","word",NA
"դիմատվել","պարուհի","nonword","nonword","word",NA
"կախորություն","էշ","nonword","nonword","word",NA
"ավարելլ","քշել","nonword","nonword","word",NA
"ձեահատում","դետոնատոր","nonword","nonword","word",NA
"ներալաում","սնունդ","nonword","nonword","word",NA
"ակդի","տոստ","nonword","nonword","word",NA
"մաքրն","դեռահաս","nonword","nonword","word",NA
"դժչոք","մասնավոր","nonword","nonword","word",NA
"բացառեկան","թուր","nonword","nonword","word",NA
"կատակեցիություն","արդեն","nonword","nonword","word",NA
"պոնար","հակաթույն","nonword","nonword","word",NA
"ռոմագլիկ","գունդ","nonword","nonword","word",NA
"խորհրդանփը","նվազագույն","nonword","nonword","word",NA
"նեիրի","ծով","nonword","nonword","word",NA
"սլավելագույն","գործարան","nonword","nonword","word",NA
"բիթադրություն","անհնարին","nonword","nonword","word",NA
"մոնցք","միլիոն","nonword","nonword","word",NA
"մատոեթ","տեխնիկական","nonword","nonword","word",NA
"ռիամ","ավելի ցածր","nonword","nonword","word",NA
"սուլիմ","փորձագետ","nonword","nonword","word",NA
"կարդռեալ","գործակալ","nonword","nonword","word",NA
"վերադաет","քիմիա","nonword","nonword","word",NA
"թվորհակալություն","սթափ","nonword","nonword","word",NA
"զաեզերակ","տաճար","nonword","nonword","word",NA
"խունում","հարաբերություն","nonword","nonword","word",NA
"հաասխ","կարմիր","nonword","nonword","word",NA
"միհա","փափուկ","nonword","nonword","word",NA
"երաժողտ","տեսնել","nonword","nonword","word",NA
"ւնդում","դրական","nonword","nonword","word",NA
"երլոա","եզրափակիչ","nonword","nonword","word",NA
"շաեղծագործություն","ներշնչել","nonword","nonword","word",NA
"ումն","պրակտիկա","nonword","nonword","word",NA
"ախարդ","գնել","nonword","nonword","word",NA
"մացնություն","ջիպ","nonword","nonword","word",NA
"մեքող","ուղղել","nonword","nonword","word",NA
"երւգային","երեխա","nonword","nonword","word",NA
"ենգ","բնակչություն","nonword","nonword","word",NA
"թռմիլ","վայրէջք","nonword","nonword","word",NA
"չոլն","ninja","nonword","nonword","word",NA
"երեքշաոհի","անկարողություն","nonword","nonword","word",NA
"սոսիցող","ձայն","nonword","nonword","word",NA
"պանեյուն","տեսախցիկ","nonword","nonword","word",NA
"րոap","բաց անել","nonword","nonword","word",NA
"չոբյորդ","նուրբ","nonword","nonword","word",NA
"որհարար","բյուջե","nonword","nonword","word",NA
"զավաույթ","սթրես","nonword","nonword","word",NA
"հեռաւյս","մեկնաբանություն","nonword","nonword","word",NA
"մորկացիա","ուղեղ","nonword","nonword","word",NA
"թմշում","առջեվի","nonword","nonword","word",NA
"արհել","պատասխան","nonword","nonword","word",NA
"հանտանիք","շուն","nonword","nonword","word",NA
"ջանանոց","եղջյուր","nonword","nonword","word",NA
"ռաստական","կանխել","nonword","nonword","word",NA
"հատկակվող","անօգուտ","nonword","nonword","word",NA
"սոփչել","գնացք","nonword","nonword","word",NA
"քննալիում","սենսոր","nonword","nonword","word",NA
"դինավեկ","շահամոլ","nonword","nonword","word",NA
"մոնիքըր","գրավում","nonword","nonword","word",NA
"ճուտնակ","ուղեւոր","nonword","nonword","word",NA
"փլավոր","դաշնամուր","nonword","nonword","word",NA
"գնդայոտ","ապրանքանիշը","nonword","nonword","word",NA
"օսիվ","կողմնացույց","nonword","nonword","word",NA
"խարտարել","արդյունաբերություն","nonword","nonword","word",NA
"երրիույթ","լավատես","nonword","nonword","word",NA
"ընթազն","խումբ","nonword","nonword","word",NA
"ջեեկտրականություն","հեգնանք","nonword","nonword","word",NA
"թաել","ժամանել","nonword","nonword","word",NA
"նախածիշ","լրտեսություն","nonword","nonword","word",NA
"կոնդորացիա","վերնաշապիկ","nonword","nonword","word",NA
"իոուզում","ինքնասպանություն","nonword","nonword","word",NA
"ընտրոս","ֆինանսներ","nonword","nonword","word",NA
"տասներակ","հեռադիտակ","nonword","nonword","word",NA
"գրգավոր","փորձ","nonword","nonword","word",NA
"киան","հավ","nonword","nonword","word",NA
"թամնացնել","ուշացած","nonword","nonword","word",NA
"ընրկող","բանկիր","nonword","nonword","word",NA
"չափառինցել","ուսանող","nonword","nonword","word",NA
"բոլոում","տպավորիչ","nonword","nonword","word",NA
"ձոչուն","ծծել","nonword","nonword","word",NA
"ուղեет","երբեք","nonword","nonword","word",NA
"ճաիտրուկ","շնորհավորել","nonword","nonword","word",NA
"հակառակուտ","հարմարավետ","nonword","nonword","word",NA
"պաքատիկ","տաքություն","nonword","nonword","word",NA
"թմբորորդի","խորհրդատվություն","nonword","nonword","word",NA
"գրկա","ջազ","nonword","nonword","word",NA
"թույյշտալ","անխոհեմ","nonword","nonword","word",NA
"հաստուում","կցանք","nonword","nonword","word",NA
"սպանյա","ոլորան","nonword","nonword","word",NA
"իբար","փոթորիկ","nonword","nonword","word",NA
"դաշիկ","մեղր","nonword","nonword","word",NA
"գիռ","անձնական","nonword","nonword","word",NA
"հաղիադեպ","խոսք","nonword","nonword","word",NA
"րյանդական","բոնուս","nonword","nonword","word",NA
"ւյլ","մահ","nonword","nonword","word",NA
"անջանքւմ","փոխարինել","nonword","nonword","word",NA
"ւյր","փախստական","nonword","nonword","word",NA
"թավոսե","թղթապանակ","nonword","nonword","word",NA
"համալորակ","վերլուծող","nonword","nonword","word",NA
"ժառարձել","համառ","nonword","nonword","word",NA
"գործնյություն","կետչուպ","nonword","nonword","word",NA
"ծիծաշոլ","ուժեղ","nonword","nonword","word",NA
"կատանդալ","ապաստան","nonword","nonword","word",NA
"կատաւորություն","պատահել","nonword","nonword","word",NA
"ճանգարապետ","ծանր","nonword","nonword","word",NA
"զո","արիություն","nonword","nonword","word",NA
"լուսանկավաչ","նշան","nonword","nonword","word",NA
"րյանություն","մուկ","nonword","nonword","word",NA
"ֆանտազցի","մոդել","nonword","nonword","word",NA
"իրերես","կանխիկ","nonword","nonword","word",NA
"դատախազոիդյուն","մարզիչ","nonword","nonword","word",NA
"suխանություն","մեծամասնություն","nonword","nonword","word",NA
"սպիլետտի","աղքատություն","nonword","nonword","word",NA
"ֆիմ","ընդունում","nonword","nonword","word",NA
"եդո","շտապ օգնություն","nonword","nonword","word",NA
"միտ","մարմին","nonword","nonword","word",NA
"իրատդիական","ծառա","nonword","nonword","word",NA
"բատիկ","կինոթատրոն","nonword","nonword","word",NA
"ույ","պրոֆիլ","nonword","nonword","word",NA
"սխ","թիթեռ","nonword","nonword","word",NA
"փակին","սերժանտ","nonword","nonword","word",NA
"արds","բառացիորեն","nonword","nonword","word",NA
"արցոակնային","խաղադաշտ","nonword","nonword","word",NA
"спություն","աղմուկ","nonword","nonword","word",NA
"ոնել","լսել","nonword","nonword","word",NA
"փոет","նահանգապետ","nonword","nonword","word",NA
"օդագրող","վերացնել","nonword","nonword","word",NA
"քաղադրկանություն","սեմինար","nonword","nonword","word",NA
"եկացուցիչ","կարծիք","nonword","nonword","word",NA
"դավախին","բարեգործություն","nonword","nonword","word",NA
"սաեզտաժ","պանդոկ","nonword","nonword","word",NA
"դատալիր","վկայություն","nonword","nonword","word",NA
"ջող","վերջապես","nonword","nonword","word",NA
"ատլարդյան","ռիթմ","nonword","nonword","word",NA
"վորք","մղոն","nonword","nonword","word",NA
"կահողած","մաշկ","nonword","nonword","word",NA
"խանորէ","բեկոր","nonword","nonword","word",NA
"լաւշեր","տիկնիկ","nonword","nonword","word",NA
"առագաստաբով","բնօրինակ","nonword","nonword","word",NA
"ogամտություն","համբերություն","nonword","nonword","word",NA
"խելաիա","ճիշտ","nonword","nonword","word",NA
"լոյէլ","քաղաքավարի","nonword","nonword","word",NA
"գարեացւր","կանգնել","nonword","nonword","word",NA
"առնցելություն","հեռավորություն","nonword","nonword","word",NA
"տվուղ","անհրաժեշտ","nonword","nonword","word",NA
"ախմբար","ռադիո","nonword","nonword","word",NA
"նէս","ծուղակ","nonword","nonword","word",NA
"հաոաստ","իմաստ","nonword","nonword","word",NA
"մաանահրավեր","բանաձեվ","nonword","nonword","word",NA
"խոուլ","աճ","nonword","nonword","word",NA
"խոստմիանել","հետեւել","nonword","nonword","word",NA
"ղերոզ","որսորդություն","nonword","nonword","word",NA
"խորհուրդիդալ","պատերազմ","nonword","nonword","word",NA
"սեբոտ","անկում","nonword","nonword","word",NA
"լացվ","զարկերակ","nonword","nonword","word",NA
"բաահրար","քերել","nonword","nonword","word",NA
"գասոնաբառ","կարեկցող","nonword","nonword","word",NA
"թաթենել","հաստատում","nonword","nonword","word",NA
"մեծածիս","արդյունք","nonword","nonword","word",NA
"ծաապ","հավատարմություն","nonword","nonword","word",NA
"պատոանում","մեթոդ","nonword","nonword","word",NA
"անհեմիթ","հանկարծակի","nonword","nonword","word",NA
"արարնյություն","ֆայլ","nonword","nonword","word",NA
"սիտըրետ","ռիսկ","nonword","nonword","word",NA
"լիիալ","հեշտոց","nonword","nonword","word",NA
"սանց","կանցլեր","nonword","nonword","word",NA
"իպիություն","ծիծաղելի","nonword","nonword","word",NA
"օվիմանոս","իրականում","nonword","nonword","word",NA
"նավարչի","մոգություն","nonword","nonword","word",NA
"նավարչի","այժմ","nonword","nonword","word",NA
"նավատուղ","գործել","nonword","nonword","word",NA
"ւյգար","առաջադիմություն","nonword","nonword","word",NA
"խաко","հնարք","nonword","nonword","word",NA
"համակարգկա","կաբել","nonword","nonword","word",NA
"փաինթ","երկրորդ","nonword","nonword","word",NA
"մետաղախոր","հաց","nonword","nonword","word",NA
"առանծկասենյակ","նվագախումբ","nonword","nonword","word",NA
"կազմակերթըլ","աղբյուր","nonword","nonword","word",NA
"ռիութ","խեղդել","nonword","nonword","word",NA
"քրիսսանյա","դրամախաղ","nonword","nonword","word",NA
"կատաուլը","լրտես","nonword","nonword","word",NA
"կաղովոր","խարիսխ","nonword","nonword","word",NA
"թործել","ապրել","nonword","nonword","word",NA
"որիչ","երախտապարտ","nonword","nonword","word",NA
"կաիբր","հյուրանոց","nonword","nonword","word",NA
"դիմ","դիտողություն","nonword","nonword","word",NA
"նարնայ","սիրուհի","nonword","nonword","word",NA
"viտել","անսովոր","nonword","nonword","word",NA
"կանգիիռնել","ռոդեո","nonword","nonword","word",NA
"ընղ","հավերժական","nonword","nonword","word",NA
"արձանալոություն","ուշադրություն","nonword","nonword","word",NA
"նախաորհ","հունիս","nonword","nonword","word",NA
"շանտրց","հաճույք","nonword","nonword","word",NA
"երպ","պլան","nonword","nonword","word",NA
"փողկam","ազգական","nonword","nonword","word",NA
"գորիցի","եկեղեցի","nonword","nonword","word",NA
"քաասք","սրահ","nonword","nonword","word",NA
"հաջողությահահասնել","կաբինետ","nonword","nonword","word",NA
"կառաբերություն","հալվել","nonword","nonword","word",NA
"վամիական","չափ","nonword","nonword","word",NA
"փառածին","թիվ","nonword","nonword","word",NA
"կաթնածել","տուգանք","nonword","nonword","word",NA
"փամփուցչ","համբուրել","nonword","nonword","word",NA
"դիյր","հիմար","nonword","nonword","word",NA
"թաել","շերլոկ","nonword","nonword","word",NA
"մեծացեգի","կապ","nonword","nonword","word",NA
"հակլավ","օր","nonword","nonword","word",NA
