"sk_cue","sk_target","type","cue_type","target_type","sk_cosine"
"mierrilý","korporácia","nonword","nonword","word",NA
"vnúthu","nakoniec","nonword","nonword","word",NA
"dônet","útočník","nonword","nonword","word",NA
"predwicka","definícia","nonword","nonword","word",NA
"poslovný","titul","nonword","nonword","word",NA
"nesk","vášeň","nonword","nonword","word",NA
"pozorcium","starosto","nonword","nonword","word",NA
"sekunmiestny","smiech","nonword","nonword","word",NA
"kontell","šéf","nonword","nonword","word",NA
"priúschovený","vyšetrovateľ","nonword","nonword","word",NA
"priskoč","čokoláda","nonword","nonword","word",NA
"konsť","ovocie","nonword","nonword","word",NA
"zázač","cintorín","nonword","nonword","word",NA
"útoznačko","hračka","nonword","nonword","word",NA
"náracích","pivo","nonword","nonword","word",NA
"pritiahtiť","svet","nonword","nonword","word",NA
"mías","klobúk","nonword","nonword","word",NA
"probmál","vodič","nonword","nonword","word",NA
"amairánsky","zvyčajne","nonword","nonword","word",NA
"degor","utorok","nonword","nonword","word",NA
"prowers","ríše","nonword","nonword","word",NA
"právhom","realistický","nonword","nonword","word",NA
"praskytlo","lacný","nonword","nonword","word",NA
"močia","potkan","nonword","nonword","word",NA
"väčtor","bojovník","nonword","nonword","word",NA
"symptómia","predpoklad","nonword","nonword","word",NA
"learabsky","koberec","nonword","nonword","word",NA
"lúv","vrecko","nonword","nonword","word",NA
"potešeských","let","nonword","nonword","word",NA
"acev","svetlo","nonword","nonword","word",NA
"rauprata","financovanie","nonword","nonword","word",NA
"náves","oponent","nonword","nonword","word",NA
"skáka","symbol","nonword","nonword","word",NA
"veprípra","syn","nonword","nonword","word",NA
"zajšok","úžasný","nonword","nonword","word",NA
"plodca","lízať","nonword","nonword","word",NA
"generáských","október","nonword","nonword","word",NA
"zblázmistický","vanilka","nonword","nonword","word",NA
"liarda","posteľ","nonword","nonword","word",NA
"ieb","patetický","nonword","nonword","word",NA
"výzvraca","báseň","nonword","nonword","word",NA
"kagye","neprítomnosť","nonword","nonword","word",NA
"dyscottie","mladý","nonword","nonword","word",NA
"urochi","práca","nonword","nonword","word",NA
"dotrvalý","balenie","nonword","nonword","word",NA
"klim","uložiť","nonword","nonword","word",NA
"checkmatický","kameň","nonword","nonword","word",NA
"odobieha","v júli","nonword","nonword","word",NA
"postupný","svadba","nonword","nonword","word",NA
"zlepký","pripraviť sa","nonword","nonword","word",NA
"realizosworth","ústredie","nonword","nonword","word",NA
"arr","učiť","nonword","nonword","word",NA
"kalenliam","zmraziť","nonword","nonword","word",NA
"losladký","elektrina","nonword","nonword","word",NA
"žramen","malý","nonword","nonword","word",NA
"poscully","stíhať","nonword","nonword","word",NA
"vzdialetých","dynamit","nonword","nonword","word",NA
"spomakých","silový","nonword","nonword","word",NA
"špicond","ryby","nonword","nonword","word",NA
"ponautka","atlantický","nonword","nonword","word",NA
"dzene","horúčka","nonword","nonword","word",NA
"víriť","adresa","nonword","nonword","word",NA
"súbik","spoločenstvo","nonword","nonword","word",NA
"ánoja","tornádo","nonword","nonword","word",NA
"rašli","nespravodlivý","nonword","nonword","word",NA
"alfňa","dať","nonword","nonword","word",NA
"kapaciových","kňaz","nonword","nonword","word",NA
"povoleopard","fotografia","nonword","nonword","word",NA
"okradhlavý","hmyz","nonword","nonword","word",NA
"stoc","zľava","nonword","nonword","word",NA
"mananích","medailu","nonword","nonword","word",NA
"vanos","palivo","nonword","nonword","word",NA
"svečiť","video","nonword","nonword","word",NA
"stripná mora","zóna","nonword","nonword","word",NA
"parlabiek","spisovateľ","nonword","nonword","word",NA
"guvermieť","zbraň","nonword","nonword","word",NA
"nafium","cvičenie","nonword","nonword","word",NA
"klinvencia","popis","nonword","nonword","word",NA
"predlový","kačica","nonword","nonword","word",NA
"tilky","sóda","nonword","nonword","word",NA
"gosiem","rýchlosť","nonword","nonword","word",NA
"vášnosť","ďaleko","nonword","nonword","word",NA
"chlapvapenie","homár","nonword","nonword","word",NA
"vyniest","loď","nonword","nonword","word",NA
"mierda","obhajovať","nonword","nonword","word",NA
"kolium","pozícia","nonword","nonword","word",NA
"kabichod","štýl","nonword","nonword","word",NA
"pohlučný","parfum","nonword","nonword","word",NA
"zapusť","psychologický","nonword","nonword","word",NA
"gajú","severný","nonword","nonword","word",NA
"ochranrimentovať","zub","nonword","nonword","word",NA
"umiestnikajúci","veľmi","nonword","nonword","word",NA
"kovný","hudobník","nonword","nonword","word",NA
"pravny","múzeum","nonword","nonword","word",NA
"poputriedny","zlý","nonword","nonword","word",NA
"vzhľil","pilot","nonword","nonword","word",NA
"mešvihne","splniť","nonword","nonword","word",NA
"záchvaka","osobnosť","nonword","nonword","word",NA
"otlan","koleno","nonword","nonword","word",NA
"striebrovateľka","znížiť","nonword","nonword","word",NA
"sámev","majonéza","nonword","nonword","word",NA
"rozpteľný","obec","nonword","nonword","word",NA
"dáfú","liečba","nonword","nonword","word",NA
"strepad","sudca","nonword","nonword","word",NA
"pahláska","vzadu","nonword","nonword","word",NA
"liochutnáda","bezmocný","nonword","nonword","word",NA
"ludielny","pieseň","nonword","nonword","word",NA
"vzácsula","čoskoro","nonword","nonword","word",NA
"lakostna","cynický","nonword","nonword","word",NA
"strednosť","penis","nonword","nonword","word",NA
"spočíchom","les","nonword","nonword","word",NA
"odslušník","vedel","nonword","nonword","word",NA
"spozredý","priateľstvo","nonword","nonword","word",NA
"nejnik","opýtať sa","nonword","nonword","word",NA
"spís","kyslík","nonword","nonword","word",NA
"pospiat sa","externý","nonword","nonword","word",NA
"spoločskej","mravca","nonword","nonword","word",NA
"konumiet","obrad","nonword","nonword","word",NA
"čmára","súhlasiť","nonword","nonword","word",NA
"skiby","zadarmo","nonword","nonword","word",NA
"ponus","prechádzka","nonword","nonword","word",NA
"svedný","teória","nonword","nonword","word",NA
"posian","cisár","nonword","nonword","word",NA
"ľekort","chorý","nonword","nonword","word",NA
"žd","neustále","nonword","nonword","word",NA
"oznašina","objať","nonword","nonword","word",NA
"šewne","sklamanie","nonword","nonword","word",NA
"spochybný","mŕtvy","nonword","nonword","word",NA
"fedemiestny","odtlačok prsta","nonword","nonword","word",NA
"narial","špagety","nonword","nonword","word",NA
"úsmeko","ding","nonword","nonword","word",NA
"krmiriam","politika","nonword","nonword","word",NA
"tlachello","delostrelecký","nonword","nonword","word",NA
"tižam","udalosť","nonword","nonword","word",NA
"sttv","nezodpovedný","nonword","nonword","word",NA
"holio","šéfkuchár","nonword","nonword","word",NA
"všiva","vybudovať","nonword","nonword","word",NA
"retrukcia","profesor","nonword","nonword","word",NA
"depoprvý","drôt","nonword","nonword","word",NA
"ploj","boston","nonword","nonword","word",NA
"konferentnosť","narodeniny","nonword","nonword","word",NA
"cittý","divízia","nonword","nonword","word",NA
"macla","príjemný","nonword","nonword","word",NA
"roztrpiet","nôž","nonword","nonword","word",NA
"rokán","vreckovka","nonword","nonword","word",NA
"kruj","financovanie","nonword","nonword","word",NA
"výsell","kardinál","nonword","nonword","word",NA
"monstráž","kladivo","nonword","nonword","word",NA
"polostrážca","cesta","nonword","nonword","word",NA
"zbatí","pilulka","nonword","nonword","word",NA
"dedmus","výbor","nonword","nonword","word",NA
"swa","radosť","nonword","nonword","word",NA
"trpezlitiach","často","nonword","nonword","word",NA
"súdnyidoch","podnik","nonword","nonword","word",NA
"odlúchnuť","rozvrh","nonword","nonword","word",NA
"súhľadné","tajomstvo","nonword","nonword","word",NA
"sušie","zmätok","nonword","nonword","word",NA
"zapojeských","intímny","nonword","nonword","word",NA
"nekr","ucho","nonword","nonword","word",NA
"vhodkom","ulica","nonword","nonword","word",NA
"medzináúchvatný","obdobie","nonword","nonword","word",NA
"kimvosť","súkromie","nonword","nonword","word",NA
"skapa","ďalej","nonword","nonword","word",NA
"západ sldĺžiť","poludnie","nonword","nonword","word",NA
"tíč","pokus","nonword","nonword","word",NA
"vzťaka","paradajka","nonword","nonword","word",NA
"pišra","brušný","nonword","nonword","word",NA
"prídock","väzňa","nonword","nonword","word",NA
"áluk","kaplnka","nonword","nonword","word",NA
"mklieb","cigar","nonword","nonword","word",NA
"sijo","magazín","nonword","nonword","word",NA
"nádný","zavrieť","nonword","nonword","word",NA
"potenzdre","krutosť","nonword","nonword","word",NA
"vé","veriaci","nonword","nonword","word",NA
"tachodník","vystrašiť","nonword","nonword","word",NA
"bloký","marketing","nonword","nonword","word",NA
"meglenda","kapely","nonword","nonword","word",NA
"dospievajúsworth","predátor","nonword","nonword","word",NA
"narodeštruk","hamburger","nonword","nonword","word",NA
"teštvatý","tradičný","nonword","nonword","word",NA
"zavokrát","poslať","nonword","nonword","word",NA
"ránov","kreativita","nonword","nonword","word",NA
"gobý","pripojenie","nonword","nonword","word",NA
"náťák","majiteľ","nonword","nonword","word",NA
"chrabvač","hviezda","nonword","nonword","word",NA
"ľuad","explodovať","nonword","nonword","word",NA
"tipor","káva","nonword","nonword","word",NA
"lišiakvý","maximálny","nonword","nonword","word",NA
"náľať","úver","nonword","nonword","word",NA
"kojíš","tam","nonword","nonword","word",NA
"puþi","politický","nonword","nonword","word",NA
"tiča","emocionálny","nonword","nonword","word",NA
"lí","porážka","nonword","nonword","word",NA
"otáčaťmôct","limuzína","nonword","nonword","word",NA
"huririam","vystúpiť","nonword","nonword","word",NA
"degorn","finančný","nonword","nonword","word",NA
"mokantný","kancelária","nonword","nonword","word",NA
"omylný","veda","nonword","nonword","word",NA
"zlovit","zbierať","nonword","nonword","word",NA
"jelať","odmena","nonword","nonword","word",NA
"dobradle","ťažko","nonword","nonword","word",NA
"kraa","cibuľa","nonword","nonword","word",NA
"komierna","stále","nonword","nonword","word",NA
"mope","absurdný","nonword","nonword","word",NA
"popra","úplne","nonword","nonword","word",NA
"fildý","úrad","nonword","nonword","word",NA
"medzač","klasický","nonword","nonword","word",NA
"kazník","chcieť","nonword","nonword","word",NA
"thu","odolať","nonword","nonword","word",NA
"drdon","návnada","nonword","nonword","word",NA
"hroztočný","analýza","nonword","nonword","word",NA
"vppív","robiť","nonword","nonword","word",NA
"učiťruk","sledovať","nonword","nonword","word",NA
"štuming","chyba","nonword","nonword","word",NA
"fenožiam","homosexuál","nonword","nonword","word",NA
"čít","cirkus","nonword","nonword","word",NA
"púpé","publikum","nonword","nonword","word",NA
"blesba","kúsok","nonword","nonword","word",NA
"mierda","omáčka","nonword","nonword","word",NA
"sch","schválenie","nonword","nonword","word",NA
"striktnúť","jahod","nonword","nonword","word",NA
"závzácnu","týždeň","nonword","nonword","word",NA
"nakuposlúch","obnoviť","nonword","nonword","word",NA
"prirostranný","veliteľ","nonword","nonword","word",NA
"nátiahne","kravata","nonword","nonword","word",NA
"užitý","prísaha","nonword","nonword","word",NA
"sýos","votrelec","nonword","nonword","word",NA
"odcvik","paranormálny","nonword","nonword","word",NA
"utieog","dverí","nonword","nonword","word",NA
"vysoká šktments","oddanosť","nonword","nonword","word",NA
"zomrák","vodík","nonword","nonword","word",NA
"absosmiešne","stolička","nonword","nonword","word",NA
"väzkom","knieža","nonword","nonword","word",NA
"loprázdlita","idiot","nonword","nonword","word",NA
"stavný","rybárčenie","nonword","nonword","word",NA
"jurisdikských","spánok","nonword","nonword","word",NA
"trvane","povie","nonword","nonword","word",NA
"článka","uniknúť","nonword","nonword","word",NA
"uzatvovať","povinnosť","nonword","nonword","word",NA
"spôvo","prízvuk","nonword","nonword","word",NA
"hrmestna","koncert","nonword","nonword","word",NA
"záodomňa","pani","nonword","nonword","word",NA
"mička","komédia","nonword","nonword","word",NA
"pieť","zastreliť","nonword","nonword","word",NA
"inváhach","hadica","nonword","nonword","word",NA
"pondesiel","drez","nonword","nonword","word",NA
"mršom","demokracia","nonword","nonword","word",NA
"liardoba","jo","nonword","nonword","word",NA
"trght","poškodenie","nonword","nonword","word",NA
"xxer","prašný","nonword","nonword","word",NA
"edd","skúška","nonword","nonword","word",NA
"impochmúrný","tunel","nonword","nonword","word",NA
"stávliare","federácia","nonword","nonword","word",NA
"otvorecords","povrch","nonword","nonword","word",NA
"obnoveských","bojisko","nonword","nonword","word",NA
"lúčúni","grófka","nonword","nonword","word",NA
"oriendo","piesok","nonword","nonword","word",NA
"antidoviezť","vybaviť","nonword","nonword","word",NA
"príňov","odpovedať","nonword","nonword","word",NA
"zmierica","fyzický","nonword","nonword","word",NA
"vznešenie","vyrábať","nonword","nonword","word",NA
"lečka","uraziť","nonword","nonword","word",NA
"rukovlastník","rage","nonword","nonword","word",NA
"mávšok","neschopný","nonword","nonword","word",NA
"výhoch","dať","nonword","nonword","word",NA
"pohostinských","odchod","nonword","nonword","word",NA
"v nála","syr","nonword","nonword","word",NA
"vlastnológia","postup","nonword","nonword","word",NA
"géliam","uniesť","nonword","nonword","word",NA
"rozoskup","obsah","nonword","nonword","word",NA
"velikoch","televízor","nonword","nonword","word",NA
"senplodný","morfín","nonword","nonword","word",NA
"súdrobný","ochorenie","nonword","nonword","word",NA
"exstupne","zachovať","nonword","nonword","word",NA
"múdtil","reálny","nonword","nonword","word",NA
"mauč","kamión","nonword","nonword","word",NA
"lokrasny","detektív","nonword","nonword","word",NA
"dôveroidoch","darček","nonword","nonword","word",NA
"sľubka","bitka","nonword","nonword","word",NA
"chvívenie","krutý","nonword","nonword","word",NA
"tód","nehoda","nonword","nonword","word",NA
"lyštetca","očarujúci","nonword","nonword","word",NA
"nágov","tvrdý","nonword","nonword","word",NA
"nechodný","desaťročie","nonword","nonword","word",NA
"chesteín","navrhnúť","nonword","nonword","word",NA
"porastranný","asistent","nonword","nonword","word",NA
"podapešť","alibi","nonword","nonword","word",NA
"strelny","potreba","nonword","nonword","word",NA
"kopveď","nevoľnosť","nonword","nonword","word",NA
"múdku","oklamať","nonword","nonword","word",NA
"niors","zakázať","nonword","nonword","word",NA
"agen","tehotenstvo","nonword","nonword","word",NA
"strietujúci","alfa","nonword","nonword","word",NA
"uhvlk","pochovať","nonword","nonword","word",NA
"kvitky","kópia","nonword","nonword","word",NA
"obšvédsky","upír","nonword","nonword","word",NA
"kamomi","myslieť si","nonword","nonword","word",NA
"kandihens","vysielač","nonword","nonword","word",NA
"chús","rozhodnosť","nonword","nonword","word",NA
"myo","dúšok","nonword","nonword","word",NA
"zabinách","núdzový stav","nonword","nonword","word",NA
"upadnier","náklad","nonword","nonword","word",NA
"samovhniezda","skryť","nonword","nonword","word",NA
"kodio","mínus","nonword","nonword","word",NA
"rax","schopnosť","nonword","nonword","word",NA
"hanstacko","prasa","nonword","nonword","word",NA
"saovečka","negatívny","nonword","nonword","word",NA
"priroukradne","výkon","nonword","nonword","word",NA
"mokyv","suma","nonword","nonword","word",NA
"trhé","zlepšenie","nonword","nonword","word",NA
"vostný","účinný","nonword","nonword","word",NA
"vybaveských","prístroj","nonword","nonword","word",NA
"komilých","zatvorené","nonword","nonword","word",NA
"vyuzit si","komunikácia","nonword","nonword","word",NA
"výškraba","heslo","nonword","nonword","word",NA
"henba","žuť","nonword","nonword","word",NA
"zátér","hodný","nonword","nonword","word",NA
"uliatok","civilizácia","nonword","nonword","word",NA
"komencích","klamár","nonword","nonword","word",NA
"pozorovastvách","šampionát","nonword","nonword","word",NA
"novák","blázon","nonword","nonword","word",NA
"nesk","tmavý","nonword","nonword","word",NA
"hiu","prepustenie","nonword","nonword","word",NA
"vinechci","baseball","nonword","nonword","word",NA
"roztný","dôležitý","nonword","nonword","word",NA
"počíkoch","obuv","nonword","nonword","word",NA
"počúcich","prenájom","nonword","nonword","word",NA
"vytvástvo","žena","nonword","nonword","word",NA
"továchod","zničenie","nonword","nonword","word",NA
"branka","oranžový","nonword","nonword","word",NA
"preskúlách","prezident","nonword","nonword","word",NA
"analychov","sporák","nonword","nonword","word",NA
"hammač","obežná dráha","nonword","nonword","word",NA
"žmurnosť","riaditeľ","nonword","nonword","word",NA
"výtvardok","byt","nonword","nonword","word",NA
"uneky","matematika","nonword","nonword","word",NA
"majestátských","čln","nonword","nonword","word",NA
"galékých","príčina","nonword","nonword","word",NA
"vydement","hmla","nonword","nonword","word",NA
"dopus","bezcenný","nonword","nonword","word",NA
"poarch","hlúposť","nonword","nonword","word",NA
"rorón","vajcia","nonword","nonword","word",NA
"výstaň","futbal","nonword","nonword","word",NA
"presledka","kapitalizmus","nonword","nonword","word",NA
"tračný","armáda","nonword","nonword","word",NA
"zdraram","konečný","nonword","nonword","word",NA
"hrnul","prestávka","nonword","nonword","word",NA
"týždbina","plánovanie","nonword","nonword","word",NA
"bezvhodný","december","nonword","nonword","word",NA
"očisva","had","nonword","nonword","word",NA
"zavražvať","chek","nonword","nonword","word",NA
"ľudne","energia","nonword","nonword","word",NA
"zarmu","kovboj","nonword","nonword","word",NA
"zatlieszaný","jedinečný","nonword","nonword","word",NA
"paniels","napísať","nonword","nonword","word",NA
"reel","objednať","nonword","nonword","word",NA
"dotče","alarm","nonword","nonword","word",NA
"sopný","hnevá","nonword","nonword","word",NA
"zavšimnúť","america","nonword","nonword","word",NA
"vinnaj","viera","nonword","nonword","word",NA
"liutratiť","láska","nonword","nonword","word",NA
"thp","vakcína","nonword","nonword","word",NA
"zaškvrniť","zámer","nonword","nonword","word",NA
"štvala","slávny","nonword","nonword","word",NA
"stihknutý","úder","nonword","nonword","word",NA
"svettať","zadok","nonword","nonword","word",NA
"priesšujúci","dovolenka","nonword","nonword","word",NA
"ročpiť","sabotáž","nonword","nonword","word",NA
"maradoch","umyť","nonword","nonword","word",NA
"otvovlastné","legenda","nonword","nonword","word",NA
"záslal","diskusia","nonword","nonword","word",NA
"skverať","ľahký","nonword","nonword","word",NA
"ahms","venus","nonword","nonword","word",NA
"pišžen","dolár","nonword","nonword","word",NA
"dedičných","mutácia","nonword","nonword","word",NA
"sakva","rím","nonword","nonword","word",NA
"idž","vykonanie","nonword","nonword","word",NA
"jedistranný","uterák","nonword","nonword","word",NA
"vychvstaminácia","sviečka","nonword","nonword","word",NA
"legál","zima","nonword","nonword","word",NA
"agóma","podnikateľ","nonword","nonword","word",NA
"otecia","obvyklý","nonword","nonword","word",NA
"viana","raketa","nonword","nonword","word",NA
"hríbch","týždenný","nonword","nonword","word",NA
"franvený","vzdelanie","nonword","nonword","word",NA
"krarý","výrobok","nonword","nonword","word",NA
"úspeša","vodca","nonword","nonword","word",NA
"nados","bratranec","nonword","nonword","word",NA
"kombinávrhár","fotograf","nonword","nonword","word",NA
"smmv","hrad","nonword","nonword","word",NA
"roztaviťcient","plot","nonword","nonword","word",NA
"skúseriál","novinár","nonword","nonword","word",NA
"măar","sluha","nonword","nonword","word",NA
"adoprenie","výhonovať","nonword","nonword","word",NA
"meršiť","bunda","nonword","nonword","word",NA
"trming","peňaženka","nonword","nonword","word",NA
"obťach","hlúpy","nonword","nonword","word",NA
"idenriadať","fugitívny","nonword","nonword","word",NA
"povid","hiv","nonword","nonword","word",NA
"kreón","zapôsobiť","nonword","nonword","word",NA
"príleživzdychne","jazva","nonword","nonword","word",NA
"odlen","biológia","nonword","nonword","word",NA
"uponec","halucinácia","nonword","nonword","word",NA
"prehŕdaš","plukovník","nonword","nonword","word",NA
"hlps","častica","nonword","nonword","word",NA
"kresmálne","náboženstvo","nonword","nonword","word",NA
"dobrý","absoljach","nonword","word","nonword",NA
"boha","aboporný","nonword","word","nonword",NA
"tréner","čerstvýministratívny","nonword","word","nonword",NA
"kapacita","adrenapchám","nonword","word","nonword",NA
"kruh","adrezerv","nonword","word","nonword",NA
"bonus","zvyktúra","nonword","word","nonword",NA
"pýcha","aktivotried","nonword","word","nonword",NA
"kráľovský","alrem","nonword","word","nonword",NA
"ventil","alvíš","nonword","word","nonword",NA
"atraktívny","prebi","nonword","word","nonword",NA
"odznak","techrica","nonword","word","nonword",NA
"pirát","scholýza","nonword","word","nonword",NA
"pravda","archilong","nonword","word","nonword",NA
"príkaz","arškanda","nonword","word","nonword",NA
"záznam","zvlágancia","nonword","word","nonword",NA
"hlad","widry","nonword","word","nonword",NA
"finančne","artékých","nonword","word","nonword",NA
"reťaz","asisvedz","nonword","word","nonword",NA
"inteligentný","atlanyorkský","nonword","word","nonword",NA
"možno","atmozvnutra","nonword","word","nonword",NA
"prázdny","aušie","nonword","word","nonword",NA
"zavádzanie","automont","nonword","word","nonword",NA
"bozk","bazmeška","nonword","word","nonword",NA
"kosť","bamar","nonword","word","nonword",NA
"konverzácia","balevant","nonword","word","nonword",NA
"ďalekohľad","lór","nonword","word","nonword",NA
"spustiť","basesiek","nonword","word","nonword",NA
"dôkaz","báňaš","nonword","word","nonword",NA
"pokračovať","baprizna","nonword","word","nonword",NA
"november","bezslušný","nonword","word","nonword",NA
"senzačný","bezstupný","nonword","word","nonword",NA
"slimák","bezpečskej","nonword","word","nonword",NA
"obchodný","opuslógia","nonword","word","nonword",NA
"jasne","strážlogický","nonword","word","nonword",NA
"prst","ubyka","nonword","word","nonword",NA
"večera","bláplo","nonword","word","nonword",NA
"vyhľadávanie","bohatších","nonword","word","nonword",NA
"spokojný","bohawkin","nonword","word","nonword",NA
"poštový","rej","nonword","word","nonword",NA
"cesta","bokvápko","nonword","word","nonword",NA
"tajomník","boúradník","nonword","word","nonword",NA
"sieť","boúradník","nonword","word","nonword",NA
"dráma","bowler","nonword","word","nonword",NA
"v júni","hunton","nonword","word","nonword",NA
"vetrovať","valský","nonword","word","nonword",NA
"hormón","cenda","nonword","word","nonword",NA
"zmena","gálna","nonword","word","nonword",NA
"hodnota","brdú","nonword","word","nonword",NA
"inštinkt","utheranec","nonword","word","nonword",NA
"únos","zmiznení","nonword","word","nonword",NA
"úcta","dáo","nonword","word","nonword",NA
"duševný","surdný","nonword","word","nonword",NA
"telegram","budovaských","nonword","word","nonword",NA
"diplom","hluda","nonword","word","nonword",NA
"finálny, konečný","radka","nonword","word","nonword",NA
"pištoľ","radka","nonword","word","nonword",NA
"naložiť","itt","nonword","word","nonword",NA
"kontrola","čaroovplyvnica","nonword","word","nonword",NA
"piknik","čarovlastník","nonword","word","nonword",NA
"odpoveď","vklaníčka","nonword","word","nonword",NA
"špeciálny","časoames","nonword","word","nonword",NA
"suma","vrectica","nonword","word","nonword",NA
"frajer","plato","nonword","word","nonword",NA
"samovražda","nárna","nonword","word","nonword",NA
"dôvod","šľachtimeter","nonword","word","nonword",NA
"právo","čeža","nonword","word","nonword",NA
"šou","alita","nonword","word","nonword",NA
"oblasť","cestovnýánoch","nonword","word","nonword",NA
"utopiť","chcink","nonword","word","nonword",NA
"zbytočný","chre","nonword","word","nonword",NA
"voľne","uprarurgia","nonword","word","nonword",NA
"vlastne","ukradný","nonword","word","nonword",NA
"mesačne","ukradný","nonword","word","nonword",NA
"jedinečný","chlaise","nonword","word","nonword",NA
"vlasy","pokrý","nonword","word","nonword",NA
"hobby","rovba","nonword","word","nonword",NA
"poľnohospodár","cichytľa","nonword","word","nonword",NA
"osol","svedna","nonword","word","nonword",NA
"výstavba","cibuľ","nonword","word","nonword",NA
"prúd","cigaplachta","nonword","word","nonword",NA
"vzhľad","nórnosť","nonword","word","nonword",NA
"vzdialenosť","cintohnať","nonword","word","nonword",NA
"zdravý","cirtén","nonword","word","nonword",NA
"rozvod","cizes","nonword","word","nonword",NA
"lovecký","oznalivý","nonword","word","nonword",NA
"smrteľný","civilizástvách","nonword","word","nonword",NA
"pohybovať sa","gyn","nonword","word","nonword",NA
"džez","čokoláriách","nonword","word","nonword",NA
"hnev","čochvíro","nonword","word","nonword",NA
"afrika","slávčenie","nonword","word","nonword",NA
"dedičstvo","cyborgký","nonword","word","nonword",NA
"fotoaparát","ďanať","nonword","word","nonword",NA
"okuliare","ďakrátko","nonword","word","nonword",NA
"nahý","špiček","nonword","word","nonword",NA
"sestra","darovaských","nonword","word","nonword",NA
"majster","osť","nonword","word","nonword",NA
"držať","osť","nonword","word","nonword",NA
"pekný","decemnách","nonword","word","nonword",NA
"cement","definíských","nonword","word","nonword",NA
"dobrovoľník","delostrewraithský","nonword","word","nonword",NA
"vozidlo","demokramount","nonword","word","nonword",NA
"starý","demonaliancia","nonword","word","nonword",NA
"unavený","uzatresia","nonword","word","nonword",NA
"nešťastný","desaťroidoch","nonword","word","nonword",NA
"narodenie","deteksiel","nonword","word","nonword",NA
"absurdné","jomstvo","nonword","word","nonword",NA
"ušľachtilý","diague","nonword","word","nonword",NA
"pravidlo","chronica","nonword","word","nonword",NA
"koruna","mokra","nonword","word","nonword",NA
"skrinka","opúšťaťa","nonword","word","nonword",NA
"továreň","techča","nonword","word","nonword",NA
"biskup","digo","nonword","word","nonword",NA
"náradie","diskumoch","nonword","word","nonword",NA
"späť","dirýchlo","nonword","word","nonword",NA
"chlieb","divítých","nonword","word","nonword",NA
"miestnosť","dllii","nonword","word","nonword",NA
"vyhliadka","gráka","nonword","word","nonword",NA
"politika","abaor","nonword","word","nonword",NA
"krava","eao","nonword","word","nonword",NA
"vynikajúci","dobrostiahne","nonword","word","nonword",NA
"čakať","dodaniachný","nonword","word","nonword",NA
"odpustiť","dosiahda","nonword","word","nonword",NA
"námorný","dôlit","nonword","word","nonword",NA
"škrabanec","dokonaštval","nonword","word","nonword",NA
"vojak","dokusoch","nonword","word","nonword",NA
"západ slnka","dobus","nonword","word","nonword",NA
"chorý","dôlesprostý","nonword","word","nonword",NA
"pyramída","dôčierne","nonword","word","nonword",NA
"anarchia","domiu","nonword","word","nonword",NA
"ilúzia","dostašťastný","nonword","word","nonword",NA
"text","dôstojskej","nonword","word","nonword",NA
"člen","stravera","nonword","word","nonword",NA
"predný","dovochádzka","nonword","word","nonword",NA
"financovať","drif","nonword","word","nonword",NA
"kapsula","kurga","nonword","word","nonword",NA
"pravdepodobnosť","drďo","nonword","word","nonword",NA
"vyváženie","duľa","nonword","word","nonword",NA
"hriech","dúraz","nonword","word","nonword",NA
"monštrum","lakrí","nonword","word","nonword",NA
"angličtina","dynathan","nonword","word","nonword",NA
"kultúra","elevďačný","nonword","word","nonword",NA
"povedať","eleksladký","nonword","word","nonword",NA
"papierový","skontrina","nonword","word","nonword",NA
"nepriateľský","emocitriedny","nonword","word","nonword",NA
"urobiť","enerlám","nonword","word","nonword",NA
"niekedy","zjeddémia","nonword","word","nonword",NA
"ustarostený","strozóda","nonword","word","nonword",NA
"dna","trošcia","nonword","word","nonword",NA
"fér","exoswaldovať","nonword","word","nonword",NA
"diamant","explótých","nonword","word","nonword",NA
"nadprirodzený","exstavné","nonword","word","nonword",NA
"sám","explatný","nonword","word","nonword",NA
"zdroj","fagentný","nonword","word","nonword",NA
"zjavenie","ospratastický","nonword","word","nonword",NA
"uhlie","upratasy","nonword","word","nonword",NA
"pozrieť sa","faxoných","nonword","word","nonword",NA
"pomsta","federáských","nonword","word","nonword",NA
"extrémne","vraztival","nonword","word","nonword",NA
"pohostinnosť","fimp","nonword","word","nonword",NA
"dosť","fislovný","nonword","word","nonword",NA
"pomaly","financovastvách","nonword","word","nonword",NA
"jóga","financovastvách","nonword","word","nonword",NA
"ligový","kunša","nonword","word","nonword",NA
"riskantný","rýchtila","nonword","word","nonword",NA
"uhlík","fotojich","nonword","word","nonword",NA
"pokles","fotograstrel","nonword","word","nonword",NA
"veverička","elekcúzsky","nonword","word","nonword",NA
"snímač","supza","nonword","word","nonword",NA
"tvrdý","fugiprázdny","nonword","word","nonword",NA
"antidotum","mliečný","nonword","word","nonword",NA
"rum","futtej","nonword","word","nonword",NA
"podlaha","fyvšetký","nonword","word","nonword",NA
"nádej","galadĺži","nonword","word","nonword",NA
"rana","gazin","nonword","word","nonword",NA
"silový","giprezra","nonword","word","nonword",NA
"evolúcia","glocierny","nonword","word","nonword",NA
"nízky","goštvala","nonword","word","nonword",NA
"pomoc","právky","nonword","word","nonword",NA
"spevák","grrť","nonword","word","nonword",NA
"ponúknuť","draska","nonword","word","nonword",NA
"východ","lečka","nonword","word","nonword",NA
"obeť","ozd","nonword","word","nonword",NA
