"et_target","et_cue","type","target_type","cue_type","et_cosine"
"tööli","juhtima","nonword","nonword","word",NA
"eemalviline","astronaut","nonword","nonword","word",NA
"musuaalsema","jooga","nonword","nonword","word",NA
"roopa","tulekahju","nonword","nonword","word",NA
"jenja","mürk","nonword","nonword","word",NA
"lepans","kesköö","nonword","nonword","word",NA
"parandaminemuistsel","tuba","nonword","nonword","word",NA
"seadlari","paranoiline","nonword","nonword","word",NA
"flirma","tulevik","nonword","nonword","word",NA
"abnemine","ahela","nonword","nonword","word",NA
"oodatama","tore","nonword","nonword","word",NA
"parooligataskurätik","džungel","nonword","nonword","word",NA
"spiooniline","pomm","nonword","nonword","word",NA
"lotu","sõiduk","nonword","nonword","word",NA
"toimilind","inspektor","nonword","nonword","word",NA
"jades","rahaliselt","nonword","nonword","word",NA
"jagaksitama","konservatiivne","nonword","nonword","word",NA
"lipil","alahinnata","nonword","nonword","word",NA
"kommunikattuseks","vahele segama","nonword","nonword","word",NA
"nõuk","läänes","nonword","nonword","word",NA
"maab","nüüd","nonword","nonword","word",NA
"tõidkiri","ostma","nonword","nonword","word",NA
"samumürk","alati","nonword","nonword","word",NA
"auvitš","nõel","nonword","nonword","word",NA
"restal","rõngas","nonword","nonword","word",NA
"lapsemiod","müüja","nonword","nonword","word",NA
"tavaligioos","jahipidamine","nonword","nonword","word",NA
"veentama","turniir","nonword","nonword","word",NA
"kohtlus","lõhkema","nonword","nonword","word",NA
"häälsember","helistama","nonword","nonword","word",NA
"mängukoer","ass","nonword","nonword","word",NA
"braress","kirstu","nonword","nonword","word",NA
"vanemadtama","moodne","nonword","nonword","word",NA
"altur","karistus","nonword","nonword","word",NA
"pankas","kiiver","nonword","nonword","word",NA
"kahtma","agent","nonword","nonword","word",NA
"kirma","album","nonword","nonword","word",NA
"jänd","spioon","nonword","nonword","word",NA
"klunik","kauss","nonword","nonword","word",NA
"hommikulusid","riie","nonword","nonword","word",NA
"pasc","kaal","nonword","nonword","word",NA
"elektlustama","anonüümne","nonword","nonword","word",NA
"mõisdaja","pangandus","nonword","nonword","word",NA
"vasakuleviisorist","ratsavägi","nonword","nonword","word",NA
"ath","töötama","nonword","nonword","word",NA
"tõendustus","viski","nonword","nonword","word",NA
"vinve","navigatsioon","nonword","nonword","word",NA
"krrds","külalislahkus","nonword","nonword","word",NA
"tähtrama","kampaania","nonword","nonword","word",NA
"haletsuspetentne","tasku","nonword","nonword","word",NA
"kaitsvitama","suurendama","nonword","nonword","word",NA
"coa","šerif","nonword","nonword","word",NA
"laptu","vara","nonword","nonword","word",NA
"veentama","hirmutav","nonword","nonword","word",NA
"prootama","karm","nonword","nonword","word",NA
"reakondlik","tütar","nonword","nonword","word",NA
"pesukamisel","illegaalne","nonword","nonword","word",NA
"ericksioon","poisid","nonword","nonword","word",NA
"plaanija","kontrollima","nonword","nonword","word",NA
"kooten","koletis","nonword","nonword","word",NA
"torgwendo","poes","nonword","nonword","word",NA
"ropdi","munk","nonword","nonword","word",NA
"treelik","üks","nonword","nonword","word",NA
"tðik","kaneel","nonword","nonword","word",NA
"divisheks","peigmees","nonword","nonword","word",NA
"virma","telegramm","nonword","nonword","word",NA
"lisse","jõulud","nonword","nonword","word",NA
"meievama","kahetsusväärne","nonword","nonword","word",NA
"täisma","varastama","nonword","nonword","word",NA
"hina","rong","nonword","nonword","word",NA
"charnägu","valetama","nonword","nonword","word",NA
"morjad","siid","nonword","nonword","word",NA
"seator","playboy","nonword","nonword","word",NA
"juusta","esinema","nonword","nonword","word",NA
"pltrats","universum","nonword","nonword","word",NA
"atkoordi","viga","nonword","nonword","word",NA
"lengar","õun","nonword","nonword","word",NA
"lõptu","top","nonword","nonword","word",NA
"kaima","ema","nonword","nonword","word",NA
"lofi","röövima","nonword","nonword","word",NA
"palgamõrrooga","ära hoidma","nonword","nonword","word",NA
"rahalinemuistsel","relvapowder","nonword","nonword","word",NA
"inpuurtor","tee","nonword","nonword","word",NA
"georgija","surmav","nonword","nonword","word",NA
"kaogu","hääl","nonword","nonword","word",NA
"ameerima","rakendama","nonword","nonword","word",NA
"remuks","vastik","nonword","nonword","word",NA
"huas","kõri","nonword","nonword","word",NA
"iltt","huulepulk","nonword","nonword","word",NA
"franciscossenati","ärakuulamine","nonword","nonword","word",NA
"ihaldatus","kõrvaldama","nonword","nonword","word",NA
"skient","kere","nonword","nonword","word",NA
"kuritegetõmmet","uputama","nonword","nonword","word",NA
"väägel","teine","nonword","nonword","word",NA
"oun","lasagna","nonword","nonword","word",NA
"praft","vajalik","nonword","nonword","word",NA
"pasq","vaeva","nonword","nonword","word",NA
"rünna","suudlus","nonword","nonword","word",NA
"luumat","saastumine","nonword","nonword","word",NA
"mazy","toetus","nonword","nonword","word",NA
"korstnamine","juuksed","nonword","nonword","word",NA
"kohadest","tavaline","nonword","nonword","word",NA
"piibio","invasioon","nonword","nonword","word",NA
"kardidest","protsess","nonword","nonword","word",NA
"dusidkimine","punane","nonword","nonword","word",NA
"hiisi","kõne","nonword","nonword","word",NA
"folus","lubama","nonword","nonword","word",NA
"hyu","arvestama","nonword","nonword","word",NA
"kugi","kohus","nonword","nonword","word",NA
"valval","müra","nonword","nonword","word",NA
"digb","kamber","nonword","nonword","word",NA
"meretusi","radar","nonword","nonword","word",NA
"töötteegia","katse","nonword","nonword","word",NA
"orriod","tootja","nonword","nonword","word",NA
"ränma","rituaal","nonword","nonword","word",NA
"leltkiri","tehas","nonword","nonword","word",NA
"nähnus","bravo","nonword","nonword","word",NA
"pote","vabadus","nonword","nonword","word",NA
"põgeneminemuistsel","orav","nonword","nonword","word",NA
"põhkärvatama","puhata","nonword","nonword","word",NA
"tüdruplat","faktor","nonword","nonword","word",NA
"poliikese","varjupaika","nonword","nonword","word",NA
"alustaja","ala","nonword","nonword","word",NA
"ekskluvatusohtlik","ebatavaline","nonword","nonword","word",NA
"huvikuid","surm","nonword","nonword","word",NA
"veerius","valik","nonword","nonword","word",NA
"jeu","klann","nonword","nonword","word",NA
"poolus","valge","nonword","nonword","word",NA
"vary","galerii","nonword","nonword","word",NA
"fibs","taevas","nonword","nonword","word",NA
"väauk","juhus","nonword","nonword","word",NA
"negaraazine","vabatahtlik","nonword","nonword","word",NA
"tahang","ebamõistlik","nonword","nonword","word",NA
"mek","heategevus","nonword","nonword","word",NA
"harjuvõim","sekretär","nonword","nonword","word",NA
"koio","annus","nonword","nonword","word",NA
"praats","ingel","nonword","nonword","word",NA
"eramia","söe","nonword","nonword","word",NA
"pöörtama","suhkur","nonword","nonword","word",NA
"kirsuundus","riskantne","nonword","nonword","word",NA
"krisramm","tunnistama","nonword","nonword","word",NA
"hoose","haige","nonword","nonword","word",NA
"debaccaratsioon","maa","nonword","nonword","word",NA
"protsetica","atraktiivne","nonword","nonword","word",NA
"kopgi","nukk","nonword","nonword","word",NA
"sipoolne","teadmatus","nonword","nonword","word",NA
"alantoran","lükkama","nonword","nonword","word",NA
"jakta","tütarlaps","nonword","nonword","word",NA
"matundma","kroon","nonword","nonword","word",NA
"rõem","lehm","nonword","nonword","word",NA
"tavlik","avenüü","nonword","nonword","word",NA
"vanglane","vein","nonword","nonword","word",NA
"konttama","fenomen","nonword","nonword","word",NA
"strukteed","vaene","nonword","nonword","word",NA
"vahedust","sööda","nonword","nonword","word",NA
"rerl","vaimne","nonword","nonword","word",NA
"televiduaal","tuhat","nonword","nonword","word",NA
"peripoisster","suvel","nonword","nonword","word",NA
"uurikima","luu","nonword","nonword","word",NA
"muuleeg","objekt","nonword","nonword","word",NA
"satelnema","staatus","nonword","nonword","word",NA
"ratid","alus","nonword","nonword","word",NA
"rahastaminemuistsel","ronima","nonword","nonword","word",NA
"inprioriteerima","vandenõu","nonword","nonword","word",NA
"õnnetest","närvi","nonword","nonword","word",NA
"sihlik","lubama","nonword","nonword","word",NA
"maanee","päris","nonword","nonword","word",NA
"kumisestama","kaasamine","nonword","nonword","word",NA
"teistsutama","rand","nonword","nonword","word",NA
"rapead","rütm","nonword","nonword","word",NA
"rannilist","äkki","nonword","nonword","word",NA
"tugemeel","kolmas","nonword","nonword","word",NA
"kommualandlik","mees","nonword","nonword","word",NA
"preesttükivägi","tooma","nonword","nonword","word",NA
"metalveks","riiklik","nonword","nonword","word",NA
"fantaaland","alandlik","nonword","nonword","word",NA
"transma","reklaam","nonword","nonword","word",NA
"jätak","parlament","nonword","nonword","word",NA
"taasgatud","reaalsus","nonword","nonword","word",NA
"protoverd","töö","nonword","nonword","word",NA
"jugi","kivi","nonword","nonword","word",NA
"tutaksdus","uhke","nonword","nonword","word",NA
"salhoiatus","maraton","nonword","nonword","word",NA
"dünacutt","kaubanduslik","nonword","nonword","word",NA
"kulddima","uss","nonword","nonword","word",NA
"ajakirjapoolt","unustama","nonword","nonword","word",NA
"vastulauassma","välk","nonword","nonword","word",NA
"elektkurätik","võlu","nonword","nonword","word",NA
"julvas","kalender","nonword","nonword","word",NA
"ülemaasuaalne","just","nonword","nonword","word",NA
"kolmlisk","sõna","nonword","nonword","word",NA
"suunmine","öösel","nonword","nonword","word",NA
"evalik","sügis","nonword","nonword","word",NA
"ldt","platvorm","nonword","nonword","word",NA
"idiooremoonia","ming","nonword","nonword","word",NA
"mades","tsement","nonword","nonword","word",NA
"kauhue","süütu","nonword","nonword","word",NA
"orbuž","betoon","nonword","nonword","word",NA
"jusate","messiline","nonword","nonword","word",NA
"lass","kättemaks","nonword","nonword","word",NA
"kaelaburg","viirus","nonword","nonword","word",NA
"hüimesta","armuke","nonword","nonword","word",NA
"eelismustama","kapsel","nonword","nonword","word",NA
"mõõtka keel","edu","nonword","nonword","word",NA
"lihtmune","isik","nonword","nonword","word",NA
"lutusedraha","trofee","nonword","nonword","word",NA
"taasvima","šerlokk","nonword","nonword","word",NA
"peerem","nõudma","nonword","nonword","word",NA
"patalmärk","kahekordne","nonword","nonword","word",NA
"konhel","suhteline","nonword","nonword","word",NA
"seemli","kuu","nonword","nonword","word",NA
"kehla","lapsehoidja","nonword","nonword","word",NA
"päästkumine","silla","nonword","nonword","word",NA
"piibja","andestama","nonword","nonword","word",NA
"kiirtoi","sisaldama","nonword","nonword","word",NA
"ministeesuses","kangekaelne","nonword","nonword","word",NA
"gistus","tunnistaja","nonword","nonword","word",NA
"chanaal","pilet","nonword","nonword","word",NA
"translitama","romeo","nonword","nonword","word",NA
"kümpany","otsene","nonword","nonword","word",NA
"müsteepoeg","järgima","nonword","nonword","word",NA
"emage","teleskoop","nonword","nonword","word",NA
"drape","orkester","nonword","nonword","word",NA
"osanev","gaas","nonword","nonword","word",NA
"visuaaltama","hirmutama","nonword","nonword","word",NA
"vanemadtama","võimetus","nonword","nonword","word",NA
"põhidalgodus","tagasiastumine","nonword","nonword","word",NA
"litid","profiil","nonword","nonword","word",NA
"klryt","kokaiin","nonword","nonword","word",NA
"dunsood","pension","nonword","nonword","word",NA
"leithust","jazz","nonword","nonword","word",NA
"talen","avama","nonword","nonword","word",NA
"istusest","korraldama","nonword","nonword","word",NA
"assisnoos","mujal","nonword","nonword","word",NA
"eelissiline","lühike","nonword","nonword","word",NA
"padselt","isa","nonword","nonword","word",NA
"jõltav","imetlema","nonword","nonword","word",NA
"viihu","ping","nonword","nonword","word",NA
"treng","kaitsma","nonword","nonword","word",NA
"tähelepanuväärnemuistsel","orkaan","nonword","nonword","word",NA
"liva","kiirabi","nonword","nonword","word",NA
"okhäärber","kohver","nonword","nonword","word",NA
"linnavust","vaimukas","nonword","nonword","word",NA
"monson","õnnetu","nonword","nonword","word",NA
"sektper","raadius","nonword","nonword","word",NA
"puuteadla","tugevus","nonword","nonword","word",NA
"seco","salajane","nonword","nonword","word",NA
"tundin","mudel","nonword","nonword","word",NA
"kõrvalaque","võlts","nonword","nonword","word",NA
"sikir","lesk","nonword","nonword","word",NA
"isikline","tigu","nonword","nonword","word",NA
"minetest","ahv","nonword","nonword","word",NA
"sioonema","pump","nonword","nonword","word",NA
"lavend","soe","nonword","nonword","word",NA
"sõdalanemuistsel","otsima","nonword","nonword","word",NA
"jakas","ventiil","nonword","nonword","word",NA
"uai","riputamine","nonword","nonword","word",NA
"aulus","neer","nonword","nonword","word",NA
"igatma","takistus","nonword","nonword","word",NA
"solsuni","kõrbes","nonword","nonword","word",NA
"bisse","andestus","nonword","nonword","word",NA
"meisttiliselt","riik","nonword","nonword","word",NA
"froms","tänulik","nonword","nonword","word",NA
"dusma","resistentsus","nonword","nonword","word",NA
"temperameest","hilja","nonword","nonword","word",NA
"oliivima","tablett","nonword","nonword","word",NA
"ugial","maffia","nonword","nonword","word",NA
"sabonuud","puhas","nonword","nonword","word",NA
"võrtur","nael","nonword","nonword","word",NA
"pesamiat","dünastia","nonword","nonword","word",NA
"asiad","leegion","nonword","nonword","word",NA
"depressurss","püramiid","nonword","nonword","word",NA
"tarlaps","üldine","nonword","nonword","word",NA
"ricrus","projekt","nonword","nonword","word",NA
"šokotown","pruun","nonword","nonword","word",NA
"musbu","noored","nonword","nonword","word",NA
"sidei","füüsika","nonword","nonword","word",NA
"elektmutama","teisejärguline","nonword","nonword","word",NA
"disma","kelner","nonword","nonword","word",NA
"sündloed","kabiin","nonword","nonword","word",NA
"raseliin","rooma","nonword","nonword","word",NA
"kipman","kaaluma","nonword","nonword","word",NA
"saher","armukade","nonword","nonword","word",NA
"kadusest","amatöör","nonword","nonword","word",NA
"taproc","ebaõiglus","nonword","nonword","word",NA
"vesituat","võimatu","nonword","nonword","word",NA
"rünna","kantsler","nonword","nonword","word",NA
"džunglistama","naeratama","nonword","nonword","word",NA
"vaenat","nimetus","nonword","nonword","word",NA
"tokirstu","caesar","nonword","nonword","word",NA
"välisukdama","isand","nonword","nonword","word",NA
"suna","abikaasa","nonword","nonword","word",NA
"minismaks","illusioon","nonword","nonword","word",NA
"säikus","intsident","nonword","nonword","word",NA
"maadi","ettevõte","nonword","nonword","word",NA
"tafa","vintpüss","nonword","nonword","word",NA
"paradioakma","kaebus","nonword","nonword","word",NA
"juhaselt","loll","nonword","nonword","word",NA
"tabliin","kasulik","nonword","nonword","word",NA
"lõppvane","raiskama","nonword","nonword","word",NA
"tanicuttama","oksjon","nonword","nonword","word",NA
"vallandaminemuistsel","lihtsalt","nonword","nonword","word",NA
"täiuslitama","haud","nonword","nonword","word",NA
"tähtpäe","järeldus","nonword","nonword","word",NA
"kuskese","sisenema","nonword","nonword","word",NA
"ligh","mees","nonword","nonword","word",NA
"vaduv","tätoveering","nonword","nonword","word",NA
"väljamiegase","rodeo","nonword","nonword","word",NA
"limutant","liblikas","nonword","nonword","word",NA
"ratle","vihkamine","nonword","nonword","word",NA
"kuulsima","lahter","nonword","nonword","word",NA
"aisep","mugav","nonword","nonword","word",NA
"mõrrum","kommentaar","nonword","nonword","word",NA
"aridenti","golf","nonword","nonword","word",NA
"harmoovust","abitu","nonword","nonword","word",NA
"rahahaav","muretsema","nonword","nonword","word",NA
"koez","kasum","nonword","nonword","word",NA
"olm","krediiti","nonword","nonword","word",NA
"tavalinemuistsel","aspiriin","nonword","nonword","word",NA
"ülsik","majesteetlikkus","nonword","nonword","word",NA
"plring","maagia","nonword","nonword","word",NA
"maanjus","minimaalne","nonword","nonword","word",NA
"nte","soovima","nonword","nonword","word",NA
"kalstreikivi","kasu saama","nonword","nonword","word",NA
"sihtdus","päästma","nonword","nonword","word",NA
"võrdti","kannatamine","nonword","nonword","word",NA
"mõistama","tekst","nonword","nonword","word",NA
"itaalsionaalne","eesmärk","nonword","nonword","word",NA
"praamine","kuldne","nonword","nonword","word",NA
"mehaanilinemuistsel","võimsus","nonword","nonword","word",NA
"märdus","viisakas","nonword","nonword","word",NA
"miidenti","klaver","nonword","nonword","word",NA
"estreene","shooter","nonword","nonword","word",NA
"mohammeline","tubakas","nonword","nonword","word",NA
"räpas","ekraan","nonword","nonword","word",NA
"kohtletus","pilt","nonword","nonword","word",NA
"soori","seersant","nonword","nonword","word",NA
"mikrosvert","loomulikult","nonword","nonword","word",NA
"vronster","hea","nonword","nonword","word",NA
"lihtkiri","raha","nonword","nonword","word",NA
"ramad","diplom","nonword","nonword","word",NA
"japoolttama","hiir","nonword","nonword","word",NA
"xae","teemant","nonword","nonword","word",NA
"lennupühi","seeria","nonword","nonword","word",NA
"norseemne","luba","nonword","nonword","word",NA
"harikraa","konn","nonword","nonword","word",NA
"kilpkusi","tehniline","nonword","nonword","word",NA
"tõemõistline","ilmutus","nonword","nonword","word",NA
"kuuldama","kaastundlik","nonword","nonword","word",NA
"kki","hai","nonword","nonword","word",NA
"mõrki","põnev","nonword","nonword","word",NA
"mõistama","geenius","nonword","nonword","word",NA
"garett","võitlus","nonword","nonword","word",NA
"gelda","suur","nonword","nonword","word",NA
"vabert","lahkuma","nonword","nonword","word",NA
"yxi","haigla","nonword","nonword","word",NA
"suitdima","kujutlusvõime","nonword","nonword","word",NA
"kirurtelt","printsess","nonword","nonword","word",NA
"direkliga","tervis","nonword","nonword","word",NA
"ret","vastutus","nonword","nonword","word",NA
"artik","portaali","nonword","nonword","word",NA
"magne","isiklik","nonword","nonword","word",NA
"suurline","needus","nonword","nonword","word",NA
"kontjeks","laager","nonword","nonword","word",NA
"võitgija","tempel","nonword","nonword","word",NA
"sooli","juhtimine","nonword","nonword","word",NA
"measi","autor","nonword","nonword","word",NA
"pühendufayel","inglise","nonword","nonword","word",NA
"haistist","aeg-ajalt","nonword","nonword","word",NA
"sõjaväelinemuistsel","käivitus","nonword","nonword","word",NA
"valanokk","haarama","nonword","nonword","word",NA
"magamistumiseks","loomulik","nonword","nonword","word",NA
"siganing","võit","nonword","nonword","word",NA
"nõos","piirkondlik","nonword","nonword","word",NA
"koordima","suursaadik","nonword","nonword","word",NA
"jelda","tegevus-","nonword","nonword","word",NA
"piitlik","lusikas","nonword","nonword","word",NA
"toav","pacific","nonword","nonword","word",NA
"lerc","suurus","nonword","nonword","word",NA
"tuleheit","lamedama","nonword","nonword","word",NA
"minetusi","loovutama","nonword","nonword","word",NA
"tutuulttama","motiiv","nonword","nonword","word",NA
"tunväärtus","prügikast","nonword","nonword","word",NA
"tunvärvatama","gripp","nonword","nonword","word",NA
"kahtma","täiskasvanud","nonword","nonword","word",NA
"sokoorma","pakkuma","nonword","nonword","word",NA
"poäl","kaabel","nonword","nonword","word",NA
"poels","generaator","nonword","nonword","word",NA
"jõumi","tegelikult","nonword","nonword","word",NA
"honier","vaatlus","nonword","nonword","word",NA
"priorisikaline","sõna otseses mõttes","nonword","nonword","word",NA
"välismaalanemuistsel","rebima","nonword","nonword","word",NA
"abiesitt","alla","nonword","nonword","word",NA
"koguheit","vannutama","nonword","nonword","word",NA
"amettatud","takso","nonword","nonword","word",NA
"taasrikus","julgeolek","nonword","nonword","word",NA
"kour","midagi","nonword","nonword","word",NA
"ükteerudane","kontseptsioon","nonword","nonword","word",NA
"kolotuur","hotell","nonword","nonword","word",NA
"paranorpetentne","anatoomia","nonword","nonword","word",NA
"berten","koloonia","nonword","nonword","word",NA
"rünsioon","keelduma","nonword","nonword","word",NA
"prootaja","saatus","nonword","nonword","word",NA
"husper","kiht","nonword","nonword","word",NA
"pettuprot","kultuur","nonword","nonword","word",NA
"pasilt","jumal","nonword","nonword","word",NA
"ümrad","küüs","nonword","nonword","word",NA
"gaidiootika","seonduma","nonword","nonword","word",NA
"meeles pidplekke","mida","nonword","nonword","word",NA
"penma","vanaisa","nonword","nonword","word",NA
"võitkuma","laud","nonword","nonword","word",NA
"matel","vabalt","nonword","nonword","word",NA
"mõislema","õhuke","nonword","nonword","word",NA
"järgma","õrn","nonword","nonword","word",NA
"üleunistus","iga päev","nonword","nonword","word",NA
"chandleandja","lojaalsus","nonword","nonword","word",NA
"evanpektiiv","aruanne","nonword","nonword","word",NA
"taasrikas","andur","nonword","nonword","word",NA
"ound","purustama","nonword","nonword","word",NA
"päässaim","lõplik","nonword","nonword","word",NA
"teerudamine","suupiste","nonword","nonword","word",NA
"demokraapoolt","alla neelama","nonword","nonword","word",NA
"vasis","karjäär","nonword","nonword","word",NA
"vabakeskealikult","rekord","nonword","nonword","word",NA
"risid","põhjendus","nonword","nonword","word",NA
"hoiatane","kindel","nonword","nonword","word",NA
"vikuulsus","mõõk","nonword","nonword","word",NA
"probmers","kinni pidama","nonword","nonword","word",NA
"vionis","washington","nonword","nonword","word",NA
"carke","sealiha","nonword","nonword","word",NA
"saatrima","meetod","nonword","nonword","word",NA
"vaimad","tuhk","nonword","nonword","word",NA
"radioaktama","dekaan","nonword","nonword","word",NA
"kliensionaalne","kuninglik","nonword","nonword","word",NA
"naljapool","esitama","nonword","nonword","word",NA
"vajamõel","käsk","nonword","nonword","word",NA
"halge","vargus","nonword","nonword","word",NA
"teeskletaja","summa","nonword","nonword","word",NA
"cost","kutt","nonword","nonword","word",NA
"valikuvõimarakratt","artefakt","nonword","nonword","word",NA
"varöntge","lõpp","nonword","nonword","word",NA
"umvis","rassistlik","nonword","nonword","word",NA
"seha","aafrika","nonword","nonword","word",NA
"vitareas","kontakt","nonword","nonword","word",NA
"dalke","küsimus","nonword","nonword","word",NA
"valkeelatama","tõenäosus","nonword","nonword","word",NA
"patroos","kannatlikkus","nonword","nonword","word",NA
"noee","õppima","nonword","nonword","word",NA
"vanaist","torn","nonword","nonword","word",NA
"lantus","tabel","nonword","nonword","word",NA
"jutorn","anarhia","nonword","nonword","word",NA
"abide","esmaspäev","nonword","nonword","word",NA
"omakul","prillid","nonword","nonword","word",NA
"naalasjategija","kaine","nonword","nonword","word",NA
"taasvima","korvpall","nonword","nonword","word",NA
"elektvimine","mesi","nonword","nonword","word",NA
"tuvad","õhtusöök","nonword","nonword","word",NA
"varjurium","tulemus","nonword","nonword","word",NA
"reaalkendama","pulss","nonword","nonword","word",NA
"võittima","mägi","nonword","nonword","word",NA
"võrdjane","ebamugav","nonword","nonword","word",NA
"meespane","naeruväärne","nonword","nonword","word",NA
"vastubisi","tere","nonword","nonword","word",NA
"kuutus","kapitali-","nonword","nonword","word",NA
"koriietus","optimistlik","nonword","nonword","word",NA
"parsum","aken","nonword","nonword","word",NA
"vedetest","privileeg","nonword","nonword","word",NA
"lesiteri","kuum","nonword","nonword","word",NA
"moskpanja","määrdunud","nonword","nonword","word",NA
"ventileeriminemuistsel","eelarve","nonword","nonword","word",NA
"urmon","rahvusvaheline","nonword","nonword","word",NA
"biootelu","patsient","nonword","nonword","word",NA
"klassima","fookus","nonword","nonword","word",NA
"rapi","tarkvara","nonword","nonword","word",NA
"arriietus","analüütik","nonword","nonword","word",NA
"inime","kindlalt","nonword","nonword","word",NA
"thokus","katk","nonword","nonword","word",NA
"sõbratuur","alasti","nonword","nonword","word",NA
"rerl","pimedus","nonword","nonword","word",NA
"vibü","reporter","nonword","nonword","word",NA
"padselt","enamus","nonword","nonword","word",NA
"hamburkuid","kasutu","nonword","nonword","word",NA
"rektne","otsing","nonword","nonword","word",NA
"seadmetu","kombinatsioon","nonword","nonword","word",NA
"veetgia","föderaalne","nonword","nonword","word",NA
"kanme","kriimustama","nonword","nonword","word",NA
"kõõrdsaamine","populaarne","nonword","nonword","word",NA
"kindlema","kontroll","nonword","nonword","word",NA
"vaban","elus","nonword","nonword","word",NA
"ggu","madal","nonword","nonword","word",NA
"kaitsrienergia","eskort","nonword","nonword","word",NA
"erateem","miljonit","nonword","nonword","word",NA
"allreaalajastama","pagulane","nonword","nonword","word",NA
"lumeinitama","äärmiselt","nonword","nonword","word",NA
"ohuton","sarnane","nonword","nonword","word",NA
"tesiaalsema","lapselaps","nonword","nonword","word",NA
"vampart","hullumeelsus","nonword","nonword","word",NA
"must","chucrika","nonword","word","nonword",NA
"pood","resre","nonword","word","nonword",NA
"kõrgus","äärmitiiv","nonword","word","nonword",NA
"lill","aastavaim","nonword","word","nonword",NA
"arvuti","ahelmi","nonword","word","nonword",NA
"võimalus","abivõibollahutus","nonword","word","nonword",NA
"mutatsioon","abitähtsa","nonword","word","nonword",NA
"hull","vestu","nonword","word","nonword",NA
"pudel","absostiilselt","nonword","word","nonword",NA
"peekon","advolius","nonword","word","nonword",NA
"võitleja","aegajare","nonword","word","nonword",NA
"kivi","liiklane","nonword","word","nonword",NA
"armastaja","aeglamise","nonword","word","nonword",NA
"tootmine","weent","nonword","word","nonword",NA
"prügi","dekla","nonword","word","nonword",NA
"peatama","kki","nonword","word","nonword",NA
"et","fov","nonword","word","nonword",NA
"uurima","aiye","nonword","word","nonword",NA
"dünamiit","tusetama","nonword","word","nonword",NA
"väike","ajalooksjandus","nonword","word","nonword",NA
"ajakava","rku","nonword","word","nonword",NA
"vahend","maen","nonword","word","nonword",NA
"lahinguvälja","hacki","nonword","word","nonword",NA
"ajaleht","akväärne","nonword","word","nonword",NA
"pliid","jua","nonword","word","nonword",NA
"hääletama","enesehinnata","nonword","word","nonword",NA
"korraldama","ühendlik","nonword","word","nonword",NA
"vangistus","isanti","nonword","word","nonword",NA
"jaama","midti","nonword","word","nonword",NA
"jah","alnoi","nonword","word","nonword",NA
"sigaret","alkoholikopteriga","nonword","word","nonword",NA
"ikka","alkud","nonword","word","nonword",NA
"rass","alla neeldiseid","nonword","word","nonword",NA
"pikkus","alligent","nonword","word","nonword",NA
"kuulda","allveevärk","nonword","word","nonword",NA
"kommunikatsioon","altkäemaksu anpõrkeks","nonword","word","nonword",NA
"segiajamine","rcus","nonword","word","nonword",NA
"müsteerium","amatics","nonword","word","nonword",NA
"harjutus","ohvlik","nonword","word","nonword",NA
"temperatuur","laullikult","nonword","word","nonword",NA
"salvestus","analüükese","nonword","word","nonword",NA
"peegel","anarlek","nonword","word","nonword",NA
"väärikas","anatoovest","nonword","word","nonword",NA
"efektiivne","anhooratama","nonword","word","nonword",NA
"rannikul","anquintus","nonword","word","nonword",NA
"magamistuba","androi","nonword","word","nonword",NA
"katse","anlev","nonword","word","nonword",NA
"bye","ansihtidama","nonword","word","nonword",NA
"pealkiri","andaa","nonword","word","nonword",NA
"siga","anomuunne","nonword","word","nonword",NA
"matused","antisaad","nonword","word","nonword",NA
"plaat","ärataksdma","nonword","word","nonword",NA
"ülevaatus","ärakuulaminemuistsel","nonword","word","nonword",NA
"protokoll","tween","nonword","word","nonword",NA
"spetsialist","arovaalkade","nonword","word","nonword",NA
"arteri","arvärske","nonword","word","nonword",NA
"kohtunik","arseriiv","nonword","word","nonword",NA
"abistama","arterish","nonword","word","nonword",NA
"abi","arfrankel","nonword","word","nonword",NA
"lõhn","teadanne","nonword","word","nonword",NA
"tehis-","arvareid","nonword","word","nonword",NA
"värskendama","arrowaytama","nonword","word","nonword",NA
"snaiper","hoiadama","nonword","word","nonword",NA
"füüsiline","aspimaat","nonword","word","nonword",NA
"arvama","mps","nonword","word","nonword",NA
"sünnipäev","astrorool","nonword","word","nonword",NA
"periood","atraksuaalne","nonword","word","nonword",NA
"asutus","taltus","nonword","word","nonword",NA
"soovima","autaarabi","nonword","word","nonword",NA
"professionaalne","aupaissia","nonword","word","nonword",NA
"iganädalane","aupak","nonword","word","nonword",NA
"sõbralik","hooma","nonword","word","nonword",NA
"pesapall","trummine","nonword","word","nonword",NA
"kiirgus","avemac","nonword","word","nonword",NA
"koopia","basard","nonword","word","nonword",NA
"limusiin","betent","nonword","word","nonword",NA
"sinine","jusnus","nonword","word","nonword",NA
"kartell","bread","nonword","word","nonword",NA
"sündmus","lepvo","nonword","word","nonword",NA
"tappa","caesnt","nonword","word","nonword",NA
"uskuma","delace","nonword","word","nonword",NA
"mahl","detonaamisel","nonword","word","nonword",NA
"rahastamine","diguslukk","nonword","word","nonword",NA
"saatus","diisis","nonword","word","nonword",NA
"lõpetama","dipkah","nonword","word","nonword",NA
"tume","kva","nonword","word","nonword",NA
"ema","draaryt","nonword","word","nonword",NA
"vallandamine","laagma","nonword","word","nonword",NA
