"lv_cue","lv_target","type","cue_type","target_type","lv_cosine"
"laces","slikta dūša","nonword","nonword","word",NA
"krāmls","zieds","nonword","nonword","word",NA
"jabas","rudens","nonword","nonword","word",NA
"vecājiet","žogs","nonword","nonword","word",NA
"vehe","papildu","nonword","nonword","word",NA
"kalops","pētījums","nonword","nonword","word",NA
"vāveremontstrād","uzraudzīt","nonword","nonword","word",NA
"aļiks","lidot","nonword","nonword","word",NA
"orķesrēùu","stulbums","nonword","nonword","word",NA
"rouzē","atbilstība","nonword","nonword","word",NA
"jūgāks","spēlētājs","nonword","nonword","word",NA
"pimers","galu galā","nonword","nonword","word",NA
"delivērš","uzskatīt","nonword","nonword","word",NA
"pastīts","ticams","nonword","nonword","word",NA
"auguie","atlantijas okeāns","nonword","nonword","word",NA
"neliņ","temperatūra","nonword","nonword","word",NA
"kamēs","ierocis","nonword","nonword","word",NA
"kafks","plastmasa","nonword","nonword","word",NA
"entuničres","ola","nonword","nonword","word",NA
"teice","sports","nonword","nonword","word",NA
"sušu","video","nonword","nonword","word",NA
"saisland","durvis","nonword","nonword","word",NA
"gredzumâ","parasti","nonword","nonword","word",NA
"walle","saule","nonword","nonword","word",NA
"kaops","ūdeņradis","nonword","nonword","word",NA
"pelle","stils","nonword","nonword","word",NA
"gantnieks","pilsēta","nonword","nonword","word",NA
"veils","virsotne","nonword","nonword","word",NA
"arodnīca","smiltis","nonword","nonword","word",NA
"viešhija","grāmata","nonword","nonword","word",NA
"kadū","elle","nonword","nonword","word",NA
"komanvįsturis","stipri","nonword","nonword","word",NA
"karalienedraudzŗjas","pārtraukums","nonword","nonword","word",NA
"karajons","sprediķis","nonword","nonword","word",NA
"kararakt","komēdija","nonword","nonword","word",NA
"bīsvārs","sabrukums","nonword","nonword","word",NA
"komfils","informators","nonword","nonword","word",NA
"manītsja","drošība","nonword","nonword","word",NA
"ģerna","savtīgs","nonword","nonword","word",NA
"nelēm","normāls","nonword","nonword","word",NA
"cigas","zveja","nonword","nonword","word",NA
"kingskrosaderināšanās","attieksme","nonword","nonword","word",NA
"jumniks","pārbaude","nonword","nonword","word",NA
"grūpsts","birojs","nonword","nonword","word",NA
"darboņour","liktenis","nonword","nonword","word",NA
"epide","vecmāmiņa","nonword","nonword","word",NA
"kabīnedraudzŗjas","grāfiene","nonword","nonword","word",NA
"tirioss","sakāve","nonword","nonword","word",NA
"smouki","saprātīgs","nonword","nonword","word",NA
"pacinjsh","gaļa","nonword","nonword","word",NA
"šķīsnīca","peldēt","nonword","nonword","word",NA
"bāreņurillo","jā","nonword","nonword","word",NA
"temčums","romantisks","nonword","nonword","word",NA
"likda","iespējams","nonword","nonword","word",NA
"kląts","laupītājs","nonword","nonword","word",NA
"atrič","pārsteidzošs","nonword","nonword","word",NA
"krjäs","epidēmija","nonword","nonword","word",NA
"trada","nācija","nonword","nonword","word",NA
"līdzī","briesmīgs","nonword","nonword","word",NA
"gasma","melns","nonword","nonword","word",NA
"inaviators","atjaunot","nonword","nonword","word",NA
"kodolrasija","zirgs","nonword","nonword","word",NA
"pontčartreinavigācija","kempings","nonword","nonword","word",NA
"rasisdzies","maigs","nonword","nonword","word",NA
"fosīvs","armija","nonword","nonword","word",NA
"ceļotiap","saules","nonword","nonword","word",NA
"isms","limuzīns","nonword","nonword","word",NA
"lizēts","taimeris","nonword","nonword","word",NA
"pagijs","līgava","nonword","nonword","word",NA
"oriģistat","cilvēks","nonword","nonword","word",NA
"sasprinrība","mežs","nonword","nonword","word",NA
"sasprinrība","zvērests","nonword","nonword","word",NA
"nokra","zvaigzne","nonword","nonword","word",NA
"ročam","cepure","nonword","nonword","word",NA
"sazvērestībaterfīldas","reālistisks","nonword","nonword","word",NA
"verdze","migla","nonword","nonword","word",NA
"tagnarla","garums","nonword","nonword","word",NA
"kariemļu","panest","nonword","nonword","word",NA
"stādītslis","valdība","nonword","nonword","word",NA
"etiģis","precējies","nonword","nonword","word",NA
"appēcope","struktūra","nonword","nonword","word",NA
"demalts","iela","nonword","nonword","word",NA
"stulneklis","pārspīlēt","nonword","nonword","word",NA
"akhu","jūrnieks","nonword","nonword","word",NA
"dauliams","kafija","nonword","nonword","word",NA
"ravīts","injekcija","nonword","nonword","word",NA
"apmieridziet","skandāls","nonword","nonword","word",NA
"zemūriem","remonts","nonword","nonword","word",NA
"sūdzu","bez maksas","nonword","nonword","word",NA
"laulīnijdanršana","slepkava","nonword","nonword","word",NA
"zāmiesba","intīms","nonword","nonword","word",NA
"laupīķiem","infekcija","nonword","nonword","word",NA
"atdurt","definīcija","nonword","nonword","word",NA
"pūtai","negaidīti","nonword","nonword","word",NA
"rgts","plāksne","nonword","nonword","word",NA
"serfests","plašs","nonword","nonword","word",NA
"semitage","zīme","nonword","nonword","word",NA
"uzjāts","konstitūcija","nonword","nonword","word",NA
"nāvēģiem","pistole","nonword","nonword","word",NA
"dādēs","sikspārņacilvēks","nonword","nonword","word",NA
"konservarējäm","smadzeņu","nonword","nonword","word",NA
"gong","ciems","nonword","nonword","word",NA
"bitļrs","talants","nonword","nonword","word",NA
"nosprāgšanās","amerika","nonword","nonword","word",NA
"termistat","stacija","nonword","nonword","word",NA
"virme","osta","nonword","nonword","word",NA
"pacietībaterfīldas","izlietne","nonword","nonword","word",NA
"liecinoshi","ziedojums","nonword","nonword","word",NA
"lieciāls","bagāts","nonword","nonword","word",NA
"ņauns","žurka","nonword","nonword","word",NA
"līgapīpmanis","zivis","nonword","nonword","word",NA
"korgits","zēns","nonword","nonword","word",NA
"ieviešais","čemodāns","nonword","nonword","word",NA
"dzeltenis","dokuments","nonword","nonword","word",NA
"neledzer","organizēt","nonword","nonword","word",NA
"taksoglābs","parole","nonword","nonword","word",NA
"mākkes","sveikt","nonword","nonword","word",NA
"karints","salāti","nonword","nonword","word",NA
"gurti","ātrums","nonword","nonword","word",NA
"apstipbīt","paraksts","nonword","nonword","word",NA
"mācīstam","cūka","nonword","nonword","word",NA
"tūksts","atzīties","nonword","nonword","word",NA
"jasdarbinācija","nevērtīgs","nonword","nonword","word",NA
"ketnēs","adrese","nonword","nonword","word",NA
"kaglābta","fizisks","nonword","nonword","word",NA
"minijiem","lekcija","nonword","nonword","word",NA
"dabergs","pavadīt","nonword","nonword","word",NA
"ēdieti","cena","nonword","nonword","word",NA
"tējām","savāds","nonword","nonword","word",NA
"konskārle","intuīcija","nonword","nonword","word",NA
"mantoriem","degviela","nonword","nonword","word",NA
"šķirlāma","iespēja","nonword","nonword","word",NA
"dinga","demonstrācija","nonword","nonword","word",NA
"roaugs","mutācija","nonword","nonword","word",NA
"fizikaļaspūlkve","rietumu","nonword","nonword","word",NA
"tīmu","čempionāts","nonword","nonword","word",NA
"sieliet","drošs","nonword","nonword","word",NA
"smirfeja","ražošana","nonword","nonword","word",NA
"artedievs","nelaime","nonword","nonword","word",NA
"mēģijums","tētis","nonword","nonword","word",NA
"pubnisks","pārbaudīt","nonword","nonword","word",NA
"klīni","dakšiņa","nonword","nonword","word",NA
"gudai","aizvainot","nonword","nonword","word",NA
"babys","venera","nonword","nonword","word",NA
"dzījums","bēres","nonword","nonword","word",NA
"šekačs","pircējs","nonword","nonword","word",NA
"adelzs","aizvietotājs","nonword","nonword","word",NA
"kilonings","piesaistīt","nonword","nonword","word",NA
"džērgļi","žurnāls","nonword","nonword","word",NA
"kląts","baidīt","nonword","nonword","word",NA
"mākolēģī","atnākt","nonword","nonword","word",NA
"kameļaus","nožēlojams","nonword","nonword","word",NA
"telestumj","kādreiz","nonword","nonword","word",NA
"saimniecepeškrāsns","tirgotājs","nonword","nonword","word",NA
"ierīds","tiesnesis","nonword","nonword","word",NA
"ciliem","ģimene","nonword","nonword","word",NA
"milvīgs","jenots","nonword","nonword","word",NA
"grautu","kūka","nonword","nonword","word",NA
"liuts","augšējais","nonword","nonword","word",NA
"dziesniecība","putekļi","nonword","nonword","word",NA
"caus","palīdzēt","nonword","nonword","word",NA
"dulkārt","cilvēki","nonword","nonword","word",NA
"dzols","šļirce","nonword","nonword","word",NA
"cibat","darīt","nonword","nonword","word",NA
"uzdesist","cīnītājs","nonword","nonword","word",NA
"sarūž","matemātika","nonword","nonword","word",NA
"aspidiit","prototips","nonword","nonword","word",NA
"brīvnīca","trīs","nonword","nonword","word",NA
"ids","laulība","nonword","nonword","word",NA
"neias","dators","nonword","nonword","word",NA
"attīstībaterfīldas","dēls","nonword","nonword","word",NA
"bibliotēkaļaspūlkve","informācija","nonword","nonword","word",NA
"tāezs","liesma","nonword","nonword","word",NA
"dziedāsiet","agri","nonword","nonword","word",NA
"valsen","smieklīgi","nonword","nonword","word",NA
"alkošķeļ","hivs","nonword","nonword","word",NA
"leoda","pulkvedis","nonword","nonword","word",NA
"zokoks","nolīgums","nonword","nonword","word",NA
"mēnetrau","vilkt","nonword","nonword","word",NA
"pēknar","būvēt","nonword","nonword","word",NA
"poziņoùu","piedzēries","nonword","nonword","word",NA
"meiskozi","plīts","nonword","nonword","word",NA
"nespruknība","valsts","nonword","nonword","word",NA
"neveikstumt","dāsns","nonword","nonword","word",NA
"incifisks","dolārs","nonword","nonword","word",NA
"vilkto","administratīvs","nonword","nonword","word",NA
"nekreņ","vēlētājs","nonword","nonword","word",NA
"nepiecieslēpj","pagātnē","nonword","nonword","word",NA
"noraizēbrauc","narkotika","nonword","nonword","word",NA
"kļūko","spēks","nonword","nonword","word",NA
"nepiesja","urīns","nonword","nonword","word",NA
"šķebiziet","tūlīt","nonword","nonword","word",NA
"panākumilitârais","globāls","nonword","nonword","word",NA
"bezjēsties","pilnīgi","nonword","nonword","word",NA
"ļauvējs","gūt panākumus","nonword","nonword","word",NA
"brudzīs","turcija","nonword","nonword","word",NA
"anobins","tablete","nonword","nonword","word",NA
"fat","uzvārds","nonword","nonword","word",NA
"drauība","zils","nonword","nonword","word",NA
"spienâ","skaistums","nonword","nonword","word",NA
"atbildībaterfīldas","šļūtene","nonword","nonword","word",NA
"mērdzi","apglabāt","nonword","nonword","word",NA
"parde","palikt","nonword","nonword","word",NA
"nolaupīšanabadzîgiem","vakar","nonword","nonword","word",NA
"līdējs","pārdošana","nonword","nonword","word",NA
"noblo","balsojums","nonword","nonword","word",NA
"izšņaukt","putekļains","nonword","nonword","word",NA
"punkam","ventilācija","nonword","nonword","word",NA
"veseļiem","kaujas lauks","nonword","nonword","word",NA
"noslēmest","princis","nonword","nonword","word",NA
"popār","draudzība","nonword","nonword","word",NA
"atsēts","prokurors","nonword","nonword","word",NA
"kemties","desmitgade","nonword","nonword","word",NA
"parādībaterfīldas","griezt","nonword","nonword","word",NA
"novērošanabadzîgiem","saimnieks","nonword","nonword","word",NA
"apîstenot","izpirkums","nonword","nonword","word",NA
"nelailiek","laikraksts","nonword","nonword","word",NA
"leilis","pastaiga","nonword","nonword","word",NA
"grtļs","bizness","nonword","nonword","word",NA
"nozīmerikânismâ","pateicība","nonword","nonword","word",NA
"grāviārs","universitāte","nonword","nonword","word",NA
"piira","mierīgs","nonword","nonword","word",NA
"septemzodz","dusmas","nonword","nonword","word",NA
"ligtīv","drosmīgs","nonword","nonword","word",NA
"tukenvis","ātrs","nonword","nonword","word",NA
"kcionēta","tur","nonword","nonword","word",NA
"satrautot","aplaupīt","nonword","nonword","word",NA
"līšeb","dvielis","nonword","nonword","word",NA
"pirnoùana","kurls","nonword","nonword","word",NA
"strānība","spogulis","nonword","nonword","word",NA
"konīt","atteikties","nonword","nonword","word",NA
"benot","kardināls","nonword","nonword","word",NA
"pontčartreinākotne","metāls","nonword","nonword","word",NA
"pārvērments","frāze","nonword","nonword","word",NA
"evada","gudrs","nonword","nonword","word",NA
"pateireiz","alga","nonword","nonword","word",NA
"palīvies","veiktspēja","nonword","nonword","word",NA
"atprasts","iespaidīgs","nonword","nonword","word",NA
"sekredžij","oktobris","nonword","nonword","word",NA
"palikšanabadzîgiem","augstprātība","nonword","nonword","word",NA
"iedageta","slikti","nonword","nonword","word",NA
"pastāsdus","ballīte","nonword","nonword","word",NA
"ržā","gejot","nonword","nonword","word",NA
"sadariet","apsūdzība","nonword","nonword","word",NA
"zījues","stulbs","nonword","nonword","word",NA
"pārdadains","speciālists","nonword","nonword","word",NA
"lielmāli","direktors","nonword","nonword","word",NA
"prostās","sieva","nonword","nonword","word",NA
"eksejams","patīkams","nonword","nonword","word",NA
"ekvidflorimentēt","bērnība","nonword","nonword","word",NA
"pārstende","ziema","nonword","nonword","word",NA
"izkaisle","garāža","nonword","nonword","word",NA
"pitot","uzņēmējs","nonword","nonword","word",NA
"nepaķiņķēzi","nospiest","nonword","nonword","word",NA
"kodants","dzinējs","nonword","nonword","word",NA
"kustēstam","acīmredzami","nonword","nonword","word",NA
"novērtēt par cials","skaists","nonword","nonword","word",NA
"iespaiņiem","austrumi","nonword","nonword","word",NA
"notaurs","nogalināt","nonword","nonword","word",NA
"sateaus","akmens","nonword","nonword","word",NA
"starskeptisks","jūlijs","nonword","nonword","word",NA
"tnerspachubiļete","laimīgs","nonword","nonword","word",NA
"napastâvođajâm","koncerts","nonword","nonword","word",NA
"cietsim","grieķu valoda","nonword","nonword","word",NA
"vienlem","sagaidīt","nonword","nonword","word",NA
"skaidmīlība","tomāts","nonword","nonword","word",NA
"nąts","par to","nonword","nonword","word",NA
"satos","ieslodzītais","nonword","nonword","word",NA
"patvēdzat","daļiņa","nonword","nonword","word",NA
"pavagiem","bataljons","nonword","nonword","word",NA
"koadoptēt","galīgs","nonword","nonword","word",NA
"stamais","militārs","nonword","nonword","word",NA
"noziedzcināt","staigāt","nonword","nonword","word",NA
"čāeāls","aizturēšana","nonword","nonword","word",NA
"rāsauls","braukt","nonword","nonword","word",NA
"aisze","sieviete","nonword","nonword","word",NA
"zikurs","apņēmība","nonword","nonword","word",NA
"rakstâti","bailes","nonword","nonword","word",NA
"skrls","pretēji","nonword","nonword","word",NA
"pētniecībaterfīldas","izmēģinājums","nonword","nonword","word",NA
"zvatīgs","žurnālists","nonword","nonword","word",NA
"ozolmale","sistēma","nonword","nonword","word",NA
"atslēpties","spageti","nonword","nonword","word",NA
"secinākošne","godīgums","nonword","nonword","word",NA
"pieprasīgascī","klosteris","nonword","nonword","word",NA
"pierādījumilitârais","joks","nonword","nonword","word",NA
"uzmanībaterfīldas","vaniļa","nonword","nonword","word",NA
"pazenith","cietums","nonword","nonword","word",NA
"pieforšākami","debesu","nonword","nonword","word",NA
"paraus","dot","nonword","nonword","word",NA
"zorg","franču valoda","nonword","nonword","word",NA
"svētnīgi","nespējīgs","nonword","nonword","word",NA
"tuđas","roms","nonword","nonword","word",NA
"piesârōojurisdikcija","lēkt","nonword","nonword","word",NA
"kosmodzins","izmeklēt","nonword","nonword","word",NA
"pitā","pase","nonword","nonword","word",NA
"kapistēt","skapis","nonword","nonword","word",NA
"pārdekāpj","decembris","nonword","nonword","word",NA
"äda","rīkojums","nonword","nonword","word",NA
"šautenedraudzŗjas","šķidrums","nonword","nonword","word",NA
"fesda","komanda","nonword","nonword","word",NA
"sagatavošanabadzîgiem","saprast","nonword","nonword","word",NA
"cburs","elements","nonword","nonword","word",NA
"cerēùos","mikroskops","nonword","nonword","word",NA
"cetiņkrēsls","kakls","nonword","nonword","word",NA
"transforles","psiholoģisks","nonword","nonword","word",NA
"žurnālistikaļaspūlkve","attīstība","nonword","nonword","word",NA
"politikaļaspūlkve","sviests","nonword","nonword","word",NA
"mantisks","šantāža","nonword","nonword","word",NA
"teistiski","šokolāde","nonword","nonword","word",NA
"vilēs","pārdot","nonword","nonword","word",NA
"presīgs","balva","nonword","nonword","word",NA
"netram","žēlastība","nonword","nonword","word",NA
"iekļaunieks","ievērojams","nonword","nonword","word",NA
"pretestībaterfīldas","kapteinis","nonword","nonword","word",NA
"kangress","kapitālisms","nonword","nonword","word",NA
"priežē","elektrība","nonword","nonword","word",NA
"obmetrs","uzvarēt","nonword","nonword","word",NA
"tûks","notikt","nonword","nonword","word",NA
"sekuntumj","priesteris","nonword","nonword","word",NA
"līdzcese","personība","nonword","nonword","word",NA
"privald","filma","nonword","nonword","word",NA
"nepakaļdzīšanas","telefons","nonword","nonword","word",NA
"pārgriedāt","pastāstīt","nonword","nonword","word",NA
"zīlebs","ķēriens","nonword","nonword","word",NA
"snietieris","vēlēšanās","nonword","nonword","word",NA
"depīts","cigārs","nonword","nonword","word",NA
"proveikt","profesors","nonword","nonword","word",NA
"advopērk","neglīts","nonword","nonword","word",NA
"valsam","satikt","nonword","nonword","word",NA
"modesant","caurums","nonword","nonword","word",NA
"sprostomija","trūkums","nonword","nonword","word",NA
"medicīplūst","karaliste","nonword","nonword","word",NA
"stikga","kāzas","nonword","nonword","word",NA
"vispājiet","gulta","nonword","nonword","word",NA
"pusaumēts","ironisks","nonword","nonword","word",NA
"pussiets","slavens","nonword","nonword","word",NA
"uzkolēģu","mazs","nonword","nonword","word",NA
"sarūsēbrauc","konjaks","nonword","nonword","word",NA
"vaini","gulēt","nonword","nonword","word",NA
"tautiks","iedvesma","nonword","nonword","word",NA
"tanhamonis","kalns","nonword","nonword","word",NA
"izidille","melis","nonword","nonword","word",NA
"nolāmies","satraukts","nonword","nonword","word",NA
"sentins","adrenalīns","nonword","nonword","word",NA
"raķeteņutyrrell","iznākums","nonword","nonword","word",NA
"lasīšanabadzîgiem","briesmas","nonword","nonword","word",NA
"izladzes","ding","nonword","nonword","word",NA
"trennieks","liecība","nonword","nonword","word",NA
"transdējoši","kabatas lakatiņš","nonword","nonword","word",NA
"maradist","dzimumloceklis","nonword","nonword","word",NA
"smilnīca","vēzis","nonword","nonword","word",NA
"raroi","savādāk","nonword","nonword","word",NA
"ģeneradžiem","senāts","nonword","nonword","word",NA
"optimisdziet","smaržas","nonword","nonword","word",NA
"strānība","sniega","nonword","nonword","word",NA
"filosandžefija","juliete","nonword","nonword","word",NA
"notiens","bruņurupucis","nonword","nonword","word",NA
"džuljera","vienkāršs","nonword","nonword","word",NA
"krīns","tunelis","nonword","nonword","word",NA
"striptīzmeitetovējums","perfekts","nonword","nonword","word",NA
"reiste","apavi","nonword","nonword","word",NA
"starvidu","jauks","nonword","nonword","word",NA
"kodziedēt","foto","nonword","nonword","word",NA
"mērka","mēģinājums","nonword","nonword","word",NA
"dramanaams","minūte","nonword","nonword","word",NA
"ķezaratiņkrēsls","vannas istaba","nonword","nonword","word",NA
"trāle","signāls","nonword","nonword","word",NA
"pavasatisks","svilpe","nonword","nonword","word",NA
"rutes","bieži","nonword","nonword","word",NA
"conmigošana","mazgāt","nonword","nonword","word",NA
"krimēts","pieņemt","nonword","nonword","word",NA
"nojiesdīt","viesmīle","nonword","nonword","word",NA
"gagārs","bostons","nonword","nonword","word",NA
"īrdziet","sniegt","nonword","nonword","word",NA
"ieskatąs","tumšs","nonword","nonword","word",NA
"uzvaratiņkrēsls","likumīgs","nonword","nonword","word",NA
"zupastâvođajâm","vadītājs","nonword","nonword","word",NA
"palieliverpū","miljards","nonword","nonword","word",NA
"vīti","mācīt","nonword","nonword","word",NA
"niņoa","noziegums","nonword","nonword","word",NA
"konferencepeškrāsns","automašīna","nonword","nonword","word",NA
"kukudzel","masāža","nonword","nonword","word",NA
"brukšanas","sagatavoties","nonword","nonword","word",NA
"horgs","instruments","nonword","nonword","word",NA
"sasprau","streiks","nonword","nonword","word",NA
"gosies","negodīgs","nonword","nonword","word",NA
"raceps","ieskaidrot","nonword","nonword","word",NA
"restot","spēle","nonword","nonword","word",NA
"käpns","cigarete","nonword","nonword","word",NA
"satuliem","raganties","nonword","nonword","word",NA
"mēnāùu","apgabals","nonword","nonword","word",NA
"ludii","aizmugurē","nonword","nonword","word",NA
"šālikts","mantot","nonword","nonword","word",NA
"līdziet","līdaka","nonword","nonword","word",NA
"nepatiens","mērce","nonword","nonword","word",NA
"saļaut","senators","nonword","nonword","word",NA
"sazinākošmē","kaklarota","nonword","nonword","word",NA
"kustīgs","glābējs","nonword","nonword","word",NA
"cenvēt","izlidošana","nonword","nonword","word",NA
"pašķus","lēts","nonword","nonword","word",NA
"gubernadziet","sēdēt","nonword","nonword","word",NA
"parlajevnu","leģenda","nonword","nonword","word",NA
"denze","ķirzaka","nonword","nonword","word",NA
"vītē","izaicinājums","nonword","nonword","word",NA
"vīsportis","kristietis","nonword","nonword","word",NA
"atklāsne","rotaļlieta","nonword","nonword","word",NA
"bieķots","sapnis","nonword","nonword","word",NA
"superstul","pokers","nonword","nonword","word",NA
"kavārs","cieņa","nonword","nonword","word",NA
"kliestotis","zobs","nonword","nonword","word",NA
"simakums","šaut","nonword","nonword","word",NA
"nosiet","izzušana","nonword","nonword","word",NA
"leanloki","klusums","nonword","nonword","word",NA
"tīnos","iesaldēt","nonword","nonword","word",NA
"rkiss","veltīšana","nonword","nonword","word",NA
"pletgan","omārs","nonword","nonword","word",NA
"šaibs","rēta","nonword","nonword","word",NA
"trokguns","depresija","nonword","nonword","word",NA
"sonkas","uz visiem laikiem","nonword","nonword","word",NA
"kabiraut","produkts","nonword","nonword","word",NA
"bezties","pieticīgs","nonword","nonword","word",NA
"flirrums","metrs","nonword","nonword","word",NA
"pikse","aizdevums","nonword","nonword","word",NA
"kledents","beisbols","nonword","nonword","word",NA
"ùaute","tālu","nonword","nonword","word",NA
"bask","izteikt","nonword","nonword","word",NA
"krāštr","savākt","nonword","nonword","word",NA
"popustie","slimība","nonword","nonword","word",NA
"atklāšanabadzîgiem","arhitekts","nonword","nonword","word",NA
"blodars","josla","nonword","nonword","word",NA
"alspārnis","slēpt","nonword","nonword","word",NA
"progkava","trijstūris","nonword","nonword","word",NA
"pašnāvībaterfīldas","detektīvs","nonword","nonword","word",NA
"pieļīgs","imperators","nonword","nonword","word",NA
"slepreja","kartelis","nonword","nonword","word",NA
"laej","jaunākais","nonword","nonword","word",NA
"renpa","grūtniecība","nonword","nonword","word",NA
"sllas","atlasīt","nonword","nonword","word",NA
"derta","milti","nonword","nonword","word",NA
"zainis","atgriešanās","nonword","nonword","word",NA
"dziedzenes","deguns","nonword","nonword","word",NA
"džcas","akcents","nonword","nonword","word",NA
"grjąs","vājš","nonword","nonword","word",NA
"pusša","liels","nonword","nonword","word",NA
"lūdziesāsa","individuāls","nonword","nonword","word",NA
"asprādiem","augstums","nonword","nonword","word",NA
"praids","sudrabs","nonword","nonword","word",NA
"vamļi","majonēze","nonword","nonword","word",NA
"lieliussāze","zināt","nonword","nonword","word",NA
"hāut","dawn","nonword","nonword","word",NA
"šātars","iespējams","nonword","nonword","word",NA
"limonādemokrätiskäs","ceturksnis","nonword","nonword","word",NA
"cutins","domāt","nonword","nonword","word",NA
"gaflirtēt","morfīns","nonword","nonword","word",NA
"loejiet","mākslīgs","nonword","nonword","word",NA
"ceiv","ministrija","nonword","nonword","word",NA
"lasaulį","starojums","nonword","nonword","word",NA
"ekšķelts","sabotāža","nonword","nonword","word",NA
"ietilpībaterfīldas","tituls","nonword","nonword","word",NA
"sppts","furgons","nonword","nonword","word",NA
"spērai","aizvērt","nonword","nonword","word",NA
"treneskai","apjukums","nonword","nonword","word",NA
"mosam","krūtis","nonword","nonword","word",NA
"punds","kopiena","nonword","nonword","word",NA
"beidēt","plānošana","nonword","nonword","word",NA
"pārdojiet","vakars","nonword","nonword","word",NA
"hologs","kuģis","nonword","nonword","word",NA
"zemestrīcepeškrāsns","augstums","nonword","nonword","word",NA
"plēba","sniperis","nonword","nonword","word",NA
"terna","atrast","nonword","nonword","word",NA
"spekforma","reputācija","nonword","nonword","word",NA
"palankī","investors","nonword","nonword","word",NA
"piesārņodziet","kails","nonword","nonword","word",NA
"piemiskaitlis","miris","nonword","nonword","word",NA
"kabestam","karalis","nonword","nonword","word",NA
"riūls","pārbaude","nonword","nonword","word",NA
"stindej","nolaupīt","nonword","nonword","word",NA
"opags","problēma","nonword","nonword","word",NA
"akorsaimnieks","muzejs","nonword","nonword","word",NA
"caāns","pusaudzis","nonword","nonword","word",NA
"tîst","klosteris","nonword","nonword","word",NA
"konraukts","finansējums","nonword","nonword","word",NA
"piramīdamerdžans","komisārs","nonword","nonword","word",NA
"krāvi","vēdera","nonword","nonword","word",NA
"šlikums","kodols","nonword","nonword","word",NA
"nglts","noslēpums","nonword","nonword","word",NA
"pitus","funkcionāls","nonword","nonword","word",NA
"šefma","rase","nonword","nonword","word",NA
"cietīgs","audi","nonword","nonword","word",NA
"nerpa","finansējums","nonword","nonword","word",NA
"appieiet","nozīme","nonword","nonword","word",NA
"sesklauna","traucēt","nonword","nonword","word",NA
"menam","priekšmets","nonword","nonword","word",NA
"rari","bye","nonword","nonword","word",NA
"grezlete","godīgs","nonword","nonword","word",NA
"kortfīldgārdetonators","teātris","nonword","nonword","word",NA
"atriebībaterfīldas","kapsēta","nonword","nonword","word",NA
"potengtons","uzvarētājs","nonword","nonword","word",NA
"tulei","smagā mašīna","nonword","nonword","word",NA
"drs","nepatiess","nonword","nonword","word",NA
"kinoloėisris","ieeja","nonword","nonword","word",NA
"metodemokrätiskäs","koncentrāts","nonword","nonword","word",NA
"mirds","tradicionāls","nonword","nonword","word",NA
"bienīt","pieprasījums","nonword","nonword","word",NA
"ravēk","pieņēmums","nonword","nonword","word",NA
"žejss","slepkavība","nonword","nonword","word",NA
"guidīt","literatūra","nonword","nonword","word",NA
"goāks","paragrāfs","nonword","nonword","word",NA
"ķenja","ēst","nonword","nonword","word",NA
"bedzis","kakla saite","nonword","nonword","word",NA
"tēvojaat","nervozs","nonword","nonword","word",NA
"glīte","velns","nonword","nonword","word",NA
"paaugstrojums","vilks","nonword","nonword","word",NA
"grauzdsiercerība","atbildēt","nonword","nonword","word",NA
"turptiski","svarīgs","nonword","nonword","word",NA
"poešs","kalps","nonword","nonword","word",NA
"dārsa","izdzīvot","nonword","nonword","word",NA
"intermiņš","uz ziemeļiem","nonword","nonword","word",NA
"komerstošs","atlaišana","nonword","nonword","word",NA
"nedoieši","okeāns","nonword","nonword","word",NA
"mirds","teorija","nonword","nonword","word",NA
"grieztupeļi","sprādziens","nonword","nonword","word",NA
"viesuļvētratiņkrēsls","pabeigt","nonword","nonword","word",NA
"moforts","deja","nonword","nonword","word",NA
"skumea","ieguldīt","nonword","nonword","word",NA
"seriā","iznīcināšana","nonword","nonword","word",NA
"pārtrieks","mašīna","nonword","nonword","word",NA
"brīdinākošne","biezs","nonword","nonword","word",NA
"apele","apakšējā daļa","nonword","nonword","word",NA
"vilēs","nedēļa","nonword","nonword","word",NA
"divkāršobrauc","prieks","nonword","nonword","word",NA
"vaivids","cirks","nonword","nonword","word",NA
"giezbūtne","vāciņš","nonword","nonword","word",NA
"geisa","raķete","nonword","nonword","word",NA
"ŗtu","harmonija","nonword","nonword","word",NA
"ģēa","bīstams","nonword","nonword","word",NA
"tinēs","uzturēt","nonword","nonword","word",NA
"hoit","uzticīgs","nonword","nonword","word",NA
"cājām","bezspēcīgs","nonword","nonword","word",NA
"aiztuliem","federācija","nonword","nonword","word",NA
"rīkolēģu","satelīts","nonword","nonword","word",NA
"ogmauglis","bloķēt","nonword","nonword","word",NA
"āfašs","nelaimes gadījums","nonword","nonword","word",NA
"kolemēts","pietiekams","nonword","nonword","word",NA
"gotnis","brīvdiena","nonword","nonword","word",NA
"uz lsien","bekons","nonword","nonword","word",NA
"mūsūds","košļāt","nonword","nonword","word",NA
"starvidos","skolotājs","nonword","nonword","word",NA
"cietuļiem","dusmīgs","nonword","nonword","word",NA
"iebruciet","ierēdnis","nonword","nonword","word",NA
"veisers","komiteja","nonword","nonword","word",NA
"priesīties","četri","nonword","nonword","word",NA
"maidza","iztērēt","nonword","nonword","word",NA
"miljolīdz","trīskārši","nonword","nonword","word",NA
"sikus","ierīce","nonword","nonword","word",NA
"uzticībaterfīldas","patrula","nonword","nonword","word",NA
"kauņa","mūzika","nonword","nonword","word",NA
