observation,duration_demographics,time_run_demographics,time_render_demographics,time_show_demographics,time_end_demographics,time_commit_demographics,timestamp_demographics,time_switch_demographics,please_tell_us_your_gender,which_year_were_you_born,please_tell_us_your_education_level,native_language,duration_consent,time_run_consent,time_render_consent,time_show_consent,time_end_consent,time_commit_consent,timestamp_consent,time_switch_consent,url_lab,meta_labjs_version,meta_location,meta_user_agent,meta_platform,meta_language,meta_locale,meta_time_zone,meta_timezone_offset,meta_screen_width,meta_screen_height,meta_scroll_width,meta_scroll_height,meta_window_inner_width,meta_window_inner_height,meta_device_pixel_ratio,meta_labjs_build_flavor,meta_labjs_build_commit,keep,n_trials,correct
d009e,22604.26,11353,11352.44,11356.74,33961,33962,2022-08-12T06:18:59.974Z,33972.36,female,1979,high school,Romanian,5988.88,5339,5337.36,5354.12,11343,11352,2022-08-12T06:18:37.363Z,11356.74,1531,20.2.4,https://psa007.psysciacc.org/en/?lab=1531,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:103.0) Gecko/20100101 Firefox/103.0,MacIntel,en-US,en-AU,Australia/Melbourne,-600,1440,900,1440,665,1440,713,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.953865336658354
d3b03,27509.656999997,54088.6000000089,54075.855,54092.643,81602.299999997,81603.5,2022-08-11T02:11:50.586Z,81615.767,male,2000,high school,English,47394.5470000089,6637.5,6639.079,6689.053,54083.6000000089,54088.1000000089,2022-08-11T02:11:23.071Z,54092.643,1531,20.2.4,https://psa007.psysciacc.org/en1/?lab=1531,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",Win32,en-GB,en-GB,Australia/Sydney,-600,1366,768,1366,601,1366,649,1,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.948877805486284
d3e0a,24100.1270007629,89688.2000007629,89677.877,89707.573,113807.700000763,113808.200000763,2022-08-10T08:07:19.926Z,113835.206,female,1999,college,English,84100.1630003815,5545.39999961853,5547.134,5580.437,89680.6000003815,89687.6000003815,2022-08-10T08:06:55.806Z,89707.573,1531,20.2.4,https://psa007.psysciacc.org/en3/?lab=1531,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36 Edg/103.0.1264.62",Win32,en-GB,en-GB,Australia/Sydney,-600,1440,960,797,708,797,756,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.987531172069825
d418a,50392.862000003,86044.5,86034.2,86062.838,136455.700000003,136456.5,2022-08-11T03:05:14.907Z,136467.341,male,1997,high school,English,77515.4900000045,8499.60000000149,8131.041,8519.81,86035.3000000045,86043.400000006,2022-08-11T03:04:24.494Z,86062.838,1531,20.2.4,https://psa007.psysciacc.org/en/?lab=1531,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",Win32,en-US,en-US,Australia/Sydney,-600,1536,864,1536,698,1536,746,1.25,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.948877805486284
d7db9,33355.1610000477,70851.7000000477,70831.945,70882.039,104237.200000048,104238.100000024,2022-08-10T08:12:35.411Z,104250.468,male,1999,college,English,56705.958,14017.9000000954,13969.004,14136.042,70842,70850.1000000238,2022-08-10T08:12:02.023Z,70882.039,1531,20.2.4,https://psa007.psysciacc.org/en4/?lab=1531,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",Win32,en-US,en-US,Australia/Sydney,-600,1600,900,1600,741,1600,789,1,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.972568578553616
d9903,27004,42543,42579,42609,69613,69613,2022-08-11T02:11:35.964Z,69645,female,1998,high school,English,38291,4181,4242,4358,42533,42542,2022-08-11T02:11:08.893Z,42609,1531,20.2.4,https://psa007.psysciacc.org/en1/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15",MacIntel,en-au,en-AU,Australia/Melbourne,-600,1440,900,1440,789,1440,837,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.950124688279302
da608,52975.74,65827,65827.02,65827.26,118803,118806,2022-08-10T07:11:34.944Z,118811.32,female,2001,high school,English,60584.38,2892,3217.62,5228.62,65813,65825,2022-08-10T07:10:41.963Z,65827.26,1531,20.2.4,https://psa007.psysciacc.org/en/?lab=1531,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0,Win32,en-GB,en-AU,Australia/Sydney,-600,1536,864,1536,655,1536,703,1.25,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.957605985037407
dd907,25943.1760000238,9824.60000002384,9821.591,9829.924,35773.1000000238,35773.7000000179,2022-08-11T02:11:30.596Z,35771.83,male,2000,college,English,6237.92600002384,3574.80000001192,3571.841,3580.174,9818.10000002384,9824,2022-08-11T02:11:04.646Z,9829.924,1531,20.2.4,https://psa007.psysciacc.org/en1/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36",MacIntel,en-US,en-GB,Australia/Melbourne,-600,1512,982,1200,639,1200,687,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,756,0.853174603174603
e0486,85037.688999997,10345.599999994,10329.445,10346.111,95383.799999997,95384.5,2022-08-10T07:12:07.058Z,95381.283,female,2002,college,Spanish,8038.36699999702,2268.89999999851,2279.767,2296.433,10334.799999997,10344.599999994,2022-08-10T07:10:42.019Z,10346.111,1531,20.2.4,https://psa007.psysciacc.org/en/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36",MacIntel,en-GB,en-GB,Australia/Sydney,-600,1440,900,1440,741,1440,789,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.875311720698254
e22fd,34576.348,39192.8999999762,39173.878,39202.652,73779,73780.1999999881,2022-08-11T02:12:01.691Z,73794.513,male,2000,high school,english,31372.68,7784.09999999404,7792.697,7809.32,39182,39192,2022-08-11T02:11:27.100Z,39202.652,1531,20.2.4,https://psa007.psysciacc.org/en2/?lab=1531,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",Win32,en-US,en-US,Australia/Sydney,-600,1280,720,639,551,639,551,1.5,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.981296758104738
e3cc4,55208.389,128365.199999809,128357.013,128373.611,183582,183582.399999619,2022-08-12T06:11:31.442Z,183588.121,female,2000,high school,English,126200.118999619,2138.59999990463,2128.922,2162.281,128362.399999619,128365,2022-08-12T06:10:36.224Z,128373.611,1531,20.2.4,https://psa007.psysciacc.org/en3/?lab=1531,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36 Edg/103.0.1264.77",Win32,en-US,en-US,Australia/Sydney,-600,1280,720,1280,553,1280,601,1.5,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,500,0.858
eb6fd,21998.0749999985,13926,13912.159,13928.825,35926.8999999985,35927.299999997,2022-08-11T03:02:36.807Z,35928.492,female,1999,college,English,9131.08,4778,4762.254,4778.92,13910,13925.6000000015,2022-08-11T03:02:14.804Z,13928.825,1531,20.2.4,https://psa007.psysciacc.org/en1/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",MacIntel,en-AU,en-GB,Australia/Melbourne,-600,1440,900,1233,715,1233,763,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.957605985037407
eb932,40853.9209999523,9428,9413.735,9430.379,50284.2999999523,50286,2022-08-10T07:11:53.300Z,50288.774,female,1995,high school,English,5426.74699997616,3972.5,3964.808,3998.153,9424.89999997616,9427.59999990463,2022-08-10T07:11:12.442Z,9430.379,1531,20.2.4,https://psa007.psysciacc.org/en1/?lab=1531,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",Win32,en-US,en-GB,Australia/Sydney,-600,1366,768,1366,577,1366,625,1,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.918952618453865
ef39c,25719.103,9644.09999990463,9630.219,9646.897,35366,35366.0999999046,2022-08-12T05:51:59.393Z,35381.495,female,2000,high school,Tagalog,4995.44899990463,4617,4629.992,4646.651,9642.09999990463,9643.89999997616,2022-08-12T05:51:33.671Z,9646.897,1531,20.2.4,https://psa007.psysciacc.org/en/?lab=1531,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",Win32,en,en-GB,Australia/Sydney,-600,1920,1080,1920,927,1920,975,1,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,504,0.920634920634921
f3331,32514.3989999642,121858.299999952,121839.035,121855.701,154370.099999964,154370.799999952,2022-08-10T07:13:14.652Z,154374.999,male,1995,high school,English,117244.074999976,4606.09999996424,4569.493,4602.825,121846.899999976,121857.599999964,2022-08-10T07:12:42.140Z,121855.701,1531,20.2.4,https://psa007.psysciacc.org/en3/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36",MacIntel,en-GB,en-GB,Australia/Sydney,-600,1440,900,1315,670,1315,718,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.888704318936877
f34c1,46693.953,25798.599999994,25786.88,25803.547,72497.5,72498.8000000119,2022-08-10T07:14:19.862Z,72506.943,female,2001,high school,Italian,22770.162999994,3009.70000001788,2785.599,3018.937,25789.099999994,25798.099999994,2022-08-10T07:13:33.159Z,25803.547,1531,20.2.4,https://psa007.psysciacc.org/en3/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",MacIntel,en-GB,en-GB,Australia/Sydney,-600,1440,900,1401,698,1401,746,1,production,f5b4a49f956347addd546a832a3327688c2c0fef,exclude,186,0.623655913978495
f35e0,34358.7700000238,7875.60000002384,7858.664,7875.33,42234.1000000238,42234.6000000238,2022-08-10T07:11:19.067Z,42242.349,male,2001,college,English,4436.19199998808,3396.30000001192,3408.842,3425.508,7861.69999998808,7875,2022-08-10T07:10:44.707Z,7875.33,1531,20.2.4,https://psa007.psysciacc.org/en2/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",MacIntel,en-US,en-GB,Australia/Sydney,-600,1440,900,1358,630,1358,678,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.810473815461347
f6358,77755.0089999523,118333.399999857,118319.08,118335.791,196090.799999952,196091.799999952,2022-08-10T07:14:16.873Z,196093.494,female,2001,college,Australia,115864.326999952,2415,2309.074,2459.473,118323.799999952,118332.5,2022-08-10T07:12:59.112Z,118335.791,1531,20.2.4,https://psa007.psysciacc.org/en4/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",MacIntel,en-GB,en-GB,Australia/Sydney,-600,1440,900,1113,704,1113,752,1,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.933915211970075
f6405,17126.9609999046,7279.2999997139,7264.564,7281.139,24408.0999999046,24408.3999996185,2022-08-11T02:15:49.981Z,24414.977,female,2000,high school,English,1113.75699990463,6141.19999980927,5829.666,6163.343,7277.09999990463,7278.89999961853,2022-08-11T02:15:32.852Z,7281.139,1531,20.2.4,https://psa007.psysciacc.org/en3/?lab=1531,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.81 Safari/537.36",Win32,en-US,en-US,Australia/Sydney,-600,1920,1080,929,848,929,896,1,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.913965087281795
f71ef,15178.664,51129.6999999881,51101.838,51151.836,66330.5,66330.900000006,2022-08-11T02:11:17.192Z,66334.825,female,2000,high school,English,46227.593,4820.69999998808,4818.909,4868.907,51096.5,51127.900000006,2022-08-11T02:11:01.989Z,51151.836,1531,20.2.4,https://psa007.psysciacc.org/en1/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",MacIntel,en-US,en-GB,Australia/Melbourne,-600,1440,900,1440,638,1440,686,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.938902743142145
fb43e,34135,25924,25943,25969,60104,60105,2022-08-11T03:02:45.406Z,60126,female,2001,high school,English,23057,2818,2826,2857,25883,25924,2022-08-11T03:02:11.225Z,25969,1531,20.2.4,https://psa007.psysciacc.org/en/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15",MacIntel,en-au,en-AU,Australia/Melbourne,-600,1440,900,1428,688,1428,736,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.978802992518703
fdf88,14324.381,348257.899999991,348242.408,348259.119,362583.5,362584,2022-08-17T02:14:36.479Z,362580.627,female,1999,high school,Bosnian,74825.9789999911,3412.5,3404.775,273425.921,348251.899999991,348257.5,2022-08-17T02:14:22.153Z,348259.119,1531,20.2.4,https://psa007.psysciacc.org/en2/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",MacIntel,en-GB,en-GB,Australia/Sydney,-600,1440,900,1440,773,1440,821,1,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.94139650872818
feaaf,25927.8810000119,4989.09999999404,4973.753,4990.419,30918.3000000119,30918.5,2022-08-10T09:47:40.740Z,30924.393,female,2001,high school,English,4636.59500001788,320.90000000596,323.939,340.605,4977.20000001788,4988.59999999404,2022-08-10T09:47:14.811Z,4990.419,1531,20.2.4,https://psa007.psysciacc.org/en/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",MacIntel,en-GB,en-GB,Australia/Sydney,-600,1440,900,1440,741,1440,789,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.877805486284289
