"eu_target","eu_cue","type","target_type","cue_type","eu_cosine"
"irrmana","jasan","nonword","nonword","word",NA
"azaliaa","gabonak","nonword","nonword","word",NA
"iruzurue","janari","nonword","nonword","word",NA
"zapelkatu","hormigoi","nonword","nonword","word",NA
"ferroilo","biltzar","nonword","nonword","word",NA
"itim","erre","nonword","nonword","word",NA
"bobel","nekatu","nonword","nonword","word",NA
"irakerle","kreditu","nonword","nonword","word",NA
"tokarte","ezpal","nonword","nonword","word",NA
"gizaba","erreal","nonword","nonword","word",NA
"tertasun","altxor","nonword","nonword","word",NA
"jatedrna","errifle","nonword","nonword","word",NA
"koina","geruza","nonword","nonword","word",NA
"pentsara","munys","nonword","nonword","word",NA
"goour","drama","nonword","nonword","word",NA
"tekas","ikasle","nonword","nonword","word",NA
"gentzi","bolondres","nonword","nonword","word",NA
"murrizot","esperientzia","nonword","nonword","word",NA
"istore","disko","nonword","nonword","word",NA
"gooru","leialtasun","nonword","nonword","word",NA
"meria","estu","nonword","nonword","word",NA
"maitopizan","labur","nonword","nonword","word",NA
"guarri","ibilgailu","nonword","nonword","word",NA
"podat","joko","nonword","nonword","word",NA
"gaarotasun","bandera","nonword","nonword","word",NA
"dutaila","galtzaile","nonword","nonword","word",NA
"borrida","eragozpen","nonword","nonword","word",NA
"urkete","seguru","nonword","nonword","word",NA
"gehiendako","kazetari","nonword","nonword","word",NA
"peageratu","erradio","nonword","nonword","word",NA
"buruin","antolatu","nonword","nonword","word",NA
"maetu","gizon puska","nonword","nonword","word",NA
"naguta","txertatu","nonword","nonword","word",NA
"itdal","testigatu","nonword","nonword","word",NA
"eklatz","arroka","nonword","nonword","word",NA
"baretzaile","zalduneria","nonword","nonword","word",NA
"adosoan","antzeko","nonword","nonword","word",NA
"exi","konkurrentzia","nonword","nonword","word",NA
"hasipen","azalpen","nonword","nonword","word",NA
"tunagarri","konturatu","nonword","nonword","word",NA
"sustn","edukiera","nonword","nonword","word",NA
"errkru","ideal","nonword","nonword","word",NA
"hannespe","meket","nonword","nonword","word",NA
"abakuado","marroi","nonword","nonword","word",NA
"clar","teleskopio","nonword","nonword","word",NA
"mendrealdeko","noizbait","nonword","nonword","word",NA
"guraas","zuzen","nonword","nonword","word",NA
"etoria","ergel","nonword","nonword","word",NA
"irriera","leku","nonword","nonword","word",NA
"hautseauatu","garesti","nonword","nonword","word",NA
"lepei","birus","nonword","nonword","word",NA
"galtor","magia","nonword","nonword","word",NA
"saltotr","eskumen","nonword","nonword","word",NA
"narao","atxiki","nonword","nonword","word",NA
"ostutsu","behin","nonword","nonword","word",NA
"garever","nazioarteko","nonword","nonword","word",NA
"ugereu","gutxietsi","nonword","nonword","word",NA
"ente","ezpain","nonword","nonword","word",NA
"hibearri","gas","nonword","nonword","word",NA
"hiista","protesta egin","nonword","nonword","word",NA
"laanarren","begi","nonword","nonword","word",NA
"veaitu","etorbide","nonword","nonword","word",NA
"eskutsde","aitzurtu","nonword","nonword","word",NA
"eztabanka","d proiektu dt","nonword","nonword","word",NA
"afaldi","paradisu","nonword","nonword","word",NA
"peria","sekula ez","nonword","nonword","word",NA
"lanpo","garaitza","nonword","nonword","word",NA
"hazkonia","aintza","nonword","nonword","word",NA
"konealdea","ikerkuntza","nonword","nonword","word",NA
"haorketa","urguilu","nonword","nonword","word",NA
"altzaimo","handi","nonword","nonword","word",NA
"adrenanena","asalde","nonword","nonword","word",NA
"hoositu","gela","nonword","nonword","word",NA
"laten","zikin","nonword","nonword","word",NA
"torncko","telegrama","nonword","nonword","word",NA
"amrutiko","egiaztatu","nonword","nonword","word",NA
"ente","agente","nonword","nonword","word",NA
"laum","abaildu","nonword","nonword","word",NA
"bidesldor","andre","nonword","nonword","word",NA
"koale","mendebalde","nonword","nonword","word",NA
"landntzaile","bravo","nonword","nonword","word",NA
"antzmele","jungla","nonword","nonword","word",NA
"burigo","irekitze","nonword","nonword","word",NA
"ezinksobe","esperimentu","nonword","nonword","word",NA
"teorri","ekain","nonword","nonword","word",NA
"muskin","mito","nonword","nonword","word",NA
"ir","zirkulu","nonword","nonword","word",NA
"saltmaegin","sintoma","nonword","nonword","word",NA
"irialdi","kilometro","nonword","nonword","word",NA
"iraklusi","abokatu","nonword","nonword","word",NA
"irakerle","betierekoa","nonword","nonword","word",NA
"koipletatu","zine","nonword","nonword","word",NA
"ikuzketa","egutegi","nonword","nonword","word",NA
"tokotu","dna","nonword","nonword","word",NA
"komiouario","burusi","nonword","nonword","word",NA
"ikorkera","begirune","nonword","nonword","word",NA
"egatki","berezi","nonword","nonword","word",NA
"hozuz","fin","nonword","nonword","word",NA
"argiutxatze","kezkatsu","nonword","nonword","word",NA
"jain","zuzen","nonword","nonword","word",NA
"liake","zelatatu","nonword","nonword","word",NA
"ahho","forma","nonword","nonword","word",NA
"ezkomuu","mintzamen","nonword","nonword","word",NA
"nelazioak","huts","nonword","nonword","word",NA
"frantsuka","bizkar","nonword","nonword","word",NA
"atmonuera","sartu","nonword","nonword","word",NA
"arkiteteo","udazken","nonword","nonword","word",NA
"alperadore","monumentu","nonword","nonword","word",NA
"gaekipen","kabinete","nonword","nonword","word",NA
"amria","nerbio","nonword","nonword","word",NA
"lankotu","gauerdi","nonword","nonword","word",NA
"iduazi","paintaila handi","nonword","nonword","word",NA
"idazpita","noizik behin","nonword","nonword","word",NA
"euuri","zuri","nonword","nonword","word",NA
"norbileko","prestakuntza","nonword","nonword","word",NA
"itximoa","urrezko","nonword","nonword","word",NA
"zerrera","piiberak","nonword","nonword","word",NA
"ahalkiykiziki","zorigaitzeko","nonword","nonword","word",NA
"telebizka","larri","nonword","nonword","word",NA
"axxeagabe","izualdi","nonword","nonword","word",NA
"dezara","zerbitzari","nonword","nonword","word",NA
"bauke","zuhaiska","nonword","nonword","word",NA
"sagoide","software","nonword","nonword","word",NA
"murtizkatu","bizi izan","nonword","nonword","word",NA
"argatzi","esangura","nonword","nonword","word",NA
"sochartasun","sentsore","nonword","nonword","word",NA
"hazazinazio","funtzionatu","nonword","nonword","word",NA
"isuntasun","zoologiko","nonword","nonword","word",NA
"rasterio","babesgabe","nonword","nonword","word",NA
"istulu","gona","nonword","nonword","word",NA
"igermaegin","hizketa","nonword","nonword","word",NA
"queano","piramide","nonword","nonword","word",NA
"agota","ahizpa","nonword","nonword","word",NA
"ver","estalki","nonword","nonword","word",NA
"hobeaten","gorri","nonword","nonword","word",NA
"itxaben","egosgogor","nonword","nonword","word",NA
"kotriantza","azeri","nonword","nonword","word",NA
"przatu","okerreko","nonword","nonword","word",NA
"estsarki","eraikuntza","nonword","nonword","word",NA
"izenigrua","korrika egin","nonword","nonword","word",NA
"teletrno","lagundi","nonword","nonword","word",NA
"kaletea","giltzapore","nonword","nonword","word",NA
"raldur","aukera","nonword","nonword","word",NA
"izrru","irrati","nonword","nonword","word",NA
"epidrkikoa","zaparrada","nonword","nonword","word",NA
"jamoa","kanpatu","nonword","nonword","word",NA
"lazzi","hirugarren","nonword","nonword","word",NA
"detherdin","abeslari","nonword","nonword","word",NA
"haurdunarai","taberna","nonword","nonword","word",NA
"zizkari","faltsutu","nonword","nonword","word",NA
"nin","baxuagoa","nonword","nonword","word",NA
"segikagobili","milioi","nonword","nonword","word",NA
"otas","pilula","nonword","nonword","word",NA
"koima","bidaia","nonword","nonword","word",NA
"gaztttu","proposatu","nonword","nonword","word",NA
"frankomaratzaile","neska","nonword","nonword","word",NA
"gertzau","epaitu","nonword","nonword","word",NA
"ezadhar","ezizen","nonword","nonword","word",NA
"rtsika","jarraiki","nonword","nonword","word",NA
"kamiil","zurrupatu","nonword","nonword","word",NA
"zienamilari","jazoera","nonword","nonword","word",NA
"sustndu","aztertu","nonword","nonword","word",NA
"entzageria","burdin lehertu","nonword","nonword","word",NA
"kororol","hatz","nonword","nonword","word",NA
"ul","administrazio","nonword","nonword","word",NA
"zerraitu","sendo","nonword","nonword","word",NA
"ozko","zigortu","nonword","nonword","word",NA
"podat","zuzen","nonword","nonword","word",NA
"oimon","bukaerako","nonword","nonword","word",NA
"arldutza","ideia","nonword","nonword","word",NA
"armarou","kutsadura","nonword","nonword","word",NA
"burdinpìari","lasagna","nonword","nonword","word",NA
"kila","errealitate","nonword","nonword","word",NA
"mikrofongo","txundigarri","nonword","nonword","word",NA
"hrmata","korronte","nonword","nonword","word",NA
"hauteneta","gaztigu","nonword","nonword","word",NA
"herrisat","zarata","nonword","nonword","word",NA
"ae buruz","taxi","nonword","nonword","word",NA
"kazetate","oilasko","nonword","nonword","word",NA
"przaidente","ingeles","nonword","nonword","word",NA
"zost","hondar","nonword","nonword","word",NA
"hidrogali","proiektu","nonword","nonword","word",NA
"rdiri","aingura","nonword","nonword","word",NA
"entzere","baiezko","nonword","nonword","word",NA
"kabilu","irudimen","nonword","nonword","word",NA
"naka","hurakan","nonword","nonword","word",NA
"utater","kontaktu","nonword","nonword","word",NA
"krisscu","aurrealdeko","nonword","nonword","word",NA
"kardtari","populazio","nonword","nonword","word",NA
"militika","tailer","nonword","nonword","word",NA
"fikatu","barkatu","nonword","nonword","word",NA
"erilaki","erne","nonword","nonword","word",NA
"ejonionesa","praktika","nonword","nonword","word",NA
"amduri","diploma","nonword","nonword","word",NA
"landn","bakarrik","nonword","nonword","word",NA
"kaoo","gora egin","nonword","nonword","word",NA
"gruso","deskribatzea","nonword","nonword","word",NA
"kotragailu","ale","nonword","nonword","word",NA
"biolazia","prestatu","nonword","nonword","word",NA
"dolaore","mutil","nonword","nonword","word",NA
"nimilia","romeo","nonword","nonword","word",NA
"dimo","armategi","nonword","nonword","word",NA
"kontrazergu","oraingo","nonword","nonword","word",NA
"bidellnatze","adarra","nonword","nonword","word",NA
"herosba","kontzeptu","nonword","nonword","word",NA
"kokaleth","zapore oneko","nonword","nonword","word",NA
"tranozeritu","pobrezia","nonword","nonword","word",NA
"viderazio","artista","nonword","nonword","word",NA
"kapitaro","zauritu","nonword","nonword","word",NA
"meidatari","ar","nonword","nonword","word",NA
"nahangeta","laño","nonword","nonword","word",NA
"txapaiketa","arriskugarri","nonword","nonword","word",NA
"mast","tumore","nonword","nonword","word",NA
"logine","txapelketa","nonword","nonword","word",NA
"akorrgo","araketa","nonword","nonword","word",NA
"mapaiatu","heldu","nonword","nonword","word",NA
"maudendu","agur","nonword","nonword","word",NA
"likiral","kabi","nonword","nonword","word",NA
"jiertu","xahupen","nonword","nonword","word",NA
"defitezio","afrika","nonword","nonword","word",NA
"trlku","irain","nonword","nonword","word",NA
"iblai","zaletasun","nonword","nonword","word",NA
"elektroeitate","porn","nonword","nonword","word",NA
"mahaegu","kontserbazio","nonword","nonword","word",NA
"saltzi","bideratu","nonword","nonword","word",NA
"porttiko","zalantzatu","nonword","nonword","word",NA
"doministrazio","hilkutxa","nonword","nonword","word",NA
"arrakania","ezti","nonword","nonword","word",NA
"nabisi","haserre","nonword","nonword","word",NA
"zibililuzio","esne","nonword","nonword","word",NA
"erraulazio","gai kimiko","nonword","nonword","word",NA
"potrsa","erritmo","nonword","nonword","word",NA
"eskandttu","burmuin","nonword","nonword","word",NA
"fetegi","planeta","nonword","nonword","word",NA
"luor","irail","nonword","nonword","word",NA
"near","jaiotza","nonword","nonword","word",NA
"tatxe","irrazional","nonword","nonword","word",NA
"kotrorazio","karbono","nonword","nonword","word",NA
"sorooren","umezurtz-etxe","nonword","nonword","word",NA
"soroski","erregimentu","nonword","nonword","word",NA
"éma","pribatu","nonword","nonword","word",NA
"atlantxao","errepide","nonword","nonword","word",NA
"belma","d / marraz","nonword","nonword","word",NA
"egatki","irudi","nonword","nonword","word",NA
"erkadun","zaindari","nonword","nonword","word",NA
"kaevela","tximino","nonword","nonword","word",NA
"ekoiisen","ados","nonword","nonword","word",NA
"krseinal","bahitu","nonword","nonword","word",NA
"lazirreta","lanpara","nonword","nonword","word",NA
"lapurretålegin","herrialde","nonword","nonword","word",NA
"kanposansi","bankari","nonword","nonword","word",NA
"mukizazo","ezabatu","nonword","nonword","word",NA
"peande","egonarri handiko","nonword","nonword","word",NA
"spageltti","atomiko","nonword","nonword","word",NA
"mire","afari","nonword","nonword","word",NA
"ulari","playboy","nonword","nonword","word",NA
"korotituzioa","jadanik","nonword","nonword","word",NA
"ck","tiro","nonword","nonword","word",NA
"ariezko","gehiengo","nonword","nonword","word",NA
"gudaieste","burdin","nonword","nonword","word",NA
"azton","harilkatu","nonword","nonword","word",NA
"mesheko","ezkutu","nonword","nonword","word",NA
"ezpendagarri","hodei","nonword","nonword","word",NA
"heta","armiarma","nonword","nonword","word",NA
"onial","mila","nonword","nonword","word",NA
"zinttitasuna","malguki","nonword","nonword","word",NA
"ide","debekatu","nonword","nonword","word",NA
"kokaleth","sexual","nonword","nonword","word",NA
"gacor","mintegi","nonword","nonword","word",NA
"bihainik","txakur","nonword","nonword","word",NA
"muapoa","sendotasun","nonword","nonword","word",NA
"shuido","biloba","nonword","nonword","word",NA
"sepezur","bero","nonword","nonword","word",NA
"ferea","zoru","nonword","nonword","word",NA
"azlomarratu","apezpiku","nonword","nonword","word",NA
"hegarhegin","ezpain","nonword","nonword","word",NA
"hegaini","miatu","nonword","nonword","word",NA
"lenarketa","betaurrekoak","nonword","nonword","word",NA
"kartue","legezkontrako","nonword","nonword","word",NA
"emize","gidatu","nonword","nonword","word",NA
"elekegiko","egaluño","nonword","nonword","word",NA
"aundi","jeneral","nonword","nonword","word",NA
"serialea","bazkide","nonword","nonword","word",NA
"etxekodbabe","museo","nonword","nonword","word",NA
"aurra","lehenengo","nonword","nonword","word",NA
"gire","segundu","nonword","nonword","word",NA
"zaizta","lasai","nonword","nonword","word",NA
"zoazken","hondartza","nonword","nonword","word",NA
"lastdaketa","bikain","nonword","nonword","word",NA
"marrazik","agindu","nonword","nonword","word",NA
"ekoimain","izkina","nonword","nonword","word",NA
"artiburra","atsedena","nonword","nonword","word",NA
"dolfoka","distira","nonword","nonword","word",NA
"arrazi","errugai","nonword","nonword","word",NA
"amdin","marrazo","nonword","nonword","word",NA
"psikolbliko","azkenik","nonword","nonword","word",NA
"loar","trikimailu","nonword","nonword","word",NA
"intera","legebiltzar","nonword","nonword","word",NA
"hamarkroa","lehergailu","nonword","nonword","word",NA
"raialde","jeazz","nonword","nonword","word",NA
"zuzeerasun","asasino","nonword","nonword","word",NA
"dutx","ernaketa","nonword","nonword","word",NA
"moltzaile","eskualdeko","nonword","nonword","word",NA
"tebrika","erabat","nonword","nonword","word",NA
"arparatu","liburutegi","nonword","nonword","word",NA
"igun","errefuxiatu","nonword","nonword","word",NA
"zentuletro","federal","nonword","nonword","word",NA
"birroi","marka","nonword","nonword","word",NA
"sabetuzur","kanpo","nonword","nonword","word",NA
"hiapaldi","puzkailu","nonword","nonword","word",NA
"predrnu","-en aurrean","nonword","nonword","word",NA
"harroiarri","ketchup","nonword","nonword","word",NA
"eskedau","dosi","nonword","nonword","word",NA
"eltxahar","zesar","nonword","nonword","word",NA
"ritore","bat","nonword","nonword","word",NA
"appez","zatiki","nonword","nonword","word",NA
"katatua","esan","nonword","nonword","word",NA
"espila","lege","nonword","nonword","word",NA
"agiwo","oratu","nonword","nonword","word",NA
"keratu","nobele","nonword","nonword","word",NA
"meshi","ohizkanpoko","nonword","nonword","word",NA
"izrti","hitz","nonword","nonword","word",NA
"pagoikula","eraztun","nonword","nonword","word",NA
"henzila","hautagai","nonword","nonword","word",NA
"erakneketa","prest","nonword","nonword","word",NA
"besarkroa","golf","nonword","nonword","word",NA
"netia","odol","nonword","nonword","word",NA
"erill","errub","nonword","nonword","word",NA
"frhua","ekoizle","nonword","nonword","word",NA
"kondnikazio","zeru","nonword","nonword","word",NA
"nahine","minkultza","nonword","nonword","word",NA
"neskateta","aukera","nonword","nonword","word",NA
"rene","zain","nonword","nonword","word",NA
"artiarzial","itsasuntzi-","nonword","nonword","word",NA
"musiu","idazle","nonword","nonword","word",NA
"mundlkmailako","tanta","nonword","nonword","word",NA
"baseti","botoi","nonword","nonword","word",NA
"nerail","ebakuntza","nonword","nonword","word",NA
"girir","solas egin","nonword","nonword","word",NA
"retiko","eredu","nonword","nonword","word",NA
"samutti","katea","nonword","nonword","word",NA
"kori","ireki","nonword","nonword","word",NA
"ankie","irabazia","nonword","nonword","word",NA
"adatetsu","tatuaje","nonword","nonword","word",NA
"koiz","posta","nonword","nonword","word",NA
"ossigutxitan","gutxienezko","nonword","nonword","word",NA
"noxualean","lantegi","nonword","nonword","word",NA
"gediu","iluntasun","nonword","nonword","word",NA
"gayra","sheria","nonword","nonword","word",NA
"ediko","orkestra","nonword","nonword","word",NA
"nabaagen","sherlock","nonword","nonword","word",NA
"indivalar","kudeatu","nonword","nonword","word",NA
"trrtoi","kikara","nonword","nonword","word",NA
"zulan","ezkongai-aldi","nonword","nonword","word",NA
"idazta","kirurgilari","nonword","nonword","word",NA
"erar","zin egin","nonword","nonword","word",NA
"stri","ondasun","nonword","nonword","word",NA
"moari","urtu","nonword","nonword","word",NA
"aizurtu","hil","nonword","nonword","word",NA
"alkin","hornikuntza","nonword","nonword","word",NA
"ldadiziozko","gorrotatu","nonword","nonword","word",NA
"muatu","monako","nonword","nonword","word",NA
"ordeeiu","egoera","nonword","nonword","word",NA
"ezabia","ztatu","nonword","nonword","word",NA
"alnua","gaur","nonword","nonword","word",NA
"nentzionari","koilara","nonword","nonword","word",NA
"xiaonga","lehengoen","nonword","nonword","word",NA
"tetatxo","mehe","nonword","nonword","word",NA
"heltera","igerileku","nonword","nonword","word",NA
"ediko","asto","nonword","nonword","word",NA
"amar","lagundu","nonword","nonword","word",NA
"kontsualategi","bero","nonword","nonword","word",NA
"zizkari","erreskatatu","nonword","nonword","word",NA
"meoteratu","eskualde","nonword","nonword","word",NA
"behaga","langai","nonword","nonword","word",NA
"eal","arrakasta","nonword","nonword","word",NA
"sistailu","eraldagai","nonword","nonword","word",NA
"maista","arima","nonword","nonword","word",NA
"boligrelo","jokatu","nonword","nonword","word",NA
"infetou","etxe","nonword","nonword","word",NA
"tomaha","trebatu","nonword","nonword","word",NA
"zetu","margotu","nonword","nonword","word",NA
"errune","karraska","nonword","nonword","word",NA
"sozkata","testu","nonword","nonword","word",NA
"indibidunb","aldarrikatu","nonword","nonword","word",NA
"ratarra","bizkor","nonword","nonword","word",NA
"zitsi","orain","nonword","nonword","word",NA
"kaalin","edalontzi","nonword","nonword","word",NA
"piluet","gizarte","nonword","nonword","word",NA
"dier","zenbatze","nonword","nonword","word",NA
"egakura","porlan","nonword","nonword","word",NA
"maeenel","eskerroneko","nonword","nonword","word",NA
"utzera","erome","nonword","nonword","word",NA
"ebisi","espioitza","nonword","nonword","word",NA
"angoalia","zer","nonword","nonword","word",NA
"rumito","publizitate","nonword","nonword","word",NA
"estratuzia","antzara","nonword","nonword","word",NA
"bonforaontzi","gripe","nonword","nonword","word",NA
"altetasun","arreta","nonword","nonword","word",NA
"susmimen","isileko","nonword","nonword","word",NA
"podat","pertsona","nonword","nonword","word",NA
"npoaretasun","zeharo","nonword","nonword","word",NA
"agiwo","baliotsu","nonword","nonword","word",NA
"dirufurro","likido","nonword","nonword","word",NA
"jeole","gose","nonword","nonword","word",NA
"utastiko","berrespen","nonword","nonword","word",NA
"fitse","kilo","nonword","nonword","word",NA
"fauea","antidoto","nonword","nonword","word",NA
"zorionaku","astelehen","nonword","nonword","word",NA
"asashlatu","ehun","nonword","nonword","word",NA
"jateun","helduera","nonword","nonword","word",NA
"larriaori","plano","nonword","nonword","word",NA
"prestari","azaro","nonword","nonword","word",NA
"planstntza","alkohol","nonword","nonword","word",NA
"sukaldaribumo","ito","nonword","nonword","word",NA
"bautubarruko","erakustazoka","nonword","nonword","word",NA
"prekatutasun","erakargarri","nonword","nonword","word",NA
"ekore","adeitsu","nonword","nonword","word",NA
"prottze","sail","nonword","nonword","word",NA
"eragindir","digusting","nonword","nonword","word",NA
"deskribatrn","zizare","nonword","nonword","word",NA
"bitatsna","txerriki","nonword","nonword","word",NA
"pribrama","apikoz","nonword","nonword","word",NA
"iraditosten","gezurra esan","nonword","nonword","word",NA
"erakaztaldi","heldu","nonword","nonword","word",NA
"prozedeka","nabigazio","nonword","nonword","word",NA
"marketokg","tabako","nonword","nonword","word",NA
"preske","xigortu","nonword","nonword","word",NA
"tutudhalgu","kanpaina","nonword","nonword","word",NA
"ontelite","giltza","nonword","nonword","word",NA
"beh> cowsly","une","nonword","nonword","word",NA
"juint","irriño","nonword","nonword","word",NA
"souta","ospitale","nonword","nonword","word",NA
"arradai","arau","nonword","nonword","word",NA
"lerroaale","senar","nonword","nonword","word",NA
"erosam","erosi","nonword","nonword","word",NA
"habaurger","txakurtegi","nonword","nonword","word",NA
"sistzoa","herdoildu","nonword","nonword","word",NA
"untziteasente","azpilan","nonword","nonword","word",NA
"etoria","zapore","nonword","nonword","word",NA
"bitxiatu","kokapen","nonword","nonword","word",NA
"zauthnn","zio","nonword","nonword","word",NA
"paborte","bilo","nonword","nonword","word",NA
"ucmiño","ilunsenti","nonword","nonword","word",NA
"segumo","azkenburuko","nonword","nonword","word",NA
"ingrz","zombi","nonword","nonword","word",NA
"inafizio","metodo","nonword","nonword","word",NA
"teazte","mende","nonword","nonword","word",NA
"rmentzia","igoera","nonword","nonword","word",NA
"intor","lapurtu","nonword","nonword","word",NA
"leherousu","botere","nonword","nonword","word",NA
"iganteen","nanbiri","nonword","nonword","word",NA
"fiduko","toki","nonword","nonword","word",NA
"tekate","harrera-leku","nonword","nonword","word",NA
"watsezs","tripulazio","nonword","nonword","word",NA
"sindazme","giltzurrun","nonword","nonword","word",NA
"oskearri","aingeru","nonword","nonword","word",NA
"iee","ikusi","nonword","nonword","word",NA
"ordenamdre","jainko","nonword","nonword","word",NA
"rril","entzun","nonword","nonword","word",NA
"suntzatu","fideltasun","nonword","nonword","word",NA
"jarrari","arraia egin","nonword","nonword","word",NA
"mozkorue","autopsia","nonword","nonword","word",NA
"begiun","ilargi","nonword","nonword","word",NA
"erregotore","baikor","nonword","nonword","word",NA
"sunturpen","somor","nonword","nonword","word",NA
"ekoinei","osaba","nonword","nonword","word",NA
"kon","munstro","nonword","nonword","word",NA
"gulara","industria","nonword","nonword","word",NA
"ver","gau","nonword","nonword","word",NA
"miael","anabasa","nonword","nonword","word",NA
"zigaibo","garaikur","nonword","nonword","word",NA
"jateale","eutsi","nonword","nonword","word",NA
"garalf","ardo","nonword","nonword","word",NA
"luzelabel","iltze","nonword","nonword","word",NA
"zurrenatu","uda","nonword","nonword","word",NA
"ebakawndo","markak","nonword","nonword","word",NA
"liumi","-tik kanpo","nonword","nonword","word",NA
"mekastko","bigun","nonword","nonword","word",NA
"yrentzia","finkatu","nonword","nonword","word",NA
"leusa","gizalege","nonword","nonword","word",NA
"mikroskolto","bermatu","nonword","nonword","word",NA
"monagregi","harremanak","nonword","nonword","word",NA
"izatu","balbula","nonword","nonword","word",NA
"lekukozia","sagar","nonword","nonword","word",NA
"emerki","haga","nonword","nonword","word",NA
"jaurxeki","erregina","nonword","nonword","word",NA
"lotila","patu","nonword","nonword","word",NA
"azff","arazo","nonword","nonword","word",NA
"autosis","printzesa","nonword","nonword","word",NA
"tresto","eragotzi","nonword","nonword","word",NA
"txokte","jeloskor","nonword","nonword","word",NA
"unnei","datuak","nonword","nonword","word",NA
"hobelsntza","injineru","nonword","nonword","word",NA
"miazizi","badia","nonword","nonword","word",NA
"artu","gatazka","nonword","nonword","word",NA
"barraln","txapeldun","nonword","nonword","word",NA
"ehrgahegazkin","eragin","nonword","nonword","word",NA
"betxindu","irrikatu","nonword","nonword","word",NA
"pasaburte","ubide","nonword","nonword","word",NA
"okura","soilik","nonword","nonword","word",NA
"serri","ikatz","nonword","nonword","word",NA
"otiki","magital","nonword","nonword","word",NA
"txldi","detonatzaile","nonword","nonword","word",NA
"gorire","arrazista","nonword","nonword","word",NA
"abermas","kanela","nonword","nonword","word",NA
"zirrtuagarri","geroaldi","nonword","nonword","word",NA
"aliziazko","bainugela","nonword","nonword","word",NA
"berrekk","baimendu","nonword","nonword","word",NA
"neoi","ezinezko","nonword","nonword","word",NA
"erdriztu","kutxa","nonword","nonword","word",NA
"aité","jabetasun","nonword","nonword","word",NA
"uretsi","ezagutarazte","nonword","nonword","word",NA
"emazbagai","limoi-edari","nonword","nonword","word",NA
"rge","biao","nonword","nonword","word",NA
"lde","album","nonword","nonword","word",NA
"adpirazi","zigor","nonword","nonword","word",NA
"uniberititate","miragarri","nonword","nonword","word",NA
"lapoxia","patata","nonword","nonword","word",NA
"zauzketa","izu","nonword","nonword","word",NA
"kutxerzar","bagoi","nonword","nonword","word",NA
"deusesio","prozesua","nonword","nonword","word",NA
"dutxtasun","jatorrizko","nonword","nonword","word",NA
"unnei","finantzatu","nonword","nonword","word",NA
"uelar","bizkor","nonword","nonword","word",NA
"urtebesttzea","eztul","nonword","nonword","word",NA
"izgitu","anker","nonword","nonword","word",NA
"mafitxe","gako","nonword","nonword","word",NA
"bolion","zeregin","nonword","nonword","word",NA
"irbrn","ingurugiro","nonword","nonword","word",NA
"pozetasun","geriza","nonword","nonword","word",NA
"urgei","krema","nonword","nonword","word",NA
"masads","izena izan","nonword","nonword","word",NA
"zamur","itxaropen","nonword","nonword","word",NA
"gaire","gutunazal","nonword","nonword","word",NA
"interia","zuzengabekeria","nonword","nonword","word",NA
"paipuila","izen","nonword","nonword","word",NA
"suicagarri","isil","nonword","nonword","word",NA
"artizieria","beherako","nonword","nonword","word",NA
"corola","berde","nonword","nonword","word",NA
"kargamenik","zamatu","nonword","nonword","word",NA
"bainbaela","aterpe","nonword","nonword","word",NA
"rbain","arerio","nonword","nonword","word",NA
"osibgozo","ikasi","nonword","nonword","word",NA
"osaseltsu","aitona","nonword","nonword","word",NA
"zaue","bultzatu","nonword","nonword","word",NA
"zatei","deseroso","nonword","nonword","word",NA
"prinesional","kantzelari","nonword","nonword","word",NA
"eno","maratcho","nonword","nonword","word",NA
"traiozre","artikulu","nonword","nonword","word",NA
"hiapaldi","medikuntza-","nonword","nonword","word",NA
"kardulatu","batuketa","nonword","nonword","word",NA
"hube","arao","nonword","nonword","word",NA
"zezaitzari","bizirik","nonword","nonword","word",NA
"hen","itxuroso","nonword","nonword","word",NA
"rtsio","saskibaloi","nonword","nonword","word",NA
"zegora","urduritasun","nonword","nonword","word",NA
"erdame","amai","nonword","nonword","word",NA
"koipi","mugimendu","nonword","nonword","word",NA
"politarra","libritan","nonword","nonword","word",NA
"siondura","bahitu","nonword","nonword","word",NA
"kartzeaitze","izaeraz","nonword","nonword","word",NA
"gekoitu","aditu","nonword","nonword","word",NA
"nazkiaarri","astun","nonword","nonword","word",NA
"xen","abegi","nonword","nonword","word",NA
"antzerue","keinu","nonword","nonword","word",NA
"exekplatu","herrikoi","nonword","nonword","word",NA
"alhri","halabeharrez","nonword","nonword","word",NA
"trtongelu","alargun","nonword","nonword","word",NA
"intereelarri","indibidual","nonword","nonword","word",NA
"zusu","berezko","nonword","nonword","word",NA
"suma","sobera","nonword","nonword","word",NA
"bagoera","oztopoak jarri","nonword","nonword","word",NA
"ziapu","marraskilo","nonword","nonword","word",NA
"entsztada","enbaxada","nonword","nonword","word",NA
"zoriazarrda","suziri","nonword","nonword","word",NA
"agurga","erremate","nonword","nonword","word",NA
"itsaoiarmada","trukatu","nonword","nonword","word",NA
"votwa","probetxugarri","nonword","nonword","word",NA
"tugal","pultsu","nonword","nonword","word",NA
"zuhadez","zopa","nonword","nonword","word",NA
"beaiz","estadio","nonword","nonword","word",NA
"tuazkatu","ihauteri","nonword","nonword","word",NA
"rberi","zigilu","nonword","nonword","word",NA
"teker","estekatu","nonword","nonword","word",NA
"berrlli","laga","nonword","nonword","word",NA
"foagan","barregarri","nonword","nonword","word",NA
