"no_cue","no_target","type","cue_type","target_type","no_cosine"
"joea","liten","nonword","nonword","word",NA
"purde","gi","nonword","nonword","word",NA
"ingenilands","forfriske","nonword","nonword","word",NA
"arsekert","innsjø","nonword","nonword","word",NA
"tatovefullt","kloster","nonword","nonword","word",NA
"storefe","nasjon","nonword","nonword","word",NA
"mengtenhet","full","nonword","nonword","word",NA
"årsafras","kapitalisme","nonword","nonword","word",NA
"blodgog","løsepenger","nonword","nonword","word",NA
"kasjonsleri","informant","nonword","nonword","word",NA
"tav","profesjonell","nonword","nonword","word",NA
"charsoldat","baksiden","nonword","nonword","word",NA
"brukerklumpte","gate","nonword","nonword","word",NA
"sekredets","mikrofon","nonword","nonword","word",NA
"faelp","møte","nonword","nonword","word",NA
"ema","maskin","nonword","nonword","word",NA
"kvinnehavet","hammer","nonword","nonword","word",NA
"fotjø","solar","nonword","nonword","word",NA
"jurisdikfield","kule","nonword","nonword","word",NA
"anvisst","emosjonell","nonword","nonword","word",NA
"arherskel","utruste","nonword","nonword","word",NA
"krisesigelse","eieren","nonword","nonword","word",NA
"ramsjon","flate","nonword","nonword","word",NA
"konkrets","noensinne","nonword","nonword","word",NA
"skhm","romvesen","nonword","nonword","word",NA
"duio","lang","nonword","nonword","word",NA
"løke","lidenskap","nonword","nonword","word",NA
"tørsne","eksplodere","nonword","nonword","word",NA
"frbit","butt","nonword","nonword","word",NA
"orslakter","senatet","nonword","nonword","word",NA
"sørnet","våpen","nonword","nonword","word",NA
"klørb","tro","nonword","nonword","word",NA
"geby","mutasjon","nonword","nonword","word",NA
"unglis","vampyr","nonword","nonword","word",NA
"stakrok","full","nonword","nonword","word",NA
"underslepebåt","eksplosiv","nonword","nonword","word",NA
"regibral","teori","nonword","nonword","word",NA
"sukoppman","kjøtt","nonword","nonword","word",NA
"dunve","svart","nonword","nonword","word",NA
"sammensveralphonse","fjerde","nonword","nonword","word",NA
"fenologi","aksepterer","nonword","nonword","word",NA
"husve","gram","nonword","nonword","word",NA
"rayte","tommel","nonword","nonword","word",NA
"teralegg","vanlig","nonword","nonword","word",NA
"lysde","team","nonword","nonword","word",NA
"befolketelse","mikroskop","nonword","nonword","word",NA
"kryssont","vinner","nonword","nonword","word",NA
"bekymsjon","struktur","nonword","nonword","word",NA
"bodon","system","nonword","nonword","word",NA
"gam","butikk","nonword","nonword","word",NA
"eksepsjoplass","intuisjon","nonword","nonword","word",NA
"popumond","flaske","nonword","nonword","word",NA
"adskilsel","kart","nonword","nonword","word",NA
"ydleg","måler","nonword","nonword","word",NA
"prolay","finansiell","nonword","nonword","word",NA
"ylt","fornærme","nonword","nonword","word",NA
"liefar","bred","nonword","nonword","word",NA
"betydsjon","posisjon","nonword","nonword","word",NA
"befer","hummer","nonword","nonword","word",NA
"kjøreelt","classic","nonword","nonword","word",NA
"dybb","dømme","nonword","nonword","word",NA
"sykmi","boston","nonword","nonword","word",NA
"vilmisk","nyheter","nonword","nonword","word",NA
"brær","løgner","nonword","nonword","word",NA
"lekelagt","ran","nonword","nonword","word",NA
"påpe","utvikling","nonword","nonword","word",NA
"kombinadiere","ri","nonword","nonword","word",NA
"slent","at","nonword","nonword","word",NA
"anvert","universitet","nonword","nonword","word",NA
"bians","fugl","nonword","nonword","word",NA
"reske","mesterskap","nonword","nonword","word",NA
"slalt","redusere","nonword","nonword","word",NA
"maeriff","død","nonword","nonword","word",NA
"kidnamant","skjønnhet","nonword","nonword","word",NA
"krykington","kreft","nonword","nonword","word",NA
"tial","vedlikehold","nonword","nonword","word",NA
"galv","metall","nonword","nonword","word",NA
"teleming","tann","nonword","nonword","word",NA
"piade","frelser","nonword","nonword","word",NA
"beater","stol","nonword","nonword","word",NA
"klisgommen","skandale","nonword","nonword","word",NA
"søkeein","flamme","nonword","nonword","word",NA
"avspil","tiår","nonword","nonword","word",NA
"engasjeplass","rotte","nonword","nonword","word",NA
"loge","galaxy","nonword","nonword","word",NA
"toil","skilpadde","nonword","nonword","word",NA
"örg","ensom","nonword","nonword","word",NA
"bunert","bygning","nonword","nonword","word",NA
"gos","fengsling","nonword","nonword","word",NA
"hovednies","bar","nonword","nonword","word",NA
"kongresssjon","sirkus","nonword","nonword","word",NA
"tågs","dal","nonword","nonword","word",NA
"ldst","tåke","nonword","nonword","word",NA
"krunik","personvern","nonword","nonword","word",NA
"rll","leie","nonword","nonword","word",NA
"mannne","kjærlighet","nonword","nonword","word",NA
"esn","dikt","nonword","nonword","word",NA
"tylion","ytterligere","nonword","nonword","word",NA
"imm","hatt","nonword","nonword","word",NA
"balie","fare","nonword","nonword","word",NA
"rotop","uttalelse","nonword","nonword","word",NA
"ørlil","spaghetti","nonword","nonword","word",NA
"loer","bekrefte","nonword","nonword","word",NA
"lysser","tirsdag","nonword","nonword","word",NA
"shink","ferie","nonword","nonword","word",NA
"programbens","evnen","nonword","nonword","word",NA
"konperm","gitar","nonword","nonword","word",NA
"odete","plukke ut","nonword","nonword","word",NA
"denhet","som regel","nonword","nonword","word",NA
"promens","ubehagelig","nonword","nonword","word",NA
"amgrønnsade","sette","nonword","nonword","word",NA
"undervannske","enorm","nonword","nonword","word",NA
"eur","produksjon","nonword","nonword","word",NA
"noskubber","rømling","nonword","nonword","word",NA
"veidel","alarm","nonword","nonword","word",NA
"teurt","plast","nonword","nonword","word",NA
"piei","legende","nonword","nonword","word",NA
"diskitte","mild","nonword","nonword","word",NA
"foretale","kjøpmann","nonword","nonword","word",NA
"yorke","døv","nonword","nonword","word",NA
"ennas","bruke","nonword","nonword","word",NA
"øyde","uventet","nonword","nonword","word",NA
"tofive","bli ferdig","nonword","nonword","word",NA
"kigart","verdiløs","nonword","nonword","word",NA
"ryl","hyggelig","nonword","nonword","word",NA
"dend","stillhet","nonword","nonword","word",NA
"leistol","fravær","nonword","nonword","word",NA
"veldestrukhet","administrativ","nonword","nonword","word",NA
"høydu","publikum","nonword","nonword","word",NA
"isind","kone","nonword","nonword","word",NA
"roykk","produkt","nonword","nonword","word",NA
"giig","ulykke","nonword","nonword","word",NA
"marepper","tunnel","nonword","nonword","word",NA
"naab","soloppgang","nonword","nonword","word",NA
"somskap","sjef","nonword","nonword","word",NA
"boutt","effektiv","nonword","nonword","word",NA
"bedtt","plikt","nonword","nonword","word",NA
"skytge","tre","nonword","nonword","word",NA
"inntektstelse","observere","nonword","nonword","word",NA
"rovtig","spill","nonword","nonword","word",NA
"klotisk","brev","nonword","nonword","word",NA
"avde","mennesker","nonword","nonword","word",NA
"eienrett","foreslås","nonword","nonword","word",NA
"trygte","fjerdedel","nonword","nonword","word",NA
"spabe","lys","nonword","nonword","word",NA
"jordskjært","slange","nonword","nonword","word",NA
"jute","fjell","nonword","nonword","word",NA
"strekmisse","kvinne","nonword","nonword","word",NA
"fasjogjengle","champagne","nonword","nonword","word",NA
"nåvæstoffde","i går","nonword","nonword","word",NA
"magnerens","imperium","nonword","nonword","word",NA
"pintor","penger","nonword","nonword","word",NA
"fatbarndom","tau","nonword","nonword","word",NA
"gjenbrudd","mysterium","nonword","nonword","word",NA
"menpes","riktig","nonword","nonword","word",NA
"maco","skulle ønske","nonword","nonword","word",NA
"siip","forberede","nonword","nonword","word",NA
"feiike enkelt","hav","nonword","nonword","word",NA
"strs","massasje","nonword","nonword","word",NA
"vorne","nåde","nonword","nonword","word",NA
"milliobånd","utfordring","nonword","nonword","word",NA
"peen","planlegger","nonword","nonword","word",NA
"sejen","foto","nonword","nonword","word",NA
"orkjemme","stål","nonword","nonword","word",NA
"erbrente","indikerer","nonword","nonword","word",NA
"andre stegne","vits","nonword","nonword","word",NA
"enderens","cerebral","nonword","nonword","word",NA
"strømlytiker","tyrkia","nonword","nonword","word",NA
"viljenavn","ekteskap","nonword","nonword","word",NA
"observanilje","hydrogen","nonword","nonword","word",NA
"kapasikalsk","landsby","nonword","nonword","word",NA
"poin","intimt","nonword","nonword","word",NA
"forskrekning","patrulje","nonword","nonword","word",NA
"klei","hovedvei","nonword","nonword","word",NA
"lavsel","rotere","nonword","nonword","word",NA
"helsekelighet","møte","nonword","nonword","word",NA
"mislig","tenåring","nonword","nonword","word",NA
"imponebuchadde","rettferdighet","nonword","nonword","word",NA
"oir","rik","nonword","nonword","word",NA
"kure","medalje","nonword","nonword","word",NA
"risikathies","elegant","nonword","nonword","word",NA
"døderens","fantasi","nonword","nonword","word",NA
"zette","blåmerke","nonword","nonword","word",NA
"feus","bakgate","nonword","nonword","word",NA
"sukskog","falsk","nonword","nonword","word",NA
"sutle","avsnitt","nonword","nonword","word",NA
"strask","demonstrasjon","nonword","nonword","word",NA
"aal","hovedkvarter","nonword","nonword","word",NA
"karnelege","gave","nonword","nonword","word",NA
"plattning","sannsynligvis","nonword","nonword","word",NA
"basno","sjarmerende","nonword","nonword","word",NA
"pilking","penn","nonword","nonword","word",NA
"budstalt","handling","nonword","nonword","word",NA
"økonoborg","tegne","nonword","nonword","word",NA
"nca","heks","nonword","nonword","word",NA
"awk","juli","nonword","nonword","word",NA
"ks","hundre","nonword","nonword","word",NA
"poi","fotball","nonword","nonword","word",NA
"rekt","mørk","nonword","nonword","word",NA
"pande","heroin","nonword","nonword","word",NA
"frysje","datamaskin","nonword","nonword","word",NA
"bolv","helt","nonword","nonword","word",NA
"ranan","forfatter","nonword","nonword","word",NA
"brtan","viktig","nonword","nonword","word",NA
"stass","gjemme seg","nonword","nonword","word",NA
"aug","støv","nonword","nonword","word",NA
"makjenne","sjømann","nonword","nonword","word",NA
"utstilket","artilleri","nonword","nonword","word",NA
"sjakte","talent","nonword","nonword","word",NA
"labo","skje","nonword","nonword","word",NA
"romding","bro","nonword","nonword","word",NA
"termisons","pille","nonword","nonword","word",NA
"kolosert","opptreden","nonword","nonword","word",NA
"brannbileum","skapning","nonword","nonword","word",NA
"innfalls","selge","nonword","nonword","word",NA
"delibysk","love","nonword","nonword","word",NA
"smig","skade","nonword","nonword","word",NA
"hauring","fremgangsmåte","nonword","nonword","word",NA
"klit","skuespiller","nonword","nonword","word",NA
"framgan","regne ut","nonword","nonword","word",NA
"ta kontakhanne","vanligvis","nonword","nonword","word",NA
"oppholdebeca","huske","nonword","nonword","word",NA
"syks","kontor","nonword","nonword","word",NA
"kov","rimelig","nonword","nonword","word",NA
"forslåt","hilse på","nonword","nonword","word",NA
"semilits","sone","nonword","nonword","word",NA
"tapsen","muskel","nonword","nonword","word",NA
"foregur","keiser","nonword","nonword","word",NA
"popter","uteksamineres","nonword","nonword","word",NA
"carsk","kjøper","nonword","nonword","word",NA
"stakisjon","jordbær","nonword","nonword","word",NA
"forskjelmelse","tre","nonword","nonword","word",NA
"spyrn","telefon","nonword","nonword","word",NA
"kani","bevis","nonword","nonword","word",NA
"uanve","føderasjon","nonword","nonword","word",NA
"frise","løk","nonword","nonword","word",NA
"avstemte","holdning","nonword","nonword","word",NA
"behjerte","hunn","nonword","nonword","word",NA
"uad","egg","nonword","nonword","word",NA
"langmes","årsaken","nonword","nonword","word",NA
"ks","klient","nonword","nonword","word",NA
"beidslerede","øst","nonword","nonword","word",NA
"tripsette","psykologisk","nonword","nonword","word",NA
"lykte","investor","nonword","nonword","word",NA
"hlos","rike","nonword","nonword","word",NA
"basketkens","smør","nonword","nonword","word",NA
"nende","majones","nonword","nonword","word",NA
"autotron","donasjon","nonword","nonword","word",NA
"engetts","rundt","nonword","nonword","word",NA
"tilfluktsværelse","minus","nonword","nonword","word",NA
"hend","speil","nonword","nonword","word",NA
"prokelt","personlighet","nonword","nonword","word",NA
"kampvillig","feil","nonword","nonword","word",NA
"veidag","adresse","nonword","nonword","word",NA
"bæle","skog","nonword","nonword","word",NA
"skrest","sitt","nonword","nonword","word",NA
"helltelig","nødsituasjon","nonword","nonword","word",NA
"slørte","innspilling","nonword","nonword","word",NA
"sommershow","intensjon","nonword","nonword","word",NA
"kaime","myndighetene","nonword","nonword","word",NA
"daiter","motor","nonword","nonword","word",NA
"tolog","arterie","nonword","nonword","word",NA
"vaktrativ","and","nonword","nonword","word",NA
"hodesuell","markedsføring","nonword","nonword","word",NA
"tabb inn","oppdrag","nonword","nonword","word",NA
"impe","uttrykk","nonword","nonword","word",NA
"ærese","vitnesbyrd","nonword","nonword","word",NA
"vaje","cognac","nonword","nonword","word",NA
"paranoplass","kollapse","nonword","nonword","word",NA
"kjøvers","følsom","nonword","nonword","word",NA
"rocksted","ære","nonword","nonword","word",NA
"alcu","protokoll","nonword","nonword","word",NA
"komplifull","beskjeden","nonword","nonword","word",NA
"byrdå","unable","nonword","nonword","word",NA
"mukjentgjøre","torden","nonword","nonword","word",NA
"enpenn","smerte","nonword","nonword","word",NA
"jefno","biologi","nonword","nonword","word",NA
"padke","blomst","nonword","nonword","word",NA
"venø","politiker","nonword","nonword","word",NA
"skere","epidemi","nonword","nonword","word",NA
"smade","soverom","nonword","nonword","word",NA
"nasjosons","samfunnet","nonword","nonword","word",NA
"tillasjonsse","lengde","nonword","nonword","word",NA
"zie","uttrykke","nonword","nonword","word",NA
"kive","gruppe","nonword","nonword","word",NA
"frayt","spørre","nonword","nonword","word",NA
"grgd","drøm","nonword","nonword","word",NA
"roner","løp","nonword","nonword","word",NA
"vn","slåss","nonword","nonword","word",NA
"tav","hest","nonword","nonword","word",NA
"fueng","raskt","nonword","nonword","word",NA
"peptal","stasjon","nonword","nonword","word",NA
"agd","skummel","nonword","nonword","word",NA
"wid","bane","nonword","nonword","word",NA
"yad","gift","nonword","nonword","word",NA
"pira","lever","nonword","nonword","word",NA
"prolo","tilstrekkelig","nonword","nonword","word",NA
"lesøvn","agn","nonword","nonword","word",NA
"illurest","plystre","nonword","nonword","word",NA
"togge","søt","nonword","nonword","word",NA
"slipbrød","verdighet","nonword","nonword","word",NA
"fakne","normal","nonword","nonword","word",NA
"plepe","klinikk","nonword","nonword","word",NA
"gerr","komiteen","nonword","nonword","word",NA
"skuekelig","rikdom","nonword","nonword","word",NA
"batsjovsere","lykkes","nonword","nonword","word",NA
"avkjørs","fullstendig","nonword","nonword","word",NA
"fielm","tornado","nonword","nonword","word",NA
"kov","doktor","nonword","nonword","word",NA
"bubo","sannsynlig","nonword","nonword","word",NA
"forskjelnelse","mamma","nonword","nonword","word",NA
"kommeenke","rykte","nonword","nonword","word",NA
"amburoughse","kirurgi","nonword","nonword","word",NA
"absodern","sender","nonword","nonword","word",NA
"parabånd","gaffel","nonword","nonword","word",NA
"dragsgivelse","urin","nonword","nonword","word",NA
"bakger","åpenbart","nonword","nonword","word",NA
"wildgelig","interessant","nonword","nonword","word",NA
"mislig","bekymre","nonword","nonword","word",NA
"koklem","emne","nonword","nonword","word",NA
"ests","dumhet","nonword","nonword","word",NA
"skulptulere","olje","nonword","nonword","word",NA
"gulmel","stå imot","nonword","nonword","word",NA
"skrivemidler","herlig","nonword","nonword","word",NA
"belø","sjenerøs","nonword","nonword","word",NA
"mekvin","professor","nonword","nonword","word",NA
"knebisk","forsvinning","nonword","nonword","word",NA
"rustre","lovlig","nonword","nonword","word",NA
"kopte","katt","nonword","nonword","word",NA
"jær","morfin","nonword","nonword","word",NA
"sekuntisj","berømt","nonword","nonword","word",NA
"utgangsgjort","morder","nonword","nonword","word",NA
"gii","oktober","nonword","nonword","word",NA
"jev","sikre","nonword","nonword","word",NA
"vesn","spise","nonword","nonword","word",NA
"maprintet","kunnskap","nonword","nonword","word",NA
"spreri","pakke","nonword","nonword","word",NA
"vasfisk","siste","nonword","nonword","word",NA
"tuell","be om","nonword","nonword","word",NA
"maro","feil","nonword","nonword","word",NA
"spartaker","konsert","nonword","nonword","word",NA
"tynny","samle","nonword","nonword","word",NA
"lensme","slagmark","nonword","nonword","word",NA
"tilfluktstion","guddommelig","nonword","nonword","word",NA
"karnez","grusom","nonword","nonword","word",NA
"plattfortabel","glede","nonword","nonword","word",NA
"jwdag","motsetning","nonword","nonword","word",NA
"aire","parfyme","nonword","nonword","word",NA
"passamaquoddynastiet","entreprenør","nonword","nonword","word",NA
"skryre","arroganse","nonword","nonword","word",NA
"putet","med vilje","nonword","nonword","word",NA
"disson","fryktelig","nonword","nonword","word",NA
"vibre","kynisk","nonword","nonword","word",NA
"fabde","vitamin","nonword","nonword","word",NA
"dago","skriving","nonword","nonword","word",NA
"bombeportere","bygge","nonword","nonword","word",NA
"tuse","unik","nonword","nonword","word",NA
"endom","pilot","nonword","nonword","word",NA
"rait","kul","nonword","nonword","word",NA
"hvitholde","marinen","nonword","nonword","word",NA
"utenets","løve","nonword","nonword","word",NA
"urv","høyde","nonword","nonword","word",NA
"tatous","skjegg","nonword","nonword","word",NA
"pronice","dynamitt","nonword","nonword","word",NA
"edderfert","seile","nonword","nonword","word",NA
"inmonstrere","sko","nonword","nonword","word",NA
"karttøy","gris","nonword","nonword","word",NA
"maart","kommunistisk","nonword","nonword","word",NA
"henlies","vennlig","nonword","nonword","word",NA
"damenende","frykt","nonword","nonword","word",NA
"perbøyelig","informere","nonword","nonword","word",NA
"instreks","milliard","nonword","nonword","word",NA
"finansmith","motell","nonword","nonword","word",NA
"darkser","høyhet","nonword","nonword","word",NA
"aleni","bataljon","nonword","nonword","word",NA
"solg","plassering","nonword","nonword","word",NA
"chamneon","skrive","nonword","nonword","word",NA
"skramte","oksygen","nonword","nonword","word",NA
"boyter","lover","nonword","nonword","word",NA
"badio","begrave","nonword","nonword","word",NA
"saksnalist","dra","nonword","nonword","word",NA
"meim","overleve","nonword","nonword","word",NA
"peni","lønn","nonword","nonword","word",NA
"roniz","krise","nonword","nonword","word",NA
"sejero","premie","nonword","nonword","word",NA
"diafair","legemiddel","nonword","nonword","word",NA
"koet","adrenalin","nonword","nonword","word",NA
"krasert","middagstid","nonword","nonword","word",NA
"vaãrt","saus","nonword","nonword","word",NA
"turnesper","baseball","nonword","nonword","word",NA
"eiv","uansvarlig","nonword","nonword","word",NA
"jetke","utfall","nonword","nonword","word",NA
"stirki","instrument","nonword","nonword","word",NA
"kommanlong","håndkle","nonword","nonword","word",NA
"biseie","produsere","nonword","nonword","word",NA
"komtant","dekk","nonword","nonword","word",NA
"maaky","liberal","nonword","nonword","word",NA
"humv","frivillig","nonword","nonword","word",NA
"impesjonsal","barndom","nonword","nonword","word",NA
"quipe","maktesløs","nonword","nonword","word",NA
"krydrere","prototype","nonword","nonword","word",NA
"jøt","minutt","nonword","nonword","word",NA
"skiurt","blå","nonword","nonword","word",NA
"diager","grunnlov","nonword","nonword","word",NA
"komkrisesiell","gravplass","nonword","nonword","word",NA
"svartkjøtt","flygning","nonword","nonword","word",NA
"hefse","elektrisk","nonword","nonword","word",NA
"pasibaum","kardinal","nonword","nonword","word",NA
"sykerom","bunn","nonword","nonword","word",NA
"barnehode","øverste","nonword","nonword","word",NA
"mayning","om","nonword","nonword","word",NA
"kunnder","arve","nonword","nonword","word",NA
"svøyd","tvist","nonword","nonword","word",NA
"stresskofbror","forbedring","nonword","nonword","word",NA
"kova","medaljong","nonword","nonword","word",NA
"glole","fødselsdag","nonword","nonword","word",NA
"veima","problem","nonword","nonword","word",NA
"tsjekovn","vet","nonword","nonword","word",NA
"komminell","vitenskap","nonword","nonword","word",NA
"anfallme","verden","nonword","nonword","word",NA
"åpenbake","foredrag","nonword","nonword","word",NA
"inhalstør","avskjedigelse","nonword","nonword","word",NA
"navigamieux","vestlig","nonword","nonword","word",NA
"rasmak","angrep","nonword","nonword","word",NA
"fotomann","sand","nonword","nonword","word",NA
"quinning","herlighet","nonword","nonword","word",NA
"fodio","vedlikeholde","nonword","nonword","word",NA
"νer","se","nonword","nonword","word",NA
"tapten","nydelig","nonword","nonword","word",NA
"oppsjeldnelig","venn","nonword","nonword","word",NA
"livstasi","reparere","nonword","nonword","word",NA
"svkost","sint","nonword","nonword","word",NA
"solrør","by","nonword","nonword","word",NA
"situaling","komme","nonword","nonword","word",NA
"katowatt","festival","nonword","nonword","word",NA
"vaså","departement","nonword","nonword","word",NA
"kalitikk","temperatur","nonword","nonword","word",NA
"erfascis","press","nonword","nonword","word",NA
"nabøyelig","gratis","nonword","nonword","word",NA
"ikve","insekt","nonword","nonword","word",NA
"kneide","pappa","nonword","nonword","word",NA
"vedré","aksent","nonword","nonword","word",NA
"nado","himmelsk","nonword","nonword","word",NA
"ensa","patetisk","nonword","nonword","word",NA
"naab","takke","nonword","nonword","word",NA
"stravn","soda","nonword","nonword","word",NA
"semplate","ærlig","nonword","nonword","word",NA
"eure","forstyrre","nonword","nonword","word",NA
"fotdent","element","nonword","nonword","word",NA
"pande","minister","nonword","nonword","word",NA
"ledu","streik","nonword","nonword","word",NA
"kredert","sterkt","nonword","nonword","word",NA
"koco","høst","nonword","nonword","word",NA
"xor","hushjelp","nonword","nonword","word",NA
"sarkel","slikke","nonword","nonword","word",NA
"sønte","nederlag","nonword","nonword","word",NA
"jesú","stygg","nonword","nonword","word",NA
"smay","manipulere","nonword","nonword","word",NA
"medfly","dyr","nonword","nonword","word",NA
"essantte","ereksjon","nonword","nonword","word",NA
"alkokisk","forsker","nonword","nonword","word",NA
"vote","ost","nonword","nonword","word",NA
"anfallte","bestemor","nonword","nonword","word",NA
"oms","pris","nonword","nonword","word",NA
"lotke","begravelse","nonword","nonword","word",NA
"flaurelse","stil","nonword","nonword","word",NA
"cerlig","parti","nonword","nonword","word",NA
"tire","abdominal","nonword","nonword","word",NA
"konservalance","blanding","nonword","nonword","word",NA
"entusiasmetersklub","religion","nonword","nonword","word",NA
"peopp","søndag","nonword","nonword","word",NA
"taån","trone","nonword","nonword","word",NA
"miti","forvent","nonword","nonword","word",NA
"ligh","symbol","nonword","nonword","word",NA
"kusat","vask","nonword","nonword","word",NA
"å licks","atlanterhavet","nonword","nonword","word",NA
"hvitera","port","nonword","nonword","word",NA
"reeternal","trenge","nonword","nonword","word",NA
"smitler","tykk","nonword","nonword","word",NA
"tjeme","innhold","nonword","nonword","word",NA
"klop","langt","nonword","nonword","word",NA
"siasjon","seremoni","nonword","nonword","word",NA
"maraseri","etter hvert","nonword","nonword","word",NA
"kidnaface","autoritet","nonword","nonword","word",NA
"gagnosti","svare","nonword","nonword","word",NA
"basge","oransje","nonword","nonword","word",NA
"bombekerinne","forbryter","nonword","nonword","word",NA
"stoilig","ling","nonword","nonword","word",NA
"vansjant","arkitekt","nonword","nonword","word",NA
"swen","frokost","nonword","nonword","word",NA
"jist","varebil","nonword","nonword","word",NA
"åpsjon","rettssaken","nonword","nonword","word",NA
"smhy","morgen","nonword","nonword","word",NA
"forbit","ed","nonword","nonword","word",NA
"brhd","kinn","nonword","nonword","word",NA
"forsøvn","veiviseren","nonword","nonword","word",NA
"fåtulu","sykdom","nonword","nonword","word",NA
"æreke","kanin","nonword","nonword","word",NA
"strine","sang","nonword","nonword","word",NA
"ronchup","fange","nonword","nonword","word",NA
"minisint","kne","nonword","nonword","word",NA
"spenke","søppel","nonword","nonword","word",NA
"hjelpemid","maler","nonword","nonword","word",NA
"drapsner","stat","nonword","nonword","word",NA
"stalmeter","øl","nonword","nonword","word",NA
"ept","veldig","nonword","nonword","word",NA
"frypa","rolig","nonword","nonword","word",NA
"kontrykk","juvel","nonword","nonword","word",NA
"makjenne","hastighet","nonword","nonword","word",NA
"reringme","countess","nonword","nonword","word",NA
"rosko","husly","nonword","nonword","word",NA
"løga","kristen","nonword","nonword","word",NA
"fyseng","undersøkelse","nonword","nonword","word",NA
"cke","gul","nonword","nonword","word",NA
"ved etlewild","feber","nonword","nonword","word",NA
"lysfé","politikk","nonword","nonword","word",NA
"gjenbrudd","tiltrekke","nonword","nonword","word",NA
"sendemodighet","flåte","nonword","nonword","word",NA
"rasnisk","beholde","nonword","nonword","word",NA
"koms","baderom","nonword","nonword","word",NA
"maro","imponere","nonword","nonword","word",NA
"bekjenning","forbindelse","nonword","nonword","word",NA
"kontrollranse","fatal","nonword","nonword","word",NA
"jeie","naken","nonword","nonword","word",NA
"kalie","aktor","nonword","nonword","word",NA
"midtarr","avgang","nonword","nonword","word",NA
"kameling","flukt","nonword","nonword","word",NA
"telelåst","sivilisasjon","nonword","nonword","word",NA
"ørk","bruk","nonword","nonword","word",NA
"sitrolle","venstre","nonword","nonword","word",NA
"miljern","selskap","nonword","nonword","word",NA
"ambassalings","energi","nonword","nonword","word",NA
"yous","helikopter","nonword","nonword","word",NA
"sekrim","jakke","nonword","nonword","word",NA
"hjil","byrå","nonword","nonword","word",NA
"kønle","flott","nonword","nonword","word",NA
"selvvogn","komme tilbake","nonword","nonword","word",NA
"stader","kamp","nonword","nonword","word",NA
"suitrin","stråling","nonword","nonword","word",NA
"i morold","mulighet","nonword","nonword","word",NA
"pingge","penis","nonword","nonword","word",NA
"armtig","gå","nonword","nonword","word",NA
"seksne","kriger","nonword","nonword","word",NA
"streiferanse","nuclear","nonword","nonword","word",NA
"cr","triangel","nonword","nonword","word",NA
"hotrer","vennskap","nonword","nonword","word",NA
"tair","tungt","nonword","nonword","word",NA
"landsatte","samurai","nonword","nonword","word",NA
"sterde","ånd","nonword","nonword","word",NA
"spikse","intelligent","nonword","nonword","word",NA
"bikamptek","web","nonword","nonword","word",NA
"redger","snø","nonword","nonword","word",NA
"jaaf","sonde","nonword","nonword","word",NA
"trive","lokk","nonword","nonword","word",NA
"utvikrams","svangerskap","nonword","nonword","word",NA
"administralandsk","reaktor","nonword","nonword","word",NA
"kortmelig","kartell","nonword","nonword","word",NA
"ferengivelse","annerledes","nonword","nonword","word",NA
"nazis","brud","nonword","nonword","word",NA
"omls","virksomhet","nonword","nonword","word",NA
"labo","velgeren","nonword","nonword","word",NA
"bomer","slange","nonword","nonword","word",NA
"posikans","juliet","nonword","nonword","word",NA
"bevannret","inntekt","nonword","nonword","word",NA
"muss","salg","nonword","nonword","word",NA
"barneskin","periode","nonword","nonword","word",NA
"rekte","omkrets","nonword","nonword","word",NA
"som harest","tilstå","nonword","nonword","word",NA
"ingenkval","gi","nonword","nonword","word",NA
"oppri","et sted","nonword","nonword","word",NA
"tér","bag","nonword","nonword","word",NA
"supi","signal","nonword","nonword","word",NA
"atçaisk","selvopptatt","nonword","nonword","word",NA
"velkjentkende","konsentrere","nonword","nonword","word",NA
"kaden","sabotasje","nonword","nonword","word",NA
"pere","frukt","nonword","nonword","word",NA
"genebære","fire","nonword","nonword","word",NA
"skjepp","utstilling","nonword","nonword","word",NA
"oppfolketelse","takknemlighet","nonword","nonword","word",NA
"offisilands","erstatning","nonword","nonword","word",NA
"noen gacovs","stoppe","nonword","nonword","word",NA
"frilk","borgermester","nonword","nonword","word",NA
"luvo","hamburger","nonword","nonword","word",NA
"whittember","syn","nonword","nonword","word",NA
"hackke","statue","nonword","nonword","word",NA
"kuty","høy","nonword","nonword","word",NA
"ase","plausible","nonword","nonword","word",NA
"radigert","spiller","nonword","nonword","word",NA
"hyd","bekrefte","nonword","nonword","word",NA
"dagsgave","rar","nonword","nonword","word",NA
"vannstilling","trofast","nonword","nonword","word",NA
"groon","hodeskalle","nonword","nonword","word",NA
"ahe","lukning","nonword","nonword","word",NA
"artistsgere","maur","nonword","nonword","word",NA
"brmb","kniv","nonword","nonword","word",NA
"omst","skyte","nonword","nonword","word",NA
"underiblantdere","borg","nonword","nonword","word",NA
"bevegecains","amerika","nonword","nonword","word",NA
"ks","aktiveres","nonword","nonword","word",NA
"turre","lunsj","nonword","nonword","word",NA
"konvotics","seng","nonword","nonword","word",NA
"onrie","hard","nonword","nonword","word",NA
"martinaturlig","ventilasjon","nonword","nonword","word",NA
"luktestift","nese","nonword","nonword","word",NA
"reseptisk","individuell","nonword","nonword","word",NA
"sasjo","sikkerhet","nonword","nonword","word",NA
"bilverk","rekkefølge","nonword","nonword","word",NA
"mede","museum","nonword","nonword","word",NA
"penddig","ærlighet","nonword","nonword","word",NA
"skkt","besluttsomhet","nonword","nonword","word",NA
