"bg_cue","bg_target","type","cue_type","target_type","bg_cosine"
"бучам","шапка с козирка","nonword","nonword","word",NA
"съгланология","писателка","nonword","nonword","word",NA
"тронна","споразумение","nonword","nonword","word",NA
"неех","рядко","nonword","nonword","word",NA
"съглачатляващ","флота","nonword","nonword","word",NA
"тромбота","потвърждение","nonword","nonword","word",NA
"уличнимен","обяд","nonword","nonword","word",NA
"внементно","сила","nonword","nonword","word",NA
"необосно","пробен период","nonword","nonword","word",NA
"присравнен","остават","nonword","nonword","word",NA
"сътвособност","улов","nonword","nonword","word",NA
"възвърведливост","хора","nonword","nonword","word",NA
"рентстен","телефон","nonword","nonword","word",NA
"ниран","лекуване","nonword","nonword","word",NA
"ханан","мъгла","nonword","nonword","word",NA
"кабин","дълго","nonword","nonword","word",NA
"анч","устройство","nonword","nonword","word",NA
"иденви","награда","nonword","nonword","word",NA
"интие","творчество","nonword","nonword","word",NA
"маспа","скром","nonword","nonword","word",NA
"никоност","западна","nonword","nonword","word",NA
"незагаде","съвпада","nonword","nonword","word",NA
"твъркване","свещ","nonword","nonword","word",NA
"газумпция","метален","nonword","nonword","word",NA
"освомално","омар","nonword","nonword","word",NA
"значба","цигаре","nonword","nonword","word",NA
"сглоновен","лук","nonword","nonword","word",NA
"царъг","значение","nonword","nonword","word",NA
"оглещение","царство","nonword","nonword","word",NA
"хайрудване","коляно","nonword","nonword","word",NA
"взриве","описание","nonword","nonword","word",NA
"зарествия","различно","nonword","nonword","word",NA
"общехата","болест","nonword","nonword","word",NA
"лека знепредска","америка","nonword","nonword","word",NA
"размитане","периметър","nonword","nonword","word",NA
"инявят","изнудване","nonword","nonword","word",NA
"журна","плуване","nonword","nonword","word",NA
"гович","октомври","nonword","nonword","word",NA
"пръсват","правя","nonword","nonword","word",NA
"разрешествам","шампионат","nonword","nonword","word",NA
"в мормъдж","болен","nonword","nonword","word",NA
"упортември","кардинал","nonword","nonword","word",NA
"орн","костенурка","nonword","nonword","word",NA
"обядкова","документ","nonword","nonword","word",NA
"рицу","ваксина","nonword","nonword","word",NA
"прорад","бутилка","nonword","nonword","word",NA
"врйз","екип","nonword","nonword","word",NA
"ростни","риболов","nonword","nonword","word",NA
"стъплено","съобщение","nonword","nonword","word",NA
"обяснета","гладен","nonword","nonword","word",NA
"подрествия","палец","nonword","nonword","word",NA
"арсеквоя","хармония","nonword","nonword","word",NA
"пистодард","артерия","nonword","nonword","word",NA
"прескаш","очаквам","nonword","nonword","word",NA
"отвлинист","клиент","nonword","nonword","word",NA
"гатия","експлозивни","nonword","nonword","word",NA
"въобсни","готвач","nonword","nonword","word",NA
"отгознат","семейство","nonword","nonword","word",NA
"зоонт","гадене","nonword","nonword","word",NA
"стигдете","водка","nonword","nonword","word",NA
"похитикване","уникален","nonword","nonword","word",NA
"нарой","практически","nonword","nonword","word",NA
"пристистът","фотограф","nonword","nonword","word",NA
"положитефактът","комисар","nonword","nonword","word",NA
"причиствах","височество","nonword","nonword","word",NA
"на бщoтo","замръзвам","nonword","nonword","word",NA
"изтърциално","гледам","nonword","nonword","word",NA
"на жанел","юли","nonword","nonword","word",NA
"нанесподение","буря","nonword","nonword","word",NA
"възхищавамлайтър","кон","nonword","nonword","word",NA
"изчамьонгте","изпращане","nonword","nonword","word",NA
"потрътивен","отивам","nonword","nonword","word",NA
"иконо","седнете","nonword","nonword","word",NA
"държабанът","грешка","nonword","nonword","word",NA
"оник","футбол","nonword","nonword","word",NA
"летър на ръката","закуска","nonword","nonword","word",NA
"капредна","алфа","nonword","nonword","word",NA
"косбъдна","заподозрян","nonword","nonword","word",NA
"разрии","отсъствие","nonword","nonword","word",NA
"вграва","записване","nonword","nonword","word",NA
"неудобхестествено","палуба","nonword","nonword","word",NA
"пари събрал","местоположение","nonword","nonword","word",NA
"хад","декември","nonword","nonword","word",NA
"ретракция","отзад","nonword","nonword","word",NA
"бисквило","количество","nonword","nonword","word",NA
"плавмент","слаб","nonword","nonword","word",NA
"бишим","кристиян","nonword","nonword","word",NA
"пазарност","ревност","nonword","nonword","word",NA
"съпругалище","теория","nonword","nonword","word",NA
"радизайн","газирани напитки","nonword","nonword","word",NA
"гантка","плъх","nonword","nonword","word",NA
"алриж","работа","nonword","nonword","word",NA
"ползлища","примамка","nonword","nonword","word",NA
"пеавиоба","рокля","nonword","nonword","word",NA
"хидна","бостън","nonword","nonword","word",NA
"астролинс","жалко","nonword","nonword","word",NA
"чединг","гараж","nonword","nonword","word",NA
"потуп","рим","nonword","nonword","word",NA
"телебедътма","там","nonword","nonword","word",NA
"даска","снимка","nonword","nonword","word",NA
"върдос","комедия","nonword","nonword","word",NA
"слънчети","заем","nonword","nonword","word",NA
"кръввен","неделя","nonword","nonword","word",NA
"поруд","достоен","nonword","nonword","word",NA
"хъух","спешен случай","nonword","nonword","word",NA
"подгосбръчка","долината","nonword","nonword","word",NA
"цифист","урина","nonword","nonword","word",NA
"сбива","циничен","nonword","nonword","word",NA
"чарша","погребение","nonword","nonword","word",NA
"cdук","бягство","nonword","nonword","word",NA
"гръдка","нож","nonword","nonword","word",NA
"курор","сенат","nonword","nonword","word",NA
"вклюрение","сантиметър","nonword","nonword","word",NA
"лекка","елегантен","nonword","nonword","word",NA
"паразънд","дъвча","nonword","nonword","word",NA
"полулане","връзка","nonword","nonword","word",NA
"поосъжда","неспособна","nonword","nonword","word",NA
"загубефийлд","грабя","nonword","nonword","word",NA
"непълновище","домат","nonword","nonword","word",NA
"устони","император","nonword","nonword","word",NA
"сллю","проповедник","nonword","nonword","word",NA
"кошепне","боклук","nonword","nonword","word",NA
"ковзио","гориво","nonword","nonword","word",NA
"под нбиот","фантазия","nonword","nonword","word",NA
"погрешли","наоколо","nonword","nonword","word",NA
"запаство","инспекция","nonword","nonword","word",NA
"обдръпване","събитие","nonword","nonword","word",NA
"обезумяната","известен","nonword","nonword","word",NA
"певия","турция","nonword","nonword","word",NA
"съжажище","противопоставям се","nonword","nonword","word",NA
"желасъми","собственик","nonword","nonword","word",NA
"съглаволява","лъв","nonword","nonword","word",NA
"потресевявам","минута","nonword","nonword","word",NA
"стамие","способност","nonword","nonword","word",NA
"харайд","автобус","nonword","nonword","word",NA
"канент","манастир","nonword","nonword","word",NA
"поескортика","разумен","nonword","nonword","word",NA
"нещастналистика","петрол","nonword","nonword","word",NA
"криванени","наемодател","nonword","nonword","word",NA
"бещ","интелигентен","nonword","nonword","word",NA
"завдигна","момичета","nonword","nonword","word",NA
"оправржа","техника","nonword","nonword","word",NA
"помонист","посъветвам се","nonword","nonword","word",NA
"секремент","бузалка","nonword","nonword","word",NA
"порнец","джулиет","nonword","nonword","word",NA
"джчер","извънземно","nonword","nonword","word",NA
"коблужда","вторник","nonword","nonword","word",NA
"пържане","мистерия","nonword","nonword","word",NA
"гника","университет","nonword","nonword","word",NA
"набилярд","сервитьорка","nonword","nonword","word",NA
"винавакс","легенда","nonword","nonword","word",NA
"снайти","давам","nonword","nonword","word",NA
"поздравждение","спри се","nonword","nonword","word",NA
"прегнение","верен","nonword","nonword","word",NA
"поупълно","предавател","nonword","nonword","word",NA
"администрастване","очарователен","nonword","nonword","word",NA
"отмъщеторът","белег","nonword","nonword","word",NA
"дризи","разходка","nonword","nonword","word",NA
"когражда","магистрала","nonword","nonword","word",NA
"букфрезно","пилот","nonword","nonword","word",NA
"ък","разследване","nonword","nonword","word",NA
"цестичка","тел","nonword","nonword","word",NA
"сенцел","извинение","nonword","nonword","word",NA
"хайност","радиация","nonword","nonword","word",NA
"сравонин","подслон","nonword","nonword","word",NA
"тромка","братовчед","nonword","nonword","word",NA
"стваложи","музика","nonword","nonword","word",NA
"обнит","град","nonword","nonword","word",NA
"слудневно","небесен","nonword","nonword","word",NA
"активизорът","салата","nonword","nonword","word",NA
"заизтънчение","безсилен","nonword","nonword","word",NA
"милиоствие","спор","nonword","nonword","word",NA
"портлица","победа","nonword","nonword","word",NA
"канцвач","вратичка","nonword","nonword","word",NA
"стоца","пълен","nonword","nonword","word",NA
"осъзнаминирайте","церемония","nonword","nonword","word",NA
"изкачвамгодaря","затворен","nonword","nonword","word",NA
"грму","ефект","nonword","nonword","word",NA
"кращах","избирател","nonword","nonword","word",NA
"въженценявам","полковник","nonword","nonword","word",NA
"споммание","личност","nonword","nonword","word",NA
"гомил","полет","nonword","nonword","word",NA
"люкорт","поведение","nonword","nonword","word",NA
"отстравам","бизнес","nonword","nonword","word",NA
"приследвам","камион","nonword","nonword","word",NA
"каних","финанси","nonword","nonword","word",NA
"събицеса","графиня","nonword","nonword","word",NA
"загат","кораб","nonword","nonword","word",NA
"спома","монитор","nonword","nonword","word",NA
"хвърчина","грандиозен","nonword","nonword","word",NA
"колестин","паранормално","nonword","nonword","word",NA
"нутив","прост","nonword","nonword","word",NA
"крейка","лъжец","nonword","nonword","word",NA
"тролно","ракета","nonword","nonword","word",NA
"изслуствия","татко","nonword","nonword","word",NA
"разбилярд","красота","nonword","nonword","word",NA
"ракраста","подарък","nonword","nonword","word",NA
"устах","юридически","nonword","nonword","word",NA
"промрънка","светлина","nonword","nonword","word",NA
"протър","широк","nonword","nonword","word",NA
"куостава","игра","nonword","nonword","word",NA
"тървям","наистина ли","nonword","nonword","word",NA
"коска","край","nonword","nonword","word",NA
"неприлжете","скорост","nonword","nonword","word",NA
"диу","оборудване","nonword","nonword","word",NA
"кръврика","момче","nonword","nonword","word",NA
"peист","церебрален","nonword","nonword","word",NA
"енч","огърлица","nonword","nonword","word",NA
"създалист","благодарение","nonword","nonword","word",NA
"пронец","наляво","nonword","nonword","word",NA
"резигадъчност","баня","nonword","nonword","word",NA
"бисквило","максимум","nonword","nonword","word",NA
"мовям","поздрав","nonword","nonword","word",NA
"изнудвавания","опасни","nonword","nonword","word",NA
"зертьори","активирате","nonword","nonword","word",NA
"дечур","парфюм","nonword","nonword","word",NA
"прокум","концерт","nonword","nonword","word",NA
"обева","битка","nonword","nonword","word",NA
"сгк","преднамерено","nonword","nonword","word",NA
"медисъветски","изграждане","nonword","nonword","word",NA
"анатограф","вина","nonword","nonword","word",NA
"пепеоглежда","куршум","nonword","nonword","word",NA
"удипа","забавен","nonword","nonword","word",NA
"зъм","нещо объркване","nonword","nonword","word",NA
"пражиш","зима","nonword","nonword","word",NA
"обща слетът","важно","nonword","nonword","word",NA
"ранри","дъсти","nonword","nonword","word",NA
"маршпий","тунел","nonword","nonword","word",NA
"хул","скандал","nonword","nonword","word",NA
"стваложи","обличам","nonword","nonword","word",NA
"ракраста","прост","nonword","nonword","word",NA
"угриземеделски производител","телевизия","nonword","nonword","word",NA
"замърсяторът","бруаз","nonword","nonword","word",NA
"удоволфганг","директор","nonword","nonword","word",NA
"съблазвам","писмо","nonword","nonword","word",NA
"пробинс","традиционен","nonword","nonword","word",NA
"тъчда","финансиране","nonword","nonword","word",NA
"подослов","сграда","nonword","nonword","word",NA
"изненастрой","ограда","nonword","nonword","word",NA
"къкох","камъка","nonword","nonword","word",NA
"разползвам","летище","nonword","nonword","word",NA
"панашват","спагети","nonword","nonword","word",NA
"бракка","сигурно","nonword","nonword","word",NA
"проницателстване","професионален","nonword","nonword","word",NA
"туняк","лечение","nonword","nonword","word",NA
"расистта","зная","nonword","nonword","word",NA
"кълас","бар","nonword","nonword","word",NA
"генерабанът","благодарност","nonword","nonword","word",NA
"стъно","глупост","nonword","nonword","word",NA
"оптибрах","ярък","nonword","nonword","word",NA
"пиус","ефективно","nonword","nonword","word",NA
"в резурвър","жажда","nonword","nonword","word",NA
"филосождане","нация","nonword","nonword","word",NA
"поуспока","случайно","nonword","nonword","word",NA
"сервитьоркариера","демонстрация","nonword","nonword","word",NA
"фресма","син","nonword","nonword","word",NA
"купур","реален","nonword","nonword","word",NA
"собла","замисъл","nonword","nonword","word",NA
"наглия","кола","nonword","nonword","word",NA
"цесох","участник в актьор","nonword","nonword","word",NA
"боядигане","програма","nonword","nonword","word",NA
"възностне","политика","nonword","nonword","word",NA
"гостраннина","ядосан","nonword","nonword","word",NA
"подоб","биологичен","nonword","nonword","word",NA
"невниматични","романтичен","nonword","nonword","word",NA
"манка","яке","nonword","nonword","word",NA
"от време на растващ","мисля","nonword","nonword","word",NA
"нуен","коремна","nonword","nonword","word",NA
"шпиоцент","гръден кош","nonword","nonword","word",NA
"диапа","злополука","nonword","nonword","word",NA
"еъм","абсурд","nonword","nonword","word",NA
"шевджа","детство","nonword","nonword","word",NA
"миери","черен дроб","nonword","nonword","word",NA
"равят","минало","nonword","nonword","word",NA
"ангаживотът","пари","nonword","nonword","word",NA
"енернина","рожден ден","nonword","nonword","word",NA
"кълпа","отвличат","nonword","nonword","word",NA
"моци","товар","nonword","nonword","word",NA
"свидетелиздърпвам","човек","nonword","nonword","word",NA
"хаг","огорчение","nonword","nonword","word",NA
"осъзнадународен","патрул","nonword","nonword","word",NA
"кумен","бойно поле","nonword","nonword","word",NA
"aе","лидер","nonword","nonword","word",NA
"мегар","ужасен","nonword","nonword","word",NA
"ежекрайно","магьосник","nonword","nonword","word",NA
"влеклица","оценявам","nonword","nonword","word",NA
"лавял","жълт","nonword","nonword","word",NA
"няан","шоколад","nonword","nonword","word",NA
"парлатрел","приемам","nonword","nonword","word",NA
"гуизточнатор","купувач","nonword","nonword","word",NA
"себритьор","помощник","nonword","nonword","word",NA
"чепланта","хеликоптер","nonword","nonword","word",NA
"сеял","парола","nonword","nonword","word",NA
"сител","завинаги","nonword","nonword","word",NA
"устадо","коняк","nonword","nonword","word",NA
"флйз","грам","nonword","nonword","word",NA
"дъсъбаря","птика","nonword","nonword","word",NA
"катеи","глупак","nonword","nonword","word",NA
"тръптом","пенис","nonword","nonword","word",NA
"хлuv","съпруга","nonword","nonword","word",NA
"койжа","неочаквано","nonword","nonword","word",NA
"силка","корпорация","nonword","nonword","word",NA
"разказваяние","поверителност","nonword","nonword","word",NA
"смаймен","змия","nonword","nonword","word",NA
"благороизточ","награда","nonword","nonword","word",NA
"сител","триъгълник","nonword","nonword","word",NA
"слабич","закриване","nonword","nonword","word",NA
"вмъкрофт","мъртъв","nonword","nonword","word",NA
"правка","доказателство","nonword","nonword","word",NA
"анализагадъч","изтезание","nonword","nonword","word",NA
"сиб","оръжейница","nonword","nonword","word",NA
"възстене","стрелец","nonword","nonword","word",NA
"мална","гръцки","nonword","nonword","word",NA
"лучиш","котка","nonword","nonword","word",NA
"комбинастрой","лоша","nonword","nonword","word",NA
"упражни се","безопасност","nonword","nonword","word",NA
"стрепах","производство","nonword","nonword","word",NA
"ескика","броня","nonword","nonword","word",NA
"дъхн","дупето","nonword","nonword","word",NA
"имлс","баща","nonword","nonword","word",NA
"двaко","нещастие","nonword","nonword","word",NA
"мъртсула","ресторант","nonword","nonword","word",NA
"баем","успех","nonword","nonword","word",NA
"латрудня","дежурство","nonword","nonword","word",NA
"стйк","череп","nonword","nonword","word",NA
"спасяност","брат","nonword","nonword","word",NA
"гетем","поддръжка","nonword","nonword","word",NA
"екслипт","упражнение","nonword","nonword","word",NA
"ствано","риба","nonword","nonword","word",NA
"плейдая","чест","nonword","nonword","word",NA
"тикварна","снайперист","nonword","nonword","word",NA
"конлитът","пръстов отпечатък","nonword","nonword","word",NA
"догомейн","изявление","nonword","nonword","word",NA
"ховах","сирене","nonword","nonword","word",NA
"капацисизъм","пътека","nonword","nonword","word",NA
"страхувратявам","инфекция","nonword","nonword","word",NA
"фейла","експлозия","nonword","nonword","word",NA
"погладка","стихотворение","nonword","nonword","word",NA
"бонтен","богат","nonword","nonword","word",NA
"сь","бира","nonword","nonword","word",NA
"конфемизъмция","моряк","nonword","nonword","word",NA
"всичформа","ръчна ръкавица","nonword","nonword","word",NA
"падлъжник","вентилация","nonword","nonword","word",NA
"иът","странен","nonword","nonword","word",NA
"риевм","страхотен","nonword","nonword","word",NA
"аркст","клиника","nonword","nonword","word",NA
"олимда","адреналин","nonword","nonword","word",NA
"бечам","трудно","nonword","nonword","word",NA
"оплесчайно","личност","nonword","nonword","word",NA
"ентусигурна","художник","nonword","nonword","word",NA
"екан","радост","nonword","nonword","word",NA
"ofас","хищник","nonword","nonword","word",NA
"отливост","нормално","nonword","nonword","word",NA
"изстващ","танци","nonword","nonword","word",NA
"пирасъбужда","корпус","nonword","nonword","word",NA
"горестав","венера","nonword","nonword","word",NA
"яйре","математика","nonword","nonword","word",NA
"феностаз","интересно","nonword","nonword","word",NA
"опитране","дъно","nonword","nonword","word",NA
"турмес","предизвикателство","nonword","nonword","word",NA
"склюален","присъда","nonword","nonword","word",NA
"блиба","елемент","nonword","nonword","word",NA
"негодна зала","архитект","nonword","nonword","word",NA
"неспоржание","дамски","nonword","nonword","word",NA
"съсредовище","сонда","nonword","nonword","word",NA
"споммание","фалшив","nonword","nonword","word",NA
"съприя","пластмасов","nonword","nonword","word",NA
"марасист","прах","nonword","nonword","word",NA
"търперанс","сватба","nonword","nonword","word",NA
"детонаказва","работник","nonword","nonword","word",NA
"порядъчциал","биология","nonword","nonword","word",NA
"авк","несправедлива","nonword","nonword","word",NA
"танякичка","отговор","nonword","nonword","word",NA
"орфт","финансиране","nonword","nonword","word",NA
"предоражение","натиснете","nonword","nonword","word",NA
"гурно","списание","nonword","nonword","word",NA
"тесук","брега","nonword","nonword","word",NA
"калът","вреда","nonword","nonword","word",NA
"ратав","ярост","nonword","nonword","word",NA
"обадилумб","мотел","nonword","nonword","word",NA
"тести","доброволно","nonword","nonword","word",NA
"гози","забрана","nonword","nonword","word",NA
"идно","карта","nonword","nonword","word",NA
"експерифийлд","лесен","nonword","nonword","word",NA
"медас","пробив","nonword","nonword","word",NA
"пишност","под наем","nonword","nonword","word",NA
"тийнейстряска","стачка","nonword","nonword","word",NA
"тифия","сос","nonword","nonword","word",NA
"натоварторът","слаб","nonword","nonword","word",NA
"ефиган","женен","nonword","nonword","word",NA
"денърс","дете","nonword","nonword","word",NA
"тъпач","някога","nonword","nonword","word",NA
"модекард","честен","nonword","nonword","word",NA
"ард","измама","nonword","nonword","word",NA
"загрижелязна","линг","nonword","nonword","word",NA
"вслулица","компютър","nonword","nonword","word",NA
"едох","вчера","nonword","nonword","word",NA
"кроl","електричество","nonword","nonword","word",NA
"достно","държава","nonword","nonword","word",NA
"ковдигна","седмица","nonword","nonword","word",NA
"мадки","повърхност","nonword","nonword","word",NA
"разтоходимо","неизвестен","nonword","nonword","word",NA
"моам","платно","nonword","nonword","word",NA
"пивим","арогантност","nonword","nonword","word",NA
"на кожгрейв","бременност","nonword","nonword","word",NA
"жюликата","уотсън","nonword","nonword","word",NA
"търджърски","кислород","nonword","nonword","word",NA
"гърец","брак","nonword","nonword","word",NA
"неверова","събрание","nonword","nonword","word",NA
"самопотомство","подпис","nonword","nonword","word",NA
"екстака","брада","nonword","nonword","word",NA
"инскайнет","арест","nonword","nonword","word",NA
"вратно","среща","nonword","nonword","word",NA
"страции","атака","nonword","nonword","word",NA
"уийню","сняг","nonword","nonword","word",NA
"хлрч","кърпа за баня","nonword","nonword","word",NA
"странят","позиция","nonword","nonword","word",NA
"колеския","животно","nonword","nonword","word",NA
"специаторът","говоря","nonword","nonword","word",NA
"травка","пясък","nonword","nonword","word",NA
"създалист","правосъдие","nonword","nonword","word",NA
"ауклок","домашна прислужница","nonword","nonword","word",NA
"одобтика","учение","nonword","nonword","word",NA
"кршe","политически","nonword","nonword","word",NA
"прекъление","напълно","nonword","nonword","word",NA
"дюп","министерство","nonword","nonword","word",NA
"струда","физически","nonword","nonword","word",NA
"авции","причиняването","nonword","nonword","word",NA
"герая","придружавам","nonword","nonword","word",NA
"гаа","маркуч","nonword","nonword","word",NA
"клий","шапка","nonword","nonword","word",NA
"оридент","победител","nonword","nonword","word",NA
"построта","пистолет","nonword","nonword","word",NA
"фалжек","енергия","nonword","nonword","word",NA
"сръбдоним","перспектива","nonword","nonword","word",NA
"реалбион","убиец","nonword","nonword","word",NA
"чудероби","разбирам","nonword","nonword","word",NA
"разтотоносен","халюцинация","nonword","nonword","word",NA
"колоугън","егоистичен","nonword","nonword","word",NA
"стиснавал","знание","nonword","nonword","word",NA
"секхвърлен","микроскоп","nonword","nonword","word",NA
"сивно","баба","nonword","nonword","word",NA
"банкифлич","график","nonword","nonword","word",NA
"бюдрящ","инвеститор","nonword","nonword","word",NA
"финанджингво","мечта","nonword","nonword","word",NA
"очаски","тийнейджър","nonword","nonword","word",NA
"военнокуклински","наскоро","nonword","nonword","word",NA
"автослен","рак","nonword","nonword","word",NA
"анфренски","дискусия","nonword","nonword","word",NA
"трансративен","в крайна сметка","nonword","nonword","word",NA
"схвакетбол","питам","nonword","nonword","word",NA
"щразия","паспорт","nonword","nonword","word",NA
"снежвич","глобален","nonword","nonword","word",NA
"грешлетка","завършвам","nonword","nonword","word",NA
"багърс","заплата","nonword","nonword","word",NA
"отвертци","фантастичен","nonword","nonword","word",NA
"лисбирка","визия","nonword","nonword","word",NA
"кокастър","подобрение","nonword","nonword","word",NA
"поин","френски","nonword","nonword","word",NA
"стотия","учен","nonword","nonword","word",NA
"ракраста","спасител","nonword","nonword","word",NA
"елитка","вестник","nonword","nonword","word",NA
"населестрад","пиша","nonword","nonword","word",NA
"хупразник","крал","nonword","nonword","word",NA
"клински","обикновено","nonword","nonword","word",NA
"елила","много вкусен","nonword","nonword","word",NA
"тайнност","съдържание","nonword","nonword","word",NA
"басти","млад","nonword","nonword","word",NA
"съдъка","музикант","nonword","nonword","word",NA
"евентуал","провал","nonword","nonword","word",NA
"съботура","портал","nonword","nonword","word",NA
"тюпящ","спорт","nonword","nonword","word",NA
"състоятен","щастлив","nonword","nonword","word",NA
"зоологическа градпортьорът","психологически","nonword","nonword","word",NA
"курот","власт","nonword","nonword","word",NA
"същевейте","с колапс","nonword","nonword","word",NA
"матества","продължи","nonword","nonword","word",NA
"какинън","резултат","nonword","nonword","word",NA
"рейло","вътре","nonword","nonword","word",NA
"бъбждаш","група","nonword","nonword","word",NA
"косвах","тишина","nonword","nonword","word",NA
"привилебедът","военни","nonword","nonword","word",NA
"хвърличен","ремонт","nonword","nonword","word",NA
"лоялство","атлантическия океан","nonword","nonword","word",NA
"съхранякога","относно","nonword","nonword","word",NA
"полоджър","оценка","nonword","nonword","word",NA
"стоти","любовник","nonword","nonword","word",NA
"feе","да","nonword","nonword","word",NA
"дисмъртен","заместител","nonword","nonword","word",NA
"чожия","битка","nonword","nonword","word",NA
"слумир","яжте","nonword","nonword","word",NA
"деликалавър","хамбургер","nonword","nonword","word",NA
"съглачатление","империя","nonword","nonword","word",NA
"впряка","позволявам","nonword","nonword","word",NA
"зумно","насекомо","nonword","nonword","word",NA
"конкуполътция","избори","nonword","nonword","word",NA
"ботка","много","nonword","nonword","word",NA
"брела","публика","nonword","nonword","word",NA
"дуик","гонитба","nonword","nonword","word",NA
"менистия","обещай","nonword","nonword","word",NA
"лапно","ироничен","nonword","nonword","word",NA
"закос","все още","nonword","nonword","word",NA
"сарник","играч","nonword","nonword","word",NA
"състевлетворен","функционален","nonword","nonword","word",NA
"буи","класик","nonword","nonword","word",NA
"задъконно","сто години","nonword","nonword","word",NA
"бавяй","предложение","nonword","nonword","word",NA
"ресна","тежко","nonword","nonword","word",NA
"ревбао","спаси","nonword","nonword","word",NA
"огорник","станция","nonword","nonword","word",NA
"фудир","приятелски","nonword","nonword","word",NA
"млечдо","принц","nonword","nonword","word",NA
"ритет","дупка","nonword","nonword","word",NA
"гнєi","портмоне","nonword","nonword","word",NA
"рошсък","отвратителен","nonword","nonword","word",NA
"кацане","абзерв","nonword","word","nonword",NA
"изсушаване","авториъл","nonword","word","nonword",NA
"колежа","днешция","nonword","word","nonword",NA
"висящ","администратисайдска","nonword","word","nonword",NA
"диплома","адренастрои","nonword","word","nonword",NA
"серия","адгне","nonword","word","nonword",NA
"неприятен","кст","nonword","word","nonword",NA
"баскетбол","неидентивирате","nonword","word","nonword",NA
"фронт","акерът","nonword","word","nonword",NA
"английски","смахма","nonword","word","nonword",NA
"удоволствие","алму","nonword","word","nonword",NA
"марс","обаби","nonword","word","nonword",NA
"грип","алгия","nonword","word","nonword",NA
"честота","съжарика","nonword","word","nonword",NA
"ирония","анасни","nonword","word","nonword",NA
"лорд","оттътамент","nonword","word","nonword",NA
"надявам се","арват","nonword","word","nonword",NA
"относително","аркан","nonword","word","nonword",NA
"посолство","ароправност","nonword","word","nonword",NA
"победа","артества","nonword","word","nonword",NA
"блясък","артилефонът","nonword","word","nonword",NA
"спин","архижeтe","nonword","word","nonword",NA
"шерлок","тинка","nonword","word","nonword",NA
"възникне","атлантическия окжисьорът","nonword","word","nonword",NA
"враг","атмолетътра","nonword","word","nonword",NA
"лагер","басей","nonword","word","nonword",NA
"оперативен","озада","nonword","word","nonword",NA
"договор","бавих","nonword","word","nonword",NA
"личен","жър","nonword","word","nonword",NA
"покрийте","батавъра","nonword","word","nonword",NA
"отвличане","ръмман","nonword","word","nonword",NA
"договор","баджи","nonword","word","nonword",NA
"панаир","хослец","nonword","word","nonword",NA
"международен","бездеждност","nonword","word","nonword",NA
"член","безотговочиства","nonword","word","nonword",NA
"специален","безупълно","nonword","word","nonword",NA
"гаранция","безпокойнахте","nonword","word","nonword",NA
"изкачвам се","проксилен","nonword","word","nonword",NA
"купа","безупречслено","nonword","word","nonword",NA
"кръчма","събизбол","nonword","word","nonword",NA
"десерт","белът","nonword","word","nonword",NA
"лунен","бегян","nonword","word","nonword",NA
"залив","бизай","nonword","word","nonword",NA
"столица","бизбол","nonword","word","nonword",NA
"ръка","неразлогичен","nonword","word","nonword",NA
"душ","биолокане","nonword","word","nonword",NA
"просто","плара","nonword","word","nonword",NA
"супа","гудка","nonword","word","nonword",NA
"притеснен","гудка","nonword","word","nonword",NA
"доверие","благодарекордът","nonword","word","nonword",NA
"килограм","благодарствен","nonword","word","nonword",NA
"заключение","евозо","nonword","word","nonword",NA
"мотив","болеч","nonword","word","nonword",NA
"ангажиране","богатване","nonword","word","nonword",NA
"чифт","боженерътно","nonword","word","nonword",NA
"авеню","бойно пандър","nonword","word","nonword",NA
"дума","боплоа","nonword","word","nonword",NA
"бюджет","ботят","nonword","word","nonword",NA
"камера","боликс","nonword","word","nonword",NA
"типичен","ретки","nonword","word","nonword",NA
"столица","босваш","nonword","word","nonword",NA
"оферта","фунда","nonword","word","nonword",NA
"вирус","диак","nonword","word","nonword",NA
"джунглата","брру","nonword","word","nonword",NA
"арена","брру","nonword","word","nonword",NA
"свобода","братовдолф","nonword","word","nonword",NA
"усмихни се","блумно","nonword","word","nonword",NA
"сиропиталище","салга","nonword","word","nonword",NA
"наказание","бременстру","nonword","word","nonword",NA
"избухвам","шилня","nonword","word","nonword",NA
"фактор","акааз","nonword","word","nonword",NA
"ритуал","бумрънка","nonword","word","nonword",NA
"описвам","удука","nonword","word","nonword",NA
"ескорт","старя","nonword","word","nonword",NA
"пиене","бухрупка","nonword","word","nonword",NA
"маратон","бъcu","nonword","word","nonword",NA
"уча","конзо","nonword","word","nonword",NA
"мозъка","афество","nonword","word","nonword",NA
"кражба","крейгйна сметка","nonword","word","nonword",NA
"оставка","в общи нитът","nonword","word","nonword",NA
"внимание","в противен скайне","nonword","word","nonword",NA
"кашлица","хидно","nonword","word","nonword",NA
"оборудване","учебсина","nonword","word","nonword",NA
"химически","кийпир","nonword","word","nonword",NA
"вътрешен","жън","nonword","word","nonword",NA
"впечатление","ваниголд","nonword","word","nonword",NA
"бог","варизвай","nonword","word","nonword",NA
"джоб","вдлъбнатинарастване","nonword","word","nonword",NA
"хляб","състеновение","nonword","word","nonword",NA
"аз ще","странера","nonword","word","nonword",NA
"шанс","вентилмоне","nonword","word","nonword",NA
"вена","ведат","nonword","word","nonword",NA
"в понеделник","веросъревно","nonword","word","nonword",NA
"плик","веросъревно","nonword","word","nonword",NA
