"zh_cue","zh_target","type","cue_type","target_type","zh_cosine"
"業右","租","nonword","nonword","word",NA
"幫棄","声音","nonword","nonword","word",NA
"打焙","蓝色","nonword","nonword","word",NA
"刑餵","报酬","nonword","nonword","word",NA
"誡獵","幻想","nonword","nonword","word",NA
"受痠","刑事","nonword","nonword","word",NA
"白耳","活力","nonword","nonword","word",NA
"緊子","欣赏","nonword","nonword","word",NA
"燒偵","童年","nonword","nonword","word",NA
"助寶","欺诈罪","nonword","nonword","word",NA
"聲荒","巫婆","nonword","nonword","word",NA
"化常","怀孕","nonword","nonword","word",NA
"事活","迷人","nonword","nonword","word",NA
"偏香","蝙蝠侠","nonword","nonword","word",NA
"猛實","某处","nonword","nonword","word",NA
"手者","小的","nonword","nonword","word",NA
"好枝","花费","nonword","nonword","word",NA
"跌北","匹配","nonword","nonword","word",NA
"走壓","苦难","nonword","nonword","word",NA
"堂充","团体","nonword","nonword","word",NA
"食走","影响","nonword","nonword","word",NA
"店捐","游戏","nonword","nonword","word",NA
"睾傳","侄子","nonword","nonword","word",NA
"碼閉","跳","nonword","nonword","word",NA
"結嗓","受伤","nonword","nonword","word",NA
"燒撫","掠夺者","nonword","nonword","word",NA
"餘曲","内容","nonword","nonword","word",NA
"壓而","营","nonword","nonword","word",NA
"禮下","选项","nonword","nonword","word",NA
"確寂","龙卷风","nonword","nonword","word",NA
"男趕","转移","nonword","nonword","word",NA
"法驅","山","nonword","nonword","word",NA
"費疫","军械库","nonword","nonword","word",NA
"奠異","爬行","nonword","nonword","word",NA
"氣期","真的","nonword","nonword","word",NA
"現橋","建议","nonword","nonword","word",NA
"部興","维修","nonword","nonword","word",NA
"歸爭","勋章","nonword","nonword","word",NA
"手管","沿海","nonword","nonword","word",NA
"聖災","选民","nonword","nonword","word",NA
"陷水","错误","nonword","nonword","word",NA
"棚笨","信息","nonword","nonword","word",NA
"示祇","哨","nonword","nonword","word",NA
"濫辦","垃圾","nonword","nonword","word",NA
"除女","感激","nonword","nonword","word",NA
"拔散","枪","nonword","nonword","word",NA
"線市","父亲","nonword","nonword","word",NA
"需攬","执行","nonword","nonword","word",NA
"靠關","光","nonword","nonword","word",NA
"小貌","借口","nonword","nonword","word",NA
"倡疊","街道","nonword","nonword","word",NA
"飛隱","全球的","nonword","nonword","word",NA
"示子","生物学","nonword","nonword","word",NA
"成賽","基本的","nonword","nonword","word",NA
"美平","火焰","nonword","nonword","word",NA
"錯鳴","启用","nonword","nonword","word",NA
"夢庵","权威","nonword","nonword","word",NA
"詞步","疯狂的","nonword","nonword","word",NA
"伏催","巫师","nonword","nonword","word",NA
"重隱","共产","nonword","nonword","word",NA
"罰輩","休息","nonword","nonword","word",NA
"贈光","明显地","nonword","nonword","word",NA
"單錯","骑","nonword","nonword","word",NA
"匯觀","合理的","nonword","nonword","word",NA
"濕礎","承诺","nonword","nonword","word",NA
"煞邊","接受","nonword","nonword","word",NA
"地虎","刀","nonword","nonword","word",NA
"通實","消失","nonword","nonword","word",NA
"跳純","百","nonword","nonword","word",NA
"難金","不在場證明","nonword","nonword","word",NA
"票痛","火炉","nonword","nonword","word",NA
"珍標","后部","nonword","nonword","word",NA
"縣片","鸟","nonword","nonword","word",NA
"得種","最后的","nonword","nonword","word",NA
"單天","让","nonword","nonword","word",NA
"貢洗","杂志","nonword","nonword","word",NA
"禍定","武士","nonword","nonword","word",NA
"止眾","雷","nonword","nonword","word",NA
"傲夫","永远","nonword","nonword","word",NA
"使目","棉","nonword","nonword","word",NA
"典內","斗争","nonword","nonword","word",NA
"於陰","组织","nonword","nonword","word",NA
"木意","虚弱的","nonword","nonword","word",NA
"氣鬍","希腊语","nonword","nonword","word",NA
"進金","十月","nonword","nonword","word",NA
"抵滅","消极的","nonword","nonword","word",NA
"殺還","融资","nonword","nonword","word",NA
"姪富","记住","nonword","nonword","word",NA
"魚手","车站","nonword","nonword","word",NA
"耐客","问","nonword","nonword","word",NA
"特子","裙子","nonword","nonword","word",NA
"光麥","逃脱","nonword","nonword","word",NA
"可國","肌肉","nonword","nonword","word",NA
"讖違","残忍的","nonword","nonword","word",NA
"士趾","速度","nonword","nonword","word",NA
"條傲","最近","nonword","nonword","word",NA
"後豬","知识","nonword","nonword","word",NA
"捐壇","可怜的","nonword","nonword","word",NA
"冷喜","画家","nonword","nonword","word",NA
"公查","联系","nonword","nonword","word",NA
"壯來","钓鱼","nonword","nonword","word",NA
"奏款","罗马","nonword","nonword","word",NA
"聲運","态度","nonword","nonword","word",NA
"乾撤","市长","nonword","nonword","word",NA
"掉早","高速公路","nonword","nonword","word",NA
"土抱","当地的","nonword","nonword","word",NA
"放鰾","隐私","nonword","nonword","word",NA
"在禍","研究者","nonword","nonword","word",NA
"落言","脸颊","nonword","nonword","word",NA
"上湛","不愉快","nonword","nonword","word",NA
"衝巢","科涅克白兰地","nonword","nonword","word",NA
"平癢","丑闻","nonword","nonword","word",NA
"煙琢","爆炸","nonword","nonword","word",NA
"在為","残酷","nonword","nonword","word",NA
"靠任","龙虾","nonword","nonword","word",NA
"低得","理解","nonword","nonword","word",NA
"講門","仪式","nonword","nonword","word",NA
"電掉","25美分硬币","nonword","nonword","word",NA
"足次","见证","nonword","nonword","word",NA
"老餐","失望","nonword","nonword","word",NA
"滾冊","领带","nonword","nonword","word",NA
"傳官","讨论","nonword","nonword","word",NA
"聲起","沮丧","nonword","nonword","word",NA
"獨託","傲慢","nonword","nonword","word",NA
"放打","午餐","nonword","nonword","word",NA
"工播","十年","nonword","nonword","word",NA
"歷茶","飞机场","nonword","nonword","word",NA
"況炮","卫星","nonword","nonword","word",NA
"債上","火鸡","nonword","nonword","word",NA
"編河","奖章","nonword","nonword","word",NA
"角報","找","nonword","nonword","word",NA
"證中","自私","nonword","nonword","word",NA
"授候","拐","nonword","nonword","word",NA
"倒長","宝石","nonword","nonword","word",NA
"擬心","亲密的","nonword","nonword","word",NA
"緊主","蛇","nonword","nonword","word",NA
"忙北","团队","nonword","nonword","word",NA
"鼓處","壁橱","nonword","nonword","word",NA
"兵訪","船","nonword","nonword","word",NA
"證常","音乐会","nonword","nonword","word",NA
"考健","仆人","nonword","nonword","word",NA
"墓眼","问题","nonword","nonword","word",NA
"市撇","剩下","nonword","nonword","word",NA
"晚升","艾滋病病毒","nonword","nonword","word",NA
"色身","愚蠢的","nonword","nonword","word",NA
"躍事","动脉","nonword","nonword","word",NA
"兇祈","石头","nonword","nonword","word",NA
"都書","行为","nonword","nonword","word",NA
"傳鈪","状态","nonword","nonword","word",NA
"柵一","程序","nonword","nonword","word",NA
"協壞","上校","nonword","nonword","word",NA
"疲判","片","nonword","nonword","word",NA
"起型","神秘","nonword","nonword","word",NA
"密嫌","牛仔","nonword","nonword","word",NA
"非居","项链","nonword","nonword","word",NA
"房於","金融的","nonword","nonword","word",NA
"場良","体液","nonword","nonword","word",NA
"拼軍","拉","nonword","nonword","word",NA
"空望","酱","nonword","nonword","word",NA
"還戲","发展","nonword","nonword","word",NA
"收歧","检察官","nonword","nonword","word",NA
"武贈","青少年","nonword","nonword","word",NA
"類秋","蛋黄酱","nonword","nonword","word",NA
"注私","金星","nonword","nonword","word",NA
"說街","麦克风","nonword","nonword","word",NA
"送年","蜥蜴","nonword","nonword","word",NA
"文女","观众","nonword","nonword","word",NA
"審口","慷慨的","nonword","nonword","word",NA
"拍歌","司机","nonword","nonword","word",NA
"盈滑","卡特尔","nonword","nonword","word",NA
"世雞","疫苗","nonword","nonword","word",NA
"前嫂","提供","nonword","nonword","word",NA
"如整","刺客","nonword","nonword","word",NA
"稅掠","描述","nonword","nonword","word",NA
"瓜巴","挫伤","nonword","nonword","word",NA
"稻柔","齿","nonword","nonword","word",NA
"數敗","节日","nonword","nonword","word",NA
"視改","起司","nonword","nonword","word",NA
"求凝","护照","nonword","nonword","word",NA
"置走","机构","nonword","nonword","word",NA
"猜降","优雅的","nonword","nonword","word",NA
"聯場","电视","nonword","nonword","word",NA
"實慘","帮助","nonword","nonword","word",NA
"以省","完全地","nonword","nonword","word",NA
"藝配","保持","nonword","nonword","word",NA
"嗆室","粒子","nonword","nonword","word",NA
"刊恨","自愿","nonword","nonword","word",NA
"耐閉","知道","nonword","nonword","word",NA
"諱露","银","nonword","nonword","word",NA
"台蟹","姓","nonword","nonword","word",NA
"下出","法语","nonword","nonword","word",NA
"重末","宗教","nonword","nonword","word",NA
"鬆池","锁","nonword","nonword","word",NA
"個拿","警报","nonword","nonword","word",NA
"雙清","维护","nonword","nonword","word",NA
"深鏈","雕像","nonword","nonword","word",NA
"驚界","混合物","nonword","nonword","word",NA
"愉卵","蛋","nonword","nonword","word",NA
"損水","过去的","nonword","nonword","word",NA
"子誤","尿","nonword","nonword","word",NA
"浪巾","车","nonword","nonword","word",NA
"陶水","棒球","nonword","nonword","word",NA
"上仙","有趣的","nonword","nonword","word",NA
"耍截","医生","nonword","nonword","word",NA
"花袱","表哥","nonword","nonword","word",NA
"液急","旋转","nonword","nonword","word",NA
"單沮","蚂蚁","nonword","nonword","word",NA
"配天","仪器","nonword","nonword","word",NA
"食除","报纸","nonword","nonword","word",NA
"殆單","爸爸","nonword","nonword","word",NA
"犬依","整理车","nonword","nonword","word",NA
"情板","游泳","nonword","nonword","word",NA
"刻配","原型","nonword","nonword","word",NA
"倒心","担心","nonword","nonword","word",NA
"孤語","多雾路段","nonword","nonword","word",NA
"汐喜","原因","nonword","nonword","word",NA
"東有","合理的","nonword","nonword","word",NA
"瘀布","技术","nonword","nonword","word",NA
"狀瑣","囚犯","nonword","nonword","word",NA
"品長","肉","nonword","nonword","word",NA
"宏地","决心","nonword","nonword","word",NA
"迫瓜","人造的","nonword","nonword","word",NA
"受塑","设备","nonword","nonword","word",NA
"儼預","紧急情况","nonword","nonword","word",NA
"折她","长","nonword","nonword","word",NA
"回彎","分配","nonword","nonword","word",NA
"刑停","包","nonword","nonword","word",NA
"飾上","太阳","nonword","nonword","word",NA
"進罕","爆炸","nonword","nonword","word",NA
"學腹","程序","nonword","nonword","word",NA
"貞摸","赎金","nonword","nonword","word",NA
"棄年","分钟","nonword","nonword","word",NA
"算聲","检查","nonword","nonword","word",NA
"落順","颅骨","nonword","nonword","word",NA
"尋載","货物","nonword","nonword","word",NA
"月矮","写作","nonword","nonword","word",NA
"巡獨","功能","nonword","nonword","word",NA
"抵歌","谋杀","nonword","nonword","word",NA
"弒教","男生","nonword","nonword","word",NA
"構訪","试图","nonword","nonword","word",NA
"制慈","炸药","nonword","nonword","word",NA
"產意","正义","nonword","nonword","word",NA
"帳客","地点","nonword","nonword","word",NA
"加澎","魔鬼","nonword","nonword","word",NA
"修子","女佣","nonword","nonword","word",NA
"見賣","显微镜","nonword","nonword","word",NA
"秘羈","有趣的","nonword","nonword","word",NA
"紅險","脖子","nonword","nonword","word",NA
"引凌","东方","nonword","nonword","word",NA
"語蓋","简单的","nonword","nonword","word",NA
"替藉","鼠","nonword","nonword","word",NA
"壽壟","参议院","nonword","nonword","word",NA
"聽刻","狸","nonword","nonword","word",NA
"打受","胸部","nonword","nonword","word",NA
"油毀","炮兵","nonword","nonword","word",NA
"前子","阴茎","nonword","nonword","word",NA
"口伍","逃亡者","nonword","nonword","word",NA
"途驅","失败","nonword","nonword","word",NA
"彈認","销售","nonword","nonword","word",NA
"喊級","儿子","nonword","nonword","word",NA
"旁型","谢谢","nonword","nonword","word",NA
"友汁","蛋糕","nonword","nonword","word",NA
"屬采","每周","nonword","nonword","word",NA
"利色","讽刺","nonword","nonword","word",NA
"通彩","三角形","nonword","nonword","word",NA
"疲給","救主","nonword","nonword","word",NA
"昏好","电话","nonword","nonword","word",NA
"種崗","兄弟","nonword","nonword","word",NA
"別會","灵感","nonword","nonword","word",NA
"牧份","中午","nonword","nonword","word",NA
"用校","黑色的","nonword","nonword","word",NA
"添淨","王国","nonword","nonword","word",NA
"大從","女性","nonword","nonword","word",NA
"生像","射击","nonword","nonword","word",NA
"及美","油","nonword","nonword","word",NA
"熱娘","网页","nonword","nonword","word",NA
"成漲","无法","nonword","nonword","word",NA
"船隔","快乐的","nonword","nonword","word",NA
"細銜","巧克力","nonword","nonword","word",NA
"拳魚","有效的","nonword","nonword","word",NA
"除子","舰队","nonword","nonword","word",NA
"稚刻","草莓","nonword","nonword","word",NA
"軍甜","挑战","nonword","nonword","word",NA
"餌色","冻结","nonword","nonword","word",NA
"首誤","命运","nonword","nonword","word",NA
"文米","测试","nonword","nonword","word",NA
"料性","社区","nonword","nonword","word",NA
"陷初","世界","nonword","nonword","word",NA
"寬暖","代替","nonword","nonword","word",NA
"田祈","瘢痕","nonword","nonword","word",NA
"草蠻","最终的","nonword","nonword","word",NA
"指嚼","展览","nonword","nonword","word",NA
"兇胞","瓶子","nonword","nonword","word",NA
"體契","放弃","nonword","nonword","word",NA
"赤儲","争议","nonword","nonword","word",NA
"比犯","政治家","nonword","nonword","word",NA
"拓愚","耳朵","nonword","nonword","word",NA
"煙及","规划","nonword","nonword","word",NA
"制招","通知","nonword","nonword","word",NA
"職大","军队","nonword","nonword","word",NA
"傾共","笑","nonword","nonword","word",NA
"身宮","舔","nonword","nonword","word",NA
"聽小","评估","nonword","nonword","word",NA
"手報","温和的","nonword","nonword","word",NA
"僅處","伟大的","nonword","nonword","word",NA
"出斷","改进","nonword","nonword","word",NA
"哨皇","口音","nonword","nonword","word",NA
"鬱中","核实","nonword","nonword","word",NA
"奶秀","玩笑","nonword","nonword","word",NA
"骨結","密码","nonword","nonword","word",NA
"舊得","再见","nonword","nonword","word",NA
"端話","突变","nonword","nonword","word",NA
"許屈","孩子","nonword","nonword","word",NA
"扣報","庇护所","nonword","nonword","word",NA
"鍵牆","愚蠢","nonword","nonword","word",NA
"油住","助攻","nonword","nonword","word",NA
"釋健","叉","nonword","nonword","word",NA
"帽憂","生物","nonword","nonword","word",NA
"服遺","写","nonword","nonword","word",NA
"分長","盔甲","nonword","nonword","word",NA
"準吊","值得的","nonword","nonword","word",NA
"美還","不负责任","nonword","nonword","word",NA
"談兩","宽的","nonword","nonword","word",NA
"一鬆","坍塌","nonword","nonword","word",NA
"徹魚","分析","nonword","nonword","word",NA
"紅奪","朋友","nonword","nonword","word",NA
"粒哀","机器","nonword","nonword","word",NA
"通頭","运动","nonword","nonword","word",NA
"臟惡","洋葱","nonword","nonword","word",NA
"監取","笨蛋","nonword","nonword","word",NA
"煮星","梦","nonword","nonword","word",NA
"明地","周二","nonword","nonword","word",NA
"戶息","尸体","nonword","nonword","word",NA
"難俗","独特","nonword","nonword","word",NA
"目章","黄色的","nonword","nonword","word",NA
"紙助","通风","nonword","nonword","word",NA
"組解","聋","nonword","nonword","word",NA
"墨醜","事件","nonword","nonword","word",NA
"玉操","命令","nonword","nonword","word",NA
"交沫","追赶","nonword","nonword","word",NA
"皮麻","浪漫的","nonword","nonword","word",NA
"域打","困惑","nonword","nonword","word",NA
"營脂","学校","nonword","nonword","word",NA
"好代","段落","nonword","nonword","word",NA
"郁說","高的","nonword","nonword","word",NA
"餵站","淑女","nonword","nonword","word",NA
"吃飄","助手","nonword","nonword","word",NA
"睇邊","网球","nonword","nonword","word",NA
"防菜","公共汽车","nonword","nonword","word",NA
"瓜法","几乎","nonword","nonword","word",NA
"聯氣","修道院","nonword","nonword","word",NA
"言時","数学","nonword","nonword","word",NA
"守命","睡觉","nonword","nonword","word",NA
"單守","假设","nonword","nonword","word",NA
"受如","额外的","nonword","nonword","word",NA
"租年","城堡","nonword","nonword","word",NA
"當礙","牧师","nonword","nonword","word",NA
"對毀","结果","nonword","nonword","word",NA
"差報","派对","nonword","nonword","word",NA
"子死","经典的","nonword","nonword","word",NA
"衣悔","盘子","nonword","nonword","word",NA
"確遠","给","nonword","nonword","word",NA
"直蔑","法官","nonword","nonword","word",NA
"藏喬","放","nonword","nonword","word",NA
"元手","厘米","nonword","nonword","word",NA
"奏餵","信仰","nonword","nonword","word",NA
"緬為","信心","nonword","nonword","word",NA
"俐裝","刷新","nonword","nonword","word",NA
"飲怨","演讲","nonword","nonword","word",NA
"惡影","剧院","nonword","nonword","word",NA
"校蠍","海洋","nonword","nonword","word",NA
"曾球","最终","nonword","nonword","word",NA
"常酥","系统","nonword","nonword","word",NA
"渴塵","北","nonword","nonword","word",NA
"寶車","组织","nonword","nonword","word",NA
"地誣","燃料","nonword","nonword","word",NA
"點重","寒冷的","nonword","nonword","word",NA
"藥為","对手","nonword","nonword","word",NA
"緯數","注射器","nonword","nonword","word",NA
"祖把","讲道","nonword","nonword","word",NA
"屎報","闻","nonword","nonword","word",NA
"坐漬","义务","nonword","nonword","word",NA
"指不","大概","nonword","nonword","word",NA
"下匠","是的","nonword","nonword","word",NA
"定回","工作","nonword","nonword","word",NA
"兄寰","抢劫","nonword","nonword","word",NA
"下白","歌曲","nonword","nonword","word",NA
"擁瑣","天上","nonword","nonword","word",NA
"致路","治疗","nonword","nonword","word",NA
"折殺","商人","nonword","nonword","word",NA
"合紙","班","nonword","nonword","word",NA
"用寶","面粉","nonword","nonword","word",NA
"畫專","钱包","nonword","nonword","word",NA
"籤稅","通常","nonword","nonword","word",NA
"廢騙","成功","nonword","nonword","word",NA
"楊抓","抢","nonword","nonword","word",NA
"選淺","意大利面","nonword","nonword","word",NA
"極子","愈合","nonword","nonword","word",NA
"總病","结构体","nonword","nonword","word",NA
"調鵝","按摩","nonword","nonword","word",NA
"知輩","三","nonword","nonword","word",NA
"用哥","可能性","nonword","nonword","word",NA
"位幼","悲惨","nonword","nonword","word",NA
"自象","祖母","nonword","nonword","word",NA
"吞異","奉献","nonword","nonword","word",NA
"潛賢","洗","nonword","nonword","word",NA
"蛋艱","示范","nonword","nonword","word",NA
"原軸","不断地","nonword","nonword","word",NA
"頒眾","赞同","nonword","nonword","word",NA
"洞碎","孤独","nonword","nonword","word",NA
"鄰破","离开","nonword","nonword","word",NA
"剛棧","记者","nonword","nonword","word",NA
"機傳","公克","nonword","nonword","word",NA
"向樹","王子","nonword","nonword","word",NA
"農現","伯爵夫人","nonword","nonword","word",NA
"幣棒","核","nonword","nonword","word",NA
"月催","充足的","nonword","nonword","word",NA
"人短","汽车旅馆","nonword","nonword","word",NA
"出揮","下沉","nonword","nonword","word",NA
"獨水","辐射","nonword","nonword","word",NA
"誇外","政府","nonword","nonword","word",NA
"故割","塑料","nonword","nonword","word",NA
"去國","不幸","nonword","nonword","word",NA
"家解","大约","nonword","nonword","word",NA
"虛艷","导弹","nonword","nonword","word",NA
"趣暗","记录","nonword","nonword","word",NA
"犬傢","笔","nonword","nonword","word",NA
"開損","著名的","nonword","nonword","word",NA
"上銅","投资者","nonword","nonword","word",NA
"堂成","妈","nonword","nonword","word",NA
"國貼","听到","nonword","nonword","word",NA
"親燈","活动","nonword","nonword","word",NA
"弄巴","缺席","nonword","nonword","word",NA
"鏈信","所有者","nonword","nonword","word",NA
"珠查","叛徒","nonword","nonword","word",NA
"中柳","敏感的","nonword","nonword","word",NA
"熱市","文档","nonword","nonword","word",NA
"樹飼","营销","nonword","nonword","word",NA
"泥色","人类","nonword","nonword","word",NA
"育資","经常","nonword","nonword","word",NA
"空毒","厚的","nonword","nonword","word",NA
"吸程","死的","nonword","nonword","word",NA
"權友","十亿","nonword","nonword","word",NA
"煙登","誓言","nonword","nonword","word",NA
"下炮","污秽","nonword","nonword","word",NA
"配探","表明","nonword","nonword","word",NA
"向撞","说话","nonword","nonword","word",NA
"信取","兴奋的","nonword","nonword","word",NA
"承片","希望","nonword","nonword","word",NA
"段嘴","罢工","nonword","nonword","word",NA
"端膽","精神","nonword","nonword","word",NA
"此傳","减少","nonword","nonword","word",NA
"收貶","卧室","nonword","nonword","word",NA
"漏弱","生产","nonword","nonword","word",NA
"暴穿","保存","nonword","nonword","word",NA
"例高","舞蹈","nonword","nonword","word",NA
"軍課","中尉","nonword","nonword","word",NA
"燈相","友好的","nonword","nonword","word",NA
"色蜂","小路","nonword","nonword","word",NA
"店授","死","nonword","nonword","word",NA
"悉課","癌症","nonword","nonword","word",NA
"掉郵","妻子","nonword","nonword","word",NA
"門為","喜悦","nonword","nonword","word",NA
"比爺","返回","nonword","nonword","word",NA
"售腰","聪明的","nonword","nonword","word",NA
"市臉","消除","nonword","nonword","word",NA
"白離","卡车","nonword","nonword","word",NA
"瞞賜","疼痛","nonword","nonword","word",NA
"愛出","怜悯","nonword","nonword","word",NA
"度閒","办公室","nonword","nonword","word",NA
"票睡","逮捕","nonword","nonword","word",NA
"補頭","湖","nonword","nonword","word",NA
"附微","气氛","nonword","nonword","word",NA
"征客","生日","nonword","nonword","word",NA
"域評","卖","nonword","nonword","word",NA
"求掛","快速地","nonword","nonword","word",NA
"測場","房东","nonword","nonword","word",NA
"言同","吉他","nonword","nonword","word",NA
"滑頒","直觉","nonword","nonword","word",NA
"衝追","外星人","nonword","nonword","word",NA
"蓋辦","门","nonword","nonword","word",NA
"謀姪","凌","nonword","nonword","word",NA
"拆大","饥饿的","nonword","nonword","word",NA
"鋒豈","电的","nonword","nonword","word",NA
"批壓","政治","nonword","nonword","word",NA
"眺線","发热","nonword","nonword","word",NA
"情惠","便宜的","nonword","nonword","word",NA
"瘩燥","手帕","nonword","nonword","word",NA
"釀政","迅速地","nonword","nonword","word",NA
"拳寒","审判","nonword","nonword","word",NA
"博利","王座","nonword","nonword","word",NA
"言用","日程","nonword","nonword","word",NA
"去哀","凶手","nonword","nonword","word",NA
"興力","野营","nonword","nonword","word",NA
"弄勞","玩具","nonword","nonword","word",NA
"補輸","包裹","nonword","nonword","word",NA
"護識","解雇","nonword","nonword","word",NA
"調草","情人","nonword","nonword","word",NA
"龜免","制服","nonword","nonword","word",NA
"蒙謝","氧","nonword","nonword","word",NA
"憨期","风格","nonword","nonword","word",NA
"被詳","致命的","nonword","nonword","word",NA
"雕面","区","nonword","nonword","word",NA
"書止","帝国","nonword","nonword","word",NA
"作渾","家庭","nonword","nonword","word",NA
"昏製","香水","nonword","nonword","word",NA
"無鎮","女孩们","nonword","nonword","word",NA
"命菜","政治的","nonword","nonword","word",NA
"往庇","一顿饭","nonword","nonword","word",NA
"開溫","建筑","nonword","nonword","word",NA
"殖準","继承","nonword","nonword","word",NA
"上儀","礼物","nonword","nonword","word",NA
"息畫","监视器","nonword","nonword","word",NA
"課道","底部","nonword","nonword","word",NA
"出易","勇敢的","nonword","nonword","word",NA
"速血","战斗","nonword","nonword","word",NA
"車做","无力","nonword","nonword","word",NA
"霸汗","国家","nonword","nonword","word",NA
"景急","完美的","nonword","nonword","word",NA
"蓋權","城市","nonword","nonword","word",NA
"扭立","水手","nonword","nonword","word",NA
"弄特","表面","nonword","nonword","word",NA
"感戶","摄影师","nonword","nonword","word",NA
"好黨","投票","nonword","nonword","word",NA
"幽總","果汁","nonword","nonword","word",NA
"閥瀆","星系","nonword","nonword","word",NA
"生難","大学","nonword","nonword","word",NA
"打饋","身体的","nonword","nonword","word",NA
"冷蝗","人们","nonword","nonword","word",NA
"夭直","印象","nonword","nonword","word",NA
"印精","和谐","nonword","nonword","word",NA
"林變","生气的","nonword","nonword","word",NA
"福定","诚实","nonword","nonword","word",NA
"高金","生病的","nonword","nonword","word",NA
"憑場","委员会","nonword","nonword","word",NA
"案疙","发送","nonword","nonword","word",NA
"安名","轨道","nonword","nonword","word",NA
"管碎","皇帝","nonword","nonword","word",NA
"黯核","汉堡包","nonword","nonword","word",NA
"做蓮","选举","nonword","nonword","word",NA
"庖獲","兄弟","nonword","nonword","word",NA
"燈韆","性格","nonword","nonword","word",NA
"布素","七月","nonword","nonword","word",NA
"校呼","美丽的","nonword","nonword","word",NA
"對板","诊所","nonword","nonword","word",NA
"行達","正确的","nonword","nonword","word",NA
"照掉","鱼","nonword","nonword","word",NA
"慢相","工人","nonword","nonword","word",NA
"極漏","继续","nonword","nonword","word",NA
"錢角","大猩猩","nonword","nonword","word",NA
"煙謝","商业","nonword","nonword","word",NA
"牆餞","愤怒","nonword","nonword","word",NA
"璨地","关闭","nonword","nonword","word",NA
"骨禁","惊人的","nonword","nonword","word",NA
"香鋁","湿的","nonword","nonword","word",NA
"日竹","早餐","nonword","nonword","word",NA
"商伏","计算机","nonword","nonword","word",NA
"炸坐","猪","nonword","nonword","word",NA
"幼焊","维他命","nonword","nonword","word",NA
"鐵嚷","武器","nonword","nonword","word",NA
"正糞","可能是","nonword","nonword","word",NA
"糖資","洞","nonword","nonword","word",NA
"麵定","拇指","nonword","nonword","word",NA
"調霉","攻击者","nonword","nonword","word",NA
"喧繞","心理","nonword","nonword","word",NA
"產近","综合征","nonword","nonword","word",NA
"感叉","上","nonword","nonword","word",NA
"事敵","龟","nonword","nonword","word",NA
"統泥","减","nonword","nonword","word",NA
"青裝","钱","nonword","nonword","word",NA
"直然","埋葬","nonword","nonword","word",NA
"弒淚","通常","nonword","nonword","word",NA
"協節","音乐家","nonword","nonword","word",NA
"和筆","监禁","nonword","nonword","word",NA
"鏡官","心理学","nonword","nonword","word",NA
"子袋","父母","nonword","nonword","word",NA
"橫趣","沃森","nonword","nonword","word",NA
"春器","幻觉","nonword","nonword","word",NA
"士馬","镜子","nonword","nonword","word",NA
"危封","早晨","nonword","nonword","word",NA
"升翼","表示","nonword","nonword","word",NA
"公力","高度","nonword","nonword","word",NA
"煞管","消息","nonword","nonword","word",NA
"特人","安全的","nonword","nonword","word",NA
"榨急","大西洋","nonword","nonword","word",NA
"疫掉","荒诞","nonword","nonword","word",NA
"帶應","投资","nonword","nonword","word",NA
"指音","早期的","nonword","nonword","word",NA
"蚓臥","专家","nonword","nonword","word",NA
"寬抗","官方的","nonword","nonword","word",NA
"蜂學","阿爾法","nonword","nonword","word",NA
"解鐘","感染","nonword","nonword","word",NA
"道農","短语","nonword","nonword","word",NA
"景笑","床","nonword","nonword","word",NA
"液合","调查","nonword","nonword","word",NA
"白情","口渴","nonword","nonword","word",NA
"奏位","隐藏","nonword","nonword","word",NA
"子選","博物馆","nonword","nonword","word",NA
"出望","蜡烛","nonword","nonword","word",NA
"琴跑","资金","nonword","nonword","word",NA
"紋租","爆炸性","nonword","nonword","word",NA
"強寒","橘子","nonword","nonword","word",NA
"熟綁","计时器","nonword","nonword","word",NA
"山局","嚼","nonword","nonword","word",NA
"導拖","三倍","nonword","nonword","word",NA
"茶大","传统的","nonword","nonword","word",NA
"裂取","裸","nonword","nonword","word",NA
"宜才","美国","nonword","nonword","word",NA
"迷石","客户","nonword","nonword","word",NA
"怒倒","不料","nonword","nonword","word",NA
"狐台","锦标赛","nonword","nonword","word",NA
"莽洗","毛巾","nonword","nonword","word",NA
"命右","香槟酒","nonword","nonword","word",NA
"勾稿","很少","nonword","nonword","word",NA
"實古","战士","nonword","nonword","word",NA
"晚處","信息","nonword","nonword","word",NA
"懼於","复制","nonword","nonword","word",NA
"越勢","肾上腺素","nonword","nonword","word",NA
"台質","疾病","nonword","nonword","word",NA
"席局","恶心","nonword","nonword","word",NA
"衰來","钢","nonword","nonword","word",NA
"錢名","资本主义","nonword","nonword","word",NA
"是復","使命","nonword","nonword","word",NA
"蕉石","丑陋的","nonword","nonword","word",NA
"慘猛","个人","nonword","nonword","word",NA
"對氈","帽","nonword","nonword","word",NA
"身完","抵抗","nonword","nonword","word",NA
"案街","科学","nonword","nonword","word",NA
"輪場","元素","nonword","nonword","word",NA
"墊動","婚姻","nonword","nonword","word",NA
"待麵","昨天","nonword","nonword","word",NA
"下仿","谦虚","nonword","nonword","word",NA
"內樂","向上","nonword","nonword","word",NA
"語費","晚上","nonword","nonword","word",NA
"薑聚","谷","nonword","nonword","word",NA
"下味","直升机","nonword","nonword","word",NA
"故育","做","nonword","nonword","word",NA
"聽貨","装备","nonword","nonword","word",NA
"礦筆","鸭","nonword","nonword","word",NA
"魚平","收集","nonword","nonword","word",NA
