pt_cue,pt_target,type,cue_type,target_type,pt_cosine
venegue,psicológico,nonword,nonword,word,
anessica,distrito,nonword,nonword,word,
cea,recompensa,nonword,nonword,word,
adonimo,análise,nonword,nonword,word,
gramnico,alteza,nonword,nonword,word,
tromós,estrela,nonword,nonword,word,
artematos,grosso,nonword,nonword,word,
guincól,esperar,nonword,nonword,word,
horjar,glória,nonword,nonword,word,
meiacreste,perturbar,nonword,nonword,word,
mulherça,gratidão,nonword,nonword,word,
maie,federação,nonword,nonword,word,
merso,confirmar,nonword,nonword,word,
atratira,assistir,nonword,nonword,word,
susro,devoção,nonword,nonword,word,
crichómetro,lembrar,nonword,nonword,word,
fenômera,samurai,nonword,nonword,word,
tetravôcópio,indicar,nonword,nonword,word,
ciços,artilharia,nonword,nonword,word,
empressoda,algodão,nonword,nonword,word,
empressodor,máquina,nonword,nonword,word,
seoverdo,finalizar,nonword,nonword,word,
poajuiza,páre,nonword,nonword,word,
perpen,estado,nonword,nonword,word,
tarelhos,chefe de cozinha,nonword,nonword,word,
foamorte,trono,nonword,nonword,word,
secaindo,provável,nonword,nonword,word,
combafor,traidor,nonword,nonword,word,
huguarde,humano,nonword,nonword,word,
blico,mau,nonword,nonword,word,
sarme,monitor,nonword,nonword,word,
quilã,toalha,nonword,nonword,word,
equilina,erro,nonword,nonword,word,
crema,atrai,nonword,nonword,word,
plaimero,urina,nonword,nonword,word,
badorna,tomate,nonword,nonword,word,
astronôrina,quarto,nonword,nonword,word,
sovom,notável,nonword,nonword,word,
videi,profissional,nonword,nonword,word,
chera,atitude,nonword,nonword,word,
clepora,suficiente,nonword,nonword,word,
hoxas,educação,nonword,nonword,word,
plique,governo,nonword,nonword,word,
às vleil,liberal,nonword,nonword,word,
exavarmente,proprietário,nonword,nonword,word,
sépva,juiz,nonword,nonword,word,
inchocanacional,barco,nonword,nonword,word,
saívo,imperador,nonword,nonword,word,
bibliodlansca,chocolate,nonword,nonword,word,
jaro,norte,nonword,nonword,word,
álvacum,voar,nonword,nonword,word,
candei,plausível,nonword,nonword,word,
granlução,bêbado,nonword,nonword,word,
papu,frase,nonword,nonword,word,
oligar,literatura,nonword,nonword,word,
ranca,medo,nonword,nonword,word,
diarzers,empréstimo,nonword,nonword,word,
poexaustivo,em algum lugar,nonword,nonword,word,
ciucialia,sentimento,nonword,nonword,word,
sandupado,testemunho,nonword,nonword,word,
funva,microscópio,nonword,nonword,word,
nuvin,abandono,nonword,nonword,word,
talvo,outono,nonword,nonword,word,
crisdável,teatro,nonword,nonword,word,
bul,zona,nonword,nonword,word,
excepciodei,oficial,nonword,nonword,word,
carás,estranho,nonword,nonword,word,
vería,restaurante,nonword,nonword,word,
siu,império,nonword,nonword,word,
chicmico,superfície,nonword,nonword,word,
indúchar,diabo,nonword,nonword,word,
safiramente,carteira,nonword,nonword,word,
eir,triplo,nonword,nonword,word,
supõenta,chefe,nonword,nonword,word,
stopa,doença,nonword,nonword,word,
incropto,banda,nonword,nonword,word,
leiman,encontro,nonword,nonword,word,
sequescialmente,cruel,nonword,nonword,word,
cartes,raramente,nonword,nonword,word,
comqueo,saudar,nonword,nonword,word,
hocão,hidrogénio,nonword,nonword,word,
escobrir,praticamente,nonword,nonword,word,
apermigo,tenente,nonword,nonword,word,
queineta,combustível,nonword,nonword,word,
olpi,nervoso,nonword,nonword,word,
arameijo,oceano,nonword,nonword,word,
raveda,piloto,nonword,nonword,word,
unila,fortemente,nonword,nonword,word,
setelham,neve,nonword,nonword,word,
escurun,beleza,nonword,nonword,word,
nicia,desculpar,nonword,nonword,word,
co,compreender,nonword,nonword,word,
envecharpo,vaqueiro,nonword,nonword,word,
trage,acontecer,nonword,nonword,word,
causto,desenhar,nonword,nonword,word,
eio,partida,nonword,nonword,word,
entunhasmo,barba,nonword,nonword,word,
seminálhões,prazeroso,nonword,nonword,word,
puo,manifestação,nonword,nonword,word,
tresno,superior,nonword,nonword,word,
setem,solitário,nonword,nonword,word,
somanganatural,gorila,nonword,nonword,word,
ceptar,bruxa,nonword,nonword,word,
imporveis,equipa,nonword,nonword,word,
aprogada,manter,nonword,nonword,word,
tordento,mangueira,nonword,nonword,word,
oporturo,mensagem,nonword,nonword,word,
binalte,encontrar,nonword,nonword,word,
hilsboleta,período,nonword,nonword,word,
diritom,egoísta,nonword,nonword,word,
tovta,raparigas,nonword,nonword,word,
miserátrais,mentiroso,nonword,nonword,word,
gusso,nuclear,nonword,nonword,word,
equida,misericórdia,nonword,nonword,word,
quegio,desagradável,nonword,nonword,word,
aquimento,lagosta,nonword,nonword,word,
colhesdo,manter,nonword,nonword,word,
rosel,maionese,nonword,nonword,word,
tremago,livro,nonword,nonword,word,
tubalhas,escrever,nonword,nonword,word,
fringina,julgamento,nonword,nonword,word,
considevíeis,senador,nonword,nonword,word,
peuolho,rápido,nonword,nonword,word,
cral,vacina,nonword,nonword,word,
bavete,vale,nonword,nonword,word,
perafasta,manteiga,nonword,nonword,word,
acico,prémio,nonword,nonword,word,
artlancado,assinatura,nonword,nonword,word,
raga,pó,nonword,nonword,word,
estánhar,carro,nonword,nonword,word,
ficos,pato,nonword,nonword,word,
sebas,mosteiro,nonword,nonword,word,
personatalya,pular,nonword,nonword,word,
vislização,criatividade,nonword,nonword,word,
interguestper,único,nonword,nonword,word,
inesgo,paranormal,nonword,nonword,word,
careisdo,fantasia,nonword,nonword,word,
gararesta,estilo,nonword,nonword,word,
popudrões,paixão,nonword,nonword,word,
digueque,posição,nonword,nonword,word,
astroafronta,sonda,nonword,nonword,word,
arplanta,construir,nonword,nonword,word,
changela,excitado,nonword,nonword,word,
preparanhões,joelho,nonword,nonword,word,
cinhosto,barato,nonword,nonword,word,
esfiscação,comunista,nonword,nonword,word,
evizas,acusação,nonword,nonword,word,
enflídado,honesto,nonword,nonword,word,
tunto,incrível,nonword,nonword,word,
transgatina,motor,nonword,nonword,word,
aguenalismo,pedra,nonword,nonword,word,
poexaustica,peixe,nonword,nonword,word,
cheltico,cheio,nonword,nonword,word,
insemam,organizar,nonword,nonword,word,
burta,selecione,nonword,nonword,word,
roica,técnica,nonword,nonword,word,
bournela,bolo,nonword,nonword,word,
restal,engraçado,nonword,nonword,word,
baxá,comunidade,nonword,nonword,word,
estarine,passaporte,nonword,nonword,word,
aceice,flor,nonword,nonword,word,
enheirado,bala,nonword,nonword,word,
literalatraíste,preparar,nonword,nonword,word,
conaguentável,evento,nonword,nonword,word,
nemoutsário,negativo,nonword,nonword,word,
vanes,diretamente,nonword,nonword,word,
consa,bochecha,nonword,nonword,word,
amasrife,lenda,nonword,nonword,word,
notleve,delicioso,nonword,nonword,word,
pureu,livre,nonword,nonword,word,
preocutão,cobra,nonword,nonword,word,
bridto,faminto,nonword,nonword,word,
tingio,dança,nonword,nonword,word,
eleceler,renda,nonword,nonword,word,
gerso,nação,nonword,nonword,word,
boran,informar,nonword,nonword,word,
glauco,tratamento,nonword,nonword,word,
cearchadário,capela,nonword,nonword,word,
farativo,dente,nonword,nonword,word,
acoscesa,divisão,nonword,nonword,word,
adoplula,preço,nonword,nonword,word,
carna,sim,nonword,nonword,word,
retuá,prisão,nonword,nonword,word,
achavado,empoeirado,nonword,nonword,word,
sarisdade,efeito,nonword,nonword,word,
proatrasar,investidor,nonword,nonword,word,
fácharca,droga,nonword,nonword,word,
blica,destino,nonword,nonword,word,
crom,cortar,nonword,nonword,word,
sistor,hamburger,nonword,nonword,word,
brenante,líder,nonword,nonword,word,
merdor,limusine,nonword,nonword,word,
aleijeto,desenvolvimento,nonword,nonword,word,
apalbido,financiamento,nonword,nonword,word,
garanquei,substituto,nonword,nonword,word,
admilsgado,fraco,nonword,nonword,word,
protecedade,execução,nonword,nonword,word,
exaustinuar,dispositivo,nonword,nonword,word,
reneo,noiva,nonword,nonword,word,
moderique,sapato,nonword,nonword,word,
cresdência,inteligente,nonword,nonword,word,
linquabilidade,irresponsável,nonword,nonword,word,
podepeãs,presente,nonword,nonword,word,
permilivins,vídeo,nonword,nonword,word,
flectomia,convés,nonword,nonword,word,
quindico,usualmente,nonword,nonword,word,
multigues,exibição,nonword,nonword,word,
escabrão,comprimido,nonword,nonword,word,
empulrre,perigo,nonword,nonword,word,
acrestidade,américa,nonword,nonword,word,
tásse,energia,nonword,nonword,word,
terburiro,confessar,nonword,nonword,word,
sados,tecido,nonword,nonword,word,
evise,expressar,nonword,nonword,word,
jão,carga,nonword,nonword,word,
contaminocovis,feiticeiro,nonword,nonword,word,
devalium,boston,nonword,nonword,word,
displaicia,gravação,nonword,nonword,word,
frequencionalmente,dama,nonword,nonword,word,
gusse,girar,nonword,nonword,word,
justera,bacon,nonword,nonword,word,
verdaliyahro,ativar,nonword,nonword,word,
erecmista,digno,nonword,nonword,word,
efetiverchão,alarme,nonword,nonword,word,
geragens,constantemente,nonword,nonword,word,
sobroute,derrota,nonword,nonword,word,
bôzei,cheiro,nonword,nonword,word,
interburi,tortura,nonword,nonword,word,
aumenções,máximo,nonword,nonword,word,
colhesda,palestra,nonword,nonword,word,
livinganada,coronel,nonword,nonword,word,
brenha,conhecer,nonword,nonword,word,
relem,champanhe,nonword,nonword,word,
filosomenhe,presidente,nonword,nonword,word,
acorminar,pequeno-almoço,nonword,nonword,word,
conaceitar,reino,nonword,nonword,word,
ludos,fantástico,nonword,nonword,word,
conadaptar,perseguir,nonword,nonword,word,
assusvoluçäo,soar,nonword,nonword,word,
sudam,brinquedo,nonword,nonword,word,
truireira,cadeira,nonword,nonword,word,
clante,pintor,nonword,nonword,word,
sanditrador,arquiteto,nonword,nonword,word,
sesisnência,coelho,nonword,nonword,word,
restruida,adrenalina,nonword,nonword,word,
aír,assistência,nonword,nonword,word,
varvicado,prosseguir,nonword,nonword,word,
voperde,fax,nonword,nonword,word,
releaua,título,nonword,nonword,word,
plaipoli,década,nonword,nonword,word,
podez,gato,nonword,nonword,word,
elirir,clínica,nonword,nonword,word,
esacorda,preto,nonword,nonword,word,
cémia,seguro,nonword,nonword,word,
aguemático,cínico,nonword,nonword,word,
herbar,política,nonword,nonword,word,
bambo,sobrinho,nonword,nonword,word,
ocornida,comerciante,nonword,nonword,word,
varonhecer,edifício,nonword,nonword,word,
espionaques,deixar,nonword,nonword,word,
laincha,farinha,nonword,nonword,word,
soquer,fiel,nonword,nonword,word,
penlos,feminino,nonword,nonword,word,
hebóbe,civilização,nonword,nonword,word,
obrigate,estratégia,nonword,nonword,word,
ninife,estrutura,nonword,nonword,word,
tacta,produto,nonword,nonword,word,
rapri,voluntariamente,nonword,nonword,word,
felicifrões,agência,nonword,nonword,word,
marme,cidade,nonword,nonword,word,
previlhões,desafio,nonword,nonword,word,
protelhar,arrogância,nonword,nonword,word,
escobaum,fofinho,nonword,nonword,word,
ros,senado,nonword,nonword,word,
loirio,perspectiva,nonword,nonword,word,
avoca,ouvir,nonword,nonword,word,
masarlamento,documento,nonword,nonword,word,
govrichador,telefone,nonword,nonword,word,
afirdigo,atirar,nonword,nonword,word,
lorche,discussão,nonword,nonword,word,
ingranslino,sumo,nonword,nonword,word,
ficãe,honra,nonword,nonword,word,
imemulsão,caminhão,nonword,nonword,word,
cislha,família,nonword,nonword,word,
trola,receio,nonword,nonword,word,
esequívo,criatura,nonword,nonword,word,
ieurão,medalha,nonword,nonword,word,
silenciofim,diferente,nonword,nonword,word,
gá,ator,nonword,nonword,word,
queideira,desejar,nonword,nonword,word,
simigualmente,prova,nonword,nonword,word,
frequênho,jornalista,nonword,nonword,word,
queimato,filho,nonword,nonword,word,
agratoma,mandar,nonword,nonword,word,
apode,avaliação,nonword,nonword,word,
equilido,triângulo,nonword,nonword,word,
viais,polegar,nonword,nonword,word,
douto,televisão,nonword,nonword,word,
dia,usar,nonword,nonword,word,
lutás,aço,nonword,nonword,word,
bengir,conteúdo,nonword,nonword,word,
enedo,túnel,nonword,nonword,word,
somgio,oeste,nonword,nonword,word,
ginsula,impotente,nonword,nonword,word,
pealmôndelo,assalto,nonword,nonword,word,
zoz,dar,nonword,nonword,word,
sozições,campo de batalha,nonword,nonword,word,
substiperto,festa,nonword,nonword,word,
bastenter,manutenção,nonword,nonword,word,
prosel,confiança,nonword,nonword,word,
obmeto,localização,nonword,nonword,word,
ocute,porto,nonword,nonword,word,
calações,íntimo,nonword,nonword,word,
sinfemaixo,intuição,nonword,nonword,word,
congressão,ocultar,nonword,nonword,word,
celen,informante,nonword,nonword,word,
fragvida,demissão,nonword,nonword,word,
posicial,outubro,nonword,nonword,word,
chal,protocolo,nonword,nonword,word,
crate,algo,nonword,nonword,word,
caraguês,vela,nonword,nonword,word,
drá,marketing,nonword,nonword,word,
ciacalma,helicóptero,nonword,nonword,word,
pecrar,aquele,nonword,nonword,word,
prestodo,surdo,nonword,nonword,word,
chesmada,prender,nonword,nonword,word,
rágou,heroína,nonword,nonword,word,
cateu,doente,nonword,nonword,word,
carto,diretor,nonword,nonword,word,
sarcristo,normal,nonword,nonword,word,
sinfe,notícias,nonword,nonword,word,
experichardatar,cavalo,nonword,nonword,word,
audinhas,morrer,nonword,nonword,word,
idrua,falar,nonword,nonword,word,
geven,futebol,nonword,nonword,word,
sebetesdafeira,pensar,nonword,nonword,word,
expericharestar,cronómetro,nonword,nonword,word,
aprontemunha,por,nonword,nonword,word,
nocar,exercício,nonword,nonword,word,
coberfeste,matar,nonword,nonword,word,
baperta,estúpido,nonword,nonword,word,
furaberte,partícula,nonword,nonword,word,
torquaito,traseiro,nonword,nonword,word,
bitocultor,precisar,nonword,nonword,word,
emprequers,rapaz,nonword,nonword,word,
moaquino,ato,nonword,nonword,word,
fracte,amizade,nonword,nonword,word,
gobar,cedo,nonword,nonword,word,
esping,primo,nonword,nonword,word,
perve,pressão,nonword,nonword,word,
moris,distante,nonword,nonword,word,
senteá,baunilha,nonword,nonword,word,
oceâte,agradecer,nonword,nonword,word,
teragens,arma de fogo,nonword,nonword,word,
mé,inspeção,nonword,nonword,word,
trasculo,prefeito,nonword,nonword,word,
meacende,lago,nonword,nonword,word,
dubete,abdominal,nonword,nonword,word,
cosade,morto,nonword,nonword,word,
varlampago,biológico,nonword,nonword,word,
auste,professor,nonword,nonword,word,
disexaustivo,sobreviver,nonword,nonword,word,
uniquíssidade,morfina,nonword,nonword,word,
sandar,vila,nonword,nonword,word,
aplican,cigarro,nonword,nonword,word,
conavum,capitalismo,nonword,nonword,word,
aguenalmente,louco,nonword,nonword,word,
masítodo,colar,nonword,nonword,word,
deamisto,carrinha,nonword,nonword,word,
merequer,braço,nonword,nonword,word,
erebi,inesperadamente,nonword,nonword,word,
roflin,escola,nonword,nonword,word,
luminálhões,canção,nonword,nonword,word,
frescora,congelar,nonword,nonword,word,
caicom,eletricidade,nonword,nonword,word,
devalium,navio,nonword,nonword,word,
aguencedor,quantidade,nonword,nonword,word,
convros,martelo,nonword,nonword,word,
cheche,honestidade,nonword,nonword,word,
escatvula,vê,nonword,nonword,word,
larte,semana,nonword,nonword,word,
confareca,arrepiante,nonword,nonword,word,
saló,lagarto,nonword,nonword,word,
dab,perguntar,nonword,nonword,word,
triunpamento,completo,nonword,nonword,word,
cevelação,ereção,nonword,nonword,word,
proboiúna,batalhão,nonword,nonword,word,
caíque,música,nonword,nonword,word,
voluntalhões,puxar,nonword,nonword,word,
fessar,criminoso,nonword,nonword,word,
aponoria,boné,nonword,nonword,word,
sherdaques,comer,nonword,nonword,word,
cúea,encantador,nonword,nonword,word,
sala,ífientil,nonword,word,nonword,
navegação,quesdono,nonword,word,nonword,
sofá,abdomilhões,nonword,word,nonword,
antídoto,abtutar,nonword,word,nonword,
satisfeito,lhanço,nonword,word,nonword,
câmera,acomgo,nonword,word,nonword,
finança,abplendo,nonword,word,nonword,
talvez,triuncampar,nonword,word,nonword,
anúncio,quistar,nonword,word,nonword,
cobrir,exerdente,nonword,word,nonword,
sul,minma,nonword,word,nonword,
tumor,uto,nonword,word,nonword,
sarilho,acomparisa,nonword,word,nonword,
aumentar,guartecer,nonword,word,nonword,
sofrer,agrido,nonword,word,nonword,
futuro,quesditar,nonword,word,nonword,
evolução,gressação,nonword,word,nonword,
quieto,fluêncional,nonword,word,nonword,
lasanha,admicistão,nonword,word,nonword,
duplo,adolestruiste,nonword,word,nonword,
ler,oriunalina,nonword,word,nonword,
jurisdição,guataporto,nonword,word,nonword,
necessário,pium,nonword,word,nonword,
direto,avigcia,nonword,word,nonword,
magnético,standar,nonword,word,nonword,
paciência,queidecer,nonword,word,nonword,
conversação,oteda,nonword,word,nonword,
terceiro,opedir,nonword,word,nonword,
janela,traime,nonword,word,nonword,
contrato,aletair,nonword,word,nonword,
lei,alzer,nonword,word,nonword,
carbono,altís,nonword,word,nonword,
hotel,algoliga,nonword,word,nonword,
mortal,saibi,nonword,word,nonword,
desconfortável,almozart,nonword,word,nonword,
aterrar,altelefô,nonword,word,nonword,
diarreia,trito,nonword,word,nonword,
esmagar,albertra,nonword,word,nonword,
mover,estrescinação,nonword,word,nonword,
glorioso,alvoretrans,nonword,word,nonword,
nobel,namonste,nonword,word,nonword,
escolha,ampi,nonword,word,nonword,
voluntário,ocorrelo,nonword,word,nonword,
questionar,amealistar,nonword,word,nonword,
canela,eclerica,nonword,word,nonword,
saboroso,amigáforde,nonword,word,nonword,
esperança,tergo,nonword,word,nonword,
otimista,esforzade,nonword,word,nonword,
inimigo,amnax,nonword,word,nonword,
observação,chiplise,nonword,word,nonword,
risco,antiá,nonword,word,nonword,
milha,traumado,nonword,word,nonword,
química,quamal,nonword,word,nonword,
desejo,nascomento,nonword,word,nonword,
enfermo,drinhar,nonword,word,nonword,
galeria,soututamento,nonword,word,nonword,
excursão,tranciar,nonword,word,nonword,
césar,enervação,nonword,word,nonword,
gota,quile,nonword,word,nonword,
lealdade,matme,nonword,word,nonword,
comandar,contriés,nonword,word,nonword,
herança,arona,nonword,word,nonword,
comprar,arnho,nonword,word,nonword,
canal,arma de rensky,nonword,word,nonword,
caixão,armadunhol,nonword,word,nonword,
maravilhoso,arvário,nonword,word,nonword,
farsa,armazelhões,nonword,word,nonword,
justo,merquiteto,nonword,word,nonword,
lucro,arrodricia,nonword,word,nonword,
caloroso,armabrés,nonword,word,nonword,
serviço,artéções,nonword,word,nonword,
devagar,artificialegeni,nonword,word,nonword,
buzina,arlitisoria,nonword,word,nonword,
natal,inexvore,nonword,word,nonword,
céu,massesinato,nonword,word,nonword,
fumar,asnortsino,nonword,word,nonword,
comissão,honortsida,nonword,word,nonword,
pessoal,asmanganatura,nonword,word,nonword,
escuridão,astronotência,nonword,word,nonword,
palavra,astronotente,nonword,word,nonword,
treinador,vesí,nonword,word,nonword,
basquetebol,assobiliões,nonword,word,nonword,
mais,frescante,nonword,word,nonword,
privilégio,barque,nonword,word,nonword,
frequência,snaiplo,nonword,word,nonword,
lésbica,clarar,nonword,word,nonword,
anatomia,sumptude,nonword,word,nonword,
bilhete,atorás,nonword,word,nonword,
recusar,crestvidade,nonword,word,nonword,
simplesmente,catéticlo,nonword,word,nonword,
um,attriunfera,nonword,word,nonword,
divórcio,guo,nonword,word,nonword,
deserto,gror,nonword,word,nonword,
irracional,atni,nonword,word,nonword,
grato,quesação,nonword,word,nonword,
sherlock,quinsalizar,nonword,word,nonword,
controlar,auvoircia,nonword,word,nonword,
plataforma,autoridadelinque,nonword,word,nonword,
novembro,grizzliação,nonword,word,nonword,
secundário,zó,nonword,word,nonword,
hospitalidade,azau,nonword,word,nonword,
normalmente,banus,nonword,word,nonword,
chupar,quila,nonword,word,nonword,
viúva,verda,nonword,word,nonword,
filosofia,baquerso,nonword,word,nonword,
masculino,maratomas,nonword,word,nonword,
cavalaria,apaba,nonword,word,nonword,
fenómeno,lusco,nonword,word,nonword,
prevenir,nastio,nonword,word,nonword,
produtor,reira,nonword,word,nonword,
observa,basenapes,nonword,word,nonword,
entrar,batagens,nonword,word,nonword,
arranjar,batabert,nonword,word,nonword,
odiar,romônilha,nonword,word,nonword,
vivo,plasbado,nonword,word,nonword,
tubarão,belum,nonword,word,nonword,
oeste,beleques,nonword,word,nonword,
lorde,biquei,nonword,word,nonword,
milionário,biololhões,nonword,word,nonword,
gerador,naulógico,nonword,word,nonword,
casa,bogricha,nonword,word,nonword,
ciumento,deslo,nonword,word,nonword,
texto,bocove,nonword,word,nonword,
somente,fofitituíam,nonword,word,nonword,
guarda,fruton,nonword,word,nonword,
planeta,solço,nonword,word,nonword,
armadilha,briamorte,nonword,word,nonword,
total,subsquedo,nonword,word,nonword,
oportunidade,plexa,nonword,word,nonword,
alimentar,pisxo,nonword,word,nonword,
herói,mitdeiro,nonword,word,nonword,
soldado,cadánais,nonword,word,nonword,
admirar,calharra,nonword,word,nonword,
repentino,caors,nonword,word,nonword,
atrasado,pequeno-alvesqui,nonword,word,nonword,
assassino,prescular,nonword,word,nonword,
génio,inima,nonword,word,nonword,
frente,perma,nonword,word,nonword,
desperdício,camiquez,nonword,word,nonword,
quantidade,camições,nonword,word,nonword,
radar,campeomasevsqui,nonword,word,nonword,
incapacidade,campo de baolvor,nonword,word,nonword,
analista,grecro,nonword,word,nonword,
típico,caplanta,nonword,word,nonword,
telegrama,prospela,nonword,word,nonword,
sanduíche,capitaquehaiamo,nonword,word,nonword,
correr,capinhal,nonword,word,nonword,
lunar,droideal,nonword,word,nonword,
previdência,munga,nonword,word,nonword,
assustador,dioro,nonword,word,nonword,
autópsia,jecta,nonword,word,nonword,
cabelo,preiteira,nonword,word,nonword,
situação,carnor,nonword,word,nonword,
acampamento,caçõesdo,nonword,word,nonword,
tamanho,masamento,nonword,word,nonword,
campeão,mesamento,nonword,word,nonword,
escalar,aprotelo,nonword,word,nonword,
terapia,exisa,nonword,word,nonword,
açúcar,cavações,nonword,word,nonword,
repulsivo,cecharla,nonword,word,nonword,
engolir,dindo,nonword,word,nonword,
muro,ceatractial,nonword,word,nonword,
artigo,cemitélhões,nonword,word,nonword,
instinto,centelefô,nonword,word,nonword,
resultado,centímebacis,nonword,word,nonword,
preocupado,brica,nonword,word,nonword,
dirigir,cercacheis,nonword,word,nonword,
orgulho,ceredial,nonword,word,nonword,
considerar,ceucrania,nonword,word,nonword,
alma,tranveja,nonword,word,nonword,
sombra,perma,nonword,word,nonword,
imperial,agrepanhe,nonword,word,nonword,
explicação,acertagem,nonword,word,nonword,
velho,chaguá,nonword,word,nonword,
moderno,querruto,nonword,word,nonword,
veículo,liffe,nonword,word,nonword,
progresso,chafe de coselati,nonword,word,nonword,
status,toeio,nonword,word,nonword,
equipamento,apairo,nonword,word,nonword,
metade,transcolate,nonword,word,nonword,
olho,cicamião,nonword,word,nonword,
piquenique,presdade,nonword,word,nonword,
contaminação,ciênções,nonword,word,nonword,
substituir,cienglandta,nonword,word,nonword,
canto,citreiro,nonword,word,nonword,
susto,starnico,nonword,word,nonword,
guerra,pulco,nonword,word,nonword,
empurrar,ciatingia,nonword,word,nonword,
plano,civilizanhar,nonword,word,nonword,
aguarde,millsico,nonword,word,nonword,
nojento,lovente,nonword,word,nonword,
lanche,avernica,nonword,word,nonword,
alho,cosei,nonword,word,nonword,
passatempo,coepera,nonword,word,nonword,
sequestrar,coemisso,nonword,word,nonword,
coragem,cotes,nonword,word,nonword,
nada,famani,nonword,word,nonword,
lâmpada,descloper,nonword,word,nonword,
força,combuetível,nonword,word,nonword,
felicitar,comésões,nonword,word,nonword,
fera,covia,nonword,word,nonword,
pornográfico,canageiciante,nonword,word,nonword,
sempre,conansário,nonword,word,nonword,
eliminar,comigalé,nonword,word,nonword,
leite,compaicões,nonword,word,nonword,
pensão,comeniatamente,nonword,word,nonword,
recolher,concripto,nonword,word,nonword,
virar,comguildor,nonword,word,nonword,
solteiro,transpreendo,nonword,word,nonword,
cansado,maprimento,nonword,word,nonword,
mentira,comonvemido,nonword,word,nonword,
concreto,computaríeis,nonword,word,nonword,
contar,comunicatalist,nonword,word,nonword,
bancário,comulinidade,nonword,word,nonword,
tigela,comuaguenta,nonword,word,nonword,
agulha,contraiatrado,nonword,word,nonword,
calor,contraísa,nonword,word,nonword,
carreira,conguções,nonword,word,nonword,
dados,conerius,nonword,word,nonword,
beber,conatrasar,nonword,word,nonword,
escravo,cadafiança,nonword,word,nonword,
modelo,nerfidensível,nonword,word,nonword,
exame,conirmar,nonword,word,nonword,
imprestável,confurões,nonword,word,nonword,
procurar,congenhei,nonword,word,nonword,
truque,coquerque,nonword,word,nonword,
aqui,cotrancer,nonword,word,nonword,
mar,coprancer,nonword,word,nonword,
chip,conhemamento,nonword,word,nonword,
município,consenía,nonword,word,nonword,
valor,estefatantemente,nonword,word,nonword,
sequestrador,baquátituição,nonword,word,nonword,
carimbo,aprofício,nonword,word,nonword,
descansar,consríeis,nonword,word,nonword,
preparação,convicu,nonword,word,nonword,
chave,concluíte,nonword,word,nonword,
noivado,concluírio,nonword,word,nonword,
naval,concripto,nonword,word,nonword,
tarefa,cópiarada,nonword,word,nonword,
máfia,coragresso,nonword,word,nonword,
país,lhada,nonword,word,nonword,
liga,corolhas,nonword,word,nonword,
sábado,transporação,nonword,word,nonword,
uísque,truireto,nonword,word,nonword,
vendedor,truirida,nonword,word,nonword,
avô,guntar,nonword,word,nonword,
pasta,neuta,nonword,word,nonword,
maçã,rubnio,nonword,word,nonword,
pele,isança,nonword,word,nonword,
falta,criativilinque,nonword,word,nonword,
oficina,aguenatura,nonword,word,nonword,
renúncia,marme,nonword,word,nonword,
século,roquíminoso,nonword,word,nonword,
chão,resse,nonword,word,nonword,
comum,crisnei,nonword,word,nonword,
confirmação,calipmetro,nonword,word,nonword,
inserir,borel,nonword,word,nonword,
teimoso,rapaeldade,nonword,word,nonword,
seminário,atrapado,nonword,word,nonword,
sina,culou,nonword,word,nonword,
protesto,fraça,nonword,word,nonword,
comercial,nhor,nonword,word,nonword,
piano,afircada,nonword,word,nonword,
sucesso,desafiração,nonword,word,nonword,
irmã,pocadão,nonword,word,nonword,
proteína,destrider,nonword,word,nonword,
arranhão,definichiva,nonword,word,nonword,
extra,deimão,nonword,word,nonword,
relâmpago,esqueirai,nonword,word,nonword,
original,deliciosarmum,nonword,word,nonword,
ambiente,denharsão,nonword,word,nonword,
lua,demofluência,nonword,word,nonword,
elogio,derantração,nonword,word,nonword,
embaixada,orite,nonword,word,nonword,
correspondência,derissão,nonword,word,nonword,
doente,serrotal,nonword,word,nonword,
presença,desaquez,nonword,word,nonword,
derreter,desagrudari,nonword,word,nonword,
cápsula,desapamase,nonword,word,nonword,
camisa,mapontamento,nonword,word,nonword,
vírus,descosequêncido,nonword,word,nonword,
bombear,desinatação,nonword,word,nonword,
verão,desequem,nonword,word,nonword,
propor,desequei,nonword,word,nonword,
bebé,masolvimento,nonword,word,nonword,
poeta,quantino,nonword,word,nonword,
mil,desaldopção,nonword,word,nonword,
rio,devonchiminação,nonword,word,nonword,
papá,deseaustivo,nonword,word,nonword,
difícil,decam,nonword,word,nonword,
objeto,devogler,nonword,word,nonword,
cérebro,demandro,nonword,word,nonword,
errado,diaring,nonword,word,nonword,
pesado,difecluíste,nonword,word,nonword,
tosse,aplaunidade,nonword,word,nonword,
tiro,dinataliate,nonword,word,nonword,
cabine,alargu,nonword,word,nonword,
castanho,diamarro,nonword,word,nonword,
cimento,diretataíste,nonword,word,nonword,
contratar,diregres,nonword,word,nonword,
agora,distraisão,nonword,word,nonword,
papel,alfonpositivo,nonword,word,nonword,
raio,aproputa,nonword,word,nonword,
comboio,plantante,nonword,word,nonword,
círculo,disquanto,nonword,word,nonword,
cego,divilhar,nonword,word,nonword,
área,divinhas,nonword,word,nonword,
osso,doalhei,nonword,word,nonword,
verme,documancho,nonword,word,nonword,
multidão,doentrei,nonword,word,nonword,
vazio,apreente,nonword,word,nonword,
segunda-feira,dómen,nonword,word,nonword,
verde,dobrargo,nonword,word,nonword,
