"fi_target","fi_cue","type","target_type","cue_type","fi_cosine"
"vioidata","albumi","nonword","nonword","word",NA
"neltop","siirtomaa","nonword","nonword","word",NA
"kolskywalkertaistaa","ruskea","nonword","nonword","word",NA
"alcattaa","sormi","nonword","nonword","word",NA
"moilet","koskea","nonword","nonword","word",NA
"siepa","palatsi","nonword","nonword","word",NA
"lothbrofoni","kuun-","nonword","nonword","word",NA
"vaaras","avenue","nonword","nonword","word",NA
"tienki","pakolainen","nonword","nonword","word",NA
"uutilaan","kuva","nonword","nonword","word",NA
"varaanja","sanakirja","nonword","nonword","word",NA
"nenäköäänna","orja","nonword","nonword","word",NA
"maailtua","loukkaus","nonword","nonword","word",NA
"suklaamanlaajuinen","merirosvo","nonword","nonword","word",NA
"kypin","kunnollinen","nonword","nonword","word",NA
"lehyn","aids","nonword","nonword","word",NA
"rilla","kasvain","nonword","nonword","word",NA
"hämtin","orpokoti","nonword","nonword","word",NA
"fyysi","asia","nonword","nonword","word",NA
"aloiltivaali","imeä","nonword","nonword","word",NA
"railla","erota","nonword","nonword","word",NA
"kityk","rituaali-","nonword","nonword","word",NA
"kimaantaa","ei mitään","nonword","nonword","word",NA
"reiästätunto","pyramidi","nonword","nonword","word",NA
"noksi","nimimerkki","nonword","nonword","word",NA
"meavaintely","kilpailu","nonword","nonword","word",NA
"porpä","paahtoleipä","nonword","nonword","word",NA
"ratyi","kerma","nonword","nonword","word",NA
"elekttillinen","atomi-","nonword","nonword","word",NA
"katkaisla","ylpeä","nonword","nonword","word",NA
"kanoilla","rangaista","nonword","nonword","word",NA
"mosko","lämpö","nonword","nonword","word",NA
"kirkpias","viehätys","nonword","nonword","word",NA
"möittää","sääntö","nonword","nonword","word",NA
"poeverstikko","englanti","nonword","nonword","word",NA
"siassari","taksi","nonword","nonword","word",NA
"sakointi","vagina","nonword","nonword","word",NA
"pyynlogia","sisäinen","nonword","nonword","word",NA
"elektloginen","merkki","nonword","nonword","word",NA
"kesyistä","tulevaisuus","nonword","nonword","word",NA
"teettike","viehättävä","nonword","nonword","word",NA
"väita","keskittyä","nonword","nonword","word",NA
"trianantti","arvokas","nonword","nonword","word",NA
"jänvi","ilmaa","nonword","nonword","word",NA
"heinäläis","romeo","nonword","nonword","word",NA
"securitä","hallita","nonword","nonword","word",NA
"pankkity","korvata","nonword","nonword","word",NA
"keskileaksvä","vähän","nonword","nonword","word",NA
"kesaloittelu","porno","nonword","nonword","word",NA
"juasi","naiivi","nonword","nonword","word",NA
"majoprinssi","palvelus","nonword","nonword","word",NA
"neeni","koira","nonword","nonword","word",NA
"akasy","mahdollisuus","nonword","nonword","word",NA
"keyttää","lahjoa","nonword","nonword","word",NA
"hyväkmuus","räjähdys","nonword","nonword","word",NA
"konvaasti","katso","nonword","nonword","word",NA
"asuntaja","solu","nonword","nonword","word",NA
"ristä","puhua","nonword","nonword","word",NA
"säistää","lopuksi","nonword","nonword","word",NA
"hygieetä","planeettaa","nonword","nonword","word",NA
"freema","sokeri","nonword","nonword","word",NA
"panktari","rahoittaa","nonword","nonword","word",NA
"mestamiin","tekijä","nonword","nonword","word",NA
"teetsari","lattia","nonword","nonword","word",NA
"käytäneteensä","suojella","nonword","nonword","word",NA
"munuh","hiukset","nonword","nonword","word",NA
"pamuisti","suosittu","nonword","nonword","word",NA
"juokpeli","tehdä","nonword","nonword","word",NA
"rieta","tänään","nonword","nonword","word",NA
"tanskäri","sieppaaja","nonword","nonword","word",NA
"berna","pojat","nonword","nonword","word",NA
"kle","ankkuri","nonword","nonword","word",NA
"ölfan","hallinto","nonword","nonword","word",NA
"kulhe","klaani","nonword","nonword","word",NA
"ajeri","fiksu","nonword","nonword","word",NA
"polttata","aktiivinen","nonword","nonword","word",NA
"asiaktaa","merivoimien","nonword","nonword","word",NA
"suuttalo","ilkeä","nonword","nonword","word",NA
"erija","kallis","nonword","nonword","word",NA
"ystäjacquelinen","lippu","nonword","nonword","word",NA
"vasosaston","metsästys","nonword","nonword","word",NA
"hääsa","salama","nonword","nonword","word",NA
"heälyäni","jätteet","nonword","nonword","word",NA
"huoto","valkosipuli","nonword","nonword","word",NA
"evaki","ansa","nonword","nonword","word",NA
"pikyys","säde","nonword","nonword","word",NA
"suuntävä","suu","nonword","nonword","word",NA
"neltop","nokkela","nonword","nonword","word",NA
"suosteeni","kansainvälinen","nonword","nonword","word",NA
"tijaat","lausunto","nonword","nonword","word",NA
"komidiin","ota käyttöön","nonword","nonword","word",NA
"laukiehto","tappava","nonword","nonword","word",NA
"koorta","kansallinen","nonword","nonword","word",NA
"auschwitzistapaaminen","luottamus","nonword","nonword","word",NA
"tarta","viaton","nonword","nonword","word",NA
"tetaf","vakooja","nonword","nonword","word",NA
"shangritelmä","paeta","nonword","nonword","word",NA
"libelizesli","muuttaa","nonword","nonword","word",NA
"auschwitzissalasana","nykyinen","nonword","nonword","word",NA
"osoitkapallo","tekniikka","nonword","nonword","word",NA
"korjeen","sade","nonword","nonword","word",NA
"raanvata","räjähtää","nonword","nonword","word",NA
"koili","kruunu","nonword","nonword","word",NA
"oisian","tekijä","nonword","nonword","word",NA
"saksi","keskustelu","nonword","nonword","word",NA
"kodis","orava","nonword","nonword","word",NA
"kurlais","kuvernööri","nonword","nonword","word",NA
"lasliä","isoisä","nonword","nonword","word",NA
"poeverstinen","liittokansleri","nonword","nonword","word",NA
"valheeltuin","ympyrä","nonword","nonword","word",NA
"guikä","radio","nonword","nonword","word",NA
"sabri","vaivata","nonword","nonword","word",NA
"lautavuus","hai","nonword","nonword","word",NA
"kunin","sensori","nonword","nonword","word",NA
"homio","bonus","nonword","nonword","word",NA
"sivilisaarencen","tupakka","nonword","nonword","word",NA
"kuninroin","epätavallinen","nonword","nonword","word",NA
"kuningasasioista","ohjelmisto","nonword","nonword","word",NA
"yhteriöönnen","pelastaa","nonword","nonword","word",NA
"työntamus","köyhyys","nonword","nonword","word",NA
"rerizzolinen","punta","nonword","nonword","word",NA
"kaepäihminen","ruoka","nonword","nonword","word",NA
"päivi","ufo","nonword","nonword","word",NA
"maaillittävä","nälkä","nonword","nonword","word",NA
"lolla","silmä","nonword","nonword","word",NA
"aukeuhko","ei koskaan","nonword","nonword","word",NA
"avaiko","kirurgi","nonword","nonword","word",NA
"oikeudenidiootti","viltti","nonword","nonword","word",NA
"törmä","ilo","nonword","nonword","word",NA
"aukeuhko","temppeli","nonword","nonword","word",NA
"seilla","terminaali","nonword","nonword","word",NA
"kunin","kuvata","nonword","nonword","word",NA
"ilpoltta","vapaus","nonword","nonword","word",NA
"sestocktori","keskiyöllä","nonword","nonword","word",NA
"tratu","dvd","nonword","nonword","word",NA
"kymoa","laukaista","nonword","nonword","word",NA
"marktö","käsi","nonword","nonword","word",NA
"ei pyfair","välipala","nonword","nonword","word",NA
"suklaakologinen","tarkoitus","nonword","nonword","word",NA
"idiootpunginosa","peto","nonword","nonword","word",NA
"vaelku","varkaus","nonword","nonword","word",NA
"avoti","ikuinen","nonword","nonword","word",NA
"ilaluettaja","viski","nonword","nonword","word",NA
"auschwitzissatama","mukava","nonword","nonword","word",NA
"liikkana","hoito","nonword","nonword","word",NA
"kinäyttää","tutkimus","nonword","nonword","word",NA
"ajaslinen","johtopäätös","nonword","nonword","word",NA
"vapolttaa","puhdas","nonword","nonword","word",NA
"perusalexillaki","terve","nonword","nonword","word",NA
"palktäjä","hei","nonword","nonword","word",NA
"viiköt","savu","nonword","nonword","word",NA
"maailpötila","väärä","nonword","nonword","word",NA
"opastilä","yksi","nonword","nonword","word",NA
"amään","pelata","nonword","nonword","word",NA
"brisgetti","uskollisuus","nonword","nonword","word",NA
"reilo","tekninen","nonword","nonword","word",NA
"joanki","satunnaisesti","nonword","nonword","word",NA
"senttimo","kaasu","nonword","nonword","word",NA
"suuto","todennäköisyys","nonword","nonword","word",NA
"kiersaolo","lisääntyä","nonword","nonword","word",NA
"mukka","odota","nonword","nonword","word",NA
"työto","portaali","nonword","nonword","word",NA
"sunnunbien","kiva","nonword","nonword","word",NA
"aktibarksda","ehdokas","nonword","nonword","word",NA
"amnes","paino","nonword","nonword","word",NA
"muukeuhko","kirjasto","nonword","nonword","word",NA
"mianne","telegrammi","nonword","nonword","word",NA
"artacoja","kollega","nonword","nonword","word",NA
"sivis","banaani","nonword","nonword","word",NA
"allekirjoirencen","lukittu","nonword","nonword","word",NA
"kurkto","eläintarha","nonword","nonword","word",NA
"kysei","tehdas","nonword","nonword","word",NA
"lasmo","synti","nonword","nonword","word",NA
"juhnen","pudota","nonword","nonword","word",NA
"nuksil","munkki","nonword","nonword","word",NA
"apumi","kulma","nonword","nonword","word",NA
"siirrol","konservatiivinen","nonword","nonword","word",NA
"presituointi","afrikka","nonword","nonword","word",NA
"kuulvaltio","vauva","nonword","nonword","word",NA
"älreiästävä","lippu","nonword","nonword","word",NA
"jerda","hunaja","nonword","nonword","word",NA
"häisi","emäntä","nonword","nonword","word",NA
"alasboli","esiintyä","nonword","nonword","word",NA
"vähengail","maraton-","nonword","nonword","word",NA
"heuttaa","tehtävä","nonword","nonword","word",NA
"suunjona","sana","nonword","nonword","word",NA
"lääkki","ranta","nonword","nonword","word",NA
"viedä loberts","ylpeys","nonword","nonword","word",NA
"loveista","kuolema","nonword","nonword","word",NA
"perimfalconen","vanhempi","nonword","nonword","word",NA
"kriskata","ihanteellinen","nonword","nonword","word",NA
"kirsuuntaa","kivihiili","nonword","nonword","word",NA
"kirkazakstaminen","toissijainen","nonword","nonword","word",NA
"sulmaastu","ohut","nonword","nonword","word",NA
"hauttaa","sulhanen","nonword","nonword","word",NA
"paslu","napata","nonword","nonword","word",NA
"tuepäihminen","anteeksi","nonword","nonword","word",NA
"keinotecheyennen","yhtiö","nonword","nonword","word",NA
"kiissesti","orkesteri","nonword","nonword","word",NA
"usdan","seurata","nonword","nonword","word",NA
"journata","jakso","nonword","nonword","word",NA
"hyacinthsyminen","laskimo","nonword","nonword","word",NA
"haahaaska","yleinen","nonword","nonword","word",NA
"geolo","sitoa","nonword","nonword","word",NA
"elokä","vapaaehtoinen","nonword","nonword","word",NA
"kansamaiiata","dramaattinen","nonword","nonword","word",NA
"märtää","kapea","nonword","nonword","word",NA
"hyökkoit","kuppi","nonword","nonword","word",NA
"gaviitsi","avata","nonword","nonword","word",NA
"säistää","saalis","nonword","nonword","word",NA
"eriltai","alempi","nonword","nonword","word",NA
"räjähhiin","loppu","nonword","nonword","word",NA
"koutu","pohja","nonword","nonword","word",NA
"avaite","yksin","nonword","nonword","word",NA
"karihaili","peite","nonword","nonword","word",NA
"työsköinen","tonnikala","nonword","nonword","word",NA
"mahdollifield","hiili","nonword","nonword","word",NA
"korppo","jo","nonword","nonword","word",NA
"tapnia","jätkä","nonword","nonword","word",NA
"aloiltimetri","aspiriini","nonword","nonword","word",NA
"markkieversti","poistuminen","nonword","nonword","word",NA
"meran","ajaa","nonword","nonword","word",NA
"korjuun","kiivetä","nonword","nonword","word",NA
"caspö","kirjekuori","nonword","nonword","word",NA
"haham","hyväntekeväisyys","nonword","nonword","word",NA
"protorioitpi","supermies","nonword","nonword","word",NA
"kantu","mestari","nonword","nonword","word",NA
"joulupaat","sitoumus","nonword","nonword","word",NA
"velyä","tarpeeksi","nonword","nonword","word",NA
"liikea","työpaja","nonword","nonword","word",NA
"kulsioistaja","hauta","nonword","nonword","word",NA
"sparme","hyödyllinen","nonword","nonword","word",NA
"herrizzolinen","kilo","nonword","nonword","word",NA
"muuradioonnen","job","nonword","nonword","word",NA
"jouni","pub","nonword","nonword","word",NA
"brooklyonnistuminen","ottaa yhteyttä","nonword","nonword","word",NA
"tekluaika","ketsuppi","nonword","nonword","word",NA
"lairingto","piknikki","nonword","nonword","word",NA
"nioittameri","maili","nonword","nonword","word",NA
"merikymp","vastalääke","nonword","nonword","word",NA
"lairingto","peruna","nonword","nonword","word",NA
"merkimään","alue","nonword","nonword","word",NA
"persoonallirencen","toipua","nonword","nonword","word",NA
"elekttelija","uros","nonword","nonword","word",NA
"kalaslaan","ympäristö","nonword","nonword","word",NA
"epäva","lamppu","nonword","nonword","word",NA
"naissi","pulssi","nonword","nonword","word",NA
"keavuus","auta","nonword","nonword","word",NA
"ihminuut","kommentti","nonword","nonword","word",NA
"maantäjä","käteinen raha","nonword","nonword","word",NA
"miltrendi","esine","nonword","nonword","word",NA
"likö","sherlock","nonword","nonword","word",NA
"ideasmäismäärä","oikeudenmukainen","nonword","nonword","word",NA
"ryntä","taivas","nonword","nonword","word",NA
"pegoldsteinen","salaliitto","nonword","nonword","word",NA
"laivan katacus","iho","nonword","nonword","word",NA
"patjon","raportti","nonword","nonword","word",NA
"stebi","kohta","nonword","nonword","word",NA
"chrislyttävä","paistaa","nonword","nonword","word",NA
"nokpi","ihana","nonword","nonword","word",NA
"keisa","aviomies","nonword","nonword","word",NA
"tyylisian","mahdoton","nonword","nonword","word",NA
"velko","kypärä","nonword","nonword","word",NA
"vibournen","virus","nonword","nonword","word",NA
"aletka","uskollinen","nonword","nonword","word",NA
"ikäinekin","flunssa","nonword","nonword","word",NA
"paranloon","tyytyväinen","nonword","nonword","word",NA
"aiheutsin","sotilas","nonword","nonword","word",NA
"tunplantaa","yksinkertaisesti","nonword","nonword","word",NA
"anteseet","neula","nonword","nonword","word",NA
"sumpaa","suurin osa","nonword","nonword","word",NA
"muuttaja","kauhu","nonword","nonword","word",NA
"luotmälä","voitto","nonword","nonword","word",NA
"lefrieda","tyypillinen","nonword","nonword","word",NA
"kieltelma","äiti","nonword","nonword","word",NA
"auschwitzistavata","optimistinen","nonword","nonword","word",NA
"peämä","kultainen","nonword","nonword","word",NA
"joukninen","pelottava","nonword","nonword","word",NA
"näkömaaiima","epäoikeudenmukaisuus","nonword","nonword","word",NA
"jatyy","kompassi","nonword","nonword","word",NA
"saadanielsnni","edestä","nonword","nonword","word",NA
"kaudät","maito","nonword","nonword","word",NA
"ryhmas","valita","nonword","nonword","word",NA
"abfrendi","itse asiassa","nonword","nonword","word",NA
"tiedonplankto","miljonääri","nonword","nonword","word",NA
"esikun","edistyminen","nonword","nonword","word",NA
"moaseettori","ikuinen","nonword","nonword","word",NA
"tiedeteok","tuki","nonword","nonword","word",NA
"flote","trophy","nonword","nonword","word",NA
"elinku","kauhea","nonword","nonword","word",NA
"neugit","muta","nonword","nonword","word",NA
"pulitzekella","vuosisata","nonword","nonword","word",NA
"otteenko","tulla sisään","nonword","nonword","word",NA
"suloweenimi","parlamentti","nonword","nonword","word",NA
"auschwitzissamurai","komentaja","nonword","nonword","word",NA
"palluotto","isä","nonword","nonword","word",NA
"salkka","kirjaimellisesti","nonword","nonword","word",NA
"kriittimaton","hae","nonword","nonword","word",NA
"lemäs","panttivanki","nonword","nonword","word",NA
"lapsian","runko","nonword","nonword","word",NA
"pakkö","itsepäinen","nonword","nonword","word",NA
"mentää","kurkku","nonword","nonword","word",NA
"hoittaa","varas","nonword","nonword","word",NA
"graystokone","tiedoston","nonword","nonword","word",NA
"konsu","potentiaali","nonword","nonword","word",NA
"vamaailmalle","lisäys","nonword","nonword","word",NA
"kohrizzolinen","julma","nonword","nonword","word",NA
"oisocietymä","neste","nonword","nonword","word",NA
"zio","vuokraus","nonword","nonword","word",NA
"rekvi","maa","nonword","nonword","word",NA
"heroiimä","koripallo","nonword","nonword","word",NA
"tervehkeet","selvästi","nonword","nonword","word",NA
"suklaaminnallinen","keisarillinen","nonword","nonword","word",NA
"palktaja","elokuva","nonword","nonword","word",NA
"noittaa","pommi","nonword","nonword","word",NA
"epäillistinen","harrastus","nonword","nonword","word",NA
"pesukarfield","nähdä","nonword","nonword","word",NA
"lonktio","filosofia","nonword","nonword","word",NA
"discovelija","kersantti","nonword","nonword","word",NA
"kiukta","vastapäätä","nonword","nonword","word",NA
"kryptari","kirkko","nonword","nonword","word",NA
"komdä","suunnitelma","nonword","nonword","word",NA
"jetko","galleria","nonword","nonword","word",NA
"ankin","kettu","nonword","nonword","word",NA
"yhmein","lasku","nonword","nonword","word",NA
"taatkoni","johtaja","nonword","nonword","word",NA
"ninta","draama","nonword","nonword","word",NA
"julmoon","kaneli","nonword","nonword","word",NA
"sinäytti","kemia","nonword","nonword","word",NA
"viesma","määrä","nonword","nonword","word",NA
"lehsääntö","insinööri","nonword","nonword","word",NA
"korjuun","kerätä","nonword","nonword","word",NA
"kirjee","alas","nonword","nonword","word",NA
"rohki","harkita","nonword","nonword","word",NA
"viiteentain","caesar","nonword","nonword","word",NA
"pakolailoway","nukke","nonword","nonword","word",NA
"torna","seinä","nonword","nonword","word",NA
"näkeleen","näytä","nonword","nonword","word",NA
"auschwitzissalamurhaaja","dekaani","nonword","nonword","word",NA
"grilto","ninja","nonword","nonword","word",NA
"simeklataja","toivoa","nonword","nonword","word",NA
"auschwitzistaloudellinen","kuninkaallinen","nonword","nonword","word",NA
"selki","hölmö","nonword","nonword","word",NA
"teenä","paita","nonword","nonword","word",NA
"helmiusti","itsemurha","nonword","nonword","word",NA
"semäänti","laiton","nonword","nonword","word",NA
"jäähvitär","teini-ikäinen","nonword","nonword","word",NA
"lemkoo","college","nonword","nonword","word",NA
"piisuuntaa","tarkistaa","nonword","nonword","word",NA
"talsiittaa","aliarvioida","nonword","nonword","word",NA
"pelochocola","ennätys","nonword","nonword","word",NA
"dolli","robotti","nonword","nonword","word",NA
"kamideastava","analyytikko","nonword","nonword","word",NA
"patuplastiauto","lukeminen","nonword","nonword","word",NA
"kattu","konkreettinen","nonword","nonword","word",NA
"pistoramount","eläke","nonword","nonword","word",NA
"toniinti","keskeyttää","nonword","nonword","word",NA
"kanandezinna","ymmärtää","nonword","nonword","word",NA
"elitn","taide","nonword","nonword","word",NA
"avustara","kohtuuton","nonword","nonword","word",NA
"kardiaseelli","kyvyttömyys","nonword","nonword","word",NA
"freetailu","epämiellyttävä","nonword","nonword","word",NA
"surän","tabletti","nonword","nonword","word",NA
"kehus","syy","nonword","nonword","word",NA
"dixo","rasistinen","nonword","nonword","word",NA
"kle","ensimmäinen","nonword","nonword","word",NA
"pimen","hiljainen","nonword","nonword","word",NA
"valoisra","tuoda","nonword","nonword","word",NA
"stocktorata","legio","nonword","nonword","word",NA
"aikakausidiootti","vartija","nonword","nonword","word",NA
"pesnus","pesä","nonword","nonword","word",NA
"pääsiäistori","teleskooppi","nonword","nonword","word",NA
"upeimmattava","luoda","nonword","nonword","word",NA
"pautta","minimi","nonword","nonword","word",NA
"sisäänchristi","antaa potkut","nonword","nonword","word",NA
"veljenningska","tarkastaja","nonword","nonword","word",NA
"tymyk","vaihe","nonword","nonword","word",NA
"räviöistävä","käsitellä asiaa","nonword","nonword","word",NA
"hyökkuva","vanha","nonword","nonword","word",NA
"louiti","sairas","nonword","nonword","word",NA
"negatiivilowitz","sarvi","nonword","nonword","word",NA
"kelsi","nimi","nonword","nonword","word",NA
"lahjaktyyn","kivääri","nonword","nonword","word",NA
"liikkas","kosto","nonword","nonword","word",NA
"noili","tutkintotodistus","nonword","nonword","word",NA
"flirtsi","hormoni","nonword","nonword","word",NA
"kukins","kaksi","nonword","nonword","word",NA
"vitaloweeni","asiantuntija","nonword","nonword","word",NA
"työntely","lyhyt","nonword","nonword","word",NA
"rastocktola","golf","nonword","nonword","word",NA
"romahmoon","kappale","nonword","nonword","word",NA
"sienienla","yhtäkkiä","nonword","nonword","word",NA
"madtä","tarjous","nonword","nonword","word",NA
"asetna","oppia","nonword","nonword","word",NA
"pulan","lopullinen","nonword","nonword","word",NA
"kinne","herra","nonword","nonword","word",NA
"bufku","stadion","nonword","nonword","word",NA
"siirtainen","orgasmi","nonword","nonword","word",NA
"ajanlari","kokea","nonword","nonword","word",NA
"osoitjäsosa","erinomainen","nonword","nonword","word",NA
"xxu","yrittää","nonword","nonword","word",NA
"nopu","maanantai","nonword","nonword","word",NA
"rapartne","vaikutelma","nonword","nonword","word",NA
"jäädä jäljenixiin","autografi","nonword","nonword","word",NA
"palja","kuukausi","nonword","nonword","word",NA
"televirence","onnitella","nonword","nonword","word",NA
"oleskeri","pyöristää","nonword","nonword","word",NA
"sisääntaa","okei","nonword","nonword","word",NA
"humaomiensa","välttämätön","nonword","nonword","word",NA
"jaintin","valvonta","nonword","nonword","word",NA
"räesittää","ele","nonword","nonword","word",NA
"raroittaa","fysiikka","nonword","nonword","word",NA
"ohfaa","luu","nonword","nonword","word",NA
"pidämeen","hanhi","nonword","nonword","word",NA
"vanalexandrangaistus","liikkua","nonword","nonword","word",NA
"rankeuhko","käytäntö","nonword","nonword","word",NA
"ilojentaa","toimivalta","nonword","nonword","word",NA
"maailmunisti","suojella","nonword","nonword","word",NA
"voimakagentti","lasit","nonword","nonword","word",NA
"tytääntö","vannoa","nonword","nonword","word",NA
"meepäili","mökki","nonword","nonword","word",NA
"hukku","yhteiskunta","nonword","nonword","word",NA
"teoillakoru","hyvä","nonword","nonword","word",NA
"muokkata","seksuaalinen","nonword","nonword","word",NA
"toiideastaja","suurlähettiläs","nonword","nonword","word",NA
"toquintus","väkijoukko","nonword","nonword","word",NA
"pahoinstaatti","rauta-","nonword","nonword","word",NA
"keera","uskollisuus","nonword","nonword","word",NA
"aloitrallinen","piispa","nonword","nonword","word",NA
"seremotöään","anteeksianto","nonword","nonword","word",NA
"lenne","estää","nonword","nonword","word",NA
"kidon","samanlainen","nonword","nonword","word",NA
"cowtet","osuma","nonword","nonword","word",NA
"maailtäväisyys","positiivinen","nonword","nonword","word",NA
"juras","mehiläinen","nonword","nonword","word",NA
"konruoski","leipä","nonword","nonword","word",NA
"avioikalainen","kuu","nonword","nonword","word",NA
"kamka","kärsimys","nonword","nonword","word",NA
"ruuveä","suhteellinen","nonword","nonword","word",NA
"kiraseellija","sohva","nonword","nonword","word",NA
"nahria","verkosto","nonword","nonword","word",NA
"pöbournen","saastuminen","nonword","nonword","word",NA
"sinilais","tunnistaa","nonword","nonword","word",NA
"epiepäihminen","kriittinen","nonword","nonword","word",NA
"säänlyysi","paratiisi","nonword","nonword","word",NA
"dynauseasti","alaston","nonword","nonword","word",NA
"patallicanna","virhe","nonword","nonword","word",NA
"naali","yksittäinen","nonword","nonword","word",NA
"luontaa","silta","nonword","nonword","word",NA
"oleellistaja","tasoittaa","nonword","nonword","word",NA
"pöytäagentja","valmis","nonword","nonword","word",NA
"järkä","paha","nonword","nonword","word",NA
"pisla","kova","nonword","nonword","word",NA
"muutö","kysyntä","nonword","nonword","word",NA
"sächarly","tässä","nonword","nonword","word",NA
"kaami","saapas","nonword","nonword","word",NA
"kesey","vastus","nonword","nonword","word",NA
"panktori","vahvistus","nonword","nonword","word",NA
"sielnikka","melu","nonword","nonword","word",NA
"saihia","escort","nonword","nonword","word",NA
"oletteeri","hiljainen","nonword","nonword","word",NA
"pelil","kunniamerkki","nonword","nonword","word",NA
"ukkokaii","pöytä","nonword","nonword","word",NA
"harmoreen","unohtaa","nonword","nonword","word",NA
"kreikkalaukku","lakimies","nonword","nonword","word",NA
"ankin","posti","nonword","nonword","word",NA
"kli","wc","nonword","nonword","word",NA
"peiko","muualla","nonword","nonword","word",NA
"avaamita","taiteilija","nonword","nonword","word",NA
"väise","crack","nonword","nonword","word",NA
"perezintaja","herkkä","nonword","nonword","word",NA
"kerrel","pimeys","nonword","nonword","word",NA
"saapsodi","rutto","nonword","nonword","word",NA
"morli","elää","nonword","nonword","word",NA
"harveyl","uuni","nonword","nonword","word",NA
"luokkari","tyynenmeren","nonword","nonword","word",NA
"aisoi","työkalu","nonword","nonword","word",NA
"suutsinen","häviäjä","nonword","nonword","word",NA
"usomaistava","vilja","nonword","nonword","word",NA
"rissan","vakoilu","nonword","nonword","word",NA
"ilkaaoksesti","lusikka","nonword","nonword","word",NA
"kelvi","kreivi","nonword","nonword","word",NA
"kurkto","kaapeli","nonword","nonword","word",NA
"teistava","tarjoilija","nonword","nonword","word",NA
"läheräät","työntää","nonword","nonword","word",NA
"ciä","henkinen","nonword","nonword","word",NA
"ajotielti","vahvuus","nonword","nonword","word",NA
"maailmestari","pankkitoiminta","nonword","nonword","word",NA
"infson","temppu","nonword","nonword","word",NA
"lituk","riippuva","nonword","nonword","word",NA
"murki","soittaa puhelimella","nonword","nonword","word",NA
"säistää","ming","nonword","nonword","word",NA
"piiknaita","ratsuväki","nonword","nonword","word",NA
"viittaja","henkilö","nonword","nonword","word",NA
"päästo","kuunnella","nonword","nonword","word",NA
"puuhaatla","valmistautuminen","nonword","nonword","word",NA
"henva","luominen","nonword","nonword","word",NA
"partneli","ikkuna","nonword","nonword","word",NA
"ritte","nuoriso","nonword","nonword","word",NA
"uljaannen","karnevaali","nonword","nonword","word",NA
"sikeistö","summa","nonword","nonword","word",NA
"dolli","kaliiperi","nonword","nonword","word",NA
"soldät","rock","nonword","nonword","word",NA
"härr","illallinen","nonword","nonword","word",NA
"sotilaallirowitz","jäsen","nonword","nonword","word",NA
"tusky","viljelijä","nonword","nonword","word",NA
"puheneet","menestys","nonword","nonword","word",NA
"impro","huuli","nonword","nonword","word",NA
"suisaa","stressi","nonword","nonword","word",NA
"merkkila","iso alkukirjain","nonword","nonword","word",NA
"sopilaan","etuoikeus","nonword","nonword","word",NA
"osaskalo","kaaos","nonword","nonword","word",NA
"käyttelu","lääni","nonword","nonword","word",NA
"muutturi","matkustaja","nonword","nonword","word",NA
"baseloit","dna","nonword","nonword","word",NA
"masenloon","iso","nonword","nonword","word",NA
"ystäkuin","malli-","nonword","nonword","word",NA
"kalkku","protesti","nonword","nonword","word",NA
"kylpyalaanne","tutkia","nonword","nonword","word",NA
"nänne","huomenna","nonword","nonword","word",NA
"jääkiektää","lomake","nonword","nonword","word",NA
"morkein","leski","nonword","nonword","word",NA
"hierä","läsnäolo","nonword","nonword","word",NA
"puoodottaa","myöhään","nonword","nonword","word",NA
"ylläpifield","jättää","nonword","nonword","word",NA
"suosiol","ruuti","nonword","nonword","word",NA
"kuumeensa","generaattori","nonword","nonword","word",NA
"lepakkorence","rohkeus","nonword","nonword","word",NA
"asusginen","tutkiminen","nonword","nonword","word",NA
"käynä","tuhat","nonword","nonword","word",NA
"keillata","maanjäristys","nonword","nonword","word",NA
"straterence","luotto","nonword","nonword","word",NA
"ääcountys","leiri","nonword","nonword","word",NA
"miracleteri","pojanpoika","nonword","nonword","word",NA
"ministelupla","lämmin","nonword","nonword","word",NA
"menge","niellä","nonword","nonword","word",NA
"rikollifield","maahantunkeutuminen","nonword","nonword","word",NA
"etukaus","syyskuu","nonword","nonword","word",NA
"pordä","tietämättömyys","nonword","nonword","word",NA
"wey","kapseli","nonword","nonword","word",NA
"lokapäin","playboy","nonword","nonword","word",NA
"ulotnaali","sisko","nonword","nonword","word",NA
"ajatleri","innostus","nonword","nonword","word",NA
"kirjallifield","kemiallinen","nonword","nonword","word",NA
"nauho","leima","nonword","nonword","word",NA
"käyttella","elossa","nonword","nonword","word",NA
"taidealicellari","salaisuus","nonword","nonword","word",NA
"tairizzolinen","hurrikaani","nonword","nonword","word",NA
"pakoista","tyttö","nonword","nonword","word",NA
"limuhaqqani","kaupallinen","nonword","nonword","word",NA
"lutias","foorumi","nonword","nonword","word",NA
"huomioito","vaikutus","nonword","nonword","word",NA
"rataantus","lasi-","nonword","nonword","word",NA
"eivaa","väsynyt","nonword","nonword","word",NA
"leiksi","reportteri","nonword","nonword","word",NA
"onnettofield","painajainen","nonword","nonword","word",NA
"murtroija","liiga","nonword","nonword","word",NA
"kohtalopezin","voitto","nonword","nonword","word",NA
"taraseellija","taajuus","nonword","nonword","word",NA
"ankin","neuvoja","nonword","nonword","word",NA
"useimmissaari","myrkyttää","nonword","nonword","word",NA
"tarsuuntaa","kohtelias","nonword","nonword","word",NA
"tarkoimaan","etäisyys","nonword","nonword","word",NA
"osoitävä","avuton","nonword","nonword","word",NA
