pairID,word1,word2,POS,similarity,association,n_sim,n_asso,JWSAN_1400
p0979,御洒落,不動,1,0.69,1.48,180,140,0
p0980,誤り,過ち,1,3.98,4.05,180,150,1
p0981,誤り,間違い,1,5.01,5.08,160,120,1
p0982,誤解,間違い,1,3.79,4.53,180,160,1
p0983,護衛,空母,1,1.54,3.84,160,150,1
p0984,乞食,保証,1,0.68,1.58,170,130,0
p0985,交易,取り引き,1,3.98,4.19,160,150,1
p0986,交易,商業,1,3.13,4.37,180,130,1
p0987,交易,通商,1,3.95,4.25,160,150,1
p0988,交換,売買,1,2.07,3.66,150,140,1
p0989,交差,渋滞,1,1.11,3.52,170,140,1
p0990,交際,行き来,1,2.11,3.58,160,170,1
p0991,交渉,行き来,1,1.88,2.95,170,130,1
p0992,交渉,取り引き,1,4.08,4.65,160,150,1
p0993,交渉,商売,1,2.32,4.22,170,150,1
p0994,交渉,付き合い,1,1.94,3.38,170,140,1
p0995,交代,替え,1,4.36,4.54,170,130,1
p0996,交代,倒産,1,0.98,2.46,150,140,0
p0997,交通,運輸,1,3.17,4.57,160,150,1
p0998,交通,渋滞,1,1.92,4.72,170,150,1
p0999,交通,神経,1,0.65,1.68,140,130,1
p1000,交通,輸送,1,2.94,4.71,170,140,1
p1001,交通,連絡,1,1.55,3.43,180,130,1
p1002,交流,有限,1,0.82,1.74,180,140,0
p1003,光景,目撃,1,1.77,3.39,170,130,1
p1004,光沢,暗黒,1,0.81,2.17,150,150,0
p1005,公式,声明,1,1.71,3,130,150,1
p1006,公表,氏名,1,0.99,3.15,180,140,1
p1007,公務,産物,1,0.78,1.93,190,140,0
p1008,効用,救助,1,0.99,2.12,140,130,0
p1009,口座,渓谷,1,0.55,0.95,170,130,0
p1010,口調,響き,1,1.67,3.34,160,170,1
p1011,向上,進行,1,2.01,3.29,170,140,1
p1012,向上,進展,1,3.59,4.25,170,130,1
p1013,向上,進歩,1,4.49,4.6,160,150,1
p1014,向上,発展,1,3.98,4.52,170,130,1
p1015,好み,脅威,1,0.58,1.52,140,130,0
p1016,好み,胡麻,1,0.66,2.02,180,160,0
p1017,好み,趣味,1,3.56,4.74,180,130,1
p1018,好意,恩恵,1,1.87,3.34,170,140,1
p1019,好意,慈悲,1,1.81,3,150,140,1
p1020,工学,技術,1,2.64,4.45,190,140,1
p1021,工業,製造,1,2.69,4.59,170,130,1
p1022,工作,機動,1,1.38,2.54,170,150,1
p1023,工作,新築,1,1.25,3,160,150,1
p1024,工作,組み立て,1,3.77,4.66,140,130,1
p1025,工夫,構想,1,2.39,3.81,180,160,1
p1026,工夫,考案,1,3.44,4.23,160,150,1
p1027,工夫,発明,1,2.92,4.41,170,150,1
p1028,広がり,山脈,1,1.32,3.02,170,130,1
p1029,広がり,平野,1,2.24,3.85,130,150,1
p1030,広間,暖炉,1,1.25,3.3,160,150,1
p1031,攻撃,非難,1,2.51,3.75,140,130,1
p1032,攻略,逮捕,1,0.95,2.24,180,140,0
p1033,構え,調子,1,0.89,2.01,160,150,0
p1034,構想,立案,1,3.24,4.24,170,150,1
p1035,構造,系列,1,1.97,3.08,130,150,1
p1036,構造,組織,1,3.38,3.92,170,150,1
p1037,構築,製作,1,3.45,4.21,170,160,1
p1038,港湾,後半,1,0.69,0.96,150,150,0
p1039,甲板,扶養,1,0.64,1.18,170,130,0
p1040,硬化,毛布,1,0.47,1.27,160,120,1
p1041,硬直,空中,1,0.74,1.36,170,150,0
p1042,硬直,絶叫,1,1.12,2.45,170,130,0
p1043,耕作,驢馬,1,1.36,2.82,140,130,0
p1044,考案,製作,1,2.24,3.96,160,100,1
p1045,行儀,言動,1,1.92,3.73,170,140,1
p1046,行事,司会,1,1.33,3.67,160,150,1
p1047,行事,紳士,1,0.69,2.06,160,120,0
p1048,行進,成熟,1,0.91,1.99,190,140,0
p1049,行動,半径,1,1.22,2.99,170,150,0
p1050,行列,路線,1,1.03,2.36,160,170,1
p1051,高価,毛皮,1,1.38,3.99,170,150,1
p1052,高校,中学,1,2.54,4.51,150,140,1
p1053,合計,詩人,1,0.48,1,160,170,1
p1054,合図,好意,1,0.98,2.27,170,150,1
p1055,合成,構造,1,1.59,3.12,170,160,1
p1056,合成,組み立て,1,2.56,3.62,160,120,1
p1057,合体,統一,1,3.61,4.01,160,150,1
p1058,合体,同盟,1,2.49,3.74,140,130,1
p1059,合同,社債,1,0.96,2.23,170,150,0
p1060,合併,接続,1,2.03,3.2,180,130,1
p1061,合流,団結,1,2.27,3.57,170,150,1
p1062,拷問,車輪,1,0.46,1.8,180,150,1
p1063,告知,昼食,1,0.54,1.09,150,150,0
p1064,告発,異端,1,0.94,2.44,170,140,0
p1065,穀物,貯蔵,1,1.12,3.89,160,120,1
p1066,骨格,離脱,1,0.61,1.27,160,150,0
p1067,骨折,動詞,1,0.61,1.23,150,140,0
p1068,困惑,迷い,1,4.03,4.39,180,150,1
p1069,婚約,真珠,1,1.09,3.22,150,150,1
p1070,混合,球根,1,0.44,1.56,180,150,0
p1071,混同,出所,1,0.86,1.48,160,170,0
p1072,混乱,当惑,1,3.36,4.1,140,130,1
p1073,混乱,狼狽,1,3.04,3.75,160,150,1
p1074,差異,相違,1,3.87,4.11,160,150,1
p1075,座席,椅子,1,4,4.81,190,140,1
p1076,座敷,部屋,1,3.41,4.29,160,150,1
p1077,再会,物体,1,0.56,1.59,170,130,0
p1078,再開,歌劇,1,0.65,1.51,150,150,0
p1079,再現,帰還,1,0.95,2.09,180,160,0
p1080,再現,空想,1,1.11,2.67,160,120,1
p1081,最新,避妊,1,0.49,1.64,170,140,0
p1082,才能,資質,1,4.01,4.15,160,150,1
p1083,才能,到達,1,1.24,2.81,130,150,1
p1084,採択,選抜,1,3.06,3.66,160,150,1
p1085,栽培,耕作,1,3.78,4.47,170,150,1
p1086,災害,異変,1,2.23,4.1,160,100,1
p1087,災害,遭難,1,2.82,4.55,170,130,1
p1088,祭り,陽気,1,1.79,4.08,190,140,1
p1089,細工,水晶,1,0.88,3.18,170,140,1
p1090,細胞,電池,1,0.67,1.51,160,120,0
p1091,裁判,訴え,1,3.29,4.73,160,150,1
p1092,裁判,訴訟,1,3.5,4.93,160,150,1
p1093,裁判,本陣,1,0.83,1.88,170,130,0
p1094,材料,樹脂,1,1.52,3.63,160,150,1
p1095,財産,午前,1,0.49,0.89,150,140,1
p1096,作り,構築,1,3.79,4.45,160,120,1
p1097,作り,新築,1,2,3.74,160,100,1
p1098,作家,短編,1,1.28,4.24,180,150,1
p1099,作業,運営,1,1.78,3.27,160,150,1
p1100,作業,課題,1,1.46,3.06,160,150,1
p1101,作業,手順,1,2.44,4.21,160,150,1
p1102,作物,工芸,1,2.23,3.28,180,130,1
p1103,作文,執筆,1,3.16,4.36,140,130,1
p1104,作文,組成,1,1.42,2.67,170,160,0
p1105,作文,表記,1,1.9,3.47,160,100,1
p1106,作法,行儀,1,4.13,4.83,140,130,1
p1107,作用,重複,1,0.63,2.17,180,150,0
p1108,作用,働き,1,3.83,4.45,160,100,1
p1109,削減,縮小,1,3.37,4.52,170,160,1
p1110,削減,節約,1,3.29,4.36,180,140,1
p1111,削減,短縮,1,2.39,3.75,140,130,1
p1112,錯覚,発掘,1,0.73,1.57,180,160,0
p1113,錯誤,間違い,1,3.92,4.22,170,130,1
p1114,察知,感性,1,2.04,3.37,180,160,1
p1115,参照,関連,1,2.75,3.8,130,150,1
p1116,山岳,弾み,1,0.72,1.39,180,160,0
p1117,山羊,化け物,1,0.67,1.53,170,150,0
p1118,散歩,水辺,1,1.11,3.33,160,150,1
p1119,散乱,波長,1,0.9,1.91,160,150,0
p1120,散乱,配布,1,1.12,2.39,160,150,0
p1121,産業,製造,1,2.59,4.31,180,150,1
p1122,産物,製品,1,3.1,4.26,180,140,1
p1123,残り,書房,1,0.65,1.49,170,150,0
p1124,仕掛け,左翼,1,0.74,1.59,180,160,0
p1125,仕業,振る舞い,1,2.81,3.57,170,150,1
p1126,仕事,生き甲斐,1,1.43,3.61,170,140,0
p1127,仕事,占領,1,0.86,2.07,170,130,1
p1128,仕事場,工房,1,3.5,4.43,150,150,1
p1129,仕組み,機関,1,2.36,3.72,180,140,1
p1130,仕組み,構成,1,3.99,4.39,170,130,1
p1131,仕組み,制度,1,4.29,4.61,170,160,1
p1132,仕方,手法,1,4.28,4.72,170,160,1
p1133,仕方,身振り,1,2.42,3.41,160,150,1
p1134,仕方,態度,1,1.68,2.59,170,130,1
p1135,使い,活用,1,3.31,4.18,160,150,1
p1136,使い,獅子,1,0.76,1.74,160,150,0
p1137,使い,定義,1,1.15,2.21,160,170,1
p1138,刺激,興奮,1,2.99,4.48,150,140,1
p1139,刺激,刃物,1,1.21,2.91,190,140,0
p1140,刺繍,画家,1,1.22,2.7,170,160,1
p1141,司会,歌劇,1,1.01,2.59,160,170,0
p1142,始め,当初,1,4.27,4.72,150,140,1
p1143,始末,清算,1,3.39,3.92,180,150,1
p1144,姿勢,携帯,1,0.61,2.12,170,130,1
p1145,子宮,西洋,1,0.49,1.19,170,150,1
p1146,子犬,少量,1,0.52,1.79,170,140,0
p1147,子孫,強度,1,0.58,1.42,170,140,0
p1148,師範,見本,1,2.78,3.94,190,140,1
p1149,師範,手本,1,3.72,4.66,170,160,1
p1150,志士,指輪,1,0.76,1.47,170,150,0
p1151,思い,願い,1,3.34,4.27,130,150,1
p1152,思い遣り,親切,1,4.24,4.23,180,150,1
p1153,思い出,覚え,1,2.82,4.16,150,150,1
p1154,思想,丸太,1,0.61,1.08,180,130,0
p1155,指示,離脱,1,0.65,1.84,160,150,0
p1156,指定,明示,1,2.4,3.2,160,150,1
p1157,指導,監督,1,3.13,4.46,180,160,1
p1158,指紋,散乱,1,0.61,1.95,170,130,0
p1159,指輪,婚約,1,2.33,4.81,170,160,1
p1160,指輪,生態,1,0.5,1.15,180,130,0
p1161,支え,補助,1,3.99,4.39,140,130,1
p1162,支援,救助,1,3.71,4.43,170,150,1
p1163,支援,補助,1,3.66,4.34,150,140,1
p1164,支援,養育,1,2.33,3.84,190,140,1
p1165,支出,消費,1,3.61,4.79,160,170,1
p1166,支出,費用,1,3.36,4.61,180,160,1
p1167,支度,準備,1,4.95,4.98,180,150,1
p1168,支度,用意,1,4.71,4.87,160,100,1
p1169,支配,統治,1,4.1,4.42,160,150,1
p1170,死因,内容,1,0.99,2.41,170,130,0
p1171,死骸,遺体,1,4.49,4.71,170,150,1
p1172,紙幣,偽造,1,1.01,3.79,180,140,1
p1173,視聴,集中,1,1.1,3.11,170,130,1
p1174,視点,円筒,1,0.9,1.72,160,150,0
p1175,詩人,丈夫,1,0.65,1.24,180,130,0
p1176,詩人,同性,1,0.64,1.31,160,170,0
p1177,資金,居間,1,0.5,1.33,140,130,1
p1178,資質,配置,1,0.93,2.44,180,140,0
p1179,事業,任務,1,2.05,3.25,130,150,1
p1180,事件,殺人,1,2.46,4.32,170,130,1
p1181,事象,渋滞,1,1.13,2.33,150,150,0
p1182,事変,災害,1,2.62,3.73,170,160,1
p1183,事変,遭難,1,1.54,3.08,170,130,1
p1184,事変,騒動,1,3.22,4.14,150,140,1
p1185,事変,暴動,1,2.97,3.94,150,150,1
p1186,事例,代表,1,1.33,2.25,180,140,1
p1187,寺院,神殿,1,2.99,3.94,150,150,1
p1188,持ち主,経歴,1,0.86,2.48,160,150,0
p1189,持続,貯蔵,1,1.51,2.88,150,140,1
p1190,時期,瞬間,1,2.2,3.12,130,150,1
p1191,時代,弾丸,1,0.59,1.65,180,130,0
p1192,時代,遅れ,1,0.78,2.78,160,150,1
p1193,次官,総長,1,1.95,3.32,170,150,1
p1194,治安,小隊,1,1.18,2.59,130,150,0
p1195,治癒,尺度,1,0.69,1.62,180,130,0
p1196,自伝,作品,1,2.16,3.74,160,100,1
p1197,自発,変更,1,0.8,1.99,160,150,0
p1198,自負,覚え,1,1.54,2.72,160,150,1
p1199,自立,反発,1,1.27,3.31,160,120,1
p1200,執行,実施,1,3.92,4.51,160,120,1
p1201,失敗,過ち,1,4.47,4.81,160,100,1
p1202,失敗,間違い,1,3.87,4.49,150,150,1
p1203,失敗,原子,1,0.64,1.48,160,150,1
p1204,質量,調和,1,0.85,2.09,180,140,0
p1205,実験,試み,1,4.16,4.57,160,150,1
p1206,実施,履行,1,3.44,4.08,160,150,1
p1207,実習,慣行,1,1.42,2.69,180,140,0
p1208,実力,機能,1,1.67,3.06,170,130,1
p1209,実力,才能,1,2.92,4.21,130,150,1
p1210,芝居,著作,1,1.41,3.53,150,150,1
p1211,芝居,役者,1,2.64,5.06,170,130,1
p1212,芝生,孤児,1,0.52,1.05,170,130,0
p1213,写し,複製,1,4.73,4.83,180,160,1
p1214,写真,映像,1,3.19,4.45,150,150,1
p1215,写真,画像,1,4.03,4.89,170,150,1
p1216,射撃,発砲,1,4.03,4.74,190,140,1
p1217,社交,行き来,1,2.09,3.27,130,150,1
p1218,車体,経費,1,0.73,2.41,160,150,0
p1219,尺度,規範,1,2.44,3.55,180,130,1
p1220,尺度,標準,1,2.44,3.63,160,150,1
p1221,尺度,不倫,1,0.71,1.81,190,140,0
p1222,釈放,留置,1,1.09,3.55,170,150,1
p1223,弱点,上手,1,0.64,2.44,170,160,0
p1224,主義,疎外,1,0.86,2.01,170,150,0
p1225,主権,従属,1,1.31,3.47,160,150,1
p1226,主催,祝日,1,0.67,2.2,170,140,0
p1227,主人,太陽,1,0.98,1.78,150,150,1
p1228,主張,無効,1,0.85,2.23,160,100,0
p1229,取り引き,売買,1,4.21,4.75,170,160,1
p1230,取り調べ,捜索,1,2.79,4.29,150,150,1
p1231,守り,防御,1,4.96,5.23,160,170,1
p1232,守り,養護,1,3.31,4.07,160,100,1
p1233,守護,防御,1,3.88,4.23,160,150,1
p1234,守備,防御,1,4.33,4.94,180,160,1
p1235,手続き,更生,1,1.08,2.81,190,140,1
p1236,手伝い,救助,1,3.37,4.16,180,130,1
p1237,手伝い,支援,1,4.09,4.54,180,160,1
p1238,手当て,異常,1,0.58,1.92,170,150,1
p1239,手当て,補償,1,3.39,4.07,160,150,1
p1240,手本,模範,1,4.83,4.68,160,150,1
p1241,趣向,献立,1,1.13,2.84,160,100,0
p1242,受信,回線,1,1.66,3.95,180,150,1
p1243,授業,講義,1,4.57,4.74,170,130,1
p1244,授業,講座,1,4.24,4.71,160,150,1
p1245,樹木,読者,1,0.48,1.19,180,160,1
p1246,周知,金剛,1,0.76,1.36,160,100,0
p1247,周遊,渡航,1,2.2,3.76,180,160,1
p1248,就任,発足,1,1.88,3.19,160,150,1
p1249,修正,改訂,1,3.73,4.49,150,140,1
p1250,修理,手入れ,1,3.45,4.27,180,160,1
p1251,修理,復元,1,3.94,4.67,140,130,1
p1252,終わり,結び,1,3.87,4.51,150,150,0
p1253,習慣,風俗,1,2.03,3.1,130,150,1
p1254,週末,宿題,1,0.66,2.45,160,150,0
p1255,集積,導体,1,1.18,2.51,170,160,0
p1256,集積,牧場,1,0.76,2.17,140,130,0
p1257,住まい,駐在,1,2.29,3.57,170,160,1
p1258,住居,家屋,1,4.47,4.96,170,140,1
p1259,住居,自宅,1,4.08,5.01,170,150,1
p1260,住居,駐在,1,2.02,3.14,130,150,1
p1261,住居,邸宅,1,3.92,4.62,170,150,1
p1262,住宅,家屋,1,4.52,5,130,150,1
p1263,銃口,信号,1,0.64,1.28,170,150,0
p1264,銃口,前足,1,0.59,1.29,160,100,0
p1265,銃声,花火,1,1.12,2.77,180,140,1
p1266,銃声,駐車,1,0.47,1.04,170,150,1
p1267,祝い,勝利,1,2.18,4.4,170,130,1
p1268,熟練,獲得,1,1.71,2.91,150,150,1
p1269,出し汁,社交,1,0.48,0.85,160,150,0
p1270,出荷,市販,1,1.41,3.55,170,140,1
p1271,出現,瞬き,1,1.22,2.74,190,140,0
p1272,出口,解放,1,2.03,3.46,150,140,1
p1273,出口,記念,1,0.64,1.31,170,130,0
p1274,出世,昇進,1,4.81,5.16,170,130,1
p1275,出生,人物,1,1.26,3.18,160,150,1
p1276,出生,養育,1,1.58,3.48,170,130,1
p1277,出版,刊行,1,4.01,4.55,160,150,1
p1278,出版,書籍,1,2.87,4.8,170,150,1
p1279,出版,発行,1,3.9,4.66,160,150,1
p1280,出来事,悪夢,1,1.07,2.79,150,140,0
p1281,春秋,時間,1,1.69,2.77,170,150,1
p1282,循環,動脈,1,1.95,3.86,130,150,1
p1283,準備,用意,1,4.94,4.85,160,150,1
p1284,巡査,氏名,1,0.48,1.73,160,150,1
p1285,処置,手当て,1,4.15,4.66,190,140,1
p1286,処罰,制裁,1,4.22,4.61,160,150,1
p1287,処罰,懲戒,1,3.72,4.57,130,150,1
p1288,処分,刑罰,1,3.51,4.39,140,130,1
p1289,処分,懲戒,1,3.35,4.48,160,100,1
p1290,所有,財産,1,2.29,4.46,170,140,1
p1291,書簡,連隊,1,0.65,1.41,160,100,0
p1292,書店,本屋,1,5.45,5.21,180,150,1
p1293,書房,本屋,1,4.29,4.84,170,140,1
p1294,助け,救済,1,4.98,5.13,170,160,1
p1295,叙述,形容,1,2.01,3.01,150,150,1
p1296,女神,原型,1,0.73,1.47,180,130,0
p1297,女性,引き出し,1,0.45,1.56,160,150,1
p1298,勝手,台所,1,3.03,3.74,160,150,1
p1299,勝負,競争,1,4.16,5.02,180,130,1
p1300,勝負,試合,1,3.38,4.83,170,150,1
p1301,勝負,戦い,1,4.34,4.71,160,150,1
p1302,勝利,椅子,1,0.49,1.45,180,140,1
p1303,勝利,征服,1,2.53,3.94,180,160,1
p1304,勝利,誘惑,1,0.75,1.55,170,130,0
p1305,召集,徴兵,1,2.78,4.05,140,130,1
p1306,商売,専業,1,1.73,3.45,160,120,1
p1307,商法,敬語,1,0.7,2.14,170,150,0
p1308,奨励,持ち,1,0.94,1.73,160,100,0
p1309,奨励,昇進,1,1.66,3.27,160,150,1
p1310,将軍,狂言,1,0.65,1.8,170,140,0
p1311,将校,生まれ,1,0.6,1.55,160,170,1
p1312,小屋,丸太,1,1.61,3.98,190,140,1
p1313,小切手,受け取り,1,1.42,3.55,170,130,1
p1314,小船,経歴,1,0.55,1.25,170,130,0
p1315,小隊,高度,1,0.73,1.31,150,150,0
p1316,小鳥,恐慌,1,0.56,1.11,170,150,0
p1317,小道,経路,1,2.02,3.39,180,130,1
p1318,小路,通り,1,3.74,4.11,160,150,0
p1319,少年,直線,1,0.62,1.67,160,120,1
p1320,承認,賛成,1,3.83,4.5,180,140,1
p1321,松明,煙突,1,1.45,2.51,170,150,0
p1322,消失,炎症,1,0.79,1.85,160,150,0
p1323,焦点,細部,1,1.73,3.06,160,170,1
p1324,照明,電灯,1,4.76,5.14,180,160,1
p1325,症状,嘔吐,1,1.73,4.07,170,150,1
p1326,衝撃,能力,1,0.75,1.85,170,160,1
p1327,証拠,特徴,1,1.72,3.06,170,140,1
p1328,証券,真珠,1,0.62,1.44,160,120,0
p1329,証言,繊維,1,0.54,1.15,140,130,0
p1330,証人,不満,1,0.7,1.58,170,160,0
p1331,証明,見込み,1,1.2,2.52,170,150,1
p1332,詳細,論点,1,1.63,3.09,180,160,1
p1333,象徴,同性,1,0.61,1.65,160,150,0
p1334,賞金,散乱,1,0.55,1.25,160,150,0
p1335,障害,低温,1,0.84,2.66,170,130,1
p1336,障壁,将軍,1,0.67,1.58,170,160,0
p1337,上演,興行,1,3.36,4.45,190,140,1
p1338,上部,骨格,1,0.9,2.11,160,150,0
p1339,上陸,水兵,1,1.06,3.35,160,100,1
p1340,丈夫,事情,1,0.71,1.75,170,140,0
p1341,場合,堕落,1,0.63,1.45,180,160,0
p1342,場面,電圧,1,0.54,1.15,170,150,0
p1343,情熱,親密,1,1.26,2.89,160,150,1
p1344,情報,知識,1,3.04,4.22,170,130,1
p1345,条項,論点,1,1.58,2.9,140,130,1
p1346,浄化,清掃,1,3.31,4.3,170,150,1
p1347,植物,草木,1,4.5,5,170,150,1
p1348,職業,性別,1,0.81,2.61,170,160,1
p1349,食事,劇場,1,0.62,1.89,160,150,1
p1350,食堂,反撃,1,0.5,0.87,170,150,0
p1351,食糧,配給,1,1.91,4.03,160,100,1
p1352,伸び,増加,1,3.73,4.28,170,130,1
p1353,伸び,増大,1,3.01,3.91,170,140,1
p1354,信条,意見,1,2.15,3.36,170,130,1
p1355,信徒,洗礼,1,2.22,4.19,140,130,1
p1356,信念,忠誠,1,2.19,3.5,170,130,1
p1357,侵害,違反,1,2.51,3.85,160,120,1
p1358,侵害,人情,1,0.78,1.99,130,150,0
p1359,侵入,攻略,1,2.45,3.81,170,150,1
p1360,侵略,丈夫,1,0.75,1.62,170,150,0
p1361,審査,裁判,1,2.77,4.19,190,140,1
p1362,審査,視察,1,2.38,3.32,130,150,1
p1363,審査,評価,1,3.32,4.34,170,150,1
p1364,審判,偏差,1,1.25,2.84,190,140,0
p1365,振る舞い,行為,1,3.94,4.59,160,150,1
p1366,新人,商法,1,0.65,1.57,130,150,0
p1367,申請,衰退,1,0.73,1.48,160,120,0
p1368,真剣,誠実,1,3,4.07,130,150,1
p1369,真実,虚偽,1,0.97,3.17,180,130,1
p1370,真実,半島,1,0.53,1.38,170,130,1
p1371,真理,証明,1,2.26,3.67,170,160,1
p1372,神宮,聖堂,1,2.84,3.45,160,150,1
p1373,神経,伝達,1,1.56,3.71,160,150,1
p1374,神聖,祭り,1,2.23,4.01,180,130,1
p1375,神殿,聖堂,1,3.45,4.19,190,140,1
p1376,神父,観客,1,0.63,1.24,160,150,0
p1377,親切,配慮,1,3.41,4.22,160,100,1
p1378,身長,ちび,1,1.85,4.31,170,130,1
p1379,人格,個性,1,3.01,4.21,190,140,1
p1380,人格,本質,1,2.12,3.56,180,160,1
p1381,人気,評判,1,3.5,4.64,170,140,1
p1382,人質,陣営,1,0.93,2.27,150,150,0
p1383,人種,白色,1,1.33,3.64,130,150,1
p1384,人情,思い遣り,1,3.53,4.34,180,140,1
p1385,人体,中性,1,0.82,2.18,160,120,0
p1386,人物,実在,1,1.17,3.53,180,150,1
p1387,人柄,気質,1,3.47,4.34,150,140,1
p1388,人柄,後半,1,0.56,1.05,180,160,0
p1389,刃物,楕円,1,0.56,1.38,160,170,0
p1390,図表,概要,1,1.56,3.33,180,150,1
p1391,図面,絵画,1,2.5,3.44,140,130,1
p1392,垂れ,芸者,1,0.68,1.75,170,130,0
p1393,垂直,伝導,1,0.8,1.63,160,150,0
p1394,推進,司法,1,0.89,1.91,170,130,1
p1395,水晶,視力,1,0.9,2.49,180,160,0
p1396,水槽,挿し絵,1,0.46,1.22,180,130,0
p1397,遂行,達成,1,3.27,4.33,180,160,1
p1398,酔い,事件,1,0.88,2.67,160,120,1
p1399,崇拝,愛好,1,2.37,3.35,160,150,1
p1400,崇拝,賛美,1,2.85,3.8,150,150,1
p1401,数値,偏差,1,2.27,3.96,180,150,0
p1402,寸法,数量,1,1.96,3.67,160,150,1
p1403,世紀,後半,1,0.92,2.36,170,160,1
p1404,世紀,野菜,1,0.41,1.32,170,160,1
p1405,世帯,家事,1,1.46,3.75,160,120,1
p1406,世代,占い,1,0.79,1.79,130,150,0
p1407,世話,手当て,1,2.86,3.81,170,150,1
p1408,世話,面倒,1,2.83,4.06,150,140,1
p1409,制限,食塩,1,0.76,2.88,180,150,1
p1410,制御,抑圧,1,2.99,4.02,180,130,1
p1411,制裁,懲戒,1,3.25,3.9,170,150,1
p1412,制作,構図,1,1.86,3.88,190,140,1
p1413,制作,製造,1,4.11,4.41,180,140,1
p1414,制作,組成,1,2.32,3.41,170,160,1
p1415,制作,創出,1,3.35,4.3,160,120,1
p1416,制定,開設,1,2.08,3.15,170,130,1
p1417,制定,結成,1,1.89,2.86,170,150,1
p1418,制定,創立,1,2.29,3.35,170,150,1
p1419,制約,限定,1,3.51,3.9,160,150,1
p1420,制約,限度,1,3.18,3.94,160,150,1
p1421,制約,束縛,1,3.28,4.22,150,150,1
p1422,性格,気質,1,4.23,4.55,150,150,1
p1423,性質,気分,1,1.91,3.1,160,120,1
p1424,性質,特徴,1,3.79,4.58,180,130,1
p1425,性別,平方,1,0.78,1.07,130,150,0
p1426,成功,失敗,1,1,4.46,170,160,1
p1427,成就,遂行,1,2.65,3.83,190,140,1
p1428,成熟,果実,1,1.73,4.09,160,120,1
p1429,成熟,勢い,1,1.27,2.48,170,160,1
p1430,成分,材料,1,3.28,4.34,170,140,1
p1431,成分,食材,1,1.49,4,160,120,1
p1432,成分,要素,1,3.78,4.21,170,150,1
p1433,政策,方針,1,3.52,4.22,170,150,1
p1434,政治,腐敗,1,1.06,3.7,160,150,1
p1435,政治,北東,1,0.54,1.36,170,150,0
p1436,整形,石膏,1,1.17,3.05,160,150,1
p1437,整備,確保,1,1.19,2.69,140,130,1
p1438,整理,調節,1,2.29,3.29,150,140,1
p1439,整理,配置,1,2.47,4.06,150,140,1
p1440,整理,配列,1,2.83,4.12,160,100,1
p1441,正確,精度,1,3.54,4.68,160,120,1
p1442,正義,司教,1,1.2,2.47,170,150,1
p1443,正午,弾丸,1,0.6,1.07,130,150,0
p1444,正体,財産,1,0.54,1.54,160,150,1
p1445,正直,誠実,1,4.31,4.59,160,150,1
p1446,清潔,消毒,1,2.7,4.28,160,150,1
p1447,生活,切断,1,0.58,1.45,160,150,0
p1448,生活,様式,1,1.92,3.79,170,150,1
p1449,生産,製造,1,4.35,4.98,150,150,1
p1450,生体,困難,1,0.69,1.93,170,130,0
p1451,生地,織物,1,3.33,4.61,160,150,1
p1452,生物,会館,1,0.55,1.49,170,140,0
p1453,精神,偵察,1,0.89,1.78,150,140,0
p1454,精神,保健,1,1.2,2.83,160,150,1
p1455,精度,社債,1,0.83,1.51,170,160,0
p1456,聖職,食塩,1,0.66,1.59,150,140,0
p1457,聖人,不倫,1,0.56,1.52,140,130,0
p1458,製剤,輸血,1,1.26,3.53,180,150,1
p1459,西方,土俵,1,1.03,2.8,160,120,0
p1460,西洋,蜜蜂,1,0.84,2.31,160,150,0
p1461,請求,梯子,1,0.76,1.4,170,160,0
p1462,石灰,弾み,1,0.72,1.28,170,150,0
p1463,石垣,独り言,1,0.54,1.02,160,170,0
p1464,切れ,欠片,1,2.73,3.63,170,140,0
p1465,切れ,破片,1,2.85,3.81,170,150,1
p1466,切れ目,段落,1,2.91,3.86,140,130,1
p1467,設計,警備,1,0.92,2.12,130,150,1
p1468,設備,道具,1,2.65,4.14,180,130,1
p1469,節約,経済,1,1.52,3.83,150,140,1
p1470,説得,実例,1,1.35,2.86,130,150,1
p1471,絶対,服従,1,1.93,3.47,130,150,1
p1472,絶対,分析,1,0.65,1.91,160,150,1
p1473,先駆,出番,1,1.12,2.4,170,140,0
p1474,先端,円盤,1,0.62,1.66,180,130,0
p1475,占領,攻略,1,2.63,3.96,170,150,1
p1476,宣伝,広告,1,4.54,5.07,190,140,1
p1477,戦い,抗争,1,4.53,4.9,180,130,1
p1478,戦い,闘争,1,4.72,4.86,160,150,1
p1479,戦士,軍人,1,3.76,4.56,170,140,1
p1480,戦時,看護,1,0.71,2.58,140,130,1
p1481,戦闘,衝突,1,3.3,4.26,160,170,1
p1482,戦略,構想,1,3.04,4.23,150,150,1
p1483,洗濯,浄化,1,2.72,3.85,180,150,1
p1484,洗礼,主流,1,0.82,1.66,160,100,0
p1485,洗礼,裏打ち,1,0.99,1.7,160,100,0
p1486,洗練,操縦,1,0.99,2.01,170,130,0
p1487,染み,競り,1,0.71,1.39,160,100,0
p1488,旋律,平均,1,1.08,2.11,160,100,0
p1489,線路,区間,1,1.98,4.19,160,150,1
p1490,線路,行列,1,1.1,2.16,170,130,1
p1491,線路,鉄道,1,3.14,4.94,160,100,1
p1492,繊維,果物,1,0.88,2.91,160,170,1
p1493,前進,増加,1,1.59,3.29,180,140,1
p1494,前提,想定,1,2.88,3.75,180,140,1
