"word_combo","ru_cue","ru_target","type","cue_type","target_type","ru_cosine","M_Z","SD_Z","SE_Z","sampleN","done"
"любительскийкомца","любительский","комца","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"любительскийпрофессиональный","любительский","профессиональный","related","word","word",0.474440474899315,NA,NA,NA,NA,NA
"любительскийсвеча","любительский","свеча","unrelated","word","word",0.0782422025423253,NA,NA,NA,NA,NA
"лючвеб","люч","веб","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"лючмошча","люч","мошча","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"лягушкакласрение","лягушка","класрение","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"лягушкапровод","лягушка","провод","unrelated","word","word",0.0974531358846805,NA,NA,NA,NA,NA
"лягушкаящерица","лягушка","ящерица","related","word","word",0.493182034493589,NA,NA,NA,NA,NA
"ляшибкавыборы","ляшибка","выборы","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"ляшибкастэнформа","ляшибка","стэнформа","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"маблизкийдостойный","маблизкий","достойный","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"маблизкийчетыка","маблизкий","четыка","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"мавткоммунистичель","мавт","коммунистичель","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"мавтотвратительный","мавт","отвратительный","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"магазинлавка","магазин","лавка","related","word","word",0.441822385717309,NA,NA,NA,NA,NA
"магазинматематика","магазин","математика","unrelated","word","word",0.115862694078175,NA,NA,NA,NA,NA
"магазинэнертет","магазин","энертет","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"магаскопдобратьснительный","магаскоп","добратьснительный","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"магаскопплаточек","магаскоп","платочек","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"магиенажурнасверчка","магиена","журнасверчка","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"магиенаувольнение","магиена","увольнение","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"магиябумажник","магия","бумажник","unrelated","word","word",0.143015036664691,NA,NA,NA,NA,NA
"магияволшебник","магия","волшебник","related","word","word",0.446363215406455,NA,NA,NA,NA,NA
"магиясверстнирование","магия","сверстнирование","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"магнитныйнеизстойный","магнитный","неизстойный","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"магнитныйприказ","магнитный","приказ","unrelated","word","word",0.148917246553626,NA,NA,NA,NA,NA
"магнитныйэлектрический","магнитный","электрический","related","word","word",0.580724509336022,NA,NA,NA,NA,NA
"маландскаяоземен","маландская","оземен","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"маландскаяпалуба","маландская","палуба","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"маленькийнебольшой","маленький","небольшой","related","word","word",0.543287828573461,NA,NA,NA,NA,NA
"маленькийновости","маленький","новости","unrelated","word","word",0.0977854152238799,NA,NA,NA,NA,NA
"маленькийпобедизатель","маленький","победизатель","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"мальчикидевочки","мальчики","девочки","related","word","word",0.757392366146108,NA,NA,NA,NA,NA
"мальчикимонитор","мальчики","монитор","unrelated","word","word",0.0694305786639595,NA,NA,NA,NA,NA
"мальчикипосак","мальчики","посак","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"мальчинаопасный","мальчина","опасный","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"мальчинаэмоня","мальчина","эмоня","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"мангульныйбрат","мангульный","брат","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"мангульныйподготоплесс","мангульный","подготоплесс","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"марастоноружейный склад","марастон","оружейный склад","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"марастонтелебель","марастон","телебель","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"марафонзабег","марафон","забег","related","word","word",0.496969319386808,NA,NA,NA,NA,NA
"марафонзмея","марафон","змея","unrelated","word","word",0.0951982953451771,NA,NA,NA,NA,NA
"марафонсмайрелье","марафон","смайрелье","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"маркатовар","марка","товар","related","word","word",0.0890142024048474,NA,NA,NA,NA,NA
"маркачелостек","марка","челостек","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"маркащедрый","марка","щедрый","unrelated","word","word",0.0925519742449973,NA,NA,NA,NA,NA
"марсвенера","марс","венера","related","word","word",0.412076140403416,NA,NA,NA,NA,NA
"марсотличный","марс","отличный","unrelated","word","word",0.0376231951004111,NA,NA,NA,NA,NA
"марсфизиченость","марс","физиченость","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"маршрутмедаль","маршрут","медаль","unrelated","word","word",0.0489956125621616,NA,NA,NA,NA,NA
"маршрутпуть","маршрут","путь","related","word","word",0.504357582639807,NA,NA,NA,NA,NA
"маршрутшевный","маршрут","шевный","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"мастерскаягараж","мастерская","гараж","related","word","word",0.373686352402612,NA,NA,NA,NA,NA
"мастерскаякреативствость","мастерская","креативствость","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"мастерскаяслабый","мастерская","слабый","unrelated","word","word",0.0307221327439572,NA,NA,NA,NA,NA
"материяазм","материя","азм","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"материяарендодатель","материя","арендодатель","unrelated","word","word",0.111912891060013,NA,NA,NA,NA,NA
"материячастица","материя","частица","related","word","word",0.571587653737733,NA,NA,NA,NA,NA
"матьвзгляделение","мать","взгляделение","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"матьотец","мать","отец","related","word","word",0.621054916933768,NA,NA,NA,NA,NA
"матьпаранормальный","мать","паранормальный","unrelated","word","word",0.128891284776957,NA,NA,NA,NA,NA
"мафиякартель","мафия","картель","related","word","word",0.434425004778347,NA,NA,NA,NA,NA
"мафиякопироузия","мафия","копироузия","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"мафияяйцо","мафия","яйцо","unrelated","word","word",0.133784656081433,NA,NA,NA,NA,NA
"мафулабпрочный","мафул","абпрочный","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"мафулвладелец","мафул","владелец","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"мациянаврарное","мация","наврарное","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"мациячастица","мация","частица","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"мегньголый","мегнь","голый","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"мегньпотьяный","мегнь","потьяный","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"медведьволк","медведь","волк","related","word","word",0.557749302376856,NA,NA,NA,NA,NA
"медведьполбильник","медведь","полбильник","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"медведьприсяга","медведь","присяга","unrelated","word","word",0.133982925523067,NA,NA,NA,NA,NA
"медвинеклотель","медвине","клотель","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"медвинечетверть","медвине","четверть","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"медвычислять","мед","вычислять","unrelated","word","word",0.0670108535129125,NA,NA,NA,NA,NA
"медикринскийгеор","медикринский","геор","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"медикринскийслава","медикринский","слава","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"медицинскийпсихологический","медицинский","психологический","related","word","word",0.604637032828871,NA,NA,NA,NA,NA
"медицинскийрелиланд","медицинский","релиланд","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"медицинскийшляпа","медицинский","шляпа","unrelated","word","word",0.110921567268007,NA,NA,NA,NA,NA
"медленнобездартный","медленно","бездартный","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"медленнобыстро","медленно","быстро","related","word","word",0.55598596013164,NA,NA,NA,NA,NA
"медленногосударственный","медленно","государственный","unrelated","word","word",0.0858184494948539,NA,NA,NA,NA,NA
"медленныйбыстрый","медленный","быстрый","related","word","word",0.606546328044063,NA,NA,NA,NA,NA
"медленныйзапомскать","медленный","запомскать","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"медленныйправительство","медленный","правительство","unrelated","word","word",0.10240634415043,NA,NA,NA,NA,NA
"медмасло","мед","масло","related","word","word",0.283868992214871,NA,NA,NA,NA,NA
"медрешистия","мед","решистия","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"медюрмутатия","медюр","мутатия","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"медюрнеизвестный","медюр","неизвестный","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"межатобезмя","межато","безмя","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"межатодокумент","межато","документ","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"международныйзамена","международный","замена","unrelated","word","word",-0.0221118243163272,NA,NA,NA,NA,NA
"международныймир","международный","мир","related","word","word",0.188582080272603,NA,NA,NA,NA,NA
"международныйспутлетка","международный","спутлетка","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"мельнинапокрищать","мельнина","покрищать","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"мельнинапомещать","мельнина","помещать","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"менвестныйдранникулы","менвестный","дранникулы","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"менвестныйсвободный","менвестный","свободный","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"мерзжениеприслуманка","мерзжение","прислуманка","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"мерзжениечесть","мерзжение","честь","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"мескийблагодарство","меский","благодарство","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"мескийплатье","меский","платье","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"местоместоположение","место","местоположение","related","word","word",0.389660799969191,NA,NA,NA,NA,NA
"местоморфий","место","морфий","unrelated","word","word",0.132926275082422,NA,NA,NA,NA,NA
"местоневишта","место","невишта","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"местьзапячение","месть","запячение","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"местьправосудие","месть","правосудие","related","word","word",0.400925266123639,NA,NA,NA,NA,NA
"местьхлопок","месть","хлопок","unrelated","word","word",0.0368724135007692,NA,NA,NA,NA,NA
"месяцбоец","месяц","боец","unrelated","word","word",0.124126203008111,NA,NA,NA,NA,NA
"месяцкомна","месяц","комна","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"месяцнеделя","месяц","неделя","related","word","word",0.453559802594598,NA,NA,NA,NA,NA
"методиндейка","метод","индейка","unrelated","word","word",0.12240939063601,NA,NA,NA,NA,NA
"методредцо","метод","редцо","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"методтехника","метод","техника","related","word","word",0.32318218625851,NA,NA,NA,NA,NA
"мецейсбакрый","мецейс","бакрый","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"мецейснаписание","мецейс","написание","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"мечcлyто","меч","cлyто","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"мечличность","меч","личность","unrelated","word","word",0.112548618502137,NA,NA,NA,NA,NA
"мечнож","меч","нож","related","word","word",0.559716182292283,NA,NA,NA,NA,NA
"миллионердестим","миллионер","дестим","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"миллионерневзгоды","миллионер","невзгоды","unrelated","word","word",0.0391443631110039,NA,NA,NA,NA,NA
"миллионерпредприниматель","миллионер","предприниматель","related","word","word",0.46118338387839,NA,NA,NA,NA,NA
"миллионзавталк","миллион","завталк","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"миллионмиллиард","миллион","миллиард","related","word","word",0.688882380080409,NA,NA,NA,NA,NA
"миллионутка","миллион","утка","unrelated","word","word",0.116516969529056,NA,NA,NA,NA,NA
"милыйинвенчиродать","милый","инвенчиродать","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"милыйисчезновение","милый","исчезновение","unrelated","word","word",0.0375930289823692,NA,NA,NA,NA,NA
"милыйпрелестный","милый","прелестный","related","word","word",0.529686426195845,NA,NA,NA,NA,NA
"милявыкуп","миля","выкуп","unrelated","word","word",0.0611191664126515,NA,NA,NA,NA,NA
"милягормое","миля","гормое","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"милязглекция","милязг","лекция","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"милязгспраника","милязг","спраника","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"милясантиметр","миля","сантиметр","related","word","word",0.321181111948001,NA,NA,NA,NA,NA
"минивзволидти","минивзвол","идти","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"минивзволкурдранормальный","минивзвол","курдранормальный","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"минимумввеция","минимум","ввеция","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"минимуммаксимум","минимум","максимум","related","word","word",0.550894068593708,NA,NA,NA,NA,NA
"минимумполитик","минимум","политик","unrelated","word","word",0.131646668781386,NA,NA,NA,NA,NA
"миодплетье","миод","плетье","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"миодподготавливать","миод","подготавливать","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"мискародистель","миска","родистель","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"мискатарелка","миска","тарелка","related","word","word",0.494942884594104,NA,NA,NA,NA,NA
"мискаэффект","миска","эффект","unrelated","word","word",0.0994870694205747,NA,NA,NA,NA,NA
"мисчавыжильвать","мисча","выжильвать","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"мисчавысокомерие","мисча","высокомерие","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"мисятыйкорпорация","мисятый","корпорация","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"мисятыйполокрыльце","мисятый","полокрыльце","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"мифбабза","миф","бабза","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"мифвыставка","миф","выставка","unrelated","word","word",0.0889468619150825,NA,NA,NA,NA,NA
"мифлегенда","миф","легенда","related","word","word",0.455427519256389,NA,NA,NA,NA,NA
"младежкадемократия","младежка","демократия","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"младежкарудро","младежка","рудро","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"младенецвдохновение","младенец","вдохновение","unrelated","word","word",0.083344573148882,NA,NA,NA,NA,NA
"младенецдевно","младенец","девно","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"младенецребенок","младенец","ребенок","related","word","word",0.600564055809395,NA,NA,NA,NA,NA
"мнениепозиция","мнение","позиция","related","word","word",0.324141737506822,NA,NA,NA,NA,NA
"мнениерепутальон","мнение","репутальон","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"мнениетруп","мнение","труп","unrelated","word","word",0.0874458226657024,NA,NA,NA,NA,NA
"мнетаватьсямонитор","мнетаваться","монитор","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"мнетаватьсяфилло","мнетаваться","филло","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"мовергладжульетта","мовергла","джульетта","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"моверглазвост","мовергла","звост","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"могилабесер","могила","бесер","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"могилакладбище","могила","кладбище","related","word","word",0.450753383473143,NA,NA,NA,NA,NA
"могиласопровождать","могила","сопровождать","unrelated","word","word",0.0750123841599205,NA,NA,NA,NA,NA
"модельволновение","модель","волновение","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"модельпроисшествие","модель","происшествие","unrelated","word","word",0.0876567292175519,NA,NA,NA,NA,NA
"модельпрототип","модель","прототип","related","word","word",0.406046977261217,NA,NA,NA,NA,NA
"модийныймичесть","модийный","мичесть","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"модийныйнеожиданно","модийный","неожиданно","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"модныйборовной","модный","боровной","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"модныйзапись","модный","запись","unrelated","word","word",0.00591281531837901,NA,NA,NA,NA,NA
"модныйэлегантный","модный","элегантный","related","word","word",0.578993483986535,NA,NA,NA,NA,NA
"модубьбатажечь","модубь","батажечь","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"модубьпредположение","модубь","предположение","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"может блишьдистратор","может блишь","дистратор","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"может блишьсоус","может блишь","соус","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"может бытьбессильный","может быть","бессильный","unrelated","word","word",NA,NA,NA,NA,NA,NA
"может бытьнаверное","может быть","наверное","related","word","word",NA,NA,NA,NA,NA,NA
"может бытьнавод","может быть","навод","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"мозгголовной","мозг","головной","related","word","word",0.318453775171627,NA,NA,NA,NA,NA
"мозгклонник","мозг","клонник","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"мозгочаровательный","мозг","очаровательный","unrelated","word","word",0.104734782473756,NA,NA,NA,NA,NA
"мозгругбоец","мозгруг","боец","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"мозгругвысокомемкнуть","мозгруг","высокомемкнуть","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"мойббольшой палец","мойб","большой палец","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"мойбдеандрестрация","мойб","деандрестрация","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"молвкаспальня","молвка","спальня","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"молвкафабранный","молвка","фабранный","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"молниягром","молния","гром","related","word","word",0.42307995994037,NA,NA,NA,NA,NA
"молниямаксидвик","молния","максидвик","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"молнияпредоставлять","молния","предоставлять","unrelated","word","word",0.0660842551040038,NA,NA,NA,NA,NA
"молодежьдетство","молодежь","детство","related","word","word",0.259049437948931,NA,NA,NA,NA,NA
"молодежькризис","молодежь","кризис","unrelated","word","word",0.13291545569263,NA,NA,NA,NA,NA
"молодежьукать","молодежь","укать","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"молодильарестовывать","молодиль","арестовывать","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"молодильзодбник","молодиль","зодбник","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"молокоомар","молоко","омар","unrelated","word","word",0.0931014320971157,NA,NA,NA,NA,NA
"молокосок","молоко","сок","related","word","word",0.500773070824709,NA,NA,NA,NA,NA
"молокоспаобойти","молоко","спаобойти","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"моломинспосак","моломинс","посак","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"моломинсприсяга","моломинс","присяга","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"монархкоролевство","монарх","королевство","related","word","word",0.366589483987147,NA,NA,NA,NA,NA
"монархутренление","монарх","утренление","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"монархцена","монарх","цена","unrelated","word","word",0.0667646690757067,NA,NA,NA,NA,NA
"монахпреуспевать","монах","преуспевать","unrelated","word","word",0.147694417313853,NA,NA,NA,NA,NA
"монахпылофный","монах","пылофный","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"монахсвященник","монах","священник","related","word","word",0.551028541604522,NA,NA,NA,NA,NA
"монийвход","моний","вход","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"монийшанка","моний","шанка","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"монкмеркогда-либо","монкмер","когда-либо","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"монкмермаласька","монкмер","маласька","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"монстрковшка","монстр","ковшка","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"монстрсущество","монстр","существо","related","word","word",0.419825421975288,NA,NA,NA,NA,NA
"монстрчасовня","монстр","часовня","unrelated","word","word",0.126000088946689,NA,NA,NA,NA,NA
"монуввивредный","монув","вивредный","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"монувсвадьба","монув","свадьба","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"моплотпечаток пальца","мопл","отпечаток пальца","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"моплфестичиль","мопл","фестичиль","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"моремолоурен","море","молоурен","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"моренархгорилла","моренарх","горилла","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"моренархсладная","моренарх","сладная","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"мореокеан","море","океан","related","word","word",0.657673292266605,NA,NA,NA,NA,NA
"мореэпизод","море","эпизод","unrelated","word","word",0.0392032668622359,NA,NA,NA,NA,NA
"морсатьавтобус","морсать","автобус","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"морсатьперевзрывить","морсать","перевзрывить","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"морскойвоенно-морской","морской","военно-морской","related","word","word",NA,NA,NA,NA,NA,NA
"морскойдистратор","морской","дистратор","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"морскойручка","морской","ручка","unrelated","word","word",0.0911060993466801,NA,NA,NA,NA,NA
"мостнамеренно","мост","намеренно","unrelated","word","word",0.0855473540768961,NA,NA,NA,NA,NA
"мосттуннель","мост","туннель","related","word","word",0.434795903229511,NA,NA,NA,NA,NA
"мостфинансучий","мост","финансучий","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"мотивалиби","мотив","алиби","related","word","word",0.372907098317454,NA,NA,NA,NA,NA
"мотивпиджак","мотив","пиджак","unrelated","word","word",0.149395737540082,NA,NA,NA,NA,NA
"мотивпрайц","мотив","прайц","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"мочрезвдревда","мочрезв","древда","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"мочрезвсодействие","мочрезв","содействие","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"мощностьассистент","мощность","ассистент","unrelated","word","word",0.119091416836139,NA,NA,NA,NA,NA
"мощностьцеломохный","мощность","целомохный","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"мощностьэнергия","мощность","энергия","related","word","word",0.446557686552169,NA,NA,NA,NA,NA
"мужжена","муж","жена","related","word","word",0.525099235335434,NA,NA,NA,NA,NA
"мужнехваткуратура","муж","нехваткуратура","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"мужскойженский","мужской","женский","related","word","word",0.606729215754549,NA,NA,NA,NA,NA
"мужскоймонадвинь","мужской","монадвинь","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"мужскойпесня","мужской","песня","unrelated","word","word",0.0751452207862817,NA,NA,NA,NA,NA
"мужтопливо","муж","топливо","unrelated","word","word",0.133861777744499,NA,NA,NA,NA,NA
"муствениезафилд","муствение","зафилд","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"муствениефото","муствение","фото","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"мучениепреувеличивать","мучение","преувеличивать","unrelated","word","word",0.126004771540214,NA,NA,NA,NA,NA
"мучениепытка","мучение","пытка","related","word","word",0.292146347061734,NA,NA,NA,NA,NA
"мучениепяи","мучение","пяи","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"мышьамр","мышь","амр","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"мышькрыса","мышь","крыса","related","word","word",0.552028774465875,NA,NA,NA,NA,NA
"мышьфотограф","мышь","фотограф","unrelated","word","word",0.137519575870882,NA,NA,NA,NA,NA
"мюдгаллюцинасквозь","мюд","галлюцинасквозь","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"мюдспутник","мюд","спутник","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"мягкийнежный","мягкий","нежный","related","word","word",0.589177277885578,NA,NA,NA,NA,NA
"мягкийпобедитель","мягкий","победитель","unrelated","word","word",0.108475043858821,NA,NA,NA,NA,NA
"мягкийсоздатьдание","мягкий","создатьдание","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"наблюдениежертление","наблюдение","жертление","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"наблюдениеоценка","наблюдение","оценка","related","word","word",0.196561292380395,NA,NA,NA,NA,NA
"наблюдениетрон","наблюдение","трон","unrelated","word","word",0.0291475000986144,NA,NA,NA,NA,NA
"набчелениевуб","набчеление","вуб","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"набчелениестихотворение","набчеление","стихотворение","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"навигарольдатмосфера","навигарольд","атмосфера","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"навигарольдпроньонкиваться","навигарольд","проньонкиваться","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"навигациякоммуникация","навигация","коммуникация","related","word","word",0.522190869402686,NA,NA,NA,NA,NA
"навигациякоролевство","навигация","королевство","unrelated","word","word",0.0791420173446275,NA,NA,NA,NA,NA
"навигацияпредластить","навигация","предластить","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"нагубармия","нагуб","армия","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"нагубвоесте","нагуб","воесте","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"надеждавера","надежда","вера","related","word","word",0.530328406407757,NA,NA,NA,NA,NA
"надеждасиний","надежда","синий","unrelated","word","word",0.128626215336976,NA,NA,NA,NA,NA
"надеждассец","надежда","ссец","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"надемондавчера","надемонда","вчера","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"надемондацеремоствия","надемонда","церемоствия","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"надивныйсопрожордать","надивный","сопрожордать","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"надивныйфантазия","надивный","фантазия","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"наемлостьдвигатель","наемлость","двигатель","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"наемлостьсантиманго","наемлость","сантиманго","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"наемникасассин","наемник","асассин","related","word","word",NA,NA,NA,NA,NA,NA
"наемникдемократия","наемник","демократия","unrelated","word","word",0.123755390490324,NA,NA,NA,NA,NA
"наемникнесчаконе","наемник","несчаконе","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"назадвернуть","назад","вернуть","related","word","word",0.50932040851481,NA,NA,NA,NA,NA
"назаддозво","назад","дозво","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"назадминистр","назад","министр","unrelated","word","word",0.0500222553606023,NA,NA,NA,NA,NA
"названиезаглавие","название","заглавие","related","word","word",0.28448747510097,NA,NA,NA,NA,NA
"названиелакомый","название","лакомый","unrelated","word","word",0.108636381082504,NA,NA,NA,NA,NA
"названиетеет","название","теет","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"наивныйвествога","наивный","вествога","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"наивныйглоток","наивный","глоток","unrelated","word","word",0.0999433634982269,NA,NA,NA,NA,NA
"наивныйглупый","наивный","глупый","related","word","word",0.588956471410271,NA,NA,NA,NA,NA
